,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,markets,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,traceability_code,link,palm_ingredients,producer_info
417,Boisson lactee au chocolat - Casino,3222474727697,['France'],"[""Cas' BOiSSON LACTÉE 93% de lait emi-écrémé""]",[],?,76,"1,6",12,"3,3",D,,,['Casino'],"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Laits aromatisés au chocolat', 'Boissons avec sucre ajouté']",,,,,,,+4%,-6%,+9%,+2%,68.9%,1.0%,13.8%,9.0%,5.7%,1.6%,49,,['Casino'],318 kj(76 kcal),"1,2",12,"0,12","0,048",1.6 g,en quantité modérée,1.2 g,en quantité modérée,12 g,en quantité élevée,0.12 g,en faible quantité,+3%,+8%,+15%,-6%,-6%,19,+53%,E,+53%,,,,,
418,Lait Demi-écrémé - Casino - 6x 50cl,3222474744212,['France'],"[""lait demi-écrémé issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",192,46,"1,5","4,8","3,2",D,6 x 50 cl,,['Casino'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT', 'Laits demi-écrémés biologiques']","['Bio', 'Source de calcium']",,,['Lait'],1,-1%,0%,-4%,0%,-1%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,Lait demi-écrémé stérilisé UHT issu de l'agriculture biologique,['Casino'],192 kj(46 kcal),1,"4,8","0,13","0,052",1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,-1%,+0%,+0%,+16%,+16%,0,,B,,,"['EMB 35360A', 'Vitré (Ille-et-Vilaine, France)']",,,
419,Grinottes de poulet - Wassila,3222474782481,['France'],[],[],?,226,15,"0,7",22,,,,['Wassila'],,['Halal'],,,,,,,,,,,,,,,,,,,946 kj(226 kcal),"4,5","0,7","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,
420,Filets de Flétan - Casino - 500g,3222474803629,['France'],"['Flétan du Groenland ', 'Reinhardtius hippoglossoides', ' 100%', 'pêché aux chalut', 'filets maillants et filets similaires', ""et lignes et hameçons dans l'Océan Atlantique Nord-Ouest""]","['Non végétalien', 'Non végétarien']",665,160,12,0,13,,500 g,,['Casino'],,['Pêché au chalut'],,,['Poisson'],,,,,,,,,,,,,,Portions de filet de Flétan du Groenland (Reinhardtius hippoglossoides) surgelées,['Casino'],665 kj(160 kcal),"2,4",0,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,
421,"Noix de St Jacques, riz et légumes, sauce citron  - Casino Bien pour Vous ! - 300g",3222474805548,['France'],"['Riz 39 % ', 'eau', 'riz', 'noix de Saint-Jacques 20 % ', 'Zygochlamys Patagonica', 'origine Argentine', 'crème fraîche', 'carotte 6 %', 'courgette 6 %', 'eau', 'champignon de Paris', 'carotte jaune 4 %', 'vin blanc', 'échalote', 'jus de citron concentré 1 %', 'farine de blé', ""huile d'olive vierge extra"", ""pulpe d'ail"", 'beurre', 'fécule de manioc', 'sucre', 'oignon en poudre', 'curcuma', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",451,?,"2,4",16,5,,300 g,"['Barquette', 'Plastique', 'Carton']","['Casino Bien pour Vous !', 'Groupe Casino']","['Plats préparés', 'Plats aux fruits de mer', 'Plats préparés à réchauffer au micro-ondes', 'Produits à teneur réduite en sel', 'Plats aux noix de Saint-Jacques']","['Peu ou pas de sel', 'Peu de sel']","['Argentine', 'Noix de Saint-Jacques (Zygochlamys patagonica)']","[""Agis (Filiale Groupe Lambert Dodard Chancereul - LDC) - ZA du Clos du Poivre - Route d'Assérac - 44410 Herbignac"", 'Loire-Atlantique', 'Pays de la Loire', 'France']","['Gluten', 'Lait', 'Mollusques']",3,-14%,,-69%,+27%,-23%,,,,,,,,"Plat cuisiné à base de riz, de noix de St Jacques, de légumes et d'une sauce au jus de citron concentré",['Casino'],451 kj(108 kcal),"1,2","1,2","0,18","0,072",2.4 g,en faible quantité,1.2 g,en faible quantité,1.2 g,en faible quantité,0.18 g,en faible quantité,-27%,-72%,-33%,-77%,-77%,-1,-119%,A,-119%,,"['EMB 44072', 'Herbignac (Loire-Atlantique, France)']",,,
422,Pavé à base de farine Label Rouge - Casino - 500g,3222474824297,['France'],"['Farine de blé Label Rouge 47% ', 'farine de blé', 'gluten de blé', 'farine de blé malté', 'eau', 'levain 19%', 'sel', 'levain de blé déshydraté', 'levure', 'agent de traitement de la farine : acide ascorbique']",['Sans huile de palme'],1099,?,"1,1",53,"8,2",,500 g,"['Papier', 'Plastique']",['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",['Label Rouge'],['France'],,['Gluten'],4,-19%,,-82%,-3%,-14%,,,,,,,,Pain,['Casino'],1099 kj(263 kcal),"0,3","1,7","1,1","0,44",1.1 g,en faible quantité,0.3 g,en faible quantité,1.7 g,en faible quantité,1.1 g,en quantité modérée,-20%,-74%,-57%,-14%,-14%,0,-100%,B,-100%,['E300 - Acide ascorbique'],,,,
423,Moutarde douce - Casino - 190g,3222474838416,['France'],"['Eau', 'graines de moutarde', 'huile de tournesol', ""vinaigre d'alcool"", 'sel', 'sucre', 'épaississant : gomme xanthane', 'conservateur : disulfite de potassium', 'curcuma', 'arômes', 'acidifiant : acide citrique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1072,?,24,"5,5",5,B,190 g,"['Pot', 'Verre']",['Casino'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes douces']",,,['France'],"['Moutarde', 'Anhydride sulfureux et sulfites']",4,+37%,,+165%,-51%,-1%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,['Casino'],1072 kj(256 kcal),"2,3","5,4","3,81","1,524",24 g,en quantité élevée,2.3 g,en quantité modérée,5.4 g,en quantité modérée,3.81 g,en quantité élevée,+59%,+186%,-39%,+23%,+23%,16,+44%,D,+44%,"['E415 - Gomme xanthane', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['EMB 21200', ""Couchey (Côte-d'Or, France)""]",,,
424,Vinaigrette Fines Herbes - Cora,3222474838829,['France'],"['Eu', ""vinaigres d'alcool et de vin blanc 10% - huile de colza sucre - sel fines herbes 3% "", 'estragon - persil ? cedeuil', "" ? jaune d'?uf - amidon transformé de pomme de jus concentré de citron émulsifiant eacidifiant : acide lactique - poudre de lait entier ? épaissis - "", ' sorbate de ', ' : gomme xanthane conservateur potassium ? arômes ', 'dont céleri et moutarde', ' - poivre', "" les informations en gras sont destinées aux personnes 'Ltto!érantes ou allergiques""]",[],?,115,10,"5,7",0,D,,,['Cora'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,,['Moutarde'],4,,-68%,-73%,+20%,-100%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,['Cora'],481 kj(115 kcal),"0,8","3,5","2,7","1,08",10 g,en quantité modérée,0.8 g,en faible quantité,3.5 g,en faible quantité,2.7 g,en quantité élevée,-68%,-79%,+6%,+41%,+41%,11,-26%,D,-26%,"['E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E415 - Gomme xanthane']",,,,
425,Risotto aux Cèpes - Casino,3222474896218,['France'],"['Riz long grain étuvé 88% - préparation pour bouillon de légumes ', 'sel - extrait végétaux dont soja - farine de riz légumes déshydratés en proportion variable : oignon', 'céleri', 'carotte - huile de tournesol', ' - cèpe séché 2% - champignon déshydraté - amidon de pomme de terre - farine de riz - arôme naturel - oignon déshydraté - ail déshydraté persil déshydraté', ' Traces de lait et de blé']",[],?,341,"1,4",74,"7,1",,,,['Casino'],,,,,['Céleri'],4,,,,,,,,,,,,,,['Casino'],1427 kj(341 kcal),"0,6","2,5","1,35","0,54",,,,,,,,,,,,,,,,,,,,,,
426,Délice au caramel au chocolat au lait suisse - Casino - 100g,3222474896300,['France'],"['Chocolat au lait 40% ', 'sucre - beurre de cacao - lait entier en poudre - pâte de cacao - lait écrémé en poudre - émulsifiant: lécithines de soja - extrait de vanille', ' - farine de blé - fourrage caramel 20% ', 'sucre - crème - sirop de glucose - beurre', ' - sucre - matière grasse végétale ', 'coprah', "" - amidon de pomme de terre - sirop de sucre inverti - beurre - lait écrémé en poudre - sirop de glucose - beurre concentré - extrait de malt d'orge - poudres à lever: carbonates de sodium"", ""carbonates d'ammonium - sel - acidifiant: acide tartrique - arôme - émulsifiant: lécithines de soja"", ' Traces de fruits à coque', ""d'oeuf et de graines de sésame""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2082,498,26,60,"5,9",C,100 g,['Carton'],['Casino'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat au lait']",,,,"['Gluten', 'Lait', 'Soja']",4,-1%,-1%,+7%,-5%,-13%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,12 biscuits chocolat au lait coeur caramel,['Casino'],2082 kj(498 kcal),17,34,"0,35","0,14",26 g,en quantité élevée,17 g,en quantité élevée,34 g,en quantité élevée,0.35 g,en quantité modérée,-1%,+25%,-3%,-37%,-37%,24,+2%,E,+2%,"['E322i - Lécithine', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E334 - Acide L-tartrique']","['EMB 75110X', 'Paris 10e  Arrondissement (Paris, France)']",,,
427,The glace peche - Casino,3222474938246,['France'],[],[],?,26,0,"5,8",0,,,,['Casino'],,,,,,,,,,,,,,,,,,,,['Casino'],109 kj(26 kcal),0,"5,6","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,
428,Cocktail fruits de mer - Casino,3222474971366,['France'],[],[],?,73,"0,9","4,2",12,,,,['Casino'],,,,,,,,,,,,,,,,,,,,['Casino'],305 kj(73 kcal),"0,5",0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,
429,Tomato ketchup,3222474972394,['France'],[],[],?,78,"0,2",17,"1,3",B,,,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchup de tomate']",,,,,,,-28%,+16%,-21%,-2%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,326 kj(78 kcal),0,11,"0,53","0,212",0.2 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0.53 g,en quantité modérée,-28%,-100%,-42%,-69%,-69%,4,-65%,C,-65%,,,,,
430,Blanc de poireaux - Casino,3222474975036,['France'],[],[],?,26,0,"4,4","0,8",,,,['Casino'],,,,,,,,,,,,,,,,,,,,['Casino'],109 kj(26 kcal),0,"2,2","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,
431,Bouillon saveur poulet - Wassila,3222474976606,['France'],"['sel - exhausteur de goût : E621 - amidon de maïs - sucre - graisse végétale de palme - extraits de protéines de soja et de levure - épices - a,rôrne ', 'contient céleri et soja', "" - extraits d'oignon et carotte - antioxydant : extraits de romarin"", ' Les informations en gras sont destinées norannnAQ intolérantes 011 GII ']",['Huile de palme'],?,182,6,21,11,,,,['Wassila'],"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons de volaille']",['Halal'],,,"['Céleri', 'Soja']",4,,+21%,+27%,+8%,+93%,,,,,,,,,,761 kj(182 kcal),"4,2","6,6",58,"23,2",,,,,,,,,+14%,+94%,+15%,+131%,+131%,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin']",,,['Huile de palme'],
432,Bouillon saveur boeuf - Casino,3222474976613,['France'],"['sel - amidon de maïs - exhausteur de goût t E621 sucre graisse végétale de palme - extrait de protéines de soja - colorant : E150d - arômes ', 'contient céleri', "" extraits d'oignon et carotte antioxydant: extraits de romarin""]",[],?,209,"5,1",32,"8,7",,,,['Casino'],"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons de bœuf']",['Halal'],,,['Céleri'],4,,+79%,+25%,+118%,+84%,,,,,,,,,['Casino'],874 kj(209 kcal),"3,6",9,"46,8","18,72",,,,,,,,,+71%,+71%,+126%,+93%,+93%,,,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E392 - Extrait de romarin']",,,,
433,Bouillon saveur mouton - Casino,3222474976743,['France'],[],[],?,214,6,28,12,,,,['Casino'],"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons de mouton']",['Halal'],,,,,,,-12%,+31%,+38%,,,,,,,,,['Casino'],895 kj(214 kcal),"4,2","6,8","48,8","19,52",,,,,,,,,+25%,+5%,+121%,+19%,+19%,,,,,,,,,
434,Mon poulet aux herbes de Provence - Casino,3222474988128,['France'],[],[],?,312,"3,3",58,"7,9",,,,['Casino'],,['Sans conservateurs'],,,,,,,,,,,,,,,,,,['Casino'],1305 kj(312 kcal),"0,7",12,"12,5",5,,,,,,,,,,,,,,,,,,,,,,
435,Recette gourmande Minestrone - Casino - 500g,3222474999681,['France'],"['Légumes 51 % ', 'pommes de terre 13,5 %', 'carottes 10,5 %', 'haricots borlotti 4,4 %', 'petit pois 4,4 %', 'courgettes 3,5 %', 'haricot vert', 'tomates', 'céleri', 'chou 1,9 %', 'poireaux', 'oignon', 'épinards', 'ail', 'eau', 'fromage Parmigiano Reggiano 1,5 % ', 'lait', 'sel', 'présure', ""huile d'olive"", 'fécule de pomme de terre', 'sel', 'extrait de levure', 'basilic 0,05 %', 'persil 0,05 %']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",210,?,"1,5","5,9","2,1",A,500 g,['Brique'],['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Minestrone']","['en:FSC', 'Fabriqué en Italie']",,['Italie'],"['Céleri', 'Lait']",3,+24%,,-13%,+29%,+126%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,['Casino'],210 kj(50 kcal),"0,5","1,2","0,75","0,3",1.5 g,en faible quantité,0.5 g,en faible quantité,1.2 g,en faible quantité,0.75 g,en quantité modérée,+22%,-11%,-38%,+15%,+15%,-1,-170%,A,-170%,,,,,
436,Soupe Pistou,3222474999698,['France'],[],[],?,35,"0,5","4,7","2,3",,,,,,,,,,,,,,,,,,,,,,,,,146 kj(35 kcal),"0,2","0,6","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,
437,Recette Gourmande Campagnarde - Casino - 500g,3222474999810,['France'],[],[],?,?,?,?,?,,500 g,"['Brique', 'Carton']",['Casino'],"['Plats préparés', 'Soupes']",['en:FSC'],,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Piémontaise au jambon - Casino - 1000g,3222475001222,['France'],"['Pommes de terre cuites 51% ', 'pommes de terre - eau - sel', ' - jambon cuit supérieur fumé 14% [jambon de porc ', 'origine : UE', ' - eau - sel - sirop de glucose - arôme naturel antioxydant : érythorbate de sodium - conservateur nitrite de sodium] - tomate 10% - huile de colza - ceuf dur 4% ', 'œuf eau - sel - acidifiants : acide citrique', 'acide acétique', ' - eau - cornichon 3% ', 'conichon - eau - sel - acidifiant : acide acétique - affermissant: chlorure de calcium - conservateur: disulfite de potassium', ' - moutarde de Dijon 1,9% ', ""eau - graines de moutarde vinaigre d'alcool - sel"", ""-vinalgre d'alcool sel - jaune d'oeuf - persil - fécule de manioc - amidon transformé de pomme de terre - sucre - épaississants: gomme guar"", 'gomme xanthane - antioxydant : acide ascorbique', ' Traces de céréales contenant du gluten', 'poissons', 'crustacés', 'mollusques', 'soja', 'fruits à coque', 'céleri', 'graines de sésame', 'lait', ' Les informations en gras sont destinées aux personnes intolérantes ou allergiques', ' %23']","['Non végétalien', 'Non végétarien']",607,146,"9,1",10,"4,612",C,1000 g,,['Casino'],"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats au porc', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Salades piémontaises', 'Salades piémontaises au jambon']",,,,['Œufs'],4,+16%,-3%,-15%,+20%,+13%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,Piémontaise au jambon,['Casino'],607 kj(146 kcal),1,"0,7","1,1","0,44",9.1 g,en quantité modérée,1 g,en faible quantité,0.7 g,en faible quantité,1.1 g,en quantité modérée,-2%,-3%,-3%,+10%,+10%,3,-11%,C,-11%,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E260 - Acide acétique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E300 - Acide ascorbique']",,,,
439,"Édulcorant de table - Casino Bien pour Vous ! - 16,5g",3222475046551,['France'],"['Lactose', 'édulcorants ', 'aspartame 12,9%', 'acésulfame-K 12,9%', 'carboxyméthylcellulose de sodium réticulée', 'L-Leucine']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1462,?,"< 0,1",70,15,,"16,5 g",['Plastique'],"['Casino Bien pour Vous !', 'Casino']",['Édulcorants'],,['Chine'],,['Lait'],4,+3%,,-7%,-14%,+6073%,,,,,,,,Edulcorant,['Casino'],1462 kj(349 kcal),"< 0,1",70,"0,508","0,203",0.1 g,en faible quantité,0.1 g,en faible quantité,70 g,en quantité élevée,0.508 g,en quantité modérée,+12%,+257%,-2%,+1262%,+1262%,14,+4%,D,+4%,"['E951 - Aspartame', 'E950 - Acésulfame K', 'E468 - Carboxyméthylcellulose de sodium réticulée', 'E641 - L-leucine']",,,,
440,Édulcorant de table à base d'extrait de stévia - Casino Bien pour vous - 80g,3222475047985,['France'],"['Agent de charge : maltodextrine de maïs', 'édulcorant : glycosides de stéviol 2,2 %']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1581,?,0,93,0,,80 g,"['Pot', 'Plastique']",['Casino Bien pour vous'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Édulcorants', 'Additifs alimentaires', 'Stévia et dérivés', 'Succédanés du sucre', 'Édulcorants naturels', 'Steviol glycosides', 'Édulcorants de table']",,,,,4,,,,+50%,-100%,,,,,,,,,['Casino'],1581 kj(378 kcal),0,"6,5",0,0,0 g,en faible quantité,0 g,en faible quantité,6.5 g,en quantité modérée,0 g,en faible quantité,+184%,,-14%,-100%,-100%,,,,,"['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,,,
441,Mini Biscuits aux pépites goût chocolat - Casino,3222475052057,['France'],[],[],?,?,?,?,?,,,,['Casino'],,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Lait Dégustation Éclats de Noix de Macadamia caramélisées - Casino - 100g,3222475055508,['France'],[],[],?,?,?,?,?,E,100 g,['Carton'],['Casino'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']","['Commerce équitable', 'Fairtrade-maxhavelaar']",['Saint-Domingue'],,,,,,,,,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,
443,"Thé glacé pétillant Casino - 1,5l",3222475058097,['France'],"['Eau gazéifiée', 'sucre', 'acidifiant: acide citrique', ""correcteur d'acidité: citrate de sodium"", 'extrait de thé ', '1,2g/l', 'jus de pêche à base de concentré ', '0,1%', 'antioxydant: acide ascorbique', 'arôme']",[],136,?,0,8,0,,"1,5l",['Bouteille PET'],"['Casino', 'MD']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Sodas', 'Boissons au thé', 'Thés glacés', 'Boissons avec sucre ajouté']",,,,,4,+49%,,-100%,+70%,-100%,,,,,,,,Thé glacé saveur pêche,"['Géant casino', 'Casino']",136 kj(33 kcal),0,8,"0,025","0,01",0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,0.0254 g,en faible quantité,+60%,-100%,+79%,+0%,+0%,11,+65%,E,+65%,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique']",['49099K'],,,
444,Taboulé au Poulet - Carrefour,3222475070501,['France'],"['Semoule de blé dur précuite 27% - eau - tomate 12% - viande de poulet traitée en salaison reconstituée cuite et rôtie 10% [viande de poulet ', 'origine: UE', ' 9', ""5% - sel - protéine de blé - amidon de pomme de terre - dextrose - stabilisant: algues Euchema transformées - arômes] - huile de colza - poivron rouge 5% - maïs 4% - poivron vert 3% - oignon 3% - vinaigre d'alcool - huile d'olive vierge extra - ciboulette - sel - jus de citron à base de concentré - purée de citron sucrée "", 'citron et jus de citron - sucre', ' - sucre - conservateur : sorbate de potassium - coriandre en poudre - poivre - épaississant : gomme xanthane - curcuma', "" \rTraces d'oeuf"", 'moutarde', 'poissons', 'crustacés', 'mollusques', 'soja', 'fruits à coque', 'céleri', 'graines de sésame et lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,192,"8,3",22,6,B,,,['Carrefour'],"['Plats préparés', 'Taboulés']",,,,,4,,+14%,+28%,+3%,+36%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,['Carrefour'],803 kj(192 kcal),"0,9","3,1",1,"0,4",8.3 g,en quantité modérée,0.9 g,en faible quantité,3.1 g,en faible quantité,1 g,en quantité modérée,+14%,+26%,-5%,+6%,+6%,2,-26%,B,-26%,"['E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",,,,
445,Tarte Normande aux pommes - Casino - 130g,3222475075667,['France'],"[""Pommes 36% - farine de blé - beurre 12% - sucre - eau - oeufs frais - poudre d'amande 2"", '5% - farine de lupin - amidon de maïs - amidon transformé de maïs - lait entier en poudre - sel -  gélifiant : carraghénanes - amidon transformé de manioc - arômes - colorants : curcumine', 'caroténoïdes', "" Traces de soja et d'autres fruits à coque""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1328,?,18,34,"5,2",B,130 g,,['Casino'],"['Tartes', 'Tartes sucrées', 'Tartes aux pommes']",,,,"['Œufs', 'Gluten', 'Lupin', 'Lait', 'Fruits à coque']",4,+38%,,+93%,-6%,+115%,67.5%,16.8%,7.5%,4.2%,4.0%,0.0%,84,Tarte aux pommes et à l'amande,['Casino'],1328 kj(317 kcal),10,15,"0,24","0,096",18 g,en quantité modérée,10 g,en quantité élevée,15 g,en quantité élevée,0.24 g,en faible quantité,+29%,+86%,-27%,-6%,-6%,16,+45%,D,+45%,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E100 - Curcumine', 'E160 - Caroténoïdes']","['EMB 14258C', 'Falaise (Calvados, France)']",,,
