,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,manufacturing,traceability_code,additives,nova_score,allergens,generic_name,palm_ingredients,link,brand_owner,producer_info,origin_detail
41,Compote de pomme - Valade,3174061050506,"['Valade', 'We bio!']","['Bio', 'Fabriqué en France', 'Sans sucre ajouté']",['France'],[],[],?,47,"0,5","10,6","0,2",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",,0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité modérée,0.01 g,en faible quantité,,-28%,197 kj(47 kcal),-28%,+52%,"0,1",+15%,-26%,10,-23%,-47%,"0,01",+18%,"0,004",+18%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,,,,,,
42,Sandwich poulet rôti oeuf pain nature  Monique Ranou - 240g,3250392746193,['Monique Ranou'],,['France'],"['Garniture 50', '8% poulet rôti traité en salaison 16', '39% [viande de poulet 15,4% ', 'origine UE', ' dextrose', 'amidon de tapioca', 'sel] mayonnaise allégée en grasses [eau', 'huile de colza', 'amidon modifié de pomme de terre', ""jaune d'oeuf"", 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', ""vinaigre d'alcool"", 'sel', 'poivre]', 'oeuf dur 11,7% ', 'oeuf', 'sel', ""correcteurs d'acidité acide acétique - acide citrique"", 'salade', ' Pain spécial 49,2% farine de blé eau', 'huile de colza', 'semoule de blé sel', 'levure', 'gluten de blé', 'levure désactivée', 'farine de blé malté', ' Pourcentages exprimés sur le poids net total']","['Non végétalien', 'Non végétarien']",?,207,"6,5","26,5","9,9",C,240 g,"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet']",,6.5 g,en quantité modérée,0.8 g,en faible quantité,2.6 g,en faible quantité,1.02 g,en quantité modérée,,-7%,866 kj(207 kcal),-7%,-23%,"0,8",-45%,+3%,"2,6",-21%,-2%,"1,02",-16%,"0,408",-16%,0,-100%,B,-100%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,,,['56450 THEIX'],"['EMB 56251C', 'Theix (Morbihan, France)']","['E14XX - Amidons modifiés', 'E330 - Acide citrique']",4,"['Œufs', 'Gluten', 'Moutarde']",,,,,,
43,Glace fraise creme fouettée - Nestlé,3274664109905,['Nestlé'],,['France'],[],[],?,163,"4,6",29,"1,3",,,,,,,,,,,,,,,682 kj(163 kcal),,,3,,,23,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
44,Gouda au cumin - Bret's,3497917002154,"[""Bret's""]",['Nutriscore'],['France'],[],[],?,525,31,53,6,,,,,,,,,,,,,,,2197 kj(525 kcal),,,"2,6",,,"4,2",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
45,Sorbet ananas - L'Angélys,3760039981141,"[""L'Angélys""]","['en:gluten-free', 'Sans colorants', 'Sans lactose', 'Sans conservateurs']",['France'],"['Ananas 70%', 'sucre', 'sirop de glucose de maïs', 'eau', 'sirop de sucre inverti', 'jus de citron', 'stabilisants : pectine', 'farine de graines de caroube et protéine de pomme de terre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,131,"0,5",31,"1,8",C,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', ""Sorbets à l'ananas""]",,0.5 g,en faible quantité,0.1 g,en faible quantité,25 g,en quantité élevée,0.01 g,en faible quantité,,+6%,548 kj(131 kcal),+6%,+209%,"0,1",+225%,+11%,25,+16%,+304%,"0,01",-64%,"0,004",-64%,3,-40%,C,-40%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,"['E440 - Pectines', 'E410 - Gomme de caroube']",4,,,,,,,
46,Pain de mie complet -,3760050922413,,,['France'],"['Farine complete 42% : blé', 'orge maltée', 'gluten de blé - Eau - Farine de blé', 'pur malt - Sucre de canne - Huile végétale ', 'colza', "" Sel Levure Emulsifiants : Esters monoacétyltartriques et diacétyltartriques des mono - et diglycérides d'acides gras"", 'monostéarate de sorbitane', 'stéaroyl-2-lactylate de sodium Conservateurs propionate de calcium', 'sorbate de potassium traitement de la farine:acide ascorbique Arome ', 'contient alcool']","[""Pourrait contenir de l'huile de palme""]",?,262,"3,3",45,"9,6",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,3.3 g,en quantité modérée,0.7 g,en faible quantité,8.8 g,en quantité modérée,1.1 g,en quantité modérée,,-2%,1096 kj(262 kcal),-2%,-26%,"0,7",+8%,-2%,"8,8",+69%,+14%,"1,1",-4%,"0,44",-4%,3,+107%,C,+107%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,['sachet plastique'],,,,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,['Gluten'],,,,,,
47,Crunchy muesly crisp - Milsani,24068178,['Milsani'],,"['France', 'Espagne']",[],[],?,119,"4,9",13,"4,7",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux céréales']",,4.9 g,en quantité modérée,2.8 g,en quantité modérée,7.5 g,en quantité modérée,0.22 g,en faible quantité,,+1%,498 kj(119 kcal),+1%,+29%,"2,8",+39%,-14%,"7,5",-35%,+6%,"0,22",+79%,"0,088",+79%,2,+27%,B,+27%,,,,,,,,,,,,,,,,,,,,
48,Sardines à la sauce tomate - Liberator,6111003031732,['Liberator'],['Sans arômes artificiels'],['France'],[],[],?,213,"15,8","0,9","16,8",,,,,,,,,,,,,,,891 kj(213 kcal),,,"4,3",,,"0,7",,,"0,8",,"0,32",,,,,,,,,,,,,['Conserve'],,,,,,,,,,,,
49,Box milka,7622210840240,['Milka'],,['France'],[],[],?,513,25,66,"4,7",,,,,,,,,,,,,,,2146 kj(513 kcal),,,15,,,64,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,
50,Cheesecake Myrtille Citron d'Espagne Édition Limitée - Gü - 2x 92g,5060425285272,['Gü'],,['France'],"['Préparation à la myrtille ', 'myrtille ', '16% ', 'sucre', 'eau', 'amidon modifié', ""correcteurs d'acidité "", 'acide citrique', 'citrate de sodium', 'arómes naturels', 'conservateur ', 'sorbate de potassium', 'spécialité fromagère ', '19%', ' ', 'crème', 'eau', 'protéine de lait en poudre', 'amidon modifié', 'ferments', 'sel de mer conservateur ', 'sorbate de potassium', 'crème à fouetter', 'biscuit sablé émietté ', '13%', ' ', 'farine de blé ', 'farine de blé', 'carbonate de calcium', 'fer', 'niacine', 'thiamine', 'beurre ', 'lait', 'sucre', 'sucre Demerara', 'sucre', 'ceuf entier pasteurisé', 'huile végétale ', 'huile de colza', 'huile de palme', 'jus de citron ', '2%', 'eau', 'fécule de mais', 'gélatine de boeuf', 'zeste de citron ', '0,3%', ""correcteur d'acidité "", 'acide citrique', 'conservateur ', 'sorbate de potassium']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,279,"13,7","35,6",3,D,2 x 92g,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Gâteaux', 'Desserts lactés', 'Cheesecakes']",,13.7 g,en quantité modérée,7.5 g,en quantité élevée,24.8 g,en quantité élevée,0.25 g,en faible quantité,,-10%,1167 kj(279 kcal),-9%,-20%,"7,5",-24%,+9%,"24,8",+10%,-34%,"0,25",-25%,"0,1",-25%,16,-4%,D,-4%,75.3%,15.7%,3.4%,3.2%,1.9%,0.5%,56,['pot en verre'],,,,"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine']",4,"['Gluten', 'Lait']",,['Huile de palme'],,,,
51,6922163616734,6922163616734,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,M&M's -  - 1.74oz,0400005408922,,,['France'],[],[],?,?,?,?,?,,1.74 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Somersby Blackberry Sidra 4 Pack 4.5%,56007022,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,7322540860214,7322540860214,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Baguette,3434030062009,,,['France'],[],[],?,0,?,?,?,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,,,,,,,,,-100%,0 kj(0 kcal),-100%,,,,,,,,,,,,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,,,,,,,
56,3D White Arctic Fresh - Oral-B - 75ml,8001090129086,['Oral-B'],,['France'],"['Aqua', 'Sorbitol', 'Hydrated Silica', 'Disodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Aroma', 'Sodium Hydroxide', 'Cellulose Gum', 'Sodium Saccharin', 'Sodium Fluoride', 'Carbomer', 'Mica', 'Limonene', 'CI 77891 Polysorbate 80', 'CI 42090']",[],?,?,?,?,?,,75 ml,"['Non alimentaire', 'Open Beauty Facts', 'Dentifrices']",['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E487 - Laurylsulfate de sodium', 'E524 - Hydroxyde de sodium', 'E466 - Carboxyméthylcellulose', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,,,,
57,Sauce béchamel Président Bio,3155251208785,['President'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],?,130,10,"7,2","2,8",B,,"['Epicerie', 'Sauces', 'Sauces béchamel']",,10 g,en quantité modérée,7 g,en quantité élevée,4 g,en faible quantité,0.7 g,en quantité modérée,,-28%,544 kj(130 kcal),-27%,+28%,7,+64%,-59%,4,-23%,-24%,"0,7",-59%,"0,28",-59%,9,+20%,C,+20%,66.1%,14.4%,8.0%,5.6%,3.4%,2.4%,81,,,,,,,,,,,,,
58,Tomato ketchup - Heinz - 910g,3660603081348,['Heinz'],['Sans conservateurs'],['France'],"['Tomates ', '148 g pour 100 g de Tomato Ketchup', 'vinaigre', 'sucre', 'sel', ""extraits d'épices et d'herbes "", 'contiennent du céleri', 'épice']",[],?,102,"0,1","23,2","1,2",B,910g,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,0.1 g,en faible quantité,0.1 g,en faible quantité,22.8 g,en quantité élevée,1.8 g,en quantité élevée,,-4%,427 kj(102 kcal),-3%,-59%,"0,1",+57%,+2%,"22,8",+16%,-8%,"1,8",-10%,"0,72",-10%,13,+7%,D,+7%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,['Plastique'],,,,,3,['Céleri'],,,,,,
59,Duff - Duff Beer - 0.5L,4260379680098,['Duff Beer'],,"['France', 'Espagne']","['eau', ""malt d'orge"", 'extrait de houblon']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,C,0.5L,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Cannette'],,,,,3,['Gluten'],,,,,,
60,Nos pâtes perles saumon fumé et petits pois sauce citronnée - Saint Jean - 300g e,3266140061326,['Saint Jean'],,['France'],"['Pâtes perles réhydratées 34% ', 'eau', 'semoule de blé dur', 'eau', 'crème ', 'stabilisant : carraghénanes', 'dés de saumon Salmo Salar fumé 10% ', 'saumon', 'sel', 'fumée', 'petits pois 4,5%', 'purée de citron jaune 2%', 'parmesan ', 'Parmigiano Reggiano AOP', 'amidon transformé de pomme de terre', 'sel', 'huile de tournesol', 'estragon', 'épaississant : gomme xanthane', 'ail']","['Non végétalien', 'Non végétarien']",?,131,"5,1",15,"5,7",,300 g e,"['Plats préparés', 'Plats à base de pâtes', 'Plats préparés au poisson', 'Plats au saumon', 'Plats préparés à réchauffer au micro-ondes']",['Carrefour'],5.1 g,en quantité modérée,2.5 g,en quantité modérée,0.9 g,en faible quantité,0.8 g,en quantité modérée,,-12%,548 kj(131 kcal),-11%,-28%,"2,5",+5%,+23%,"0,9",-50%,-19%,"0,8",+10%,"0,32",+10%,3,+36%,C,+36%,,,,,,,,"['Barquette', 'Carton']",,,"['FR 26.057.031 CE', 'Bourg-de-Péage (Drôme, France)']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",4,"['Poisson', 'Gluten', 'Lait']",,,http://www.boutique-saint-jean.fr/ravioles.saintjean,,,
61,Crac et moi poire - Brossard,3660140938655,['Brossard'],['Fabriqué en France'],['France'],[],[],?,447,22,55,5,,,,,,,,,,,,,,,1870 kj(447 kcal),,,"6,6",,,34,,,"0,42",,"0,168",,,,,,,,,,,,,,,,,,,,,,,,,
62,Digestive mini 0% con canela - Triunfo,7622210937544,['Triunfo'],['Sans sucre ajouté'],"['France', 'Espagne']",[],[],?,437,19,60,"7,9",C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,19 g,en quantité modérée,2.5 g,en quantité modérée,1.3 g,en faible quantité,0.6 g,en quantité modérée,,-8%,1828 kj(437 kcal),-8%,-9%,"2,5",-75%,-6%,"1,3",-96%,+22%,"0,6",+2%,"0,24",+2%,5,-75%,C,-75%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,
63,Bordeaux HVE,3250392748043,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Agissons Bio - L'oeuf de nos villages - 6,3700864015062,"[""L'oeuf de nos villages""]","['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],583,140,"9,8","0,3",13,B,6,"[""Produits d'élevages"", 'Œufs', 'Œufs frais']",,9.8 g,en quantité modérée,2.6 g,en quantité modérée,0.3 g,en faible quantité,0.31 g,en quantité modérée,-1%,+1%,583 kj(140 kcal),0%,+9%,"2,6",+21%,-53%,"0,3",-31%,+6%,"0,31",+37%,"0,124",+37%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,['France'],['France'],"['FR 47.078.028 CE', 'Damazan (Lot-et-Garonne, France)']",,,['Œufs'],Oeufs frais BIO,,http://www.oeufdenosvillages.fr/,,,
65,Aiguillettes de poulet,2276455042836,,,['France'],[],[],?,?,?,?,?,D,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
66,Movies pop,3760018850093,,,['France'],[],[],?,415,"4,4",89,3,,,,,,,,,,,,,,,1736 kj(415 kcal),,,"0,5",,,59,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
67,Flan vanille nappe caramel - Délisse - 6x 100g,3564706555983,"['Délisse', 'Marque Repère']","['Nutriscore', 'Nutriscore C']",['France'],"['Lait partiellement écrémé ', 'origine : France', ' 74 % ', ' caramel 6 % ', 'sirop de glucose-fructose', 'sucre', 'eau', 'amidon modifié de maïs', 'épaississants : pectines ', ' gomme xanthane', ' ', ' sucre ', ' eau ', ' sirop de glucose ', ' amidon de maïs ', ' gélifiant : carraghénanes ', ' lactose ', 'origine : UE', ' ', ' arôme naturel ', ' colorant : caroténoïdes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",371,?,"0,7",18,"2,3",,6 x 100 g,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés', 'Desserts lactés aux œufs']",['Leclerc'],0.7 g,en faible quantité,0.5 g,en faible quantité,15 g,en quantité élevée,0.1 g,en faible quantité,-41%,,371 kj(89 kcal),-41%,-87%,"0,5",-84%,-11%,15,-17%,-46%,"0,1",-32%,"0,04",-32%,3,-48%,C,-48%,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E415 - Gomme xanthane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']",4,['Lait'],,,,,,
68,Pâté en croûte cocktail Mojito 450g - Tempé - 450g,3301091963548,['Tempé'],['Produits faisant référence au Mojito'],['France'],"['Garniture ', '63%', ': viande et gras de porc', 'viande de poulet ', '19%', 'eau', 'foie de porc', 'citron ', '1,5%', 'menthe ', '1%', 'sel', 'vin blanc', 'alcool', 'gélatine de porc', 'stabilisants diphosphate', 'triphosphates', 'antioxydants acide ascorbique', 'ascorbate de sodium', 'jus de citron ', '0,3%', 'Riesling', 'exhausteur de goût: glutamate monosodique', 'fécule de pomme de terre', 'dextrose', 'sirop de glucose', 'épice', 'gélatine bovine', 'conservateurs: nitrite de sodium', 'disulfite de potassium', 'acidifiants: acide tartrique', 'acide citrique', 'arôme poivre naturel', 'arômes', 'maltodextrine', 'extrait de levure', 'colorant : caramel ammoniacal', ' Pâte ', '37%', ' : farine de blé', 'beurre ', '9%', ' ', 'dont lait', 'eau', 'sel', 'sucre', 'levure désactivée', 'colorant: beta-carotène', ' Peut contenir des traces de poissons', 'mollusques crustacés', 'oeufs', 'pistaches', 'céleri et moutarde', ' Porc :origine Union Européenne', ' Poulet: origine Union Européenne']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,262,15,19,12,E,450 g,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Pâté en croûte']",,15 g,en quantité modérée,7.5 g,en quantité élevée,1.6 g,en faible quantité,1.8 g,en quantité élevée,,-11%,1096 kj(262 kcal),-10%,-18%,"7,5",-5%,-7%,"1,6",+45%,+12%,"1,8",+7%,"0,72",+7%,17,-1%,D,-1%,84.3%,11.4%,2.7%,1.0%,0.5%,0.1%,17,,,,,"['E428 - Gélatine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E334 - Acide L-tartrique', 'E330 - Acide citrique', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E160ai - Bêta-carotène']",4,"['Gluten', 'Lait']",,,,,,
69,Pains craquants nature sans gluten - Valpibio,3259011247875,['Valpibio'],"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",['France'],"[""Flocons d'avoine sans gluten* 28,2%"", 'flocons de millet* 26,1%', 'semoule de mais*', ""farine d'avoine sans gluten* 14,1%"", 'huile de tournesol*', 'amidon de mais*', 'sel', 'épaississant : gomme xanthane', 'poudre à lever: carbonates de sodium', 'antioxydant: extrait de romarin""', "" * Ingrédients issus de l'agriculture biologique"", ' Fabriqué dans un atelier qui utilise du céleri', 'de la moutarde', 'du lait', 'duU sésame et du soja']",[],?,410,11,63,"9,7",,,,,,,,,,,,,,,1715 kj(410 kcal),,,"1,3",,,"0,8",,,"2,1",,"0,84",,,,,,,,,,,,,,,,,"['E415 - Gomme xanthane', 'E500 - Carbonates de sodium', 'E392 - Extrait de romarin']",4,,,,,,,
70,Chocolat noir amandes et cranberries - franprix - 100g,3263852127210,['Franprix'],"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture UE/Non UE', 'IT-BIO-014', 'Max Havelaar', 'Sans lécithine', 'AB Agriculture Biologique']",['France'],['Sucre de canne* - pâte de cacao* - beurre de cacao* - amandes grillées hachées* 7%-morceaux de cannerberges* 2%-pâte de noisettes grillées* Cacao:55% minimum dans le chocolat'],[],?,567,39,43,"6,7",D,100 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux amandes', 'Chocolats noirs aux amandes', 'Chocolats aux canneberges', 'Chocolats noirs aux canneberges']",['Franprix'],39 g,en quantité élevée,21 g,en quantité élevée,37 g,en quantité élevée,0 g,en faible quantité,,+2%,2372 kj(567 kcal),+2%,+2%,21,+8%,+6%,37,+6%,-20%,0,-100%,0,-100%,25,+17%,E,+17%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,3,,,,,,,
71,Jambon emmental Maxx pour les grosses faims - Daunat - 270g,3367651008241,['Daunat'],,['France'],[],[],?,231,"9,3",24,12,,270 g,,,,,,,,,,,,,967 kj(231 kcal),,,"3,1",,,3,,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
72,Aspic oeuf jambon,3325890700395,,,['France'],[],[],?,79,"4,3","0,9","9,1",,,,,,,,,,,,,,,331 kj(79 kcal),,,"1,4",,,"0,9",,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,
73,Rillettes de saumon - Petit Navire,3760253432160,['Petit Navire'],['Sans conservateurs'],['France'],[],[],?,266,"23,3","4,2","9,2",E,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'Rilettes de saumon']",,23.3 g,en quantité élevée,6.3 g,en quantité élevée,0.6 g,en faible quantité,0.8 g,en quantité modérée,,+27%,1113 kj(266 kcal),+27%,+51%,"6,3",+58%,+64%,"0,6",-41%,-19%,"0,8",-26%,"0,32",-26%,12,+53%,D,+53%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,,,,
74,Cosmos organic - 50ml,3760276940123,['Cosmos organic'],,['France'],[],[],?,?,?,?,?,,50ml,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Pain burger x2 Bio - Casino Bio - 150g,3222477198517,['Casino Bio'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],"['Farine de blé ', 'origine France', ' 50% levain ', 'farine de ble - eau - levure - sel', ' - huile de tournesol"" - graines de sésame 3,4% - sucre de canne - levure - sel - farine de blé* malté - extrait d\'acérola""', ' Traces de lait""', 'fruits à coque""', 'oeufs* et soja""', "" *Ingrédients issus de l'agriculture biologique"", ' eau']",[],1367,324,"7,6",55,"7,5",B,150 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Burger']","['Géant Casino', 'Casino']",7.6 g,en quantité modérée,0.9 g,en faible quantité,5.3 g,en quantité modérée,1.1 g,en quantité modérée,+13%,+12%,1367 kj(324 kcal),+13%,+31%,"0,9",-13%,+13%,"5,3",-15%,-16%,"1,1",-4%,"0,44",-4%,2,-11%,B,-11%,72.6%,15.0%,7.8%,4.1%,0.5%,0.0%,81,['Sous plastique'],['UE/non UE'],,['49215H'],,3,"['Gluten', 'Graines de sésame', 'Levain']",2 pains spéciaux pour hamburger issus de l'agriculture biologique,,,,,
76,Mini toast rond à l'ail - Aldi,26082271,['Aldi'],,['France'],[],[],?,451,15,64,14,,,,['Aldi'],,,,,,,,,,,1887 kj(451 kcal),,,2,,,6,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
77,Ribs à la provençale - Madrange - 650g,3273625827124,['Madrange'],"['Sans conservateurs', 'Viande-francaise', 'Sans additifs', 'Sans additifs artificiels', 'Sans conservateur artificiel', 'Viande-porcine-francaise']",['France'],"['Loin ribs de porc 92%', 'huiles végétales ', 'olive', 'colza', 'tournesol', 'arômes', 'poudre de tomate', 'épices', 'plantes aromatiques', 'sel', 'sirop de glucose', 'fécule de pomme de terre', ""vinaigre d'alcool"", ' Viande de porc origine France']","['Non végétalien', 'Non végétarien']",?,224,15,"2,2",20,,650 g,"['Viandes', 'Viandes fraîches', 'Porc', 'Ribs']",,15 g,en quantité modérée,5.2 g,en quantité élevée,0.8 g,en faible quantité,1.3 g,en quantité modérée,,+31%,937 kj(224 kcal),+30%,+40%,"5,2",+27%,+147%,"0,8",+113%,+8%,"1,3",+100%,"0,52",+100%,12,+188%,D,+188%,,,,,,,,"['Film', 'Sachet', 'Sous vide', 'Plastique']",['France'],['France'],,,4,,Ribs à la provençale,,https://www.madrange.fr/nos-produits/ribs-a-la-provencale/,,,
