,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,manufacturing,link,markets,additives,allergens,palm_ingredients,traceability_code,brand_owner
72,Salade de Falafel et de Boulgour de Blé - Marks & Spencer,61370944,['Marks & Spencer'],"['France', 'Royaume-Uni']","['Boulgour de blé cuit ', '26%', ' ', 'Boulgour de blé ', 'contient Gluten', 'Eau', ' - Tomates ', '12%', ' ', ' Concombre - Pois chiches ', '9 %', ' - Poivrons rouges - Eau - Falafel ', '5 %', ' ', 'Pois chiches', 'Carottes', 'Oignons', 'Huile de colza', 'épinards', 'Flocons de pomme de terre', 'Pignons de pin', 'Jus de citron concentré', 'Coriandre', 'Persil', 'Ail déshydraté', 'Poudre à lever: Bicarbonate de soude', 'Sel', 'Cumin moulu', 'Poivre blanc moulu', ' - Jus de citron épinards ', '4 %', 'Tahini ', 'Pâte de graines de sésame', ' - Oignons rouges', ' Fromage feta ', 'Lait', ' ', '2 %', 'Huile de colza', 'Persil - Zeste de citron - Sucre - Jus de citron concentré - Menthe - Sel - Huile d olive vierge extra - Cumin moulu - Huile de tournesol infusée à la menthe - Ail - Poivre noir moulu']",['Non végétalien'],?,125,523 kj(125 kcal),"5,1","0,9","13,2","2,8","4,1","0,58","0,232",,,"['Plats préparés', 'Salades', 'Salades composées', 'Réfrigérés', 'Plats préparés réfrigérés']",5.1 g,en quantité modérée,0.9 g,en faible quantité,2.8 g,en faible quantité,,-31%,-31%,-44%,-68%,-11%,+29%,-45%,,,,,,,,Boulghour de blé cuit et sauce au citron et à l'huile de menthe avec falafel et fromage feta avec sauce au houmous épicée. - Salade de Falafel et de Boulgour de Blé,"['Frais', 'Plastique']",,3,0.58 g,en quantité modérée,-44%,-44%,-5,-201%,A,-201%,['Ne pas congeler'],,,['Marks & Spencer'],['E500ii - Carbonate acide de sodium'],"['Gluten', 'Lait', 'Graines de sésame']",,,
73,Compotes pommes poires - Hipp,61395336,['Hipp'],['France'],[],[],?,50,209 kj(50 kcal),"0,1",0,11,"9,3","0,2","0,05","0,02",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Aliments pour bébé', 'Goûters et desserts pour bébé', 'Compotes', 'Dès 6 mois', 'Compotes pour bébé']",,,,,,,,-9%,-10%,-60%,-100%,-8%,-9%,-54%,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,,,,,+148%,+148%,,,,,"['Bio', 'en:gluten-free']",,,,,,,,
74,Frischeier-Spaghetti - Gaggli - 250g,6140214152042,['Gaggli'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur', 'Spaghetti', ""Pâtes de blé dur à l'œuf""]",,,,,,,,,,,,,,,,,,,,,,,['Beutel'],,,,,,,,,,,,,,,,,,,
75,Vitaline Ignite - 110g,6141422889645,['Vitaline'],['France'],[],['Végétarien'],?,80,335 kj(80 kcal),"1,5","0,3","14,7","4,4","2,4","0,24","0,096",,110 g,"['Repas à boire', 'Sport']",1.5 g,en faible quantité,0.3 g,en faible quantité,4.4 g,en faible quantité,,,,,,,,,,,,,,,,,['Bottle'],,,0.24 g,en faible quantité,,,0,,B,,"['Végétarien', 'en:gluten-free']",['France'],,,,['Lait'],,,
76,ROUILLE À LA SETOISE À L'AIL - La maison du poissonnier (Grand frai) - 90g,6141988426384,['La maison du poissonnier (Grand frai)'],['France'],[],[],?,?,,?,,?,,?,,,D,90 g,"['Epicerie', 'Sauces', 'Mayonnaises', 'Sauce rouille', 'Rouille']",,,,,,,,,,,,,,,81.1%,9.7%,5.1%,2.2%,1.9%,0.0%,53,,,,,,,,,,,,,,,,,,,,,
77,Doritos - Pepsico France,6148522097703,"['Pepsico France', 'Doritos']",['France'],"['FR TORTILLA CHIPS DE MAÏS NATURE Ingridients: mais ', '69%', 'huile de tournesot ', '16,3%', 'huile de colza ', '4,1%', 'sec']",[],?,149,623 kj(149 kcal),"0,6",0,"0,3","0,3","2,1","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Pâte à pizza bio -,61456983,,['France'],"['Farine de blé', 'eau', 'huile de tournesol', 'sel', 'poudres à lever : phosphates de calcium', 'carbonates de sodium', 'alcool éthylique', 'gluten de blé', 'levure boulangère 0,05%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,284,1188 kj(284 kcal),"7,3","1,2",46,"1,9","6,9","1,81","0,724",B,,['Pâtes à pizza'],7.3 g,en quantité modérée,1.2 g,en faible quantité,1.9 g,en faible quantité,,+1%,+1%,+30%,+9%,-2%,+17%,-5%,36.8%,19.3%,11.5%,8.6%,5.0%,18.8%,92,,,,4,1.81 g,en quantité élevée,+18%,+18%,12,+67%,D,+67%,['Bio'],,,,"['E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E1510 - Éthanol']",['Gluten'],,,
79,Ice tea,6151100056573,,['France'],[],[],?,32,134 kj(32 kcal),0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Cuillers - Cantreau - 150g,6153920057921,['Cantreau'],['France'],[],[],?,?,,?,,?,,?,,,,150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Double Decker,6156000106847,,['France'],[],[],?,477,1996 kj(477 kcal),10,7,12,10,8,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Moringa,6157039901090,,['France'],[],[],?,205,858 kj(205 kcal),"2,3",0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Justice-girls Colorblock Tee-black,61534513,,['France'],[],[],?,42,176 kj(42 kcal),0,0,10,10,"0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Le Lait de chez nous,61534599,,['France'],[],[],?,46,192 kj(46 kcal),"1,55",1,"4,8","4,8","3,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Jus de pomme trouble,61534742,,['France'],[],[],?,42,176 kj(42 kcal),"0,5",0,10,"9,7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Orchid Valley Tropical,6161101061520,,['France'],[],[],?,53,222 kj(53 kcal),"0,05",0,"11,9",0,"0,3","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,EnZoy - 10g,6161103590042,,['France'],[],[],?,0,0 kj(0 kcal),0,0,10,10,0,,,,10 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Zanzibar spice coffee - Africafe - 1,6161103641263,['Africafe'],['France'],[],[],?,?,,?,,?,,?,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Soups potato and leek - Fresh N Easy,6161110250854,['Fresh N Easy'],['France'],"['Potato', 'milk', 'leeks', 'orions', 'vegetable oil', 'chicken stock', 'garlic', 'celery salt', 'pepper', 'parsley']",[],?,43,180 kj(43 kcal),"1,5","0,1","7,1",0,"0,8","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,
90,Apple juice,6161110810454,,['France'],[],[],?,50,209 kj(50 kcal),0,0,12,12,"0,03",,,C,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,,+9%,+9%,-100%,-100%,+10%,+17%,-86%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,,,,,,,,,,,
91,6161220009533,6161220009533,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Riz basmati,6161418024164,,['France'],[],[],?,?,,?,,?,,?,,,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,,,,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,,,,,,,,
93,Cornichons au vinaigre - Huilerie Richard - 400g,6163342788778,['Huilerie Richard'],['France'],"['cornichons', 'oignons', 'eau', 'acide acétique', 'vinaigre', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,400 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",,,,,,,,,,,,,,,,,,,,,,,"['Bocal', 'Verre']",,3,,,,,,,,,,,,,['E260 - Acide acétique'],,,,
94,Carrefour,6163742770007,['Carrefour'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,
95,Masala Tea,6164000013126,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Yoghurt strawberries,6164000033292,,['France'],[],[],?,106,444 kj(106 kcal),"2,8",0,"16,3","16,3","3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Moringa - Me Moringa For Life - 60g,6164003572972,['Me Moringa For Life'],['France'],"['Poudrede feuilles de Moringa *100% Certifié biologl tie ', 'KE-BIO 143 Kenya Agriculture', ' RalnforestAl ce CertifiedTU : Maximum 5 comprimés par jour', ""Conseils d'utilisa la journée"", 'à prendre fiec suffisamment de liquide', 'en fonction des besoins et tolérance de chacun', ' Ne pas dépasser la dose journalière recommandée', ' Conserver dans un endroit sec', ""à l'abri de la et hors de portée des enfants"", ' Ce produit ne peut remplacer une alimentation équilibrée et variée ni un mode de vie sain,']",[],?,1,4 kj(1 kcal),1,1,1,1,1,1,"0,4",,60 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:KE-BIO-143']",,,,,,,,
98,6168354723694,6168354723694,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,6168921635818,6168921635818,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,
100,6168921635818,6168921635818,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,
101,Swiss Style Muesli,61616363,,['France'],[],[],?,369,1544 kj(369 kcal),"5,8","0,9",63,16,12,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,
102,Choco bisson noisette,61618589,['Bisson'],['France'],[],[],?,481,2013 kj(481 kcal),19,"9,2",69,19,7,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
103,Ptits luchon,61619166,['Luchon'],['France'],[],[],?,21,88 kj(21 kcal),"0,5","0,1","5,1","4,8","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Selles-sur-Cher - Itinéraire Des Saveurs,61626331,['Itinéraire Des Saveurs'],['France'],[],[],?,281,1176 kj(281 kcal),23,17,"1,5","1,5",17,"1,5","0,6",E,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages de chèvre', 'Selles-sur-Cher']",23 g,en quantité élevée,17 g,en quantité élevée,1.5 g,en faible quantité,,-1%,-1%,-1%,-1%,+22%,+106%,-5%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,1.5 g,en quantité modérée,-3%,-3%,14,-3%,D,-3%,,,,['Intermarché'],,,,,
105,Dark chocolate nuts & sea salt,61635913,,['France'],[],[],?,499,2088 kj(499 kcal),38,8,40,14,14,"0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Délice Volaille Bœuf Piquant - Nour,61668249,['Nour'],['France'],"['viande séparée mécaniquement de volaille ', '55%', 'eau', 'fécule ', '10%', 'gras de bœuf ', '2%', 'sel', 'épices ', '0,6%', ' et plantes aromatiques', 'stabilisants : di-', 'tri- et polyphosphates', 'dextrose', 'antioxydants : acide ascorbique et érythorbate de sodium', 'arômes naturels', 'conservateur : nifrite de sodium', ' Viandes origine U', 'E']","['Non végétalien', 'Non végétarien']",?,100,418 kj(100 kcal),11,3,9,1,9,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E316 - Érythorbate de sodium']",,,,
107,Big gum tutti frutti,6171100011181,,['France'],[],[],?,305,1276 kj(305 kcal),0,0,"73,6","73,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Betteraves rouges - Daucy - 265g,6173721608788,['Daucy'],['France'],[],[],?,?,,?,,?,,?,,,B,265 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves', 'Betterave rouge']",,,,,,,,,,,,,,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,,,,,,,,,,,,,,,,,,
109,Luso fruta - 1litre,6173742308100,['Luso'],['France'],[],[],?,?,,?,,?,,?,,,,1 litre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"Eau mineral  0,5l - Tangui - 0.5l",6174000003003,['Tangui'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,01","0,004",,0.5 l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,6176210368330,6176210368330,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Sardines à l'huile pimentée - Belma - 125ml - 120g - 84g PNE,6177716000021,['Belma'],['France'],"['SARDINES 70%', 'huile végétale 20%', 'piment 1% ou arôme épicé', 'sel 1%']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,230,962 kj(230 kcal),16,4,0,0,20,"0,584","0,234",D,125 ml - 120 g - 84 g PNE,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", ""Sardines à l'huile et au piment""]",16 g,en quantité modérée,4 g,en quantité modérée,0 g,en faible quantité,,-3%,-3%,-5%,+14%,-100%,-100%,-6%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,"['Conserve', 'Boite', 'Acier', 'Aluminium']",,3,0.584 g,en quantité modérée,-41%,-41%,2,-62%,B,-62%,"['Point Vert', 'Fabriqué au Maroc']",,,,,['Poisson'],,,
113,6178342870408,6178342870408,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Nectar de pomme bio - Pressade,61736115,['Pressade'],['France'],"['Jus de pomme à base concentré*', 'eau', 'sucre*', ""acidifiant: acide citrique produits issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,43,180 kj(43 kcal),0,0,11,10,"0,5",0,0,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de pomme']",0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,,+10%,+10%,-100%,-100%,+17%,+13%,+67%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,3,0 g,en faible quantité,-100%,-100%,11,+22%,E,+22%,['Bio'],,,,['E330 - Acide citrique'],,,,
115,Heinz yellow mustard spicy,61737389,['Heinz'],['France'],[],[],?,498,2084 kj(498 kcal),"5,1","0,3","9,4","5,3","5,3",3,"1,2",B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes jaunes']",5.1 g,en quantité modérée,0.3 g,en faible quantité,5.3 g,en quantité modérée,,+398%,+395%,+49%,+22%,+67%,+86%,+29%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,3 g,en quantité élevée,+25%,+25%,17,+73%,D,+73%,['Sans colorants'],,,,,,,,
116,Sweet Chili Sauce,61759350,,['France'],[],[],?,226,946 kj(226 kcal),0,0,"54,9","52,8","1,6","4,02","1,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,60 Tablettes Cube Maggi Poulet Ci Halal,6181002013114,['Maggi'],['France'],"['sel', 'exhausteurs de goût ', 'glutamate monosodique', 'guanylate disodique', 'insosinate disodique', 'amidon', 'sucre roux ', 'CH sucre brut', 'huile de palme', 'oignons en poudre', 'sirop de glucose', 'épices', ""extraits d'épices "", 'avec céleri', 'fines herbes', 'arômes', 'sucre', 'émulsifiant ', 'lécithine de soja', "" À conserver au sec et à l'abri de la chaleur"", ' CH D A']",['Huile de palme'],?,200,837 kj(200 kcal),"5,8","2,5","28,2","9,6","8,5","48,6","19,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E322i - Lécithine']","['Céleri', 'Soja']",['Huile de palme'],,
118,CHIPSY CHIPS - Nutri,6181100240061,['Nutri'],['France'],"['Poids/Weight: 30g', ' IGRÉDIENTS: GRUAU DE MAis NATURELS', 'PEUT CONTENIR FARINE DE RIZ', 'FARINE DE FROMENT', 'OU POUDRE DE POMME DE TERRE', 'HUILE VÉGÉTALE', 'SEL', 'ARÔMES', 'COLORANTS AUTORISÉS ']","[""Pourrait contenir de l'huile de palme""]",?,406,1699 kj(406 kcal),18,1,"53,1","0,01","8,1","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,['Gluten'],,,
119,Eau,6181100360059,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Eau de source,6181100360066,,"[""Côte d'Ivoire"", 'France']",[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Miadi,6186000030026,,['France'],[],[],?,568,2377 kj(568 kcal),48,8,30,4,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans cholestérol'],,,,,,,,
122,Maniok-couscous 300G (attiéké) - MR Distribution,6186000073146,['MR Distribution'],['France'],['Ingrédient 100% Sémoule de manioc 100% cassava semolina'],[],?,300,1255 kj(300 kcal),"0,08","0,08",86,1,"0,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,
123,Kabato - Mets d'Ivoire - 500g,6186000073177,"[""Mets d'Ivoire""]",['France'],['Farine de maïs'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1480,?,1480 kj(354 kcal),"1,8",,75,,8,,,,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de maïs', 'Kabato']",1.8 g,en faible quantité,,,,,,,-1%,+38%,,-3%,,+18%,,,,,,,,,['Plastique'],,1,,,,,,,,,"['en:gluten-free', 'Naturel et Sain']","[""Côte d'Ivoire""]",,['Noz'],,,,,
124,La bouillie de mil,6186000134069,,['France'],[],[],?,128,536 kj(128 kcal),"0,42","0,1","0,8","0,1","0,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Red mix - PLANET,6186000155712,['PLANET'],['France'],"['pour 100ml: ', 'AR', ' pour un adu!te ', 'sucre', "" colorants: -1 acide citrique'"", 'arôme', ' de sodium,']",[],?,49,205 kj(49 kcal),0,0,13,"12,3",0,"0,007","0,003",,,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,12.3 g,en quantité élevée,,-42%,-45%,-100%,-100%,-34%,-33%,-100%,,,,,,,,,,,4,0.007 g,en faible quantité,-81%,-81%,16,+34%,E,+34%,,,,,,,,,
126,Himalayan Salt - Uncle Cook's - 415g,6186044156140,"[""Uncle Cook's""]",['France'],[],[],?,?,,?,,?,,?,,,B,415 g,"['Epicerie', 'Condiments', 'Sels']",,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,,,,,,,,,,,
127,6187342033287,6187342033287,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Morceaux de Thon au Naturel - 5 Oceans - 185g (égoutté : 130g),6187751053333,['5 Oceans'],['France'],"['Thon', 'eau', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",421,?,421 kj(101 kcal),"0,8","0,3","< 0,5","< 0,1",23,"0,75","0,3",E,185 g (égoutté : 130 g),"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons au naturel']",0.8 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,-14%,,-12%,-47%,-36%,+313%,+33%,-8%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,"['Conserve', 'Métal']",,3,0.75 g,en quantité modérée,-28%,-28%,-1,-469%,A,-469%,"['Point Vert', 'SAFE']",,,,,['Poisson'],,,
129,Sucre,6188000010312,,['France'],[],[],?,100,418 kj(100 kcal),0,0,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,
130,Sarrasin soufflé au miel,6188358500749,,['France'],[],[],?,391,1636 kj(391 kcal),"3,8","2,3",82,"27,6","5,2","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,,,
131,6188642885880,6188642885880,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans sucre ajouté', 'Sans conservateurs']",,,,,,,,
132,6188942807407,6188942807407,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,P'tit Brassé - Nestlé - 4,6189842540470,['Nestlé'],['France'],[],[],?,?,,?,,?,,?,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,['DE TH-601 EG'],
134,Chocolat noir 70% Les créations Ivoria - l'envoutant,61825956,"['Ivoria', 'Les Créations Ivoria']",['France'],[],[],?,592,2477 kj(592 kcal),"44,3","28,1","35,4","28,3","8,1","0,01","0,004",E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",44.3 g,en quantité élevée,28.1 g,en quantité élevée,28.3 g,en quantité élevée,,+6%,+7%,+12%,+22%,-8%,-11%,+6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,0.01 g,en faible quantité,-79%,-79%,23,+8%,E,+8%,,,,,,,,,
135,Tartelettes chocolat caramel - Bonne Maman,61843035,['Bonne Maman'],['France'],[],[],?,490,2050 kj(490 kcal),22,14,66,41,"6,1","0,94","0,376",D,,"['Tartes', 'Tartelettes', 'Tartelette au chocolat', 'Tartelettes au caramel']",22 g,en quantité élevée,14 g,en quantité élevée,41 g,en quantité élevée,,+3%,+4%,-7%,0%,+14%,+19%,+8%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,0.94 g,en quantité modérée,+63%,+63%,29,+22%,E,+22%,,,,,,,,,
136,Ravioles du Dauphiné - Saint Jean - 240g,61860483,['Saint Jean'],['France'],[],[],?,285,1192 kj(285 kcal),"11,1","7,4","31,5","1,6","13,9","1,66","0,664",C,240 g,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioles', 'Ravioles du Dauphiné']",11.1 g,en quantité modérée,7.4 g,en quantité élevée,1.6 g,en faible quantité,,+1%,+1%,-4%,-3%,+6%,+9%,+7%,72.9%,12.7%,5.5%,4.6%,2.4%,1.7%,66,,,,,1.66 g,en quantité élevée,+13%,+13%,17,+5%,D,+5%,['Label Rouge'],,,,,,,"['FR 26.281.031 CE', 'Romans-sur-Isère (Drôme, France)']",
