,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,labels,traceability_code,additives,allergens,nova_score,quantity,packaging,palm_ingredients,generic_name,manufacturing,ingredients_origins,link
438,Body Attack American BBQ Sauce Merken,4250350520819,B,['Body Attack'],"['Epicerie', 'Sauces', 'Sauces barbecue']",['France'],"['Wasser', 'Weinessig ', '3%', 'Pflanzen - faser Stabilisator ', 'Xanthan', 'Aroma', 'Sàuerungsmittel ', 'Milchsàure', 'Konservierungsstoff ', 'Natriumbenzrat', 'Salz', 'Sû€ungsmittel ', 'Sucralosel Farbstoff ', 'Ammoniumsutfit-Zuckerkulôrl mit Ungeôffnet', 'kùhl und trocken aufbewahrt mindestens haltbar bis Ende/Los-Nrt: siehe Aufdruck Nach dem Offnen im Kûhtschrank aufbewahren und innerhalb eines MŒlats aufbraucfien', ' Vor Gebrauch gut schüttelq O Ingradignts: Water', 'Spirit vinegar ', '3%1 Vegetab}e fibre ', 'Bambool Stabijser ', 'XanthanGuml Flavouring,Acidifier cticacidl', 'benzoate', ' Tàte sait', 'Sweetener Sucratosel Cotouring [Sufphfte ammonia caramet', '« Barbecue guce With swegtener', ' tf unopeaed in a cool dryplace best before [Lot no', ': see imprint Once opened keep vefrigerated and use up wibìn a month']","['Végétalien', 'Végétarien']",0.1 g,en faible quantité,0.1 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,?,,8,-95%,33 kj(8 kcal),-95%,"0,1",-90%,"0,1",-26%,"0,3",-99%,"0,2",-99%,"0,1",-89%,0,-100%,0,-100%,0,-100%,B,-100%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,
439,Protéines,4250350522103,,,,['France'],[],[],,,,,,,,,?,,387,,1619 kj(387 kcal),,"4,4",,"2,6",,"9,1",,"6,4",,"77,9",,"0,99",,"0,396",,,,,,,,,,,,,,,,,,,,,,,,,
440,Garnelen -,4250357410380,D,,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Crevettes']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,['Beutel'],,,,,
441,Sausage Lackmann Servelat Iwushka 400G 1 / 1 10PCS / 4KG / Box - Ivouchka - 400g,4250370507326,,['Ivouchka'],,['France'],['Brennwert/ Valcr energétco: Fett/ Grasas: — davon gesàttigte - ettsàuren! de las cuales écaos grasos saturados: 1<0h ienhydrate/ Vidratcs de Carbono: devon de los cuales EiweiA/ Protelnas: Sala/ Salt'],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,28,,12,,14,,"0,06",,21,,"3,4",,"1,36",,,,,,,,,,,,,,,,,,,400 g,,,,,,
442,Honey Muffins,4250370562028,,,,['France'],[],[],,,,,,,,,?,,364,,1523 kj(364 kcal),,"4,5",,"1,8",,76,,40,,"5,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Lackmann,4250370562059,,['Lackmann'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Frisch käse russe Творог - Lackmann Food Group,4250370570184,,['Lackmann Food Group'],,['France'],"[""'kelnummer7-01 B Dirchtchnlttljche Néhrwette pro g Brentvett""]",[],,,,,,,,,?,,115,,481 kj(115 kcal),,4,,3,,"3,7",,"3,7",,16,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
445,Concombres marinés,4250370574380,,,,['France'],[],[],,,,,,,,,?,,16,,67 kj(16 kcal),,"0,5",,"0,1",,4,,4,,"0,5",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,
446,Marinierte Pilze,4250370579743,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Bio Noni,4250382201861,,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,"0,1",,"0,1",,"1,52",,"1,52",,0,,"0,08",,"0,032",,,,,,,,,,,,,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,
448,Jus aronia,4250396903904,,,,['France'],[],[],,,,,,,,,?,,46,,192 kj(46 kcal),,"0,5",,"0,1",,13,,"6,8",,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
449,Venezuela 43% helle Edelkakao-Schokolade,4250419346503,,,,['France'],[],[],,,,,,,,,?,,582,,2435 kj(582 kcal),,41,,"25,1",,"44,3",,"43,4",,"7,4",,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,,,,
450,Crocodile,4250422208485,,,,['France'],[],[],,,,,,,,,?,,219,,916 kj(219 kcal),,17,,"1,5",,14,,12,,"1,7",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,
451,Concentré de legumes,4250422221903,,,,['France'],[],[],,,,,,,,,?,,251,,1050 kj(251 kcal),,"0,5",,"0,1",,"8,4",,8,,"2,9",,"18,45",,"7,38",,,,,,,,,,,,,,,,,,,,,,,,,
452,Caccavelle,4250422222047,,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,1,,"0,3",,73,,"2,5",,13,,"0,005",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,,
453,Ginjer chewing-gum,4250424140035,,,,['France'],[],[],,,,,,,,,?,,173,,724 kj(173 kcal),,0,,0,,70,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
454,Steviagum White Cherry Plum Mint,4250424190221,,,,['France'],[],[],,,,,,,,,?,,166,,695 kj(166 kcal),,0,,0,,69,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Steviagum Chewing-gum Arôme Menthe - Stevia,4250424190238,,,,['France'],[],[],,,,,,,,,?,,174,,728 kj(174 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Steviagum Anis Mint Senses 30 G,4250424190276,,,,['France'],[],[],,,,,,,,,?,,175,,732 kj(175 kcal),,0,,0,,73,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Kaffeemischungen,4250426200744,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Glas'],,,,,
458,Haferflocken kernig,4250426209341,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['tüte(n)'],,,,,
459,Küstengold Riesen Hamburgerbrötchen - 300g,4250426216271,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,300 g,['stück'],,,,,
460,Sambanuts Crustie Peanuts - Samba Nuts,4250444512744,,['Samba Nuts'],"['Snacks', 'Snacks salés']",['France'],"['4996 CACAHUÈTES', 'amidon ', 'pomme de terre', 'maïs', 'huile de colza', 'farine de riz', 'sucre', 'sel', 'lactose ', 'LAIT', 'dextrose', 'sucre caramélisé', 'maltodextrine', ""extraits d'épices "", 'piment', 'curcuma', 'poivre noir', 'paprika', 'gingembre', ""régulateur d'acidité'"", ' E508', 'arômes ', 'raifort', 'anti-agglomérants: E535i E551t E341', 'colorants: E141', 'E160c', 'protéine végétale hydrolysée ', 'maïs', 'SOJA', 'oignon', 'extrait de levure', 'épices ', 'paprika', 'Cayenne', 'farine de BLÉ', 'bouillon en poudre ', 'protéine de SOJA hydrolysée', 'huile de tournesol', 'Conservateur', ' E220 ', 'SULFITES', 'E262', 'fromage ', 'contient du LAIT', 'huile de tournesol', 'ail', 'acidifiant: E330', 'maltodextrine fumée', 'persil', 'émulsifiant: E433', ' Peut contenir des noix ainsi que des traces de fruits à coque', ' Emballé sous atmosphère protective']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",32.3 g,en quantité élevée,4.5 g,en quantité modérée,7.6 g,en quantité modérée,2.4 g,en quantité élevée,?,,514,+11%,2151 kj(514 kcal),+11%,"32,3",+33%,"4,5",+6%,"38,4",-19%,"7,6",+132%,12,+41%,"2,4",+56%,"0,96",+56%,21,+72%,E,+72%,,,,,,,,,,,"['E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E160c - Extrait de paprika', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E330 - Acide citrique', 'E433 - Monooléate de polyoxyéthylène de sorbitane', '', 'Risque modéré de sur-exposition']","['Gluten', 'Lait', 'Soja', 'Anhydride sulfureux et sulfites']",4,,,,,,,
461,Sambanuts Trek'n Trail Mix,4250444533176,,,,['France'],[],[],,,,,,,,,?,,540,,2259 kj(540 kcal),,"36,7",,"7,1",,33,,"22,8",,"15,2",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,
462,Décoration comestible en sucre pour gâteaux - Filly - 17g,4250448308954,,"['Filly', 'Dekoback']","['Aides culinaires', 'Aides à la pâtisserie']",['France'],"['poudre de glucose', 'amidon de maïs', 'maltodextrine', 'agent de démoulage : E470ii', 'épaississant : E414', 'agent de revêtement : E904', 'E903', 'colorants : E153', 'arôme', 'sucre', 'amidon de maïs', 'huile de palme partiellement hydrogénée', 'maltodextrine', 'agent de revêtement : E904', 'E903', 'émulsifiant : lécithine de soja', 'colorants : E100i', 'E133']","['Huile de palme', 'Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,0.1 g,en faible quantité,1481,-13%,?,,1481 kj(354 kcal),-9%,0,-100%,0,-100%,87,+35%,14,-67%,"0,1",-98%,"< 0,1",-73%,"0,04",-73%,7,-53%,C,-53%,,,,,,,,,,,"[""E414 - Gomme d'acacia"", 'E904 - Gomme-laque', 'E903 - Cire de carnauba', 'E153 - Charbon végétal médicinal', 'E322i - Lécithine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",['Soja'],4,17 g,['Carton'],['Huile de palme'],,,,
463,Zuckeraugen,4250448317116,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Zuckerberg nuggets,4250448320239,,,,['France'],[],[],,,,,,,,,?,,396,,1657 kj(396 kcal),,0,,0,,99,,99,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Chocolat noir café amandes - Ethiquable,4250451631025,D,['Ethiquable'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux amandes', 'Chocolats noirs aux amandes']",['France'],[],[],36.3 g,en quantité élevée,19.4 g,en quantité élevée,36.1 g,en quantité élevée,0 g,en faible quantité,?,,554,-0%,2318 kj(554 kcal),-0%,"36,3",-5%,"19,4",-1%,"43,8",+8%,"36,1",+3%,9,+7%,0,-100%,0,-100%,24,+12%,E,+12%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"['Bio', 'Bio européen', 'IT-BIO-014', 'Fabriqué en Italie']",,,,,,,,,,,
466,Tomato-dip,4250472503714,,,,['France'],[],[],,,,,,,,,?,,278,,1163 kj(278 kcal),,0,,0,,68,,63,,6,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,,
467,Sauce Tomate - Von Heike,4250505805198,,['Von Heike'],,['France'],[],[],,,,,,,,,?,,68,,285 kj(68 kcal),,?,,"0,1",,?,,"11,7",,0,,"1,35",,"0,54",,,,,,,,,,,,,,,,,,,,,,,,,
468,Micellar casein,4250519600369,,,,['France'],[],[],,,,,,,,,?,,352,,1473 kj(352 kcal),,"1,5",,"0,1",,"4,7",,"3,1",,80,,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,
469,ESN L-Arginine HCL - 500g,4250519600529,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,500 g,['Packung(en)'],,,,,
470,ESN AAKG - 500g,4250519600901,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,
471,Fitmart Soja Protein Isolat Raw Series (chocolate) - ESN,4250519600918,,['ESN'],,['France'],"['Soy protein isolate', 'cocoa ', '5%', 'flavors', 'emulsifler ', 'soy lecithin', 'sweeteners ', 'sucralose', 'acesulfame potassium', ' May contain traces of milk and nuts', ' Recommendation: mix 30 g of powder With 200 ml to 250 ml water', ' Take 1-3 servings per day']",[],,,,,,,,,?,,379,,1586 kj(379 kcal),,2,,"0,1",,5,,"1,5",,84,,1,,"0,4",,,,,,,,,,,,,,,,"['E955 - Sucralose', 'E950 - Acésulfame K']",['Soja'],4,,,,,,,
472,Nitro BCAA Fresh Berry Juice -  - 500g,4250519601359,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Acides aminés ramifiés']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,500 g,['Packung(en)'],,,,,
473,Nitro BCAA Mango Passionfruit -  - 500g,4250519602349,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Acides aminés ramifiés']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,500 g,['Packung(en)'],,,,,
474,Designer,4250519603612,,,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,11,,"5,4",,27,,"2,4",,50,,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,,,,,
475,Massive weight gainer,4250519603896,,,,['France'],[],[],,,,,,,,,?,,349,,1460 kj(349 kcal),,"3,7",,"0,9",,"60,7",,"3,3",,"14,7",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,
476,ESN Chocolate Fudge Cookie -  - 1000g,4250519604039,,,"['Produits laitiers', 'Lactosérum en poudre']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,1000 g,['Packung(en)'],,,,,
477,Cracker Company,4250525904949,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Kretos,4250561604704,,,,['France'],[],[],,,,,,,,,?,,240,,1004 kj(240 kcal),,19,,13,,"0,5",,"0,5",,17,,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,
479,Gefro Bella Italia Würzmischung,4250589702642,,['Gefro'],,['France'],"['Der pure Ceru Würzmischung sie kontrolliert ft-in bester GEFRO mit erstklassigen Roh - ', 'Kriuter•']","['Végétalien', 'Végétarien']",,,,,,,,,?,,232,,971 kj(232 kcal),,4,,"1,9",,"33,4",,"23,8",,"8,1",,"33,48",,"13,392",,,,,,,,,,,,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",,,,,,,,,,,
480,Salat Dressing Gartenkräuter,4250589702871,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Salat Dressing Amore Pomodore,4250589702888,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['stück'],,,,,
482,Superman energy drink - DCcomics Warnerbros - 4 * 250ml,4250676610775,,['DCcomics Warnerbros'],"['Boissons', 'Boissons énergisantes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,4 * 250 ml,,,,,,
483,Batman VS Superman - Energy Drink,4250676610928,,['Energy Drink'],,['France'],"['Eau', 'sucre', 'acidifiant: acide citrique', 'acide carbonique', 'taurine', 'glucuronolactone', 'régulateur d’acidité: citrate de sodium', 'arôme dont caféine', 'inositol', 'colorant E 150d', 'niacine', 'acide pantothénique', 'vitamine B6', 'colorant E 101', 'vitamine  B 12']",[],,,,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,11,,11,,0,,"0,12",,"0,048",,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E290 - Dioxyde de carbone', 'E331 - Citrates de sodium', ""E150d - Caramel au sulfite d'ammonium"", 'E101 - Riboflavine']",,4,,,,,,,
484,Energy Drink Popeye,4250676650023,,['Popeye'],"['Boissons', 'Boissons avec sucre ajouté']",['France'],"['Eau', 'sucre', 'acidifiant acide citrique', 'acide carbonique', 'taurine ', '0,4%', 'glUcuronolactone ', '0,24%', 'régulateur* citrate de sodium', 'caféine', 'inositol ', '0,02% aliment colorant ', 'concentré de serratule', 'niacine', 'arôme', 'vitamine B6', 'acide pantothenique', 'colorant E-101', 'E-d 33', 'vitamine B12']",[],0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,?,,45,-47%,188 kj(45 kcal),-49%,0,-100%,0,-100%,11,-44%,11,-40%,0,-100%,0,-100%,0,-100%,15,+26%,E,+26%,,,,,,,,,,,"['E330 - Acide citrique', 'E290 - Dioxyde de carbone', 'E101 - Riboflavine']",,4,,,,,,,
485,Chocolat au lait -,4250766200244,E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['France'],[],[],40.4 g,en quantité élevée,24.3 g,en quantité élevée,40.9 g,en quantité élevée,0.26 g,en faible quantité,?,,579,+5%,2423 kj(579 kcal),+5%,"40,4",+17%,"24,3",+24%,"42,1",-19%,"40,9",-17%,"9,8",+37%,"0,26",+12%,"0,104",+12%,27,+6%,E,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,,,
486,weiße Bohnen in Tomatensoße - Jeden Tag - 420g,4250780302016,B,['Jeden Tag'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumineuses en conserve', 'Haricots en conserve']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,,,,,420 g,['Dose'],,,,,
487,Mandarinen -,4250780317287,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Mandarines']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Dose'],,,,,
488,Pro-Protein Bar,4250840802074,,,,['France'],[],[],,,,,,,,,?,,332,,1389 kj(332 kcal),,"9,5",,"5,7",,20,,"0,5",,40,,"0,62",,"0,248",,,,,,,,,,,,,,,,,,,,,,,,,
489,Bio eierspeisen Gewürzsalz - 60g,4250842601248,,,,"['France', 'Suisse']","['52% sel marin', 'ciboulette*', 'paprika*', 'poivre noir*', 'muscade*', ""*Produits issus d'exploitations biologiques contrôlées""]",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-005', 'Fabriqué en Allemagne']",,,,,60 g,,,,,,
490,Holunder-blüten-gelee - Lebe Gesund,4250859300073,,['Lebe Gesund'],,['France'],"['IUtoten: Wasser', 'Rohrohrzucker*', 'litronen* ', '2%', 'eliermittel ', 'Apfelpektin', 'Agar Agar* ', ' *ous kontr', ' ôkol', ' Anbau Hergestellt in Deutschland']",[],,,,,,,,,?,,189,,791 kj(189 kcal),,0,,0,,"46,4",,"46,3",,0,,"0,01",,"0,004",,,,,,,,,,,,,,"['Bio', 'Fabriqué en Allemagne']",,['E406 - Agar-agar'],,4,,,,,,,
491,Hokkaido Brotaufstrich,4250859300288,,,,['France'],[],[],,,,,,,,,?,,387,,1619 kj(387 kcal),,"39,2",,"4,2",,"5,6",,"3,5",,"3,2",,"1,91",,"0,764",,,,,,,,,,,,,,,,,,,,,,,,,
492,Pesto Rosso - Lebe Gesund,4250859300394,C,['Lebe Gesund'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Sauces Pesto Rosso']",['France'],"['Huile de tournesol*', 'basilic*', '21%', 'tomates séchées*', '10%', 'eau', ""huile d'olive*"", 'amandes*', 'sel gemme', 'ail*', 'jus de citrons*', ""   *certifié issu de l'agriculture biologique""]",[],52.8 g,en quantité élevée,5.9 g,en quantité élevée,2.3 g,en faible quantité,3.07 g,en quantité élevée,?,,488,+35%,2042 kj(488 kcal),+36%,"52,8",+59%,"5,9",+20%,"2,6",-69%,"2,3",-59%,2,-50%,"3,07",+49%,"1,228",+49%,21,+32%,E,+32%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,['Bio'],,,['Fruits à coque'],3,,,,,,,
493,TomatensoBe - Lebe Gesund,4250859300806,,['Lebe Gesund'],,['France'],"[""Tomoten' "", '81 0/6', 'Wasser', 'Zwiebeln*/ Sonnen - blUmenôl*', 'Kortoffetstlirke&', 'Steinsolz', 'Rohrohrzucker*', 'Paprikopulver*', 'Verdickungsmittej: Johonnisbrotkernmehl*', 'Knoblouclf', ""Bosilikum 'GUS kont"", ' ijkol', ' Anbau']","['Végétalien', 'Végétarien']",,,,,,,,,?,,50,,209 kj(50 kcal),,"2,6",,"0,3",,"4,9",,"3,2",,0,,"1,33",,"0,532",,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,
494,Galets au chocolat,4250859305009,,,,['France'],[],[],,,,,,,,,?,,529,,2213 kj(529 kcal),,32,,"7,1",,50,,"21,2",,0,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,
495,Vegi-Bretling,4250859306259,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,360,,1506 kj(360 kcal),,"10,3",,"1,5",,"42,4",,"5,4",,"16,3",,"3,05",,"1,22",,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Union Végétarienne Européenne']",,,,,,,,,,,
496,Spaghetti,4250859310218,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']",['France'],[],"['Végétalien', 'Végétarien']",0.8 g,en faible quantité,0.1 g,en faible quantité,0.09 g,en faible quantité,,,?,,348,-1%,1456 kj(348 kcal),-2%,"0,8",-54%,"0,1",-73%,"70,8",+2%,"0,09",-97%,0,-100%,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-037', 'Fabriqué en Allemagne']",,,,,,,,,,,
497,Bratwurst,4250859310355,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,290,,1213 kj(290 kcal),,"20,8",,"2,4",,2,,0,,"23,7",,"1,71",,"0,684",,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,
498,Chips De Pomme - Lebe Gesund,4250859315015,,['Lebe Gesund'],,['France'],[],[],,,,,,,,,?,,386,,1615 kj(386 kcal),,"0,1",,0,,"92,6",,"46,3",,"1,5",,0,,0,,,,,,,,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,
499,Apfel chips - Lebe Gesund,4250859315022,,['Lebe Gesund'],,['France'],['Pommes séchées'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,386,,1615 kj(386 kcal),,"0,1",,0,,"92,6",,"46,3",,"1,5",,0,,0,,,,,,,,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,
500,Apfel chips - Lebe Gesund,4250859315022,,['Lebe Gesund'],,['France'],['Pommes séchées'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,386,,1615 kj(386 kcal),,"0,1",,0,,"92,6",,"46,3",,"1,5",,0,,0,,,,,,,,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,
501,Apfelchips - Lebe Gesund,4250859315039,,['Lebe Gesund'],,['France'],"['pommes séchées ', '100%', "" issues de l'agriculture biologi - que,""]",[],,,,,,,,,?,,380,,1590 kj(380 kcal),,"0,1",,0,,"92,6",,"46,3",,"1,5",,"0,005",,"0,002",,,,,,,,,,,,,,"['Bio', 'Fabriqué en Allemagne', 'Sans sucre ajouté']",,,,,,,,,,,
502,Graines de courges,4250859320064,,,,['France'],[],[],,,,,,,,,?,,601,,2515 kj(601 kcal),,"47,4",,"8,9",,"2,8",,"0,9",,"36,3",,"2,12",,"0,848",,,,,,,,,,,,,,,,,,,,,,,,,
503,Kurbis kerne,4250859320071,,,,['France'],[],[],,,,,,,,,?,,542,,2268 kj(542 kcal),,"32,3",,"6,1",,"35,2",,"33,9",,"24,7",,"0,05",,"0,02",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-037']",,,,,,,,,,,
504,Odw Milk Shake Bourbon Vanille,4250950100060,,['Milk Shake'],"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés']",['France'],[],[],5.2 g,en quantité modérée,3.4 g,en quantité élevée,11.9 g,en quantité élevée,0.15 g,en quantité modérée,?,,112,+42%,469 kj(112 kcal),+45%,"5,2",+191%,"3,4",+215%,13,+18%,"11,9",+17%,"3,2",-4%,"0,15",+16%,"0,06",+16%,21,+63%,E,+63%,,,,,,,,,,,,,,,,,,,,
505,Meray - Goji Beeren Getrocknet (150G),4251032600331,,['Meray'],,['France'],[],[],,,,,,,,,?,,342,,1431 kj(342 kcal),,"3,2",,"0,39",,"56,5",,"50,1",,"12,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Ananas - Meray - 100g,4251032600379,,['Meray'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,
507,Meray - Berries Mix - Premium Mischung Mit Trockenfrüchten Und Wallnüssen (150G) - Ferme d hermeray,4251032600454,,['Ferme d hermeray'],,['France'],[],[],,,,,,,,,?,,395,,1653 kj(395 kcal),,?,,"1,14",,?,,"52,9",,"5,3",,"0,1",,"0,04",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
