,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,brand,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,markets,additives,nova_score,allergens,generic_name,ingredients_origins,brand_owner,manufacturing,link
1462,Pâté de campagne,3760028829997,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,Steam Works killer cucumber ale,4260423140929,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Sauce Déchirée,3577722941777,['France'],[],[],?,115,481 kj(115 kcal),"9,59","1,11","5,84","2,7","0,7","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,Abricots,26064871,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,Artichaud complement alimentaire,3700446416546,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Tortellini ricotta epinard - Nestlé - 230g,8053041000036,['France'],[],[],?,263,1100 kj(263 kcal),7,2,39,"5,7",10,"0,96","0,384",230 g,,,,,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,RICE PROTEIN PEANUT BUTTER - MyProtein,5056185744364,['France'],[],[],?,598,2502 kj(598 kcal),45,16,13,"5,6",31,"0,67","0,268",,,,,,,,,['MyProtein'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,Pain aux céréales tranché,0208330022635,['France'],[],[],?,291,1218 kj(291 kcal),10,"0,9",40,"1,8",6,"0,89","0,356",,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,
1470,Pain de campagne,71118871,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Cookies Cranberry & Orange,11730,['France'],[],[],?,430,1799 kj(430 kcal),"15,2","8,6","67,5","41,2","4,4","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Rigatoni,8008120100862,['France'],[],[],?,355,1485 kj(355 kcal),"1,5","0,3",71,3,13,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,Croissant AOC ×5 - Leclerc,0206217019617,['France'],[],[],?,386,1615 kj(386 kcal),21,14,41,"7,2","6,7","0,86","0,344",,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Miel de Sarrasin - Miel du forestic - 500g,3477030000121,['France'],[],[],?,?,,?,,?,,?,,,500 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sarrasin']",,,,,,B,['Miel du forestic'],,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Blanc de volaille - Leader Price,0261086010899,['France'],[],[],?,103,431 kj(103 kcal),"1,3","0,5",2,2,"20,8","2,35","0,94",,,,,,,,,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,,,,
1476,Varitas de merluza - 400g,8427318571114,['France'],[],[],?,217,908 kj(217 kcal),"9,8","1,7",22,"2,2","9,6","1,1","0,44",400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Loux gazoza,5202238110215,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,Mortadelle italienne chiffonnade - Despi,2228543020073,['France'],[],[],?,285,1192 kj(285 kcal),25,"9,4",0,0,15,"1,9","0,76",,,,,,,,,['Despi'],,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,
1479,Desnatado,8413200087948,['France'],[],[],?,54,226 kj(54 kcal),"0,1",0,"9,2","7,9",4,"0,18","0,072",,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,
1480,Ricotta ciresa,2480125014041,['France'],[],[],?,134,561 kj(134 kcal),9,"6,2","3,2","3,2",10,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,Crema Gianduja fondente,2018540129875,['France'],[],[],?,531,2222 kj(531 kcal),31,"4,8",48,40,11,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Cookie Dow Salty Caramel,4059300066199,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,Miel d'acacia Miel du jura,3508500000065,['France'],[],[],?,?,,?,,?,,?,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,B,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,"Loyd Grossman Pasta Sauce,Puttanesca 350G",5000354168536,['France'],[],[],?,67,280 kj(67 kcal),"3,4","0,4","5,5","4,8","1,4","0,9","0,36",,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces puttanesca', 'en:Tomate sauces']",,-26%,-37%,-1%,-18%,B,['Loyd Grossman'],+6%,+6%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,3.4 g,en quantité modérée,0.4 g,en faible quantité,4.8 g,en faible quantité,0.9 g,en quantité modérée,-27%,-54%,+17%,4,+75%,C,+75%,,,,,,,,,,
1485,Andouillettes au canard,0217204045854,['France'],[],[],?,216,904 kj(216 kcal),16,"6,2","0,6","0,1",17,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,Fassbrause Mango,4014086611568,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Flasche'],,,,,,,,,
1487,Filet de haddock,2869722035428,['France'],[],[],?,79,331 kj(79 kcal),"0,6","0,5","0,5","0,5",18,"3,2","1,28",,,,,,,,,,,,,,,,,,,"['FR 69.273.112 CE', 'Corbas (Rhône, France)']",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,
1488,Vinaigre de rie biologique nature,3760103148791,['France'],[],[],?,3,13 kj(3 kcal),"0,1","0,04","0,3","0,2","0,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
1489,Chocolate lucky charms - General Mills,0016000151253,"['France', 'États-Unis']","['Whole Grain Corn', 'Sugar', 'Corn Syrup', 'Canola Oil', ' Contains 2% or less of: Dextrose', 'Cocoa Processed With Alkali', 'Yellow 5 & 6', 'Red 40', 'Blue 1 and Other Color Added', 'Modified Corn Starch', 'Corn Starch', 'Salt', 'Gelatin', 'Fructose', 'Natural And Artificial Flavor', 'Trisodium Phosphate', 'Vitamins and Minerals: Calcium Carbonate', 'Tricalcium Phosphate', 'Vitamin C ', 'sodium ascorbate', 'Iron and Zinc ', 'mineral nutrients', 'A B Vitamin ', 'niacinamide', 'Vitamin B1 ', 'thiamin mononitrate', 'Vitamin A ', 'palmitate', 'Vitamin B2 ', 'riboflavin', 'A B Vitamin ', 'folic acid', 'Vitamin B12', 'Vitamin D3']","['Non végétalien', 'Non végétarien']",?,389,1628 kj(389 kcal),"4,17",0,"83,33","33,33","5,56","1,32","0,528",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",,+12%,-27%,+42%,-41%,,['General Mills'],+339%,+339%,,,,,,,,,,4.17 g,en quantité modérée,0 g,en faible quantité,33.3 g,en quantité élevée,1.32 g,en quantité modérée,+12%,-100%,+486%,11,+575%,D,+575%,,,"['E129 - Rouge allura AC', 'E428 - Gélatine']",4,,,,GENERAL MILLS SALES INC.,,
1490,Pain Batard complet,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Pêche plate,3605270000490,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Kalamon Olives - 380g,5200131720111,['France'],[],[],?,229,958 kj(229 kcal),"21,9","2,4","0,2","0,1","1,5","4,1","1,64",380 g,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
1493,Nectar de fruits abricot,3700600303453,['France'],[],[],?,54,226 kj(54 kcal),0,0,"12,4","11,9","0,4",0,0,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",,+2%,-100%,0%,+7%,D,,-100%,-100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,0 g,en faible quantité,0 g,en faible quantité,11.9 g,en quantité élevée,0 g,en faible quantité,+2%,-100%,+1%,16,+5%,E,+5%,,,,,,,,,,
1494,Morue,2925401004861,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,Groseilles cat1,3760025967678,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Pâte d'olive verte de france,3760043594054,['France'],[],[],?,172,720 kj(172 kcal),"17,3","3,03","0,1","0,1","1,1","1,71","0,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Jus D'aloe Vera bio,3770000894189,['France'],[],[],?,6,25 kj(6 kcal),0,0,1,0,1,4,"1,6",,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-001-AN']",,,,,,,,,,,,,,,,,,,,,,,,,
1498,Les Vergers de la Passion,3760234710171,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Les Vergers de la Passion'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Jalapeño Lime SAUCE,8711332249150,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,Jalapeño Lime SAUCE,8711332249150,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Tomme blanche,2487998018893,['France'],[],[],?,327,1368 kj(327 kcal),27,19,"1,5","0,5",19,"1,5","0,6",,,,,,,,,,,,,,,,,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Baguette tradigraine - Leclerc - 250g,0209005005380,['France'],[],[],?,?,,?,,?,,?,,,250 g,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,Sirop de Fraise,3288730000119,['France'],[],[],?,366,1531 kj(366 kcal),"0,5","0,1",91,91,"0,5","0,01","0,004",,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise']",,+37%,+401%,+29%,+395%,B,,-39%,-39%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,+34%,+322%,+33%,,,,,,,,,,,,,,
1504,Terroirine vendanges tardives,3664435000102,['France'],[],[],?,265,1109 kj(265 kcal),22,"7,5","1,2","0,6","14,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,
1505,Bcaa lean energy,0710051864161,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Jambonneau porc cuit,2224659031422,['France'],[],[],?,189,791 kj(189 kcal),13,"4,4",0,0,18,"1,5","0,6",,,,,,,,,,,,,,,,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']","['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,
1507,Pain de viande - 800g,20809010,['France'],[],[],?,292,1222 kj(292 kcal),24,"8,9","1,4","0,9",17,"1,8","0,72",800 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Jambon cuit Supérieur fabrication artisanale,2245224032606,['France'],[],[],?,131,548 kj(131 kcal),"5,1","1,8","0,1","0,1","21,4","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Melange Aperitif Salé,2609906037462,['France'],[],[],?,636,2661 kj(636 kcal),54,"8,8","8,4","5,9",24,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Abricot secs,3481019448583,['France'],[],[],?,244,1021 kj(244 kcal),"0,7","0,1","47,7",36,"2,8","0,09","0,036",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,-7%,+45%,-18%,-9%,D,,+156%,+156%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,0.7 g,en faible quantité,0.1 g,en faible quantité,36 g,en quantité élevée,0.09 g,en faible quantité,-7%,+65%,-21%,4,+16%,C,+16%,,,,,,,,,,
1511,Saucisson extra chiffonade,8437001798063,['France'],[],[],?,349,1460 kj(349 kcal),"26,3","8,9","2,6",0,"25,5","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Bouteille De Moscato Spumante - Vins Blanc Italiens 75CL.,8002083123876,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Mélange pour rhum gourmand - Légendes Gourmandes,3760155983951,['France'],[],[],?,337,1410 kj(337 kcal),"1,6","0,6",76,72,"1,8","0,3","0,12",,,,,,,,,['Légendes Gourmandes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Coconut banane et vanille - Charles & Alice,3297760093657,['France'],[],[],?,99,414 kj(99 kcal),"5,1","4,5",12,"8,2","0,7","0,01","0,004",,,,,,,,,['Charles & Alice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,Noisettes caramélisées,3770011393039,['France'],[],[],?,628,2628 kj(628 kcal),55,"5,6",27,18,15,"0,13","0,052",,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,
1516,SAUCISSON DE POULET,8711659027677,['France'],[],[],?,290,1213 kj(290 kcal),"24,1","7,7",9,1,"9,3",4,"1,6",,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,
1517,Charcuterie rey chipolatas artisanale,3760156154480,['France'],[],[],?,194,812 kj(194 kcal),"13,2","5,5","0,1",0,19,"1,5","0,6",,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,-19%,-30%,-91%,+23%,E,,-17%,-17%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,"['Viande Française', 'Viande Porcine Française']",13.2 g,en quantité modérée,5.5 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,-19%,-24%,-100%,13,-22%,D,-22%,,,,,,,,,,
1518,Fromage frais écrémé aux fines herbes,3700730200172,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,3 escalopes extra fines,2227489028471,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,
1520,Oméga Vision,3700211133111,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,American sauce - 500g,5420038405410,['France'],[],[],?,317,1326 kj(317 kcal),"26,8","2,2","16,1","10,3","1,8","3,9","1,56",500 g,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,
1522,Riz Parfume Golden Phoenix,8858306000307,['France'],[],[],?,347,1452 kj(347 kcal),"1,3","0,9","76,5",0,"7,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Filet mignon de porc,2209251005262,['France'],[],[],?,128,536 kj(128 kcal),4,"1,3",0,0,23,"0,15","0,06",,"['Viandes', 'Porc', 'Filets mignons de porc']",,+2%,+7%,-100%,+6%,,,-61%,-61%,,,,,,,,,,4 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,+2%,-13%,-100%,-3,,A,,,,,,,,,,,
1524,Caillette aux châtaignes - 160g,3511281302013,['France'],[],[],?,215,900 kj(215 kcal),12,"4,5","3,7",0,10,"1,5","0,6",160 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Gula Melaka Biscotti - 100g,8886460315012,['France'],[],[],?,363,1519 kj(363 kcal),"11,1",5,"56,9","29,5","7,4","0,268","0,107",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Sauce steakhouse BBQ sauce Pikante Paprika,93694834,['France'],[],[],?,181,757 kj(181 kcal),"0,6","0,1",40,38,"1,8","2,9","1,16",,"['Epicerie', 'Sauces', 'Sauces barbecue']",,+16%,-37%,+29%,+101%,B,,+44%,+44%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,,0.6 g,en faible quantité,0.1 g,en faible quantité,38 g,en quantité élevée,2.9 g,en quantité élevée,+15%,-26%,+46%,20,+38%,E,+38%,,,,,,,,,,
1527,Poppés de Quinoa aux herbes de provence,3660496221104,['France'],[],[],?,436,1824 kj(436 kcal),15,"1,5",63,"5,3","9,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Kaïkou fromage,2637393033858,['France'],[],[],?,451,1887 kj(451 kcal),39,28,0,0,25,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Moutarde grillade,3760198320584,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Sable au sarrasin et pépites de chocolat - Filet Bleu,3556940812465,['France'],[],[],?,475,1987 kj(475 kcal),19,7,67,28,"7,4","0,59","0,236",,,,,,,,,['Filet Bleu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Janpi - Jampi,3574109910029,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Jampi'],,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
1532,Fromage.past.st albray,2812823013314,['France'],[],[],?,5,21 kj(5 kcal),9,5,63,49,8,89,"35,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Le Canou,3770000494570,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Château Les Bandeaux 2016,3760017780032,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Strong cheddar and onion - 40g,5060087960814,['France'],[],[],?,496,2075 kj(496 kcal),"25,8","2,8","56,6","2,1","7,6","1,3","0,52",40 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Soupe provençale bio,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
1537,Sea salt & malt vinegar - 40g,5060087960791,['France'],[],[],?,494,2067 kj(494 kcal),"25,3","2,7","57,9","2,5","6,8","1,8","0,72",40 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Filets de poulet rôtis - Maître Coq,0215779042773,['France'],[],[],?,148,619 kj(148 kcal),"5,8","1,4",0,0,24,"1,4","0,56",,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,+2%,+8%,-100%,+2%,D,['Maître Coq'],+4%,+4%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,+2%,+3%,-100%,3,+17%,C,+17%,,,,,,,,,,
1539,Petits pois et jeunes carottes extra-fins - Notre Jardin - 660g (420g égoutté),3564700934685,['France'],"['Légumes en proportions variables ', 'petits pois extra-fins', 'jeunes carottes', 'eau', 'sucre', 'sel', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",263,63,263 kj(63 kcal),"0,6","0,2","8,8","3,7","3,4","0,57","0,228",660 g (420 g égoutté),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",+11%,+9%,+21%,+8%,+10%,A,"['Notre Jardin', 'Marque Repère']",-3%,-3%,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,"['Fruits et Légumes de France', 'Nutriscore', 'Nutriscore A', 'Légumes de France']",0.6 g,en faible quantité,0.2 g,en faible quantité,3.7 g,en faible quantité,0.57 g,en quantité modérée,+9%,+59%,+9%,-9,,A,,"['Bocal', 'Verre']",['Leclerc'],,4,,,['France'],,['France'],
1540,Filet de poulet fermier - Carrefour,0287565053201,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,C,['Carrefour'],,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,
1541,Glace fruits rouge,8718182280852,['France'],[],[],?,133,556 kj(133 kcal),"0,2",0,"31,4","25,9","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,RS N0.1,5700002160935,['France'],[],[],?,368,1540 kj(368 kcal),0,0,92,"3,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Semoule couscous,6194011811305,['France'],[],[],?,376,1573 kj(376 kcal),"0,64","0,117","77,43",0,"12,75","0,982","0,393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Poulet Bio,2435199090194,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Volailles', 'Poulets']",,,,,,D,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
1545,Sorbet aux fruits Mirabelle de Lorraine,3495040001679,['France'],[],[],?,62,259 kj(62 kcal),"0,5","0,5","15,2","12,1","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,
1546,Limone,8001780150833,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Tabasco vert,8714130901404,['France'],[],[],?,46,192 kj(46 kcal),0,0,"1,8",0,"0,6","7,4","2,96",,"['Epicerie', 'Sauces', 'Sauces pimentées']",,-62%,-100%,-90%,-48%,,,+64%,+64%,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,7.4 g,en quantité élevée,-61%,-100%,-100%,10,-20%,C,-20%,,,,,,,,,,
1548,Steak,2886857017785,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Paté de sardines - 22g,5600850710040,['France'],[],[],?,239,1000 kj(239 kcal),20,"5,1","4,3",2,"9,7","1,4","0,56",22 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Mimolette,2890869028608,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Pâté au poivre vert,2496566012799,['France'],[],[],?,297,1243 kj(297 kcal),"25,1","9,3","4,2","1,5","13,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Boisson rafraîchissante gazéifiée saveur Mojito sans alcool,3560071444914,['France'],[],[],?,46,192 kj(46 kcal),0,0,12,12,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Ribs de porc barbecue,2245063039699,['France'],[],[],?,249,1042 kj(249 kcal),17,"6,6","5,9","4,7",18,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Pain ficelle,2024000000349,['France'],[],[],?,365,1527 kj(365 kcal),1,"0,3",74,"1,9",13,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Ribs à griller,2874028042643,['France'],[],[],?,177,741 kj(177 kcal),"5,8","2,1","4,4","3,4",18,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Karl Fazer,6416453024373,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Fazer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
