,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,eco_score,labels,traceability_code,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,nutriment_salt_tr,nutriment_sodium_tr,quantity,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,manufacturing,link,allergens,nova_score,markets,generic_name,packaging,additives,brand_owner,palm_ingredients
76,Salsa al tartufo bianco pregiato,8016576007796,,['France'],[],[],,,,,,,?,,134,,561 kj(134 kcal),,"11,2",,0,,"6,1",,0,,"2,2",,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
77,Riz complet rouge,8847100382252,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",['France'],[],[],2.2 g,en faible quantité,0.6 g,en faible quantité,0.4 g,en faible quantité,?,,336,0%,1406 kj(336 kcal),-1%,"2,2",+83%,"0,6",+123%,"78,1",+8%,"0,4",+15%,"7,3",+1%,B,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,0,0,,0 g,en faible quantité,-100%,-100%,0,,B,,,,,,,,,,,,
78,Arome n1 - Fuchs,10914110,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['Fuchs'],,,,,,,,,,,,,,,,,,,,,,
79,Pate de campagne aux cepes,2261193025586,,['France'],[],[],,,,,,,?,,308,,1289 kj(308 kcal),,28,,10,,2,,1,,12,,,,,,,,,,,,,"1,5","0,6",,,,,,,,,,,,,,,,,,,,
80,Chairs d’achatines,3244211011029,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"Dinde, Tomate sauce façon béarnaise",3350033720695,,['France'],[],[],,,,,,,?,,229,,958 kj(229 kcal),,"9,4",,"2,7",,26,,"1,8",,"9,1",,,,,,,,,,,,,"0,88","0,352",,,,,,,,,,,,,,,,,,,,
82,Pilot -,4902505417542,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Café en grain,5410958121293,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,E,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,,,,,,,,,,,,,,,,,,,,
84,Mimolette extra vieille,0200338029524,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes extra vieilles']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,D,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,
85,Enchifos da Regiao,5604390511143,,['France'],[],[],,,,,,,?,,244,,1021 kj(244 kcal),,"17,9",,"9,49",,1,,"0,5",,"20,64",,,,,,,,,,,,,"2,7","1,08",,,,,,,,,,,,,,,,,,,,
86,Escalope de dinde,0217885058457,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,D,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,
87,Mini donuts,0202584006564,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],27 g,en quantité élevée,15 g,en quantité élevée,15 g,en quantité élevée,?,,448,+10%,1874 kj(448 kcal),+10%,27,+18%,15,+42%,45,+0%,15,-11%,5,-16%,B,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,"1,2","0,48",,1.2 g,en quantité modérée,+26%,+26%,23,+18%,E,+18%,,,,,,,,,,,
88,Les chips de bob,9901015431500,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Pate de fruits - Le Comptoir de Mathilde,3700961305790,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",['France'],[],[],,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,C,,,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,['Le Comptoir de Mathilde'],0,0,,0 g,en faible quantité,-100%,-100%,,,,,,,,,,,,,,,
90,Brandade de morue à la truffe noire,3760177141445,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",['France'],[],[],38 g,en quantité élevée,3.1 g,en quantité modérée,0 g,en faible quantité,?,,378,+71%,1582 kj(378 kcal),+72%,38,+129%,"3,1",+47%,0,-100%,0,-100%,8,+18%,E,,,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,"1,7","0,68",,1.7 g,en quantité élevée,+95%,+95%,14,+230%,D,+230%,,,,,,,,,,,
91,Sauce sultan,4019041006397,,['France'],[],[],,,,,,,?,,260,,1088 kj(260 kcal),,"0,04",,0,,63,,57,,"0,2",,,,,,,,,,,,,"1,5","0,6",,,,,,,,,,,,,,,,,,,,
92,Testo-max,0795400864931,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Moringz,3428881885504,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Fromage de pays,2301518005418,,['France'],[],[],,,,,,,?,,306,,1280 kj(306 kcal),,24,,17,,2,,1,,22,,,,"['FR 63.426.001 CE', 'Tauves (Puy-de-Dôme, France)']",,,,,,,,,"1,8","0,72",,,,,,,,,,,,,,,,,,,,
95,Instant Bean Thread Bamboo shoots & Artificial pork flavor - Vifon,0851683005482,,['France'],[],[],,,,,,,?,,352,,1473 kj(352 kcal),,"3,2",,"0,6",,"78,4",,"3,2",,"2,4",,,,,,,,,,,,['Vifon'],8,"3,2",,,,,,,,,,,,,,,,,,,,
96,Glace cône duo chocolat - 6x 68g,3528161506980,,['France'],[],[],,,,,,,?,,293,,1226 kj(293 kcal),,12,,"8,9",,42,,31,,"3,6",,,,,,,,,,,,,"0,14","0,056",6 x 68 g,,,,,,,,,,,,,,,,['Etui en carton'],,,
97,rapha_scrb,0077100932708,,['France'],[],[],,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Nopal,7503014072184,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Vin Madiran,3270250417676,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,twix protein,5056357900079,,['France'],[],[],,,,,,,?,,401,,1678 kj(401 kcal),,"9,6",,"6,2",,16,,"10,7",,"59,2",,,,,,,,,,,,,"0,42","0,168",,,,,,,,,,,,,,,,,,,,
101,Cacahuète enrobées - 500g,2036755010511,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,,['Leader Price'],,,,,
102,Miel d'Auvergne - 250g,3564460000279,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,,,,,,,
103,Nourriture Pour Enfants Spaghetti Et Boeuf,05721803,,['France'],[],[],,,,,,,?,,89.201877934272,,373 kj(89 kcal),,"2,347",,0,,"12,676",,"5,164",,"3,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Darjeeling master - 100g,3700286549299,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,0,0,100 g,,,,,,,,,,,,,,,,,,,
105,Miel de châtaignier - 500g,3760076770241,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,B,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,500 g,,,,,,,,,,,,,,,,,,,
106,Cornichons à l’aneth - 50% moins de sel,05918803,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",['France'],[],[],0.333 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,13.333333333333,-51%,56 kj(13 kcal),-48%,"0,333",+13%,0,-100%,"3,333",-3%,0,-100%,"0,333",-67%,,,,,,,,,,,,"1,125","0,45",,1.12 g,en quantité modérée,-35%,-35%,-1,-146%,A,-146%,,,,,,,,,,,
107,Cookie chocolat x4,0202186016404,,['France'],[],[],,,,,,,?,,467,,1954 kj(467 kcal),,24,,12,,55,,35,,"5,6",,,,,,,,,,,,,"0,8","0,32",,,,,,,,,,,,,,,,,,,,
108,Gelée Nature,3760058110485,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Cocktail Mojito,3479701015052,,['France'],[],[],,,,,,,?,,?,,,,?,,0,,?,,,,?,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,CURCUMA COMPLEX,0665752709597,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Knusper Müsli - 400g,4061458172165,,['France'],[],[],,,,,,,?,,443,,1854 kj(443 kcal),,15,,"5,9",,63,,16,,10,,,,,,,,,,,,,"0,74","0,296",400 g,,,,,,,,,,,,,,,,,,,
112,Pains d'épices  Mulot & PetitJean - 470g,3760129922757,,['France'],[],[],,,,,,,?,,347,,1452 kj(347 kcal),,"1,7",,"0,5",,"75,5",,"28,6",,"6,4",,,,,,,,,,,,['Mulot & Petitjean'],"0,48","0,192",470 g,,,,,,,,,,,,,,,,,,,
113,RONDS D’ANIS,3307484001453,,['France'],[],[],,,,,,,?,,408,,1707 kj(408 kcal),,12,,"1,5",,67,,22,,"6,5",,,,,,,,,,,,,"0,59","0,236",,,,,,,,,,,,,,,,,,,,
114,Chocolat en poudre,3324700056493,,['France'],[],[],,,,,,,?,,379,,1586 kj(379 kcal),,4,,"2,5",,"64,2",,"61,9",,18,,,,,,,,,,,,,"1,11","0,444",,,,,,,,,,,,,,,,,,,,
115,Cinq parfum moulu,3700871400394,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Muesli bio - 350g,11139023,,['France'],[],[],,,,,,,?,,433,,1812 kj(433 kcal),,17,,"4,8",,50,,"1,6",,13,,,['Bio'],,,,,,,,,,0,0,350 g,,,,,,,,,,,,,,,,,,,
117,Douceur africaine - rooibos aromatisé - Les Jardins de Gaïa,3582810922521,,['France'],[],[],,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,,"['Bio', 'Agriculture UE/Non UE']",,,,,,,,,['Les Jardins de Gaïa'],0,0,,,,,,,,,,,,,,,,,,,,
118,Escalope fine de poulet,2487388013972,,['France'],[],[],,,,,,,?,,12,,50 kj(12 kcal),,"1,8",,"0,5",,0,,0,,23,,,"['Nutriscore', 'Nutriscore A']","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,"0,13","0,052",,,,,,,,,,,,,,,,,,,,
119,Bûchette multicéréales,3605580001934,,['France'],[],[],,,,,,,?,,287,,1201 kj(287 kcal),,"3,3",,"0,4",,52,,"1,5",,"9,5",,,,,,,,,,,,,"1,2","0,48",,,,,,,,,,,,,,,,,,,,
120,Thé aromatisé à la menthe,8137090001135,,['France'],[],[],,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
121,Overwatch,5030917242670,,['France'],[],[],,,,,,,?,,20,,84 kj(20 kcal),,2,,2,,60,,52,,2,,,,,,,,,,,,,63,"25,2",,,,,,,,,,,,,,,,,,,,
122,Filets de poulet blanc,0253072096499,['en:Filets de Poulet'],['France'],[],[],13 g,en quantité modérée,0.4 g,en faible quantité,0 g,en faible quantité,?,,104,-12%,435 kj(104 kcal),-12%,13,+389%,"0,4",-44%,0,-100%,0,-100%,23,+1%,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,"0,11","0,044",,0.11 g,en faible quantité,-83%,-83%,-4,,A,,,,,,,,,,,,
123,Maïs pop-corn - 500g,3276350022093,,['France'],[],[],,,,,,,?,,394,,1648 kj(394 kcal),,"3,5",,"0,65",,"58,2",,"0,5",,"22,1",,,,,,,,,,,,,"0,5","0,2",500 g,,,,,,,,,,,,,,,,,,,
124,Pur jus d'orange avec pulpe,10320273,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,8.7 g,en quantité élevée,?,,38,-12%,159 kj(38 kcal),-13%,"0,5",+184%,"0,1",+289%,"8,7",-10%,"8,7",-5%,"0,7",+11%,D,"['Nutriscore', 'Nutriscore C']",,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,,,,,,,,,
125,Chips Bio Panais & Oignon -,3770016021012,,['France'],[],[],,,,,,,?,,377,,1577 kj(377 kcal),,3,,"0,7",,73,,"5,4",,"9,2",,,"['Bio', 'Nutriscore', 'Nutriscore A']",,,,,,,,,,"0,77","0,308",,,,,,,,,,,,,,,,,,,,
126,Filet de poulet l extra tendre,0217609037850,['en:Filets de Poulet'],['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Cranberry Mix - 150g,98597475,,['France'],[],[],,,,,,,?,,562,,2351 kj(562 kcal),,"38,9",,"4,6",,"35,5",,"25,2",,"13,8",,,,,,,,,,,,,,,150 g,,,,,,,,,,,,,,,,,,,
128,Chips Bio Pois cassés & Panais -,3770016021029,,['France'],[],[],,,,,,,?,,367,,1536 kj(367 kcal),,"2,4",,"0,5",,71,,"5,2",,13,,,"['Bio', 'Nutriscore', 'Nutriscore A']",,,,,,,,,,"0,57","0,228",,,,,,,,,,,,,,,,,,,,
129,PAIN CHOCO TERROIRS,0219442023618,,['France'],[],[],,,,,,,?,,439.79998779297,,1840 kj(439 kcal),,24,,15,,47,,16,,"8,8",,,,,,,,,,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,
130,Cake Breton pur beurre aux pépites de chocolat,2006806003502,,['France'],[],[],,,,,,,?,,447,,1870 kj(447 kcal),,"21,5",,"13,9",,"58,9",,"32,5",,"5,9",,,,,,,,,,,,,"0,99","0,396",,,,,,,,,,,,,,,,,,,,
131,Chocolat noir,3770013837272,,['France'],[],[],,,,,,,?,,594,,2485 kj(594 kcal),,46,,30,,31,,26,,"8,5",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Donuts sucré,3350033041806,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,B,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,,,,,,,,,,
133,Thé matcha culinaire 50g,3760289090129,,['France'],[],[],,,,,,,?,,5,,21 kj(5 kcal),,"0,035",,"0,01",,"0,6",,"0,05",,"0,29",,,,,,,,,,,,,"0,15","0,06",,,,,,,,,,,,,,,,,,,,
134,Les confitures d'amatxi et,3351690000366,,['France'],[],[],,,,,,,?,,256,,1071 kj(256 kcal),,"0,4",,"0,07",,58,,55,,"0,7",,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
135,Maïs - Avril,3435649856454,,['France'],[],[],,,,,,,?,,77,,322 kj(77 kcal),,"1,7",,"0,3",,12,,"5,5",,"2,6",,,,,,,,,,,,['Avril'],"0,45","0,18",,,,,,,,,,,,,,,,,,,,
136,Porc côte échine,3547448743795,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Cuisses de poulet,0213312030317,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,?,,198,+4%,828 kj(198 kcal),+3%,14,+13%,"3,5",+4%,0,-100%,0,-100%,18,-2%,D,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"0,18","0,072",,0.18 g,en faible quantité,-76%,-76%,0,-100%,B,-100%,,,,,,,,,,,
138,"Tomme De La Venoge Au Poivre 100 Gr, 2 Pièces",7610556000473,,['France'],[],[],,,,,,,?,,335,,1402 kj(335 kcal),,21,,16,,0,,0,,19,,,,,,,,,,,,,"1,2","0,48",,,,,,,,,,,,,,,,,,,,
139,Olio extravergine di olivia,8007736105506,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,?,,822,-4%,3439 kj(822 kcal),-4%,92,-4%,14,0%,0,,0,,0,,D,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,0,0,,0 g,en faible quantité,-100%,-100%,6,-2%,C,-2%,,,,,,,,,,,
140,pain au chocolat pur beurre,0206045004595,,['France'],[],[],,,,,,,?,,324,,1356 kj(324 kcal),,19,,12,,33,,"9,9",,"5,5",,,,,,,,,,,,,"0,7","0,28",,,,,,,,,,,,,,,,,,,,
141,Brisure de Riz parfumé cassé une fois - 2kg,3700952000796,,['France'],[],[],,,,,,,?,,349,,1460 kj(349 kcal),,"0,62",,"0,16",,76,,"0,01",,"6,8",,,,,,,,,,,,,,,2 kg,,,,,,,,,,,,,,,,,,,
142,Saucisson de cheval,0264260016335,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,
143,Extra barre genereuse - Kellogg's,53236647,,['France'],[],[],,,,,,,?,,510,,2134 kj(510 kcal),,33,,7,,35,,18,,15,,,,,,,,,,,,"[""Kellogg's""]","0,35","0,14",,,,,,,,,,,,,,,,,,,,
144,Purée fine de Butternut aux châtaignes - La Table d'Antan,3280950006629,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,"[""La Table d'Antan""]",,,,,,,,,,,,,,,,,,,,,,
145,Pattes d’ours,2635134015095,,['France'],[],[],,,,,,,?,,400,,1674 kj(400 kcal),,20,,13,,48,,15,,"6,9",,,,,,,,,,,,,"1,4","0,56",,,,,,,,,,,,,,,,,,,,
146,Sauce goutmet crème ciboulette - Amora,8711200088485,,['France'],[],[],,,,,,,?,,393,,1644 kj(393 kcal),,40,,"6,1",,"5,1",,"2,5",,1,,,,,,,,,,,,['Amora'],"1,7","0,68",,,,,,,,,,,,,,,,,,,,
147,Oreilles de cochon cuites au bouillon,79201759,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Papaye lamelle deshydratée,2600432010950,,['France'],[],[],,,,,,,?,,342,,1431 kj(342 kcal),,0,,0,,85,,76,,0,,,,,,,,,,,,,"0,55","0,22",,,,,,,,,,,,,,,,,,,,
149,Spécialité de coco cubes,2600254012330,,['France'],[],[],,,,,,,?,,450,,1883 kj(450 kcal),,"18,8",,"17,3",,"63,6",,"38,8",,"3,4",,,,,,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
150,0858908003063,0858908003063,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Jambon,2619000011787,,['France'],[],[],,,,,,,?,,124,,519 kj(124 kcal),,"2,7",,"1,8",,"0,7",,"0,7",,22,,,,,,,,,,,,,"1,9","0,76",,,,,,,,,,,,,,,,,,,,
152,Tomme de savoie,2246313039032,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme de Savoie']",['France'],[],[],,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,C,"['Bio', 'Bio européen', 'AB Agriculture Biologique']","['FR 35.207.070 CE', 'Noyal-sur-Vilaine (Ille-et-Vilaine, France)']",84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,0,0,,0 g,en faible quantité,-100%,-100%,,,,,,,,,,,,,,,
153,"Kind érable, Pacanes Et Sel De Mer",0602652170959,,['France'],[],[],,,,,,,?,,525,,2197 kj(525 kcal),,"42,5",,"3,75",,35,,"12,5",,"12,5",,,,,,,,,,,,['Kind'],"0,875","0,35",,,,,,,,,,,,,,,,,,,,
154,Tripes au piment d'Espelette,2204472037986,,['France'],[],[],,,,,,,?,,104,,435 kj(104 kcal),,"4,8",,"1,9",,1,,"0,1",,"14,2",,,,"['FR 33.036.007 CE', 'Bazas (Gironde, France)']",,,,,,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,
155,Croccantino,8029044101698,,['France'],[],[],,,,,,,?,,485,,2029 kj(485 kcal),,22,,4,,58,,54,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Chocolat Noir origine Ouganda - 200g,3770004548163,,['France'],[],[],,,,,,,?,,589,,2464 kj(589 kcal),,47,,29,,25,,20,,8,,,,,,,,,,,,,10,4,200 g,,,,,,,,,,,,,,,,,,,
157,Need’s,3525722026406,,['France'],[],[],,,,,,,?,,7,,29 kj(7 kcal),,2,,0,,"1,4",,0,,"0,1",,,,,,,,,,,,,"0,59","0,236",,,,,,,,,,,,,,,,,,,,
158,Miel d'acacia,3263620200367,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,B,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,
159,Muffin crumble myrtille,3523680323247,,['France'],[],[],,,,,,,?,,393,,1644 kj(393 kcal),,"22,2",,"3,3",,"42,5",,18,,"5,2",,,,,,,,,,,,,"0,707","0,283",,,,,,,,,,,,,,,,,,,,
160,Special Tex Mex - Bedros,3580283040759,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,['Bedros'],,,,,,,,,,,,,,,,,,,,,,
161,Pere Dodu les escalopes gourmandes poulet,2447040031751,,['France'],[],[],,,,,,,?,,113,,473 kj(113 kcal),,"2,3",,"0,7",,"0,1",,"0,1",,"2,3",,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
162,Pizza jambon-mozzarella,3033124722906,,['France'],[],[],,,,,,,?,,203,,849 kj(203 kcal),,"6,5",,"2,9",,24,,"3,4",,11,,,,,,,,,,,,,"1,9","0,76",,,,,,,,,,,,,,,,,,,,
163,Filet de Merlan,0290405013327,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Farine de blé T80,3760274680991,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T80']",['France'],[],[],1.18 g,en faible quantité,0.16 g,en faible quantité,1.77 g,en faible quantité,?,,355,+10%,1485 kj(355 kcal),+10%,"1,18",-4%,"0,16",-3%,"73,2",+8%,"1,77",+13%,"11,4",+11%,B,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,,,,,,,,,,,,,
165,Biscuits apéritifs ail des ours,3770008919730,,['France'],[],[],,,,,,,?,,248,,1038 kj(248 kcal),,"1,85",,"1,14",,48,,2,,"8,8",,,"['Sans arômes artificiels', 'Sans conservateurs']",,,,,,,,,,3,"1,2",,,,,,,,,,,,,,,,,,,,
166,Amamdes decortiquées,2600112041465,,['France'],[],[],,,,,,,?,,645,,2699 kj(645 kcal),,"49,9",,"3,8",,"21,5",,2,,"21,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Greek Honey Taygetos Mountain From Pine,5200120480149,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Organic vegan pesto,0000005014,,['France'],[],[],,,,,,,?,,657,,2749 kj(657 kcal),,"64,6",,10,,"12,2",,1,,"5,8",,,,,,,,,,,,,"2,4","0,96",,,,,,,,,,,,,,,,,,,,
169,Pomme seché - 90g,2760206622052,,['France'],[],[],,,,,,,?,,346,,1448 kj(346 kcal),,"1,1",,"0,3",,73,,73,,2,,,,,,,,,,,,,,,90 g,,,,,,,,,,,,,,,,,,,
170,Concombre bio,3700323892562,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Rochers chocolat Noir fondant - Le Comptoir de Mathilde - 150g,3700961308166,,['France'],[],[],,,,,,,?,,499,,2088 kj(499 kcal),,26,,16,,49,,33,,8,,,,,,,,,,,,['Le Comptoir de Mathilde'],"0,28","0,112",150 g,,,,,,,,,,,,,,,,,,,
