,name,bar_code,eco_score,brand,categories,traceability_code,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,manufacturing,labels,markets,link,generic_name,palm_ingredients,producer_info,brand_owner
998,Salade mélangée - Top Budget - 250g,3410280026145,B,"['Top Budget', 'intermarché']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Salades', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Salades vertes', 'Melanges-de-salades']","['EMB 29259D', 'Saint-Pol-de-Léon (Finistère, France)', 'EMB 71270L', 'Mâcon (Saône-et-Loire, France)', 'EMB 662121', 'Torreilles (Pyrénées-Orientales, France)']",['France'],"['pain de sucre ', 'mini 40%', 'chicorée rouge ', 'mini 4%', 'frisée ', 'mini 4%', 'iceberg ', 'mini 4%']",,,['Sans huile de palme'],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,250 g,"['sachet plastique jetable', 'sous atmosphère protectrice']","['Italie', 'Espagne']","['A = via artigianale 49', '25025 manerbio (bs) Italie ; B = ctra. corella', 'km 3', '31500 tudela', 'navarra', 'Espagne']","['Fabriqué en France', 'Sans conservateurs']",['Intermarché'],,Mélange de feuilles de salades prêtes à l'emploi,,,
999,"Top Budget, Avocat, le filet de 3 pieces",3410280055367,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Carrelet d'Estuaire - 75cl,3412911020461,B,"[""Carrelet d'Estuaire""]","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Vins rosés']",,['France'],"['Vin rosé Bordeaux', ' Contient des sulfites']",,['Anhydride sulfureux et sulfites'],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,75 cl,"['Bouteille', 'Verre']",['France'],['France'],"['Concours général agricole', 'Déconseillé aux femmes enceintes', ""Médaille d'or du Concours général agricole"", ""Médaille d'or du concours général agricole 2017""]",,,,,,
1001,Mélange salade basilic persil oignon - Senfas,3412940200506,,['Senfas'],,,['France'],"['graines de sésame graines de tournesol*', 'sel de mer non raffiné', 'basilic* ', '1,4%', 'oignons* ', '1,4%', 'persil* ', '1%', "" *Ingrédient issu de l'agriculture biologique""]",,,[],,,,,,,,,,?,,517,,2163 kj(517 kcal),,"47,1",,5,,"12,1",,1,,17,,"4,925",,"1,97",,,,,,,,,,,,,,,,,['Bio'],,,,,,
1002,Yaourt bio vanille - Ferme Collet - 500g (4x125g),3413160013297,,['Ferme Collet'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts vanille']",,['France'],"['Lait de montagne entier pasteurisé* ', 'origine: France', ' 88%', 'sucre de canne* 6,9% ', 'poudre de lait écrémé*', 'arôme naturel de vanille 0,5%', 'ferments lactiques', 'gousses de vanille épuisées 0,03%', "" *Ingrédients issus de l'agriculture biologique""]",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,3.1 g,en quantité modérée,2 g,en quantité modérée,13.4 g,en quantité élevée,0.2 g,en faible quantité,?,,99,+2%,414 kj(99 kcal),+2%,"3,1",-12%,2,-11%,"13,5",+13%,"13,4",+21%,"4,2",+10%,"0,2",+85%,"0,08",+85%,2,-26%,B,-26%,,,,,,,,500g (4x125g),"['Carton', 'Frais', 'Plastique']",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,avec la vanille toutes les gousses sont dans la nature,,,
1003,Vanilla - Crème glacée à la vanille - Häagen-Dazs - 500ml,3415581101812,B,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la vanille']","['FR 62.817.030 CE', 'Tilloy-lès-Mofflaines (Pas-de-Calais, France)']","['Belgique', 'France', 'Suisse']","['Crème fraîche', 'lait écrémé concentré', 'sucre', ""jaune d'oeuf"", 'arôme naturel de vanille']",,"['Œufs', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,16.9 g,en quantité modérée,10.2 g,en quantité élevée,19.6 g,en quantité élevée,0.16 g,en faible quantité,?,,249,+20%,1042 kj(249 kcal),+19%,"16,9",+66%,"10,2",+52%,"19,9",-22%,"19,6",-8%,"4,3",+36%,"0,16",+19%,"0,064",+19%,17,+43%,D,+43%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,500 ml,"['Plastique', 'Surgelé']",,['France'],,"['Magasins U', 'Delhaize']",,Crème glacée vanille,,,
1004,4 Minipots de glace - Macadamia Nut Brittle - Häagen-Dazs - 100g x 4,3415581569018,B,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,['France'],"['Crème glacée à la vanille avec confiseries aux noix de macadamia caramélisées ', '10%', ': crème fraîche', 'lait concentré écrémé', 'sucre', ""jaune 'd'oeuf"", 'sirop de glucose', 'noix de macadamia', 'huile végétale', 'beurre arôme naturel de vanille', 'poudre à lever: bicarbonate de sodium', 'sel']",['E500ii - Carbonate acide de sodium'],"['Œufs', 'Fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,17.3 g,en quantité modérée,10.4 g,en quantité élevée,24.9 g,en quantité élevée,0.2 g,en faible quantité,?,,273,+17%,1142 kj(273 kcal),+17%,"17,3",+48%,"10,4",+37%,"25,2",-10%,"24,9",+6%,4,+27%,"0,2",+33%,"0,08",+33%,18,+34%,D,+34%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,100g x 4,,,,['Fabriqué en France'],['Magasins U'],,,,,
1005,Brioche au blé khorasan - L’Angélus,3419390405529,,['L’Angélus'],,,['France'],"['oeufs*', 'farine de blé* ', '20%', 'farine de khorasan* ', '20%', '10%', ' ', 'lait*', 'sucre de canne blond* ', 'levain* ', 'farine de ', 'eau', 'levure* ', 'sel marin fin', 'levure* ', 'rhum* ', 'sel marin fin', ""qluten de * 100% des ingrédients d'origine agricole sont issus de llagriculture biologique"", ' Traces possibles de graines de sésane', 'sulfites']",,"['Œufs', 'Gluten', 'Lait']",['Non végétalien'],,,,,,,,,,?,,326,,1364 kj(326 kcal),,12,,"7,4",,42,,13,,11,,"1,3",,"0,52",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,
1006,Cuba lover - French by nature - 308g / 450ml,3428420019940,B,['French by nature'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets']",,['France'],"['Sorbet au rhum ', '83,9%', ': eau', 'sucre de canne rhum 7 glucose déshydraté', 'jus de citron*', ""purée de citron vert'"", 'poudre de LA stabilisants: gomme guar - farine de graines de caroube - carraghénanes', ""blanc d'oeuf'"", 'arome naturel de menthe', ' Sauce à la fraise* ', '15,4%', ' purée de fraise 7', '7%', 'Sucre de canne', 'eau', 'amidon de mais', 'jus de citron concentre Inclusions menthe']","['E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Œufs'],['Non végétalien'],4,5 g,en quantité modérée,1 g,en faible quantité,24 g,en quantité élevée,4 g,en quantité élevée,?,,135,+11%,565 kj(135 kcal),+11%,5,+1648%,1,+985%,28,-2%,24,-1%,8,+1658%,4,+13233%,"1,6",+13233%,16,+204%,D,+204%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,308g / 450 ml,['Pot'],['France'],,"['Bio', 'Sans colorants', 'Sans conservateurs']",,,,,,
1007,Miel selection oranger - Savimiel,3429960040098,B,['Savimiel'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'agrumes"", ""Miels d'oranger""]",,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,['Espagne'],,,,,,,,
1008,Apéro-Party - Saveol - 1kg,3435535000879,,['Saveol'],,['FSC-C089432'],['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,1kg,,,,,,,,,,
1009,Beefburgers Épicés - Oriental Viandes - 800g (8 * 100g),3436590010100,,['Oriental Viandes'],"['Viandes', 'Surgelés', 'Bœuf', 'Viandes surgelées', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande surgelées', 'Préparations de viande hachée', 'Préparations de viande hachées surgelées', 'Préparations de viande bovine hachée', 'Préparations de viande bovine hachée surgelées']",,['France'],"['Viande de bœuf halal hachée 51% ', 'viande de bœuf halal hachée 40 % - gras de bœuf halal 11 %', 'protéines végétales réhydratées 30% ', 'SOJA', 'BLÉ,', ' eau', 'fibres végétales de bambou', 'sel', 'arômes', 'chapelure ', 'GLUTEN', 'épices 1 %', 'arômes naturels', 'plantes aromatiques']",,"['Gluten', 'Soja']",[],4,20 g,en quantité modérée,9 g,en quantité élevée,2 g,en faible quantité,1.2 g,en quantité modérée,?,,239,+12%,1000 kj(239 kcal),+10%,20,+24%,9,+26%,"3,2",+16%,2,+127%,"11,6",-21%,"1,2",+31%,"0,48",+31%,15,+36%,D,+36%,,,,,,,,800 g (8 * 100 g),"['Carton', 'boîte', 'surgelé', 'Plastique']",,['France'],"['Halal', 'Point Vert', 'Fabriqué en France', ""Contrôle de la mosquée d'Évry-Courcouronnes""]",,,"Préparation à 51% de viande hachée de bœuf halal avec protéines végétales, assaisonnée.",,,
1010,Chiffonade de boeuf seché - Oriental Viandes - 80g,3436598134549,,['Oriental Viandes'],,,['France'],[],,,[],,,,,,,,,,?,,174,,728 kj(174 kcal),,"3,3",,"1,6",,"0,9",,0,,"35,9",,"4,7",,"1,88",,,,,,,,,,,,,80 g,,,,['Halal'],,,,,,
1011,Sirop de Fraise de Carpentras - Les Sens Du Terroir,3437340056553,B,['Les Sens Du Terroir'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise', 'Boissons avec sucre ajouté']",,['France'],"['sucre de canne ', '57%', 'eau', 'jus de fruits à base de concentres 22% ', 'fraise de Carpentras 10% - fraise - sureau', 'acidifiant : citrique', 'arôme naturel', 'conservateur : sorbate de potassium']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,[],4,,,,,,,,,?,,303,+13%,1268 kj(303 kcal),+11%,"0,1",+0%,"0,1",+322%,"75,8",+8%,"75,8",+11%,"0,1",-1%,"0,1",+506%,"0,04",+506%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,['Bio'],,,,,,
1012,Nectar de 13 fruits - ARO - 1l,3439495410075,C,['ARO'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']","['EMB 36229', 'Varennes-sur-Fouzon (Indre, France)', 'EMB 36229B', 'Varennes-sur-Fouzon (Indre, France)', 'EMB 45273D', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",['France'],[],,,[],,0.5 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,188,+5%,44,+5%,188 kj(44 kcal),+7%,"0,5",+159%,0,-100%,11,+10%,10,+5%,"0,5",+60%,"< 0,01",+4%,"0,004",+4%,14,+31%,E,+31%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1 l,"['Brique', 'Carton']",,,"['en:FSC', 'FSC Mix']",['Metro'],,,,,
1013,Crème fluide entière - Rochambeau - 20cl,3439497018965,C,['Rochambeau'],"['Produits laitiers', 'Crèmes', 'Crème de lait semi-épaisse', 'Crèmes UHT', 'Crèmes liquides', 'Crème fluide']",,['France'],"['Crème de lait', 'protéines de lait', 'stabilisants : carraghénanes']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,30 g,en quantité élevée,19 g,en quantité élevée,3.2 g,en faible quantité,0.08 g,en faible quantité,?,,293,+25%,1226 kj(293 kcal),+29%,30,+35%,19,+28%,"3,2",-27%,"3,2",-12%,"2,5",0%,"0,08",-19%,"0,032",-19%,13,+17%,D,+17%,68.3%,19.8%,4.5%,4.0%,2.6%,0.7%,70,20 cl,['Briquette'],,['France'],['Fabriqué en France'],['Metro'],,,,,
1014,Crevettes bio - Nature Océan - 100g,3444940003146,C,['Nature Océan'],"['Produits de la mer', 'Crustacés', 'Crevettes']",['NL 6136 EG'],['France'],"[""Crevettes cuites décortiquées issues de l'Agriculture Biologique CREVETTES « Penaeus vannamei » élevées en Equateur sel"", 'vinaigre ', 'acidifiant : E331']",['E331 - Citrates de sodium'],['Crustacés'],[],1,0.6 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,1.27 g,en quantité modérée,362,-10%,85,-20%,362 kj(85 kcal),-18%,"0,6",-73%,"0,2",-56%,0,-100%,0,-100%,20,+10%,"1,275",-13%,"0,51",-13%,1,-60%,B,-60%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,100 g,,['Équateur'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'NL-BIO-01']",,,,,,
1015,Miel des charentes - Les Compagnons du Miel - 375g,3445731106015,B,['Les Compagnons du Miel'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,"['France', 'Suisse']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,375 g,,"['France', 'Charentes']",,,,,,,,
1016,Pur jus de pomme - Pur Jus Pomme,3448550000410,,['Pur Jus Pomme'],['Boissons'],,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,10.2 g,en quantité élevée,0.01 g,en faible quantité,?,,45,-20%,188 kj(45 kcal),-22%,0,-100%,0,-100%,"10,5",-7%,"10,2",+8%,0,-100%,"0,01",-76%,"0,004",-76%,14,+83%,E,+83%,,,,,,,,,,,,['Bio'],,,,,,
1017,"Pave au poivre, le paquet de 5 tranches",3449849548002,,,,,['France'],[],,,[],,,,,,,,,,?,,388,,1623 kj(388 kcal),,32,,13,,"2,1",,"1,6",,23,,"4,2",,"1,68",,,,,,,,,,,,,,,,,,,,,,,
1018,Fonds D'artichauds - Olabe,3450120002366,,['Olabe'],,,['France'],[],,,[],,,,,,,,,,?,,37,,155 kj(37 kcal),,"0,1",,0,,"7,5",,2,,"1,4",,"0,32",,"0,128",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,
1019,Olives Noires - La Ciota,3450120007361,B,['La Ciota'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires']",,['France'],[],,,[],,14.5 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,,132,-49%,552 kj(132 kcal),-49%,"14,5",-43%,"2,2",-35%,"4,9",+54%,"0,5",+23%,"1,1",-24%,"1,9",-55%,"0,76",-55%,7,-46%,C,-46%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,,
1020,Saint agaune,3450160007185,,['Saint Agaûne'],,,['France'],[],,,[],,,,,,,,,,?,,294,,1230 kj(294 kcal),,"13,2",,"4,7",,"3,4",,"2,1",,"40,3",,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,
1021,Yaourts aux fruits - Eco+,3450970000192,,['Eco+'],,,['France'],"['Yaourt brassé', 'sucré', 'aux fruits : fraise ou pêche', 'ou abricot ou fruits des bois FR INGRÉDIENTS Lait partiellement écrémé ', 'origine : France', ' ', ' sucre 7,9% ', ' morceaux et purées de fruits 6% ', 'fraise ou pêche ou abricot ou fruits des bois ', 'sureau', 'mûre', 'myrtille', ' ', ' protéines de lait ', ' sirop de glucose-fructose ', ' amidon modifié de tapioca ', ' arômes ', ' épaississants : E412', 'E440', 'E410 ', ' ferments lactiques ', ' conservateur des fruits : E202 ', ' colorants : El 20', 'El 60c', ' CONSERVATION Conservation : +60C max', "" À consommer jusqu'au : voir sur le dessus de l'emballage""]","['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E440 - Pectines', 'E410 - Gomme de caroube', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],['Non végétalien'],4,,,,,,,,,?,,342,,1431 kj(342 kcal),,"0,9",,"0,5",,14,,13,,"4,1",,"0,125",,"0,05",,,,,,,,,,,,,,,,,,,,,,,
1022,Graines De Tournesol Bio - Jardin Bio,3456300004373,C,['Jardin Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,['France'],"[""graines de tournesol issues de l'agricv!ture biologique"", ' aces possibles de se gluten', 'soja', 'moutarde', 'et a coques']",,"['Moutarde', 'Soja']","['Non végétalien', 'Non végétarien']",1,49 g,en quantité élevée,5.7 g,en quantité élevée,2.9 g,en faible quantité,0 g,en faible quantité,?,,590,+3%,2469 kj(590 kcal),+3%,49,+7%,"5,7",+15%,12,-10%,"2,9",+20%,22,0%,0,-100%,0,-100%,7,-47%,C,-47%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,
1023,Happy détox - Karéléa - 7x 10g,3456300008234,,['Karéléa'],['Compléments alimentaires'],,['France'],"['Légumes déshydratés 29,8% [légumes verts 9% ', 'poireau* 4,5 %', 'épinard* 4,5%', 'oignon*', 'carotte* 6,5 %', 'potimarron* 4,7%', 'carotte* en morceaux', 'oignon* en morceaux] - maltodextrine* - poudre de pois décortiqué précuit ', 'gluten', 'épices*', 'aromates* ', 'coriandre*', 'persil en flocon 2,5%', 'curcuma*', 'cumin* 1,1%', 'poivre noir*', 'basilic* en flocon 0,25 %', ' - amidon de maïs sel - épaississant: gomme de guar - concentré de riz*', ""\r*Ingrédient issu de l'agriculture biologique""]",['E412 - Gomme de guar'],['Gluten'],[],4,3.3 g,en quantité modérée,0 g,en faible quantité,9.3 g,en quantité modérée,8.4 g,en quantité élevée,1329,+3%,?,,1329 kj(318 kcal),+10%,"3,3",-48%,0,-100%,56,+193%,"9,3",+31%,7,-80%,"8,4",+1414%,"3,36",+1414%,10,+52%,C,+52%,,,,,,,,7 x 10 g,['Sachets en boite cartonnée'],,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,BOUILLON INSTANTANÉ AUX LÉGUMES ET PLANTES BIO,,,
1024,Crème Dessert Au Chocolat Bio - Nova,3456776725345,,['Nova'],,,['France'],"['terne dessert au diocogtaulait Ingrédients sucre de cannes', 'cacao matgte en amidontt chôcolatau LAIT 2E ', 'sucre de canne', 'beurre de LAIT enfreie', 'pâte de cacao', 'épaississaot : E407 poudre de LAIT ecrérnéû', 'Peut contenir des traces de soja', ' Ingrédients Issus de jagtKultute biologique', ' Bevat : MELK Kan sporen van sop bevattem']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],[],4,,,,,,,,,?,,138,,577 kj(138 kcal),,"4,1",,"2,5",,"21,7",,"19,3",,"3,1",,"0,09",,"0,036",,,,,,,,,,,,,,,,,['Bio'],,,,,,
1025,Saucisses hot dog - Isla Mondial,3459860004999,,['Isla Mondial'],"['Viandes', 'Charcuteries', 'Saucisses']","['FR 56.166.001 CE', 'Plouay (Morbihan, France)']",['France'],"['viande de bœuf ', '54%', 'eau', 'gras de bœuf', 'fécule ', '3%', 'sel', 'Protéines de sirop de glucose', 'épices et arômes', 'dextrose', 'stabilisants : di-,tri - et polyphosphates', ' acidifiants : acide citrique', 'gluconodeltalactone', 'Moutarde', 'arômes de fumée', 'colorant : extrait de paprika', 'conservateur nitrite de sodium', ' Présence éventuelle de : blé', 'lactose']","['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E575 - Glucono-delta-lactone', 'E160c - Extrait de paprika', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Lait', 'Moutarde']","['Non végétalien', 'Non végétarien']",4,20 g,en quantité modérée,8.6 g,en quantité élevée,0.7 g,en faible quantité,0.52 g,en quantité modérée,?,,251,-2%,1050 kj(251 kcal),-2%,20,-4%,"8,6",+9%,42,+2837%,"0,7",-7%,21,+39%,"0,52",-73%,"0,208",-73%,13,-26%,D,-26%,,,,,,,,,,,,"['Halal', 'A Votre Service']",,,,,,
1026,Céréales du petit déjeuner Pétales de riz et de blé complet - Latino - 375g,3460511294324,C,['Latino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,['France'],"['Riz ', '49%', 'blé complet ', '34%', 'sucre ', '14%', ""farine d'orge "", '7%', 'sel', ""extrait de malt d'orge"", 'vitamines : vitamine C', 'niacine ', 'B3', 'acide pantothénique ', 'B5', 'riboflavine ', 'B2', 'thiamine ', 'B1', 'vitamine B6', 'acide folique ', 'B9', 'vitamine B12', 'émulsifiant : E471', 'fer']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Gluten'],"[""Pourrait contenir de l'huile de palme""]",4,1.1 g,en faible quantité,0.3 g,en faible quantité,14 g,en quantité élevée,0.975 g,en quantité modérée,?,,375,-6%,1569 kj(375 kcal),-6%,"1,1",-87%,"0,3",-86%,81,+21%,14,-16%,8,-14%,"0,975",+173%,"0,39",+173%,7,+30%,C,+30%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,375 g,,,,,,,,,,
1027,Corbeille de fruits : pomme-cerise-poire-fraise-pêche-cassis - Baïko - 750g (6x 125g),3463342709319,C,['Baïko'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts sucrés', 'Yaourts sur lit de fruits']","['FR 74.016.050 CE', 'Archamps (Haute-Savoie, France)', 'EMB 74016A', 'Archamps (Haute-Savoie, France)']","['Belgique', 'France']","['CERISE : lait entier partiellement concentré ', 'origine : France', ': 82% - sucre :6,8% - cerise ', 'origine :France', ': 6,4% - amidon de mais - jus concentré de citron - arôme naturel - ferments lactiques ', 'dont lait', ' POMME : lait entier partiellement concentré ', 'origine : France] : 82% - sucre : 7,2% - pomme et purée de pomme ', 'origine : France', ' : 6,4% - amidon de mais - arôme naturel - jus concentré de citron - ferments lactiques ', 'dont lait', ' POIRE : lait entier partiellement concentré ', 'origine : France', ' : 82% - sucre : 7,1% - poire ', 'origine : France', ' : 6,4% - amidon de mais - arôme naturel - jus concentré de citron - ferments lactiques ', 'dont lait', ' CASSIS: lait entier partiellement concentré ', 'origine : France', ' : 82% - sucre :6,8% - purée de cassis ', 'origine : France', ' : 6,4% - amidon de mais - arôme naturel - ferments lactiques ', 'dont lait', ' FRAISE : lait entier partiellement concentré ', 'origine : France', ': 82% - sucre:7,3% - fraise ', 'origine : France', ' : 6,4% - amidon de mais - jus concentré de citron - arôme naturel - ferments lactiques ', 'dont lait', ' PÊCHE : Lait entier partiellement concentré ', 'origine: France', ' : 82% - sucre :7,2% - pêche ', 'origine : France', ' : 6,4% - amidon de mais - jus concentré de citron - arôme naturel - ferments lactiques ', 'dont lait']",,['Lait'],['Non végétalien'],4,2.8 g,en faible quantité,1.9 g,en quantité modérée,12 g,en quantité modérée,0.1 g,en faible quantité,377,-12%,94,-11%,377 kj(94 kcal),-13%,"2,8",-13%,"1,9",-7%,14,+4%,12,-4%,3,-39%,"0,1",-9%,"0,04",-9%,2,-12%,B,-12%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,750 g (6 x 125 g),"['Frais', 'Carton', 'Pots', 'Plastique', 'Opercule en métal', 'Etui en carton']",,"['France', 'Haute-Savoie']",,"['U', 'Leclerc', 'Magasins U']",,Yaourts sucrés sur lit de fruits et arômes,,,
1028,Steaks hachés 15% - C'est qui le Patron ?! - 4x100g,3463490001631,D,"[""C'est qui le Patron ?!"", 'La marque du consommateur']","['Viandes', 'Surgelés', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes surgelées', 'Steaks hachés', 'Steaks surgelés', 'Steaks de bœuf hachés', 'Steaks hachés surgelés', '100\xa0%muscle']","['FR 03.094.007 CE', 'Creuzier-le-Vieux (Allier, France)']",['France'],['100% viande bovine'],,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,14.1 g,en quantité modérée,5.7 g,en quantité élevée,0 g,en faible quantité,0.1 g,en faible quantité,873,+5%,210,+6%,873 kj(210 kcal),+4%,"14,1",+2%,"5,7",-5%,0,-100%,0,-100%,"20,2",+7%,"0,1",-51%,"0,04",-51%,2,-43%,B,-43%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,4x100g,"['surgelé', 'Etui en carton', 'Film en plastique']",['France'],['France'],"['Viande Française', '100% muscle', 'Viande-bovine-francaise']",['Casino'],http://lamarqueduconsommateur.com,"Steaks hachés 15 % surgelés, façon bouchère",,,
