,name,bar_code,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,allergens,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,additives,link,generic_name,producer_info,brand_owner,palm_ingredients
1252,Confiture bio rhubarbe,3500541011345,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe']","['Bio', 'en:produced-in-bretagne']",,,,['France'],[],[],,0.2 g,en faible quantité,0.01 g,en faible quantité,37.3 g,en quantité élevée,0.02 g,en faible quantité,?,,160,-28%,669 kj(160 kcal),-28%,"0,2",-10%,"0,01",-81%,"39,2",-28%,"37,3",-29%,"0,7",+52%,"0,02",+23%,"0,008",+23%,8,-14%,C,-14%,D,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
1253,Barilla Spaghetti Quadrati,8076809546584,,,['Barilla'],,,,,,['France'],[],[],,,,,,,,,,?,,359,,1502 kj(359 kcal),,2,,"0,5",,"70,9",,"3,5",,"12,8",,"0,013",,"0,005",,,,,,,,,,,,,,,,,,,,,
1254,Tahina,5285001020287,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Confiture de mures sauvages,3760212680038,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de mûres']",['Bio'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
1256,Strawberry - Da Vinci - 1L,3276188709531,1L,,['Da Vinci'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Smoothies', 'Smoothies aux fruits']",,,"['EMB 45273', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",,['France'],[],[],,0 g,en faible quantité,0 g,en faible quantité,26 g,en quantité élevée,0.03 g,en faible quantité,?,,112,+90%,469 kj(112 kcal),+90%,0,-100%,0,-100%,27,+121%,26,+143%,0,-100%,"0,03",+136%,"0,012",+136%,20,+83%,E,+83%,C,,33.4%,29.2%,13.3%,14.0%,7.9%,2.2%,60,,,,,,,
1257,Pizza Marguerite - LA PIZZA DE NICO - 455g,,455g,['pizza cuite en restaurant'],['LA PIZZA DE NICO'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage']",,['France'],,['La Pizza de Nico'],['France'],"['Pâte à pizza ', 'eau', 'farine multi-céréales', 'levure', 'sel', ""huile d'olive"", 'mozzarella ', '_lait_de vache pasteurisé', 'sel', 'ferments_lactiques_', ""enzyme coagulante d'origine microbienne"", 'sauce tomate ', 'purée de tomates', 'sel', 'origan', 'basilic', 'emmental ', '_lait_pasteurisé', 'sel', 'amidon de pommes de terre', 'culture de départ', 'présure']",['Non végétalien'],3,9.82 g,en quantité modérée,5.53 g,en quantité élevée,1.37 g,en faible quantité,1.23 g,en quantité modérée,"918,48",-8%,?,,"918,48 kj(220 kcal)",-10%,"9,82",+3%,"5,53",+11%,"21,25",-22%,"1,37",-52%,"12,17",+10%,"1,23",0%,"0,492",0%,11,+11%,D,+11%,B,"['Gluten', 'Lupin', 'Lait', 'Soja', 'Céréales']",52.9%,15.6%,6.3%,7.9%,3.6%,13.7%,84,,,https://lapizzadenico.com/restaurants/,Marguerite,,,
1258,SHORTBREAD - Biscuits anglais,5019605007944,,,,,,,,,['France'],[],[],,,,,,,,,,?,,519,,2171 kj(519 kcal),,"27,7",,"17,3",,"62,5",,"29,9",,5,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1259,Pizza Pêcheur - LA PIZZA DE NICO - 560g,,560g,['pizza cuite en restaurant'],['LA PIZZA DE NICO'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizza aux fruits de mer']",,['France'],,['La Pizza de Nico'],['France'],"['Pâte à pizza ', 'eau', 'farine multi-céréales', 'levure', 'sel', ""huile d'olive"", 'fruits de mer ', '_mollusques_22%', '_encornets géants_12%', 'anneaux de _calamars_10%', '_crevettes_6', '6%', 'sel', 'acide citrique', 'acide acétique', 'acide lactique', 'acide tartrique', 'benzoate de sodium', 'extraits végétaux', 'saccharines', 'mozzarella ', '_lait_de vache pasteurisé', 'sel', 'ferments_lactiques_', ""enzyme coagulante d'origine microbienne"", 'sauce tomate ', 'purée de tomates', 'sel', 'origan', 'basilic', 'persillade ', ""huile d'olive"", 'persil', 'ail', 'sel']","['Non végétalien', 'Non végétarien']",4,10.7 g,en quantité modérée,3.47 g,en quantité modérée,1.16 g,en faible quantité,1.38 g,en quantité modérée,866,-9%,?,,866 kj(207 kcal),-10%,"10,69",+28%,"3,47",-12%,"17,75",-34%,"1,16",-61%,"10,43",+1%,"1,38",+10%,"0,552",+10%,11,+42%,D,+42%,C,"['Crustacés', 'Gluten', 'Lupin', 'Lait', 'Mollusques', 'Soja', 'Céréales']",66.0%,11.0%,4.2%,7.2%,2.4%,9.2%,67,,"['E330 - Acide citrique', 'E260 - Acide acétique', 'E270 - Acide lactique', 'E334 - Acide L-tartrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E954 - Saccharine et ses sels']",https://lapizzadenico.com/restaurants/,Pêcheur,,,
1260,Pâte à Tartiner (Amandes et Noisettes),3760279391021,,,,,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Hachis parmentier - 300g,3264295302271,300 g,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Hachis parmentier']","['Viande Française', 'Viande-bovine-francaise']",,"['EMB 22182', ""Plélo (Côtes-d'Armor, France)""]",,['France'],[],[],,6.5 g,en quantité modérée,3.1 g,en quantité modérée,2.5 g,en faible quantité,0.69 g,en quantité modérée,?,,128,+2%,536 kj(128 kcal),+3%,"6,5",+6%,"3,1",+7%,"10,6",+6%,"2,5",+55%,"6,2",0%,"0,69",-5%,"0,276",-5%,4,+38%,C,+38%,E,,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,,,,,,,
1262,Actimel Original Drink 8X100G - Danone,5099417010691,,,['Danone'],,,,,,['France'],[],[],,,,,,,,,,?,,73,,305 kj(73 kcal),,"1,6",,1,,11,,11,,3,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
1263,Ail - Cora,3257981230439,,,['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Ail']",,,"['EMB 82103A', 'Marignac (Tarn-et-Garonne, France)']",,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,,,,,,,
1264,Cheese balls - 800g,3760020821708,800 g,,,,['en:palm-oil-free'],,,,['France'],[],['Sans huile de palme'],,,,,,,,,,?,,525,,2197 kj(525 kcal),,29,,"3,1",,59,,"6,1",,"5,2",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,
1265,Mini tablette,3439495205398,,,,,,,,,['France'],[],[],,,,,,,,,,?,,558,,2335 kj(558 kcal),,41,,24,,35,,32,,"8,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
1266,Tarte aux quetsches -,3021990098126,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Café kawa café - Top Budget,3410280128498,,,['Top Budget'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Eau Florale Fleurs D'Oranger - 200 ML - Eolesens,3760046253231,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Sauce de soja pâtes,6909689300057,,,,,,,,,['France'],[],[],,,,,,,,,,?,,170,,711 kj(170 kcal),,0,,0,,33,,0,,"8,6",,38,,"15,2",,,,,,,,,,,,,,,,,,,,,
1270,Coquille St Jacques - Toupargel,3512030028307,,,['Toupargel'],,,,,,['France'],[],[],,,,,,,,,,?,,111,,464 kj(111 kcal),,5,,"3,4",,"6,1",,"0,7",,"9,7",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,
1271,Danone,1033097460364,,,['Danone'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Tentation de poires et de pain d'epices,3598960037206,,,,,,,"['EMB 46259', 'Saint-Clair (Lot, France)']",,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1273,QUIN BITE COCO CHOCO,3800232731997,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,,?,,423,,1770 kj(423 kcal),,25,,20,,42,,39,,"3,6",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,
1274,Filets de poulet jaune - Père dodu - 314g,0212549019553,314g,,['Père dodu'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
1275,Italienne - Ducros - 170,3166291547086,170,,['Ducros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,,,
1276,"Cumin Moulu ""Les Domaines Des Oliviers""",8413808000486,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Rillettes d'oie,3296410002650,,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', ""Rillettes d'oie""]",,,,,['France'],[],[],,49 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,509,+27%,2130 kj(509 kcal),+28%,49,+33%,16,+34%,"0,5",+42%,"0,5",+120%,17,+7%,"1,7",+31%,"0,68",+31%,23,+19%,E,+19%,D,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,
1278,Lemon poppy seed,7071864010729,,,,,,,,,['France'],[],[],,,,,,,,,,?,,380,,1590 kj(380 kcal),,"19,3",,"2,3",,"41,5",,"24,5",,"5,2",,"0,79",,"0,316",,,,,,,,,,,,,,,,,,,,,
1279,Galettes butternut et patate douce - Sud'n'sol,3585510026209,,,"[""Sud'n'sol""]",,"['en:gluten-free', 'Sans conservateurs']",,,,['France'],[],[],,,,,,,,,,?,,144,,602 kj(144 kcal),,5,,"1,3",,13,,"3,3",,10,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1280,Oat so simple golden syrup flavour - Quaker,5000108244356,,,['Quaker'],,,,,,['France'],[],[],,,,,,,,,,?,,376,,1573 kj(376 kcal),,"6,5",,"1,1",,"66,6",,"21,5",,"8,4",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,
1281,Bubblegum,5011061134905,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Limonade d'Antan,3323565400014,,,,,,,,,['France'],[],[],,,,,,,,,,?,,38,,159 kj(38 kcal),,"0,1",,"0,1",,"8,6",,"8,6",,"0,01",,0,,0,,,,,,,,,,,,,,,,,,,,,
1283,Cashew Macchiato,4058172217531,,,,,,,,,['France'],[],[],,,,,,,,,,?,,46,,192 kj(46 kcal),,"2,3",,"0,5",,"4,8",,"4,5",,1,,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,
1284,Duo melon pastèque - 250g,3700758500971,250 g,['Barquette'],,,"['Sans additifs', 'Sans conservateurs']",,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Nusco protein - Brinkers,8710573421844,,,['Brinkers'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",['en:gluten-free'],,,,['France'],"['Rapsöl', 'Molkenprotein', 'Sülßungsmittel: Maltit', ' Erythrit', ' Isomalt', ' Sucralose', 'Haselnusskerne 8%', 'stark entöltes Kakaopulver 6,4%', 'Haselnuss-Stückchen 5%', 'Emulgator: Lecithine ', 'Sonnenblumen', 'Bourbon Vanilleextrakt', 'Salfett', 'Füllstoff: Polydextrose', ' Chicoréefasem Maisfasern', 'Kann Spuren von anderen Schalenfrüchten Soja und Lupinen enthalten', ' Enthält von Natur aus Zucker']",['Non végétalien'],4,44 g,en quantité élevée,6.2 g,en quantité élevée,0.8 g,en faible quantité,0.16 g,en faible quantité,?,,588,+7%,2460 kj(588 kcal),+7%,44,+28%,"6,2",-19%,23,-55%,"0,8",-98%,22,+217%,"0,16",+54%,"0,064",+54%,13,-37%,D,-37%,D,"['Lait', 'Fruits à coque']",82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,"['E965 - Maltitol', 'E968 - Érythritol', 'E953 - Isomalt', 'E955 - Sucralose', 'E322 - Lécithines', 'E1200 - Polydextrose']",,,,,
1286,Jus de pomme framboise,3760158690221,,,,,"['Sans colorants', 'Sans sucre ajouté']",,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1287,Tartine croustillante sarrasin - Schär - 125g,10250563,125 g,,['Schär'],,"['en:gluten-free', 'Sans sucre ajouté']",,,,['France'],[],[],,,,,,,,,,?,,365,,1527 kj(365 kcal),,"1,8",,"0,4",,76,,0,,"8,1",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1288,Rio Tropical,5010437000677,,['aluminium-can'],,,,,,,['France'],[],[],,,,,,,,,,?,,44,,184 kj(44 kcal),,0,,0,,"10,6",,"10,6",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
1289,Olives vertes denoyautées,3760061027213,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",,,,,['France'],[],[],,18 g,en quantité modérée,3.6 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,?,,172,+7%,720 kj(172 kcal),+8%,18,+14%,"3,6",+43%,0,-100%,0,-100%,1,-7%,3,-11%,"1,2",-11%,15,+29%,D,+29%,B,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,
1290,Venere al profumo di mare - Gallo,8001420009187,,,['Gallo'],,,,,,['France'],[],[],,,,,,,,,,?,,356,,1490 kj(356 kcal),,"2,9",,"0,8",,"71,3",,"2,5",,"8,9",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,
1291,Spécialité au soja au citron - Leader Price - 400g,3263859667115,400g,['4x 100g'],['Leader Price'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts végétaliens', 'Produits végétaux fermentés', 'Yaourts végétaux', 'Yaourts au soja', 'Yaourts de soja aux fruits', 'Yaourts']",,,"['EMB 35164C', 'Marcillé-Raoul (Ille-et-Vilaine, France)']",['Leader Price'],['France'],"['Jus de soja 76% ', 'eau - graines de soja 6,6%', ' - sucre 10% - citron 9,5%-amidon de mais - phosphates de calcium - amidon transformé de mais épaississants pectines', 'gomme guar - jus de citron concentré zestes de citron - arôme naturel de citron avec autres arômes naturels - arôme naturel - sel - ferments - arôme naturel de citron vert avec autres arômes naturels', ' Traces de fruits à coque', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes']",[],4,1.9 g,en faible quantité,0.3 g,en faible quantité,10.5 g,en quantité modérée,0.14 g,en faible quantité,?,,81,+3%,339 kj(81 kcal),+1%,"1,9",-5%,"0,3",-7%,"11,8",+5%,"10,5",+1%,"3,2",-10%,"0,14",+36%,"0,056",+36%,2,+762%,B,+762%,B,['Soja'],53.8%,21.5%,8.9%,9.6%,4.9%,1.3%,91,,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar']",,,,,
1292,Crevettes surgelées,9555018504411,,,,,,,"['EMB 76351H', 'Havre (Seine-Maritime, France)']",,['France'],[],[],,,,,,,,,,?,,73,,305 kj(73 kcal),,0,,0,,0,,0,,16,,"1,17",,"0,468",,,,,,,,,,,,,,,,,,,,,
1293,Frit-up,8710278108187,,,,,"['Nutriscore', 'Nutriscore B']",,,,['France'],[],[],,,,,,,,,,?,,245,,1025 kj(245 kcal),,10,,"1,2",,"33,5",,"0,2",,"3,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,
1294,Corbières,3701172700237,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Corbières']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,C,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],,,,,,
1295,Fruit juice drink ORANGE - Minute Maid,5449000176806,,,['Minute Maid'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Olive en persillade - Mille et un Sud,3478790020169,,,['Mille et un Sud'],,,,,,['France'],[],[],,,,,,,,,,?,,190,,795 kj(190 kcal),,"18,9",,"2,59",,"1,7",,"0,5",,"1,5",,"3,03",,"1,212",,,,,,,,,,,,,,,,,,,,,
1297,Flamiche Emmental Poireaux - Defroidmont - 360g,3420130071423,360 g,,['Defroidmont'],,,,"['FR 59.384.001 CE', 'Maroilles (Nord, France)']",,['France'],[],[],,,,,,,,,,?,,180,,753 kj(180 kcal),,"7,4",,"4,6",,"20,1",,"1,1",,"7,8",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,
1298,Chocolatitos Nevados,8410536011241,,,,,,,,,['France'],[],[],,,,,,,,,,?,,480,,2008 kj(480 kcal),,25,,10,,60,,26,,5,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
1299,Feuilles de framboisier - La Vie Claire,3266191071053,,,['La Vie Claire'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,['La Vie Claire'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1300,Pain Chataigne Bio,0250242009181,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1301,Le poete,3760035491170,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,
1302,Comté 20 mois d'affinage - JuraFlore,2481234024990,,,['JuraFlore'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,"['FR 39.434.001 CE', 'Poligny (Jura, France)']",,['France'],[],[],,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,?,,418,-0%,1749 kj(418 kcal),-0%,35,+1%,23,+1%,0,-100%,0,-100%,27,+0%,"0,9",+7%,"0,36",+7%,13,0%,D,0%,D,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1303,Fromage de chèvre,3577231004000,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1304,Capellini - Barilla,60295019,,,['Barilla'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Hachés au Saumon,3551610006885,,,,,"['Bio', 'Bio européen', 'Sans colorants', 'Sans conservateurs', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,['France'],[],[],,,,,,,,,,?,,202,,845 kj(202 kcal),,12,,"2,1",,"4,9",,"1,5",,"17,9",,"0,658",,"0,263",,,,,,,,,,,,,,,,,,,,,
1306,Sucre Cannelle - Quai Sud - 150g,3662051001374,150 g,,['Quai Sud'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Ch. d'arsac 2014 Margaux - France,3700961400075,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,
1308,Sucre barbe à papa,3700105220972,,,,"['Édulcorants', 'Sucres', 'Sucres pour barbes à papa']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,
1309,Gazpacho,8437018326051,,,,,,,,,['France'],[],[],,,,,,,,,,?,,60,,251 kj(60 kcal),,"4,8",,"0,8",,3,,"2,3",,"0,7",,"0,81",,"0,324",,,,,,,,,,,,,,,,,,,,,
1310,Leberwurst - 200g,4037500265048,200 g,['Glas'],,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de foie']",,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,,88.6%,4.9%,1.5%,1.3%,0.8%,2.9%,27,,,,,,,
1311,flan coco x2 maison - leclerc - 0.350,,0.350,['1'],['Leclerc'],['Desserts'],,['Gouesnou'],['792'],['Leclerc'],['France'],"['E', ""LECLERC 28850 Gouaanou FLAN COCO X2 MAISON a conseruer entre O'c et 4'c Ingrédients LAIT demi-écrémé"", ' crème ', 'creme de LAIT', 'stabilisant E407', ' OEUF', 'sirop de sucre invertir cristallisé', 'crème pâtissière ', 'amidon de mais', 'colorants E160b E101', 'arâme', ""jaune d'OEUF"", 'aromes ', 'sirop de sucre', ' préparations aromatisantes', 'substances aromatisantes naturelles ', 'dont vanille', ' feuilletage ', 'farine ', 'farine da blé ', 'GLUTEN', ' GLUTEN malt', 'amylase', 'E300', ' germe de blé ', 'GLUTEN', 'beurre ', 'LAIT', 'eau', 'sel', 'coco 5', '75% Lait origine France Ualeurs']",['Non végétalien'],4,8.4 g,en quantité modérée,5.1 g,en quantité élevée,11.5 g,en quantité modérée,0.1 g,en faible quantité,664,-10%,158,-11%,664 kj(158 kcal),-10%,"8,4",+24%,"5,1",+41%,"16,7",-30%,"11,5",-38%,"3,9",+23%,"0,1",-25%,"0,04",-25%,6,-11%,C,-11%,,"['Œufs', 'Gluten', 'Lait']",,,,,,,,['France'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160b - Rocou', 'E101 - Riboflavine', 'E1100 - Amylases', 'E300 - Acide ascorbique']",,,,,
1312,Chips de noix de coco natures,3760239182041,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco sèches', 'Chips de noix de coco séchée']",,,,,['France'],[],[],,67.1 g,en quantité élevée,61.9 g,en quantité élevée,5.6 g,en quantité modérée,0.11 g,en faible quantité,?,,712,+21%,2979 kj(712 kcal),+22%,"67,1",+22%,"61,9",+38%,"22,3",+62%,"5,6",-39%,"6,6",+2%,"0,11",-56%,"0,044",-56%,10,+32%,C,+32%,,,,,,,,,,,,,,,,
1313,2487388013323,2487388013323,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1314,Sardine,4335718171541,,,,,,,,,['France'],[],[],,,,,,,,,,?,,176,,736 kj(176 kcal),,"9,6",,3,,"4,2",,"1,3",,21,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,
1315,Pruneaux d' Agen denoyautés - Moulin des moines - 600g,3347433006306,600 g,,['Moulin des moines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-16']",,,,['France'],[],[],,0.2 g,en faible quantité,0.1 g,en faible quantité,37.9 g,en quantité élevée,0.01 g,en faible quantité,?,,253,+5%,1059 kj(253 kcal),+5%,"0,2",-44%,"0,1",-12%,"52,3",-2%,"37,9",+4%,"2,4",+28%,"0,01",-28%,"0,004",-28%,5,+128%,C,+128%,D,,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,
1316,Condiment à base de vinaigre balsamique de moderne - Collitali - 250ml,8006614010468,250 ml,,['Collitali'],"['Epicerie', 'Condiments']",,,,,['France'],[],[],,,,0 g,en faible quantité,30 g,en quantité élevée,,,?,,163,+16%,682 kj(163 kcal),+14%,?,,0,-100%,40,+205%,30,+339%,?,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Miel de sarrazin,3260260207923,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1318,Carottes râpée fraiches natures,2211663009387,,,,"['Plats préparés', 'Légumes préparés', 'Carottes râpées']",,,,,['France'],[],[],,0.26 g,en faible quantité,0.05 g,en faible quantité,5.51 g,en quantité modérée,0.1 g,en faible quantité,?,,36,-53%,151 kj(36 kcal),-53%,"0,26",-94%,"0,05",-88%,"6,45",+8%,"5,51",+12%,"0,77",-12%,"0,1",-84%,"0,04",-84%,1,+83%,B,+83%,B,,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,,,,
