,name,bar_code,eco_score,brand,categories,labels,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,quantity,packaging,ingredients_origins,additives,manufacturing,generic_name,link,palm_ingredients
1471,Pavé tradition cereales,3025397276941,,,,,,['France'],[],,[],,,,,,,,,,?,,301,,1259 kj(301 kcal),,5,,"0,7",,51,,1,,10,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,
1472,Lait éclats de nougat,3025640080158,,,,,,['France'],[],,[],,,,,,,,,,?,,527,,2205 kj(527 kcal),,29,,18,,57,,55,,"5,9",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,
1473,Lait Cardamome Café - Klaus,3025640081278,E,['Klaus'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au café', 'Chocolats au lait au café']",,,['France'],[],,[],,28 g,en quantité élevée,18 g,en quantité élevée,53 g,en quantité élevée,0.23 g,en faible quantité,?,,515,,2155 kj(515 kcal),-7%,28,-16%,18,-12%,56,+15%,53,+15%,"6,3",-12%,"0,23",-1%,"0,092",-1%,27,+8%,E,+8%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,
1474,Lait fleur de sel - Klaus,3025640086051,D,['Klaus'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats salés', 'Chocolats à la fleur de sel', 'Chocolats au lait salés', 'Chocolats au lait à la fleur de sel']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],[],,[],,38 g,en quantité élevée,26 g,en quantité élevée,41 g,en quantité élevée,1 g,en quantité modérée,?,,536,-3%,2243 kj(536 kcal),-3%,38,+9%,26,+20%,46,-11%,41,-15%,4,-41%,1,+77%,"0,4",+77%,29,+5%,E,+5%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,
1475,Chocolat Dark chocolat - Vuez,3025640159366,E,['Vuez'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,['France'],[],,[],,50 g,en quantité élevée,32 g,en quantité élevée,19 g,en quantité élevée,0.01 g,en faible quantité,?,,612,+10%,2561 kj(612 kcal),+10%,50,+27%,32,+39%,22,-43%,19,-40%,8,+4%,"0,01",-79%,"0,004",-79%,16,-25%,D,-25%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
1476,Caramels Framboises - Klaus,3025640159373,,['Klaus'],,['Bio'],,['France'],[],,[],,,,,,,,,,?,,483,,2021 kj(483 kcal),,"11,32",,"7,46",,80,,59,,"3,28",,"0,47",,"0,188",,,,,,,,,,,,,,,,,,,,,
1477,Chocolat au lait quinoa soufflé - Klaus - 100g,3025640159410,D,['Klaus'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au lait au quinoa']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",,['France'],"['Sucre de canne*', 'beurre de cacao*', 'poudre de lait entier', 'pâte de cacao*', 'quinoa soufflé 5,7%']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,35 g,en quantité élevée,24 g,en quantité élevée,50 g,en quantité élevée,0.1 g,en faible quantité,?,,550,-1%,2301 kj(550 kcal),-0%,35,+1%,24,+22%,54,+4%,50,+2%,5,-30%,"0,1",-57%,"0,04",-57%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,100 g,,,,,,,
1478,Chocolat au lait fraise - Bio Klaus - 100g,3025640159427,D,['Bio Klaus'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats fourrés', 'Chocolats au lait fourrés']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,['France'],"['sucre de canne*', 'beurre de cacao*', 'poudre de lait entier', 'pâte de cacao*', 'poudre de fraises 3,8%*']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,33 g,en quantité élevée,23 g,en quantité élevée,50 g,en quantité élevée,1 g,en quantité modérée,?,,550,-0%,2301 kj(550 kcal),+0%,33,-4%,23,+27%,54,+3%,50,+1%,"4,6",-29%,1,+413%,"0,4",+413%,27,+6%,E,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,100 g,"['Carton', 'Aluminium']",,,"['Morteau', 'France']",Chocolat au lait fraise,,
1479,Chocolat au lait fourré caramel et fleur de sel,3025640159854,,,,,,['France'],[],,[],,,,,,,,,,?,,494,,2067 kj(494 kcal),,25,,16,,60,,53,,"5,2",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,
1480,4 Tablettes Criollo Bio - Klaus,3025640159991,D,['Klaus'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],"['Pâte de cacao Criollo du Pérou* 80%', 'sucre de canne*', 'beurre de cacao*', 'poudre de cacao*', "" * Issu de l'agriculture biologique""]",,[],3,45 g,en quantité élevée,28.5 g,en quantité élevée,19 g,en quantité élevée,0.03 g,en faible quantité,?,,584,+5%,2443 kj(584 kcal),+5%,45,+14%,"28,5",+23%,40,+4%,19,-40%,"10,7",+40%,"0,03",-36%,"0,012",-36%,16,-25%,D,-25%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
1481,Flan pâtissier aux oeufs frais,3025740500136,B,,"['Biscuits et gâteaux', 'Pâtisseries', 'Flans pâtissiers']",,,['France'],[],,[],,8.2 g,en quantité modérée,5.2 g,en quantité élevée,15 g,en quantité élevée,0.24 g,en faible quantité,?,,203,-2%,849 kj(203 kcal),-4%,"8,2",+6%,"5,2",+12%,28,-4%,15,-15%,4,+9%,"0,24",-1%,"0,096",-1%,11,+14%,D,+14%,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,,,,,,,,,
1482,Moelleux au chocolat noir -  - 90g,3025740500143,D,,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Moelleux au chocolat']",,['E. Leclerc'],['France'],"['Oeufs frais', 'sucre', 'chocolat noir 17% ', 'sucre pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme', 'huile de colza', 'farine de blé', 'eau', 'cacao en poudre 2%', 'poudre à lever : diphosphates et carbonates de sodium']","['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,26 g,en quantité élevée,4.9 g,en quantité modérée,33 g,en quantité élevée,0.34 g,en quantité modérée,?,,427,0%,1787 kj(427 kcal),+1%,26,+6%,"4,9",-50%,41,-5%,33,+5%,"5,8",-5%,"0,34",-6%,"0,136",-6%,17,-12%,D,-12%,83.9%,9.8%,1.9%,2.9%,1.1%,0.3%,36,"['EMB 14258C', 'Falaise (Calvados, France)', 'EMB 14258', 'Falaise (Calvados, France)']",90 g,,,"['E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']",,,,
1483,Tarte normande,3025740500174,,,"['Tartes', 'Tartes sucrées', 'Tartes normandes']",,,['France'],[],,[],,12 g,en quantité modérée,8.4 g,en quantité élevée,14 g,en quantité élevée,0.24 g,en faible quantité,?,,223,-17%,933 kj(223 kcal),-17%,12,+1%,"8,4",+15%,25,-28%,14,-31%,"2,9",-20%,"0,24",+19%,"0,096",+19%,14,+2%,D,+2%,,,,,,,,,,,,,,,,
1484,Moelleux au Chocolat Noir - Georpa - 800g,3025740500181,D,['Georpa'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Moelleux au chocolat']","['Point Vert', 'Tidy man']",,['France'],"['Œufs frais', 'sucre', 'chocolat noir 17 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'huile de colza', 'farine de blé', 'eau', 'cacao en poudre 2 %', 'poudre à lever : diphosphates', 'carbonates de sodium']","['Œufs', 'Gluten', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,26 g,en quantité élevée,4.9 g,en quantité modérée,33 g,en quantité élevée,0.34 g,en quantité modérée,?,,427,0%,1787 kj(427 kcal),+1%,26,+6%,"4,9",-50%,41,-5%,33,+5%,"5,8",-5%,"0,34",-6%,"0,136",-6%,17,-12%,D,-12%,83.9%,9.8%,1.9%,2.9%,1.1%,0.3%,36,"['EMB 14258C', 'Falaise (Calvados, France)']",800 g,"['Plastique', 'Frais']",,"['E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,Moelleux au Chocolat Noir,,
1485,Flan pâtissier aux oeufs frais,3025740500303,B,,"['Biscuits et gâteaux', 'Pâtisseries', 'Flans pâtissiers']",,,['France'],[],,[],,5.5 g,en quantité modérée,3.6 g,en quantité modérée,13 g,en quantité élevée,0.11 g,en faible quantité,?,,168,-19%,703 kj(168 kcal),-20%,"5,5",-29%,"3,6",-23%,26,-11%,13,-27%,"3,1",-15%,"0,11",-55%,"0,044",-55%,6,-38%,C,-38%,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,"['EMB 14258C', 'Falaise (Calvados, France)']",,,,,,,,
1486,Flan patissier - La Selection De Votre Patissier - 650g,3025740511132,B,['La Selection De Votre Patissier'],"['Biscuits et gâteaux', 'Pâtisseries', 'Flans pâtissiers']",,,['France'],"['Eau', 'sucre', 'poudre de lait', 'oeufs frais ', '4%', 'prépara - tion pour flan 3% ', 'amidon et amidon modifié de maïs', 'arômes', 'colorants : curcumine', 'caroténoïdes', 'beurre ', '2%', 'amidon transformé', ' Tt aces éventuelles de fruits à coques', ""de 'tupin"", 'de gluten et de soja']","['Œufs', 'Gluten', 'Lait', 'Soja']",['Non végétalien'],4,5.5 g,en quantité modérée,3.6 g,en quantité modérée,13 g,en quantité élevée,0.11 g,en faible quantité,?,,168,-19%,703 kj(168 kcal),-20%,"5,5",-29%,"3,6",-23%,26,-11%,13,-27%,"3,1",-15%,"0,11",-55%,"0,044",-55%,6,-38%,C,-38%,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,,650 g,,,"['E100 - Curcumine', 'E160 - Caroténoïdes', 'E14XX - Amidons modifiés']",,,,
1487,Amandes grillées et salées - Benenuts - 125g,3025863118003,E,['Benenuts'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Graines', 'Apéritif', 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes salées', 'Amandes grillées']",,,['France'],"['amandes', 'huile de tournesol', 'sel']",['Fruits à coque'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,58 g,en quantité élevée,6.5 g,en quantité élevée,3.3 g,en faible quantité,0.98 g,en quantité modérée,2643,+1%,?,,2643 kj(632 kcal),+0%,58,+9%,"6,5",+51%,5,-54%,"3,3",-23%,24,+7%,"0,98",-12%,"0,392",-12%,2,-52%,B,-52%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,125 g,"['Sachet', 'Sous atmosphère protectrice']",,,,,,
1488,Miel de tournesol - L' abeille du mont - 500g,302600500000,B,"[""L' abeille du mont""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tournesol']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,500 g,,,,,,,
1489,Mon Moulin à Vanille Bourbon - Ancel - 10g,3027030003716,,['Ancel'],,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,10g,,,,,,,
1490,Priz extra gélifiant x3 - Ancel,3027030005352,,"['Ancel', 'Dr.Oetker']",,['Sans colorants'],,['France'],[],,[],,,,,,,,,,?,,315,,1318 kj(315 kcal),,"0,4",,"0,3",,59,,59,,5,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1491,Ancel Préparation Mug Minute,3027030006205,,"['Ancel', 'Dr.Oetker']",,,,['France'],[],,[],,,,,,,,,,?,,128,,536 kj(128 kcal),,"1,5",,"0,9",,25,,13,,"4,1",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,
1492,Sticks et bretzels d'Alsace - Ancel,3027030006212,B,"['Ancel', 'Dr.Oetker']","['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Bretzels']",,,['France'],[],,[],,4.1 g,en quantité modérée,0.4 g,en faible quantité,1.9 g,en faible quantité,4.2 g,en quantité élevée,?,,343,-11%,1435 kj(343 kcal),-11%,"4,1",-16%,"0,4",-57%,65,-10%,"1,9",-12%,10,-10%,"4,2",+33%,"1,68",+33%,14,+14%,D,+14%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,
1493,MugCake Riz au Lait - Ancel,3027030006403,A,['Ancel'],"['Desserts', 'Aides culinaires', 'Préparations pour desserts', 'Puddings', 'Riz au lait']",,,['France'],"['43% riz instantané', 'sucre amidon modifié', 'arômes ', 'contient LAIT colorants ', 'bêta-carotène', 'riboflavine']",['Lait'],"[""Pourrait contenir de l'huile de palme""]",4,1.4 g,en faible quantité,0.877 g,en faible quantité,12.9 g,en quantité élevée,0.158 g,en faible quantité,?,,132,-9%,552 kj(132 kcal),-8%,"1,4",-63%,"0,9",-61%,26,+15%,13,-4%,"3,5",+2%,"0,16",+24%,"0,064",+24%,1,-75%,B,-75%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,['Carton'],,"['E160ai - Bêta-carotène', 'E101i - Riboflavine']",,,,
1494,Ma Fondue au Chocolat - Ancel - 200g,3027030007714,,"['Ancel', 'Dr. Oetker']","['Desserts', 'Aides culinaires', 'Préparations pour desserts', 'Desserts au chocolat', 'Fondues au chocolat']",['Point Vert'],['Super U'],['France'],"['Sucre', '24% chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de tournesol', 'lait écrémé en poudre', 'poudre de lait riche en matières grasses', 'cacao maigre en poudre', 'épaississant ', 'carraghénanes', 'stabilisants ', 'E450iii', 'E339ii']",['Lait'],['Non végétalien'],4,,,,,,,,,930,-38%,?,,930 kj(222 kcal),-33%,"6,2",-6%,"3,5",+24%,34,-40%,33,+9%,"5,9",+19%,"0,5",+20%,"0,2",+20%,,,,,,,,,,,,,200 g,"['Sachet', 'Plastique']",,"['E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E450iii - Diphosphate tétrasodique', 'E339ii - Phosphate disodique']",,Préparation pour Ma Fondue au Chocolat,,
1495,Mes 5 Gâteaux - Ancel - 408g,3027030008230,,"['Ancel', 'Dr. Oetker']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",['Cora'],['France'],"['Farine de blé', 'sucre', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'arôme naturel de vanille Bourbon']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,?,,359,-3%,1502 kj(359 kcal),-3%,"0,5",-95%,"0,1",-98%,81,+38%,38,+26%,"6,9",+15%,"0,77",+24%,"0,308",+24%,,,,,,,,,,,,,408 g,"['Carton', 'Sachet', 'Plastique']",,"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",['France'],,,
1496,Mon fondant - Ancel,3027030008704,,"['Ancel', 'Dr.Oetker']",,"['Sans colorants', 'Sans conservateurs']",,['France'],[],,[],,,,,,,,,,?,,373,,1561 kj(373 kcal),,"3,2",,"1,8",,"76,7",,"52,4",,"6,5",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,
1497,Ancel Sticks d'Alsace le paquets de 200 g - 200g,3027030009244,,['ANCEL'],,"['Sans colorants', 'Sans conservateurs']",,['France'],"['Farine de BLÉ', 'sel', '1,2% huile de tournesol', ""extrait de malt d'ORGE"", 'levure']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,331,,1385 kj(331 kcal),,"2,1",,"0,3",,66,,2,,10,,"4,1",,"1,64",,,,,,,,,,,,,,200g,,,,,,,
1498,Bretzels d'Alsace Maxi - Ancel - 440g (2 * 220g),3027030009305,B,['Ancel'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Bretzels']",['Point Vert'],,['France'],"['farine de blé', '4,8% huile de tournesol', 'sel', ""extrait de malt d'orge"", 'levure']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,5.7 g,en quantité modérée,0.6 g,en faible quantité,1.8 g,en faible quantité,3.7 g,en quantité élevée,?,,354,-9%,1481 kj(354 kcal),-9%,"5,7",+17%,"0,6",-36%,64,-11%,"1,8",-16%,10,-10%,"3,7",+17%,"1,48",+17%,14,+14%,D,+14%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,440 g (2 * 220 g),"['Film', 'Plastique']",,,,,,
1499,Ancel - Bretzels ALHABET - Dr. Oetker,3027030009695,B,['Dr. Oetker'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Bretzels']",,,['France'],"['farine de BLÉ', '4,7% huile de tournesol', 'sel', 'extrait de malt d’orge', 'levure']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,5.7 g,en quantité modérée,0.6 g,en faible quantité,2.7 g,en faible quantité,3.4 g,en quantité élevée,?,,391,+1%,1636 kj(391 kcal),+1%,"5,7",+17%,"0,6",-36%,73,+2%,"2,7",+26%,11,-1%,"3,4",+8%,"1,36",+8%,14,+14%,D,+14%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,
1500,Ancel - Bretzels ALHABET - Dr. Oetker,3027030009695,B,['Dr. Oetker'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Bretzels']",,,['France'],"['farine de BLÉ', '4,7% huile de tournesol', 'sel', 'extrait de malt d’orge', 'levure']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,5.7 g,en quantité modérée,0.6 g,en faible quantité,2.7 g,en faible quantité,3.4 g,en quantité élevée,?,,391,+1%,1636 kj(391 kcal),+1%,"5,7",+17%,"0,6",-36%,73,+2%,"2,7",+26%,11,-1%,"3,4",+8%,"1,36",+8%,14,+14%,D,+14%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,
1501,Bretzel'chips - Ancel - 100g,3027030009800,B,"['Ancel', 'Dr.Oetker']","['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,"['Netto', 'Magasins U']",['France'],"['Farine de blé', 'huile de tournesol', 'sucre', 'sel', ""extrait de malt d'orge"", 'oignon en poudre', 'levure', ' miel en poudre ', '<1%', 'arôme naturel ', 'contient de la moutarde', 'poudres à lever ', ""bicarbonate d'ammonium"", 'bicarbonate de sodium', ' acidifiant ', 'acide citrique', ""correcteurs d'acidité "", 'hydroxyde de sodium', 'diacétate de sodium']","['Gluten', 'Moutarde']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,11 g,en quantité modérée,1.1 g,en faible quantité,4.8 g,en faible quantité,2.8 g,en quantité élevée,?,,427,-8%,1787 kj(427 kcal),-9%,11,-45%,"1,1",-80%,69,+16%,"4,8",+22%,11,+11%,"2,8",+40%,"1,12",+40%,17,+10%,D,+10%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,100g,['Sachet plastique'],,"[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique', 'E524 - Hydroxyde de sodium', 'E262ii - Diacétate de sodium']",['Allemagne'],Chips de Bretzels aromatisées,,
1502,Ancel,3027030029518,,"['Ancel', 'Dr.Oetker']",,['Sans conservateurs'],,['France'],[],,[],,,,,,,,,,?,,178,,745 kj(178 kcal),,"1,9",,"1,2",,"34,5",,"19,4",,"5,2",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,
1503,Mon Gateau Riz Au Caramel Une Dose 135G Dr.oetker - Ancel,3027030047451,,"['Ancel', 'Dr.Oetker']",,,,['France'],[],,[],,,,,,,,,,?,,124,,519 kj(124 kcal),,"1,3",,"0,8",,"24,5",,"16,6",,"3,2",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,
1504,Ma crème pâtissière sans cuisson à froid - Ancel,3027030309627,,"['Ancel', 'Dr.Oetker']","['Aides culinaires', 'Préparations pour desserts']",['Sans conservateurs'],,['France'],[],,[],,,,,,,,,,?,,111,-66%,464 kj(111 kcal),-66%,"1,2",-82%,"0,8",-72%,22,-61%,18,-41%,"2,6",-47%,"0,31",-25%,"0,124",-25%,,,,,,,,,,,,,,,,,,,,
1505,Ancel,3027030448463,,"['Ancel', 'Dr.Oetker']",,,,['France'],[],,[],,,,,,,,,,?,,392,,1640 kj(392 kcal),,"4,5",,"0,4",,75,,"2,9",,10,,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,
1506,Tapenade - Moulin D’opio,3027102060081,C,['Moulin D’opio'],"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades']","['Sans additifs', 'Sans colorants']",,['France'],"[""pulpe d'olives noires du Nord de l'Italie "", '91,5%', 'huile dolive v:rge Italie', 'sel', 'câpres', 'anchois naturel wts w!crant ni adÜf', "" Poids net 85 avant fin: voir Sélection du Moun d'O"", ' ']",,[],,43.7 g,en quantité élevée,9 g,en quantité élevée,11.4 g,en quantité modérée,3.62 g,en quantité élevée,?,,453,+77%,1895 kj(453 kcal),+77%,"43,7",+76%,9,+167%,"13,8",+355%,"11,4",+2059%,"0,9",-48%,"3,62",+21%,"1,448",+21%,21,+47%,E,+47%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,,,
1507,Huile d'olive douce,3027102130500,,,,,,['France'],[],,[],,,,,,,,,,?,,899,,3761 kj(899 kcal),,"99,9",,"13,8",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Huile olive AOP Nice,3027102131507,,,,,,['France'],[],,[],,,,,,,,,,?,,899,,3761 kj(899 kcal),,"99,9",,"13,8",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
1509,Huile d'olive vierge extra AOP,3027102131538,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,['France'],[],,[],,99.9 g,en quantité élevée,13.9 g,en quantité élevée,0 g,en faible quantité,,,?,,899,+5%,3761 kj(899 kcal),+5%,"99,9",+5%,"13,9",-1%,0,,0,,0,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,
1510,Huile d'olive douce,3027102150508,,,,,,['France'],[],,[],,,,,,,,,,?,,899,,3761 kj(899 kcal),,99,,13,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Huile d'olive vierge extra,3027102161504,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['Fabriqué en France'],,['France'],[],,[],,99.9 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,,,?,,899,+5%,3761 kj(899 kcal),+5%,"99,9",+5%,"13,8",-1%,0,,0,,0,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,
1512,Huile d'olive vierge extra,3027102165007,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['Fabriqué en France'],,['France'],[],,[],,99.9 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,,,?,,899,+5%,3761 kj(899 kcal),+5%,"99,9",+5%,"13,8",-1%,0,,0,,0,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,
1513,Huile d'olive - Moulin d'Opio - 25cl,3027102181250,C,"[""Moulin d'Opio""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive de France"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['Bio', 'Bio européen', 'FR-BIO-16']",,['France'],"[""Huile d'Olive de catégorie supérieure obtenue directement des olives et uniquement par des procédés mécaniques""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,25 cl,,,,,,,
1514,Huile d' olive vierge extra cuvée harmonie,3027102191501,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,['France'],[],,[],,99.9 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,899,+5%,3761 kj(899 kcal),+5%,"99,9",+5%,"13,8",-1%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,
1515,Huile d'olive vierge extra,3027102230507,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,['France'],[],,[],,99.9 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,,,?,,899,+5%,3761 kj(899 kcal),+5%,"99,9",+5%,"13,8",-1%,0,,0,,0,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,
