,name,bar_code,eco_score,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,traceability_code,additives,allergens,labels,manufacturing,ingredients_origins,generic_name,origin_detail,producer_info,palm_ingredients,link
20,Lentilles Bolndes,3560071002282,,,,,['France'],[],[],,,,,,,,,,?,,351,,1469 kj(351 kcal),,"1,5",,"0,3",,53,,"2,2",,27,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
21,Café soluble Tanzania - Carrefour,3560071002305,,['Carrefour'],,['Carrefour'],['France'],[],[],,,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
22,Mousse canard au porto - Carrefour,3560071002749,D,['Carrefour'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard', 'Mousses de canard au porto']",['Carrefour'],['France'],"['Gras de porc', 'foie maigre de canard 17%/ foie ftpoulet', 'graisse de canard 12%', ' eau', 'couenne de porc', 'saindoux', 'gène', 'farine de blé', 'sucre', 'sel', 'Porto 0,8 0%', 'amidon de mais', 'arômes naturels', 'lait demi-écrémé en poudrq poivre blanc', 'antioxydant : de sodium colorants : lutéine et extrait de paprikar cdnservateur : nitrite de sodium', ""Peut contenir des traces d'?Ufs"", ' Fabriqué en France à partir de volaille et de porc dorigine France', ' Conservation :']","['Non végétalien', 'Non végétarien']",4,30 g,en quantité élevée,15 g,en quantité élevée,1.7 g,en faible quantité,1.1 g,en quantité modérée,?,,398,+0%,1665 kj(398 kcal),+1%,30,-21%,15,+4%,5,+73%,"1,7",+2%,"8,9",-10%,"1,1",-24%,"0,44",-24%,18,-12%,D,-12%,78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,,,"['EMB 87085B', 'Limoges (Haute-Vienne, France)', 'FR 87.085.003 CE', 'Limoges (Haute-Vienne, France)']","['E161b - Lutéine', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Gluten'],['Fabriqué en France'],,,,,,,
23,Radiatori - Carrefour - 250g,3560071003050,B,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes aux œufs', 'Pâtes fraîches', 'Pâtes fraîches aux œufs']",['Carrefour'],['France'],"['Semoule de blé dur de qualité supérieure 77%', 'eau', 'œufs frais 10,8% ', ""soit 140g d'œufs frais par kg de semoule""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,2.1 g,en faible quantité,0.6 g,en faible quantité,1.2 g,en faible quantité,0.04 g,en faible quantité,1159,+9%,?,,1159 kj(277 kcal),+14%,"2,1",-58%,"0,6",-66%,53,+39%,"1,2",-33%,"9,8",+9%,"0,04",-94%,"0,016",-94%,-4,-319%,A,-319%,76.3%,3.9%,8.6%,6.5%,3.7%,1.0%,85,250 g,"['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice']","['EMB 73065A', 'Chambéry (Savoie, France)']",,"['Œufs', 'Gluten']",,,,,,,,
24,Mousse de crème fouettée sur fromage frais vanille - Carrefour - 800g,3560071003135,,['Carrefour'],"['Produits laitiers', 'Desserts', 'Desserts lactés']",['Carrefour'],['France'],"['Lait écrémé pasteurisé 56%', 'grène pasteurisée 30%', 'sucre 7,7%', 'poudre de écrémé', 'ar modifié de maïs', 'concentré de carotte et de citrouille', 'gélatine de porc', 'arôme naturel de vanille', 'épaissis gomme guar', 'gousse de vanille épuisée ', 'décor', 'ferments lagtiAu_es', 'présure']","['Non végétalien', 'Non végétarien']",4,10 g,en quantité modérée,6.5 g,en quantité élevée,11 g,en quantité modérée,0.1 g,en faible quantité,?,,157,+21%,657 kj(157 kcal),+20%,10,+87%,"6,5",+93%,11,-25%,11,-10%,"5,8",+26%,"0,1",-25%,"0,04",-25%,6,+40%,C,+40%,,,,,,,,800 g,"['Pot de yahourt', 'Sur-emballage carton']",,['E428 - Gélatine'],,,,,,,,,
25,Crispy bacon - Carrefour - 30g,3560071003203,,['Carrefour'],"['Viandes', 'Charcuteries', 'Porc', 'Bacon']","['Carrefour market', 'Carrefour']",['France'],"['poitrine de porc', 'sel', 'dextrose', 'nitrite de sodium', 'nitrite de potassium', 'ascorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,41 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,4.1 g,en quantité élevée,2378,+325%,?,,2378 kj(568 kcal),+264%,41,+542%,17,+591%,"< 0,5",-34%,"< 0,5",-17%,50,+131%,"4,1",+52%,"1,64",+52%,27,+114%,E,+114%,,,,,,,,30 g,['Plastique'],['UK CQ513 EC'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E249 - Nitrite de potassium']",,,['Royaume-Uni'],,bacon,,,,
26,Dés de Filet de Poulet Rôti - Carrefour - 150g (2 * 75g),3560071003258,D,['Carrefour'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['Carrefour'],['France'],"['Filet de poulet 79%', 'eau', 'fécule de pomme de terre', 'conservateur : lactate de potassium', 'huile de tournesol', 'dextrose', 'arômes naturels', 'gélifiant : carraghénanes', 'sel', ""extrait d'épices"", 'acidifiant : acétate de sodium et lactate de calcium', ""arôme naturel d'ail avec autres arômes naturels""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2.5 g,en faible quantité,0.6 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,545,+12%,?,,545 kj(130 kcal),+0%,"2,5",-13%,"0,6",-20%,"3,4",+610%,~ 0,-100%,23,+1%,1,+33%,"0,4",+33%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,150 g (2 * 75 g),"['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice']","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)', 'EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['E326 - Lactate de potassium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,,,,
27,Tarte tomate poulet moutarde - Carrefour,3560071003494,,['Carrefour'],,['Carrefour'],['France'],"['Crème fraîche', 'lait frais écrémé', 'farine de blé', 'émincé de filets de poulet traité en salaison cuit rôti 10% ', 'filets de poulet 8,8%', 'eau', 'fécule de manioc', ""extrait d'oignon"", 'arômes naturels', 'sel', 'dextrose', 'demi-tomate cerise 7,8%', 'œuf frais', 'eau', 'huile de colza', 'emmental', 'tomate 3,6%', 'amidon de riz', ""moutarde à l'ancienne 2,5% "", 'eau', ""vinaigre d'alcool"", 'graines de moutarde', 'téguments de graines de moutarde', 'sel', 'acidifiant : acide citrique', 'arômes', 'antioxydant : disulfite de potassium', 'curcuma', 'fécule de pomme de terre', 'farine de riz', 'sel', 'poivre noir', ' Peut contenir des traces de céleri', ' Ce produit contient 72,7 % de garniture et 27,3% de pâte', ' L Utilisation']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,221,,925 kj(221 kcal),,13,,"5,3",,18,,"2,4",,"7,5",,"0,96",,"0,384",,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Moutarde']",,,,,,,,
28,Poulet au curry et son riz Basmati - Carrefour - 300g,3560071003593,D,['Carrefour'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Plats au poulet']",['Carrefour'],['France'],[],[],,6.3 g,en quantité modérée,4.2 g,en quantité modérée,1.3 g,en faible quantité,0.63 g,en quantité modérée,?,,154,-1%,644 kj(154 kcal),+2%,"6,3",+38%,"4,2",+175%,16,-16%,"1,3",-12%,"7,9",+22%,"0,63",-21%,"0,252",-21%,3,+75%,C,+75%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,300g,,,,,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,,,,,,
29,Dés de saumon fumé aneth & citron - Carrefour,3560071004194,E,['Carrefour'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['Carrefour'],['France'],[],[],,,,2.2 g,en quantité modérée,0 g,en faible quantité,2.5 g,en quantité élevée,?,,223,+21%,933 kj(223 kcal),+21%,?,,"2,2",+7%,?,,0,-100%,21,-5%,"2,5",-11%,1,-11%,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,
30,Chokolo - Carrefour,3560071004521,,['Carrefour'],,['Carrefour'],['France'],[],[],,,,,,,,,,?,,146,,611 kj(146 kcal),,5,,"3,3",,20,,19,,"4,9",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,
31,Soupe de Poisson - Carrefour,3560071004637,E,['Carrefour'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",['Carrefour'],['France'],[],[],,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.3 g,en quantité modérée,?,,34,-29%,142 kj(34 kcal),-29%,"0,6",-68%,0,-100%,"0,6",-67%,0,-100%,"5,6",+8%,"0,3",-66%,"0,12",-66%,-2,-329%,A,-329%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,,,,,,
32,Le Yaourt riche en Fruit Framboise - Carrefour - 4 * 100g,3560071004699,B,['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', 'Yaourts brassés aux fruits', 'Yaourts à la framboise', 'Yaourts sucrés']",['Carrefour'],['France'],"['Lait entier', 'framboise 18,8 %', 'sucre 10,1 %', 'protéines de lait', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,2.6 g,en faible quantité,2 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,384,-7%,?,,384 kj(92 kcal),-6%,"2,6",-12%,2,+10%,14,+6%,14,+16%,"3,1",-13%,"0,1",-8%,"0,04",-8%,4,+59%,C,+59%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,4 * 100 g,"['Carton', 'Plastique']","['FR 31.555.001 CE', 'Toulouse (Haute-Garonne, France)', 'EMB 31555', 'Toulouse (Haute-Garonne, France)']",,['Lait'],"['Labels de distributeurs', 'Qualité Carrefour', 'Fabriqué en France', 'Sans colorants', 'Sans arômes ajoutés', 'en:Lait-francais-french-milk']",['France'],['France'],Yaourt à la framboise,,,,
33,Jus pomme goyave 100% pur jus - Carrefour,3560071004965,,['Carrefour'],,['Carrefour'],['France'],[],[],,,,,,,,,,?,,48,,201 kj(48 kcal),,"0,01",,0,,12,,11,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
34,Yaourt aux Noix - Carrefour - 4*125g,3560071005108,,['Carrefour'],,['Carrefour'],['France'],"['Lail entier 75%', 'sucre 11,4%', 'eau', 'noix 2%', 'poudre de écrémé et protéines de lai}', 'amidon modifié de maïs', 'épaississants : farine de graines de caroube et gomme xanthane', 'arôme naturel', 'ferments lactiques']",[],4,,,,,,,,,?,,103,,431 kj(103 kcal),,"3,6",,"1,9",,14,,14,,"3,4",,"0,13",,"0,052",,,,,,,,,,,,,4*125 g,,,"['E14XX - Amidons modifiés', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane']","['Lait', 'Fruits à coque']",,,,,,,,
35,Pain grillé au froment - Carrefour - 500g,3560071005467,B,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés']",['Carrefour'],['France'],"['Farine de blé 88%', 'sucre', 'huile végétale de colza', 'levure boulangère', 'sel', ""émul - sifiants : esters monoacétyltartrique et diacétyl - tartrique des mono - et diglycérides d'acide gras"", ""mono - et diacétyltartrique d'acides gras"", 'agent de traitement de la farine : acide ascorbique', ""farine d'orge maltée toastée"", 'dextrose', 'levure désactivée', ' Peut contenir des traces de lait', ""d'oeuf"", 'de graines de sésame', 'de fruits à coque et de soja']",[],4,4.9 g,en quantité modérée,1.8 g,en quantité modérée,5.4 g,en quantité modérée,1.32 g,en quantité modérée,?,,356,-8%,1490 kj(356 kcal),-9%,"4,9",-34%,"1,8",+15%,67,+2%,"5,4",-1%,"9,2",-16%,"1,32",+7%,"0,528",+7%,8,+44%,C,+44%,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,500 g,,,['E300 - Acide ascorbique'],['Gluten'],,,,,,,,
36,Pâte à tartiner noisettes,3560071005702,,,,,['France'],[],[],,,,,,,,,,?,,524,,2192 kj(524 kcal),,29,,10,,58,,57,,6,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,
37,Pizza Pollo - Carrefour,3560071005719,,['Carrefour'],,['Carrefour'],['France'],"['Pizza au blanc de poulet rôti traité en salaison', 'fromage', 'mozzarella', 'oignons et basilic', 'cuite sur pierre Surgelé', ' Ingrédients Farine de blé', 'purée de tomates 21 ,2%', 'blancs de poulet rôti traité en salaison 10% ', 'blancs de poulet 9,8%', 'sel', 'dextrose', 'eau', 'fromage 9,4% ', 'gouda et édam', 'mozzarella 9,4%', 'huile de colza', 'oignons 2,5%', 'sel', 'levure', 'dextrose', 'plantes aromatiques ', 'dont basilic 0,1 amidons', 'amidon de blé', 'ail', 'épices', 'protéines de blé', 'Peut contenir des traces de céleri', ' Cette pizza a été préparée à partir de 200 g de pâte']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,213,,891 kj(213 kcal),,"6,7",,"2,6",,26,,"1,4",,11,,"1,2",,"0,48",,,,,,,,,,,,,,,,,['Lait'],,,,,,,,
38,Les Carrés Gourmands Éclats de Biscuits Sablés - Carrefour - 200g e,3560071006211,E,['Carrefour'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['Carrefour'],['France'],"['Sucre', 'beurre de cacao', 'poudre de lait entier', 'éclats de biscuits sablés 12 % ', 'farine de blé', 'sucre', 'graisse de palme', 'poudre de lait écrémé', 'sirop de glucose-fructose', ""poudre à lever : carbonates d'ammonium et carbonates de sodium"", 'sel', 'arôme naturel de vanille', 'pâte de cacao', 'lactose', 'beurre concentré', 'lactosérum en poudre', 'émulsifiant : lécithines ', 'soja', 'arôme']","['Huile de palme', 'Non végétalien']",4,33 g,en quantité élevée,20 g,en quantité élevée,49 g,en quantité élevée,0.28 g,en faible quantité,?,,543,-2%,2272 kj(543 kcal),-2%,33,-4%,20,+2%,55,+6%,49,0%,"6,7",-7%,"0,28",+20%,"0,112",+20%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,200 g e,"['Carton', 'Aluminium', 'métal', 'Tablette']",,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E322 - Lécithines']","['Gluten', 'Lait', 'Soja']","['Labels de distributeurs', 'Qualité Carrefour']",,,,,,['Huile de palme'],
39,Napolitains Noirs 60% Cacao - Saxo - 765g e (255 * 3g),3560071007454,E,"['Saxo', 'Promocash']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs extra fin']",,['France'],"['Pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de tournesol']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,36 g,en quantité élevée,21 g,en quantité élevée,37 g,en quantité élevée,0.01 g,en faible quantité,?,,534,-4%,2234 kj(534 kcal),-3%,36,-8%,21,-10%,41,+6%,37,+11%,"6,8",-11%,"0,01",-74%,"0,004",-74%,24,+11%,E,+11%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,765 g e (255 * 3 g),['Plastique'],,['E322i - Lécithine'],,"['Point Vert', 'Fabriqué en Belgique', 'Produits destinés aux professionnels']",['Belgique'],,,,,,
40,Nectar d'Orange Bio - Carrefour Kids - 80cl (4 * 20cl e),3560071007973,C,"['Carrefour Kids', 'Carrefour Kids Bio', 'Carrefour']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'orange""]",['Carrefour'],['France'],"[""Jus d'orange à base de concentré "", '85%', 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,7.7 g,en quantité élevée,0 g,en faible quantité,160,+1%,?,,160 kj(38 kcal),-2%,~ 0,-100%,~ 0,-100%,"8,6",-5%,"7,7",-10%,~ 0,-100%,~ 0,-100%,0,-100%,2,-80%,C,-80%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,80 cl (4 * 20 cl e),"['Carton', 'Bouteille', 'Plastique']",,,,"['Peu ou pas de sucre', 'Bio', 'Bio européen', 'IT-BIO-009', 'Fabriqué en Italie', 'Sans sucre ajouté', 'Agriculture non UE', 'AB Agriculture Biologique', 'Triman']",['Italie'],,Nectar d'orange à base de concentré issu de l'agriculture biologique,,,,http://courses.carrefour.fr/drive/tous-les-rayons/nectar-orange-bio-carrefour-kids-bio/PID1/1785623/1832577
41,"Chocolat au lait figues, amandes, miel - Carrefour - 180g",3560071008086,E,['Carrefour'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux amandes']",['Carrefour'],['France'],"['sucre', ""éclats d'amandes caramélisés 15% "", 'amandes 10,5%', 'sucre', 'beurre de cacao', 'inclusions à la figue 12% ', 'figue 11,4%', 'farine de riz', 'poudre de lait écrémé', 'pâte de cacao', 'matière grasse de lait anhydre', 'lactosérum en poudre', ""arôme nature' de miel"", 'émulsifiant : lécithines ', 'tournesol', 'arôme naturel de vanille', 'arôme naturel']",['Non végétalien'],4,27 g,en quantité élevée,14 g,en quantité élevée,54 g,en quantité élevée,0.53 g,en quantité modérée,?,,504,-10%,2109 kj(504 kcal),-9%,27,-28%,14,-25%,54,+24%,54,+38%,"8,6",+1%,"0,53",+296%,"0,212",+296%,23,+1%,E,+1%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,180 g,,,['E322i - Lécithine'],"['Lait', 'Fruits à coque']",,,,,,,,
42,Glace Nougat Sauce aux Fruits Rouges - Carrefour - 900ml.,3560071008116,,['Carrefour'],,['Carrefour'],['France'],[],[],,,,,,,,,,?,,117,,490 kj(117 kcal),,10,,"6,8",,27,,25,,"2,9",,"0,1",,"0,04",,,,,,,,,,,,,900 ml.,,"['EMB 29181', 'Plouédern (Finistère, France)']",,,['Fabriqué en France'],,,,,,,
43,Thé glacé - Saxo,3560071008147,,['Saxo'],"['Boissons', 'Boissons avec sucre ajouté']",,['France'],"['Eau', 'sucre', 'jus de pêche à base de concentré ', '1%', 'extraits de thé ', 'lg/L', 'acidifiant : acide citrique', 'arôme', ""correcteur d'acidité : citrate de sodium"", 'antioxydant : acide ascorbique']",[],4,0 g,en faible quantité,0 g,en faible quantité,6.2 g,en quantité modérée,0 g,en faible quantité,?,,28,-67%,117 kj(28 kcal),-68%,0,-100%,0,-100%,7,-65%,"6,2",-66%,0,-100%,0,-100%,0,-100%,9,-24%,D,-24%,,,,,,,,,,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique']",,,,,,,,,
44,Ice sweet - Carrefour,3560071008260,,['Carrefour'],,['Carrefour'],['France'],"['Glace à la vanille 81,1% : Lait écrémé reconstitué', 'sucre', 'graisse de coprah', 'sirop de glucose-fructose', 'sirop de glucose', ""émulsifiant : mono-et diglycérides d'acides gras"", 'stabilisants Marines de graines de caroube - gomme guar', 'arôme naturel de vanille', 'Bonbons de chocolat au lait dragéifiés 10,6% : Sucre', 'pâte de Cacao', 'beurre de cacao', 'fait entier en poudreï colorants : oxyde et ro?oxyde de fer - dioxyde de - titane - rouge de betterave?complexes cuivre-chlorophylles et cuivre-chlorophyllines curcumine', ': lécithine de soja', ""agents d'enrobage : cire et jaune - cire de carnauba gomme arabique she\\lac"", ' t:orceaux de bonbons de chocolat au lait dragéifiés Ide cacao', 'beurre de cacao', 'lait entier en poudre', ' colorants oxyde et hydroxyde de fer - dioxyde detitane - rouge de e c-ocnutrecnuirm!dneee traces d’œufs et fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,241,,1008 kj(241 kcal),,10,,"8,6",,33,,31,,"3,4",,"0,14",,"0,056",,,,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E162 - Rouge de betterave', 'E322i - Lécithine', 'E903 - Cire de carnauba', 'E172 - Oxyde et hydroxyde de fer']",['Soja'],,,,,,,,
45,Pomme Pruneau - Carrefour,3560071008697,B,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes pruneau']",['Carrefour'],['France'],[],[],,0.1 g,en faible quantité,0.1 g,en faible quantité,29 g,en quantité élevée,0.1 g,en faible quantité,?,,123,+52%,515 kj(123 kcal),+58%,"0,1",-70%,"0,1",+30%,30,+76%,29,+97%,"0,1",-82%,"0,1",+625%,"0,04",+625%,2,,B,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
46,Cantal jeune - Carrefour,3560071008857,D,['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal jeune']",['Carrefour'],['France'],[],[],,30 g,en quantité élevée,22 g,en quantité élevée,0.1 g,en faible quantité,1.9 g,en quantité élevée,?,,372,+1%,1556 kj(372 kcal),+1%,30,+2%,22,+6%,"1,5",0%,"0,1",-70%,24,0%,"1,9",+2%,"0,76",+2%,17,+2%,D,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
47,Chorizo iberique - Carrefour,3560071009168,,['Carrefour'],,['Carrefour'],['France'],"['Viande de porc 100% ibérique', 'papru sel', 'ail', 'arôme naturel', 'boyau naturel de porc', ' 156 g de viande porc mis en ?uvre pour 100 gi ritoduit fini', ' Fabriqué en Espagne à partir de viande de ', 'origine Espagne']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,549,,2297 kj(549 kcal),,49,,22,,"1,6",,"0,5",,35,,"3,5",,"1,4",,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,
48,Boisson lactée - Carrefour,3560071009618,,['Carrefour'],"['Boissons', 'Boissons avec sucre ajouté']",['Carrefour'],['France'],"['Eau', 'lait écrémé reconstitué 17%', 'jus de fruits à base de concentrés 14% ', 'pêche 11%', 'orange 3%', ""purée d'abricot 10%"", 'sucre', 'stabilisant : pectines de fruit', 'acidifiant : acide citrique', 'arôme', 'colorant : caroténoïdes', 'vitamine C']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,0.01 g,en faible quantité,0.01 g,en faible quantité,12 g,en quantité élevée,0.02 g,en faible quantité,?,,51,-40%,213 kj(51 kcal),-42%,"0,01",-97%,"0,01",-94%,12,-39%,12,-34%,"0,7",+30%,"0,02",-47%,"0,008",-47%,16,+34%,E,+34%,,,,,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E160 - Caroténoïdes']",,,,,,,,,
49,Boisson lactee - Carrefour,3560071009625,,['Carrefour'],['Boissons'],['Carrefour'],['France'],"['Origine • Oorsprong D Cc2e boisson est fabriquée en Espagne à pad UE et de fru', 'ts qui sont cultivés en U Deze drank is in Spanje met mell de EU en fruit dat getee!d Sverd in en buiten de EU', ' Ingrédients • Ingrediënten O Eau', 'écrémé reconstitué 16%', 'purée de fruits 15% ', 'banane 8%', ' fraise 7%', ""jus d'orange à base de concentré 11%"", 'stabilisant : pectines de fruit', 'acidifiant : acide citrique', 'colorant : caroténoïdes', 'arôme naturel', 'vitamine C', ' @Water', 'gereconstitueerde magere 16%,']",[],4,0.1 g,en faible quantité,0.01 g,en faible quantité,13 g,en quantité élevée,0.02 g,en faible quantité,?,,58,+4%,243 kj(58 kcal),+1%,"0,1",-71%,"0,01",-92%,14,+24%,13,+38%,"0,6",+21%,"0,02",-52%,"0,008",-52%,18,+135%,E,+135%,,,,,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E160 - Caroténoïdes']",,['Fabriqué en Espagne'],,,,,,,
50,Mon encas - Carrefour,3560071009663,,['Carrefour'],,['Carrefour'],['France'],[],[],,,,,,,,,,?,,77,,322 kj(77 kcal),,0,,0,,11,,10,,8,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
51,Yaourt au citron brasse - Carrefour,3560071009670,,['Carrefour'],,['Carrefour'],['France'],"['Lajt entier 81%', 'sucre 9,3%', 'purée de citron 3/31%/ de citron', 'de écrémé', 'amidon de ino""jt\'', 'arôme naturel', 'stabilisant : pectines', 'jus de potiron ', 'l', ""onountréj correcteur d'acidité : citrate de sodium"", 'jus / de citron', 'ferments lactiques', 'À', ' produit est fabriqué à partir de lait entier et de poudre de lait écrémé origine France', "" Conservation consornmer jusqu'au : voir la date indiquée sur le g"", "" do l'emballage"", 'À conserver entre QC et +600']",[],4,,,,,,,,,?,,90,,377 kj(90 kcal),,3,,"1,9",,13,,12,,3,,"0,12",,"0,048",,,,,,,,,,,,,,,,"['E440 - Pectines', 'E331 - Citrates de sodium']",['Lait'],,,,,,,,
52,Miel de Champagne - Reflets de France - 375g,3560071009786,A,"['Reflets de France', 'Carrefour']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de la Champagne']",['Carrefour'],['France'],['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,375 g,"['Verre', 'Bocal']","['EMB 64230B', 'Gan (Pyrénées-Atlantiques, France)']",,,,"['Pyrénées Atlantique', 'France']","['France', 'Champagne']",Miel,,,,https://www.refletsdefrance.fr/produits/epicerie-sucree-et-terroir/miels-et-cremes/miel-de-champagne
