,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,quantity,packaging,ingredients_origins,manufacturing,traceability_code,additives,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,link,markets,palm_ingredients,brand_owner
57,Expert Autobronzant,8470001778949,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Valda Menta Sin Azucar - 50g,8470003422468,['France'],[],[],?,170,711 kj(170 kcal),"0,6","0,16","39,7",0,"0,9","0,075","0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,,,,,,,,,
59,Gaufrettes chocolat,8474573465689,['France'],[],[],?,484,2025 kj(484 kcal),26,15,16,8,41,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Barres toffe chocolat au lait,8477853436430,['France'],[],[],?,329,1377 kj(329 kcal),11,"5,9",11,10,"31,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Gommes gélifiées protéifine,8478784523220,['France'],[],[],?,200,837 kj(200 kcal),0,0,"4,5",0,20,"0,133","0,053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Flan nappé caramel,8479330539122,['France'],[],[],?,115,481 kj(115 kcal),3,2,"18,4",17,"3,6","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Steinburg Shandy - Cerveza Sabor Limón,8480000661760,"['France', 'Espagne']","['Agua', 'azúcar', 'malta de cebada', 'maíz', 'aroma natural de limón:1%', ' ácido cítrico E-330', 'goma arábiga E-414', 'colorante caramelo E-150C', 'extracto de lúpulo', 'sorbato de potasio E-202']","['Végétalien', 'Végétarien']",?,33,138 kj(33 kcal),"0,5","0,1","7,2","6,6","0,5","0,01","0,004",['Steinburg'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,-25%,-25%,+335%,+471%,+85%,+629%,+25%,-37%,-37%,,,,,C,,,,,,"['E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,
64,Bollo relleno de crema de cacao - Mercadona,8480000840752,"['France', 'Espagne']","['Harina de trigo', 'crema de cacao 25% ', 'azúcar', 'aceites y grasas vegetales ', 'palma y girasol en proporciones varíables', 'cacao desgrasado en polvo', 'pasta de avellana', 'emulgente ', 'lecitina de soja', 'aromas', 'agua', 'aceites y grasas vegetales ', 'palma y girasol', 'levadura', 'azúcar invertido', 'azucar', 'sal', 'emulgentes ', 'E-471', 'E-472e', 'E-481', 'espesantes ', 'E-466', 'antioxidantes ', 'E-306', 'E-304', 'E-300', 'acidulante ', 'E-330', ' colorantes ', 'E-160a', 'conservadores ', 'E-282', 'E-200', 'E-202', 'aromas', ' Trazas de sésamo y leche y/o derivados']",['Huile de palme'],?,385,1611 kj(385 kcal),17,"6,2",52,21,"6,7",1,"0,4",['Mercadona'],"['Biscuits et gâteaux', 'Pâtisseries']","[""Appellation d'origine""]","['Gluten', 'Soja']",17 g,en quantité modérée,6.2 g,en quantité élevée,21 g,en quantité élevée,1 g,en quantité modérée,,+2%,+3%,+1%,-24%,+8%,-28%,+25%,+142%,+142%,18,+5%,D,+5%,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E306 - Extrait riche en tocophérols', 'E304 - Acide palmityle-6-L-ascorbique', 'E300 - Acide ascorbique', 'E330 - Acide citrique', 'E160a - Carotènes mélangés', 'E282 - Propionate de calcium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,['Mercadona'],"[""E304 - Palmitate d'ascorbyle""]",
65,Muesli con chocolate negro y chocolate con leche - Eroski - 500g,8480010083309,"['France', 'Espagne']","['Cereales 46,4% [copos de avena', 'harina de avena integral', 'cereales crujientes ', 'harina de arroz', 'harina de trigo', 'dextrosa', 'sal', 'l', 'chocolate 20% [chocolate negro 13,3% ', 'azúcar', 'pasta de cacao', 'manteca de cacao', 'materia grasa de leche anhidra', 'emulgente: lecitinas ', 'soja', 'girasol', 'aroma natural', ' ', 'cacao: 50% minimo ', ' ', 'chocolate con leche 6,7% ', 'azúcar', 'manteca de cacao', 'pasta de cacao', 'leche entera en polvo', 'suer lácteo en polvo', 'emulgente: lecitina de soja', ' ', 'cacao: 30% mínimo ', ' ', 'azúcar', 'grasa vegetal ', 'palma', 'jarabe de glucosa', 'sal', 'cacao magro', 'aroma', 'emulgente: lecitina de soja']","['Huile de palme', 'Non végétalien']",?,474,1983 kj(474 kcal),21,11,61,24,"7,3","0,6","0,24",['Eroski'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Mueslis au chocolat']",,"['Gluten', 'Soja']",21 g,en quantité élevée,11 g,en quantité élevée,24 g,en quantité élevée,0.6 g,en quantité modérée,,+7%,+7%,+32%,+113%,-1%,+26%,-22%,+145%,+145%,17,+86%,D,+86%,B,500 g,['Caja'],,,,['E322 - Lécithines'],4,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,['Eroski'],,
66,"Muesli con almendras, avellanas y nueces - Eroski - 500g",8480010083316,"['France', 'Espagne']","['Cereales 51% ', 'copos de avena', 'harina de avena integral', 'cereales crujientes ', 'harina de arroz', 'harina de trigo', 'dextrosa', 'sal', 'azúcar', 'grasa vegetal ', 'palma', 'frutos de cáscara 12% ', 'almendras 6%', 'nuez de Brasil 4%', 'nuez de Pecán 2%', 'jarabe de glucosa', 'sal', 'caramelo aromático ', 'azúcar', 'agua', 'corrector de acidez: hidróxido de sodio', 'aroma', 'emulgente: lecitina de soja']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,485,2029 kj(485 kcal),22,"8,2",59,28,"9,8","0,64","0,256",['Eroski'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['en:Palm oil'],"['Gluten', 'Fruits à coque']",22 g,en quantité élevée,8.2 g,en quantité élevée,28 g,en quantité élevée,0.64 g,en quantité modérée,,+17%,+17%,+68%,+147%,-2%,+66%,-1%,+268%,+268%,22,+347%,E,+347%,B,500 g,['Carton'],,,,['E524 - Hydroxyde de sodium'],4,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,
67,Tortilla de patata - Eroski - 500g,8480010124927,"['France', 'Espagne']","['Patata ', '50%', 'huevo líquido pasteurizado', 'cebolla frita ', '15%', ' ', 'cebolla', 'aceite de oliva virgen', 'sal', 'zumo de limón', 'aceite de girasol', 'aceite de oliva ', '1,3%', 'sal', 'extractos de fermentos lácticos', 'levaduras', 'estabilizantes ', 'E-407,E-410', 'E-415']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,158,661 kj(158 kcal),"9,9","3,7",11,"1,9","5,5","0,85","0,34",['Eroski'],"['Plats préparés', 'Omelettes de pommes de terre']",['en:gluten-free'],,9.9 g,en quantité modérée,3.7 g,en quantité modérée,1.9 g,en faible quantité,0.85 g,en quantité modérée,,-1%,-0%,+5%,+110%,-7%,+102%,+5%,-21%,-21%,4,+6%,C,+6%,B,500 g,['Plastico'],,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane']",4,70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,,,['Eroski'],,
68,Lardons Fumés (Qualité supérieure) - Dia - 200g,8480011333748,['France'],"['Poitrine de porc', 'eau', 'sel', 'acidifiants : lactate de sodium et acétate de sodium', 'sirop de glucose de blé', 'arômes de fumée', 'antioxygène : érythorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1179,284,1179 kj(284 kcal),"23,5","8,5",1,1,17,"3,76","1,504",['Dia'],"['Viandes', 'Charcuteries', 'Frais', 'Charcuteries diverses', 'Porc', 'Allumettes de porc', 'Lardons de porc', 'Poitrine de porc', 'Lardons de porc fumés', 'Charcuteries à cuire']","['Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Eco-Emballages']",,23.5 g,en quantité élevée,8.5 g,en quantité élevée,1 g,en faible quantité,3.76 g,en quantité élevée,+5%,+3%,+3%,+5%,+0%,+7%,+53%,+3%,+61%,+61%,21,+9%,E,+9%,D,200 g,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Sous atmosphère protectrice']","['Union européenne', 'Viande porcine']","['La Lampaulaise de Salaisons - 1 Rue Galilée - ZA de Kerourvois Sud - 29500 Ergué-Gabéric', 'Finistère', 'Bretagne', 'France']","['FR 29.051.020 CE', 'Ergué-Gabéric (Finistère, France)', 'EMB 29051', 'Ergué-Gabéric (Finistère, France)']","['E325 - Lactate de sodium', 'E262i - Acétate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,Lardons fumés de qualité supérieure,,['Dia'],,
69,Frutos secos - Eliges,8480012015193,"['France', 'Espagne']",[],[],?,597,2498 kj(597 kcal),51,5,"4,7","4,2",23,"1,6","0,64",['Eliges'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,,51 g,en quantité élevée,5 g,en quantité modérée,4.2 g,en faible quantité,1.6 g,en quantité élevée,,-5%,-5%,-1%,+24%,-64%,+7%,+3%,+6738%,+6738%,8,,C,,E,,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,
70,Champignon entier - eliges,8480012016329,['France'],[],[],?,22,92 kj(22 kcal),0,0,"0,5",0,"2,4","0,6","0,24",['Eliges'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Mostarda Spar Top Down,8480013061113,"['France', 'Espagne']","['Water', 'vinegar of wine grain mustard ', '12%', ' salt', 'modified corn starch', 'sugar', 'stabilizer: fatty acids mono-diglicerides', 'colorant: caramel preservative: E-224 and spices,']",[],?,80,335 kj(80 kcal),"2,8","0,7",11,"2,9","2,9","3,6","1,44",['Spar'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['en:gluten-free'],,2.8 g,en faible quantité,0.7 g,en faible quantité,2.9 g,en faible quantité,3.6 g,en quantité élevée,,-53%,-53%,-74%,-15%,+59%,-25%,-56%,-24%,-24%,9,-22%,C,-22%,B,,,,,,"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",4,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,['Spar'],,
72,Galletas - Spar,8480013085508,"['France', 'Espagne']",[],[],?,479,2004 kj(479 kcal),20,10,67,29,6,"0,5","0,2",['Spar'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']",,,20 g,en quantité modérée,10 g,en quantité élevée,29 g,en quantité élevée,0.5 g,en quantité modérée,,+2%,+2%,+4%,+18%,+0%,-12%,+3%,-10%,-10%,22,+11%,E,+11%,C,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,['Spar'],,
73,Barquillos - Spar,8480013086017,"['France', 'Espagne']",[],[],?,521,2180 kj(521 kcal),29,15,58,34,5,"0,18","0,072",['Spar'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,,29 g,en quantité élevée,15 g,en quantité élevée,34 g,en quantité élevée,0.18 g,en faible quantité,,+24%,+24%,+97%,+132%,-13%,-31%,+19%,+22%,+22%,23,+26%,E,+26%,,,,,,,,,,,,,,,,,,['Spar'],,
74,Choco Flakes - Spar,8480013095132,"['France', 'Espagne']",[],[],?,385,1611 kj(385 kcal),"3,2","1,7",76,32,"9,5","0,35","0,14",['Spar'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,3.2 g,en quantité modérée,1.7 g,en quantité modérée,32 g,en quantité élevée,0.35 g,en quantité modérée,,-4%,-4%,-63%,-23%,+14%,+92%,+2%,-2%,-2%,13,+141%,D,+141%,C,,,,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,['Spar'],,
75,Pastas de té - Spar,8480013122005,['France'],[],[],?,500,2092 kj(500 kcal),24,10,"65,9","26,6","4,8","0,2","0,08",['Spar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Spar'],,
76,Sandwich fins con cereales y semillas - Spar,8480013214588,"['France', 'Espagne']",[],[],?,253,1059 kj(253 kcal),"2,5","1,1",44,8,"7,5","1,6","0,64",['Spar'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie', 'Pains complets', 'Pains de mie complet']",,,2.5 g,en faible quantité,1.1 g,en faible quantité,8 g,en quantité modérée,1.6 g,en quantité élevée,,-2%,-2%,-42%,+77%,+3%,+59%,-16%,+40%,+40%,12,,D,,B,,,,,,,,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,['Spar'],,
77,Eaux minéral naturel - Spar,8480013231417,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,['Spar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Spar'],,
78,Leche condensada - Spar,8480013353546,['France'],[],[],?,318,1331 kj(318 kcal),8,"5,4",54,54,"7,4","0,3","0,12",['Spar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Spar'],,
79,Nectar abricot - Dia - 1L,8480017001214,['France'],[],[],200,?,200 kj(48 kcal),"< 0,1","< 0,1","10,8","10,8","< 0,5","0,025","0,01",['Dia'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",,,0.1 g,en faible quantité,0.1 g,en faible quantité,10.8 g,en quantité élevée,0.0254 g,en faible quantité,-7%,,-10%,-48%,+168%,-13%,-8%,+34%,+140%,+140%,15,-1%,E,-1%,D,1 L,"['Bouteille', 'Plastique']",,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,['Dia'],,
80,Sucre Roux de Canne - Dia - 1kg e,8480017004864,['France'],['Sucre roux de canne'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,400,1674 kj(400 kcal),?,0,?,100,0,0,0,['Dia'],"['Édulcorants', 'Sucres', 'Sucres roux', 'Sucres de canne']",['Point Vert'],,,,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,,+2%,+2%,,-100%,,+3%,-100%,-100%,-100%,,,,,B,1 kg e,"['Boite', 'Carton']",,['Union Européenne'],,,2,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,Sucre roux de canne en morceaux,,['Dia'],,
81,Jus d'Ananas à base de concentré - Dia - 1L,8480017006936,['France'],"[""Jus d'ananas à base de concentré""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",213,?,213 kj(51 kcal),< 1,"< 0,1","11,8","11,8","0,4",~ 0,0,['Dia'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', ""Jus d'ananas"", ""Jus d'ananas à base de concentré""]","['Peu ou pas de sucre', 'Point Vert', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs', 'Eco-Emballages']",,1 g,en faible quantité,0.1 g,en faible quantité,11.8 g,en quantité élevée,0 g,en faible quantité,+5%,,+5%,+415%,+350%,+5%,+10%,+5%,-100%,-100%,6,+24%,D,+24%,C,1 L,"['Brique', 'Carton', 'Tetra Pak']",,"[""Laiterie de Varennes (Filiale Laiterie de Saint-Denis-de-l'Hôtel - LSDH) - 6 Rue de la Bordé - 36210 Val-Fouzon"", 'Indre', 'Centre-Val de Loire', 'France']","['EMB 36229', 'Varennes-sur-Fouzon (Indre, France)']",,1,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,Jus de fruits à base de concentré,,['Dia'],,
82,"Gésiers de Canard, Confits dans la graisse de canard - Dia - 250g",8480017010124,['France'],"['Gésiers de canard ', '75 %', 'graisse de canard ', '15 %', 'eau', 'sel', 'arômes naturels', 'conservateurs : nitrite de sodium', 'érythorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",615,146,615 kj(146 kcal),"3,1","1,2","0,3",0,"29,1","1,524","0,61",['Dia'],"['Plats préparés', 'Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",['Fabriqué en France'],,3.1 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,1.52 g,en quantité élevée,-5%,-22%,-21%,-50%,-41%,+18%,-100%,+1%,+5%,+5%,3,-52%,C,-52%,,250 g,"['Boîte', 'Carton', 'Plastique', 'Sachet']",['France'],"['Jean Routhiau (Filiale Groupe Routhiau) - Avenue de la Métairie - 85250 Saint-Fulgent', 'Vendée', 'Pays de la Loire', 'France']","['FR 85.215.003 CE', 'Saint-Fulgent (Vendée, France)']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",4,,,,,,,,"Gésiers de canard maigre, confits dans la graisse de canard, traités en salaison",,['Dia'],,
83,Cumin moulu - Dia - 45g,8480017010681,['France'],[],[],?,?,,?,,?,,?,,,['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cumin']",,,,,,,,,,,,,,,,,,,,,,,,,B,45g,"['Bocal', 'Verre']",,,,,,70.8%,0.0%,20.1%,5.4%,3.7%,0.0%,83,cumin moulu,,['Dia'],,
84,Coquillettes (Cuisson rapide) - Dia - 500g,8480017012869,['France'],['Semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1495,353,1495 kj(353 kcal),"1,4",0,72,2,"11,5","0,025","0,01",['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Coquillettes', 'Coquillettes de blé dur']",,,1.4 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.0254 g,en faible quantité,-1%,-1%,-0%,-20%,-100%,+1%,-38%,-4%,+131%,+131%,-4,,A,,C,500 g,['Sachet plastique'],['Union européenne'],,,,1,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,Pâtes alimentaires au blé dur de qualité supérieure,,['Dia'],,
85,Perejil - Dia,8480017012951,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,23,1,"0,4",['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Herbes aromatiques', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Persil', 'Persil séché moulu']",['Fabriqué en Allemagne'],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,,-98%,-99%,-100%,-100%,-100%,-100%,+187%,+212%,+212%,,,,,B,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,['Dia'],,
86,Sel table fin - Dia,8480017013163,['France'],[],[],?,0,0 kj(0 kcal),"0,1","0,1","0,1","0,1","0,1",,,['Dia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dia'],,
87,Chocolat noir aux écorces d'orange confites. 70% cacao - Dia - 100g,8480017013378,"['France', 'Espagne']","['Pâte de cacao', 'sucre', 'cacao maigre en poudre', ""écorces d'orange confïtes "", '5%', ' ', 'écorces d‘orange', 'sucre', 'dextrose', ""correcteur d'acidité "", 'acide citrique', 'beurre de cacao', 'émulsifiant ', 'lécithines', ""huile essentielle d'orange"", 'arôme vanille', ' Cacao : 70% minimum']",['Sans huile de palme'],2205,531,2205 kj(531 kcal),35,21,38,"31,5","9,5","0,05","0,02",['Dia'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', ""Chocolats noirs à l'orange""]",,,35 g,en quantité élevée,21 g,en quantité élevée,31.5 g,en quantité élevée,0.05 g,en faible quantité,+2%,+1%,+0%,+2%,+1%,-12%,-15%,+41%,+29%,+29%,23,+7%,E,+7%,C,100 g,"['Carton', 'Feuille aluminium']",,"['Dipa S.A.S.', 'Groupe Cémoi', 'France']",,"['E330 - Acide citrique', 'E322 - Lécithines']",4,74.2%,16.2%,3.8%,4.7%,1.1%,0.0%,62,Chocolat noir aux écorces d'orange confites. Cacao: minimum 70%,,['Dia'],,
88,Olives vertes dénoyautées - Dia,8480017013736,['France'],[],[],?,?,,?,,?,,?,,,['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",,,,,,,,,,,,,,,,,,,,,,,,,A,,['Conserve'],,,,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,['Dia'],,
89,Chocolat blanc - Dia,8480017015556,['France'],"['sucre', 'beurre de cacao', 'poudre de lait entier', 'lactosérum en poudre', 'matière grasse de lait anhydre', 'émulsifiant: lécithine de tournesol et arômes', ' Peut ontenir des traces de gluten et de fruits à coque', ' Cons rvation:']",['Non végétalien'],?,560,2343 kj(560 kcal),34,21,57,57,"6,6","0,33","0,132",['Dia'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,,34 g,en quantité élevée,21 g,en quantité élevée,57 g,en quantité élevée,0.33 g,en quantité modérée,,-1%,-1%,-6%,-3%,+7%,+13%,-1%,+28%,+28%,27,+1%,E,+1%,E,,,,,,['E322i - Lécithine'],4,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,['Dia'],,
90,Biscottes aux 6 céréales - Dia - 300g,8480017016072,['France'],"['céréales 93,2% ', 'farine et son de blé 84,1%', ""farine et flocons d'orge 3,8%"", 'farine de maïs 1,6%', ""flocons d'avoine 1,4%"", 'farine de seigle 1,3%', 'farine de sarrasin 1%', 'sucre', 'huile végétale ', 'tournesol', 'levure', 'graines de sésame', 'sel', 'gluten', 'agent de traitement de la farine : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1665,395,1665 kj(395 kcal),"7,1","0,9",67,"5,8","11,5","1,55","0,62",['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'en:wholemeal-rusk', 'en:zwieback', 'Biscottes-aux-cereales']",['Riche en fibres'],"['Gluten', 'Graines de sésame']",7.1 g,en quantité modérée,0.9 g,en faible quantité,5.8 g,en quantité modérée,1.55 g,en quantité élevée,,-1%,-0%,-11%,-60%,+2%,+9%,-8%,+5%,+5%,6,-30%,C,-30%,B,300 g,"['Étui en carton', 'Sachet en plastique', 'Point vert']",,['Union Européenne'],,['E300 - Acide ascorbique'],4,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,Biscottes céréales,,['Dia'],,
91,Jus de citron jaune - Dia - 200ml,8480017017277,['France'],"['Jus de citron', 'huile essentielle de citron', 'disulfite de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",116,27,116 kj(27 kcal),"< 0,5",0,2,2,"< 0,5",0,0,['Dia'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",,,0.5 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,+3%,0%,+4%,+252%,-100%,-44%,+20%,+48%,-100%,-100%,-4,,B,,C,200 ml,"['Bouteille', 'Plastique']",['Italie'],,['COD 87548'],"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",1,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,Spécialité au jus de citron et à l'huile essentielle de citron,,['Dia'],,
