,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,additives,allergens,labels,packaging,manufacturing,nova_score,markets,link,palm_ingredients,ingredients_origins,generic_name,traceability_code,brand_owner
73,Roasted Hot Curry Powder,8904073705010,,['France'],[],[],,,,,,,,,?,,309,,1293 kj(309 kcal),,17,,2,,55,,3,,13,,"0,42",,"0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Pomegranate - Pom Wonderful,8904083300854,,['France'],[],[],,,,,,,,,?,,65,,272 kj(65 kcal),,0,,0,,16,,14,,"0,3",,,,,,,,,,,['Pom Wonderful'],,,,,,,,,,,,,,,,,,,,,
75,24 Mantra Organic Ginger Garlic / Adrak / Lahasun Paste - 24 Mantra Orguanic,8904083512035,,['France'],"['*ginger ', '50%', '*Garlic', '28%', 'Water', 'salt', '*Groundnut Oil', 'Acidulant: citric acid', '\r*organic']",[],,,,,,,,,?,,93,,389 kj(93 kcal),,"1,23",,"0,1",,"0,35",,"0,35",,"2,72",,5,,2,,,,,,,['24 Mantra Orguanic'],,,,,,,,,['E330 - Acide citrique'],,"['Bio', 'en:USDA Organic']",,,,,,,,,,
76,Aloe vera juice -,8904084100422,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Aloevera D-Blocker juice,8904084100477,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Aloe Panch Tulsi Juice,8904084100491,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,"0,5",,"0,5",,4,,2,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amla Juice 750ML (amla Supplement) - VAÀNI  Foods,8904084100729,,['France'],"['ta Juice 100%', ' Contains Permitted Il Preservatives ', 'E-211', 'E-202', ' Rich I Vitamin C 1 Effective For Obesity Flushes Out Toxins Effective For Rejuvenation Tridosha Nashak Brings A Healthy Shine to Skin', 'Eyes 8 Purifies Blood Increase Vitality', 'Strength & Vico']",[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"0,593",,"0,058",,"4,83",,"4,5",,"0,893",,0,,0,,,,,,,['VAÀNI  Foods'],,,,,,,,,"['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,
80,Aloe Vera Juice 750ML (aloe Supplement) - Vaani Foods,8904084100736,['Boissons'],['France'],"['100% NATURAL Albe vera ', 'Barbadensis', ' Gel ', 'ITL', 'Stabilizer QS fœtaidspermitted Class Il Preservatives ', 'E-202', 'E-211', ' Net Contents : 750 ml', ' Batch No', ' Date of Expiry : Dictary Supplement Not For Medicinal Cse- Juice Contains Nutritious Fibers settled at bottom- Shake Well Before Use']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,5 g,en quantité élevée,?,,20,-64%,84 kj(20 kcal),-65%,0,-100%,0,-100%,5,-56%,0,-100%,2,+303%,5,+11948%,2,+11948%,13,+70%,E,+70%,,['Vaani Foods'],,,,,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,
81,KARELA JUICE - VANI Foods,8904084100750,,['France'],"['Kar à Fruit and Leaves Juice 90%', ' Jamun Seed extract 10%', 'Acidity', 'regulatbr', ' ', 'E-330', ' Contains Permitted Class Il Preservatives ', 'E-211', 'E-202', ' Net Contents : 750 ml', ' Batch No', ' Date of Expiry ', ' Dietary Supplemcnt Not ForMedicinal Use', ' *Juice Cohtains NutritiòusFiberssettled at bottom', ' Shake Well Before Use']",[],,,,,,,,,?,,36,,151 kj(36 kcal),,"0,43",,0,,7,,1,,"3,6",,"0,01",,"0,004",,,,,,,['VANI Foods'],,,,,,,,,"['E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,
82,Généreux - Saint Agur - 190g,8904110025163,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français']",['France'],[],[],23 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,2.2 g,en quantité élevée,?,,361,+1%,1510 kj(361 kcal),+1%,23,-25%,23,+8%,"0,5",-33%,"0,5",+146%,16,-18%,"2,2",-23%,"0,88",-23%,18,-3%,D,-3%,D,"['Saint Agur', 'Savencia']",84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,190g,,,"['Sans lactose', ""Saveurs de l'Année"", ""Saveurs de l'Année 2018"", 'en:Saveurs-de-l-annee-france']",['Frais'],,,,,,,Fromage à pâte persillée au lait pasteurisé,,
83,Jaggery,8904117900395,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,100,,100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,AMLA OWDER (groseilles indiennes) Ayurvedic & Herbal),8904158903140,,['France'],[],[],,,,,,,,,?,,345,,1443 kj(345 kcal),,"0,2",,"0,2",,83,,"0,6",,"0,1",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,JAMUN  KARELA POWDER Bittermelone-Rosenapfel,8904158903218,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"0,1",,"0,1",,"8,8",,"8,8",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Butter Flavour Cookies - Sabki Pasand - 200g,8904230395238,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",['France'],"['Farine de blé', 'graisse végétale [huile de palme partiellement hydrogénée', 'huile de sésame raffinée', 'vitamine A', 'vitamine D] Sucre', 'sel lodé', 'agent de levage: bicarbonate de sodium', 'arôme de beurre']","['Huile de palme', 'Végétarien']",24.3 g,en quantité élevée,6.9 g,en quantité élevée,23.1 g,en quantité élevée,1.3 g,en quantité modérée,?,,219,-55%,916 kj(219 kcal),-56%,"24,3",+4%,"6,9",-50%,"60,8",-3%,"23,1",-9%,"6,2",0%,"1,3",+90%,"0,52",+90%,18,-18%,D,-18%,D,['Sabki Pasand'],80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,200 g,['E500ii - Carbonate acide de sodium'],"['Gluten', 'Graines de sésame']","['Végétarien', 'en:Green Dot India']","['Carton', 'boîte', 'Plastique']",['Inde'],4,,,['Huile de palme'],,Butter Flavour Cookies,,
87,Jeera cookies,8904230395252,,['France'],[],[],,,,,,,,,?,,219,,916 kj(219 kcal),,"24,3",,"6,8",,"60,5",,"22,8",,"6,3",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Chocolate Cookies Sabri Pasand,8904230395368,,['France'],[],[],,,,,,,,,?,,238,,996 kj(238 kcal),,"26,5",,9,,21,,"6,5",,6,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Cookies,8904230395375,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],[],[],29.7 g,en quantité élevée,8.8 g,en quantité élevée,20.2 g,en quantité élevée,0.4 g,en quantité modérée,?,,268,-43%,1121 kj(268 kcal),-44%,"29,7",+43%,"8,8",-13%,"55,3",-14%,"20,2",-32%,7,+8%,"0,4",-32%,"0,16",-32%,16,-19%,D,-19%,C,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,
90,Lait Demi-Écrémé - Signature - 1L e,8904232500869,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",['France'],['Lait demi-écrémé'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1.55 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.127 g,en faible quantité,193,-2%,?,,193 kj(46 kcal),-2%,"1,55",-8%,1,-3%,"4,8",0%,"4,8",+0%,"3,2",-1%,"0,127",+14%,"0,051",+14%,0,-100%,B,-100%,B,['Signature'],78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,1 L e,,['Lait'],['ISO 9001'],"['Brique', 'Carton']",['France'],1,,,,['France'],Lait Demi-Écrémé UHT,"['FR 02.110.001 CE', 'Braine (Aisne, France)']",
91,Fornacine al parmigiano,8904583423022,,['France'],[],[],,,,,,,,,?,,406,,1699 kj(406 kcal),,9,,"1,5",,68,,"3,3",,12,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Mothers Rec Pastes Ginger Garlic - Mother’s recipe,8906001052944,,['France'],"['Ginger', 'Garlic Edible Common Salt', ' Actdr Regulator ', '260', ',Stabiliser', '401']",[],,,,,,,,,?,,109,,456 kj(109 kcal),,1,,0,,22,,22,,4,,2,,"0,8",,,,,,,['Mother’s recipe'],,,,,,,,,,,,,,,,,,,,,
93,Chicken Tikka - Mother's Recipe,8906001053088,"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées']",['France'],[],[],,,,,,,,,?,,100,-26%,418 kj(100 kcal),-28%,4,+61%,1,+8%,13,-40%,6,+61%,2,-48%,6,+97%,"2,4",+97%,,,,,,"[""Mother's Recipe""]",,,,,,,,,,,,,,,,,,,,,
94,Mothers Recipe Butter Chicken Mix - 100G,8906001054597,['en:Indian Food'],"['Australie', 'France']",[],[],4 g,en quantité modérée,1 g,en faible quantité,7 g,en quantité modérée,0.7 g,en quantité modérée,?,,100,,418 kj(100 kcal),,4,,1,,14,,7,,"2,5",,"0,7",,"0,28",,4,,C,,,['Mothers Recipe'],,,,,,,,100g,,,,['Pouch'],['India'],,"['Asian Stores', 'Aldi *Periodically']",,,['Inde'],,,
95,Mothers Recipe Ginger &garlic - Mother’s Recipe,8906001056379,,['France'],"['Gingembre ', '47%', ""l'ail "", '45%', ',sel', 'eau,acide ', ""acétique en tant que régulateur d'acidité"", ""d'alginate de sodium "", 'en tant que stabilisant', ' et poudre de curcuma', ' Produit a été traité dans une usine qui traite également contenant du lait', 'du soja', 'des graines de sésame', 'des noix', 'des arachides', 'des glutens et des sulfites']",[],,,,,,,,,?,,100,,418 kj(100 kcal),,0,,0,,18,,1,,3,,"13,3",,"5,32",,,,,,,['Mother’s Recipe'],,,,,,,,,"['E260 - Acide acétique', 'E401 - Alginate de sodium']","['Gluten', 'Fruits à coque', 'Arachides', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",['Sans conservateurs'],,,4,,,,,,,
96,Poudre Curry,8906002080410,,['France'],[],[],,,,,,,,,?,,438,,1833 kj(438 kcal),,"18,59",,1,,"5,67",,1,,"14,27",,"53,61",,"21,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Egg kuruma masala,8906002081929,,['France'],[],[],,,,,,,,,?,,456,,1908 kj(456 kcal),,24,,4,,44,,0,,16,,"1,836",,"0,734",,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Bikaji Goldy 200GM - Moong Dal,8906005501059,,['France'],"['Lentille de Moong', 'Sel', 'Acide Citrique', 'Huile Végétale Comestible ', ""Huile d'Arachide et/ou Huile de Palmolein et/ou Huile de Maïs""]",[],,,,,,,,,?,,539,,2255 kj(539 kcal),,28,,8,,14,,0,,6,,"0,6",,"0,24",,,,,,,['Moong Dal'],,,,,,,,,['E330 - Acide citrique'],,,,,,,,,,,,
99,Best Select Rice,8906010554118,,['France'],['Riz'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,356,,1490 kj(356 kcal),,"0,4",,0,,"78,1",,"0,9",,8,,"0,004",,"0,002",,,,,,,['Best'],,,,,,,,,,,,,,,,,,,,,
100,Huile de riz,8906012510143,,['France'],[],[],,,,,,,,,?,,819,,3427 kj(819 kcal),,91,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Veg Masala Flavoured Instant Noodles,8906013030022,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",['France'],[],[],,,,,,,,,?,,470,+57%,1966 kj(470 kcal),+56%,21,+81%,"9,5",+80%,61,+51%,"2,1",-13%,10,+57%,"4,2",+61%,"1,68",+61%,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Butter delite,8906018383048,,['France'],[],[],,,,,,,,,?,,494,,2067 kj(494 kcal),,"6,3",,"2,3",,66,,22,,6,,22,,"8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Apéritif indien,8906019561186,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,"6,76",,"2,85",,"2,1",,"2,1",,"2,62",,"0,157",,"0,063",,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Mysorepak,8906020491175,,['France'],[],[],,,,,,,,,?,,574,,2402 kj(574 kcal),,"50,92",,"40,68",,"37,36",,"37,36",,"3,52",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Organic green tea,8906035790072,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",['France'],[],[],,,,,,,,,?,,310,+2483%,1297 kj(310 kcal),+2602%,"1,34",+1266%,1,+2701%,"55,47",+2376%,1,-17%,"19,07",+8981%,0,-100%,0,-100%,11,+162%,E,+162%,B,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,
106,Milk Peda,8906036672056,,['France'],[],[],,,,,,,,,?,,411,,1720 kj(411 kcal),,"17,1",,"11,1",,"51,3",,"51,3",,"12,9",,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,
107,Huile de coco Bio,8906038783903,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",['France'],[],[],14 g,en quantité modérée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,120,-86%,502 kj(120 kcal),-86%,14,-86%,12,-86%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,11,-43%,D,-43%,,,,,,,,,,,,,['Bio'],,,,,,,,,,
108,Veg. Gelatin - Moments ...to Cherish !,8906042351877,,['France'],"['CARRAGHENANE DU PEROU ', 'E-417', ' CHLORIDE DE POTASSIUVè', 'E', '508', 'CITRATE DE SODIUM']",[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,['Moments ...to Cherish !'],,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E417 - Gomme tara', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E331 - Citrates de sodium']",,,,,4,,,,,,,
109,Asafoetida -  - 100g,8906044469020,,['France'],[],[],,,,,,,,,?,,297,,1243 kj(297 kcal),,4,,"1,4",,"59,2",,0,,"6,2",,"0,25",,"0,1",,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,
110,Premium gur rewari  - Lovely sweets - 400g,8906050450470,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Lovely sweets'],,,,,,,,400 g,,,,,,,,,,,,,
111,Moya,8906052374033,,['France'],[],[],,,,,,,,,?,,85,,356 kj(85 kcal),,10,,10,,10,,10,,10,,30,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Purée de Poire Williams - Gaec Du Val Alpin,8906062121610,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de poire']",['France'],"['AGRICULTURE Caen Val 05300 LACR bob""te Irçédents : Brée Vdetrs mstrttim•Elksrr : énerge : y•asses : 0', 'q', 'Œides FŒsaturés : Ong', ': 12,49,']",[],0.8 g,en faible quantité,0 g,en faible quantité,10.7 g,en quantité modérée,0 g,en faible quantité,?,,56,-12%,234 kj(56 kcal),-12%,"0,8",+236%,0,-100%,"12,4",-15%,"10,7",-17%,"0,5",+20%,0,-100%,0,-100%,-3,,A,,B,['Gaec Du Val Alpin'],35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans sucre ajouté']",,,,,,,,,"['EMB 13089', 'Saint-Andiol (Bouches-du-Rhône, France)']",
113,Mathura chaat masala,8906066202438,,['France'],[],[],,,,,,,,,?,,127,,531 kj(127 kcal),,2,,2,,2,,2,,3,,29,,"11,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Sukha Lemon Bhel,8906070441106,,['France'],[],[],,,,,,,,,?,,395,,1653 kj(395 kcal),,12,,6,,"65,4",,0,,"6,4",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Jus de mangue - Paper boat - 180ml,8906080600982,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de mangue']","['France', 'Inde']",[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,12.5 g,en quantité élevée,0.1 g,en faible quantité,?,,62,+27%,259 kj(62 kcal),+26%,"0,1",0%,"0,1",+475%,"15,5",+25%,"12,5",+19%,"0,1",-45%,"0,1",+1071%,"0,04",+1071%,8,+71%,D,+71%,D,['Paper boat'],58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,180ml,,,['en:gluten-free'],,,,,,,,Jus de mangue pur jus,,
116,Assam Tea Premium - Leo,8908000008748,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,"0,01",,0,,"0,01",,,,,,,,,,,['Leo'],,,,,,,,,,,,,,,,,,,,,
117,Cure Masala,8908000116924,,['France'],[],[],,,,,,,,,?,,362,,1515 kj(362 kcal),,12,,0,,50,,0,,37,,11,,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Kandhe Poe - Dhanashree Gruha Udyog,8908002717204,,['France'],"['Rice Flakes Onion,Groundnut Refined Oil', 'Green Tempering Masala', 'Salt', 'Sugar,']",[],,,,,,,,,?,,406,,1699 kj(406 kcal),,12,,6,,67,,30,,10,,1,,"0,4",,,,,,,['Dhanashree Gruha Udyog'],,,,,,,,,,,,,,,,,,,,,
119,Eau,8908003799025,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Coconut crunchees biscuits,8908008772009,,['France'],[],[],,,,,,,,,?,,492,,2059 kj(492 kcal),,16,,0,,75,,0,,"8,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Banana Chips,8908008820007,,['France'],[],[],,,,,,,,,?,,546,,2284 kj(546 kcal),,0,,0,,0,,0,,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Chocolate Spread,8909876543319,,['France'],[],[],,,,,,,,,?,,547,,2289 kj(547 kcal),,32,,0,,65,,30,,"0,7",,"4,1",,"1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Riz Rond du Sud,89058947,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,1",,"0,3",,80,,"0,1",,"6,4",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,['IGP'],,,,,,,,,,
124,Dried mango chunks - 75g,8918734820738,,['France'],[],[],,,,,,,,,?,,268,,1121 kj(268 kcal),,"1,2",,"0,7",,62,,57,,"2,3",,"0,01",,"0,004",,,,,,,,,,,,,,,75 g,,,,,,,,,,,,,
125,Pâtes de riz en rouleaux - Phô Vát,8932514138059,,['France'],"['Ricc Flour', ' Water']",[],,,,,,,,,?,,354,,1481 kj(354 kcal),,0,,0,,87,,2,,"1,4",,"0,573",,"0,229",,,,,,,['Phô Vát'],,,,,,,,,,,,,,,,,,,,,
126,Croque Monsieur Dinde / Fromage *2 - Oriental Viandes - 200g (2 * 100g),8932790082053,"['Plats préparés', 'Produits à la viande', 'Sandwichs', 'Plats préparés à la viande', 'Plats à la volaille', 'Réfrigérés', 'Plats à la dinde', 'Croque-monsieur']",['France'],"['Pain de mie 54 % ', 'farine de BLE', 'eau', 'dextrose', 'levure', 'huile de colza', 'sel', 'GLUTEN DE BLÉ', 'Conservateur: E282', 'émulsifiants: E471-E322 ', 'BLÉ', ""agent de traitement de la farine : E300 - FROMAGE fondu à l'EMMENTAL 23 % "", 'FROMAGES dont EMMENTAL 6,9 %', 'BEURRE', 'eau', 'protéines de LAIT', 'amidons modifiés', 'LACTOSERUM', 'sels émulsifiants E331-E452', 'gélifiant: E407-dinde cuite traitée en salaison 17 % ', 'viande de dinde Halal 11 % ', 'origine UE', 'eau', 'fécule de pomme de terre', 'acidifiants: E326-E262', 'sirop de glucose', 'dextrose', 'sel', 'stabilisants : E451-E450-E452', 'gélifiants E407-E412', 'arômes naturels et arôme de fumée', 'antioxydant: E301', 'exhausteurs de goût: E631 - E627', 'conservateur : E250', ' - margarine ', 'matière grasse de palme', 'eau', 'huile de colza', 'émulsifiant: E471', ""correcteur d'acidité: E330"", ' Pourcentages exprimés sur le croque-monsieur']","['Huile de palme', 'Non végétalien', 'Non végétarien']",12 g,en quantité modérée,5.8 g,en quantité élevée,4 g,en faible quantité,1.6 g,en quantité élevée,?,,283,+74%,1184 kj(283 kcal),+74%,12,+52%,"5,8",+146%,33,+261%,4,+239%,10,-7%,"1,6",+69%,"0,64",+69%,15,+440%,D,+440%,D,['Oriental Viandes'],75.7%,13.8%,5.3%,3.1%,1.7%,0.5%,51,200 g (2 * 100 g),"['E282 - Propionate de calcium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E301 - Ascorbate de sodium', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Gluten', 'Lait']","['Halal', 'Point Vert', 'Fabriqué en France']","['Frais', 'Plastique']",['France'],4,,,['Huile de palme'],['Union européenne'],Croque-monsieur à poêler à la viande de dinde cuite Halal et au fromage fondu à l'emmental. - Croque Monsieur Dinde / Fromage *2,,
127,Huile vierge de noix de coco,8933939997955,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",['France'],[],[],100 g,en quantité élevée,91 g,en quantité élevée,0 g,en faible quantité,,,?,,900,+5%,3766 kj(900 kcal),+5%,100,+3%,91,+8%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Cubes de Thon,8934560369425,,['France'],[],[],,,,,,,,,?,,17,,71 kj(17 kcal),,"0,2",,"0,1",,0,,0,,"3,7",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Beed flavour instant - Vifon,8934561000297,,['France'],"['nouilles ', '93%', ': farine de blé', 'huile de palme', 'tapioca', 'sel', 'amidon', 'sucre', 'stabilisant: triphosphates', '?rbonates de potassium', 'de sodium', ' curcuma', ' base de soupe ', '7%', ': sel', 'huile de palme', 'sucre', 'exhausteurs de goût: glutamate monoscxiique', 'guanylate disodique', 'inosinate maltadextfine', 'arôme', 'Piment ', '1 ,2%', 'ail ', '1%', 'poivre', 'protéine de sa hydrolysé', 'caramel ordinaire', ' anüagglomérant ESI ', ' antioxydant', ""' E 306""]",['Huile de palme'],,,,,,,,,?,,60,,251 kj(60 kcal),,"2,7",,1,,"7,7",,"0,2",,"1,1",,"0,6",,"0,24",,,,,,,['Vifon'],,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E150a - Caramel E150a']",['Gluten'],,,,4,,,['Huile de palme'],,,,
130,Vermicelles de Riz instantanés arôme Crabe,8934561110026,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Vermicelle de riz']",['France'],[],[],6.5 g,en quantité modérée,2 g,en quantité modérée,3 g,en faible quantité,5.8 g,en quantité élevée,?,,376,+13%,1573 kj(376 kcal),+13%,"6,5",+914%,2,+681%,"72,8",+6%,3,+625%,"6,3",+29%,"5,8",+1821%,"2,32",+1821%,15,+661%,D,+661%,,,,,,,,,,,,,,,,,,,,,,,
131,Soupe Nouille Canard Vifon 70G Vietnam,8934561241126,,['France'],[],[],,,,,,,,,?,,290,,1213 kj(290 kcal),,"22,2",,"6,7",,"61,1",,"1,3",,"8,7",,"4,2",,"1,68",,,,,,,['Vifon'],,,,,,,,,,,,,,,,,,,,,
