,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,manufacturing,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,additives,ingredients_origins,link,palm_ingredients,producer_info,origin_detail,brand_owner
25,Pâté de Tête recette persillée - Monique Ranou - 180g,3250391502837,C,Pâté de tête persillé,180 g,"['Barquette', 'Plastique', 'Frais']",['Monique Ranou'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de tête']",['France'],"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",['Intermarché'],['France'],"['Morceaux de tête de porc 75 %', 'eau', 'sel', 'gélatine', 'vin blanc', 'épices et aromates dont persil 0,2 %', 'arômes', 'acidifiant : acétate de sodium', 'dextrose de maïs', 'gélifiant : carraghénanes', 'colorant : carmins', 'stabilisants : triphosphates', 'diphosphates', 'conservateurs : ascorbate de sodium', 'nitrite de sodium']",,"['Non végétalien', 'Non végétarien']",4,19.1 g,en quantité modérée,6.7 g,en quantité élevée,0 g,en faible quantité,1.83 g,en quantité élevée,862,+11%,225,+15%,862 kj(225 kcal),+10%,"19,1",+39%,"6,7",+29%,"0,8",+6%,0,-100%,"12,5",-18%,"1,83",+6%,"0,732",+6%,16,+36%,D,+36%,76.6%,14.8%,4.7%,2.2%,1.3%,0.4%,42,"['Labels de distributeurs', 'Viande-francaise', 'Sélection Intermarché', 'Viande-porcine-francaise']","['E428 - Gélatine', 'E262i - Acétate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['France'],,,,,
26,Nouilles (Pâtes de qualité supérieure) - Fiorini - 1kg,3250391504169,C,Pâtes alimentaires au blé dur de qualité supérieure,1 kg,['Sachet plastique'],"['Fiorini', 'Sélection des Mousquetaires', 'Les Mousquetaires']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Nouilles de blé dur']",,,['Intermarché'],['France'],['100 % semoule de blé dur de qualité supérieure'],['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.8 g,en faible quantité,0.3 g,en faible quantité,6.3 g,en quantité modérée,0.01 g,en faible quantité,?,,354,-1%,1481 kj(354 kcal),-1%,"1,8",-1%,"0,3",-21%,"72,5",+3%,"6,3",+82%,"10,8",-8%,"0,01",-77%,"0,004",-77%,0,,B,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['Labels de distributeurs', 'Sélection Intermarché']",,,,,,,
27,Mini Gratin de Pomme de Terre - Saint Eloi - 480g,3250391511952,A,,480 g,"['Carton', 'Surgelé']",['Saint Eloi'],"['Surgelés', 'Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Plats préparés surgelés']",,,['Intermarché'],['France'],"['Pommes de terre 56%', 'eau', 'crème* 11%', 'emmental* 5%', 'emmental fondu* 4% ', 'emmental*', 'fromages*', 'eau', 'beurre*', 'poudre de lait  écrémé', 'protéines de lait ', 'sel de fonte : E331', 'sucre', 'gélifiant : E407', 'arôme naturel', 'sel', ""jaune d' oeuf "", 'fécule de pomme de terre', 'arômes', ""blanc d' oeuf en poudre"", 'lactose* et protéines de  lait ', 'aromate', 'épaississants : E412-E415,', ' * dont _ lait']","['Céleri', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,5.5 g,en quantité modérée,3.6 g,en quantité modérée,2.2 g,en faible quantité,0.63 g,en quantité modérée,495,-3%,118,-11%,495 kj(118 kcal),-9%,"5,5",-21%,"3,6",-11%,"12,2",+10%,"2,2",+40%,4,-5%,"0,63",-13%,"0,252",-13%,3,-41%,C,-41%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,"['Labels de distributeurs', 'Nutriscore', 'Nutriscore C', 'Sélection Intermarché']","['E331 - Citrates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,,,,,
28,Picodon AOP - Paturages - 120g,3250391517695,E,,120 g,,"['Paturages', 'Itinéraire des Saveurs']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Picodon']",,,['Intermarché'],['France'],"['Lait cru de chèvre', 'sel', ""ferments lactiques et d'affinage"", 'présure']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,24 g,en quantité élevée,17 g,en quantité élevée,1.3 g,en faible quantité,1.3 g,en quantité modérée,1294,,?,,1294 kj(309 kcal),-3%,24,-7%,17,-5%,"3,1",+117%,"1,3",+61%,19,-3%,"1,3",-4%,"0,52",-4%,13,-4%,D,-4%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,['AOP'],,,,,,,
29,2 tartelettes aux fromages - Monique Ranou - 260g,3250391524808,D,Pâte garnie d'une préparation à base de fromage,260 g,"['Barquette', 'Plastique', 'Aluminium']",['Monique Ranou'],"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au fromage']","['Mably', 'France']","['FR 42.127.001 CE', 'Mably (Loire, France)', 'EMB 42127', 'Mably (Loire, France)']",['Intermarché'],['France'],"['Garniture 60% ', 'lait', 'oeufs', 'fromage blanc', 'comté 7', '8%', 'emmental 7', '8%', 'crème fraiche 6', '6%', ""blanc d'oeufs"", 'amidon modifié', 'sel', 'muscade', 'poivre', 'Pâte 40% ', 'farine de blé', 'eau', 'margarine ', 'huiles et graisses végétales ', 'palme', 'colza', 'eau', 'émulsifiant : E471', 'acidifiant : E330', 'arôme', 'sel']","['Œufs', 'Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,16.9 g,en quantité modérée,9.6 g,en quantité élevée,2.4 g,en faible quantité,1.03 g,en quantité modérée,1170,+10%,?,,1170 kj(280 kcal),+8%,"16,9",+11%,"9,6",+15%,"22,6",+14%,"2,4",+2%,"8,5",-3%,"1,03",+11%,"0,412",+11%,16,+23%,D,+23%,70.7%,13.4%,3.3%,3.6%,1.9%,7.2%,56,,"['E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",,,,,,
30,Pommes De Terre Entières 1kg - Saint eloi - 1kg,3250391530373,,,1 kg,,['Saint eloi'],,,,['Intermarché'],['France'],"['pommes de terre', 'antioxydant : métobisv', 'i/e de sùm ', 'sulfites', 'sel']",['Anhydride sulfureux et sulfites'],[],,,,,,,,,,?,,73,,305 kj(73 kcal),,"0,5",,"0,1",,"15,9",,"0,6",,"1,4",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,
31,"Vinaigre Balsamique de Modène ""Saveur douce & fruitée"" - Netto",3250391533190,B,,,"['Bouteille', 'sachet']",['Netto'],"['Vinaigres', 'Vinaigres balsamiques']",,,['Netto'],['France'],"['moût de raisin concentré et caramel E150d', ' Contient']",,[],2,14.9 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,70,-52%,293 kj(70 kcal),-52%,"14,95",+41894%,0,-100%,"17,03",-44%,0,-100%,"0,49",-23%,0,-100%,0,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,
32,Creme dessert - Pâturages - 460g (4x 115g),3250391540334,B,,460 g (4 x 115 g),,['Pâturages'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Crèmes dessert chocolat']","['France', 'Saint-Père-en-Retz', 'Laiterie Saint Père']","['FR 44.187.001 CE', 'Saint-Père-en-Retz (Loire-Atlantique, France)']",['Intermarché'],['France'],"['lait entier ', '73%', 'sucre', 'chocolat au lait ', '36%', ' ', 'poudre de lait entier ', '0,9%', 'cacao sec dégraissé', 'sucre', 'beurre de cacao', 'amidon modifié de manioc', 'crème', 'cacao', 'sirop de glucose', 'gélifiant: carraghénanes']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,4 g,en quantité modérée,2.5 g,en quantité modérée,16.5 g,en quantité élevée,0.11 g,en faible quantité,?,,128,-5%,536 kj(128 kcal),-5%,4,-12%,"2,5",-13%,"19,7",+5%,"16,5",+3%,3,-17%,"0,11",-27%,"0,044",-27%,5,+6%,C,+6%,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,"['Labels de distributeurs', 'Sélection Intermarché']","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,,
33,Spaghetti 1 Kg - Fiorini - 1000g,3250391550593,C,,1000 g,,['Fiorini'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Spaghetti', 'Spaghettis de blé dur']",,,['Intermarché'],['France'],['Semoule de blé dur de qualité supérieure'],"['Œufs', 'Gluten']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.7 g,en faible quantité,0.3 g,en faible quantité,3.7 g,en faible quantité,0.04 g,en faible quantité,1521,+1%,?,,1521 kj(364 kcal),+2%,"1,7",-1%,"0,3",-11%,"71,9",+2%,"3,7",+12%,"12,2",0%,"0,04",+144%,"0,016",+144%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,,
34,", Preparation pour flan patissier nature, les 2 sachets de - Chabrior",3250391550715,,,,,['Chabrior'],"['Aides culinaires', 'Préparations pour desserts']",,,['Intermarché'],['France'],[],,[],,,,,,,,,,?,,384,+17%,1607 kj(384 kcal),+16%,"0,5",-92%,"0,2",-93%,94,+67%,57,+88%,"0,9",-82%,"0,08",-81%,"0,032",-81%,,,,,,,,,,,,,,,,,,,
35,Lasagne pâtes de qualité supérieure - Netto - 500g,3250391563920,C,Pâtes alimentaires de qualité supérieure.,500 g,"['Carton', 'Plastique']",['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Lasagnes à garnir']",,,['Netto'],['France'],['Semoule de blé dur de qualité supérieure'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.7 g,en faible quantité,0.4 g,en faible quantité,2.9 g,en faible quantité,0.01 g,en faible quantité,1514,+6%,357,+2%,1514 kj(357 kcal),+4%,"1,7",-14%,"0,4",-22%,"71,5",+4%,"2,9",+5%,12,+1%,"0,01",-65%,"0,004",-65%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['Point Vert'],,,,,,,
36,garniture de céleris - Saint Eloi - 800g (500g égoutté),3250391591534,,garniture de céleris,800 g (500 g égoutté),"['Conserve', 'Acier']","['Saint Eloi', 'Sélection Intermarché']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Céleri en conserve']",,,['Intermarché'],['France'],"['garniture de céleris', 'eau', 'sel', 'acidifiant : acide citrique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.2 g,en faible quantité,,,,,,,36,-40%,?,,36 kj(9 kcal),-37%,"0,2",+33%,,,"1,4",-9%,,,"0,3",-52%,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],['E330 - Acide citrique'],,,,,,
37,Fraises entieres - Adelie,3250391599592,,,,,['Adelie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Fruits et produits dérivés', 'Aliments à base de plantes surgelés', 'Fruits', 'Fruits surgelés']",,,,['France'],"['INGREDIENTS', '• fraises']",,[],1,0.5 g,en faible quantité,0.1 g,en faible quantité,4.1 g,en faible quantité,0.01 g,en faible quantité,?,,28,-47%,117 kj(28 kcal),-47%,"0,5",+31%,"0,1",+29%,"4,1",-53%,"4,1",-46%,"0,8",-16%,"0,01",-22%,"0,004",-22%,-8,,A,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,
38,Ketchup épicé - Netto - 560g,3250391601073,B,,560 g,['Plastique'],['Netto'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchups épicés']",['Portugal'],,['Netto'],['France'],"['Tomates ', '159 g pour 100 g de ketchup', 'sucre', 'vinaigre', 'sel', 'piment ', '0,41%', 'épice', ""extraits d'épices et plantes aromatiques "", 'contient du céleri', 'arôme naturel']",['Céleri'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,24.4 g,en quantité élevée,1.49 g,en quantité modérée,454,+6%,107,+1%,454 kj(107 kcal),+3%,"< 0,5",+105%,"< 0,1",+57%,"24,4",+7%,"24,4",+24%,"1,3",0%,"1,49",-25%,"0,596",-25%,12,-1%,D,-1%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,['Sans conservateurs'],,,,,,,
39,Feuilleté glacé fruits rouges - Adelie,3250391612253,B,,,"['Carton', 'Surgele']",['Adelie'],"['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Bûches de Noël', 'Bûches glacées']",['France'],"['EMB 35360C', 'Vitré (Ille-et-Vilaine, France)']",['Intermarché'],['France'],"['NGRÉDIENTS : Eau ', ' sucre ', ' purée de cassjs', 'dc fraise et de framboise strop de glucose ', ' graisse végétale ', 'noix de ', 'oco', ' mélange de et de cassis ', '3,1%', ' ', ' lactose* el protéines de lait ', ' liccose-frudose ', ' huile végétale ', 'tournesol', ' ', ' farine de blé ', ' purée de framboise concentrée ', '1,3%', ' ', ' beurre* ', ' colorants : E160a', 'E163 ', ' lait écrémé poudre ', ' iUS de sureau à base de concentré ', ' émulsifiants : E471', 'lécithines ', 'scia', ' ', ' stabilisants : gomme guar', 'farine de graines de caroube', 'gomme xanthane', 'méthylcellulose', 'glycérol ', ' lactosérum* en poudre ', ' cacao maigre en poudre ', ' arômes naturels de vanille ', ' arômes ', ' amidon transformé ', ' arôme naturel acidifiants : E270t E330 ', ' gélifiant : pectine ', ' sel ', ' œufs en poudre ', ' poudres à lever : E450', 'E500 ', "" correcteur d'acidité : E331 "", 'conservateur: E202 * dont lait', ' Traces éventuelles de fruits à coque et de graines de sésame', ' • A r*-eommer']","['Gluten', 'Lait', 'Fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,10.4 g,en quantité modérée,6.8 g,en quantité élevée,25.1 g,en quantité élevée,0.14 g,en faible quantité,?,,229,+14%,958 kj(229 kcal),+15%,"10,4",+28%,"6,8",+26%,"31,9",+12%,"25,1",+2%,"1,2",-48%,"0,14",+13%,"0,056",+13%,13,+15%,D,+15%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Fabriqué en France'],"['E160a - Carotènes mélangés', 'E163 - Anthocyanes', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines', 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane', 'E461 - Méthylcellulose', 'E422 - Glycérol', 'E14XX - Amidons modifiés', 'E440 - Pectines', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
40,"Ravioles Au Fromage De Chèvre, La Barquette De 240g - Itineraire des saveurs",3250391631513,,,,,['Itineraire des saveurs'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioles']",,,['Intermarché'],['France'],[],,[],,7 g,en quantité modérée,4.6 g,en quantité modérée,3 g,en faible quantité,1.6 g,en quantité élevée,?,,251,-1%,1050 kj(251 kcal),-2%,7,-31%,"4,6",-24%,"36,8",+27%,3,+82%,"9,3",-15%,"1,6",+22%,"0,64",+22%,14,+12%,D,+12%,,,,,,,,,,,,,,,
41,Lapin aux deux moutardes - Monique Ranou - 400g,3250391639199,,lapin aux deux moutardes,400 g,['boîte'],['Monique Ranou'],"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au lapin ou lièvre', 'Plats préparés en conserve', 'Plats au lapin']",['France'],"['FR 29.269.020 CE', 'Saint-Thurien (Finistère, France)']",['intermarché'],['France'],"['Eau', 'viande de lapin traitée en salaison précuite 26%  ', 'viande de lapin 24,5%', 'eau', 'sel', 'stabilisant : triphosphates', 'gélifiant : ', 'carraghénanes', 'spécialité céréalière 8,6% ', 'semoule de blé dur', ""poudre de blanc d'œufs"", 'carottes', 'moutarde de Dijon 4,4 % ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'conservateur : sulfite acide de sodium', 'crème ', 'dont lait', ' 2,6%', 'champignons de Paris', 'oignons', ""moutarde à l'ancienne 2,5% "", 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'amidon modifié de maïs', 'huile de colza', 'vin blanc', 'arôme ', 'dont dérivé de blé', 'sel', 'sucre', 'oignon grillé en poudre', 'gélifiants : gomme guar et gomme xanthane', 'ail en poudre', 'poivre']","['Œufs', 'Gluten', 'Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']","['Non végétalien', 'Non végétarien']",4,3.4 g,en quantité modérée,1.1 g,en faible quantité,0.9 g,en faible quantité,0.97 g,en quantité modérée,394,+3%,94,-5%,394 kj(94 kcal),-4%,"3,4",+5%,"1,1",-4%,"8,2",-2%,"0,9",-31%,"6,8",-2%,"0,97",+19%,"0,388",+19%,1,+900%,B,+900%,,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,,,,,
42,Elodie Sachet Bananes,3250391676354,,,,,['Elodie'],,,,,['France'],"['CONFISERIE GÉLIFIÉE AROMATISÉE u GOUT BANANE NGRÉDIENTS : Sucre', 'sirop de glucose', 'eau', 'gélatine de porc', 'acidifiant : acide àJe', 'arôme', 'colorant : curcumine', 'amidon de blé', "" AFORMATIONS : À conserver à l'abri de la chaleur et de l'humidité"", ' ELODIE Z', ' APPEL GRATUIT DERS à votre écoute Lors de votre appel', 'merci de vous munir de cet emballage', ' wwwintermarche', 'com Pour la Belgique : Votre avis nous intéresse', ""n'hésitez pas à nous écrire : Service Consommateurs ELODIE Indiquer les dates ef codes figurant sur cet emballage,""]",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,358,,1498 kj(358 kcal),,"0,5",,"0,1",,"86,4",,"82,1",,"3,1",,"0,01",,"0,004",,,,,,,,,,,,,,"['E428 - Gélatine', 'E100 - Curcumine']",,,,,,
43,Mouss' Choco - Pâturages - 240g,3250391684984,,,240 g,,['Pâturages'],,,,['Intermarché'],['France'],"['Lait   entier  69,7%', 'chocolat en poudre 12,8% ', 'sucre', 'cacao en poudre', 'sucre', 'chocolat 5% ', 'sucre', 'pâte de cacao', 'lactose  et protéines de lait ', ' crème ', ' cacao  maigre  en  poudre', ""émulsifiants : esters lactiques des mono - et diglycérides d'acides gras - mono - et diglycérides  d'acides  gras"", ' gélifiants : pectines - alginate de sodium', ""correcteur d'acidité : citrates de sodium""]",['Lait'],['Non végétalien'],4,,,,,,,,,639,,?,,639 kj(153 kcal),,"4,8",,3,,"21,3",,"19,6",,"4,7",,"0,22",,"0,088",,,,,,,,,,,,,,"[""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E440 - Pectines', 'E401 - Alginate de sodium', 'E331 - Citrates de sodium']",,,,,,
44,Navettes de Provence saveur fleur d'oranger - Itinéraire des Saveurs - 400g,3250391795437,,,400 g,,['Itinéraire des Saveurs'],,,,['Intermarché'],['France'],"['Farine de  blé  ', 'origine : France', 'sucre', 'huile végétale ', 'colza', 'fécule de pomme de terre', ""sirop de malt d' orge "", 'poudres à lever : carbonates de sodium', ""carbonates d'ammonium"", ""arôme fleur d'oranger "", 'origine : France', ""émulsifiants : mono - et diglycérides d'acides gras""]","['Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,1888,,?,,1888 kj(451 kcal),,"13,1",,"1,1",,"74,8",,"23,7",,"6,8",,"0,13",,"0,052",,,,,,,,,,,,,,"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,
45,Acras de morue - Selection Intermarche - 200g,3250391814190,E,,200 g,,['Selection Intermarche'],"['Snacks', 'Snacks salés', 'Produits de la mer', 'Apéritif', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Acras de morue', 'en:preparations-made-from-fish-meat']",,,,['France'],"['Morue ', '41 0%', 'oeufs entiers', 'farine de blé', 'pommes de terre', 'poivrons rouges préfrits ', 'poivrons rouges', 'huile de tournesol', 'ciboule', 'ail', 'échalote', 'huile de colza', 'arôme ', 'contient poisson', 'gluten', 'lait', 'sel', 'poudre à lever ', 'émulsifiants : E450', 'E500ii', 'amidon de blé', 'purée de piment ', 'eau', 'piment fort', 'sel', ""huile d'olive"", 'vinaigre', 'gingembre', 'ail', 'conservateur : E202', ' Cuisson en huile de tournesol', ' Traces éventuelles de crustacés', 'sulfites']","['Poisson', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,11.4 g,en quantité modérée,1.3 g,en faible quantité,2.3 g,en faible quantité,1.73 g,en quantité élevée,?,,224,+2%,937 kj(224 kcal),+2%,"11,4",+23%,"1,3",-1%,"16,8",-18%,"2,3",-7%,"12,4",+18%,"1,73",-4%,"0,692",-4%,5,-28%,C,-28%,87.7%,2.6%,1.3%,5.3%,0.6%,2.4%,22,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
