,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,additives,nova_score,categories,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,manufacturing,markets,traceability_code,allergens,palm_ingredients,link,ingredients_origins,brand_owner
711,Chocolate Negro Con Almendras Les Grandes Lindt,7610400074469,['Lindt'],['France'],[],[],?,565,2364 kj(565 kcal),37,14,44,38,10,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Xocolata Amb Llet I Ametlles Les Grandes Lindt,7610400074476,['Lindt'],['France'],"['@Chocolate con leche y chocolate negro almendras Ingredientes: azûcar', 'almendras ', '32%', 'pasta de cacao', 'manteca de cacao', 'leche en polvo', 'lactosa', 'leche desnatada en polvo', 'emulgente ', 'lecitina de soja', 'extracto de malta de avellanas', 'aroma', ' li Fracci6n de chocolate con leche contiene cacao: 30% minimo', ' Fracciôn de chocolate negro contiene cacao: 43% minimo', ' puede contener trazas de avellanas', 'leche', ' @Chocolate de leite e chocolate negro com amêndoas Ingredientes: açücar', 'amêndoas ', '32%', 'pasta de cacau', 'manteiga de cacau', 'leite em Pô', 'lactose', 'leite em pô magro', 'emulsionante ', 'lecitina de soja', 'extracto de malte de avelis', 'aromas', ' Fraçâo de chocolate de leite contém cacau: 30% minimo', ' Fraçâo de chocolate negro contém cacau: 43% minimo', ' Pode conter vestigios de avelâs e leite', ' Importado por: Lindt & Sprüngli ', 'Espafia', ' SA', 'Ifrina 16-18/ ES-08005 Barcelona Ostribuido por: Jer6nimo Martins', 'DPC', '25A', 'PT-1349Q4']",['Non végétalien'],?,566,2368 kj(566 kcal),36,14,47,39,11,0,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,
713,Lindor - Lindt - 108g (12carrés),7610400074568,['Lindt'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats suisses']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108 g (12 carrés),,,,,,,,,
714,L’infini fondant - Lindt - 362g,7610400075930,['Lindt'],"['France', 'Suisse']","['Pâte de cacao', 'sucre', 'matière grasse végétale ', 'noix de coco', 'palmiste', 'beurre de cacao', 'beurre laitier concentré', 'lait entier en poudre', 'lait écrémé en poudre', 'émulsifiant ', 'lécithine de soja', 'lactose', 'vanille', ""extrait de malt d'orge"", 'arômes', '\rPeut contenir des noisettes', 'des amandes', '\rLe chocolat noir contient cacao: 60% min']","['Huile de palme', 'Non végétalien']",?,637,2665 kj(637 kcal),52,39,34,32,5,"0,05","0,02",,['E322i - Lécithine'],4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,52 g,en quantité élevée,39 g,en quantité élevée,32 g,en quantité élevée,0.05 g,en faible quantité,,+20%,+21%,+62%,+124%,-35%,-33%,-15%,-67%,-67%,24,-2%,E,-2%,,,,,,,,,362g,,,,,"['Gluten', 'Lait', 'Soja']",,,,
715,"Boules Lindor Caramel Lindt 200 gr, 1 Boîte - 200g",7610400079556,['Lindt'],"['France', 'Suisse']","['sucre', 'matière grasse végétale ', 'coprah', 'palmiste', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'caramel 4% ', 'sucre', 'beurre de cacao', 'crème en poudre', 'sel', 'émulsi - fiant [lécithine de soja]', 'lactose', 'lait écrémé en poudre', 'beurre laitier concentré', 'énutjsifiant ', 'lécithine de soja', 'arômes', ""extrait de malt d'orge"", 'sel', ' Peut contenir des noisettes', 'des amandes', ' @Cioccolato svizzero al latte con morbido ripieno al caramello Ingredienti: zucchero', 'grasso vegetale ', 'cocco', 'palmisti', '/ burro di cacao', 'latte intero in polvere,']","['Huile de palme', 'Non végétalien']",2597,?,2597 kj(621 kcal),48,36,43,43,"4,7","0,17","0,068",,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,"['Gluten', 'Lait', 'Soja']",['Huile de palme'],,,
716,Truffes Marc Champagne Lindt 120 GR,7610400080422,['Lindt'],['France'],"['sucre', 'beurre de cacao', 'lait entier en poudre', 'beurre laitier concentré', 'sirop de sucre inverti', 'pâte de cacao', 'sirop de glucose', 'lait concentré sucré', 'Marc de Champagne ', '4%', 'Cognac', 'humectant ', 'sirop de sorbitol', 'lactose', 'lait écrémé en poudre', 'émulsifiant: lécithine de soja', ""extrait de malt d'orge"", 'arômes', 'vanille']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,539,2255 kj(539 kcal),33,20,51,44,"4,1","0,14","0,056",['Pur beurre de cacao'],"['E420ii - Sirop de sorbitol', 'E322i - Lécithine']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,
717,kirsstengeli,7610400080446,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,"Lindor, Caramel - Lindt",7610400080934,['Lindt'],['France'],"['LINDT&SPRÜNGLI MAITRE CHOCOLATIER SUISSE DEPUIS LINDOR - an Moment nur Ihnen geh0!t Il NDOR une der Ljndt Maitres Chocolatiers', 'lucbc und leidens', 'hait fur Chocolade selt 1845 Schweizer Mil', 'hschokolade mit einernrtschmelzenden Caramel-füllung', '5099 Zutaten: Zucker', 'pflanzli', 'hes Fett ', 'Kokosnuss', 'Palmkern}', 'Kakaobutter V milchpulver', 'Kakaomasse', 'Caramel ', 'Zucker', 'Kakaobutter', 'Sahnepu{vrr', ' Salz', '[mulgator [Sojalecithtnl', 'Milchzucker', 'Magermilchpulver', 'Butterr€fll', ' fett', 'Emulgator ', 'Sojalecithin', 'Aromen', 'Gerstenmalzextrakt', 'Salz Kann Haselnüsse', 'Mandeln und andere Schalenfrüchte enthalten', 'NÂHRWERTINFORMATION PRO 100 ']",[],?,625,2615 kj(625 kcal),48,36,43,43,"4,7","0,17","0,068",['Fabriqué en Suisse'],,,['Matières grasses'],,48 g,en quantité élevée,36 g,en quantité élevée,43 g,en quantité élevée,0.17 g,en faible quantité,,-22%,-22%,-46%,+58%,+19096%,+26443%,+2555%,-13%,-13%,26,+130%,E,+130%,,,,,,,,,,,,,,,,,,
719,Lindor caramel - Lindt - 100g,7610400081313,['Lindt'],['France'],"['sucre', 'matière grasse végétale ', 'coprah', 'palmiste', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'caramel 4', '5% ', 'sucre', 'beurre de cacao', 'crème en poudre', 'sel', 'émulsifiant [lécithine de soja]', 'lactose', 'lait écrémé en poudre', 'beurre laitier concentré', 'émulsifiant ', 'lécithine de soja', 'arômes', ""extrait de malt d'orge"", 'sel']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2597,?,2597 kj(621 kcal),48,36,43,43,"4,7","0,17","0,068",,['E322i - Lécithine'],4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",E,48 g,en quantité élevée,36 g,en quantité élevée,43 g,en quantité élevée,0.17 g,en faible quantité,+14%,,+12%,+39%,+84%,-17%,-12%,-34%,-27%,-27%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"chocolat suisse au lait, fourré d'un suprême fondant au caramel",100 g,['Papier'],,,,"['Gluten', 'Lait', 'Soja']",['Huile de palme'],,,
720,Lindor Lait - Lindt - 350g,7610400083508,['Lindt'],"['France', 'Suisse']","['sucre', 'matière grasse végétale ', 'coprah', 'palmiste', 'beurre de cacao', 'laitentier en poudre', 'pâte de cacao', 'lactose', 'beurre laitier concentré', 'lait écrémé en poudre', 'émulsifiant ', 'lécithine de soja', ""extrait de malt d'orge"", 'arömes']","['Huile de palme', 'Non végétalien']",2564,?,2564 kj(613 kcal),47,35,43,43,"4,6","0,15","0,06",,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 g,,,,,"['Gluten', 'Lait', 'Soja']",['Huile de palme'],,,
721,Les Grandes - Coco Amandes - Lindt - 150g,7610400084048,"['Lindt', 'Lindt & Sprüngli']","['France', 'Suisse']","['sucre', 'amandes ', '28%', 'pâte de cacao', 'beurre de cacao', 'lait entier en poudre', 'flocons de noix de coco ', '4', '5%', 'lactose', 'lait écrémé en poudre', 'émulsifiant ', 'lécithine de soja', 'arômes', ""extrait de malt d'orge"", 'noisettes', "" Peut contenir d'autres fruits à coque"", ' Le chocolat au lait contient cacao: 30% min', ' Le chocolat noir contient cacao: 43% min']",['Non végétalien'],2392,?,2392 kj(572 kcal),38,16,45,37,10,"0,08","0,032","['Agriculture durable', 'Point Vert']",['E322i - Lécithine'],4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux amandes', 'Chocolats au lait aux amandes']",E,38 g,en quantité élevée,16 g,en quantité élevée,37 g,en quantité élevée,0.08 g,en faible quantité,+6%,,+3%,+6%,-11%,-6%,-18%,+11%,-69%,-69%,25,0%,E,0%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,150 g,"['Carton', 'métal', 'Tablette']",['Suisse'],,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,
722,Swiss masterpieces - Lindt - 220g (21pieces),7610400084598,['Lindt'],['France'],"['Sucre', 'pâte de cacao', 'beurre de cacao', 'lait entier en poudre', 'amandes', 'matière grasse végétale ', 'palme', 'palmiste', 'karité', 'coprah', 'lait écrémé en poudre', 'beurre laitier concentré', 'lactose', 'lait concentré sucré', 'noisettes', 'sirop de glucose', 'beurre', 'crème', 'sirop de sorbitol', 'lécithine de soja', 'café', 'farine de blé', ""extrait de malt d'orge"", 'farine de riz', ""zeste d'orange"", 'arômes', 'amidon de blé', ""jus d'orange concentré"", ""noyaux d'abricots amers"", 'cacao maigre en poudre', 'amidon modifié', 'maltodextrine', 'colorants ', 'curcumine', 'caramel de sulfite caustique', 'rocou', 'extrait de paprika', 'dioxyde de titane', 'gluten de blé', 'dextrose', 'stabilisant ', 'triphosphate de sodium', 'malt de blé', ""agent d'enrobage "", 'gomme arabique', 'shellac', 'sel', 'vanille', ""blanc d'œuf"", 'crème en poudre', 'acidifiant ', 'acide citrique', 'lactosérum', 'poudre à lever ', ""carbonates d'ammonium""]",[],?,564,2360 kj(564 kcal),36,21,52,48,"6,2","0,13","0,052",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,36 g,en quantité élevée,21 g,en quantité élevée,48 g,en quantité élevée,0.13 g,en faible quantité,,+4%,+4%,+7%,+19%,+1%,+2%,+3%,-10%,-10%,27,+8%,E,+8%,,,,,,,,,220 g (21 pieces),"['Box', 'Carton']",,,,,,,,
723,Assugrin Classic - Lindt - 75g,7610400084864,['Lindt'],"['France', 'Suisse']","['Sucre', 'matière grasse végétale ', 'coprah', 'palmiste', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lactose', 'beurre laitier concentré', 'lait écrémé en poudre', 'émulsifiant ', 'lécithine de soja', ""extrait de malt d'orge"", 'arômes', 'Peut contenir des noisettes', 'des amandes']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2564,?,2564 kj(613 kcal),47,35,43,43,"4,6","0,15","0,06",,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 g,,,,,"['Gluten', 'Lait', 'Soja']",['Huile de palme'],,,
724,Lindor assorted - Lindt - 350g,7610400084994,['Lindt'],['France'],"['sucre', 'matière grasse végétale ', 'coprah', 'palmiste', '/ beurre de cacao', 'pâte de cacao', 'lait entier en poudre', 'lait écrémé en poudre', 'beurre laitier concentré/ lactose', 'noisettes', 'émulsifiant ', 'lécithine de soja', ""extrait de malt d'orge"", 'arômes', 'vanille', "" Peut contenir des amandes et d'autres fruits à coque""]","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,630,2636 kj(630 kcal),49,36,41,40,"4,9","0,13","0,052",,['E322i - Lécithine'],4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,49 g,en quantité élevée,36 g,en quantité élevée,40 g,en quantité élevée,0.13 g,en faible quantité,,+19%,+19%,+53%,+107%,-22%,-16%,-17%,-15%,-15%,25,+2%,E,+2%,,,,,,,,,350 g,,,,,"['Gluten', 'Fruits à coque', 'Soja']",['Huile de palme'],,,
725,Batons vieile prune - Lindt,7610400086349,['Lindt'],['France'],"['sucre', 'pâte de cacao', 'Vieille Prune ', '12%', 'beurre de cacao', 'cacao maigre en poudre', 'beurre laitier concentré', 'lait écrémé en poudre', 'gélifiant ', 'gomme arabique', 'émulsi- fiant ', 'lécithine de soja', 'arôme', ' Peut contenir du blé', 'des noisettes', ""des amandes et d'autres fruits à coque"", ' Le chocolat noir contient cocoa: 49% min']",['Non végétalien'],?,419,1753 kj(419 kcal),15,9,59,57,3,"0,04","0,016",,"[""E414 - Gomme d'acacia"", 'E322i - Lécithine']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Soja'],,,,
726,Connaisseurs - Lindt,7610400086455,['Lindt'],['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'matière grasse végétale ', 'palme', 'palmiste', 'karité coprah', 'amandes', 'beurre laitier concentré', 'lait entier en poudre', 'noisettes', ""'lait écrémé en poudre"", 'ladosg lait concentré sucré', 'farine de blé', 'sirop de glucose', 'crème', 'beurre', 'émulsifiant ', 'lécithine de sojì', 'humectant ', 'sirop de sorbitol', 'amidon de blé/ grains de cacao', ""zeste d'orange"", ""noyaux d'abricots amers"", ""jus d'orange concentré"", 'riz soufflé', 'arômes', ""extrait de malt d'orge"", 'colorants ', 'curcumine', 'rocou', 'caramel de sulfite caustique', 'dioxyde de titane', 'oxydes et hydroxydes de fer', 'protéine de lait', 'sel', 'poudre à lever ', 'bicarbonates de sodium', ""carbonates d'ammonium"", ""/ blanc d'oeuf"", 'malt dorge', 'triphosphate de sodium', 'cacao maigre en poudre', ""agent stabilisant d'enrobage "", 'shellac', 'acidifiant ', 'acide citrique', '/ gélifiant ', 'gomme arabique', "" Peut contenir d'autres fruits à coque"", ' Le chocolat au lait contient cacao: 37% minimum', 'matière sèche de lait 18% minimum', ' Le chocolat noir contient cacao: 41% minimum']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,566,2368 kj(566 kcal),38,22,47,43,"6,3","0,09","0,036",,"['E322i - Lécithine', 'E420ii - Sirop de sorbitol', 'E100 - Curcumine', 'E160b - Rocou', 'E150b - Caramel de sulfite caustique', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer', 'E500ii - Carbonate acide de sodium', ""E503 - Carbonates d'ammonium"", 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E904 - Gomme-laque', 'E330 - Acide citrique', ""E414 - Gomme d'acacia""]",4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,38 g,en quantité élevée,22 g,en quantité élevée,43 g,en quantité élevée,0.09 g,en faible quantité,,+5%,+5%,+13%,+25%,-9%,-8%,+4%,-38%,-38%,26,+4%,E,+4%,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,
727,Assortiment Lindor - Lindt,7610400087230,"['Lindt', 'Lindt & Sprüngli']",['France'],"['sucre', 'matière grasse végétale ', 'coprah', 'palmiste', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lait écrémé en poudre', 'lactose', 'beurre laitier concentré', 'caramel ', 'sucre', 'beurre de cacao', 'crème en poudre', 'sel', 'émulsifiant émulsifiant de']","['Huile de palme', 'Non végétalien']",?,640,2678 kj(640 kcal),49,36,44,43,"4,9","0,15","0,06",,,4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,49 g,en quantité élevée,36 g,en quantité élevée,43 g,en quantité élevée,0.15 g,en faible quantité,,+21%,+21%,+53%,+107%,-16%,-9%,-17%,-2%,-2%,26,+7%,E,+7%,,,,,,,,,,,,,,['Lait'],['Huile de palme'],,,
728,Pralinés classiques - Lindt,7610400087261,['Lindt'],['France'],"['unand—noiseàsbeurre ccvcentré,laitécremé en poudre', ""lait cxx-en?é sirop de glucose beurre crème humectant Sirop de sy sa-5'tot"", 'énu,dsàznt ', 'lécithÈ""e de soja', ' zeste doranse', 'cafS extrait de cacao nuive en cokyants ', ""cuecurt',ìne"", ' rocou €oxùde de titane', 'tiphosphate de sodium', 'sank,te', 'crème en pudre', 'acidifiant v', 'pet:t-laì en POQ±e', 'dextose', "" aent cfenrobase Somme Peut contenir à coque Le &ocolùt au Et cuntent cacao: 31 k rt'àim',m"", 'nutière sèche de lait Le chocolat cor', 'bent caczo: 41 % minimum', ' GARANTIE DE']",[],?,566,2368 kj(566 kcal),36,22,53,49,"5,7","0,13","0,052",,['E160b - Rocou'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Lindor,7610400087285,['Lindor'],['France'],[],[],?,626,2619 kj(626 kcal),48,35,43,42,"4,6","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Swiss thins strawberry flavour - Lindt - 200g,7610400087599,['Lindt'],['France'],"['sucre', 'beurre de cacao', 'lait entier en poudre', 'lait écrémé en poudre', 'émulsifiant ', 'lécithine de soja', 'fraises en poudre 0', '3% ', 'fraises 65%', 'amidon de mais', 'arômes', ' Peut contenir des noisettes', 'des amandes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,580,2427 kj(580 kcal),38,24,53,53,"6,4","0,26","0,104",,['E322i - Lécithine'],4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs', 'Chocolats aromatisés', 'Chocolats blancs aromatisés']",E,38 g,en quantité élevée,24 g,en quantité élevée,53 g,en quantité élevée,0.26 g,en faible quantité,,,+4%,+9%,+12%,-1%,+26%,+6%,+37%,+37%,28,+11%,E,+11%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,200 g,,,,,['Soja'],,,,
731,Swiss Premium Chocolate - Lindt,7610400278607,['Lindt'],['France'],"['@ Chocolates suizos surtidos Ingredtentes azücar pasta de cacao', 'leche entera en polvo', ' mascl de grasa vegetal ', 'coco', 'palmiste palma', 'lactosa', 'avellanas', 'leche desnatdda en pol\\0i almendras', 'emulgente ', 'lecitina de soja', 't crjsptes de tresa ', 'maltodextrllta', 'tresas', 'azücar', 'almidôn modificado', 'espe sante qalynato de sodio', 'crispies de arroz ', 'harina de arroz', 'azücar', 'sal', 'manteca de cacao', 'extracto de malta de cebada', 'jarabe de glucosa', 'grasa pura de mantequilla', 'aromas', 'fresas en polvo {tresas', 'almidôn de ma', 'z', 'vainilla', ' Puede contener otros frutos de cascara', ' @ Chocolates suiços sortidos lnyedientes açücar/ mantelga de cacau', 'lette em PÔ integral', 'massa de cacau', 'gorduras vegetais ', 'coco', 'semente de palma', 'palma', 'lactose', 'avelâs', 'leite em pé desnatado', 'amêndoas', 'emulsificante kiecitina de soja', 'crispies de morango ', 'dextrtna de mafte', ' morangos', 'açücar', 'amido modificado', 'espessante ', 'alginato arroz', 'açücar sal', 'mantetga de cacau', 'extrato de malte de cevada', 'xarope de glicose', 'manteiga clarificada', 'aromas„ po de morango ', 'morangos', 'amido de mtlhol baunilha', ' Pode conter outras']",['Non végétalien'],?,567,2372 kj(567 kcal),36,22,53,52,"6,4","0,22","0,088",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],['Huile de palme'],,,
732,Goldkenn - 500g,7610403012635,['GOLDKENN'],"['France', 'Suisse']","['Sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lait écrémé en poudre', 'beurre concentré', 'extrait de malt d', 'orge', 'emulsifiant: lécithine de tournesol', 'extrait de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2339,?,2339 kj(559 kcal),"36,5","21,8","50,3","39,2","7,8","0,082","0,033",,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,"['Gluten', 'Lait']",,,,
733,Chocolate. swiss D Ao Leite C / Avela,7610403023112,,['France'],[],[],?,565,2364 kj(565 kcal),38,20,48,47,8,"2,75","1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Heidi's selection 3 nuts chocolate - Swiss Dream,7610403023143,['Swiss Dream'],['France'],"['Sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'fruits à coque 8% ', 'noisette', 'amande', 'pistache en prop', ' variable', 'lait écrémé en poudre', 'beurre fondu', 'lactosérum en poudre', ""extrait de malt d'orge en poudre"", 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille', ' Cacao: 33% min', ' dans le chocolat', ' Peut contenir des traces de noix de pécan', 'noix de cajou', 'noix', 'blé et œuf']",['Non végétalien'],?,560,2343 kj(560 kcal),37,20,51,47,8,"0,31","0,124",,['E322i - Lécithine'],4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",E,37 g,en quantité élevée,20 g,en quantité élevée,47 g,en quantité élevée,0.31 g,en quantité modérée,,+1%,+1%,+7%,+2%,-2%,-4%,+12%,+33%,+33%,27,+6%,E,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,"['Fruits à coque', 'Soja']",,,,
735,Chocolat Au Lait Goldkenn,7610403072516,['Goldkenn'],['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'SAINT JAMES 7,5%', 'lait entier en poudre', 'lait écrémé poudre', 'beurre fondu', 'émulsifiant ', 'lécithine de soja', 'extrait naturel de vanille', ' Cacao: 37% min', ' dans le chocolat']",['Non végétalien'],?,490,2050 kj(490 kcal),26,15,57,54,5,"1,35","0,54",,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,
736,Grand Marnier - Goldkenn - 100g,7610403072608,['Goldkenn'],"['France', 'Suisse']","['Sucre', 'pâte de cacao', 'beurre de cacao', 'extrait Grand Marnier 7', '5%', 'lait entier en poudre', 'lait écrémé en poudre', 'beurre fondu', 'émulsifiant ', 'lécithine de soja', 'extrait naturel de vanilleCacao: 37% min', ' dans le chocolat', 'Peut contenir des traces de noisettes', 'amandes', 'noix de pécan', 'noix', 'pistaches', 'noix de cajou', 'œuf', 'gluten']",['Non végétalien'],2040,?,2040 kj(488 kcal),24,14,56,54,4,"0,13","0,052","['Agriculture durable', 'en:UTZ Certified']",['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,['Soja'],,,,
737,Aïoli,7610405067411,,['France'],[],[],?,404,1690 kj(404 kcal),40,5,"7,5","3,5",3,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Confiture Abricots,7610409902053,,['France'],[],[],?,138,577 kj(138 kcal),"0,07","0,01",45,"44,2","0,6","0,01","0,004",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",B,0.07 g,en faible quantité,0.01 g,en faible quantité,44.2 g,en quantité élevée,0.01 g,en faible quantité,,-37%,-37%,-69%,-77%,-15%,-12%,+20%,-55%,-55%,5,-44%,C,-44%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,
739,Yaourt vanille,7610411003953,,['France'],[],[],?,105,439 kj(105 kcal),"2,9","1,7","16,2",14,"3,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Flûtes trois graines,7610416136977,,['France'],[],[],?,501,2096 kj(501 kcal),26,"7,5",50,4,14,"1,44","0,576",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Tomme Nature,7610433390253,,['France'],[],[],?,256,1071 kj(256 kcal),20,13,"0,5","0,1",19,"1,2","0,48",['Fabriqué en Suisse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Yogourt noisette - Cremo - 180g,7610434012161,['Cremo'],"['France', 'Suisse']","['yogourt', 'sucre', 'noisettes ', '3,1%', 'protéines de lait', 'amidon de maïs modifié']",['Non végétalien'],?,119,498 kj(119 kcal),"5,2","5,2",14,14,4,"0,09","0,036",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 g,,,,,"['Lait', 'Fruits à coque']",,,,
