,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,manufacturing,traceability_code,generic_name,ingredients_origins,link,markets,palm_ingredients,brand_owner
68,Stórt Æði - Góa - 50g,5690558001151,,['Góa'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées']","['France', 'Islande']","['Farine', 'sucre', 'beurre de cacao', 'lait en poudre', 'graisse végétale hydrogénée', 'liqueur de cacao', 'noix de coco desséchée', 'amidon de maïs', 'huile végétale', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'sel', 'lécithine de soja ', 'E322']",['E322 - Lécithines'],['Gluten'],['Non végétalien'],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,50 g,"['Plastique', 'Sachet']",,,Stórt Æði,,http://goa.is/#!vorur-g%C3%B3u-v%C3%B6rur/fylltur-hj%C3%BAplakkr%C3%ADs,,,
69,Risbuff - Góa,5690558002653,,['Góa'],,['France'],"['Glucose syrup', 'sugar', 'puffed rice', 'milk powder', 'cocoa butter', 'cocoa liquor', 'binding agent agar ', 'E-406', 'emulsifiers: soy lecithin ', 'E-322', 'salt', 'milk protein', 'vanillin', ' Could contain traces ofhazelnuts and almonds', ' Ingredienser DKINO/SE: Sukker/socker', 'glucosesirup/glukosesirup/glukossirap', 'kakaosmor/kakaosmôr', 'melk/melke/mjôlkpulver', 'kakaomasse/kakaomassa', 'puffede/puffet/puffat ris', 'bindemiddel/bindemedel agar ', 'E406', 'emulgator/emulgeringsmedel: sojalecitin/soyalecitin ', 'E322', 'melke/melke/mjôlkprotein', 'vanillin', ' Kan indeholde/inneholde/innehàlla spor/spàr af/av nodder/natter og/och mandler/mandlar', ' Naringargildi i / Nutrition value per 100g: Orka/Energy 1827 kJ/436 kkal', '/KcaI', ' Fita/Fat 18,2 g - par af mettaòar fitusyrur/of which saturated fat 1 1,8 g', ' Kolvetni/Carbohydrates 63,9 g par af sykur/of which sugar 61 g', ' Trefjar/Fiber 1 g', ' Prétein/Protein 3,5 g', ' Salt/Salt 0,081 g']","['E406 - Agar-agar', 'E322i - Lécithine', 'E322 - Lécithines']",,['Non végétalien'],4,,,,,,,,,?,,436,,1824 kj(436 kcal),,18,,12,,64,,62,,"3,5",,"0,2",,"0,08",,,,,,,,,,,,,['Pur beurre de cacao'],,,,,,,,,,
70,Rusinur,5690558004954,,,,['France'],[],,,[],,,,,,,,,,?,,479,,2004 kj(479 kcal),,"21,2",,"13,06",,"66,99",,"56,8",,"5,1",,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,
71,Próteinbrauđ,5690568050149,,,,['France'],[],,,[],,,,,,,,,,?,,277,,1159 kj(277 kcal),,13,,"2,3",,12,,1,,25,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,
72,Súkkluadi - Sirius,5690576260622,E,['Sirius'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],"['Cocoa liquor', 'sugar', 'co butter', 'emulsifier ', 'soya lecithin', 'bourbon vanilla cocoa dry solids min', ' 56% May contain traces of nuts']",['E322i - Lécithine'],['Soja'],[],4,34 g,en quantité élevée,22 g,en quantité élevée,45 g,en quantité élevée,0.01 g,en faible quantité,?,,523,-6%,2188 kj(523 kcal),-6%,34,-14%,22,-5%,48,+24%,45,+42%,5,-35%,"0,01",-79%,"0,004",-79%,25,+18%,E,+18%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,
73,Sirius Rjómasúkkuladi -,5690576270614,E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",['France'],"['Milk chocolate ', 'sugar', 'cocoa butter', 'cocoa mass', 'whole milk powder', 'skimmed milk powder', 'emulsifier ', 'soya lecithin', 'bourbon vanilla', ' Cocoa dry solids min', ' 33%', 'hazelnuts ', 'min', ' 10%']",['E322i - Lécithine'],"['Fruits à coque', 'Soja']",['Non végétalien'],4,40 g,en quantité élevée,21 g,en quantité élevée,45 g,en quantité élevée,0.4 g,en quantité modérée,?,,583,+2%,2439 kj(583 kcal),+3%,40,+5%,21,+20%,46,-1%,45,+2%,10,+19%,"0,4",+112%,"0,16",+112%,27,+10%,E,+10%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,
74,Rjomasukkuladi -,5690576270690,E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au caramel', 'Chocolats au lait au caramel']",['France'],"['Milk chocolate 84% ', 'sugar', 'cocoa butter', 'cocoa liquor', 'whole milk powder', 'skimmed milk powder', 'emulsifier ', 'soya lecithin', 'bourbon vanilla', ' Cocoa dry solids min', ' 33%', 'toffee 15% ', 'sugar', 'glucose syrup', 'butterfat ', '9%', 'salt', 'natural flavours', 'emulsifier ', 'soya lecithin', 'sea salt 1%', ' May contain traces of nuts']",['E322i - Lécithine'],['Soja'],['Non végétalien'],4,32 g,en quantité élevée,21 g,en quantité élevée,53 g,en quantité élevée,1.45 g,en quantité modérée,?,,544,-1%,2276 kj(544 kcal),-1%,32,-5%,21,+3%,55,+3%,53,+4%,"7,8",+18%,"1,45",+266%,"0,58",+266%,32,+19%,E,+19%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,
75,Eitt Sett - Nói Síríus - 28g,5690576271918,,['Nói Síríus'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']","['France', 'Islande']","['Chocolat au lait 71 % ', 'sucre', 'beurre de cacao', 'lait en poudre frais', 'lait écrémé en poudre', 'gâteau au chocolat', 'lécithine de soja', 'vanille bourbon', '33 % de cacao dans le chocolat', 'réglisse 29 % ', 'farine', 'sucre', 'mélasse', 'sirop de glucose', 'sucre inverti', 'extrait de réglisse', ""chlorure d'ammonium "", 'E510', 'graisse de noix de coco hydrogénée', ""huile d'anis"", 'sel alimentaire', 'colorant ', 'E153', 'liant ', 'E471', 'enrobage ', 'huile de noix de coco et de palmiste', 'E471', 'E904']","[""E510 - Chlorure d'ammonium"", 'E153 - Charbon végétal médicinal', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E904 - Gomme-laque']",,['Non végétalien'],4,26.6 g,en quantité élevée,16.8 g,en quantité élevée,48.2 g,en quantité élevée,0.63 g,en quantité modérée,2071,-4%,?,,2071 kj(495 kcal),-2%,"26,6",-3%,"16,8",+11%,"55,6",+0%,"48,2",+7%,"7,6",+11%,"0,63",+95%,"0,252",+95%,28,+15%,E,+15%,,,,,,,,,28 g,"['sachet', 'plastique']",,,Chocolat au lait et réglisse.,,http://www.noi.is/is/single-product/27191,,,
76,Papriku stjörnur,5690589220156,,,,['France'],[],,,[],,,,,,,,,,?,,500,,2092 kj(500 kcal),,24,,3,,64,,1,,4,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,
77,Fiskigott - Solgati,5690684002527,,['Solgati'],,['France'],[],,['Poisson'],[],,,,,,,,,,?,,360,,1506 kj(360 kcal),,"2,7",,"0,5",,0,,0,,"81,9",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,
78,Confiture rhubarbe,5690750001003,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe', 'en:vegetable-jams']",['France'],[],,,[],,0.3 g,en faible quantité,0.1 g,en faible quantité,46 g,en quantité élevée,0 g,en faible quantité,?,,196,-11%,820 kj(196 kcal),-11%,"0,3",+44%,"0,1",+166%,46,-15%,46,-13%,"0,8",+72%,0,-100%,0,-100%,7,-17%,C,-17%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
79,Buggé flatkokur,5690896000540,,,,['France'],[],,,[],,,,,,,,,,?,,189,,791 kj(189 kcal),,"2,9",,"0,4",,33,,"1,1",,"6,6",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,
80,Rúgbaud,5690896000717,,,,['France'],[],,,[],,,,,,,,,,?,,229,,958 kj(229 kcal),,"2,6",,"1,3",,42,,13,,7,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
81,Oeufs de Lompe Noirs - Delabli - 100g,5690922001152,,['Delabli'],"['Conserves', 'Frais', 'Œufs de poisson', 'Semi-conserves', 'Œufs de lump']",['France'],"['Œufs de Lompe', 'eau', 'sel', 'épices', 'épaississant : E415', 'conservateur : E211', 'acidifiant : acide citrique ', 'E330', 'colorants : E151', 'E150d']","['E415 - Gomme xanthane', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E151 - Noir brillant BN', ""E150d - Caramel au sulfite d'ammonium""]",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Point Vert'],100 g,,,['IS A667 EFTA'],,['Islande'],,,,
82,Pearls - Succédané de Caviar - Le Traiteur Grec - 100g,5690922001695,,['Le Traiteur Grec'],"['Produits à tartiner', 'Produits à tartiner salés', 'Succédanés de caviar']",['France'],"['Eau', 'chair de hareng 40 %', 'sel', 'huile de colza', 'arôme ', 'contient poisson', 'œufs', 'lait', 'épaississants : E415 et E401', 'acidifiants : E260 et E330', 'colorant : E153']","['E415 - Gomme xanthane', 'E401 - Alginate de sodium', 'E260 - Acide acétique', 'E330 - Acide citrique', 'E153 - Charbon végétal médicinal']","['Œufs', 'Poisson', 'Lait']",[],4,4.6 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,5 g,en quantité élevée,253,-79%,?,,253 kj(60 kcal),-79%,"4,6",-82%,"1,2",-85%,3,-15%,0,-100%,"1,8",-79%,5,+279%,2,+279%,11,-12%,D,-12%,,,,,,,,"['Point Vert', 'Sans conservateurs', 'Triman']",100 g,"['Verre', 'Frais', 'Bocal', 'métal']",['Islande'],['IS A667 EFTA'],Spécialité aromatisée à base de chair de poisson,,,,,
83,Sælusnúðar,5690927382409,,,,['France'],[],,,[],,,,,,,,,,?,,405,,1695 kj(405 kcal),,"16,8",,"7,3",,"56,9",,"28,1",,"5,8",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,
84,Madagascar - Omnom - 60g,5694110050519,E,['Omnom'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],[],,,[],,35 g,en quantité élevée,21 g,en quantité élevée,35 g,en quantité élevée,0 g,en faible quantité,?,,523,-6%,2188 kj(523 kcal),-6%,35,-11%,21,-9%,35,-9%,35,+10%,8,+4%,0,-100%,0,-100%,18,-15%,D,-15%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,60 g,,,,,,,,,
85,Chocolat lait et amandes salées - Omnom,5694110050595,E,['Omnom'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats salés', 'Chocolats aux amandes', 'Chocolats au lait aux amandes']",['France'],[],,,[],,43 g,en quantité élevée,22 g,en quantité élevée,37 g,en quantité élevée,0.3 g,en quantité modérée,?,,587,+5%,2456 kj(587 kcal),+6%,43,+20%,22,+23%,38,-21%,37,-18%,10,+11%,"0,3",+17%,"0,12",+17%,26,+4%,E,+4%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,
86,Lava cheese smocked,5694110066725,,,,['France'],[],,,[],,,,,,,,,,?,,569,,2381 kj(569 kcal),,42,,24,,0,,0,,39,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,
87,Saumon fumé - Les Jardins de l'Océan,5694230101818,E,"[""Les Jardins de l'Océan""]","['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['France'],[],,,[],,13.5 g,en quantité modérée,2.35 g,en quantité modérée,0.3 g,en faible quantité,2.5 g,en quantité élevée,?,,195,+5%,816 kj(195 kcal),+6%,"13,5",+29%,"2,35",+14%,"0,4",-19%,"0,3",-10%,"24,2",+10%,"2,5",-11%,1,-11%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,
88,Salami -,5694230203055,D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']",['France'],[],,,[],,43.6 g,en quantité élevée,20 g,en quantité élevée,1.01 g,en faible quantité,3.67 g,en quantité élevée,?,,484,+25%,2025 kj(484 kcal),+25%,"43,64",+33%,20,+54%,"1,18",-23%,"1,01",+34%,"20,96",+3%,"3,67",-3%,"1,468",-3%,26,+10%,E,+10%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,
89,Pâté de lapin au calvados -,56955750,D,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de lapin']",['France'],[],,,[],,17 g,en quantité modérée,6.4 g,en quantité élevée,0 g,en faible quantité,1.37 g,en quantité modérée,?,,221,-22%,925 kj(221 kcal),-21%,17,-24%,"6,4",-25%,"0,7",-68%,0,-100%,17,+9%,"1,37",-12%,"0,548",-12%,14,-18%,D,-18%,76.8%,15.8%,3.6%,2.5%,1.1%,0.3%,38,,,,,,,,,,,
90,Dare squares,5700002079817,,,,['France'],[],,,[],,,,,,,,,,?,,406,,1699 kj(406 kcal),,"19,7",,"3,6",,"46,7",,"32,8",,"17,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,
91,Økologiske Spelt cookies,5700383287481,,,,['France'],[],,,[],,,,,,,,,,?,,506,,2117 kj(506 kcal),,25,,11,,62,,28,,"6,6",,"0,89",,"0,356",,,,,,,,,,,,,,,,,,,,,,,
92,Solsikkerugbrød,5700383317096,,,,['France'],[],,,[],,,,,,,,,,?,,224,,937 kj(224 kcal),,4,,"0,8",,36,,25,,"6,9",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,
93,Noix de macadamia salées - Irma,5700384295430,,['Irma'],,['France'],"['INGREDIENSER: macadamianødder 98,5%', 'havsalt 1,5%']",,,[],,,,,,,,,,?,,783,,3276 kj(783 kcal),,76,,12,,13,,"4,6",,"7,8",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
94,Céréales complètes country crisp,5700477348432,,,,['France'],[],,,[],,,,,,,,,,?,,461,,1929 kj(461 kcal),,"17,1",,7,,66,,24,,"8,3",,"0,03",,"0,012",,,,,,,,,,,,,['Sans arômes artificiels'],,,,,,,,,,
95,Brune kager Danois - Coronet - 300g,5701001601627,,['Coronet'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,
96,Glace Noix De Coco,5701003496870,,,,['France'],[],,,[],,,,,,,,,,?,,111,,464 kj(111 kcal),,"4,5",,"3,9",,"15,7",,"14,5",,"1,7",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
97,Junge Erbsen mit Möhren,5701012389712,,,,['France'],[],,,[],,,,,,,,,,?,,61,,255 kj(61 kcal),,"0,5",,"0,2",,"8,7",,"1,6",,"3,4",,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,,,,
98,Fresh filled pasta ravioli spinat and ost,5701018033480,,,,"['Danemark', 'France']",[],,,[],,,,,,,,,,?,,267,,1117 kj(267 kcal),,"6,2",,"1,7",,41,,"4,6",,10,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,
99,Kirsch,5701018041201,C,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Kirsch']",['France'],[],,,[],,,,,,,,,,?,,132,+16%,552 kj(132 kcal),+10%,0,-100%,0,-100%,32,+214%,32,+280%,0,-100%,,,,,,,,,0.0%,42.1%,42.8%,11.4%,3.6%,0.0%,58,,,,,,,,,,,
100,Beurre Margarine -,5701043000051,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']",['France'],[],,,[],,75 g,en quantité élevée,8 g,en quantité élevée,0.6 g,en faible quantité,1 g,en quantité modérée,?,,679,+33%,2841 kj(679 kcal),+34%,75,+33%,8,-51%,"0,6",+49%,"0,6",+149%,"0,5",+121%,1,+76%,"0,4",+76%,13,+12%,D,+12%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,,,,,,,,
101,Chokoladefroer med mint,5701049141369,,,,['France'],[],,,[],,,,,,,,,,?,,460,,1925 kj(460 kcal),,20,,13,,64,,61,,3,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
102,Orange sticks - Carletti,5701049170147,,['Carletti'],,['France'],"['Pâte de cacao', ""suçre flocons de mai' 10% "", 'maïs sucre', 'sel', 'orge germee', 'gluten', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant: lécithines', ' Chocolatnoir', ' cacao 50% minimum', ' Peut contenir des noisettes', 'noix de pécan et le soja']",['E322 - Lécithines'],['Gluten'],['Non végétalien'],4,,,,,,,,,?,,502,,2100 kj(502 kcal),,28,,17,,52,,43,,6,,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,,,,,
103,Grov toast,5701071001174,,,,['France'],[],,,[],,,,,,,,,,?,,235,,983 kj(235 kcal),,"1,8",,"0,3",,44,,"2,4",,"7,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,
104,Decor-kit - Dr.Oetker,5701073020166,,['Dr.Oetker'],,['France'],"['SE', ' Decor-kit', ' Innehàller: Rôd', 'grôn och vit kristyr', ' Snôflingor', ' Chokladlinser', ' Ingredienser: Socker', 'vatten', 'glykossirap', 'maltodextrin', 'vegetabilisk olja rapsolja', 'kakaosmôr', 'VASSLEPULVER', 'HELMJÒLKSPULVER', 'rismjôl', 'kakaomassa', 'VETE- MPL', 'E171,E120', 'fargande livsmedel ', 'koncentrat av spirulina och safflor', 'emulgeringsmedel ', 'E472a', 'solroslecitin', 'E435', 'modifierad stârkelse', 'LAKTOS', 'fôrtjockningsmedel', 'E4 13', 'E4 1 4', 'E440', 'SMORFETT', 'starkelse', 'E202', 'naturlig arom', 'fettreducerat kakaopulver', 'salt', 'glansmedel ', 'E903', 'surhe!sreglerande medel ', 'E330', ' Kan ', 'JORDNOTTER NOTTER', 'SOYA', ' Fôrvaras torrt och svalt', ' Bist fôre utgàngen av', ' se botten', ' Nettovikt: 120 g', ' ', 'DK', ' Decor-kit', ' Indeholder: Rad', 'gran', 'hvid glasur', ' Snefnug', ' Chokolade linser', ' Ingredienser: Sukker', 'vand', 'glukose sirup', 'maltodextrin', 'vegetabilske Olier ', 'palmeolie', 'rapsolie', 'kakaosmgr', 'VALLEPULVER', 'SODMŒLKSPULVER', 'rismel', 'kakaomasse', 'HVEDEMEL', 'farve ', 'E171', 'E120', 'E161b', 'EIOI', 'ENI', 'E160a', 'naturlig farve ', 'koncentrat af spirulina og saflor', 'emutgatorer ', 'E472a', 'solsikke lecithiner', 'E435', 'modificeret stivelse', 'LAKTOSE', 'fortykningsmiddel ', 'M 1 3', 'E414', 'E440', ',']","['E171 - Oxyde de titane', 'E120 - Acide carminique', ""E472a - Ester diacétyl-acétique d'acides gras"", 'E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition', 'E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E903 - Cire de carnauba', 'E330 - Acide citrique', 'E161b - Lutéine', 'E160a - Carotènes mélangés', ""E414 - Gomme d'acacia""]",['Soja'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,0,,0 kj(0 kcal),,"7,6",,0,,0,,0,,"0,7",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,
105,Vitalis,5701073028643,,,,['France'],[],,,[],,,,,,,,,,?,,479,,2004 kj(479 kcal),,21,,"2,3",,60,,21,,10,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,
106,Vitalis Crunchy Pop,5701073028698,,,,['France'],[],,,[],,,,,,,,,,?,,457,,1912 kj(457 kcal),,18,,"6,1",,59,,18,,"9,1",,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,,,,,
107,Prinsessan Lillifee Glitterglasyr - Dr. Oetker,5701073062494,,['Dr. Oetker'],['Produits sous license'],['France'],[],,,[],,0.05 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0.06 g,en faible quantité,?,,270,-29%,1130 kj(270 kcal),-28%,"0,05",-100%,0,-100%,67,+24%,48,+34%,"0,1",-98%,"0,06",-74%,"0,024",-74%,13,-14%,D,-14%,,,,,,,,,,,,,,,,,,
108,Dekoration bla glimmer - Dr.Oetker - 60g,5701073063385,B,['Dr.Oetker'],"['Édulcorants', 'Sucres', 'Décorations en sucre', 'Décors alimentaires']",['France'],"['sucre', 'colorants ', 'E171', 'E163', 'sirop de sucre inverti', 'huiles végétales ', 'palme et colza', 'agent de brillance ', 'shellac']","['E171 - Oxyde de titane', 'E163 - Anthocyanes', 'E904 - Gomme-laque']",,"['Huile de palme', 'Non végétalien', 'Non végétarien']",4,0.1 g,en faible quantité,0 g,en faible quantité,97 g,en quantité élevée,0.003 g,en faible quantité,1662,+0%,?,,1662 kj(397 kcal),+2%,"0,1",+13%,0,-100%,98,+0%,97,+3%,0,-100%,"0,003",-91%,"0,001",-91%,14,-1%,D,-1%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,60g,"['Flacon', 'Verre']",,,Glimmer sucre bleu,,,['Noz'],['Huile de palme'],
109,Kristyr Sokeri-kuorrute - Dr. Oetker - 125g,5701073064146,,['Dr. Oetker'],['Décorations alimentaires'],['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,87 g,en quantité élevée,0 g,en faible quantité,1474,-13%,?,,1474 kj(352 kcal),-13%,0,-100%,0,-100%,87,+10%,87,+25%,0,-100%,0,-100%,0,-100%,14,-22%,D,-22%,,,,,,,,,125g,"['Tube', 'Plastique']",,,Décoration alimentaire liquide verte,,,['Noz'],,
110,Sugar fondant - Dr. Oetker,5701073064283,,['Dr. Oetker'],"['Aides culinaires', 'Aides à la pâtisserie']",['France'],[],,,[],,3.8 g,en quantité modérée,1.9 g,en quantité modérée,86 g,en quantité élevée,0 g,en faible quantité,?,,390,+0%,1632 kj(390 kcal),+0%,"3,8",-62%,"1,9",-52%,88,+37%,86,+101%,0,-100%,0,-100%,0,-100%,15,0%,D,0%,,,,,,,,,,,,,,,,,,
111,Dr. Oetker 250G Sokerimassa,5701073064849,,['Dr Oetker'],,['France'],"['à Sucre pour la décoration de ingrédients sucre', ' sirop ds glucose', ' eau', 'huile de palme', 'colorant', ' agent humidifiant glycerol concentré de Carthage et de citron  emulsifiants ', 'E472c', 't agents épaississants à dragage E466  arôme naturel', ""régulateur d'acidité "", 'acide citrique conservateur E202 Peut contenir des traces de: amande', 'noisettes', 'noix et de pistaches']","[""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",['Fruits à coque'],['Huile de palme'],4,,,,,,,,,?,,393,,1644 kj(393 kcal),,"4,9",,"2,5",,86,,81,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],
112,Fondant au Sucre Vert - Dr.Oetker - 250g,5701073064870,,['Dr.Oetker'],"['Aides culinaires', 'Aides à la pâtisserie', 'Décors pour gâteaux', 'Fondants au sucre']","['Finlande', 'France']","['Sucre', 'sirop de glucose', 'graisse de palme', 'eau', 'glycérine', 'colorants ', 'E161b', 'émulsifiant ', 'E472c', 'agents épaississants ', 'gomme adragante', 'E466', 'arôme naturel', 'conservateur ', 'sorbate de potassium', ""régulateur d'acidité "", 'acide citrique', 'colorants ', 'E133']",,,[],,4.9 g,en quantité modérée,2.5 g,en quantité modérée,82 g,en quantité élevée,0.01 g,en faible quantité,1667,-3%,?,,1667 kj(398 kcal),+2%,"4,9",-51%,"2,5",-37%,86,+34%,82,+92%,0,-100%,"0,01",-97%,"0,004",-97%,16,+7%,D,+7%,,,,,,,,,250 g,['Carton'],,,Fondant au Sucre Vert,,,,,
113,Toffee Sauce - Dr. Oetker,5701073067109,,['Dr. Oetker'],"['Epicerie', 'Sauces', 'Sauces dessert']",['France'],[],,,[],,4.1 g,en quantité modérée,2.3 g,en quantité modérée,58.8 g,en quantité élevée,0.22 g,en faible quantité,?,,318,+137%,1331 kj(318 kcal),+140%,"4,1",+315%,"2,3",+360%,"68,1",+154%,"58,8",+147%,0,-100%,"0,22",+275%,"0,088",+275%,15,+324%,D,+324%,,,,,,,,,,,,,,,,,,
114,Skårne rugkerner - Finax - 1kilogrammae,5701075048823,,['Finax'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,1 kilogrammae,,,,,,,,,
115,Labre Larver,5701090025434,,,,['France'],[],,,[],,,,,,,,,,?,,353,,1477 kj(353 kcal),,"0,4",,"0,1",,85,,61,,"2,4",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,
116,Guldbamser,5701090052058,,,,['France'],[],,,[],,,,,,,,,,?,,340,,1423 kj(340 kcal),,"0,5",,"0,1",,75,,46,,"6,9",,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,
117,Super piratos - Haribo,5701090052157,,['Haribo'],,['France'],[],,,[],,,,,,,,,,?,,291,,1218 kj(291 kcal),,"0,5",,"0,1",,62,,33,,"0,7",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,
118,Black Bananas,5701090055196,,,,['France'],[],,,[],,,,,,,,,,?,,358,,1498 kj(358 kcal),,"0,5",,"0,1",,83,,59,,"6,3",,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,,,,,
119,matador dark mix - Haribo,5701090060961,,['Haribo'],,['France'],[],,,[],,,,,,,,,,?,,346,,1448 kj(346 kcal),,"0,5",,"0,2",,82,,53,,"3,1",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
