,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,manufacturing,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,ingredients_origins,traceability_code,markets,link,producer_info,origin_detail
38,Persil de France feuilles - Sainte Lucie - 7g,3162050010228,A,,7 g,['Flacon verre'],['Sainte Lucie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Persil']",['Fabriqué en France'],['France'],['France'],['Feuilles coupées de persil 100 %'],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,"['EMB 60282A', 'Gouvieux (Oise, France)']",,,,
39,Coriandre de France feuilles - Sainte Lucie - 8g,3162050010242,A,,8 g,"['Pot', 'Verre', 'Flacon verre']",['Sainte Lucie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Epices', 'Herbes aromatiques', 'Produits de coriandre', 'Feuilles de coriandre']",['Fabriqué en France'],['France'],['France'],['Feuilles coupées de coriandre 100 %'],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,54.7%,0.0%,17.4%,16.5%,8.4%,3.0%,95,,,"['EMB 60282A', 'Gouvieux (Oise, France)']",,http://www.saintelucie1885.fr/gammes/coriandre-de-france/,,
40,3 colorants alimentaires assortis Sainte Lucie - 3×12ml,3162050015056,,,3×12ml,['Flacons'],['Sainte lucie'],"['Additifs alimentaires', 'Colorants alimentaires']",['Bonjour'],,['France'],['Conservation :'],,,[],,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,?,,1,-99%,4 kj(1 kcal),-99%,1,-73%,1,-59%,1,-92%,1,-80%,1,+53%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,
41,Raisins De Corinthe Sachet - Sainte lucie,3162050018866,D,,,,['Sainte lucie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",,,['France'],"['Ittgaédiatt5 : Raisins séchés', 'huile végétale', ' Peut contenir des traces de gluten', 'soja', 'lait', 'œuf']",,,"[""Pourrait contenir de l'huile de palme""]",3,0.6 g,en faible quantité,0.071 g,en faible quantité,63.1 g,en quantité élevée,0.04 g,en faible quantité,?,,293,-7%,1226 kj(293 kcal),-7%,"0,6",+4%,"0,071",-49%,"65,8",-9%,"63,1",+1%,"2,6",-8%,"0,04",-26%,"0,016",-26%,7,+24%,C,+24%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,,,,,,
42,Sainte Lucie coulis fruits rouges - 215g / 190ml,3162050027233,,,215 g / 190 ml,"['Verre', 'Bouteille']",['Sainte lucie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits']","['Point Vert', 'Triman']",,['France'],"['Fruits rouges 70 % ', 'fraise', 'framboise', 'groseille', 'griotte', 'sucre 24,8 g', 'gélifiant : pectine de fruit']",['E440 - Pectines'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.2 g,en faible quantité,0.04 g,en faible quantité,24.3 g,en quantité élevée,0 g,en faible quantité,?,,112,-11%,469 kj(112 kcal),-12%,"0,2",-24%,"0,04",+3%,"24,8",-12%,"24,3",-9%,"0,8",+19%,0,-100%,0,-100%,1,-66%,B,-66%,,,,,,,,,,,,,,
43,"Sucre vanilline Sainte Lucie, 10 sachets",3162050034026,,,,,['Sainte Lucie'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,
44,Caramel liquide Nature - Sainte Lucie,3162050035030,,,,,['Sainte Lucie'],,['Bio'],,['France'],"[""sucre caramélisé issu de l'agriculture biologique"", 'eau']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,299,,1251 kj(299 kcal),,0,,0,,75,,75,,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,
45,raisins bruns sultanine - Sainte Lucie - 125g,3162050035139,D,,125 g,,['Sainte Lucie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs', 'Raisins secs Sultanines']",['Bio'],['France'],['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0.03 g,en faible quantité,?,,326,+5%,1364 kj(326 kcal),+5%,0,-100%,0,-100%,79,+11%,59,-7%,3,+7%,"0,03",-48%,"0,012",-48%,8,+54%,C,+54%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,,,['Netto'],,,
46,Ras El Hanout Spécial Couscous - Sainte Lucie - 45g,3162050040256,,,45g,,['Sainte Lucie'],"['Epicerie', 'Condiments', ""Mélanges d'herbes et d'épices"", 'Ras el hanout']",,,['France'],"['Curry ', 'coriandre', 'curcuma', ' cumin', 'poivre', 'fenugrec', 'piment', 'cardamome', ' coriandre', 'cumin', 'curcuma', 'fenouil', 'moutarde Peut contenir des traces de céleri', 'de sésame et de gluten', ' A consen']",,"['Céleri', 'Moutarde']",[],1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,
47,Mélange chili - Sainte Lucie - 40g,3162050040614,B,,40 g,['Flacon verre'],['Sainte Lucie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,['France'],"['Piment fort', 'piment doux', 'cumin', 'coriandre', 'origan', 'tomate', 'ail', 'sel']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,['en:Amérique du Sud Ouest'],"['EMB 60282A', 'Gouvieux (Oise, France)']",,,,
48,Herbes de Provence - Sainte Lucie - 125g,3162050041222,B,,125 g,['Pot plastique'],['Sainte Lucie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Mélanges de plantes aromatiques', 'Herbes de Provence']",,,['France'],"['Romarin', 'Basilic', 'Thym', 'Sarriette']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,43.6%,0.0%,30.6%,8.2%,17.6%,0.0%,93,,,"['EMB 60282A', 'Gouvieux (Oise, France)']",,,,
49,Bouteille Eau 33cl - Saint amand - 33cL,3162850118636,,,33 cL,,['Saint amand'],['Boissons'],,,['France'],"[""Calcium Magnésium Sodium Potassium Sulfates Bicarbonates Chlorures Fluor *Nitrates Residu sec a 18001 : 859 Source clos de l'abbaye""]",,,[],,0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,2,-82%,1,-89%,0,-100%,0,-100%,0,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,
50,Eau Minerale naturelle petillante citron - Saint amand,3162850141689,,,,,['Saint amand'],['Boissons'],,,['France'],"['eau minérale naturelle saint amand ', '99,4%', 'gaz carbonique', 'arôme naturel']",['E290 - Dioxyde de carbone'],,[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.007 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"0,007",-83%,"0,003",-83%,0,-100%,B,-100%,,,,,,,,,,,['Magasins U'],,,
51,Cake Tranché Pur Beurre aux Fruits Confits - Albert Ménès - 350g,3162900001420,B,Cake Tranché Pur Beurre aux Fruits Confits 350 g,350 g,"['Carton', 'Plastique']",['Albert Ménès'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits']","['Point Vert', 'Fabriqué en France', 'Pur beurre', 'Tidy man']","['France', 'Sologne']",['France'],"['Raisins secs macérés dans du Rhum 24%', 'fruits confits 22% ', 'cerises Amarena de Provence 12 %', ""écorces d'oranges et de cédrats"", 'sirop de glucose et de fructose', 'sucre', 'colorant: anthocyanes', 'arôme', ""correcteur d'acidité : acide citrique"", 'conservateurs ', 'sorbate de potassium', 'anhydride sulfureux ', 'sulfites', 'farine de blé ', 'gluten', 'sucre', 'beurre concentré 9% ', 'lait', 'œufs entiers', ""jaunes d'œufs"", 'sel', 'poudre à lever ', 'carbonate acide de sodium', 'diphosphate disodique', ""arômes naturels de vanille et d'orange"", 'Présence possible de noyaux de cerises et de queues de raisin']","['E163 - Anthocyanes', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']","['Œufs', 'Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",['Non végétalien'],4,12 g,en quantité modérée,7.2 g,en quantité élevée,40 g,en quantité élevée,0.55 g,en quantité modérée,1496,-8%,356,-8%,1496 kj(356 kcal),-8%,12,-22%,"7,2",+63%,60,+7%,40,+20%,"4,9",+1%,"0,55",-6%,"0,22",-6%,19,+14%,E,+14%,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,,"['France', 'Provence']",,,,,
52,Confit D'ail - Albert menes - 90g,3162900032530,,,90 g,,['Albert menes'],,,,['France'],"['ail de la Drôme 92% ', 'sulfites', 'sel']",,['Anhydride sulfureux et sulfites'],[],,,,,,,,,,?,,137,,573 kj(137 kcal),,0,,0,,28,,"0,8",,6,,8,,"3,2",,,,,,,,,,,,,,,,,,,
53,Pastis - Ricard - 20cl,3163937016203,C,,20 cl,"['Flacon', 'Verre']",['Ricard'],"['Boissons', 'Boissons alcoolisées', 'Pastis']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.6%,2.0%,57,,,,,,,
54,Salade De Thon 1kg - Simon - 1kg,3164060005560,,,1 kg,,['Simon'],"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Salades au thon']",,,['France'],"['Thon ', 'poisson', ' 35%', 'huile de colza', 'œufs', 'eau', 'vinaigre', 'sucre', 'extraits naturels ', 'contient poisson', ""poudre de jaunes d'œufs"", 'sel', 'moutarde ', 'eau', 'vinaigre', 'graines de moutarde', 'sel épices', ""jaunes d'œufs salés"", 'amidon transformé de maïs', 'acidifiant : E330', 'conservateurs : E211 - E202', 'épaississant : E415', 'colorant : E160a', 'exhausteur de goût : E635', ""antioxydant'"", ' E385']","['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E160a - Carotènes mélangés', ""E635 - 5'-ribonucléotide disodique"", 'E385 - Éthylène diamine tétra-acétate de calcium disodium']","['Œufs', 'Poisson', 'Moutarde']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,32.4 g,en quantité élevée,1.4 g,en faible quantité,2.1 g,en faible quantité,1.5 g,en quantité modérée,?,,351,+132%,1469 kj(351 kcal),+140%,"32,4",+290%,"1,4",+56%,"2,6",-67%,"2,1",+4%,"12,2",+52%,"1,5",+54%,"0,6",+54%,11,+2636%,D,+2636%,,,,,,,,,,"['FR 50.099.004 CE', 'Carentan (Manche, France)']",['Magasins U'],,,
55,Vinaigre de vin blanc à l'ancienne - Martin POURET,3165350450060,B,,,,['Martin POURET'],"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins blancs']",['Sans conservateurs'],,['France'],"[""vinaigre de vin français à Ingrédients l'ancienne"", "" Ce vinaigre sans conservateur peut présenter un léger dépôt qui n'altère en rien ses qualités"", 'ni son goût']",,,[],,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,5e-05 g,en faible quantité,?,,4,-76%,17 kj(4 kcal),-76%,0,-100%,0,-100%,"0,9",+19%,"0,1",-76%,"0,1",-39%,0,-100%,0,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,['Magasins U'],,,
56,Sucre glace - Daddy - 110g,3165432570105,B,,110g,['Plastique'],['Daddy'],"['Édulcorants', 'Sucres', 'Sucres glaces']",,,['France'],"['Sucre glace ', '98%', 'antiagglomérant: amidon ', 'fécule non allergène à base de pomme de terre']",,,[],2,0 g,en faible quantité,0 g,en faible quantité,98 g,en quantité élevée,0 g,en faible quantité,?,,400,+6%,1674 kj(400 kcal),+6%,0,-100%,0,-100%,100,+1%,98,+3%,0,-100%,0,-100%,0,-100%,14,-1%,D,-1%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,
57,Sucre glace de pro spécial pâtisserie - Daddy - 500g,3165432572000,B,,500 g,,['Daddy'],"['Édulcorants', 'Sucres', 'Sucres glaces']",,,['France'],"['Sucre ', '98%', 'Antiagglomérant : Amidon ', 'fécule non allergène à base de pomme de terre']",,,[],2,0 g,en faible quantité,0 g,en faible quantité,98 g,en quantité élevée,0 g,en faible quantité,?,,400,+6%,1674 kj(400 kcal),+6%,0,-100%,0,-100%,100,+1%,98,+3%,0,-100%,0,-100%,0,-100%,14,-1%,D,-1%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,
58,Brandade de Morue Parmentier à l'Huile d'Olive et aux Fines Herbes - Tipiak - 450g,3165464301371,E,Brandade de Morue Parmentier à l'Huile d'Olive et aux Fines Herbes,450 g,"['Carton', 'Surgelé', 'Plastique']",['Tipiak'],"['Surgelés', 'Plats préparés', 'Plats préparés au poisson', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes', 'Brandades de morue', 'Brandades de morue parmentière', 'en:preparations-made-from-fish-meat']","['Point Vert', 'Fabriqué en France']","['France', 'Marans', 'Charente-Maritime']",['France'],"['Eau', 'morue 23% ', 'cabillaud ', 'poisson', 'sel', 'pommes de terre préfrites 11% ', 'pommes de terre', 'huile de tournesol', 'dextrose de blé', 'stabilisant : E450i', 'flocons de pommes de terre 9% ', 'pommes de terre déshydratées', ""émulsifiant : mono et diglycérides d'acides gras"", ""extrait d'épices"", ' crème liquide ', 'lait', ""huile d'olive 1,5%"", 'chapelure 1,5% ', 'farine de blé ', 'gluten', 'farine de blé complète ', 'gluten', 'levure', 'sel', 'amidon transformé de manioc', 'ail 0,5%', 'œuf entier en poudre', 'ciboulette 0,3%', 'persil 0,2%', 'arôme']","['E450i - Pyrophosphate de sodium acide', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E14XX - Amidons modifiés']","['Œufs', 'Poisson', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,4 g,en quantité modérée,1.6 g,en quantité modérée,0.3 g,en faible quantité,0.9 g,en quantité modérée,446,-23%,?,,446 kj(107 kcal),-27%,4,-53%,"1,6",-4%,12,+26%,"0,3",-67%,"5,1",-25%,"0,9",+9%,"0,36",+9%,2,+14%,B,+14%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,"['FR 17.218.004 CE', 'Marans (Charente-Maritime, France)']",['Franprix'],http://www.tipiak.fr/nos-produits/fiche-produit/produit/brandade-de-morue-parmentier-a-lhuile-dolive-et-aux-fines-herbes.html,,
59,Poivre 5 baies,3165720448680,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
60,Charbon végétal Super Activé - Vecteur Santé - 100g,3165830014669,,,100g,,['Vecteur Santé'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,
61,"L2.1X4Maqrx.Mout.Saupi.Os, - Saupiquet - 2x 169g",3165950215120,C,Filets de maquereaux sauce moutarde,2 x 169 g,"['Conserve', 'Etui', 'Carton', 'Boîte', 'Couvercle', 'Métal']",['Saupiquet'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux à la moutarde']","['Point Vert', 'en:produced-in-bretagne']",,['France'],"['Filets de maquereaux ', '56%', 'eau', 'moutarde de Dijon ', '8% : eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique', 'antioxydant : bisulfite de sodium ou de potassium', ""vinaigre d'alcool"", 'huile de tournesol', 'sel', 'amidon transformé de maïs', 'épaississants : gomme guar et gomme xanthane', 'poivre noir', 'arômes', 'colorant : extrait de paprika']","['E330 - Acide citrique', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika']","['Poisson', 'Moutarde']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,16.5 g,en quantité modérée,3.1 g,en quantité modérée,0.22 g,en faible quantité,1.3 g,en quantité modérée,?,,198,-5%,828 kj(198 kcal),-6%,"16,5",0%,"3,1",-5%,"0,8",-29%,"0,22",-62%,"11,3",-15%,"1,3",+5%,"0,52",+5%,5,-16%,C,-16%,39.7%,14.3%,30.7%,14.1%,1.0%,0.3%,55,,,"['FR 29.232.501 CE', 'Quimper (Finistère, France)']",,,,
62,Filets de Maquereaux grillés Légumes du Soleil - Saupiquet - 360g (3x 120g),3165950216806,D,Filets de maquereaux grillés sauce tomate et légumes du soleil,360 g (3 x 120 g),"['Conserve', 'Métal', 'Carton']",['Saupiquet'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Maquereaux en conserve', 'Filets de maquereaux grillés']",['en:produced-in-bretagne'],"['France', 'Bretagne']",['France'],"['Filets de maquereaux 77%', 'légumes 12% ', 'tomate 3', '7%', 'tomate mi-séchée', 'aubergine 1', '5%', 'oignon', 'poivron rouge', 'poivron jaune 1%', 'eau', 'concentré de tomate', 'vinaigre de Xérès', 'échalote', 'sel', 'arôme naturel', 'ail', 'sucre', 'origan', 'épice', 'préparation végétale à base de tomate ', 'sirop de glucose', 'tomate', 'sel', 'huile de coco', 'jus de citron concentré', 'extrait de levure', 'épaississant : farine de guar']",['E412 - Gomme de guar'],,"['Non végétalien', 'Non végétarien']",4,15 g,en quantité modérée,3.5 g,en quantité modérée,1.6 g,en faible quantité,1.2 g,en quantité modérée,856,-9%,?,,856 kj(205 kcal),-11%,15,-10%,"3,5",-10%,"2,5",+315%,"1,6",+263%,15,-15%,"1,2",+22%,"0,48",+22%,5,-12%,C,-12%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,"['FR 29.232.501 CE', 'Quimper (Finistère, France)']",['Carrefour'],,,
63,Salade niçoise Les Saladières - Saupiquet,3165950217551,,,,,['Saupiquet'],"['Plats préparés', 'Salades', 'Salades composées', 'Salades nicoises']",,,['France'],"['Thon* ', '22%', 'pommes de terre ', '20%', 'tomates cerises ', '14%', 'haricots verts ', '14%', 'olives noires', 'oignons', ""huile d'olive vierge extra"", 'poivrons rouges', 'eau', 'vinaigre de Xérès', 'sel', 'arômes', 'basilic', 'herbes de provence', ' * Euthynnus ', 'Katsuwonus', ' pelamis']",,['Poisson'],"['Non végétalien', 'Non végétarien']",4,7 g,en quantité modérée,1 g,en faible quantité,1.6 g,en faible quantité,1.3 g,en quantité modérée,?,,116,+33%,485 kj(116 kcal),+30%,7,+62%,1,+98%,"5,8",+2%,"1,6",+19%,"7,2",+10%,"1,3",+25%,"0,52",+25%,2,,B,,,,,,,,,,,,,,,
64,Filets de Maquereaux marinés au vin blanc et aux aromates - Saupiquet,3165950311068,C,,,['Conserve'],['Saupiquet'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux au vin blanc et aromates']",,['Bretagne'],['France'],"['Filets de maquereaux ', '60%', ' eau', 'aromates ', '9', '7%', ' ', 'cornichon', 'carotte', 'poivron rouge', 'oignon', 'persil', ""vinaigre d'alcool"", 'vinaigre de vin blanc', 'vin blanc ', '1', '8%', 'sel', 'arômes']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,12 g,en quantité modérée,2.8 g,en quantité modérée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,,158,-7%,661 kj(158 kcal),-4%,12,+5%,"2,8",-3%,"0,8",+12%,"0,5",+41%,12,-19%,"1,3",+41%,"0,52",+41%,3,+21%,C,+21%,39.7%,14.3%,30.7%,14.1%,1.0%,0.3%,55,,,,['Géant casino'],http://www.saupiquet.com,,
65,Thon à la provençale - Saupiquet - 135g,3165959316026,D,,135g,['Conserve'],['Saupiquet'],"['Produits de la mer', 'Poissons', 'Thons']",,,['France'],"['Sauce', 'légumes 27%', 'poivrons rouges', 'carottes', 'olives', 'oignons', 'câpres', 'thon 25%', 'Composition de la sauce : eau', 'concentré de tomate', 'vinaigre de vin blanc', 'amidon transformé de maïs', 'sucre', 'basilic', 'sel', 'épaississant : gomme de guar', 'épices']","['E14XX - Amidons modifiés', 'E412 - Gomme de guar']",['Poisson'],"['Non végétalien', 'Non végétarien']",4,1.1 g,en faible quantité,0.2 g,en faible quantité,4 g,en faible quantité,1.1 g,en quantité modérée,?,,62,-66%,259 kj(62 kcal),-66%,"1,1",-89%,"0,2",-89%,"5,2",+510%,4,+848%,"7,2",-67%,"1,1",+7%,"0,44",+7%,0,-100%,B,-100%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,
66,Muscade moulue - Ducros - 44g,3166290200715,A,,44 g,"['Flacon', 'Verre']",['Ducros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Produits de le muscadier', 'Noix de muscade', 'Noix de muscade en poudre', ""Produits vendus avant l'an 2000"", 'Produits vendus dans les années 1980']",,,['France'],['Muscade moulue'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,37.2%,0.0%,30.9%,21.7%,10.2%,0.0%,93,,,,,,,
67,Ducros Salade Croustillante Aux Noix Sachet 20G,3166291439404,,,,,['Ducros'],,,,['France'],"['routons et assaisonnement pour salade saveur noix', ' routons en kruiden voor sla met notensmaak de#neet stragon ', '5%', 'ail déshdraté ', '4,9%', 'oignon déshydraté', 'arôme', 'huil le toumàol Peutcontenirarainedeseameetsqaûnditionnésousatmos prolnrice', ' INGREDIENTEN: Natuurqn gearomatiseerd korstjes ', '76 oem', 'palmoiie Sertice Consommateurs Ducros', 'McCormick France SAS 315 rue M', 'Demonque', '84917 Avianon Cedex 9', 'FRANCE A conserŒrà labri de la lumière', 'de la chaleur et de Ihumidité A CONSOMMER DEPREFERENCEAVANTLE TENMlNfiEHOUDBAARTOT:']",,,[],4,,,,,,,,,?,,432,,1807 kj(432 kcal),,18,,"7,5",,53,,"3,1",,12,,"1,1",,"0,44",,,,,,,,,,,,,,,,['Magasins U'],,,
