,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,additives,nova_score,generic_name,packaging,link,manufacturing,ingredients_origins,markets,allergens,traceability_code,brand_owner,origin_detail,producer_info,palm_ingredients
525,Mini Blinis Cocktail - Carrefour,3560070801343,B,"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",['Fabriqué en France'],['France'],[],[],11 g,en quantité modérée,1 g,en faible quantité,5.6 g,en quantité modérée,1.3 g,en quantité modérée,?,,265,+2%,1109 kj(265 kcal),+2%,11,+4%,1,-30%,36,+8%,"5,6",+28%,"5,4",-15%,"1,3",-4%,"0,52",-4%,4,-41%,C,-41%,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,,['Carrefour'],,,,,,,,['Carrefour'],,"['EMB 49058A', 'Cerqueux (Maine-et-Loire, France)']",,,,
526,Les évasions - Poulet Tandoori et son riz basmati - Carrefour - 300g,3560070803286,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes']","['Labels de distributeurs', 'Sans arômes artificiels', 'Sans exhausteur de goût', 'Qualité Carrefour', 'Sans conservateurs']",['France'],"['Riz cuit 45,9% ', 'eau', 'riz basmati', 'poulet traité en salaison 23,3% ', 'aiguillette de poulet 20,5%', 'eau', 'fécule de manioc', 'sel', 'eau', 'crème fraîche 6,7%', 'yaourt maigre reconstitué 6% ', 'eau', 'yaourt maigre en poudre', 'tomate concassée 3,5% ', 'tomate pelée concassée', 'purée de tomate', 'raisins secs 3,1% ', 'raisin sec', 'huile de coton', 'huile de tournesol', 'curry madras 1,2% ', 'gingembre', 'coriandre', 'curcuma', 'ail', 'graine de céleri', 'piment fort', 'lait de coco en poudre 1,2% ', 'contient lait', 'sel', 'préparation aromatique [arôme naturel ', 'contient céleri', 'colorants : caramel ordinaire - curcumine - extrait de paprika]', 'jus de citron', 'colorant : extrait de paprika', 'coriandre', 'sel', 'épaississant : gomme xanthane', 'cannelle', 'piment fort', "" Pourcentages exprimés sur l'ensemble du produit""]","['Non végétalien', 'Non végétarien']",5.4 g,en quantité modérée,2.3 g,en quantité modérée,2.6 g,en faible quantité,0.79 g,en quantité modérée,639,+10%,152,+2%,639 kj(152 kcal),+4%,"5,4",-9%,"2,3",+37%,17,+24%,"2,6",+33%,"8,6",+7%,"0,79",-6%,"0,316",-6%,0,-100%,B,-100%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,300 g,['Carrefour'],"['E150a - Caramel E150a', 'E100 - Curcumine', 'E160c - Extrait de paprika', 'E415 - Gomme xanthane']",4,riz basmati aux raisins secs accompagné de sauce épicée tandoori (25%) et de poulet traité en salaison,"['Carton', 'Barquette', 'Plastique']",,['France'],,['Carrefour'],"['Céleri', 'Lait']","['FR 84.007.020 CE', 'Avignon (Vaucluse, France)', 'EMB 84007W', 'Avignon (Vaucluse, France)']",,,,
527,Les evasions - Porc sauce aigre-douce et son riz au sésame - Carrefour - 300g,3560070803347,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Plats préparés à réchauffer au micro-ondes']","['Viande Française', 'Viande Porcine Française', 'Fabriqué en France']",['France'],"[""Porc traité en salaison à la sauce aigre-douce 63,3%: Sauce aigre-douce 63,2% [jus d'ananas à base de concentré 18% "", 'eau', 'concentré d’ananas', 'caramel aromatique ', 'sucre', 'sirop de glucose-fructose de blé et/ou de maïs', 'eau', 'oignon', 'pousse de bambou', 'sauce soja 4,7% ', 'eau', 'graine de soja', 'sel', 'farine de blé', 'poivron rouge', 'champignon noir', 'vinaigre d’alcool', 'double concentré de tomate 2,3%', 'ail', 'arôme naturel', 'sel', 'gingembre', 'amidon transformé de pomme de terre', 'sucre', 'épaississant : gomme xanthane', ']', 'sauté d’épaule de porc traité en salaison 36,8% ', 'sauté d’épaule de porc 30,5%', 'eau', 'fécule de manioc', 'sel', '\rRiz basmati aux graines de sésame 36,7% : Riz cuit 94% ', 'eau', 'riz basmati', 'huile de tournesol', 'graine de sésame 2%', 'huile de sésame grillé', 'sel', 'poivre']",[],3.9 g,en quantité modérée,0.9 g,en faible quantité,5.7 g,en quantité modérée,1.12 g,en quantité modérée,607,-19%,144,-21%,607 kj(144 kcal),-21%,"3,9",-57%,"0,9",-70%,"20,3",+38%,"5,7",+203%,"6,5",-22%,"1,118",-4%,"0,447",-4%,2,-66%,B,-66%,,,,,,,,300 g,['Carrefour'],"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",4,Plat cuisiné à la base de porc traité en salaison à la sauce aigre-douce et de son riz aux graines de sésame,"['Carton', 'Sous-vide']",,['France'],['France'],['Carrefour'],"['Gluten', 'Graines de sésame', 'Soja']","['FR 84.007.020 CE', 'Avignon (Vaucluse, France)']",,,,
528,Fromage mi chèvre - Carrefour,3560070803491,,,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,303,,1268 kj(303 kcal),,25,,18,,0,,0,,19,,"1,5",,"0,6",,,,,,,,,,,,,,['Carrefour'],,,,,,,,['Carrefour'],,"['EMB 86247', 'Saint-Saviol (Vienne, France)']",,,,
529,Mixe america - Carrefour - 120g,3560070803576,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,120 g,['Carrefour'],,,,,,,,['Carrefour'],,,,,,
530,Mini Quatre Quarts - Carrefour - 300g (x 12),3560070806911,D,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Quatre-quarts']",['en:produced-in-bretagne'],['France'],"['Farine de blé', 'sucre', 'oeufs', 'beurre pâtissier 23% ', 'soit 27% en beurre reconstitué', 'stabilisant : glycérol', ""émulsifiant : mono - et diglycérides d'acides gras"", 'poudres à lever : diphosphates', 'carbonates de sodium', 'sel', 'poudre', 'de lait écrémé', 'épaississant : farine de graines de caroube', ""correcteur d'acidité : acide citrique"", 'arôme', 'colorant : caroténoïdes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",29 g,en quantité élevée,20 g,en quantité élevée,28 g,en quantité élevée,1.3 g,en quantité modérée,2006,+12%,?,,2006 kj(479 kcal),+13%,29,+27%,20,+64%,48,-2%,28,-1%,"5,8",+1%,"1,3",+27%,"0,52",+27%,25,+10%,E,+10%,83.1%,9.9%,3.4%,1.8%,1.8%,0.0%,50,300 g (x 12),['Carrefour'],"['E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E410 - Gomme de caroube', 'E330 - Acide citrique', 'E160 - Caroténoïdes']",4,,"['Sachet', 'Plastique', 'Sachet individuel']",,"['France', 'Bretagne']",,['Carrefour'],"['Œufs', 'Gluten', 'Lait']","['EMB 29281A', 'Tourch (Finistère, France)']",,,,
531,Choucroute garnie (Cuisinée au vin blanc) - Carrefour - 800g,3560070807086,C,"['Conserves', 'Plats préparés', 'Choucroutes', 'Plats préparés en conserve', 'Choucroutes garnies']",,['France'],"['Choucroute 46 %', 'jus cuisiné ', 'eau', 'vin blanc', 'sel', 'antioxydant : acide ascorbique', 'arôme', ' Garniture 22 % : Saucisses et saucisson fumés pur porc ', 'viande de porc', 'eau', 'gras et couenne de porc', 'plasma de porc ', 'amidon de pois', 'sel', 'protéines de lait', 'arômes', 'sirop de glucose de pomme de terre', 'coriandre moulue', 'ail en poudre', 'colorant : extrait de paprika', 'antioxydant : acide ascorbique', 'conservateur : nitrite de sodium', 'viande de porc traitée en salaison et précuite ', 'viande de porc', 'eau', 'sel', 'stabilisant : triphosphates', 'gélifiant : algues euchema transformées', 'conservateur : nitrite de sodium', ' Pommes de terre 5 % ', 'conservateur : disulfite de sodium', ' Saindoux', ' Baies de genièvre et grains de poivre']","['Non végétalien', 'Non végétarien']",7.5 g,en quantité modérée,3.3 g,en quantité modérée,0.3 g,en faible quantité,1.3 g,en quantité modérée,396,-11%,?,,396 kj(95 kcal),-16%,"7,5",-11%,"3,3",+3%,"2,3",+5%,"0,3",-48%,"3,9",-29%,"1,3",-2%,"0,52",-2%,5,-12%,C,-12%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,800 g,"['Carrefour', 'Groupe Carrefour']","['E300 - Acide ascorbique', 'E160c - Extrait de paprika', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",4,Choucroute garnie cuisinée au vin blanc,"['Boîte', 'Conserve', 'Métal']",,"[""Val d'Aucy (Filiale Groupe CECAB) - Route de Dôle (N73) - 71350 Ciel (Site fermé depuis le 06/03/2014)"", 'Saône-et-Loire', 'Bourgogne', 'France']",,"['Carrefour market', 'Carrefour']",['Lait'],"['FR 71.131.002 CE', 'Ciel (Saône-et-Loire, France)', 'EMB 56251E', 'Theix (Morbihan, France)']",,,,
532,Mayonnaise à la moutarde de Dijon - Carrefour - 237g,3560070808236,D,"['Epicerie', 'Sauces', 'Mayonnaises', 'Mayonnaises de Dijon']","['Labels de distributeurs', 'Qualité Carrefour', 'Fabriqué en Belgique']",['France'],"['Huile de colza 70 %', 'eau', ""jaune d'oeuf 6,2 %"", 'moutarde de Dijon 5 % ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique', 'conservateur : disulfite de potassium', 'sucre', 'sel', ""vinaigre d'alcool"", 'acidifiants : glucono-delta-lactone et acide citrique', 'amidon modifié de maïs', 'conservateur : sorbate de potassium', 'épaississants : gomme guar et gomme xanthane', 'colorants : caramel et lutéine', 'arôme', 'jus de citron concentré']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",73 g,en quantité élevée,5.7 g,en quantité élevée,1.4 g,en faible quantité,1.2 g,en quantité modérée,2749,+0%,668,+3%,2749 kj(668 kcal),+2%,73,+4%,"5,7",-11%,"2,3",+0%,"1,4",-3%,"1,4",+1%,"1,199",-19%,"0,48",-19%,16,-15%,D,-15%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,237 g,['Carrefour'],"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E575 - Glucono-delta-lactone', 'E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E150 - Caramel', 'E161b - Lutéine']",4,,"['Plastique', 'Flacon']",,['Belgique'],,['Carrefour'],"['Œufs', 'Moutarde']",['EMB B-01341'],,,,
533,Truite fumée façon Carpaccio à l'huile d'olive et au poivre de Sichuan (5 tranches) - 100 g - Carrefour - 100g (2/3personnes) + 25g dosette d'huile,3560070813704,D,"['Produits de la mer', 'Poissons', ""Produits d'élevages"", 'Frais', 'Poissons fumés', 'Truites', 'Truites fumées', ""Poissons d'élevage""]","['Labels de distributeurs', 'Qualité Carrefour']",['France'],"['Carpaccio 100 g : Truite arc-en-ciel ', 'Oncorhynchus mykiss', ' 92%*', 'marinade 5%* [dextrose', 'épices et aromates ', 'oignon', 'ail', 'poivre de Sichuan 0,1%*', 'persil', 'poivre', 'curcuma', 'sel', 'sucre', 'arômes naturels', 'poivron', 'huile de colza', 'sel 3%*', ' ', '*% exprimés sur le carpaccio', ""\rDosette à l'huile d'olive citronnée 25 g : Huile d’olive 60%*"", 'huile de colza', 'eau,concentré de citron 4%*', 'concentré de jus de citron', 'pulpe de citron', 'essence naturelle de citron', 'acidifiant : acide citrique', '*% exprimés sur la dosette']","['Non végétalien', 'Non végétarien']",21.9 g,en quantité élevée,3 g,en quantité modérée,2.2 g,en faible quantité,3 g,en quantité élevée,1157,+92%,?,,1157 kj(277 kcal),+71%,"21,9",+154%,3,+63%,"2,2",+513%,"2,2",+852%,"17,9",-15%,3,+49%,"1,2",+49%,13,+55%,D,+55%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,100 g (2/3 personnes) + 25 g dosette d'huile,['Carrefour'],['E330 - Acide citrique'],4,Truite fumée marinée au poivre de Sichuan avec une dosette à l'huile d'olive vierge extra citronnée,"['Frais', 'Plastique', 'Carton', 'Sous-vide']",,"['Aqualande - 1280 Avenue du Marsan - RD 932', '40120 Sarbazan', 'Landes', 'Aquitaine', 'France']","['France', '40120 Sarbazan', 'Aqualande', 'Aquitaine', 'Landes', 'Truite arc-en-ciel (Oncorhynchus mykiss)']","['Banque alimentaire', 'Carrefour']",,"['FR 40.288.002 CE', 'Sarbazan (Landes, France)']",,,,
534,Taboulé au poulet roti - Carrefour,3560070814121,B,"['Plats préparés', 'Taboulés']",,['France'],[],[],6.4 g,en quantité modérée,0.6 g,en faible quantité,1.5 g,en faible quantité,1.4 g,en quantité modérée,?,,173,+3%,724 kj(173 kcal),+3%,"6,4",-1%,"0,6",-16%,22,+3%,"1,5",-54%,"5,8",+31%,"1,4",+48%,"0,56",+48%,5,+84%,C,+84%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,['Carrefour'],,,,,,,,['Carrefour'],,,,,,
535,Croissant - Carrefour,3560070814664,B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Croissants', 'es:Cruasanes']",,"['France', 'Espagne']","['Harina de trigo 42,8%', 'agua', 'grasa y aceites vegetales ', 'palma', 'girasol', 'soja', 'azúcar', 'dextrosa', 'suero lácteo en polvo', 'levadura', 'huevo', 'emulgentes: monoglicéridos y diglicéridos de ácidos grasos y ésteres monoacetil y diacetil tartáricos de monoglicéridos y diglicéridos de ácidos grasos', 'sal', 'proteínas de leche', 'conservadores: propionato cálcico y sorbato potásico', 'aromas', 'gluten de trigo', 'estabilizante: goma guar', 'agente de tratamiento de la harina: ácido ascórbico', 'colorante: carotenos']","['Huile de palme', 'Non végétalien']",28 g,en quantité élevée,14 g,en quantité élevée,12 g,en quantité modérée,0.68 g,en quantité modérée,1947,+18%,466,+21%,1947 kj(466 kcal),+20%,28,+29%,14,+5%,47,+11%,12,+52%,"6,9",-7%,"0,68",-29%,"0,272",-29%,19,+2%,E,+2%,69.2%,17.2%,8.1%,4.9%,0.6%,0.0%,86,,['Carrefour'],"['E282 - Propionate de calcium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E300 - Acide ascorbique', 'E160 - Caroténoïdes']",4,,,,,,['Carrefour'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']",,,,,
536,Légumes couscous - Carrefour - 800g (850ml),3560070819270,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve']","['Labels de distributeurs', 'Qualité Carrefour', 'Point Vert']",['France'],"['Légumes 60% ', 'navet', 'courgette', 'pois chiches', 'carotte', 'garniture de céleri', 'poivron rouge et poivron vert', 'eau', 'sel', 'concentré de tomate', 'sucre', 'acidifiant : acide citrique', 'amidon modifié de maïs', 'arôme couscous', 'colorant : extrait de paprika']",[],0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0.79 g,en quantité modérée,148,-19%,?,,148 kj(35 kcal),-22%,~ 0,-100%,~ 0,-100%,"5,1",-13%,"0,5",-80%,"1,6",-24%,"0,79",+1%,"0,316",+1%,-3,,A,,,,,,,,,800 g (850 ml),['Carrefour'],"['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E160c - Extrait de paprika']",4,Légumes pour couscous,['Conserve'],,['Espagne'],,"['Carrefour Market', 'Carrefour']",['Céleri'],,,,,
537,Slylesse - Barre de céréales au chocolat noire - Carrefour - 129g,3560070820054,D,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']",,['France'],"['Céréales 35,4% [céréales riz et blé complet 28,8% ', 'riz 21,4%', 'blé complet 7,2%', 'sucre', 'gluten de blé', 'lait écrémé en poudre', 'germe de blé dégraissé', ""extrait de malt d'orge"", 'sel', 'céréale au riz enrobée de chocolat ', 'riz', 'sucre', 'chocolat ', 'sucre', 'pâte de cacao', 'poudre de cacao', 'poudre de cacao dégraissée', 'cacao', 'cacao dégraissé', 'sel', ""extrait de malt d'orge"", 'arôme naturel', ']', 'chocolat noir 16,5% [chocolat noir ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithines de soja', 'arôme naturel de vanille', 'pépites de chocolat noir ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithines de soja', ']', 'sirop de glucose', 'fructose de maïs', 'dextrose', 'sucre', 'huile de tournesol', 'stabilisant : sorbitols', 'humectant : glycérol', 'eau', 'émulsifiant : lécithines de soja', 'arôme', 'antioxydant : extrait riche en tocophérols']",['Non végétalien'],8 g,en quantité modérée,3.8 g,en quantité modérée,35 g,en quantité élevée,0.24 g,en faible quantité,1685,-14%,403,-9%,1685 kj(403 kcal),-10%,8,-59%,"3,8",-62%,76,+29%,35,+9%,"5,8",-19%,"0,24",-36%,"0,096",-36%,13,-25%,D,-25%,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,129 g,['Carrefour'],"['E322i - Lécithine', 'E420 - Sorbitol', 'E422 - Glycérol', 'E306 - Extrait riche en tocophérols']",4,Barres de céréales au chocolat noir,"['Carton', 'Plastique', 'Étui']",,,,['Carrefour'],"['Gluten', 'Lait', 'Soja']",,,,,
538,Stylesse fruits rouges - Carrefour - 129g,3560070820061,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",['Point Vert'],['France'],[],[],3.2 g,en quantité modérée,0.6 g,en faible quantité,34 g,en quantité élevée,0.3 g,en quantité modérée,?,,373,-12%,1561 kj(373 kcal),-12%,"3,2",-80%,"0,6",-90%,79,+31%,34,+25%,"5,8",-22%,"0,3",-23%,"0,12",-23%,9,-32%,C,-32%,,,,,,,,129 g,['Carrefour'],,,,,,,,['Carrefour'],,,,,,
539,Barres céréales chocolat noir - Carrefour - 125g,3560070820122,D,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']",['Fabriqué en France'],['France'],"['Céréales 40 % [céréales riz et blé ', 'farine de riz', 'farine de blé 5,5 %', 'malt de blé', 'sucre', 'gluten de blé', 'dextrose', 'sel', 'pétales de maïs ', 'maïs', 'sucre', 'sel', ""extrait de malt d'orge"", ""émulsifiant : mono - et diglycérides d'acides gras"", ""flocons d'avoine 10,1 %]"", 'chocolat noir 22,1 % [pépites de chocolat noir 15,1 % ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithines de soja', 'morceaux de chocolat noir ', 'sucre', 'pâte de cacao', 'beurre de cacao', ""émulsifiant : phosphatide d'ammonium"", ']', 'sirop de glucose', 'sucre inverti', 'stabilisant : sorbitols', 'huile de tournesol', 'caramel ', 'sucre', 'eau', 'humectant : glycérol', 'cacao maigre en poudre', 'arôme', 'eau', 'sucre', 'sel', ""émulsifiant : sucro ester d'acides gras""]","[""Pourrait contenir de l'huile de palme""]",9.9 g,en quantité modérée,4.7 g,en quantité modérée,22.5 g,en quantité élevée,0.45 g,en quantité modérée,1629,-17%,390,-12%,1629 kj(390 kcal),-13%,"9,9",-49%,"4,7",-53%,"67,8",+15%,"22,5",-30%,"6,2",-13%,"0,45",+21%,"0,18",+21%,9,-48%,C,-48%,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,125 g,['Carrefour'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', ""E442 - Phosphatides d'ammonium"", 'E420 - Sorbitol', 'E422 - Glycérol']",4,,"['Carton', 'Plastique']",,['France'],,['Carrefour'],"['Gluten', 'Avoine', 'Soja']","['EMB 21231L', ""Dijon (Côte-d'Or, France)""]",,,,
540,Barres céréales Pomme Abricot - Carrefour,3560070820191,,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"4,6",,"0,8",,"72,2",,"20,8",,"5,3",,"0,4",,"0,16",,,,,,,,,,,,,,['Carrefour'],,,,,,,,['Carrefour'],,,,,,
541,Spéculoos - X'trem cœur fondant - Carrefour - 375g,3560070820269,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales fourrées']","['Labels de distributeurs', 'Qualité Carrefour', 'Fabriqué en Belgique']",['France'],"['Céréales 52% ', 'farine de blé', 'semoule de riz', ""farine d'avoine complète"", 'son de blé', 'fourrage au spéculoos 35% [biscuit spéculoos 19', '9% ', 'farine de blé', 'sucre', 'huiles végétales hydrogénées et non hydrogénées de palme', 'palmiste', 'noix de coco et colza', 'sirop de sucre', 'sel', 'cannelle', ""émulsifiant : mono et diglycérides d'acides gras"", ""agent d'acidification : citrate trisodique"", 'poudre à lever : carbonate acide de sodium', 'huiles végétales de palme et de colza', 'colorant : bêta carotène', 'sirop de caramel', 'épices', 'acidifiant : acide citrique]', 'sucre', 'sirop de caramel', 'poudre de caramel', 'sel']",['Huile de palme'],15 g,en quantité modérée,3.9 g,en quantité modérée,22 g,en quantité élevée,0.7 g,en quantité modérée,1875,+2%,446,+2%,1875 kj(446 kcal),+2%,15,+9%,"3,9",+3%,70,+3%,22,-23%,"7,2",-4%,"0,7",+9%,"0,28",+9%,12,-8%,D,-8%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,375 g,"['Carrefour', 'Xtrem']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E331iii - Citrate trisodique', 'E500ii - Carbonate acide de sodium', 'E160ai - Bêta-carotène', 'E330 - Acide citrique']",4,Céréales avec fourrage au spéculoos,"['Carton', 'Sachet', 'Plastique']",,['Belgique'],,['Carrefour'],"['Gluten', 'Avoine']",['EMB B-8800'],,,,['Huile de palme']
542,Snow Flakes - Carrefour Kids - 150g,3560070820283,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,['France'],[],[],8.8 g,en quantité modérée,5.8 g,en quantité élevée,15 g,en quantité élevée,1.1 g,en quantité modérée,?,,411,-3%,1720 kj(411 kcal),-3%,"8,8",-44%,"5,8",-3%,77,+28%,15,-45%,"4,9",-34%,"1,1",+181%,"0,44",+181%,17,+29%,D,+29%,,,,,,,,150 g,"['Carrefour Kids', 'Carrefour']",,,,,,,,['Carrefour'],,,,,,
543,Crème glacée - Yaourt & fruits rouges - Carrefour - 900ml,3560070821105,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",,['France'],"['Crème glacée au yaourt 97,8% : Yaourt 30% ', 'lait entier', 'ferments lactiques', 'lait écrémé reconstitué', 'eau', 'sucre', 'crème', 'sirop de glucose-fructose', 'lactosérum en poudre', 'sirop de glucose', ""émulsifiant : mono - et diglycérides d'acides gras"", 'gélifiants : farine de graines de caroube et gomme guar', 'jus concentré de citron', '\rMorceaux de fruits rouges déshydratés 2,2% : Fraise 32,5%', 'cassis 32,5%', 'cerise 32,5%', 'huile de colza']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",5.3 g,en quantité modérée,2.5 g,en quantité modérée,23 g,en quantité élevée,0.0701 g,en faible quantité,686,-24%,163,-26%,686 kj(163 kcal),-25%,"5,3",-51%,"2,5",-64%,26,-1%,23,+3%,"2,7",-19%,"0,07",-54%,"0,028",-54%,6,-52%,C,-52%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,900 ml,['Carrefour'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",4,Crème glacée,"['boîte plastique', 'couvercle plastique', 'Opercule', 'surgelé']",,['France'],,['Carrefour'],['Lait'],"['EMB 29181', 'Plouédern (Finistère, France)']",,,,
