,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,brand,labels,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,traceability_code,brand_owner,additives,allergens,nova_score,packaging,generic_name,manufacturing,ingredients_origins,link,palm_ingredients
600,4 saucisses de Toulouse supérieures - jean rozé,0210649032991,['France'],"['viande de porc 93%', 'eau', 'sel', 'dextrose de maïs', 'poivre', 'antioxydants: ascorbate de sodium et acide ascorbique', 'boyau naturel de porc']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,183,"9,4","< 0,5",17,['jean rozé'],"['Viande Française', 'Viande Porcine Française', 'Sans colorants', 'Bleu Blanc Cœur', 'Label Rouge']",766 kj(183 kcal),"3,8","< 0,5","2,1","0,84",D,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Porc', 'Saucisses de Toulouse']",9.4 g,en quantité modérée,3.8 g,en quantité modérée,0.5 g,en faible quantité,2.1 g,en quantité élevée,,-16%,-17%,-43%,-41%,-70%,-19%,+13%,+22%,+22%,14,-7%,D,-7%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,4,['intermarché'],"['FR 26.347.022 CE', ""Tain-l'Hermitage (Drôme, France)""]",,"['E301 - Ascorbate de sodium', 'E300 - Acide ascorbique']",,4,['sous vide'],,['France'],['France'],,
601,Oignons émincés - Conad,5413508014212,['France'],[],[],?,16,0,"1,5","1,5",['Conad'],,67 kj(16 kcal),0,"1,3","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,CD EN CHOCOLAT,4039198656658,['France'],[],[],?,577,38,53,"5,6",,,2414 kj(577 kcal),23,53,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Mad milk chocolate,4750011850540,['France'],[],[],?,505,27,56,"8,4",,,2113 kj(505 kcal),17,44,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Whey protéines - Scitec nutrition,5999100005525,['France'],[],[],?,371,"6,7","4,7",73,['Scitec nutrition'],,1552 kj(371 kcal),"2,3","4,7","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Carbonade flamande -  - 1000g,9783201379663,['France'],[],[],?,83,"1,5","9,9","7,1",,,347 kj(83 kcal),"0,6","6,1","0,56","0,224",,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Carbonade flamande']",1.5 g,en faible quantité,0.6 g,en faible quantité,6.1 g,en quantité modérée,0.56 g,en quantité modérée,,-22%,-22%,-57%,-47%,+20%,+97%,-18%,-37%,-37%,0,-100%,B,-100%,,,,,,,,1000 g,,,,,,,,,,,,
606,Cannelle de Ceylan,3770007570017,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Ossau irraty istara aop,0209206025842,['France'],[],[],?,412,36,0,23,,,1724 kj(412 kcal),25,0,"1,8","0,72",E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",36 g,en quantité élevée,25 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,-2%,-2%,+0%,+1%,-100%,-100%,-2%,+2%,+2%,17,-3%,D,-3%,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,,,,,,,
608,Yaourt vanille,3760171890264,['France'],[],[],?,80,"3,3","10,5","3,6",,,335 kj(80 kcal),"0,87","10,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Linguine BIO - 500g,8018338000809,['France'],[],[],?,312,"1,05","61,1","12,68",,['Bio'],1305 kj(312 kcal),"0,15","3,1","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,
610,Cocido lebaniego tarro - La Suegra,8429320111180,['France'],[],[],?,138,9,9,6,['La Suegra'],,577 kj(138 kcal),3,"0,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Miel et Une Nuit,03300459,['France'],[],[],?,4,0,"0,5","0,5",,,17 kj(4 kcal),0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Filets de poulets - La Nouvelle Agriculture,0213311051764,['France'],[],[],?,109,"1,3",0,23,['La Nouvelle Agriculture'],,456 kj(109 kcal),"0,4",0,"0,11","0,044",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-17%,-16%,-55%,-46%,-100%,-100%,+1%,-85%,-85%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,,
613,3760239182010,3760239182010,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,pilons de poulet - La Nouvelle Agriculture,0213328022177,['France'],[],[],?,0,"6,9",0,18,['La Nouvelle Agriculture'],,0 kj(0 kcal),"1,8",0,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Saucisse de strasbourg,0245855023617,['France'],[],[],?,291,"25,9","1,33","12,4",,,1218 kj(291 kcal),"10,9","1,06","2,21","0,884",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg']",25.9 g,en quantité élevée,10.9 g,en quantité élevée,1.06 g,en faible quantité,2.21 g,en quantité élevée,,+6%,+6%,+7%,+18%,-7%,-6%,-2%,+14%,+14%,22,+15%,E,+15%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,,,,,,,,,,,
616,Fil d'or,3700257100313,['France'],[],[],?,290,"22,25","2,1","20,4",,,1213 kj(290 kcal),"14,1","0,2","8,37","3,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Maki saumon,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Yoghourt nature brassé - Yoghoustra,3274360907508,['France'],"['lait frais pasteurisé', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,48,"1,2","5,2","4,1",['Yoghoustra'],,201 kj(48 kcal),0,0,0,0,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']",1.2 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-33%,-33%,-67%,-100%,+7%,-100%,-1%,-100%,-100%,-2,-453%,A,-453%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,"['FR 67.520.003 CE', 'Wasselonne (Bas-Rhin, France)']",,,['Lait'],3,['Frais'],,,,,
619,Saucisses aux herbes - Carrefour,2480742026243,['France'],[],[],?,?,?,?,?,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,
620,La Nouvelle Agriculture,0213565032342,['France'],[],[],?,?,?,?,?,['La Nouvelle Agriculture'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Terrine de campagne bio,0211635018968,['France'],[],[],?,315,"26,9","2,8","14,9",,"['Bio', 'Bio européen']",1318 kj(315 kcal),9,"0,9","1,51","0,604",,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",26.9 g,en quantité élevée,9 g,en quantité élevée,0.9 g,en faible quantité,1.51 g,en quantité élevée,,-2%,-2%,-5%,-17%,+22%,+4%,+6%,-6%,-6%,17,-12%,D,-12%,,,,,,,,,,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,,,,,
622,Carbonade flamande - Le petit cuisinier - 1000g,9283201379668,['France'],"['Viande de beuf traitée en salaison et blanchie 47% ', 'poitrine de beuf 37% ', 'Origine : France', 'eau', 'fécule de pomme de terre', 'protéines de LAIT', 'arômes naturels', 'maltodextrine', 'antioxydant : ascorbate de sodium', 'sel', 'eau', 'oignon émincé 13%', 'Matières grasses bière ambrée 6,2% ', 'eau', ""malt d'ORGE"", 'sucre', 'houblons', ""pain d'épices 4,7% [sirop de glucose-fructose"", 'farine et son de SEIGLE', 'Glucides poudres à lever ', 'carbonate acide de sodium', 'diphosphate disodique', 'épices et arômes', 'spécialité sucrière saveur vergeoise1,9% [sucre', 'sucre caramélisé', 'antiagglomérant : glycérol ', 'origine végétale', 'sirop de sucre inverti]', 'fond de veau ', 'vlande et jus de cuisson de veau', 'sel', 'amidon modifié de maïs', 'sel', 'extrait de MALT', 'poivre', ' Traces éventuelles de soja', 'oufs', 'céleri', 'poisson', 'crustacés', 'mollusques', 'moutarde', 'graines de sésame et fruits à coque']","['Non végétalien', 'Non végétarien']",?,84,2,"7,9","8,2",['Le petit cuisinier'],,351 kj(84 kcal),"0,8","5,2","0,88","0,352",,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Carbonade flamande']",2 g,en faible quantité,0.8 g,en faible quantité,5.2 g,en quantité modérée,0.88 g,en quantité modérée,,-21%,-21%,-43%,-30%,-4%,+68%,-5%,-1%,-1%,0,-100%,B,-100%,,,,,,,,1000 g,,,,"['E301 - Ascorbate de sodium', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E422 - Glycérol', 'E14XX - Amidons modifiés']","['Gluten', 'Lait']",4,,,,,,
623,Sweet potato masala,00954150,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Baguette aux céréales,0203565005583,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,,,,,,,,,,,,,,,,,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,,,,,,,
625,Banane,0211236009648,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-10', 'Max Havelaar']",,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,
626,Yaourt,3770010958000,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Cachaça PedraBranca,7898949430087,['France'],[],[],?,100,0,0,0,,,418 kj(100 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Parmentier de canard,2270577092823,['France'],[],[],?,144,"7,2","8,9","10,2",,,602 kj(144 kcal),"3,8","0,7","0,663","0,265",D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard', 'Parmentiers de canard']",7.2 g,en quantité modérée,3.8 g,en quantité modérée,0.7 g,en faible quantité,0.663 g,en quantité modérée,,+2%,+2%,-6%,+4%,-7%,-57%,+42%,-15%,-15%,1,-66%,B,-66%,78.8%,12.8%,2.6%,3.3%,1.4%,1.0%,46,,,"['FR 42.305.003 CE', 'Talaudière (Loire, France)']",,,,,,,,,,
629,Fromage,3336660000560,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,"Maple tea, thé à l'érable",0771098009878,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Haricot rouge - Auchan,3596710685554,['France'],[],[],?,429,"0,8",12,"8,4",['Auchan'],,1795 kj(429 kcal),"0,3","0,7","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,
632,Berger 45 - Pastis de Marseille,3041311028007,['France'],[],[],?,100,0,0,0,,,418 kj(100 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Brie de Meaux 1/2 affiné,2230030002004,['France'],[],[],?,263,20,"0,9",20,,,1100 kj(263 kcal),14,0,"1,7","0,68",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",20 g,en quantité modérée,14 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-6%,-6%,-8%,-8%,+89%,-100%,-3%,-5%,-5%,15,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
634,Taboulé à l'oriental,0205673009644,['France'],[],[],?,206,"9,3",25,"4,5",,,862 kj(206 kcal),"0,8","2,9","0,93","0,372",B,"['Plats préparés', 'Taboulés']",9.3 g,en quantité modérée,0.8 g,en faible quantité,2.9 g,en faible quantité,0.93 g,en quantité modérée,,+23%,+22%,+44%,+12%,+17%,-11%,+2%,-1%,-1%,4,+47%,C,+47%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,,,,,
635,Filet de truite fumée artisanale,3760018760064,['France'],[],[],?,?,?,?,?,,,,,,,,E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,,,,,,,,,,,,,,,,,,,,,,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,,,
636,Miel de pays,3354640000096,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Escalopes de dinde,0217438016798,['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
638,Diots de Savoie - 2l,2340943009493,['France'],[],[],?,298,25,"1,3",17,,,1247 kj(298 kcal),11,0,"2,1","0,84",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses savoyardes', 'Diots', 'Diots de Savoie']",25 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,2.1 g,en quantité élevée,,-3%,-3%,-4%,+9%,+26%,-100%,-1%,-4%,-4%,22,+4%,E,+4%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,2 l,,"['FR 74.042.001 CE', 'Bonneville (Haute-Savoie, France)']",,,,,,,,,,
639,Pruneaux d'agen mi-cuits - Lucien Georgelin - 400g,3330720045010,['France'],[],[],?,232,"0,5",53,"1,6",['Lucien Georgelin'],,971 kj(232 kcal),"0,1",35,"0,01","0,004",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",0.5 g,en faible quantité,0.1 g,en faible quantité,35 g,en quantité élevée,0.01 g,en faible quantité,,-4%,-4%,+39%,-12%,-1%,-4%,-14%,-28%,-28%,4,+83%,C,+83%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,400 g,,"['EMB 47185C', 'Montayral (Lot-et-Garonne, France)']",,,,,,,,,,
640,Drageias,20869847,['France'],[],[],?,438,10,81,2,,,1833 kj(438 kcal),6,69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,A table,5425029838413,['France'],[],[],?,68,"1,45","11,53","2,05",,,285 kj(68 kcal),"0,85","0,6","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Sel fin de guerande,2445830425995,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Huile d'amande douce de Provence -  - 33cl,3760048720083,['France'],[],[],?,900,100,1,1,,,3766 kj(900 kcal),8,1,1,"0,4",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', ""Huiles d'amande""]",100 g,en quantité élevée,8 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,,+22%,+22%,+22%,+13%,,,,,,14,+49%,D,+49%,,,,,,,,33 cl,,,,,,,,,,,,
644,Badia Spice Pumpkin Pie,0033844002046,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Les sorbets de Jacob,3448270003869,['France'],[],[],?,113,"0,1","27,8","0,1",,,473 kj(113 kcal),"0,1","23,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Calendrier de l'Avent,4039198656382,['France'],[],[],?,577,38,53,"5,6",,,2414 kj(577 kcal),23,53,"0,16","0,064",,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",38 g,en quantité élevée,23 g,en quantité élevée,53 g,en quantité élevée,0.16 g,en faible quantité,,+14%,+12%,+30%,+31%,-6%,+3%,-6%,-17%,-17%,27,+8%,E,+8%,,,,,,,,,,,,,,,,,,,,
647,Noix de Cajou crues,3300146265743,['France'],[],[],?,593,46,21,21,,"['Sans additifs', 'Sans conservateurs']",2481 kj(593 kcal),"9,2",5,"0,04","0,016",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",46 g,en quantité élevée,9.2 g,en quantité élevée,5 g,en quantité modérée,0.04 g,en faible quantité,,-1%,-1%,-0%,+8%,-18%,-23%,+12%,-94%,-94%,7,-8%,C,-8%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,
648,Migros,7617400038606,['France'],[],[],?,?,?,?,?,['Migros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Migros'],,,,,,,,,,,
649,Auvernou mini sticks nature,50805105,['France'],[],[],?,551,47,"4,1",28,,,2305 kj(551 kcal),16,"0,5","4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,"Plat cuisiné riz, crevettes, sauce curry - Monoprix",3350033681637,['France'],[],[],?,88,"2,2",13,"3,7",['Monoprix'],,368 kj(88 kcal),"0,3","1,3","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,,,,
651,Porridge,3663518146799,['France'],[],"['Végétalien', 'Végétarien']",?,?,?,?,?,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Calendrier de l'Avent,4039198656399,['France'],[],[],?,597,42,44,"5,1",,,2498 kj(597 kcal),26,40,0,0,,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",42 g,en quantité élevée,26 g,en quantité élevée,40 g,en quantité élevée,0 g,en faible quantité,,+18%,+16%,+43%,+49%,-22%,-22%,-14%,-100%,-100%,25,-0%,E,-0%,,,,,,,,,,,,,,,,,,,,
653,Miel d'acacia,9700000000628,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
654,Limettensaft - Bio Sonne,20209872,"['France', 'Allemagne']",[],[],?,?,?,?,?,['Bio Sonne'],['Bio'],,,,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,['Flasche'],,,,,
655,Mini crocq komijn,8718907100373,"['France', 'Pays-Bas']",[],[],?,399,"27,5","0,7","37,2",,,1669 kj(399 kcal),"10,5","0,7","5,02","2,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Salade de piments vert - Yarden,3423990006512,['France'],[],[],?,64,4,5,2,['Yarden'],,268 kj(64 kcal),"0,5",0,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Sojabohnen Keimlinge - ChiWán,4002239770101,"['France', 'Allemagne']",[],[],?,?,?,?,?,['ChiWán'],,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pousses']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Glas'],,,,,
658,Noir 60% pomegranate - Chocolat Stella - 50g,7610202403481,['France'],[],[],?,525,33,45,7,['Chocolat Stella'],['Fabriqué en Suisse'],2197 kj(525 kcal),20,40,1,"0,4",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",33 g,en quantité élevée,20 g,en quantité élevée,40 g,en quantité élevée,1 g,en quantité modérée,,-6%,-5%,-16%,-13%,+17%,+26%,-9%,+2041%,+2041%,28,+32%,E,+32%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,50 g,,,,,,,,,,,,
659,Aceite de oliva intenso 1º bidón 5 l - Aliada,8433329065634,['France'],[],[],?,900,100,0,0,['Aliada'],,3766 kj(900 kcal),15,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+7%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
660,Huevas de caballa aceite de oliva - Ortiz,8411320739006,['France'],[],[],?,179,"9,3",0,"23,8",['Ortiz'],,749 kj(179 kcal),"2,1",0,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Le petit blanc battu caramel beurre salé - Sacre willy - 125g,3760178251426,['France'],[],[],?,153,"9,4","14,5","2,6",['Sacre willy'],['Fabriqué en France'],640 kj(153 kcal),"5,1","12,1","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,"['FR 05.170.002 CE', 'Tallard (Hautes-Alpes, France)']",,,,,,,,,,
662,Tartelette poire amande - Super U - 2,,['France'],[],[],?,?,?,?,?,['Super U'],,,,,,,D,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes à la poire']",,,,,,,,,,,,,,,,,,,,,,,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,2,,,,,,,,,,,,
663,Pate de chair,2463552020014,['France'],[],[],?,312,27,"0,1",18,,,1305 kj(312 kcal),"9,8",0,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Meiji,4902777074313,['France'],[],[],?,?,?,?,?,['Meiji'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Chipolata chistora,2486031021975,['France'],[],[],?,?,?,?,?,,,,,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,,,,,,,,,,,,,,,,,,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,
666,Lomo de cebo de campo ibérico raza ibérica lonchas,8436037457623,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Carbonade flamande -  - 300g,9283201312665,['France'],[],[],?,124,"4,1",15,"5,3",,,519 kj(124 kcal),"0,7",5,"0,6","0,24",,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Carbonade flamande']",4.1 g,en quantité modérée,0.7 g,en faible quantité,5 g,en quantité modérée,0.6 g,en quantité modérée,,+16%,+16%,+16%,-39%,+81%,+62%,-39%,-32%,-32%,1,-7%,B,-7%,,,,,,,,300 g,,,,,,,,,,,,
668,Le poulet aux graines de lin,0215690036608,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,,,,,,
669,Saumon Atlantique Fumé - Eleve en Norvège - Rochambeau - 140g,3439496620480,['France'],[],[],?,180,10,"0,6",22,['Rochambeau'],,753 kj(180 kcal),"2,3","0,5",3,"1,2",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons Atlantique fumés', ""Saumon fumé de l'Atlantique""]",10 g,en quantité modérée,2.3 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,-5%,-5%,-7%,+7%,+13%,+47%,-0%,+7%,+7%,14,+4%,D,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,140 g,,,,,,,,,,['Océan Atlantique'],,
670,Fromage fe chèvre - 2x 120g,3332300003229,['France'],[],[],?,334,16,2,"21,4",,,1397 kj(334 kcal),"3,75","1,6","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 120 g,,,,,,,,,,,,
671,Saucisse de toulouse,2447561040140,['France'],[],[],?,203,"14,9","0,8","16,4",,['Sans colorants'],849 kj(203 kcal),"5,7","0,6","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 81.124.071 CE', 'Lacaune (Tarn, France)']",,,,,,,,,,
