,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,ingredients_origins,markets,additives,allergens,nova_score,packaging,labels,manufacturing,generic_name,traceability_code,palm_ingredients,link,brand_owner,producer_info
814,Havre cookies choklad -  - 200g,7310520008183,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],"['Havregryn 21 %', 'vetemjöl', 'vegetabilisk olja ', 'shea', 'kokos', 'solros', 'fiber från cikoriarot', 'russin', 'dadeljuicekoncentrat', 'socker', 'kakaomassa', 'helmjölkspulver', 'kakaosmör', 'glukossirap', 'bakpulver ', 'E450', 'natriumbikarbonat', 'salt', 'skummjölkspulver', 'naturlig arom', 'emulgeringsmedel ', 'solros - lecitin', ' Kan innehålla spår av nötter och ägg Mörk choklad 5 %', ' Mjölkchoklad 5 %']",['Non végétalien'],30 g,en quantité élevée,11 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en quantité modérée,?,,440,-7%,1841 kj(440 kcal),-7%,30,+44%,11,+9%,51,-20%,22,-25%,"6,7",+3%,"0,5",-15%,"0,2",-15%,16,-19%,D,-19%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,200 g,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E322i - Lécithine']","['Gluten', 'Lait']",4,,,,,,,,,
815,Biscuits de France,3484430001757,,,,['France'],[],[],,,,,,,,,?,,498,,2084 kj(498 kcal),,"27,9",,"17,5",,"54,7",,30,,"5,5",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,
816,Tutte liquirizia - Leader Price - 200g,8054383509416,,['Leader Price'],,['France'],[],[],,,,,,,,,?,,342,,1431 kj(342 kcal),,"0,1",,"0,1",,84,,"47,4",,"0,3",,"0,03",,"0,012",,,,,,,,,,,,,200 g,,['Leader Price'],,,,,,,,,,,,
817,Trucha ahumada lonchas,8433329001113,,,,['France'],[],[],,,,,,,,,?,,195,,816 kj(195 kcal),,12,,"2,5",,0,,0,,22,,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Leaf well pomme cannelle,7640180170044,,,,['France'],[],[],,,,,,,,,?,,10,,42 kj(10 kcal),,0,,0,,"2,5",,"2,5",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,Aceite de oliva virgen extra hojiblanca - Urzante,8423243900104,D,['Urzante'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3700,+5%,900,+5%,3700 kj(900 kcal),+3%,100,+5%,15,+7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
820,Rijst rondjes zeezout - 100g,8711299072440,,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,417,,1745 kj(417 kcal),,7,,"1,7",,"78,7",,"0,2",,"8,1",,"0,8",,"0,32",,,,,,,,,,,,,100 g,,,,,,,,,,,,,,
821,Cake aux 2 saumons,3181580281458,,,,['France'],[],[],,,,,,,,,?,,329,,1377 kj(329 kcal),,23,,"5,5",,16,,"2,2",,14,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,"['EMB 22389B', ""Yffiniac (Côtes-d'Armor, France)""]",,,,
822,Sauce Kebab,5420058014340,C,,"['Epicerie', 'Sauces', 'Sauces kebab']",['France'],[],[],51.4 g,en quantité élevée,4.6 g,en quantité modérée,5.5 g,en quantité modérée,1.7 g,en quantité élevée,?,,547,+62%,2289 kj(547 kcal),+55%,"51,4",+42%,"4,6",+61%,"6,3",-15%,"5,5",+33%,"0,8",-27%,"1,7",+10%,"0,68",+10%,18,+35%,D,+35%,63.5%,22.8%,5.8%,4.7%,2.5%,0.7%,67,,,,,,,,,,,,,,,
823,Puré de sésamo negro,8432430105406,,,,['France'],[],[],,,,,,,,,?,,573,,2397 kj(573 kcal),,"49,7",,"6,9",,"11,6",,"0,3",,"17,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,So soja kefir - myrtille cerise - 250g,3273227082938,,,,['France'],[],[],,,,,,,,,?,,49,,205 kj(49 kcal),,"1,4",,"0,2",,"6,6",,"6,2",,"2,4",,"0,05",,"0,02",,,,,,,,,,,,,250 g,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,
825,Faux-cisson a l'ail vegan,4032277008683,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,244,,1021 kj(244 kcal),,"10,8",,"0,8",,"6,5",,"1,5",,"28,8",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Agriculture non UE', 'Végétalien', 'Agriculture UE', 'Agriculture UE/Non UE', 'en:The Vegan Society']",,,,,,,
826,Vitalfan Antichute progressive,3282770203882,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,
827,Zespri green - esprit green kiwifruit,5415191769158,,['esprit green kiwifruit'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits']",['France'],[],[],0.66 g,en faible quantité,0.087 g,en faible quantité,8.8 g,en quantité modérée,0.006 g,en faible quantité,?,,81,-55%,339 kj(81 kcal),-55%,"0,66",-8%,"0,087",-44%,"14,7",-60%,"8,8",-69%,"1,17",-25%,"0,006",-80%,"0,002",-80%,-6,-829%,A,-829%,,,,,,,,,['Nouvelle-Zélande'],['Intermarche'],,,,['5fruits'],,,,,,,,
828,Emmental francais - Les Laitiers Responsables - 180g,3123930672004,C,"['Les Laitiers Responsables', 'Entremont']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],"['lait ', 'Origine : France', 'sel', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-2%,1544 kj(369 kcal),-2%,29,-1%,19,-4%,"< 0,5",-25%,"< 0,5",+21%,27,-2%,"0,5",-23%,"0,2",-23%,11,-4%,D,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,180 g,['France'],,,['Lait'],3,,['Fabriqué en France'],,,"['FR 35.184.003 CE', 'Montauban-de-Bretagne (Ille-et-Vilaine, France)']",,,,
829,Choco Bubbles,8422584048483,,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"1,5",,"0,7",,"75,7",,"25,1",,"6,6",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
830,Multivitamin - Granini,3503780008206,,['Granini'],,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,"0,2",,0,,"11,6",,"11,3",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Goikoa Chistorra Prestigio,8420962003048,,,,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,38,,"13,3",,"1,3",,"0,5",,"17,8",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
832,Galette la bretonne,3760159103966,,,,['France'],[],[],,,,,,,,,?,,178,,745 kj(178 kcal),,"9,3",,"2,8",,"15,5",,"1,1",,"6,7",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,
833,Bomba-reis Für Paella Dacsa,8410324001003,C,['Dacsa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de variété japonica', 'Riz pour paellas', 'Riz à grain court', 'Riz Bomba']","['France', 'Espagne']",[],[],0.9 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,?,,343,-1%,1435 kj(343 kcal),-1%,"0,9",+22%,"0,2",+12%,75,-2%,"0,5",+167%,"7,6",+7%,0,-100%,0,-100%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,,
834,Instant' lentilles corail bio nature - Carrefour Bio,3456300012002,,['Carrefour Bio'],,['France'],[],[],,,,,,,,,?,,349,,1460 kj(349 kcal),,"2,1",,"0,4",,"51,7",,"1,1",,25,,"0,6",,"0,24",,,,,,,,,,,,,,,['Carrefour'],,,,,"['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore A', 'AB Agriculture Biologique']",,,,,,,
835,Marlin fume,3356996401305,,,,['France'],[],[],,,,,,,,,?,,124,,519 kj(124 kcal),,0,,0,,"1,3",,0,,30,,3,,"1,2",,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,
836,Saumon colin beurre citron riz aux petits légumes - Thiriet,3292590877583,,['Thiriet'],"['Plats préparés', 'Plats préparés au poisson', 'Plats à base de riz', 'Plats préparés à réchauffer au micro-ondes']",['France'],[],[],7.7 g,en quantité modérée,4.4 g,en quantité modérée,0 g,en faible quantité,0.56 g,en quantité modérée,?,,159,+3%,665 kj(159 kcal),+5%,"7,7",+68%,"4,4",+188%,17,-11%,~ 0,-100%,"5,7",-12%,"0,56",-30%,"0,224",-30%,4,+134%,C,+134%,,,,,,,,,,['Thiriet'],,,,,"['Aquaculture responsable', 'Aquaculture responsable ASC', 'Pêche durable', 'Pêche durable MSC']",,,,,,,
837,PediaSure - Abbott,8710428015976,,['Abbott'],,['France'],[],[],,,,,,,,,?,,101,,423 kj(101 kcal),,"3,8",,"0,7",,"13,5",,6,,3,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Chocolat au lait fourré saveur fraise et yaourt - Excelsior - 100g,20243388,E,"['Excelsior', 'Norma']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats fourrés', 'Chocolats au lait fourrés']","['France', 'Allemagne']","['sucre', 'graisses végétales ', 'palmiste', 'palme', 'crème en poudre 11%', 'beurre de cacao', 'pâte de cacao', 'yaourt au lait écrémé en poudre 4,5 %', 'poudre de lait entier', 'lactosérum doux en poudre', 'pépites goût fraise 1,5 % ', 'maltodextrine', 'fraise', 'sucre', 'fécule modifiée de pomme de terre', 'épaississant: alginate de sodium ', ' arôme naturel', 'acidifiant: acide citrique', 'matière grasse laitière anhydre', 'émulsifiant: lécithines de soja ', ' arôme naturel', 'acidifiant: acide citriqué', ' arôme națurel de vanille', "" Peut contenir des noisettes et d'autres fruits à coque"", ""de l'arachide et du gluten de blé et d'orge""]","['Huile de palme', 'Non végétalien']",36 g,en quantité élevée,23.4 g,en quantité élevée,53.3 g,en quantité élevée,0.2 g,en faible quantité,?,,567,+3%,2372 kj(567 kcal),+3%,36,+5%,"23,4",+29%,"54,3",+4%,"53,3",+7%,"5,5",-15%,"0,2",+3%,"0,08",+3%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,100 g,,,"['E401 - Alginate de sodium', 'E322 - Lécithines', 'E330 - Acide citrique']","['Lait', 'Soja']",4,,,,Vollmilchschokolade mit 45 % Erdbeer-Joghurtcremefüllung. Kakao: 30 % mindestens in der Vollmilchschokolade.,,,,,
839,Delice de nougat - Motta - 200g,3700125801892,C,['Motta'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Friandises']",['France'],"['sucre de canne""', 'sirop de glucose""', 'amandes* 28%', 'pistaches* 2%', 'miel*', 'pain azyme ', 'fécule de pomme de terre', ""huile d'olive"", ""blanc d'euf"", 'arôme naturel de vanille* 0,1%']",['Non végétalien'],16 g,en quantité modérée,1.6 g,en quantité modérée,58 g,en quantité élevée,0.09 g,en faible quantité,?,,453,+1%,1895 kj(453 kcal),+1%,16,-3%,"1,6",-19%,70,+7%,58,+7%,"6,8",-5%,"0,09",+20%,"0,036",+20%,16,0%,D,0%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,200 g,,['Intermarché'],,['Fruits à coque'],4,['boîte carton'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
840,Moutarde - U,3256223669877,B,"['U', 'Système U']","['Epicerie', 'Condiments', 'Non alimentaire', 'Sauces', 'Moutardes']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,10,-56%,10,+9%,0,-100%,0,-100%,0,-100%,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,['Point Vert'],,,,,,,
841,Krema Batna,3664346314428,E,['Krema'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],[],[],7.4 g,en quantité modérée,3.7 g,en quantité modérée,61 g,en quantité élevée,0.25 g,en faible quantité,?,,403,+13%,1686 kj(403 kcal),+12%,"7,4",+298%,"3,7",+249%,81,-3%,61,+5%,"2,7",+27%,"0,25",+107%,"0,1",+107%,19,+32%,E,+32%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,['Fabriqué en France'],,,,,,,
842,Aceitunas verdes manzanilla con hueso gran gourmet barril - Maestranza,8410865100777,B,['Maestranza'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",['France'],[],[],19 g,en quantité modérée,4 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,?,,181,-6%,757 kj(181 kcal),-5%,19,+3%,4,+43%,0,-100%,0,-100%,"1,1",-17%,4,+14%,"1,6",+14%,15,+22%,D,+22%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,,,,,,
843,Fromage blanc aromatisé avec morceaux d'abricot,26059846,,,,['France'],[],[],,,,,,,,,?,,123,,515 kj(123 kcal),,"5,3",,"3,7",,13,,12,,"5,7",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Sweet crispy,8000034000467,,,,['France'],[],[],,,,,,,,,?,,545,,2280 kj(545 kcal),,34,,"5,4",,42,,32,,15,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Napolitaine - Franprix - 420g,3263851445414,,['Franprix'],,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,"1,7",,"0,2",,"4,8",,"3,7",,"1,3",,"0,7",,"0,28",,,,,,,,,,,,,420 g,,['Franprix'],,,,,,,,,,,,
846,Crème glacée verveine.,3770000565102,,,,['France'],[],[],,,,,,,,,?,,183,,766 kj(183 kcal),,"7,3",,"4,4",,25,,25,,4,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
847,Père noël - U - 60g,3256227742866,,"['U', 'U Bio']",,['France'],"['Sucre de canne*', 'beurre de cacao*', 'poudre de LAIT entier*', 'pâte de cacao*', 'extrait de vanille*', ' Chocolat au LAIT : cacao: 37% minimum', ' Traces éventuelles de fruits à coque', 'soja et céréales contenant du gluten', ""* ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,2387,,573,,2387 kj(573 kcal),,38,,23,,50,,49,,"6,7",,"0,21",,"0,084",,,,,,,,,,,,,60 g,,"['Magasins U', 'Super U']",,['Lait'],,,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Max Havelaar', 'Transformé en France']",,,,,,,
848,Soupe 7 légumes L'Essentiel,3250392806842,,,,['France'],[],[],,,,,,,,,?,,26,,109 kj(26 kcal),,"0,2",,"0,1",,5,,"1,6",,"0,8",,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Pain à l'épeautre -  - 270g,3250392843212,A,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Pains de tradition française', 'Baguette de pain au levain']",['France'],"['Farine de BLE grand EPEAUTRE*', 'eau', 'farine de BLE petit EPEAUTRE*', 'sel', 'farine de BLE*', 'levure', "" poudre d'acérola*"", "" * Issus de l'agriculture biologique""]",[],1.3 g,en faible quantité,0.3 g,en faible quantité,1.9 g,en faible quantité,1.6 g,en quantité élevée,?,,261,+8%,1092 kj(261 kcal),+8%,"1,3",-4%,"0,3",+42%,"53,2",+11%,"1,9",-7%,"8,1",+8%,"1,6",+40%,"0,64",+40%,2,-31%,B,-31%,41.1%,30.4%,17.8%,9.5%,1.2%,0.0%,96,270 g,,,,['Gluten'],3,['Papier'],['Bio'],,,,,,,
850,Jus de pommes,5425036541542,,,,['France'],[],[],,,,,,,,,?,,10.5,,44 kj(10 kcal),,"0,5",,"0,5",,"11,5",,"10,5",,"0,38",,"0,001",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,SAUCISSES HENAFF BIO - 200g,3537580801569,,['Hénaff'],"['Viandes', 'Charcuteries', 'Saucisses']",['France'],"['Ingrédients pour 2 saucisses fraîches : - viande de porc bio local ', '93%', ' - sel de mer & poivre bio boyau naturel de porc']",[],19 g,en quantité modérée,6 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,1002,-6%,241,-5%,1002 kj(241 kcal),-6%,19,-9%,6,-24%,"0,6",-58%,"0,5",-34%,17,+13%,"1,5",-23%,"0,6",-23%,13,-26%,D,-26%,,,,,,,,200 g,,,,,,"['film plastique', 'Barquette']","['Bio', 'Bio européen', 'Viande Française', 'Sans gluten', 'AT-BIO-004', 'Viande Porcine Française', 'Sans colorants', 'Sans conservateurs', 'Produit en Bretagne', 'Sans nitrite de sodium']","['Bretagne', 'Pouldreuzic', 'Finistère']",,,,,,
852,Jambon supérieur avec couenne,2273693023948,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon avec couenne', 'Jambon cuit avec couenne', 'Jambon supérieur avec couenne']",['France'],[],[],7 g,en quantité modérée,3 g,en quantité modérée,0.8 g,en faible quantité,2.2 g,en quantité élevée,?,,151,+14%,632 kj(151 kcal),+16%,7,+46%,3,+63%,1,+49%,"0,8",+34%,21,-0%,"2,2",+18%,"0,88",+18%,12,+70%,D,+70%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,['Fabriqué en France'],,,"['FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)', 'EMB 14752B', 'Villers-Bocage (Calvados, France)']",,,,
853,4607054451831,4607054451831,,,['en:Graines de tournesol'],['France'],[],[],60.8 g,en quantité élevée,7.3 g,en quantité élevée,2.6 g,en faible quantité,0.83 g,en quantité modérée,?,,643,,2690 kj(643 kcal),,"60,8",,"7,3",,"2,6",,"2,6",,"21,4",,"0,83",,"0,332",,18,,D,,,,,,,,,,,,,,,,,,,,,,,
854,Délice de tomates cerises - Le Comptoir de Mathilde,3700961308708,,['Le Comptoir de Mathilde'],,['France'],[],[],,,,,,,,,?,,207,,866 kj(207 kcal),,17,,"2,4",,10,,"7,4",,"4,2",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Mini magdalenas,8414247001904,,,,['France'],[],[],,,,,,,,,?,,442,,1849 kj(442 kcal),,24,,"2,6",,"53,3",,"25,9",,"5,9",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Kremalefique - Krema,3664346314343,,['Krema'],,['France'],[],[],,,,,,,,,?,,406,,1699 kj(406 kcal),,"7,4",,"3,6",,83,,62,,"1,2",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,
857,"Légumes, Riz et Saumon - Bio Village",3564707158220,,['Bio Village'],,['France'],[],[],,,,,,,,,?,,67,,280 kj(67 kcal),,"2,2",,"0,8",,"8,2",,"1,7",,"2,9",,"0,05",,"0,02",,,,,,,,,,,,,,,['Leclerc'],,,,['Etui en carton'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,['FSC-C112571'],,,,
858,Ravioles à poêler - Saint-Jean - 300g,3266140061920,,['Saint-Jean'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioles']",['France'],"['Ravioles au fromage frais et au basilic 77% ', 'Pâte : farine de blé tendre', 'eau', 'œufs frais 3', '6%', 'huile de tournesol', ' Farce : fromage blanc frais 22%', 'fromage fondu {fromage', 'amidon transformé de pommes de terre', 'lactosérum', 'sel', 'arôme naturel}', 'basilic de Provence 5,8 %', 'flocon de pomme de terre {pommes de terre déshydratées', "" extrait d'épices}"", 'sel', 'beurre', 'eau', 'huile de tournesol', 'émulsifiant : gomme xanthane']",['Non végétalien'],8.6 g,en quantité modérée,4.2 g,en quantité modérée,1.6 g,en faible quantité,0.95 g,en quantité modérée,?,,210,-17%,879 kj(210 kcal),-18%,"8,6",-15%,"4,2",-31%,24,-17%,"1,6",-3%,"8,4",-24%,"0,95",-27%,"0,38",-27%,5,-60%,C,-60%,,,,,,,,300 g,,['Carrefour'],"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Œufs', 'Gluten', 'Lait']",4,['Sachet plastique'],,,,,,http://www.boutique-saint-jean.fr/ravioles.saintjean,,
859,Pâté de sanglier - 180g,3477620004164,,,,['France'],[],[],,,,,,,,,?,,292,,1222 kj(292 kcal),,25,,"8,56",,2,,0,,"15,2",,"1,8",,"0,72",,,,,,,,,,,,,180 g,,,,,,,,,,,,,,
860,Délical HP HC boisson,3551101429858,,['Delical'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Boisson protéinée', 'Boisson boisson concentré']",['France'],"['Eau', 'protéines de lait', 'sirop de glucose déshydraté', 'huiles végétales ', 'colza', 'tournesol', 'sucre', 'minéraux ', 'phosphate de potassium', 'phosphate dẹ magnėsium', 'pyrophosphate de fer', 'sulfate de zinc', 'sélénité de sodium', 'sulfate de manganèse', 'sulfate de cuivre', 'fluorure de sodium', 'chlorure de chrome', 'iodate de potassium', 'molybdate de sodium', 'colorant ', 'E150c', 'vitamines ', 'C', 'E', 'A', 'B5', 'PP', 'D3', 'B2', 'K1', 'B6', 'B1', 'B12', 'B9', 'H', 'arôme', 'émulsifiant ', 'E471', 'antioxydant ', 'E307']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",9.8 g,en quantité modérée,0.8 g,en faible quantité,6.3 g,en quantité modérée,0.1 g,en faible quantité,?,,226,+11%,946 kj(226 kcal),+20%,"9,8",+267%,"0,8",-6%,20,+197%,"6,3",+76%,"14,5",-47%,"0,1",-71%,"0,04",-71%,-2,-814%,A,-814%,,,,,,,,,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E307 - Alphatocophérol']",['Lait'],4,,['Sans lactose'],,,,,,,
861,Bebida de arroz,8480000239341,,,,['France'],[],[],,,,,,,,,?,,53,,222 kj(53 kcal),,1,,"0,1",,11,,"4,7",,"0,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,['FSC-C014047'],,,,
862,Cappy Pulpy Multifruit - Coca-Cola - 6x 250ml,5449000205773,,['Coca-Cola'],,"['France', 'Roumanie']",[],[],,,,,,,,,?,,41,,172 kj(41 kcal),,0,,0,,"9,8",,"9,8",,0,,"0,1",,"0,04",,,,,,,,,,,,,6 x 250 ml,,,,,,,,,,,,,,
863,Lovely cherry,20259990,,,,['France'],[],[],,,,,,,,,?,,430,,1799 kj(430 kcal),,19,,12,,"50,5",,"41,9",,3,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Brasse bio vanille,3442310000887,,,,['France'],[],[],,,,,,,,,?,,132,,552 kj(132 kcal),,"3,3",,"0,1",,"22,2",,"4,4",,"3,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
865,Confiture melons à l'orange,3760003789995,,,,['France'],[],[],,,,,,,,,?,,258,,1079 kj(258 kcal),,"0,2",,"0,2",,"63,6",,"62,1",,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
866,aquafresh,5054563061539,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Nems au crabe,3242278070614,,,,['France'],[],[],,,,,,,,,?,,207,,866 kj(207 kcal),,"8,8",,1,,24,,"4,4",,"6,5",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Frühstücks Variationen - Zentis - 200g,4002575333374,,['Zentis'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,243,,1017 kj(243 kcal),,"0,2",,"0,1",,58,,53,,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,200g,,,,,,,,,,,,,,
869,Sorbet pastèque bio,3770006482243,,,,['France'],[],[],,,,,,,,,?,,106,,444 kj(106 kcal),,"0,2",,"0,2",,"25,7",,"25,4",,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,,"['Bio', 'Sans colorants']",,,,,,,
870,Galletas rellenas de crema bañadas chocolate con leche de - El Corte Ingles - 6x 42g,8433329075503,,['El Corte Ingles'],,['France'],[],[],,,,,,,,,?,,111,,464 kj(111 kcal),,"5,9",,"3,4",,13,,9,,"1,1",,"0,11",,"0,044",,,,,,,,,,,,,6 x 42 g,,,,,,,,,,,,,,
871,Calabaza pelada troceada envasada al vacío,8414637230884,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés']","['France', 'Espagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,TEA TIME - 40g,5900396029287,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,40 g,,,,,,,,,,,,,,
873,Biscuits thé vert - Le Comptoir de Mathilde,3700961308838,,['Le Comptoir de Mathilde'],,['France'],[],[],,,,,,,,,?,,458,,1916 kj(458 kcal),,27,,18,,47,,11,,"6,1",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Albahaca - Ducros,3166296203147,,['Ducros'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
