,name,bar_code,quantity,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,manufacturing,nova_score,additives,allergens,markets,traceability_code,palm_ingredients,link,origin_detail,producer_info
37,NOIX DE CAJOU AU SHOYOU - Jean herve,3390390002591,,['Jean herve'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France', 'Nature et Progrès']",['France'],"['Noix de cajou du Vietnam*', 'Shoyou du Japon* ', 'soja*', 'blé*', 'sel', 'Aspergillus Oryzae', ""\r*issu de l'agriculture biologique""]",[],48.9 g,en quantité élevée,8.2 g,en quantité élevée,6.3 g,en quantité modérée,1 g,en quantité modérée,2557,+2%,617,+3%,2557 kj(617 kcal),+2%,"48,9",+6%,"8,2",-4%,"20,4",-20%,"6,3",-3%,"21,5",+15%,1,+59%,"0,4",+59%,6,-21%,C,-21%,D,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,3,,"['Gluten', 'Soja']",['Biocoop Caluire'],,,,,
38,Brioche au saucisson pistaché,3391380150322,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Saucissons briochés']",,['France'],[],[],25 g,en quantité élevée,9.7 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,?,,279,-11%,1167 kj(279 kcal),-8%,25,+32%,"9,7",+11%,"0,9",-96%,0,-100%,14,+4%,"1,9",+21%,"0,76",+21%,20,+14%,E,+14%,D,73.3%,15.3%,2.8%,2.3%,1.3%,5.0%,43,,,,,,,,,,,,,
39,Filets de Harengs à la moutarde à l'ancienne bio -,3391690000034,,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Harengs', 'Harengs en conserve']","['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],7.9 g,en quantité modérée,2.7 g,en quantité modérée,1.4 g,en faible quantité,1 g,en quantité modérée,?,,129,-35%,540 kj(129 kcal),-35%,"7,9",-45%,"2,7",-8%,"2,1",-15%,"1,4",-22%,13,-6%,1,-41%,"0,4",-41%,2,-73%,B,-73%,B,65.1%,0.0%,5.9%,25.1%,3.0%,0.8%,77,,,,,,,,['Biocoop Caluire'],"['FR 29.039.524 CE', 'Concarneau (Finistère, France)']",,,,
40,Crabe Tourteau - 130g,3391690001338,130 g,,,,['France'],[],[],,,,,,,,,?,,82,,343 kj(82 kcal),,"0,5",,"0,1",,"0,2",,0,,18,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
41,Rillettes De Thon Aux 3 Algues - Algoplus - 150g,3391690001369,150 g,['Algoplus'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']","['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],16.1 g,en quantité modérée,7.2 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,888,-7%,213,+0%,888 kj(213 kcal),-1%,"16,1",+2%,"7,2",+91%,6,+184%,1,+5%,"10,8",-29%,1,-4%,"0,4",-4%,13,+109%,D,+109%,C,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,['Biocoop Caluire'],"['FR 29.039.524 CE', 'Concarneau (Finistère, France)']",,,,
42,"Maxim's De Paris Mini Noisettes Tin, 40g",3391860004510,,['Maxim s de paris'],,['Pur beurre de cacao'],['France'],"['enrobage chocolat au lait 60% ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'poudre de lait écrémé lactose', 'émulsifiant : lécithine de soja', 'extrait de malt', 'arômes', ""agent d'enrobage : gomme arabique"", 'sirop de glucose', 'Fourrage: noisettes 40%', ' Cacao 30% min']",['Non végétalien'],,,,,,,,,?,,497,,2079 kj(497 kcal),,"25,1",,"14,1",,"56,8",,"24,7",,"10,9",,"2,175",,"0,87",,,,,,,,,,,,,,,,,,4,"['E322i - Lécithine', ""E414 - Gomme d'acacia""]","['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,
43,Perles de chocolat au lait - Maxim's - 50g,3391860004572,50 g,"[""Maxim's""]",,['Pur beurre de cacao'],['France'],"['sucre', 'beurre de cacao', 'lait entier en poudre', 'cacao', ""agents d'enrobage: shellac et gomme arabique"", 'émulsifiant: lécithine de soja', 'matière grasse laitière anhydre', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,566,,2368 kj(566 kcal),,36,,22,,54,,53,,"5,5",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,4,"['E904 - Gomme-laque', ""E414 - Gomme d'acacia"", 'E322i - Lécithine']","['Lait', 'Soja']",,,,,,
44,Perles de chocolat blanc et noir - Maxim's - 50g,3391860004589,50 g,"[""Maxim's""]",,,['France'],"['pcarlu-', 'anhydre', 'arômenaturei de vanille', ' Chocolat no!r : cacao 70"" - s troccs de gluten', 'graines de sésame', 'fruits a coque', 'oeuf', 'arachide butter', 'cocoa', 'whole milk powder', 'coating agents: ard ', 'Âoya ', 'ecithin', 'dehydrated milk fat', 'vanilla natural flavour', ' Dark chccc!ate: tonta:n traces of gluten', 'sesame seeds', 'shell nuts', 'egg', 'ground nut']",['Non végétalien'],,,,,,,,,?,,604,,2527 kj(604 kcal),,"45,4",,"28,3",,"40,9",,"39,5",,"5,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,"['Œufs', 'Fruits à coque', 'Graines de sésame']",,,,,,
45,Crème Caramel Au Beurre Salé - Angelina,3392070011015,,['Angelina'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel']",['Fabriqué en France'],['France'],"['sucre', 'creme fraîche ', 'lait', 'beurre 18% ', 'lait', ' sirop de glucose', 'sel de Guérande 0,5% fleur de sel de Guérande ', '0,1%', ' Peut contenir des traces de fruits à coque']",['Non végétalien'],27.7 g,en quantité élevée,19.5 g,en quantité élevée,48.3 g,en quantité élevée,54.3 g,en quantité élevée,?,,512,+22%,2142 kj(512 kcal),+22%,"27,7",+43%,"19,5",+64%,"64,2",+9%,"48,3",+2%,1,-45%,"54,325",+8835%,"21,73",+8835%,36,+46%,E,+46%,,,,,,,,,,,,,4,,['Lait'],,,,,,
46,Risotto a la truffe d'ete 2% -,3392070016539,,,,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,191,,799 kj(191 kcal),,15,,7,,11,,"1,4",,"3,1",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,"['FR 41.106.001 CE', 'Lamotte-Beuvron (Loir-et-Cher, France)']",,,,
47,Sablés coeur de framboise - 170g,3392360001184,170 g,,,,['France'],[],[],,,,,,,,,?,,494,,2067 kj(494 kcal),,22,,15,,67,,33,,"5,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
48,4 Pains au Chocolat - Croustipate,3392590203716,,['Croustipate'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",,"['France', 'Monaco']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,,"['Sachet', 'Plastique']",,,,,,,,,,,
49,Stollen Pate d'amande - Clair De Lorraine - 750g,3393190008633,750 g,['Clair De Lorraine'],,,['France'],"['farine de blé', 'raisins secs 23%', 'graisse de palme', 'sucre', 'eau', 'amandes 4%', 'levure', 'dextrose', ""écorce d'orange confite 1,5% "", 'sirop de glucose et fructose', ""d'orange"", 'acidifiant: acide citrique', 'écorce de citron confite 1,5% ', 'sirop de glucose et fructose', 'écorce de citron', 'écorce de cédrat', 'acidifiant: acide citrique', ',huile de colza', 'humectant: sorbitol', ' sirop de sucre inverti', 'sel', 'arôme naturel', 'noisettes poudre de lait entier', ""émulsifiant: mono - et diglycérides d'acides gras alimentaires"", ' amidon épaississant: gomme guar', "" poudre d'oeuf entier"", ' Peut contenir des traces de soja']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,394,,1648 kj(394 kcal),,17,,"8,1",,54,,29,,"4,9",,"0,625",,"0,25",,,,,,,,,,,,,,,,,,4,"['E330 - Acide citrique', 'E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar']","['Gluten', 'Fruits à coque']",,,['Huile de palme'],,,
50,Dragee de verdun - 180g,3393190008664,180 g,,,,['France'],[],[],,,,,,,,,?,,511,,2138 kj(511 kcal),,"26,6",,"2,58",,57,,57,,"8,2",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
51,"Flétan noir fumé - Corrue & Deseille - 0,200kg",3394270004477,"0,200 kg","['Corrue & Deseille', 'Salaisons Maritimes']","['Produits de la mer', 'Poissons', 'Poissons fumés', 'Flétan', 'Flétan fumé']","['Sans additifs', 'Sans conservateurs']",['France'],"['Flétan Noir ', 'Reinhardtius hippoglossoides pêché en Atlantique Nord-Est', 'sel']",[],17.3 g,en quantité modérée,4.15 g,en quantité modérée,0 g,en faible quantité,3.7 g,en quantité élevée,?,,221,+21%,925 kj(221 kcal),+21%,"17,3",+30%,"4,15",+57%,0,-100%,0,-100%,"16,4",+7%,"3,7",+40%,"1,48",+40%,16,+30%,D,+30%,,,,,,,,,,"['Plastique', 'Sous-vide']","['Atlantique Nord-Est', 'Mer de Norvège']","['Nord Pas-de-Calais', 'France']",,,,['Cora'],"['FR 62.160.109 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",,,,
52,Sauce tomate basilic,3394561206146,,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates au basilic']",,['France'],[],[],2.7 g,en faible quantité,0.3 g,en faible quantité,7.5 g,en quantité modérée,1 g,en quantité modérée,?,,80,+23%,335 kj(80 kcal),+26%,"2,7",-10%,"0,3",-31%,"11,9",+94%,"7,5",+51%,"2,1",+33%,1,+17%,"0,4",+17%,4,+1632%,C,+1632%,B,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,,,,,,,
53,L'onctueuse Sauce au Citron - Le Grand Lejon,3394610000305,,['Le Grand Lejon'],,,['France'],[],[],,,,,,,,,?,,231,,967 kj(231 kcal),,23,,15,,"3,2",,"0,5",,"2,3",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
54,Camembert au chocolat - Mercier - 200g,3395250003459,200 g,['Mercier'],,,['France'],"['sucre', 'AMANDES', ""NOISE'ITFS"", 'de cacao', 'feuilletine ', 'sucre', 'fmne de blé', ' ', 'GLUTEN', 'matière grasse laitière anhydre ', 'LAH', 'sucre du LAIT', 'protéines de LAIT', 'sel', 'extrait de malt ', 'orge', ' ', 'GLUTEN', 'poudre à lever: L500ii', 'poudre de LAIT entier', 'pate de cacao', ""'lécithine de SOJA"", 'arôme naturel de vanille', ' Enrobage noir 6596 oaue et sésame-']",['Non végétalien'],,,,,,,,,?,,559,,2339 kj(559 kcal),,"36,1",,"7,4",,"47,8",,"26,4",,0,,0,,0,,,,,,,,,,,,,,,,,,4,['E322i - Lécithine'],"['Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']",['Magasins U'],,,,,
55,Biscuits assortiment Mercier,3395250003503,,,,,['France'],[],[],,,,,,,,,?,,391,,1636 kj(391 kcal),,"17,9",,"11,5",,"50,7",,"26,1",,"6,6",,0,,0,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,
56,Étoiles de Noël - Jules O'fourneaux - 150g,3395250209912,150 g,"[""Jules O'fourneaux"", 'Mercier', 'Maison Mercier']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Aliments et boissons de Noël', 'Bonbons de chocolat', 'Chocolats', 'Chocolats de Noël']",['Pur beurre de cacao'],['France'],"['[Sucre', 'AMANDES', 'NOISETTES', 'beurre de cacao', 'pâte de cacao', 'poudre de LAIT entier', 'émulsifiant: lecithine de SOJA', 'huile AMANDE', 'arôme naturel de vanille']",['Non végétalien'],31.3 g,en quantité élevée,7.7 g,en quantité élevée,48 g,en quantité élevée,0 g,en faible quantité,?,,525,-3%,2197 kj(525 kcal),-3%,"31,3",-1%,"7,7",-61%,"52,9",-6%,48,-11%,"8,5",+31%,0,-100%,0,-100%,23,-12%,E,-12%,,,,,,,,,,"['Sachet', 'Papier']",,,4,['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']",,,,,,
57,Valrhona - Les Coffret Degustation Grands Crus - Decouverte,3395320066865,,['Valrhona'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Assortiments de chocolats']",,['France'],"['Fèves de cacao', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'lait écrémé en poudre', 'émulsifiant ', 'lécithine de soja', 'extrait naturel de vanille', 'arome naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",40 g,en quantité élevée,24 g,en quantité élevée,35 g,en quantité élevée,0.07 g,en faible quantité,?,,570,+3%,2385 kj(570 kcal),+3%,40,+10%,24,+14%,41,-11%,35,-16%,"7,8",+9%,"0,07",-48%,"0,028",-48%,24,-2%,E,-2%,,,,,,,,,,,,,4,['E322i - Lécithine'],['Soja'],,,,,,
58,Caraïbe - Valrhona - 20g,3395320066902,20 g,['Valrhona'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs extra fin']",['Pur beurre de cacao'],['France'],"['Fèves de beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'extrait naturel de vanille', ' Lait ', 'Fabriqué dons un atelier qui utilise du lait']",['Non végétalien'],40 g,en quantité élevée,24 g,en quantité élevée,35 g,en quantité élevée,0.04 g,en faible quantité,?,,572,+3%,2393 kj(572 kcal),+4%,40,+3%,24,+3%,40,+3%,35,+5%,"8,2",+7%,"0,04",+2%,"0,016",+2%,24,+11%,E,+11%,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Papier'],,,4,['E322i - Lécithine'],"['Gluten', 'Lait', 'Soja']",,,,,,
59,Chocolat De Couverture Blond 32% En Fève Dulcey - Valrhona - 2500g,3395328106785,2500 g,['Valrhona'],,,['France'],[],[],,,,,,,,,?,,602,,2519 kj(602 kcal),,44,,27,,44,,43,,"7,8",,"0,53",,"0,212",,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,
60,Eclat Andoa noire 70% - Valrhona,3395328129548,,['Valrhona'],,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Max Havelaar']",['France'],[],[],,,,,,,,,?,,568,,2377 kj(568 kcal),,40,,24,,39,,30,,"0,1",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,
61,Valrhona - Amandes & Noisettes - Chocolat Gianduja - 250g,3395328144190,250 g,['Valrhona'],,,['France'],[],[],,,,,,,,,?,,619,,2590 kj(619 kcal),,48,,13,,32,,30,,12,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
62,Fizzy Rolls - 110g,3395502324967,110 g,['Fizzy'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,['France'],"['dextrose', 'maltodextrine', 'acidifiant : E296', 'émulsifiant : E470b', 'colorants E100-E120-E141', 'arômes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",1 g,en faible quantité,0.9 g,en faible quantité,96 g,en quantité élevée,0 g,en faible quantité,?,,397,-5%,1661 kj(397 kcal),-6%,1,-93%,"0,9",-86%,97,+46%,96,+94%,0,-100%,0,-100%,0,-100%,14,-23%,D,-23%,,,,,,,,,Confiserie dextrose,['Plastique'],['France'],,4,"['E296 - Acide malique', ""E470b - Sels de magnésium d'acides gras"", 'E100 - Curcumine', 'E120 - Acide carminique', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines']",,['Auchan'],,,,,
63,Sucre barbe a papa - Fizzy - 750g,3395502623534,750 g,['Fizzy'],"['Édulcorants', 'Sucres', 'Sucres pour barbes à papa']",,['France'],"['su ', '99%', ' vanilla flavourin ', 'acidi re / VONKAT?NÉN GARDEN - vanille-aroma', ': Vanillearoma', 'Sàuerunqsmittel : Zitronensaure', ' / IT - PREPARAZIONE ZUCCHERO -']",[],0.5 g,en faible quantité,0.5 g,en faible quantité,99.3 g,en quantité élevée,0 g,en faible quantité,?,,399,-0%,1669 kj(399 kcal),-1%,"0,5",+45%,"0,5",+793%,"99,6",+0%,"99,3",+2%,"0,5",+169%,0,-100%,0,-100%,14,-2%,D,-2%,B,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,,,,,
64,Twisty pop,3395502881064,,,,,['France'],[],[],,,,,,,,,?,,380,,1590 kj(380 kcal),,0,,0,,95,,90,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Jelly Burger,3395503032281,,,,,['France'],[],[],,,,,,,,,?,,333,,1393 kj(333 kcal),,0,,0,,"76,6",,"65,9",,"6,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Chips de pommes de terre Herbes de Provence - La Croquante - 125g,3396110700402,125g,['La Croquante'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', ""Chips de pommes de terre à l'huile de tournesol""]","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],36.5 g,en quantité élevée,3.2 g,en quantité modérée,0.4 g,en faible quantité,1.1 g,en quantité modérée,?,,566,+7%,2368 kj(566 kcal),+7%,"36,5",+14%,"3,2",+9%,50,-3%,"0,4",-83%,5,-18%,"1,1",-23%,"0,44",-23%,14,+23%,D,+23%,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,['Biocoop Caluire'],,,,,
67,Lentilles Vertes - Bonneterre,3396410031534,,['Bonneterre'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,333,,1393 kj(333 kcal),,"1,7",,"0,2",,50,,1,,24,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Chorizo En Tranches - Bonneterre,3396410047450,,['Bonneterre'],"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']","['Bio', 'Bio européen', 'ES-ECO-016-CL']",['France'],"[""GRAS PORC'""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",35 g,en quantité élevée,13.5 g,en quantité élevée,1 g,en faible quantité,3.45 g,en quantité élevée,?,,467,+15%,1954 kj(467 kcal),+14%,35,+3%,"13,5",+5%,2,-32%,1,-44%,36,+57%,"3,45",-8%,"1,38",-8%,25,+5%,E,+5%,D,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,,,,3,,,,,,,,
69,LUMACHE BLANCHES - Bonneterre,3396410052362,,['Bonneterre'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],"['Bonneterre Lumache @ Pâtes Alimentaires à la Semoule de Blé Dur Contient du gluten', ' Distribution certifiée par FR-BIO-OI Oyoedingsdeegwaren met Harde Tarwegriesmeel Bevat gluten', "" /Vqus invitcms les perscmncs allcryiqttcs scytlhait,ultvllcç d'itifrmtatiats à"", ' ccntacter']",[],,,,,,,,,?,,353,,1477 kj(353 kcal),,"1,2",,"0,2",,72,,"2,5",,12,,0,,0,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,,
70,Vinagre de cidre Evernat 1 litre,3396410114343,,['Evernat'],,['Bio'],['France'],"[""Vinaigre de cidrepoteunfré AGRICULTURE BIOLOGIQUE Nous invitons les personnes souhaitant plus d'informations à contacter notre bervice Consommateurs au egré d'acidité : 5%"", ' fond Un dépôt naturel peut se former ail de la bouteille', "" Celui-ci n'altère en rien 13 qualité gustative du vinaigre litre""]",[],,,,,,,,,?,,1,,4 kj(1 kcal),,"0,1",,"0,1",,1,,1,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Epicerie / Boissons Et Vins / Jus Et Nectar De Fruits Bio - Bonneterre,3396411216800,,['Bonneterre'],['Boissons'],"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],['jus de Myrtille'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.6 g,en faible quantité,0.1 g,en faible quantité,7 g,en quantité élevée,0 g,en faible quantité,?,,37,-34%,155 kj(37 kcal),-36%,"0,6",+73%,"0,1",-15%,"7,2",-36%,7,-26%,"0,6",+21%,0,-100%,0,-100%,1,-87%,B,-87%,,,,,,,,,,,,,1,,,,,,,,
72,"Barres De Céréales, Fruits mangue - Evernat",3396411217913,,['Evernat'],,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],"[""Barre fruits secs tedients: Fruits secs* 62% amidgn de 4e tere*• Ene 'e Matières g uc' es - dont sccres "", '18', '70', '03', ' Fibresalime dans un endroit fraà et Proteires']",[],,,,,,,,,?,,423,,1770 kj(423 kcal),,20,,"2,5",,49,,44,,"8,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
73,Maison Francis Miot - 220g,3396748500610,220 g,['Francis Miot'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,['France'],"['Framboise 60 %', 'sucre de canne 39%', 'jus de citron concentré', 'gélifiant : pectine ', 'issue de fruits']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,42 g,en quantité élevée,0 g,en faible quantité,?,,187,-17%,782 kj(187 kcal),-17%,"0,5",+85%,"0,1",+116%,42,-21%,42,-18%,"0,9",+33%,0,-100%,0,-100%,10,+13%,C,+13%,C,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,4,['E440 - Pectines'],,,,,,,
74,Mangues séchées - L'aliment Sain - 100g,3398240087620,100 g,"[""L'aliment Sain""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mangues séchées']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,94,-72%,393 kj(94 kcal),-72%,0,-100%,0,-100%,"0,6",-99%,0,-100%,5,+165%,0,-100%,0,-100%,-7,-205%,A,-205%,,,,,,,,,,,,,,,,,,,,,
75,Raisins Thomson - L'aliment sain - 250g,3398240119604,250 g,"[""L'aliment sain""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,,,?,,299,-5%,1251 kj(299 kcal),-5%,0,-100%,0,-100%,79,+9%,59,-6%,3,+6%,,,,,,,,,C,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,"['Sachet', 'Plastique']",,,,,,,,,,,
76,Olive poivrons & herbes de Provence - Père Olive - 150g,3399130018571,150 g,['Père Olive'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",['Point Vert'],['France'],"['Olives vertes dénoyautées ', 'Grèce', ' 90', '3%', 'huile de tournesol', 'poivrons 2', '4%', 'vinaigre', 'herbes de Provence 0', '3%', 'sel', 'sucre', ' Peut contenir des noyaux']","['Sans huile de palme', 'Végétalien', 'Végétarien']",19 g,en quantité modérée,3.2 g,en quantité modérée,2.5 g,en faible quantité,1.9 g,en quantité élevée,733,+11%,185,+15%,733 kj(185 kcal),+10%,19,+20%,"3,2",+27%,"3,9",+183%,"2,5",+1237%,"1,1",+2%,"1,9",-43%,"0,76",-43%,5,-57%,C,-57%,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,Olives dénoyautées aux herbes de Provence,"['Plastique', 'Frais']",['Grèce'],,3,,,,,,,,
