,name,bar_code,eco_score,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,traceability_code,packaging,ingredients_origins,additives,allergens,nova_score,generic_name,manufacturing,link,palm_ingredients
76,"Etuvée De Lentilles Du Puy Jambonneau, Saucisses Confites - Vidal",3700233313102,,['Vidal'],,,['France'],[],[],,,,,,,,,?,,119,,498 kj(119 kcal),,"7,9",,"2,7",,"3,1",,"0,6",,"8,8",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,
77,"Délice De Luberon, Harissa, 90g",3498976120759,C,,"['Epicerie', 'Sauces', 'Harissas']",,['France'],[],[],19 g,en quantité modérée,3 g,en quantité modérée,0.2 g,en faible quantité,3.1 g,en quantité élevée,?,,222,+109%,929 kj(222 kcal),+108%,19,+332%,3,+385%,"7,1",-22%,"0,2",-95%,"2,6",+3%,"3,1",-16%,"1,24",-16%,14,+65%,D,+65%,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,"['Point Vert', 'Sans conservateurs']",,,,,,,,,,
78,Saumon fumé Ecosse - 200g,5060374370487,E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'en:smoked-salmons-from-scotland']",,['France'],[],[],11 g,en quantité modérée,2.1 g,en quantité modérée,0 g,en faible quantité,2.8 g,en quantité élevée,?,,190,+6%,795 kj(190 kcal),+5%,11,+12%,"2,1",+6%,"0,4",-26%,0,-100%,"22,3",+2%,"2,8",-1%,"1,12",-1%,14,+6%,D,+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,200 g,,,,,,,,,,,
79,Farine t110,3760184320062,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Carcadet Provence,3259920079154,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Feed Sport banane,3665069003088,,,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"14,1",,"1,3",,"34,6",,"3,8",,"29,5",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,
82,Poulet,2251945073606,,,,,['France'],[],[],,,,,,,,,?,,108,,452 kj(108 kcal),,"0,8",,"0,24",,"0,5",,"0,5",,25,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
83,Compagnie,3325331003016,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Faux-filet - Charal,0292452033587,,['Charal'],,,['France'],[],[],,,,,,,,,?,,148,,619 kj(148 kcal),,"6,7",,"1,7",,0,,0,,22,,"0,16",,"0,064",,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,
85,Crevettes,0200839043623,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Les eclairs - Délifrance,3291810010526,,['Délifrance'],,,['France'],[],[],,,,,,,,,?,,221,,925 kj(221 kcal),,"8,3",,"4,4",,"31,9",,"20,9",,"4,3",,"0,28",,"0,112",,,,,,,,,,,,,,,,,,,,,,,,
87,Bohémienne comtadine,3443545870207,,,,,['France'],[],[],,,,,,,,,?,,239,,1000 kj(239 kcal),,"3,26",,"0,38",,"6,08",,"3,72",,"0,88",,"0,525",,"0,21",,,,,,,,,,,,,,,,,,,,,,,,
88,Elie freslon,2284384043954,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
89,Cake à la noix de coco,3423990001630,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Dinde,2227489040930,D,,"['Viandes', 'Volailles', 'Dindes']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
91,Saucisse blanche pochée,0201532024018,,,,,['France'],[],[],,,,,,,,,?,,329,,1377 kj(329 kcal),,32,,"11,4",,"2,4",,"0,7",,"9,4",,"2,6",,"1,04",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,
92,Noix du Périgord,3700350906003,,,,,['France'],[],[],,,,,,,,,?,,698,,2920 kj(698 kcal),,64,,6,,11,,3,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Seitan gourmet - Lima,2550208002521,,['Lima'],,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'BE-BIO-01', 'Agriculture UE/Non UE', 'IT-BIO-009']",,,,,,,,,,
94,2 filets poulet,2694722028992,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Protein bar salty peanut caramel,5999860634386,,,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"11,8",,"6,2",,30,,"2,96",,"35,3",,"0,43",,"0,172",,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,
96,Pain nordique,0202669015740,,,,,['France'],[],[],,,,,,,,,?,,338,,1414 kj(338 kcal),,"4,5",,"0,6",,58,,"1,9",,14,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
97,Comte AOP 24 M D Affinage mini,2093542032606,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
98,Co-op® sandwich baguettes,5060384860312,,,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,coca cola,4902102131667,,,,,['France'],[],[],,,,,,,,,?,,42,,176 kj(42 kcal),,0,,0,,"10,6",,"10,6",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
100,Flageolets - Lunor,3227290000375,,['Lunor'],,,['France'],[],[],,,,,,,,,?,,303,,1268 kj(303 kcal),,"1,9",,"0,3",,39,,"2,4",,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Sausage beans slices - Asda,5054781163725,,['Asda'],,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Damla Sakizi Yagli Macun,5204057002023,,,,,['France'],[],[],,,,,,,,,?,,344,,1439 kj(344 kcal),,0,,0,,"85,9",,"67,5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Foie gras de canard entier des Landes - Lafitte,3410841118357,B,['Lafitte'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,['France'],[],[],53 g,en quantité élevée,22 g,en quantité élevée,1.9 g,en faible quantité,1.3 g,en quantité modérée,?,,519,-2%,2171 kj(519 kcal),-2%,53,-2%,22,-5%,"2,9",+22%,"1,9",+44%,"8,5",+13%,"1,3",+8%,"0,52",+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,
104,Petit œufs en chocolat,3700840120346,,,,,['France'],[],[],,,,,,,,,?,,550,,2301 kj(550 kcal),,"34,8",,"13,5",,"47,8",,"45,8",,"8,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Spread,5707644351493,,,,,['France'],[],[],,,,,,,,,?,,552,,2310 kj(552 kcal),,33,,"0,6",,52,,37,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Filets de poulets - Maître Coq,0215779028937,D,['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,?,,148,+13%,619 kj(148 kcal),+14%,"5,8",+101%,"1,4",+88%,0,-100%,0,-100%,24,+5%,"1,4",+87%,"0,56",+87%,3,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,"['Barquette', 'Film en plastique']",,,,,,,,
107,Couscous complet - 1kg,9360879916439,,,,,['France'],[],[],,,,,,,,,?,,344,,1439 kj(344 kcal),,2,,"0,5",,64,,2,,13,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,
108,Scotch eggs - Asda,5052449194005,,['Asda'],,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Mini savour eggs - Asda,5054781103349,,['Asda'],,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Duo Royal aux 3 poivres,2147755009662,,,,,['France'],[],[],,,,,,,,,?,,296,,1238 kj(296 kcal),,24,,17,,1,,"0,7",,19,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,
111,Olives lucques en saumure,2609833026768,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Bûche chèvre soignon,2201238012737,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Saucisson,0269977074654,,,"['Viandes', 'Charcuteries', 'Saucissons']",,['France'],[],[],24.8 g,en quantité élevée,9.8 g,en quantité élevée,2.2 g,en faible quantité,5.31 g,en quantité élevée,?,,342,-11%,1431 kj(342 kcal),-12%,"24,8",-19%,"9,8",-18%,"2,3",+6%,"2,2",+65%,"27,3",+8%,"5,31",+26%,"2,124",+26%,23,-2%,E,-2%,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,
114,Huile De Foie Morue,3760192465151,B,,"['Matières grasses', 'Matières grasses animales', 'Huiles de poissons', 'Huiles de foie de cabillaud']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,43.8%,28.4%,11.3%,10.5%,6.0%,0.0%,92,,,,,,,,,,,,
115,Teriyaki chicken stir-fry sauce - Passage Foods,9334279001675,,['Passage Foods'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces Teriyaki']",['Woolworths'],"['Australie', 'France', 'Royaume-Uni']",[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,['packet(s)'],,,,,,,,
116,Roti poulet Bio,0206237019703,D,,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",,['France'],[],[],1.8 g,en faible quantité,0.5 g,en faible quantité,1 g,en faible quantité,1.4 g,en quantité modérée,?,,108,-35%,452 kj(108 kcal),-35%,"1,8",-78%,"0,5",-78%,1,+54%,1,+186%,22,-1%,"1,4",+18%,"0,56",+18%,2,-57%,B,-57%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Bio', 'Agriculture UE', 'Nutriscore', 'Nutriscore B']","['FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",['Film en plastique'],,,,,,,,
117,Mousse de foie,2262797009583,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de foies']",,['France'],[],[],32 g,en quantité élevée,11 g,en quantité élevée,1.3 g,en faible quantité,1.7 g,en quantité élevée,?,,336,+2%,1406 kj(336 kcal),+1%,32,+4%,11,-4%,"1,9",-33%,"1,3",-17%,10,-4%,"1,7",+8%,"0,68",+8%,21,+8%,E,+8%,,,,,,,,,,,,,,,,,,,
118,Les petites recoltes,3211209975953,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Cheese burger - Cora,3257986784555,,['Cora'],,,['France'],[],[],,,,,,,,,?,,253,,1059 kj(253 kcal),,11,,5,,25,,"3,9",,"12,4",,"1,34",,"0,536",,,,,,,,,,,,,,,,,,,,,,,,
120,Oeufs fourrés praliné fondant,3647700000007,,,,,['France'],[],[],,,,,,,,,?,,565,,2364 kj(565 kcal),,37,,16,,49,,48,,"7,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
121,Petites crepzs bio nature,0206243009279,,,,,['France'],[],[],,,,,,,,,?,,280,,1172 kj(280 kcal),,14,,"1,5",,30,,14,,"6,8",,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
122,White star,6001707771112,,,,,['France'],[],[],,,,,,,,,?,,1480,,6192 kj(1480 kcal),,"1,3",,0,,"74,2",,0,,"8,6",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
123,Chamallows Choco - Haribo,3103220053058,,['Haribo'],,,['France'],[],[],,,,,,,,,?,,423,,1770 kj(423 kcal),,16,,"9,6",,64,,55,,"5,6",,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,
124,Skumkaniner marshmallow rabbits,0200030228416,,,,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,9,,"5,5",,66,,59,,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Peri-Peri Marinade Medium,6003770008799,,,,,['France'],[],[],,,,,,,,,?,,82,,343 kj(82 kcal),,"4,2",,"0,4",,"8,1",,"7,9",,"1,4",,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,
126,Le Dessert Végétal Coco,3431590014806,,,,,['France'],[],[],,,,,,,,,?,,144,,602 kj(144 kcal),,10,,10,,12,,"8,8",,"0,8",,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans lactose']",,,,,,,,,,
127,Miel de Savoie,3263628048060,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Friture Chocolat lait,3364474463820,,,,,['France'],[],[],,,,,,,,,?,,583,,2439 kj(583 kcal),,40,,24,,48,,48,,"5,3",,"0,2",,"0,08",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,
129,Oeuf nougat chocolat,3364471407803,,,,,['France'],[],[],,,,,,,,,?,,456,,1908 kj(456 kcal),,"20,3",,"4,89",,"56,7",,"50,2",,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Seitenbacher,4008391086739,,['Seitenbacher'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Cookies and Cream Bar,5056142602218,,,,,['France'],[],[],,,,,,,,,?,,197,,824 kj(197 kcal),,10,,6,,19,,"2,3",,10,,"0,28",,"0,112",,,,,,,,,,,,,,,,,,,,,,,,
132,Pavé de saumon fumé à la ficelle,00005869,E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons fumés à la ficelle']",,['France'],[],[],17 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,2.5 g,en quantité élevée,?,,253,+37%,1059 kj(253 kcal),+37%,17,+62%,"2,6",+26%,"0,5",+1%,0,-100%,23,+4%,"2,5",-11%,1,-11%,15,+15%,D,+15%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,
133,Tomate cerise olivette bio,8437012304802,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
134,Piramide Te Verde Jazmin Bio 15 Uds Herbes - Artemis - 30g,8428201310919,,['Artemis'],,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,30 g,['Bio'],,,,,,,,,,
135,Poule chocolat noir - La Maison Du Chocolat,3700840178699,,['La Maison Du Chocolat'],,,['France'],[],[],,,,,,,,,?,,553,,2314 kj(553 kcal),,"35,8",,"17,8",,"46,3",,"43,8",,"6,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Collation croquante au fromage soufflé - 20g,5060505820287,,,,,['France'],[],[],,,,,,,,,?,,593,,2481 kj(593 kcal),,47,,33,,0,,0,,40,,"1,2",,"0,48",,,,,,,,,,,,,20 g,,,,,,,,,,,
137,Abricots secs,3068230314110,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,28 g,en quantité élevée,0 g,en faible quantité,?,,170,-35%,711 kj(170 kcal),-35%,0,-100%,0,-100%,34,-41%,28,-38%,3,-3%,0,-100%,0,-100%,2,-42%,B,-42%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,['Sans sucre ajouté'],,,,,,,,,,
138,2709392004600,2709392004600,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Amande décortiquée,3266055560006,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,['France'],[],[],50 g,en quantité élevée,3.8 g,en quantité modérée,4.3 g,en faible quantité,,,?,,595,-5%,2489 kj(595 kcal),-5%,50,-3%,"3,8",-5%,22,+68%,"4,3",+10%,21,-6%,,,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,['Bio'],,,,,,,,,,
140,Chinchons de canard,3309064105254,,,,,['France'],[],[],,,,,,,,,?,,280,,1172 kj(280 kcal),,"22,6",,"6,8",,"0,1",,"0,1",,"19,2",,"0,69",,"0,276",,,,,,,,,,,,,,,,,,,,,,,,
141,Confit de figues - Bornibus,3592860018723,,['Bornibus'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Nigelle,3396400001943,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,The vert beautea queen bio,3760296800087,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
144,Sauce vinaigrette au vinaigre balsamique de modène - Kania,20679606,D,['Kania'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,['France'],[],[],50 g,en quantité élevée,4.2 g,en quantité modérée,2.5 g,en faible quantité,2 g,en quantité élevée,?,,464,+28%,1941 kj(464 kcal),+29%,50,+36%,"4,2",+11%,"2,8",-41%,"2,5",-24%,"0,7",+19%,2,+4%,"0,8",+4%,17,+14%,D,+14%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,['Bouteille en plastique'],,,,,,,,
145,Sirop avec miel -,4260161972899,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Rillettes du mans - Bahier - 1kg,3180050001251,D,['Bahier'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes françaises', 'Rillettes de viande rouge', 'Rillettes de la Sarthe', 'Rillettes de porc', 'Rillettes du Mans']",,['France'],[],[],40 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,,422,+5%,1766 kj(422 kcal),+6%,40,+7%,15,+5%,"0,5",+37%,"0,5",+79%,15,-5%,"1,3",+4%,"0,52",+4%,20,+3%,E,+3%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,1 kg,"['Viande Française', 'Viande Porcine Française']","['EMB 72331A', 'Sceaux-sur-Huisne (Sarthe, France)', 'FR 72.331.001 CE', 'Sceaux-sur-Huisne (Sarthe, France)']",,,,,,,,,
147,Slim tea,8718774024734,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Nigelle entière - Samia - 100g,3276650135639,,"['Samia', 'Haudecoeur']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,
149,Saucisse seche artisanale,2452591041135,,,,,['France'],[],[],,,,,,,,,?,,396,,1657 kj(396 kcal),,28,,11,,"4,5",,"1,3",,31,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,
150,Strawberry flavour,8410031965032,,,,,['France'],[],[],,,,,,,,,?,,388,,1623 kj(388 kcal),,0,,0,,96,,83,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Caviar propo 1 - Les Créations,3250392918095,,['Les Créations'],,,['France'],[],[],,,,,,,,,?,,260,,1088 kj(260 kcal),,16,,"3,4",,"1,4",,"0,7",,26,,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,
152,Complément alimentaire MERT FORT,3760099171131,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Jambon supérieur,2855923047759,,,,,['France'],[],[],,,,,,,,,?,,186,,778 kj(186 kcal),,"12,3",,"4,9",,"0,7",,"0,7",,18,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,
154,Ass.Mini Vennois.B.Fin U x9 - Super U,,,['Super U'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Préparation de poulet andalouse - 1kg,5414268991232,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,1 kg,,,,,,,,,,,
156,Les P'tites Madeleines - La Trinitaine,3260260103331,B,['La Trinitaine'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,['France'],[],[],22 g,en quantité élevée,2 g,en quantité modérée,29 g,en quantité élevée,0.79 g,en quantité modérée,?,,444,+1%,1858 kj(444 kcal),+1%,22,-4%,2,-71%,55,+4%,29,+5%,"5,7",+0%,"0,79",-2%,"0,316",-2%,15,-18%,D,-18%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,
157,Espresso Pads - 20pieces,23230514,,,['Boissons'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,20pieces,,,,,,,,,,,
158,Comte AOP 16 mois minimum,0210841043825,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
159,Passata de tomate,3520832130159,,,,,['France'],[],[],,,,,,,,,?,,28,,117 kj(28 kcal),,"0,5",,0,,"4,8",,0,,"1,2",,0,,0,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-007']",,,,,,,,,,
160,Oeuf entier liquide pasteurisé,3474240087843,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0204128014769,0204128014769,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,
162,Filet mignon fumé nature,2224507027096,,,,,['France'],[],[],,,,,,,,,?,,121,,506 kj(121 kcal),,"1,7",,"0,7",,"0,7",,"0,7",,26,,"2,3",,"0,92",,,,,,,,,,,,,,,"['FR 41.059.001 CE', 'Contres (Loir-et-Cher, France)']",,,,,,,,,
163,Quadripan curcuma biologici,8002234600089,,,,,['France'],[],[],,,,,,,,,?,,435,,1820 kj(435 kcal),,12,,"2,1",,67,,"3,2",,12,,2,,"0,8",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-006', 'IT-BIO-014']",,,,,,,,,,
164,Pommes de terre rôties,9000000014796,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Olives vertes ail basilic,3770003677635,,,,,['France'],[],[],,,,,,,,,?,,133,,556 kj(133 kcal),,"14,82",,0,,"2,2",,"0,29",,"1,13",,"3,6",,"1,44",,,,,,,,,,,,,,['Bio'],,,,,,,,,,
166,Spaghettis - Maltagliati - 500g,8008845052071,,['Maltagliati'],,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,"1,4",,"0,4",,"73,2",,"1,7",,"12,2",,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,
167,Poivron Tricolor,8718029604933,,,,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,0,,0,,2,,2,,1,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
168,Escalopes milanaise de poulet et fromage frais,2424536030177,,,"['Viandes', 'Volailles']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,La dinde nourrie aux graines de lin,0215092008401,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,"1,8",,"0,5",,0,,0,,24,,"0,11",,"0,044",,,,,,,,,,,,,,"['Nutriscore', 'Bleu Blanc Cœur']","['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,,,,,
170,Victoria Poires Au Sirop Léger Demi Fruit,8000483151802,,,,,['France'],[],[],,,,,,,,,?,,62,,259 kj(62 kcal),,"0,2",,0,,14,,"13,5",,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
