,name,bar_code,quantity,packaging,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,categories,palm_ingredients,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,ingredients_origins,manufacturing,traceability_code,link,brand_owner
1163,Sauce au Piment fort - Fuchs - 100ml,4027900411220,100 ml,"['Flacon', 'Verre']",['Fuchs'],['France'],"['Vinaigre de vin', 'piment Jalapeño', 'sel', 'arôme', 'épaississant : gomme de xanthane', 'antioxydant naturel : extrait de romarin']","['E415 - Gomme xanthane', 'E392 - Extrait de romarin']",,[],4,205,48,205 kj(48 kcal),"0,6","0,1","4,2","3,8","1,2","21,2","8,48",,,"['Epicerie', 'Sauces', 'Sauces pimentées']",,0.6 g,en faible quantité,0.1 g,en faible quantité,3.8 g,en faible quantité,21.2 g,en quantité élevée,-35%,-60%,-58%,-81%,-78%,-76%,-72%,+3%,+370%,+370%,10,-20%,C,-20%,,,,,,,,,['Carrefour City'],,,,,
1164,Poivre gris - Fuchs,4027900566937,,,['Fuchs'],['France'],[],,,[],,?,491,2054 kj(491 kcal),21,12,68,41,5,"0,375","0,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Mélange Poulet Tandoori - Fuchs - 34g,4027900567439,34 g,['Pot'],['Fuchs'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Paprika doux - Fuchs - 36g,4027900567491,36 g,,['Fuchs'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Melange cajun - Fuchs,4027900567712,,,['Fuchs'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Ail Lyophilisé - Fuchs,4027900637125,,,['Fuchs'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Bulgursalat,4028119881552,,,,['France'],[],,,[],,?,199,833 kj(199 kcal),"7,5","0,6","25,8","1,1",5,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Quickbury Mixed Cereal Bread 500G,4028491400884,,,['Quickbury'],['France'],"['Paine din mix de cereale', '5009 EAN 4028491400884 Ingrediente cerealB I', 'SECARA integraia 137%', ' faina integrala dB SECARA ', '8%', ' ORZ ', '5%', 'fulgi de OVAZ ', '5%', ' de in', 'sare iodata', 'fibre din OlfAZ', 'seminte de SUSAN', 'drojdie Poate contine urne de NUCI', ' LAPTE si SCIA PENTRU 100 g Veloare Energetica 831 kJ/']",,,[],,?,197,824 kj(197 kcal),"2,6","0,4","32,5","2,2",6,"0,975","0,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Fabriqué en Allemagne', 'Sans conservateurs']",,,,,,
1171,Sesame burger buns - quickbury - 300g,4028491401072,300g,['plastic film'],['Quickbury'],"['France', 'Royaume-Uni']","['Wheat flour', 'water', 'sugar 7%', 'sesame 3%', 'yeast', 'vegetable oil 3%', 'salt 1', '1%', 'E471', 'E481', 'E262', 'flavour']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium']","['Gluten', 'Graines de sésame']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,?,286,1197 kj(286 kcal),"5,5",1,49,7,"8,5","1,25","0,5",,burger buns,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,5.5 g,en quantité modérée,1 g,en faible quantité,7 g,en quantité modérée,1.25 g,en quantité modérée,,-13%,-13%,-10%,-15%,-11%,+79%,-11%,-2%,-2%,4,-22%,C,-22%,,,,,,,,,['Food & Wine'],,,,,
1172,Burger 6 Buns - Quickbury,4028491401089,,,['Quickbury'],['France'],[],,,[],,?,276,1155 kj(276 kcal),4,1,50,"7,5","8,5","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Lemon Fruchtjoghurt mois - Weideglück - 1000g,4028900007383,1000 g,['Kunststoff'],['Weideglück'],"['France', 'Allemagne']","['Joghurt mild', 'Fruchtzubereitung ', 'Glucose-Fructose-Sirup', 'Zitronensaft aus Zitronensaftkonzentrat', 'Zucker', 'natürliches Zitronenaroma mit anderen natürlichen Aromen', 'färbendes Pflanzenkonzentrat [Saflor]', 'Zucker']",,,['Non végétalien'],4,?,95,397 kj(95 kcal),3,2,"13,4","12,8","3,7","0,13","0,052",C,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",,3 g,en quantité modérée,2 g,en quantité modérée,12.8 g,en quantité élevée,0.13 g,en faible quantité,,-5%,-4%,-4%,+1%,0%,+3%,+1%,+14%,+14%,2,-28%,B,-28%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,
1174,Joghurt stracciatella - Landora - 1kg,4028900007710,1kg,,['Landora'],"['France', 'Allemagne']",[],,,[],,?,133,556 kj(133 kcal),"5,5","3,6","17,2","16,8","3,6","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Mini spring rolls - Eich Kamp - 1kg (50pièces de 20g),4029592260513,1 kg (50 pièces de 20 g),['Sachet plastique transparent'],['Eich Kamp'],['France'],"['Pâte ', 'farine de blé', 'eau', 'huile de palme', 'sel', 'extrait de curcuma', 'chou', 'carottes', 'poireaux', 'oignons', 'nouilles', 'huile de palme', 'sel', 'sucre', 'arôme', 'extrait de levure', 'poivre blanc']",['E100 - Curcumine'],['Gluten'],['Huile de palme'],4,888,213,888 kj(213 kcal),"11,1","4,3","22,6","4,6","4,2","1,4","0,56",C,Mini rouleaux de printemps,"['Surgelés', 'Plats préparés', 'Nems', 'Rouleaux de printemps']",['Huile de palme'],11.1 g,en quantité modérée,4.3 g,en quantité modérée,4.6 g,en faible quantité,1.4 g,en quantité modérée,,+31%,+31%,+112%,+401%,+6%,+33%,-12%,+13%,+13%,13,+222%,D,+222%,48.7%,15.5%,7.3%,11.0%,3.7%,13.8%,84,['100% végétal'],['Noz'],,,,,
1176,Apfelwein sauer,4029594002029,,,,"['France', 'Allemagne']",[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Barre Powerbar,4029679320048,,,['Powerbar'],['France'],"['sirop de fructose-glucose', ""son d'avoine "", '14,6%', 'riz soufflé ', ""semoule de gluten farine de malt d'orge"", 'sel', 'farine de riz', 'protéines de lait', 'maltodextrine', 'amandes moulues', ""flocons d'avoine "", '3,9%', 'humectant ', 'glycérol', 'citrate de sodium', 'extrait de guarana aa met haverzemelen voor topsporters met']","['E422 - Glycérol', 'E331 - Citrates de sodium']",['Lait'],['Non végétalien'],4,?,366,1531 kj(366 kcal),"4,3",1,"66,7",36,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,
1178,Powerbar Natural Energy Cereal Bar (40?,4029679350021,,,['Powerbar'],['France'],"[""Flocons d'avoine complète* "", '34%', 'sirop de glucose*', 'sirop de sucre inverti*', 'avoine soufflée ', 'son', 'avoine*', 'farine de blé*', 'sucre*', 'farine de mais*', 'farine de malt de blé* sel', 'mélasse*', ""extrait de malt d'orge*"", 'fraises* ', '4,6%', 'soja soufflé ', 'isolat de protéine de soja*', 'farine de riz*', ""extrait de malt d'orge*"", 'sel', 'canneberges confites* ', '4%', ' ', 'canneberge*', 'sucre*', 'huile de tournesol*', 'huile végétale*', 'humectant: glycérol*', 'miel*', 'carbonate de magnésium', 'émulsifiant', ' lécithine*', 'arôme naturel*', 'sel', 'antioxydant', ' extraits riches en tocophérols*', ' *ingrédients naturel', ' Peut contenir des traces de lait']","['E422 - Glycérol', 'E322i - Lécithine', 'E306 - Extrait riche en tocophérols']","['Gluten', 'Avoine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,385,1611 kj(385 kcal),"7,5","2,5","68,7","25,5","7,9","0,14","0,056",,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,7.5 g,en quantité modérée,2.5 g,en quantité modérée,25.5 g,en quantité élevée,0.14 g,en faible quantité,,-9%,-9%,-53%,-58%,+14%,-6%,+6%,-64%,-64%,6,-55%,C,-55%,,,,,,,,,,,,,,
1179,Powerbar Natural Energy Fruit Bar (40GR) - Appe. ..,4029679350083,,,['Powerbar'],['France'],[],,,[],,?,378,1582 kj(378 kcal),12,"1,4",54,49,11,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,
1180,PowerBar Ride Energy + Magnesium - 68g,4029679365025,68 g,"['Sachet', 'Aluminium']","['PowerBar', 'Nestlé']",['France'],"['Enrobage fantaisie au cacao ', 'masse à glacer grasse au cacao', ' 20% ', 'sucre', 'graisse végétale', 'cacao maigre en poudre', 'lait écrémé en poudre', 'petit-lait en poudre enrichi en protéines', 'émulsifiants ', 'lécithine de soja', 'polyricinoléate de polyglycérol', 'pâte de caramel 15% ', 'sirop de glucose-fructose', 'sucre', 'graisse végétale', 'lait écrémé condensé sucre', 'beurre fondu', 'émulsifiant ', ""mono-et diglycérides d'acides gras"", 'gélifiant ', 'carraghénanes', 'sirop de sucre caramélisé', 'sel', 'humectants ', 'sirop de maltitol', 'glycérol', 'sirop de glucose', 'soja', 'soufflé ', 'protéines de soja', 'amidon', 'sel', ',sirop de sucre inverti', 'protéines de petit lait', 'protéines de lait', 'protéines de soja', 'arachides 3,6%', ""fibres d'avoine"", ""pâte d'amandes"", 'insuline', 'cacao maigre en poudre 2,4', 'maltodextrine', 'arôme', 'carbonate de magnésium', 'sel', 'émulsifiant ', 'lécithine de soja']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E965ii - Sirop de maltitol', 'E422 - Glycérol']","['Lait', 'Arachides', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,1649,?,1649 kj(394 kcal),15,7,"45,4","27,5","19,5",0,0,,"Barre pour sportifs avec protéines, glucides, pâte de caramel, cacao et magnésium enrobé au cacao","['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Barres énergisantes']",,15 g,en quantité modérée,7 g,en quantité élevée,27.5 g,en quantité élevée,0 g,en faible quantité,-16%,,-13%,-27%,-21%,-18%,-19%,+132%,-100%,-100%,11,-36%,D,-36%,,,,,,,,,['Go Sport'],,['Allemagne'],,,
1181,Barre Powerbar,4029679380011,,['Plastique'],['Powerbar'],['France'],[],,,[],,?,362,1515 kj(362 kcal),"3,7","0,7","70,9",44,"10,5","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Rideshots orange - Powerbar,4029679500235,,,['Powerbar'],"['France', 'Espagne']",[],,,[],,?,351,1469 kj(351 kcal),"0,5",0,80,60,"6,3","0,25","0,1",,,"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres énergétiques']",,0.5 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0.25 g,en faible quantité,,-10%,-10%,-96%,-100%,+57%,+94%,-53%,-38%,-38%,15,+22%,D,+22%,,,,,,,,,,,,,,
1183,30% Protein Plus Orange Jaffa Cake Flavour -  - 55g,4029679520141,55 g,,,['France'],[],,,[],,?,347,1452 kj(347 kcal),"7,4","4,6","33,7","30,1","31,2","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Powerbar Energize Mango Tropical,4029679670136,,,['Powerbar'],['France'],[],,,[],,?,327,1368 kj(327 kcal),"3,1","0,7",67,39,"5,2","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Powerbar Hydrogel Cola,4029679670488,,,['Powerbar'],['France'],[],,,[],,?,152,636 kj(152 kcal),0,0,38,16,0,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,
1186,"Powerbar Gel, Erdbeere-banane, 6 X",4029679670617,,,['Powerbar'],['France'],"['Maltodextrin', 'Wasser', 'Fruktose', 'Natriumchlorid', 'Säuerungsmittel ', 'Milchsäure', ' Natriumcitrate', 'natürliche Aromen']","['E270 - Acide lactique', 'E331 - Citrates de sodium']",,['Sans huile de palme'],4,?,248,1038 kj(248 kcal),0,0,62,23,0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Arômes naturels', 'de:Arômes naturels']",,,,,,
1187,PowerGel Red fruit punch - Power Gel - 41g,4029679670747,41g,,['Power Gel'],['France'],"['Maltodextrin', 'water', 'fructose', 'fruit juice concentrates ', '15%', ' ', 'apple', 'pomegranate', 'raspbeny', 'sodium chloride', 'sodium citrate', 'natural flavourings', 'acid ', 'citric acid']",['E330 - Acide citrique'],,[],,?,254,1063 kj(254 kcal),0,0,62,33,0,"1,275","0,51",,,['Gel énergétique'],,0 g,en faible quantité,0 g,en faible quantité,33 g,en quantité élevée,1.28 g,en quantité modérée,,,,,,,,,,,15,,D,,,,,,,,,['Cologne list'],['Décathlon'],,['Allemagne'],,http://www.powerbar.com,
1188,Super Mass Gainer,4029679671782,,,,['France'],[],,,[],,?,338,1414 kj(338 kcal),7,4,31,29,31,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,PowerBar ENERGIZE Allmond Vanilla,4029679861411,,,['PowerBar'],"['France', 'Espagne']","[""Jus conce'ntçqcuit de pomme*"", ""de raisin* et'de caroube*"", 'jus de raiisin blanc concentré', 'flocons de pomme de terre', 'jus de datte concentré*', ""flocons d'avoing*"", 'amandes moules* ', '6%', 'amidon', 'jus de pomme concentré*', 'purée de pomme concentrée*', ' arômes naturels* chlorure de sodium*', 'épaississant ', 'pectine']",['E440 - Pectines'],,[],4,?,339,1418 kj(339 kcal),5,"0,5",66,39,"4,8","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,
1190,power gel strawberry banana - Powerbar,4029679861497,,,['Powerbar'],['France'],[],,,[],,?,248,1038 kj(248 kcal),0,0,62,28,0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en Allemagne', 'Sans conservateurs']",,,,,,
1191,Red fruit punch - PowerGel,4029679861534,,,['PowerGel'],['France'],"['Maltodextrine', 'eau', 'fructose', 'jus de fruit concentré ', '15%', ' ', 'pomme', 'grenade', 'framboise', 'chlorure de sodium', 'citrate de sodium', 'arômes naturels', 'acidifiant ', 'acide citrique', "" Prendre 1 sachet avec d'eau toutes les 20-45 minutes pendant un effort physique intense"", ' Consommation recommandée: 1-4 sachets par @Fabriqué en Allemagne']",['E330 - Acide citrique'],,[],4,?,254,1063 kj(254 kcal),0,0,62,33,0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en Allemagne', 'Sans conservateurs']",,,,,,
1192,Herbes de provence - Columbia,4029800142938,,,['Columbia'],['France'],"['romarin', 'thym', 'sarriette', 'marjolaine', 'basilic', 'origan', ' [traces éventuelles de céleri', 'moutarde]']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Persil - Columbia - 30g,4029800142945,30 g,['Plastique'],['Columbia'],['France'],['Persil'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,1,4 kj(1 kcal),1,1,1,1,1,0,0,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Persil']",,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,,-98%,-99%,-51%,+182%,-90%,-28%,-88%,-100%,-100%,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,,,,,
1194,Assaisonnement pour Grillades,4029800323030,,,,['France'],[],,,[],,?,70,293 kj(70 kcal),"2,3","0,4","7,3",6,"3,6","80,1","32,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,"Soupe Instantanée aux 10 Légumes - Sans marque - 4 * 17,3g",4029800393798,"4 * 17,3 g","['Carton', 'Sachet', 'Boîte']","['Sans marque', 'Épices Fuchs']",['France'],"['Légumes 57% ', 'pomme de terre en flocons', 'carotte', 'oignon', 'céleri', 'panais', 'petits pois', 'haricot', 'choux fleurs', 'brocoli', 'poireau', 'amidon de pomme de terre', 'sucre', 'graisse de coco hydrogénée', 'sel', 'exhausteur de goût : glutamate monosodique', 'lactose', 'sirop de glucose en poudre', 'autolysat de levure', 'protéine de lait', 'épices', 'arôme']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Céleri', 'Lait']",['Non végétalien'],4,1449,?,1449 kj(346 kcal),"7,5","6,4","53,5","20,2",10,"8,2","3,28",,,"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées']",,,,,,,,,,+92%,,+150%,+202%,+594%,+145%,+443%,+162%,+169%,+169%,,,,,,,,,,,,,,,,,,
1196,Candy Jock Strap - Out Of The Blue KG - 210g e,4029811153428,210 g e,"['Boîte', 'Carton']",['Out Of The Blue KG'],['France'],"['Dextrose', 'Amidon modifié de maïs', 'Antiagglomérant : Sels de magnésium', ""d'acides gras"", 'Acidifiant : acide citrique', 'Arômes', 'Colorants E129', 'Rouge 40', 'E102 ', 'Jaune 5', 'E133 ', 'Bleu 1']","['E14XX - Amidons modifiés', 'E570 - Acide stéarique', 'E330 - Acide citrique', 'E129 - Rouge allura AC', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",['Lait'],[],4,1682,402,1682 kj(402 kcal),0,0,97,84,0,0,0,D,Bonbon aux arômes artificiels,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Erotique']",,0 g,en faible quantité,0 g,en faible quantité,84 g,en quantité élevée,0 g,en faible quantité,+9%,+13%,+12%,-100%,-100%,+16%,+45%,-100%,-100%,-100%,15,+4%,D,+4%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Fabriqué en Chine'],"[""L'univers de Léo""]",,['Chine'],,https://fr.ootb.de/produits/erotic-items/61-2378-candy-jock-strap-for-men,
1197,Candy Bra - Out of the Blue - 270g,4029811154784,270 g,['Carton'],['Out of the Blue'],['France'],"['Dextrose', 'sirop de glucose', 'acidifiant : acide citrique', 'couleurs artificielles E129', 'E102', 'E133', ""agent d'enrobage : stéarate de magnésium""]","['E330 - Acide citrique', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E572 - Stéarate de magnésium']",,[],4,?,?,,?,,?,,?,,,D,Dragée fruitée,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Cora'],,['Chine'],,http://www.ootb.de/products/joke-articles-costumes-erotic-fun/erotic-fun/erotic-fun/61-2379/candy-bra,
1198,Delikatess Remoulade - Appel - 100ml,40205168,100 ml,['Tube'],['Appel'],"['France', 'Allemagne']",[],,,[],,?,?,,?,,?,,?,,,,,"['Epicerie', 'Sauces']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,fanta - 500ml,40212938,500 ml,['bouteille plastique'],"['Fanta', 'Coca-Cola Company']",['France'],[],,,[],,?,?,,?,,?,,?,,,,Boisson rafraîchissante aux fruits,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Distributeur'],,,,,
1200,Cornichons à la Russe - Kühne - 530g,40218878,530 g,,['Kühne'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,40228938,40228938,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Wolkentoetje vanille - Dr. Oetker - 125g,40236131,125 g,,['Dr. Oetker'],['France'],[],,,[],,?,128,535 kj(128 kcal),"6,32","4,48","14,4",12,"3,6","0,184","0,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Deli Garten Kräuter würzig,40264677,,['Tube'],,"['France', 'Allemagne']",[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,"Majoran, gerebelt - Fuchs - 8g",40279732,8 g,['Dose'],['Fuchs'],"['France', 'Allemagne']",['Majoran'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,?,,?,,?,,?,,,B,"Majoran, gerebelt","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Marjolaine']",,,,,,,,,,,,,,,,,,,,,,,,43.4%,0.0%,30.7%,8.2%,17.7%,0.0%,93,,,,,,,
1205,Frischkäse Viertelfettstufe - милочка,4030011180275,,,['Милочка'],['France'],[],,,[],,?,118,494 kj(118 kcal),15,"2,8","4,2",3,"16,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Sprats -  - 160grs,4030011310405,160grs,,,['France'],[],,,[],,?,414,1732 kj(414 kcal),"40,5","5,9",0,0,"12,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Riga Sprats in Oil - Puresea - 160g. net,4030011310412,160 g. net,"['Conserve', 'Boîte', 'Fer blanc']","['Puresea', 'IMS']",['France'],"['Sprats 70%', 'Huile végétale', 'Sel', 'Fumée']",,,"[""Pourrait contenir de l'huile de palme""]",3,?,356,1490 kj(356 kcal),32,"18,1",0,0,17,"0,9","0,36",,Sprats fumés à l'huile,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Poissons fumés', 'Sprats fumés', ""Sprats à l'huile""]",,32 g,en quantité élevée,18.1 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,+97%,+97%,+217%,+787%,-100%,-100%,-22%,-68%,-68%,17,+33%,D,+33%,,,,,,,,,['Noy Market'],['Lettonie'],,['LV A 004549 EC'],,
1208,Corned-beef (тушонка) 400g - Monolith - 400g,4030011330304,400 g,,['Monolith'],['France'],[],,,[],,?,315,1318 kj(315 kcal),30,15,"0,2","0,1",30,"1,6","0,64",,,"['Conserves', 'Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Viandes en conserve', 'Corned-beef']",,30 g,en quantité élevée,15 g,en quantité élevée,0.1 g,en faible quantité,1.6 g,en quantité élevée,,+39%,+39%,+97%,+109%,-61%,-64%,+39%,+3%,+3%,20,+30%,E,+30%,,,,,,,,,,,,"['FR 56.010.001 CE', 'Baud (Morbihan, France)']",,
1209,Ostro-Pikantniy Horseradish - Steinhauser - 200g,4030011460100,200 g,,['Steinhauser'],['France'],"['O Tafel-Meerrettich', ' Zutaten: Meerrettich', 'gerieben', 'Branntweinessig', 'Rapsöl', 'Molkenerzeugnis', 'Jodsalz', 'Verdickungsmittel Guarkernmehl', 'Säuerungsmittel Citronensäure', 'Antioxidationsmittel Natriummetabisulit']","['E412 - Gomme de guar', 'E330 - Acide citrique']",['Lait'],['Non végétalien'],4,?,124,519 kj(124 kcal),"7,3","0,6","8,6","6,9","3,1","0,5","0,2",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires']",,7.3 g,en quantité modérée,0.6 g,en faible quantité,6.9 g,en quantité modérée,0.5 g,en quantité modérée,,+19%,+15%,+105%,-12%,-43%,-17%,+41%,-28%,-28%,3,-1%,C,-1%,,,,,,,,,,,,,,
1210,Dari Tselini Buckwheat 900g - Buchweizen,4030011560053,,,['Buchweizen'],['France'],['Buckwheat'],,,[],,?,332,1389 kj(332 kcal),"3,3","0,6",63,0,"12,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Bonbon vegan - Koro Droguerie,4030014031062,,,['Koro Droguerie'],['France'],"['Zutaten', ' Rohrzucker*', 'Mais-Sirup*', 'Maisstàrke* Sauerungsmlttell ', 'Citronensàure', 'MilchsàUre', 'Apfelsàure', 'Calciumcltrat', 'Natriumcltrat', 'Fruchtsaftkonzentrate* ', 'Sauerkirsche*', 'Ananas*', 'Apfel*', 'Oranget', 'farbende Frucht - und Plfanzenauszüge Curkuma*', 'Algen', 'Saflor', 'Geliermittel: Pekt\\n', 'natUrllche Aromen', ' Fut den Verzehr fur Kinder unter 3 Jahre nicht geeignet', ' Kann Spuren von GLUTEN', 'SOJA', 'NUSSEN', 'MANDELN', 'ERONUSSEN', 'MILCH ', 'LAKTOSE', 'SESAM und SCHWEFELD!OXID ', 'SULFITE', ' enthalten', ' DE-6KO-039 EU •usndwsrtschatt']",,"['Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']","['Végétalien', 'Végétarien']",4,?,343,1435 kj(343 kcal),"0,1","0,1",84,56,"0,3","0,2","0,08",,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,0.1 g,en faible quantité,0.1 g,en faible quantité,56 g,en quantité élevée,0.2 g,en faible quantité,,-18%,-18%,-99%,-98%,+26%,+13%,-93%,+36%,+36%,14,-23%,D,-23%,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Contient du lait', 'DE-ÖKO-039']",,,,,,
