,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,markets,additives,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,palm_ingredients,ingredients_origins,manufacturing,brand_owner,producer_info,origin_detail
260,"Le Goûteux, Rosette de Lyon cornichons - Daunat - 220g",3367651004540,"Pain spécial de campagne garni de rosette de Lyon, de sauce au fromage blanc et de cornichons",220 g,"['Film', 'plastique', 'étui', 'carton', 'film plastique à jeter', 'étui carton à recycler', 'Etui en carton', 'Film en plastique']",['Daunat'],"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs à la rosette']","['Point Vert', 'Fabriqué en France', 'Sans conservateurs']",,['France'],"['• PAIN SPÉCIAL DE CAMPAGNE ', '50%', ' : farine de blé', 'eau', 'levure', 'gluten de blé', 'sel', 'dextrose', ""farine d'orge malté toasté"", 'remoulage de blé', 'sucre', 'farine de blé malté', ""extrait d'acérola"", '\r• GARNITURE : Rosette de Lyon 22,7 % : viande de porc origine UE', 'sel', 'lactose', 'épices et plantes aromatiques', 'sirop de glucose', 'vin', 'dextrose', 'antioxydant : érythorbate de sodium', 'conservateur : E252', 'ferment de maturation', ' \r• Sauce au fromage blanc : fromage blanc', 'huile de colza', 'eau', 'vinaigre', 'amidon transformé de pomme de terre', ""jaune d'œuf"", 'sucre', 'moutarde de Dijon ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'acidifiant : E330', 'antioxydant : disulfite de potassium', 'sel', 'épaississants : gommes guar et xanthane', 'conservateur : sorbate de potassium', ' \r• Cornichons saumurés égouttés 6,8% : cornichons', 'eau', 'vinaigre', 'sel', 'conservateur : disulfite de potassium ', 'sulfites', ' \r• Salade', ' \r', '% exprimés sur le produit fini']","['Œufs', 'Gluten', 'Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']","['Non végétalien', 'Non végétarien']",4,11.1 g,en quantité modérée,2.4 g,en quantité modérée,2.5 g,en faible quantité,1.9 g,en quantité élevée,1113,-18%,265,-17%,1113 kj(265 kcal),-17%,"11,1",-38%,"2,4",-70%,"30,2",+13%,"2,5",-5%,10,-14%,"1,9",-9%,"0,76",-9%,13,-31%,D,-31%,C,"['Leclerc', 'Magasins U']","['E316 - Érythorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",72.2%,17.9%,4.4%,3.2%,1.9%,0.5%,55,,,['en:Union Européenne'],['France'],,,
261,Confiture ananas goyave passion Saveurs - U Saveurs - 315g,3368950050351,,315 g,['Bocal'],"['U Saveurs', 'U']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits tropicaux', 'Confitures de goyaves']",['Transformé en France'],,['France'],"['Sucre de canne', 'ananas 33%', 'purée de goyave 22%', 'jus de fruit de la passion 2%', 'gélifiant: pectine de fruits', 'acidifiant: acide citrique', ' Traces éventuelles de fruits à coque et de lait', ' Préparée avec 57g de fruits pour 100g de produit fini']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0.1 g,en faible quantité,1004,,237,+6%,1004 kj(237 kcal),+7%,"0,5",+67%,"0,1",+146%,58,+7%,53,+2%,"0,5",+38%,"0,1",+48%,"0,04",+48%,10,+2%,C,+2%,D,['Magasins U'],"['E440 - Pectines', 'E330 - Acide citrique']",75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
262,Accras de morue Saveurs - U Saveurs - x10soit 130g,3368954085885,,x10 soit 130 g,"['Frais', 'Plastic', 'Décongelé']","['U Saveurs', 'U']","['Snacks', 'Snacks salés', 'Produits de la mer', 'Apéritif', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Réfrigérés', 'Plats préparés réfrigérés', 'Acras de morue', 'en:preparations-made-from-fish-meat']","['Point Vert', 'Sans conservateurs', 'Transformé en France', 'Décongelé']",,['France'],"['Acras de MORUE 100g : pulpe de MORUE 30% * ', 'CABILLAUD ', 'gadus morhua', ' 29% *', 'sel', 'eau', 'farine de BLÉ', 'flocons de pomme de terre ', 'pomme de terre déshydratée', 'émulsifiant: E 471', 'oignons', 'huile de tournesol', 'persil', 'mélange levant en poudre ', 'poudre à lever : E450i et E500ii', 'amidon de BLÉ', 'farine de BLÉ', 'sel', 'arôme naturel', 'jus de citron concentré', 'ail', 'piments 0', '2% *', 'préparation en poudre pour assaisonnement ', 'sel', 'dextrose', 'CRABE vert déshydraté', 'POISSON déshydraté', 'extrait de levure', 'algue en poudre', 'échalote déshydratée', 'acidifiant: E330', ' Friture : huile de tournesol', ' *pourcentages exprimés sur les acras', ' Sauce aigre-douce 30g : eau', 'sucre', ""vinaigre d'alcool"", 'coulis de tomate', 'amidon transformé de maïs', 'jus de citron concentré', 'sel', 'épices', 'épaississant : E415', ' Traces éventuelles d oeufs', 'soja', 'lait', 'fruits à coques', 'céleri', 'moutarde', 'graines de sésame', 'lupin et mollusques']","['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,11 g,en quantité modérée,1.4 g,en faible quantité,6.1 g,en quantité modérée,2.1 g,en quantité élevée,875,0%,209,-5%,875 kj(209 kcal),-4%,11,+19%,"1,4",+7%,22,+7%,"6,1",+147%,"5,3",-50%,"2,1",+17%,"0,84",+17%,11,+59%,D,+59%,E,"['Super U', 'Magasins U']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",87.7%,2.6%,1.3%,5.3%,0.6%,2.4%,22,"['FR 29.254.022 CE', 'Saint-Martin-des-Champs (Finistère, France)']",,,['France'],,,
263,Pizza 4 fromaggi - U Saveurs - 400g,3368958946755,,400 g,['Surgelés'],"['U Saveurs', 'U']","['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas et tartes surgelées', 'Pizzas aux quatre fromages', 'Pizzas surgelées']",,,['France'],"['Farine de BLE', 'sauce tomate 21,8% [purée de tomates ', 'italie', ""huile d'olive vierge extra"", 'pulpe de tomate ', 'italie', ']', 'FROMAGE MOZZARELLA 12,5%', 'eau', 'fromage bleu 6,3%', 'fromage provola 3,8%', 'huile de tournesol', ""huile d'olive vierge extra"", 'FROMAGE GRANA PADANO ', 'italie', ' ', 'contient OEUF', ' 1,3%', 'sel', 'levure ', 'basilic', ' Traces éventuelles de soja']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],3,14 g,en quantité modérée,4 g,en quantité modérée,2.5 g,en faible quantité,1.25 g,en quantité modérée,1191,+13%,285,+14%,1191 kj(285 kcal),+13%,14,+35%,4,-29%,28,+4%,"2,5",-11%,11,-5%,"1,25",-2%,"0,5",-2%,10,-15%,C,-15%,C,['Magasins U'],,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,,,,,,
264,Sablés saveur rhum raisins - U Saveurs - 120g,3368959425204,,120 g,['Paquet'],"['U Saveurs', 'U']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']","['Oeufs de France', 'Transformé en France', 'Farine de blé français', ""Blé issu d'une culture maitrisée""]",,['France'],"['Farine de ble ', 'france', 'sucre 22,5%', 'beurre pâtissier 22%', 'oeuf entier frais 5%', 'pépites de raisin rouge déshydraté 4,7% ', 'raisin rouge déshydraté 2,3% ', 'soit équivalent fruits frais 9%', 'maltodextrines', 'rhum 3% ', 'rhum', 'colorant : caramel ordinaire', 'arôme naturel', 'sel', ""poudres à lever : carbonates de sodium - carbonates d'ammonium - diphosphates"", ' traces éventuelles de soja et de fruits à coque']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,24 g,en quantité élevée,15 g,en quantité élevée,26 g,en quantité élevée,1.75 g,en quantité élevée,?,,499,+2%,2088 kj(499 kcal),+1%,24,+3%,15,+8%,64,+2%,26,+2%,"5,9",-5%,"1,75",+156%,"0,7",+156%,27,+23%,E,+23%,C,['Magasins U'],"['E150a - Caramel E150a', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,
265,Muesli noisettes - Terres et céréales - 500g,3421557501197,Mélange de céréales et noisettes,500 g,"['Sachet', 'Plastique']","['Terres et céréales', 'Terres et céréales bio']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",,['France'],"['Flocons de céréales* ', 'orge', 'avoine', 'blé', 'seigle', ' raisins 17% [raisins', 'huile de tournesol]', 'pétales de maïs nature', 'amandes', 'noisettes 3%']","['Gluten', 'Fruits à coque', 'Avoine']",[],3,7.8 g,en quantité modérée,1.4 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,?,,372,-11%,1556 kj(372 kcal),-11%,"7,8",-40%,"1,4",-58%,71,+17%,11,-35%,"9,1",-8%,"0,01",-94%,"0,004",-94%,-3,-161%,A,-161%,B,['Magasins U'],,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,
266,250ML HUILE DE SESAME GRILLE - Bio planete,3445020141901,,,,['Bio planete'],['Matières grasses'],"['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],['Non présent'],,[],,93 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,837,+4%,3502 kj(837 kcal),+5%,93,+5%,11,-52%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,11,-3%,D,-3%,,,,,,,,,,,,,,,,,
267,Abricots seches extra moelleux - Lilifruit - 150g,3452519050521,,150 g,,['Lilifruit'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']","['Bio', 'Bio européen', 'FR-BIO-01']",,"['France', 'Pays-Bas']",[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,46.5 g,en quantité élevée,2 g,en quantité élevée,?,,221,-16%,925 kj(221 kcal),-16%,"0,5",+3%,"0,1",+65%,"48,1",-17%,"46,5",+3%,"2,9",-6%,2,+5582%,"0,8",+5582%,14,+305%,D,+305%,D,['Ekoplaza'],,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,['Turquie'],,,,
268,Lea nature - Karéléa - 100g,3456300004915,,100g,['Boite'],"['Karéléa', 'Léa Nature']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",,,['France'],"['fibre de chicorée ', ' maltodextrine ', ' légumes 21 % ', 'panais', 'courgette', 'épinard', 'céleri rave', ' ', ' protéine de pois', ' sel', ' poudre de fenouil graine 3,9%', ' gomme de caroube 2,3%', ' aromates épaississant: gomme : ', 'coriandre 1,5%', 'ail', ' spiruline 1 % de guar', "" granule d'huile essentielle "", ""poudre d'agave"", 'graines de fenouil', ' poudre de chicorée racine curcuma', 'poivre']",['Céleri'],[],4,2.3 g,en faible quantité,0.7 g,en faible quantité,11 g,en quantité modérée,6.1 g,en quantité élevée,?,,329,+702%,1377 kj(329 kcal),+701%,"2,3",+33%,"0,7",+25%,56,+1123%,11,+467%,12,+1189%,"6,1",+834%,"2,44",+834%,11,+675%,D,+675%,A,,['E410 - Gomme de caroube'],25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,
269,tartines craquantes sarrazin - Jardin Bio - 220g,3456300008982,Spécialité céréalière aux sarrasin et riz bio.,220g,"['Carton', 'boîte', 'Plastique', '12 sachets x 4 tartines']","['Jardin Bio', 'Léa Nature', 'jardin bio lea nature']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes']","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE', 'FR-BIO-01', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans lactose', 'AB Agriculture Biologique']",,['France'],"['Farine de sarrasin * 80 %', 'farine de riz*', 'sel marin', "" *Produits issus de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,2.6 g,en faible quantité,0.8 g,en faible quantité,0.8 g,en faible quantité,0.57 g,en quantité modérée,?,,371,-3%,1552 kj(371 kcal),-3%,"2,6",-43%,"0,8",-22%,73,+3%,"0,8",-86%,12,+21%,"0,57",-36%,"0,228",-36%,1,-67%,B,-67%,B,,,65.1%,19.7%,8.5%,5.9%,0.7%,0.0%,90,,,['Union européenne'],['France'],,,
270,Confiturelle fraise framboisée - Les 4 saisons - 300g,3470410023543,,300g,"['pot de verre', 'Bocal en verre', 'Couvercle en métal']","['Les 4 saisons', 'Confiturelle']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confiture de fruits allégée en sucres']",['en:produced-in-bretagne'],,['France'],"['fruits', 'fraise 43% framboise 22%', ' sucre,gelifiant', 'pectine de fruit', 'acidifiant: jus de citron concentré']",,[],4,0.2 g,en faible quantité,0.2 g,en faible quantité,47 g,en quantité élevée,0.05 g,en faible quantité,?,,199,+22%,833 kj(199 kcal),+22%,"0,2",-16%,"0,2",+350%,48,+23%,47,+25%,"0,5",-2%,"0,05",+94%,"0,02",+94%,10,+52%,C,+52%,D,['Magasins U'],['E440 - Pectines'],75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,['29690 huelgoat'],,,
271,Filets de sardines à huile d'olive et au citron (À teneur réduite en sel) - Carrefour - 100g (70g de poisson),3560070457267,Filets de sardines à huile d'olive et au citron à teneur réduite en sel,100 g (70 g de poisson),"['Boîte', 'Conserve', 'Alu recyclable', 'Couvercle ouverture facile']",['Carrefour'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', 'Filets de poissons', ""Sardines à l'huile"", 'Produits à teneur réduite en sel', 'Filets de sardines', ""Sardines à l'huile d'olive"", ""Filets de sardines à l'huile d'olive"", ""Sardines à l'huile et au citron"", ""Filets de sardines à l'huile et au citron"", 'Filets de sardines à teneur réduite en sel']","['Point Vert', 'Fabriqué en France', 'Alu recyclable', 'Eco-Emballages']",,['France'],"['Filets de sardines', 'huile d‘olive vierge extra 16 %', 'citron 4 %']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,12 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,0.254 g,en faible quantité,835,,?,,835 kj(200 kcal),-6%,12,-22%,3,-17%,~ 0,-100%,~ 0,-100%,23,+7%,"0,254",-72%,"0,102",-72%,0,-100%,B,-100%,D,['Carrefour'],,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,"['FR 29.046.532 CE', 'Douarnenez (Finistère, France)', 'EMB 29046G', 'Douarnenez (Finistère, France)']",,,"['Conserverie Chancerelle - ZI de Lannugat - 29100 Douarnenez', 'Finistère', 'Bretagne', 'France']",,,
272,Pomme Poire Spécialité de fruits - Carrefour - 400g (4x 100g),3560070807628,Spécialité de pommes poires,400 g (4 x 100 g),"['pot plastique', 'Frais']",['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']","['Sans colorants', 'Sans conservateurs']",,['France'],"['Purée de pommes 68,8%', 'purée de poires 27,5%', 'sucre', 'arôme naturel de poire', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.2 g,en faible quantité,14 g,en quantité élevée,0 g,en faible quantité,282,+8%,67,+8%,282 kj(67 kcal),+8%,"0,5",+53%,"0,2",+133%,14,+2%,14,+13%,"0,5",+42%,0,-100%,0,-100%,-3,,A,,B,"['Carrefour Market', 'Carrefour']","['E300 - Acide ascorbique', 'E330 - Acide citrique']",32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['EMB 26006', 'Allex (Drôme, France)']",,['France'],,,Fabriqué par EMB 26006 pour Interdis.,
273,Gélifiés fraises - Copains Copines - 300g,3564700015148,,300 g,"['Sachet', 'Plastique']","['Copains Copines', 'Marque Repère']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Fraises gélifiées']",['Colorants naturels'],,['France'],"['Sucre ', ' sirop de glucose ', ' eau ', ' amidon de maïs ', ' gélatine de porc ', ' acidifiant : acide citrique ', ' arôme naturel ', ' colorants : curcumine', 'carmins', 'caroténoïdes', 'anthocyanes ', ' amidon de pomme de terre ', ' amidon de blé']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,78 g,en quantité élevée,0 g,en faible quantité,1459,+1%,?,,1459 kj(349 kcal),-0%,"0,5",+52%,"0,1",+54%,84,+1%,78,+11%,"1,8",-39%,0,-100%,0,-100%,14,+1%,D,+1%,E,['Leclerc'],"['E428 - Gélatine', 'E330 - Acide citrique', 'E100 - Curcumine', 'E120 - Acide carminique', 'E160 - Caroténoïdes', 'E163 - Anthocyanes']",90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,
274,P'tites spirales cacao noisette - P'tit Déli - 150g,3564700483930,,150 g,"['Carton', 'boîte', 'Plastique']","[""P'tit Déli"", 'Marque Repère']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",['Point Vert'],,['France'],"['Sucre ', ' farine de blé ', ' sirop de glucose ', ' oeufs ', ' graisse de palme ', ' lait en poudre écrémé ', ' huile de tournesol ', ' stabilisant : glycérol ', ' pâte de noisette 2,2 % ', ' cacao maigre en poudre 1,3 % ', ' poudres à lever : E450', 'E500 ', ' émulsifiants : lécithines ', 'soja', 'E464 ', ' sel ', ' épaississant : gomme xanthane ', ' arôme naturel ', ' arôme']","['Œufs', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,17 g,en quantité modérée,5.5 g,en quantité élevée,38 g,en quantité élevée,0.5 g,en quantité modérée,1752,-4%,?,,1752 kj(419 kcal),-4%,17,-28%,"5,5",-31%,60,+22%,38,+23%,"5,4",-6%,"0,5",-4%,"0,2",-4%,19,+3%,E,+3%,E,['Leclerc'],"['E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E322i - Lécithine', 'E464 - Hydroxypropylméthylcellulose', 'E415 - Gomme xanthane']",82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,['Huile de palme'],,,,,
275,Fusilli à la Carbonara - Coté Snack - 300g,3564700542644,,300 g,,"['Coté Snack', 'Marque Repère']","['Plats préparés', 'Plats à base de pâtes', 'Box de nouilles']","['Nutriscore', 'Nutriscore C']",,['France'],"['Pâtes alimentaires aux œufs cuites 42', '4 % ', 'eau', 'semoule de blé dur', 'œuf 4', '2 %', 'crème fraîche 15 %', 'lardons cuits fumés 15 % ', 'poitrine de porc ', 'origine : UE', 'sel', 'dextrose', 'antioxydant : E316', 'conservateur : E250', 'lait demi-écrémé', 'eau', 'emmental fondu ', 'emmental ', 'dont lait', 'oeuf', 'eau', 'beurre', 'lait écrémé en poudre', 'lactosérum', 'sels de fonte: E331', 'sel', 'arôme naturel', 'huile de tournesol 0,8 %', 'lactose et protéine de lait', 'arôme naturel', 'amidon modifié de pomme de terre', 'sel', 'épaississant : gomme xanthane', 'poivre']","['Œufs', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,11 g,en quantité modérée,5.5 g,en quantité élevée,2.3 g,en faible quantité,0.9 g,en quantité modérée,800,,?,,800 kj(191 kcal),+65%,11,+133%,"5,5",+196%,17,+17%,"2,3",+80%,"6,1",+56%,"0,9",+11%,"0,36",+11%,7,+114%,C,+114%,,['Leclerc'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,,,,,,,"['FR 84.007.020 CE', 'Avignon (Vaucluse, France)']",,,,,,
276,Choco colors - Marque Repere,3564700812877,,,,['Marque Repere'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,,['France'],"['Sucre ', 'beurre de cacao ', 'lait en poudre entier ', 'pâte de cacao ', 'lactosérum en poudre ', 'lactose ', 'matière grasse laitière anhydre ', 'sirop de glucose ', 'émulsifiant : lécithines ', 'tournesol', ' ', 'amidon de riz ', 'épaississant : gomme arabique ', 'colorants : curcumine', 'E120', 'E153', 'anthocyanes ', 'denrées alimentaires colorantes : jus de betterave concentré', 'concentré de spiruline ', ""agents d'enrobage : cire de carnauba"", ""cire d'abeille blanche et jaune "", 'sel', ""Traces d'arachides"", 'de fruits à coque', 'de soja et de gluten,']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,16 g,en quantité modérée,9.2 g,en quantité élevée,77 g,en quantité élevée,0.075 g,en faible quantité,?,,471,-11%,1971 kj(471 kcal),-11%,16,-50%,"9,2",-47%,78,+49%,77,+62%,"3,1",-47%,"0,075",-51%,"0,03",-51%,23,-6%,E,-6%,,['Leclerc'],"['E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E100 - Curcumine', 'E120 - Acide carminique', 'E153 - Charbon végétal médicinal', 'E163 - Anthocyanes', 'E903 - Cire de carnauba', ""E901 - Cire d'abeille""]",,,,,,,,,,,,,,
277,Petits pois à l'étuvée extra fins - Auchan - 400g,3596710395699,,400 g,['Conserve'],['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']","['Fabriqué en France', 'Nutriscore', 'Nutriscore A']",,['France'],"['Petits pois ', 'origine France', 'eau', 'sucre', 'sel', 'arôme naturel']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.7 g,en faible quantité,0.2 g,en faible quantité,4.6 g,en faible quantité,0.53 g,en quantité modérée,?,,88,+16%,368 kj(88 kcal),+15%,"0,7",+1%,"0,2",+32%,12,+19%,"4,6",+39%,"5,3",+10%,"0,53",-5%,"0,212",-5%,-9,,A,,A,['Auchan'],,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,"['EMB 56119B', 'Locoal-Mendon (Morbihan, France)']",,['France'],,,,
