,name,bar_code,generic_name,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,allergens,categories,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,packaging,manufacturing,traceability_code,ingredients_origins,link,palm_ingredients
653,IDEES DE MAMAN BOLS 6x200g 2 Pommes de terre Poulet / 2 Haricots verts Carottes Veau / 2 Purée 3 Légumes Dès 8 mois - Bledina - 1200g,3041091452276,Blédina idées de maman Pommes de terre Poulet : Plat à base de féculents et de viande adapté à bébé. Blédina idées de maman Haricots verts Carottes Veau : Plat à base de légumes et de viande adapté à bébé. Blédina idées de maman 3 Légumes : Plat à base de légumes adapté à bébé.,1200 g,"['Bledina', 'Les idees de maman']",['France'],"[""Blédina idées de maman Pommes de terre Poulet : De savoureuses pommes de terre 41,8 % - de l'eau de cuisson - du lait écrémé reconstitué à base de lait en poudre "", 'LAIT', "" - de la viande de poulet 8,80 % - de l'amidon de maïs - du beurre "", 'LAIT', "" - un filet d'huiles végétales "", 'colza', 'tournesol', "" - un brin de persil 0,200% - du sel - une pointe d'ail - une pincée de curcuma - une pointe de muscade"", ""Blédina idées de maman Haricots verts Carottes Veau : De délicieux haricots verts 26,0 % - de l'eau de cuisson - des pommes de terre 16,4 % - des carottes 14,9 % - de la viande de veau Label Rouge "", 'LA 08-93', "" 8,00 % - de l'amidon de maïs - des oignons - de la crème 2,00 % "", 'LAIT', ' - du céleri ', 'CELERI', "" - un filet d'huiles végétales "", 'colza', 'tournesol', "" - du sel - une pointe d'ail - un peu de thym 0,042 % - une pointe de clou de girofle"", ""Blédina idées de maman 3 Légumes : De l'eau de cuisson - de délicieux haricots verts 20,0 % - des carottes 16,7 % - des pommes de terre 14,9 % - des petits pois 10,0% - de l'amidon de maïs - du céleri "", 'CELERI', "" - un filet d'huiles végétales "", 'colza', 'tournesol', ' - de la crème ', 'LAIT', ' - une touche de ciboulette - du sel']","['Non végétalien', 'Non végétarien']",266,64,266 kj(64 kcal),"2,3","0,9","7,4",1,"2,3","0,19","0,076","['Céleri', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,IDEES DE MAMAN BOLS 6x200g 2 Légumes verts Boulghour Dinde / 2 Poireaux Riz Lieu / 2 Légumes du Pot au feu Dès 12 mois - Bledina - 1200g,3041091452269,Blédina idées de maman Légumes du pot au feu : Plat à base de légumes adapté à bébé. Blédina idées de maman Légumes verts Boulghour Dinde : Plat à base de légumes et de viande adapté à bébé. Blédina idées de maman Poireaux Riz Lieu : Plat à base de légumes et de poisson adapté à bébé.,1200 g,"['Bledina', 'Les idees de maman']",['France'],"[""Blédina idées de maman Légumes du pot au feu : De l'eau de cuisson - des carottes 23,3 % - des pommes de terre 14,6 % - des navets 8,00 % - des panais - de goûteux poireaux 6,67% - des oignons - de l'amidon de maïs - un filet d'huiles végétales "", 'colza', 'tournesol', ' - du sel - une touche de laurier 0,007 % - une pointe de clou de girofle', ""Blédina idées de maman Légumes verts Boulghour Dinde : De l'eau de cuisson - de délicieux haricots verts 16,0 % - du boulghour cuit 12,0 % "", 'GLUTEN', "" - des petits pois 11,8 % - des poireaux 8,67 % - de la viande de dinde 8,00 % - des pommes de terre - des oignons - de l'amidon de maïs - un filet d'huiles végétales "", 'colza', 'tournesol', ' - du sel - une touche de ciboulette - un brin de persil - une pointe de muscade', ""Blédina idées de maman Poireaux Riz Lieu : De l'eau de cuisson - de goûteux poireaux 22,5 % - du riz cuit 10,6 % - des carottes - du lieu 8,00 % "", 'POISSON', "" - des pommes de terre - des courgettes - des oignons - de l'amidon de maïs - du céleri "", 'CELERI', ' - de la crème ', 'LAIT', "" - un filet d'huiles végétales "", 'colza', 'tournesol', "" - une pointe d'ail - une touche de ciboulette - du sel - une pointe de muscade""]","['Non végétalien', 'Non végétarien']",227,54,227 kj(54 kcal),"1,7","0,6","7,2","0,9",2,"0,3","0,12","['Céleri', 'Poisson', 'Gluten', 'Lait']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,"BLEDINA BLEDICHEF Blanquette de Volaille / Fondue de Légumes et Lieu / Duo d'Epinard, Carottes et Petits Macaroni / Cassolette de Patate Douce, Légumes et Poulet 8x250g Dès 18 Mois - 2000g",3041091438683,"BLEDICHEF Blanquette de Volaille Dès 18 Mois : Plat à base de féculents et de viande adapté à bébé. BLEDINA BLEDICHEF Fondue de Légumes et Lieu Dès 18 Mois : Plat à base de légumes et de poisson adapté à bébé. BLEDINA BLEDICHEF Duo d'Epinards, Carottes et Petits Macaroni Dès 18 Mois : Plat à base de légumes adapté à bébé. BLEDINA BLEDICHEF Cassolette de Patate Douce, Légumes et Poulet Dès 15 Mois : Plat à base de féculents et de viande adapté à bébé.",2000 g,"['Bledina', 'Bledichef']",['France'],"['BLEDINA BLEDICHEF Cassolette de Patate Douce', 'Légumes et Poulet Dès 15 Mois : Eau de cuisson - Patates douces 20,0 % - Pommes de terre 16,7 % - Carottes 8,75 % - Viande de poulet 8,40 % - Oignons - Petits pois 3,33 % - Haricots verts 3,00 % - Amidon de maïs - Epinards - Huiles végétales ', 'colza', 'tournesol', ' - Ail - Thym', 'BLEDINA BLEDICHEF Fondue de Légumes et Lieu Dès 18 Mois : Eau de cuisson - Riz cuit 16,7 % - Carottes 15,0 % - Lieu 8,40 % ', 'POISSON', ' - Lait écrémé reconstitué à base de lait en poudre 6,00% ', 'LAIT', ' - Courgettes 5,87 % - Pommes de terre - Oignons - Petits pois 4,67 % - Amidon de maïs - Céleri ', 'CELERI', ' - Epinards 2,00 % - Navets - Huiles végétales ', 'colza', 'tournesol', ' - Ail - Sel - Thym - Poivre noir - Laurier - Clou de girofle', ""BLEDINA BLEDICHEF Duo d'Epinards"", 'Carottes et Petits Macaroni Dès 18 Mois : Eau de cuisson - Epinards 18,5 % - Carottes 14,0 % - Pâtes cuites 12,0 % ', 'Semoule de blé dur ', 'GLUTEN', ""Blanc d'œuf en poudre "", 'OEUFS', ' - Pommes de terre - Poireaux - Amidon de maïs - Oignons - Haricots verts - Céleri ', 'CELERI', ' - Crème ', 'LAIT', ' - Huiles végétales ', 'colza', 'tournesol', ' - Ail - Sel - Muscade - Poivre noir', 'BLEDINA BLEDICHEF Blanquette de Volaille Dès 18 Mois : Eau de cuisson - Lait écrémé reconstitué à base de lait en poudre 20,0 % ', 'LAIT', ' - Riz cuit 19,8 % - Pommes de terre - Carottes 6,67% - Viande de dinde 6,00 % - Amidon de maïs - Crème ', 'LAIT', ' - Champignons 2,67 % - Viande de poulet 2,24 % - Céleri ', 'CELERI', ' - Oignons - Jus de citron à base de concentré - Huiles végétales ', 'colza', 'tournesol', ' - Sel - Acérola en poudre - Thym - Poivre noir - Clou de girofle - Laurier']","['Non végétalien', 'Non végétarien']",272,65,272 kj(65 kcal),"1,8","0,2","8,7","1,5","2,6","0,24","0,096","['Céleri', 'Œufs', 'Poisson', 'Gluten', 'Lait']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,BLEDICHEF X 8 Mijoté de Légumes et Cabillaud / Mouliné Carottes et Semoule / Hachis Parmentier / Fondue de Poireaux et Pommes de terre Dès 15 mois - Bledina - 1920g,3041091438645,BLEDICHEF 230g Mouliné de Carottes et Semoule Dès 12 mois : Plat à base de légumes adapté à bébé. BLEDICHEF 230g Hachis Parmentier des tout-petits Dès 12 mois : Plat à base de féculents et de viande adapté à bébé. BLEDICHEF 250g Fondue de Poireaux et Pommes de terre Dès 15 mois : Plat à base de légumes adapté à bébé. BLEDICHEF 250g Mijoté de légumes fondants et Cabillaud Dès 15 mois : Plat à base de légumes et de poisson adapté à bébé.,1920 g,"['Bledina', 'Bledichef']",['France'],"['BLEDICHEF 230g Mouliné de Carottes et Semoule Dès 12 mois : Carottes 37,0 % - Eau de cuisson - Pommes de terre - Semoule de blé dur cuite 9,00 % ', 'GLUTEN', ' - Oignons - Amidon de maïs - Céleri ', 'CELERI', ' - Crème 2,00 % ', 'LAIT', ' - Maïs - Huiles végétales ', 'colza', 'tournesol', ' - Sel - Thym - Poivre noir - Laurier', 'BLEDICHEF 230g Hachis Parmentier des tout-petits Dès 12 mois : Pommes de terre 56,3 % - Lait écrémé reconstitué à base de lait en poudre 15,0 % ', 'LAIT', ' - Viande de boeuf 10,7 % - Eau de cuisson - Oignons - Amidon de maïs - Beurre ', 'LAIT', ' - Huiles végétales ', 'colza', 'tournesol', ' - Sel - Acérola en poudre - Poivre noir - Muscade', 'BLEDICHEF 250g Fondue de Poireaux et Pommes de terre Dès 15 mois : Pommes de terre 29,4 % - Eau de cuisson - Poireaux 20,0 % - Petits pois - Panais - Amidon de maïs - Crème 2,67 % ', 'LAIT', ' - Epinards - Courgettes - Beurre ', 'LAIT', ' - Céleri ', 'CELERI', ' - Huiles végétales ', 'colza', 'tournesol', ' - Persil - Sel - poivre noir - Muscade', 'BLEDICHEF 250g Mijoté de légumes fondants et Cabillaud Dès 15 mois : Eau de cuisson - Carottes 20,0 % - Riz cuit 19,0 % - Potirons 8,33 % - Cabillaud 8,25 % ', 'POISSON', ' - Oignons - Petits pois 3,33 % - Céleri ', 'CELERI', ' - Crème 2,67 % ', 'LAIT', ' - Amidon de maïs - Epinards - Huiles végétales ', 'colza', 'tournesol', ' - Ciboulette - Ail - Sel - Thym - Laurier']","['Non végétalien', 'Non végétarien']",260,62,260 kj(62 kcal),"1,7","0,5","9,3","1,7","1,2","0,18","0,072","['Céleri', 'Poisson', 'Gluten', 'Lait']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,BLEDINA BLEDICHEF Fondue de Légumes et Lieu / Légumes du soleil et Volaille à la Basquaise 4x250g Dès 18 Mois - 1000g,3041091438577,BLEDINA BLEDICHEF Fondue de Légumes et Lieu Dès 18 Mois : Plat à base de légumes et de poisson adapté à bébé. BLEDINA BLEDICHEF Légumes du Soleil et Volaille à la Basquaise Dès 18 Mois : Plat à base de légumes et de viande adapté à bébé.,1000 g,"['Bledina', 'Bledichef']",['France'],"['BLEDINA BLEDICHEF Fondue de Légumes et Lieu Dès 18 Mois : Eau de cuisson - Riz cuit 16,7 % - Carottes 15,0 % - Lieu 8,40 % ', 'POISSON', ' - Lait écrémé reconstitué à base de lait en poudre 6,00% ', 'LAIT', ' - Courgettes 5,87 % - Pommes de terre - Oignons - Petits pois 4,67 % - Amidon de maïs - Céleri ', 'CELERI', ' - Epinards 2,00 % - Navets - Huiles végétales ', 'colza', 'tournesol', ' - Ail - Sel - Thym - Poivre noir - Laurier - Clou de girofle', 'BLEDINA BLEDICHEF Légumes du Soleil et Volaille à la Basquaise Dès 18 Mois : Purée de tomates à base de concentré 26,0 % - Riz cuit 19,0 % - Poivrons rouges 13,7 % - Carottes 10,0 % - Viande de dinde 8,00 % - Courgettes 5,00 % - Oignons - Pommes de terre - Amidon de maïs - Huiles végétales ', 'colza', 'tournesol', ' - Epinards - Ail - Sel - Thym - Laurier - Poivre noir']","['Non végétalien', 'Non végétarien']",272,65,272 kj(65 kcal),"1,8","0,2","8,7","1,5","2,6","0,24","0,096","['Céleri', 'Poisson', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,"BLEDICHEF X 4 Purée onctueuse, Epinards et Saumon Du Pacifique / Petite Ratatouille et Duo de Poissons Dès 12 mois - Bledina - 920g",3041091438546,"BLEDICHEF 230g Petite Ratatouille et Duo de Poissons Dès 12 mois : Plat à base de légumes et de poisson adapté à bébé. BLEDICHEF 230g Purée onctueuse, Epinards et Saumon du Pacifique Dès 12 mois : Plat à base de légumes et de poisson adapté à bébé.",920 g,"['Bledina', 'Bledichef']",['France'],"['BLEDICHEF 230g Petite Ratatouille et Duo de Poissons Dès 12 mois : Carottes 17,3 % - Eau de cuisson - Purée de tomates à base de concentré 13,3 % - Boulghour cuit 12,0 % ', 'GLUTEN', ' - Courgettes 12,0 % - POISSON 8,20 % ', 'Colin ', 'lieu', ' ', 'POISSON', 'Merlu blanc ', 'POISSON', "" - Pommes de terre - Aubergines 4,00 % - Poivrons rouges - Oignons - Amidon de maïs - Huile d'olive - Huiles végétales "", 'colza', 'tournesol', ' - Persil - Sel - Thym - Poivre noir - Laurier', 'BLEDICHEF 230g Purée onctueuse', 'Epinards et Saumon du Pacifique Dès 12 mois : Eau de cuisson - Pommes de terre 19,7 % - Epinards 16,0 % - Carottes 10,0 % - Saumon kéta et/ou rose du Pacifique en proportion variable 8,10 % ', 'POISSON', ' - Panais - Oignons - Haricots verts - Amidon de maïs - Crème ', 'LAIT', ' - Céleri ', 'CELERI', ' - Huiles végétales ', 'colza', 'tournesol', ' - Sel - Muscade - Poivre noir']","['Non végétalien', 'Non végétarien']",271,65,271 kj(65 kcal),"2,2","0,7","7,8","0,8","2,7","0,25","0,1","['Céleri', 'Poisson', 'Gluten', 'Lait']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Roti de porc cuit supérieur - Cora,3257984836991,,,['Cora'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Salade de lentilles bio à l’estragon & poulet - Seazon,3701456304441,,,['Seazon'],['France'],[],[],?,114,477 kj(114 kcal),4,1,7,1,11,,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Salade de poulet']",,4 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,,,,-23%,-22%,-32%,-40%,-49%,-49%,+37%,,,,,,,,D,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,,,,,
661,Mezzaluna langoustine - Treo,3664042006290,,,['Treo'],['France'],[],[],?,264,1105 kj(264 kcal),"7,5","3,4","37,8",3,"9,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,le père champain - Les salaisons reginales,323397031198,,,['Les salaisons reginales'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Napolitain - Rohan,3273072913029,,,['Rohan'],['France'],[],[],?,525,2197 kj(525 kcal),24,24,33,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,La Bee Nouzz - Brasserie Mappiness,3760281990274,,,['Brasserie Mappiness'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Arachides en coques grillées - La Vie Claire,3226191016474,,,['La Vie Claire'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Mayonnaise bio pour tous - Le bio pour tous - 325,3760295170761,,325,['Le bio pour tous'],['France'],[],[],3094,752,3094 kj(752 kcal),"82,8","11,8","0,1","0,1","1,8","1,2","0,48",,"['Epicerie', 'Sauces', 'Mayonnaises', ""Mayonnaises à l'huile de tournesol""]",,82.8 g,en quantité élevée,11.8 g,en quantité élevée,0.1 g,en faible quantité,1.2 g,en quantité modérée,,+30%,+26%,+32%,+69%,-96%,-91%,+57%,+6%,+6%,24,+31%,E,+31%,,C,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['en:bio'],,['Verre'],,,,,
667,Violette - Lucien,3330720012258,,,['Lucien'],['France'],[],[],?,387,1619 kj(387 kcal),"0,5","0,3",97,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Kitkat au matcha - Nestlé - 135g,,Kitkat au matcha,135 g,['Nestlé'],['France'],[],[],2720,650,2720 kj(650 kcal),38,35,60,60,2,"0,4","0,16",,"['Biscuits et gâteaux', 'Gâteaux']",,38 g,en quantité élevée,35 g,en quantité élevée,60 g,en quantité élevée,0.4 g,en quantité modérée,+60%,+61%,+62%,+95%,+359%,+21%,+115%,-63%,-34%,-34%,29,+62%,E,+62%,,,,,,,,,,,,['Sachet'],['Japon'],['4902201171069'],,,
669,Classic - Yogi Tea,401284402553,,,['Yogi Tea'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Petits pois - Cora,3257987492497,,,['Cora'],['France'],[],[],?,86,360 kj(86 kcal),"0,7","0,2",12,"4,6","5,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,muesli petit épeautre framboises - celnat,327312002104,,,['Celnat'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Confiture - Marmit potes,3770010524137,,,['Marmit potes'],['France'],[],[],?,100,418 kj(100 kcal),"0,2","0,1","40,2","36,3","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,format familial biscotte au froment - carrefour,560070825219,,,['Carrefour'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,sardines entières surgelées - pavillon france,760121993762,,,['pavillon france'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Aluminium,3232763510206,,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,tisane aux plantes - le crétin des Alpes,3770008919587,,,['le crétin des Alpes'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Velouté tomates basilic - Saint Eloi,325039178560,,,['Saint Eloi'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Kurun - Brasserie Kerampont,3770013310065,,,['Brasserie Kerampont'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,montagny 1er cru - domaine de la guiche,3330548001014,,,['domaine de la guiche'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,melange 4 huiles - carrefour classic\',270190130468,,,"[""carrefour classic\\'""]",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Vinaigre de vin de xeres - pommery,263137783117,,,['Pommery'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Petits pois carottes Mima,3760284350181,,,['Mima'],['France'],[],[],?,50,209 kj(50 kcal),"0,3","0,1","7,6","3,9","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Mimolette - Pâturage,9001101693017,,,['Pâturage'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,kabuse cha midori - PALIS des thés,2700311001045,,,['PALIS des thés'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Babybel x6,9053181075955,,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Energy gums - Oversims,3700153113134,,,['Oversims'],['France'],[],[],?,92,385 kj(92 kcal),?,,23,22,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Lentilles noires - EARL La Croisette,3760214530218,,,['EARL La Croisette'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Cinsault Afrique du sud - Alexandre Montmirel,3211200142088,,,['Alexandre Montmirel'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,confiture fraise extra - vergers des alpilles,3452200009550,,,['vergers des alpilles'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Fagoottini sauce forestières - Seazon,3701456310404,,,['Seazon'],['France'],[],[],?,149.473684210526,625 kj(149 kcal),"7,053","2,579","15,421","1,816","4,474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,ferme des aulnays,356057000017,,,['ferme des aulnays'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Merlot - Gerard Bertrand,0501141887487,,,['Gerard Bertrand'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,La Vache quit rit - La Vache Qui Rit,3073781099720,,,['La Vache Qui Rit'],['France'],[],[],?,240,1004 kj(240 kcal),"20,667",,"7,333",,"7,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Eleonore - Cristaline,1480700280411,,,['Cristaline'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,100% orange pressé - Tropicana,3502110002440,,,['Tropicana'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Friture croustillante - Révillon,3110245303136,,,['Révillon'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Saucisse sécher au noisettes,3034910302012,,,,['France'],[],[],?,360,1506 kj(360 kcal),25,9,"1,8","1,6",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Harpagophytum Extra Fort - 30 Gélules - Essence Pure,3760152682185,,,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Oméga 3 - Fruit d ´Or,719200082304,,,['Fruit d ´Or'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Maryland Chosdsdsdc Chip - dd,317568185200000001702,,,['Dd'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Ourson au chocolat NAT,1645448812885,,,"['NAT', 'Nestlé']",['France'],[],[],?,?,,?,,?,,?,,,,"['en:Gâteaux', 'en:céréales']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""en:ingrédients d'origine naturelle"", 'en:sans arôme artificiel', 'en:sans colorant', 'en:sans huile de palme']",,,,,,,
702,"Yaourt sucré, aux fruits, enrichi en calcium et vitamine D. - Yoplait - 1000g",3329770041240,"Yaourt sucré, aux fruits, enrichi en calcium et vitamine D.",1000 g,"['Yoplait', 'Calin +']",['France'],"['Yaourt ', 'LAIT écrémé à base de poudre de LAIT - LAIT écrémé - CREME - Poudre de LAIT écrémé - Ferments LACTIQUES ', 'LAIT', ' - Sucre 9', '4% - Fruits 5% : Abricot ou Fraise ou Framboise ou Pêche - Citrate de calcium - Amidon transformé de maïs - Colorants : Anthocyanes', 'Caroténoïdes - Arômes - Epaississants : Carraghénanes', ""Gomme guar - Correcteurs d'acidité : Acide citrique"", 'Citrates de sodium - Vitamine D', "" LAIT d'origine France"", ""- LAIT D'ORIGINE FRANCE""]",['Non végétalien'],400,95,400 kj(95 kcal),"2,7","1,8","13,1","12,9","3,3","0,13","0,052",['Lait'],,4,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E163 - Anthocyanes', 'E160 - Caroténoïdes', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",,,,,,,,,,,,,,,,
703,Fromage frais sucré aux fruits - Yoplait - 1200g,3329770059504,Fromage frais sucré aux fruits,1200 g,"['Yoplait', 'Petits filous pots']",['France'],"['Fromage frais au LAIT demi-écrémé ', 'LAIT écrémé et CREME pasteurisés - Ferments LACTIQUES ', 'LAIT', ' - Sucre 5', '7% - Fruits 5% ', 'pêche ou banane ou abricot ou fraise ou framboise ou fruits rouges ', 'fraise', 'cerise', 'mûre', ' - Fructose 2', ""9% - Jus de carotte - Amidon de maïs - Jus de citron - Jus de potiron - Arômes naturels - Concentré des minéraux du LAIT - Vitamine DLAIT d'origine France"", ""- LAIT D'ORIGINE FRANCE""]",['Non végétalien'],396,94,396 kj(94 kcal),"2,4","1,6","11,9","11,4","5,3","0,12","0,048",['Lait'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,"Dessert lacté aux fruits, aromatisé - Yoplait - 250g",3329770061927,"Dessert lacté aux fruits, aromatisé",250 g,"['Yoplait', 'Panier premium']",['France'],"['LAIT écrémé à base de poudre de LAIT - LAIT écrémé - CREME - Rhubarbe 10% - Sucre 8', '7% - Fraise 6', '6% - Eau - Amidon transformé de manioc et de maïs - Poudre de LAIT écrémé - Epaississants : Carraghénanes', 'Pectine - Jus de citron - Concentré des minéraux du LAIT - Arômes naturels - Colorant : Cochenille - Ferments LACTIQUES ', 'LAIT', "" LAIT D'ORIGINE FRANCE""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",491,117,491 kj(117 kcal),6,4,"12,4","11,1","2,3","0,09","0,036",['Lait'],,4,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E120 - Acide carminique']",,,,,,,,,,,,,,,,
705,"Spécialité laitière sucrée aux fruits à base de Fromage Frais, aromatisée (enrichie en vitamine D) - Yoplait - 300ml",3329770062382,"Spécialité laitière sucrée aux fruits à base de Fromage Frais, aromatisée (enrichie en vitamine D)",300 ml,"['Yoplait', 'Petits filous pots']",['France'],"['Fromage frais au LAIT demi-écrémé 79', '4% ', 'LAIT écrémé et CREME pasteurisés - Ferments LACTIQUES ', 'LAIT', ' - Sucre 5', '7% - Eau – Fruits 5% ', 'Framboise ou Fraise', ' - Jus de carotte - Fructose 1', ""5% - Amidon de maïs - Jus de citron - Concentré des minéraux du LAIT - Arômes naturels - Vitamine D LAIT D'ORIGINE FRANCE""]",['Non végétalien'],370,88,370 kj(88 kcal),"2,4","1,6","10,4","9,9","5,3","0,12","0,048",['Lait'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
