,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,allergens,nova_score,traceability_code,generic_name,ingredients_origins,markets,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,additives,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,link,palm_ingredients,brand_owner,origin_detail,producer_info
378,Chips de sarrasin beurre demi-sel - Un Amour de Crêpe - 80g,291016,['France'],"['Eau', 'farine de blé noir', 'farine de froment ', 'blé', 'huile de tournesol', 'sel', 'œufs entiers pasteurisés', 'sucre', 'beurre demi-sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,218,912 kj(218 kcal),"6,1","0,8",34,"2,4","6,3","1,9","0,76","['Sans colorants', 'Sans conservateurs']",['Un Amour de Crêpe'],,80 g,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de sarrasin']",6.1 g,en quantité modérée,0.8 g,en faible quantité,2.4 g,en faible quantité,,-58%,-58%,-79%,-74%,-37%,+2%,+10%,,,,,,,,['sachet plastique'],,['Gluten'],3,,,,,1.9 g,en quantité élevée,+43%,+43%,,7,-40%,C,-40%,,,,,
379,Oeufs - U Bio - x15,15237958,['France'],['oeufs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,140,586 kj(140 kcal),"9,8","2,6",0,0,13,"0,31","0,124","['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore A', 'AB Agriculture Biologique']",['U Bio'],B,x15,"[""Produits d'élevages"", 'Œufs']",9.8 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,,+6%,+5%,+4%,+8%,-100%,-100%,+6%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,['Œufs'],1,,,['France'],,0.31 g,en quantité modérée,+18%,+18%,,-1,,A,,,,,,
380,Sirop de framboise-passion,3265261478044,['France'],[],[],?,0,0 kj(0 kcal),0,0,"70,8","70,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Le beurrier doux,3412290019391,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,8719238019549,8719238019549,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,"Confiture l automnale figues, agrumes et noix",3760012032914,['France'],[],[],?,266,1113 kj(266 kcal),"1,99","0,19",63,61,"1,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Miel de sarrasin - Miellerie de la Violette,3770009370103,['France'],[],[],?,?,,?,,?,,?,,,,['Miellerie de la Violette'],B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sarrasin']",,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,
385,Confiture 3 fruits - 250g,3308790002950,['France'],[],[],?,?,,?,,?,,?,,,,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Guimauve fantaisie,3395503090267,['France'],[],[],?,355,1485 kj(355 kcal),0,0,86,52,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Soft nougat,8713800138010,['France'],[],[],?,418,1749 kj(418 kcal),12,"3,9",71,57,"5,7","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Get Up,6194000530033,['France'],[],[],?,1368.49,5726 kj(1368 kcal),"8,6","4,73","59,36","36,81","3,44","2,43","0,972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Da il gigante pesto senz'aglio,8023797052252,['France'],[],[],?,624,2611 kj(624 kcal),64,12,"0,7","0,5",10,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Eierspatzle,4061458240031,['France'],[],[],?,164,686 kj(164 kcal),"3,1","0,6",27,"0,5","6,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Sucre,3220033072004,['France'],[],[],?,396,1657 kj(396 kcal),0,0,99,99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Biere blanche de la plaine,3760246400046,['France'],[],[],?,?,,?,0,?,0,?,,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']",,,,,,,,,,,-100%,,-100%,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,
393,Graines de Chanvre,3700146212264,['France'],[],[],?,594,2485 kj(594 kcal),49,"4,9",6,"2,8",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Pukka Revital Tee Bio BTL 20 STK,5060229014016,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Pomme coquelicot jus bio finement pétillant,3760257991410,['France'],[],[],?,42.7,179 kj(42 kcal),"0,14","0,1","9,8","9,4","0,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Panier de Yoplait,3329770078116,['France'],[],[],?,46,192 kj(46 kcal),"0,1","0,1","5,7","5,4","4,5","0,17","0,068",,['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Noisettes hachees sucrees,3275925118551,['France'],[],[],?,590,2469 kj(590 kcal),"43,5","3,2","35,8","33,5","10,5","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Cerneaux de noix,8412270704014,['France'],[],[],?,655,2741 kj(655 kcal),"65,21","13,71","13,71","2,61","15,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Kombucha framboise,5600961132021,['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,9","5,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Danup,6194003804070,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Le pâté au piment d’Espelette,3760082244149,['France'],[],[],?,218,912 kj(218 kcal),15,"5,4",1,"0,5",19,"0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Pennes à la carbonara - Entre nous - 1kg,3512030018001,['France'],[],[],?,159,665 kj(159 kcal),"7,5","3,9","16,6","1,7","5,8","0,78","0,312",,['Entre nous'],,1 kg,"['Plats préparés', 'Plats à base de pâtes']",7.5 g,en quantité modérée,3.9 g,en quantité modérée,1.7 g,en faible quantité,,-12%,-11%,+19%,+60%,-21%,-30%,-22%,,,,,,,,['sachet plastique'],,,,,,,,0.78 g,en quantité modérée,-14%,-14%,,4,+8%,C,+8%,,,,,
403,Capperi di Racale al sale marino integrale,8033891010010,['France'],[],[],?,46,192 kj(46 kcal),"1,1","0,2",5,"0,4","2,4",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Olives vertes dénoyautées basilic,3466402500178,['France'],[],[],?,130,544 kj(130 kcal),"13,8","2,6","0,4",0,"1,1","3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Pizza,0201007057077,['France'],[],[],?,224,937 kj(224 kcal),11,"6,5",16,"1,1",15,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Échalolion - Intermarché - 500g,3250392265571,['France'],[],[],?,?,,?,,?,,?,,,,"['Intermarché', 'Mon Marché Plaisir']",A,500g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons', 'Échalotes']",,,,,,,,,,,,,,,63.3%,0.0%,0.0%,18.1%,12.8%,5.8%,98,['Filets'],['France'],,,"['EMB 60216', 'Erquinvillers (Oise, France)']",,,['Intermarché'],,,,,,,,,,,,,,
407,Sel culinair,3183280011090,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,"Moelleux Chocolat, Sarrasin toasté - Gerlinéa - 46g",3175681272101,['France'],"['Farine complète de BLE 24,9%', 'huile de colza', 'concentré de poire', 'sirop de BLE', 'sarrasin décortiqué grillé 5,9%', 'GLUTEN de BLE', 'fibres végétales ', 'pois chiche', 'maïs', 'pépites de chocolat 5% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithines de SOJA', 'farine de BLE', 'protéines de SOJA ', 'émulsifiant : lécithines de SOJA', 'fibre de BLE', 'émulsifiant : lécithines de colza', 'cacao maigre en poudre', 'jus concentré de citron', 'arôme naturel', 'sel de mer', ""poudre à lever : carbonates d'ammonium"", '\rFabriqué dans un atelier qui utilise des FRUITS A COQUE', 'du LUPIN', ""de l'OEUF"", 'du LAIT et du SESAME']",['Non végétalien'],?,408,1707 kj(408 kcal),15,2,50,16,14,"0,22","0,088","['Nutriscore', 'Nutriscore A']",['Gerlinéa'],C,46 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",15 g,en quantité modérée,2 g,en quantité modérée,16 g,en quantité élevée,,-14%,-14%,-28%,-80%,-22%,-46%,+115%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Carton'],,"['Gluten', 'Soja']",4,,,,,0.22 g,en faible quantité,-63%,-63%,"['E322i - Lécithine', ""E503 - Carbonates d'ammonium""]",-1,-105%,A,-105%,,,,,
409,Royal Cheese McDonald's,6040008000088,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Nuggets de poulet,3435660782893,['France'],[],[],?,206,862 kj(206 kcal),"7,8",1,17,"0,5",16,1,"0,4","['Viande Française', 'Volaille Française']",,D,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",7.8 g,en quantité modérée,1 g,en faible quantité,0.5 g,en faible quantité,,-8%,-8%,-30%,-50%,+1%,-62%,+25%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,,,,,,,1 g,en quantité modérée,-15%,-15%,,1,-73%,B,-73%,,,,,
411,Terrine de Canard à l'Armagnac,3432770042893,['France'],[],[],?,354,1481 kj(354 kcal),34,12,0,0,12,"1,6","0,64",['Point Vert'],,E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",34 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,,+16%,+16%,+29%,+26%,-100%,-100%,-15%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,1.6 g,en quantité élevée,+5%,+5%,,21,+17%,E,+17%,,,,,
412,Paquìta tortilla gusto chili,8002183011806,['France'],[],[],?,478,2000 kj(478 kcal),21,2,64,"1,6","5,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Antipasti grecs,2006050031924,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,La fornaia,8014941052556,['France'],[],[],?,468,1958 kj(468 kcal),"19,4","2,9","62,7","2,81","9,1","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Fruits à la liqueur,3180331549304,['France'],[],[],?,177,741 kj(177 kcal),"0,11","0,02","20,7","19,7","0,5",8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Carambar caraMoellow,3664346329323,['France'],[],[],?,398,1665 kj(398 kcal),11,"6,8",68,62,"5,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Noisettes caramelises,0219707013781,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Belle-Fleur - De Dochter van de Korenaar - 33cl,5407005040034,['France'],[],[],?,?,,?,,?,,?,,,,['De Dochter van de Korenaar'],C,33 cl,"['Boissons', 'Boissons alcoolisées', 'Bières', ""Bières spéciales à 5° d'alcool""]",,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Canette'],,,,,,,,,,,,,,,,,,,,,
419,Escalope à l italienne,2691357030116,['France'],[],[],?,127,531 kj(127 kcal),"3,3","1,4","7,9","0,8",16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,La chips bio sel et vinaigre,3497917002802,['France'],[],[],?,546,2284 kj(546 kcal),35,"2,8",50,"0,6",5,"1,8","0,72","['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Amandes completes Espagne,0200030038831,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,04725013,04725013,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Saucisson du marin,0276182065605,['France'],[],[],?,342,1431 kj(342 kcal),23,"9,9","0,7","0,3",33,"5,3","2,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Pizza Légumes du soleil - Les Chefs du Bio,3175681268739,['France'],[],[],?,175,732 kj(175 kcal),"3,8","1,6",27,"2,4","6,8","1,5","0,6",,['Les Chefs du Bio'],,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",3.8 g,en quantité modérée,1.6 g,en quantité modérée,2.4 g,en faible quantité,,-24%,-24%,-55%,-59%,+0%,-18%,-34%,,,,,,,,,,,,,,,,1.5 g,en quantité modérée,+20%,+20%,,3,-61%,C,-61%,,,,,
425,Chips de Légumes Cora,2004356021199,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2 galettes,3413900004073,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Rillettes pur canard au fromage de chevre,3760248020396,['France'],[],[],?,350,1464 kj(350 kcal),32,12,"1,4",0,14,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Rillettes de Poulet Épicé,3770014066145,['France'],[],[],?,184,770 kj(184 kcal),11,2,1,1,21,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Limon sosu,8690816982854,['France'],[],[],?,26,109 kj(26 kcal),0,0,"6,47","2,45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Pappardelle,3760189070504,['France'],[],[],?,366,1531 kj(366 kcal),0,0,74,"14,7",11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Palais d'argile,0602435431413,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Mes boulettes cuisinées,3512690005250,['France'],[],[],?,176,736 kj(176 kcal),12,"4,6","2,9","0,5",15,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Pure maple syrup,95554495,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Salade Neptune,3342280895011,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Santa lucia light mozzarella,8000430131819,['France'],[],[],?,164,686 kj(164 kcal),9,"6,3","1,7","1,4",19,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Confiture ananas chia - Continente,5601312078180,['France'],[],[],?,209,874 kj(209 kcal),"0,5",0,50,"45,6","0,5",,,,['Continente'],D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",0.5 g,en faible quantité,0 g,en faible quantité,45.6 g,en quantité élevée,,-6%,-6%,+91%,-100%,-7%,-11%,-3%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,,,,,
437,All-in mix pour pain forestier foncé,5414657011046,['France'],[],[],?,90,377 kj(90 kcal),"3,9","0,7","3,9","2,5","8,8","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,3298656600522,3298656600522,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Fromage blanc de la ferme à la myrtille,3351790000105,['France'],[],[],?,127,531 kj(127 kcal),"12,7","5,7",14,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Pur jus pomme de la vallée du Rhône et fraise de France,3437340070412,['France'],[],[],?,42,176 kj(42 kcal),"0,5","0,1","9,9","9,2","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Olives noires entières à la grecque,2609831015221,['France'],[],[],?,346,1448 kj(346 kcal),"35,2","3,7","1,1","0,6","1,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Specialite de pruneau,2609922029984,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Fromage blanc de la ferme à la framboise,3351790000204,['France'],[],[],?,127,531 kj(127 kcal),"5,7",4,14,14,"4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Tourte Lorraine,,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Crème saveur praliné,3351790000150,['France'],[],[],?,134,561 kj(134 kcal),"6,4","4,1",16,16,"2,9","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Crème d’olive noire,3112220213089,['France'],[],[],?,155,649 kj(155 kcal),"15,9","1,73","1,98","0,27","1,02",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Émincées de poulet tikka,3435660782992,['France'],[],[],?,147,615 kj(147 kcal),"6,9","1,9","1,6","1,3",19,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.086.001 CE', 'Falleron (Vendée, France)']",,,,,,,,,,,,,,,,,
448,Filets d’anchois avec pistaches,8033726780163,['France'],[],[],?,218,912 kj(218 kcal),"12,5","2,2",0,0,"26,5","10,6","4,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Pruneaux agents solidaire coufidou,3328400126449,['France'],[],[],?,231,967 kj(231 kcal),"0,5","0,2","52,6","41,2","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Crostata al limone,8033162870039,['France'],[],[],?,374,1565 kj(374 kcal),"9,4","6,5",68,26,"3,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Les p’tits chocos,3273070021863,['France'],[],[],?,542,2268 kj(542 kcal),32,20,57,56,6,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,FUSEAU LORRAIN,0296299087185,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Le baulois,3760037820152,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Miel de Romarin,3760164751077,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Gassosa,8022966353107,['France'],[],[],?,38,159 kj(38 kcal),0,0,"9,1","9,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,keror - 750ml,3182285128079,['France'],"['Apple Juice made from concentrate ', '84%', ',pomegranate juice made from concentrate ', '15%', ',elderberry juice made from concentrate', 'carbone dioxde', 'citric acid']",[],?,?,,?,,?,,?,,,,['Keror'],,750ml,['en:Boissons'],,,,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,,,,['E330 - Acide citrique'],,,,,,,,,
457,Fois gras de canard entier,3760233950639,['France'],[],[],?,544,2276 kj(544 kcal),"56,1","23,6",22,"0,9","7,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Cordon blu vegetale,8027890009700,['France'],[],[],?,248,1038 kj(248 kcal),13,"1,3",17,"1,5",13,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Marsh mallow,0194961000602,['France'],[],[],?,320,1339 kj(320 kcal),10,"0,1",79,75,"3,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Les minis vanille,3222477727342,['France'],[],[],?,299,1251 kj(299 kcal),17,12,34,30,"2,4","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Gummy bears,8719189155242,['France'],[],[],?,332,1389 kj(332 kcal),"0,2","0,2","77,1","5,8","5,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Crêpes du hinglé,3412850000005,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Purée pomme banane,3770003987529,['France'],[],[],?,63.6,266 kj(63 kcal),"0,1",0,"14,3","11,76","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Le grandeur nature poire,3760136840167,['France'],[],[],?,55,230 kj(55 kcal),"0,5","0,1",13,11,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,?liwki W Czekoladzie Solidarno 350G,5900189008673,['France'],[],[],?,434,1816 kj(434 kcal),18,11,62,60,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Malaga,5900102024018,['France'],[],[],?,466,1950 kj(466 kcal),22,13,60,57,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Sauce Fines Herbes,3592860015869,['France'],[],[],?,600,2510 kj(600 kcal),64,"5,6","4,2",4,"1,2","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Agar agar,3770001220581,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Graines de tournesol bio,3270720021679,['France'],[],[],?,670,2803 kj(670 kcal),62,7,"4,6","2,3",20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,boisson Énergisantes,165700317,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Cubanisto,15913760,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Choc tablet,5310206008775,['France'],[],[],?,538,2251 kj(538 kcal),"29,9","26,7","63,6","57,7","3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Confiture de kiwi,37602278441111,['France'],[],[],?,167.30000305176,700 kj(167 kcal),"0,3","0,1","42,7","38,1",1,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Bulles de fruit citron touche de citron vert,3068320125862,['France'],[],[],?,14,59 kj(14 kcal),"0,5",0,"2,9","2,9","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Mejillones sel pacifico en escabeche,8436007954855,['France'],[],[],?,288,1205 kj(288 kcal),26,"4,4","3,2",0,11,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Soan papdi,5060202810543,['France'],[],[],?,550,2301 kj(550 kcal),30,17,60,50,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Buco pandan,4806516808613,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
