,name,bar_code,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,manufacturing,link,markets,allergens,ingredients_origins,traceability_code,palm_ingredients,producer_info,brand_owner,origin_detail
426,GRISBI sans gluten au chocolat - Matilde Vincenzi - 150g,8000350005771,150 g,"['Carta', 'Plastica']",['Matilde Vincenzi'],,['en:gluten-free'],"['France', 'Italie']","['Zucchero', 'oli vegetali di girasole e cocco', 'farina di riso:amido di mais', 'cacao in polvere 9%', 'fecola di patate', 'uova ', 'burro di cacao', 'amido modificato', 'proteine del latte ', 'cioccolato fondente nella crema 2,5% ', 'pasta di cacao', 'zucchero', 'cacao in polvere', 'nocciole in pasta', 'emulsionante: lecitina di girasole', 'sale', 'agenti lievitanti: carbonato acido di sodio', 'carbonato acido di ammonio', 'aromi,']","['E14XX - Amidons modifiés', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",['Non végétalien'],4,,,,,,,,,?,506,2117 kj(506 kcal),"25,7","8,8",63,"36,7","4,3","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,Frolle ripiene di morbida crema al cioccolato,['Italia'],,,"['Œufs', 'Lait', 'Fruits à coque']",['Italie'],,,,,
427,Choco & Milk Cereals - Loacker - 100g (4 * 25g e),8000380004072,100 g (4 * 25 g e),"['Carton', 'boîte', 'Plastique']",['Loacker'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées']","['Point Vert', 'Fabriqué en Italie', 'Sans colorants', 'Sans conservateurs']",['France'],"['Barre de gaufrette au chocolat au lait ', '27%', ' avec de la crème au lait ', '58%', ' et crispies de céréales ', '3%', ' Ingrédients: huile de coco', 'sucre', 'farine de froment', 'lait entier en poudre 11%', 'sirop de glucose', 'lait écrémé en poudre 8%', 'lactosérum en poudre ', 'lait', 'beurre de cacao', 'pâte de cacao', 'farine de soja', ""extrait de malt d'orge"", 'noisettes', 'émulsifiant lécithines de soja', 'cacao maigre', 'poudres à lever ', 'carbonate acide de sodium', 'diphosphate disodique', 'sel', 'farine de épeautre', 'épices', 'gousses de vanille Bourbon', ' Peut contenir des arachides et des amandes', ' Tenir au frais et au sec', "" PRODUIT D'ITALIE""]","['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']",['Non végétalien'],4,31 g,en quantité élevée,24 g,en quantité élevée,35 g,en quantité élevée,0.39 g,en quantité modérée,2242,537,2242 kj(537 kcal),31,24,53,35,"9,8","0,39","0,156",24,E,,-1%,+6%,+5%,+9%,+54%,-6%,-20%,+43%,+42%,+42%,-2%,-2%,,,,,,,,Barre de gaufrette au chocolat au lait (27%) de la crème au lait (58%) et crispies de céréales (3%).,['Italie'],https://www.loacker.com/int/en/products/product-category/product-detail/relproduct/choco-snacks/choco/choco-milk-cereals/,['Auchan'],"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,
428,Kinder chaussette - 290g,8000500125885,290 g,['Boite'],"['Kinder', 'Ferrero']",,,['France'],"['KINDER CHOCOLAT:chocolat supérieur au LAIT 40% ', 'sucre', 'LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [SOJA]', 'vanilline', 'sucre', 'LAIT écrémé en poudre', 'huile de palme', 'BEURRE concentré', 'émulsifiants : lécithines [SOJA]', 'vanilline', '# KINDER BUENO Chocolat au LAIT 31,5 % ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'LAIT écrémé en poudre', 'BEURRE concentré', 'émulsifiants: lécithines [SOJA]', 'vanilline', 'sucre', 'huile de palme', 'farine de FROMENT', 'NOISETTES broyées 10,8%', 'LAIT écrémé en poudre', 'LAIT en poudre', 'chocolat noir ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants: lécithines [SOJA]', 'vanilline', 'cacao maigre', 'émulsifiants: lécithines [SOJA]', 'poudres à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'sel', 'vanilline', ' # KINDER COUNTRY Chocolat supérieur au LAIT 33,5% ', 'sucre', 'beurre de cacao', 'LAIT en poudre', 'pâte de cacao', 'émulsifiants : lécithines [SOJA]', 'vanilline', 'sucre', 'LAIT écrémé en poudre', 'huile de palme', 'BEURRE concentré', 'ORGE', 'riz', 'FROMENT', 'EPEAUTRE', 'émulsifiants : lécithines [SOJA]', 'sarrasin', 'vanilline# KINDER MAXI Chocolat supérieur au LAIT 40% ', 'sucre', 'LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [SOJA]', 'vanilline', 'sucre', 'LAIT écrémé en poudre', 'huile de palme', 'BEURRE concentré', 'émulsifiants : lécithines [SOJA]', 'vanilline']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]","['Huile de palme', 'Non végétalien']",4,,,,,,,,,2342,561,2342 kj(561 kcal),"33,8","21,9","54,9","49,1","8,6","0,275","0,11",,,,,,,,,,,,,,,,,,,,,,,Assortiment bonbons chocolat et fines gaufrettes,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,['Huile de palme'],,,
429,mini eggs - Kinder - 100g,8000500196809,100 g,"['Sachet', 'Plastique']","['Kinder', 'Ferrero']",,,['France'],[],,[],,,,,,,,,,?,583,2439 kj(583 kcal),"37,2",22,"52,4","52,1",8,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Kinder Brioss Pesca - Ferrero,8000500283424,,"['Sachet', 'Plastique']",['Ferrero'],"['Snacks', 'Snacks sucrés']",,['France'],[],,[],,8.1 g,en quantité modérée,1.3 g,en faible quantité,30 g,en quantité élevée,0.223 g,en faible quantité,?,350,1464 kj(350 kcal),"8,1","1,3","59,3",30,"7,8","0,223","0,089",11,D,,,-22%,-22%,-60%,-87%,+3%,-15%,+31%,-41%,-41%,-42%,-42%,,,,,,,,,,,,,,,,,,
431,Mattinale,8000590317115,,,,,,['France'],[],,[],,,,,,,,,,?,456,1908 kj(456 kcal),17,"1,9",61,15,11,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Confiture a l'abricot - Il Viaggiator Goloso,8000633019228,,,['Il Viaggiator Goloso'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,43 g,en quantité élevée,0.1 g,en faible quantité,?,185,774 kj(185 kcal),0,0,44,43,"0,6","0,1","0,04",8,C,B,,-16%,-16%,-100%,-100%,-17%,-15%,+20%,+355%,+355%,-11%,-11%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,
433,Bongrinature - La Buona Terra,8000781007238,,,['La Buona Terra'],,"['Bio', 'Bio européen', 'IT-BIO-007', 'AB Agriculture Biologique']",['France'],[],,[],,,,,,,,,,?,423,1770 kj(423 kcal),"9,4","1,4",71,"1,9",12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Grandlli Parmigiano Reggiano,8000781009065,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,['France'],[],,[],,8.8 g,en quantité modérée,5.7 g,en quantité élevée,2.5 g,en faible quantité,2.1 g,en quantité élevée,?,410,1715 kj(410 kcal),"8,8","5,7",70,"2,5",13,"2,1","0,84",14,D,D,,+2%,+3%,-70%,-71%,+6140251%,,-60%,+31%,+31%,-16%,-16%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
435,Polenta,8000786100248,,,,,,['France'],[],,[],,,,,,,,,,?,353,1477 kj(353 kcal),"1,6","0,2",81,"0,5","7,3","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Polenta Taragna Precotta,8000846001010,,,,,,['France'],[],,[],,,,,,,,,,?,350,1464 kj(350 kcal),1,"0,16",78,"0,27",9,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Sandwich - Magnum,8000920585603,,,['Magnum'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets']",,"['France', 'Espagne']","['LECHE desnatada rehidratada', 'azúcar', 'grasa de coco', 'harina de TRIGO', 'suero de LECHE concentrado', 'pasta de cacao', 'jarabe de glucosa', 'trocitos de ALMENDRA ', '2%', 'jarabe de glucosa-fructosa', 'manteca de cacao', 'LECHE en polvo', 'MANTEQUILLA concentrada', 'cacao en polvo desgrasado""', 'emulgentes ', 'E471', 'E442', 'E476', 'estabilizantes ', 'E410', 'E412', 'E407', ' vainas de vainilla', 'sal', 'aromas', 'gasificantes ', 'E503', 'E500', 'colorante ', 'E160a']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E442 - Phosphatides d'ammonium"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E160a - Carotènes mélangés']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,16 g,en quantité modérée,10 g,en quantité élevée,26 g,en quantité élevée,0.25 g,en faible quantité,?,302,1264 kj(302 kcal),16,10,36,26,"4,7","0,25","0,1",18,D,,,+50%,+48%,+85%,+79%,+28%,+10%,+92%,+107%,+107%,+58%,+58%,,,,,,,,,,,,"['Gluten', 'Lait', 'Fruits à coque']",,,,,,
438,Brodo granulare verdure - Knorr - 150g,8001080019465,150 g,,['Knorr'],,['en:gluten-free'],"['France', 'Italie']",[],,[],,,,,,,,,,?,10,42 kj(10 kcal),0,0,2,"0,5",1,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Colombe Balocco Cuor D'oro Senza Uvetta Canditi,8001100063966,,,['Balocco'],,,['France'],[],,[],,,,,,,,,,?,413,1728 kj(413 kcal),18,"8,7",54,32,8,"0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Balocco Faccine,8001100064581,,,['Balocco'],,,['France'],[],,[],,,,,,,,,,?,465,1946 kj(465 kcal),18,"6,3",67,27,"7,3","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Colombe Balocco Cuor D'or Senza Canditi,8001100065571,,,['Balocco'],,['Fabriqué en Italie'],['France'],[],,[],,,,,,,,,,?,417,1745 kj(417 kcal),18,"8,7",55,32,8,"0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Pesto con Basilico Genovese DOP - COOP - 190g,8001120908094,190 g,,"['COOP', 'Clas']","['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",['Sans gluten'],"['France', 'Italie']","['PESTO CON BASILICO GENOVESE DOP SENZAAGLIO o Ingredienti: Basilico Genovese DOP ', 'olio di semi di girasole', 'olio extra vergine di Oliva 10%', 'anacardi', 'Grana Padano DOP ', 'latte', 'sale', 'caglio', 'conservante: lisozima da uovo', ' 6%', 'Pecorino Romano DOP ', 'latte ovino', 'sale', 'caglio', ' 4%', 'sale', 'pinoli 1%', 'correttore di acidità: acido lattico', 'antiossidante: acido ascorbico', ' Senza Glutine', ' Da consumarsi']","['E270 - Acide lactique', 'E300 - Acide ascorbique']","['Non végétalien', 'Non végétarien']",3,48 g,en quantité élevée,7.7 g,en quantité élevée,1.1 g,en faible quantité,2.3 g,en quantité élevée,?,472,1975 kj(472 kcal),48,"7,7","2,6","1,1","6,6","2,3","0,92",21,E,C,,+5%,+6%,+9%,+18%,-56%,-52%,+39%,-7%,-7%,+8%,+8%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,['Via Monte Pasubio 37 Chiusanico (IM) Italia'],,['Coop'],,,,,,,
443,Plumcake con yogurt - COOP,8001120931269,,,['COOP'],,,['France'],[],,[],,,,,,,,,,?,380,1590 kj(380 kcal),13,"2,8",58,34,"5,9","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Lasagne All'uovo - Agnesi,8001200046098,,,['Agnesi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,"['France', 'Espagne']","['INGflEDlEUTS ', 'T Pasta Ingrcdicn!i: stmola di gratio duro', 'uovo Ell Egg Wheat semolina', 'cggs FR Pâtes aux ceufs', ' Ingrédiëflt: Eict ES Pasta Al Ingredientes: Sèmcla De Trigo lluevos tll Eierpasta', 'Ingrcdiênten: griesmeel van harde tante en eiercn EIU tlaŒp0HHse rpynna A copr Cocrag rtpoÂyŒ: giga Lara 24 vecfiga Ha cpua Co!ussi SPA', 'Via Giovanni Spado:ini 5', '20141 ', '/tlanot 3A0 Pocc/î', '115582', '24t Tent +7 ', '495', ' Macca Herro: 500 RO Paste féinoasc cu oui', ' Ingrediente: din grâu dur', 'oui ', '19', '4%', 'Ase pistra spa!ii racoroasc si uscate', 'Produsin Italia pentru: Co!ussi via Œ 5 20141 in fabrica din Casa!ecne ', 'VR', 'Via t/iontale', '21/23 37052 Cantitate Imaginea de pc ambalaj are doat scop de a prcdusului*']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,3.5 g,en quantité modérée,1.2 g,en faible quantité,4 g,en faible quantité,0.1 g,en faible quantité,?,361,1510 kj(361 kcal),"3,5","1,2",67,4,14,"0,1","0,04",-3,A,,,+9%,+9%,+35%,+72%,+8%,+44%,+21%,-53%,-53%,,,,,,,,,,,,,,['Œufs'],,,,,,
445,Lasagna No 502 - De Cecco,8001250001757,,,['De Cecco'],,,['France'],[],,[],,,,,,,,,,?,357,1494 kj(357 kcal),"1,5","0,3",69,"3,4",14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Radiatori n 199 - De Cecco,8001250003652,,,['De Cecco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'it:Radiatori', 'en:radiatori pasta']",['Fabriqué en Italie'],"['Belgique', 'France']",[],,[],,1.5 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,0.01 g,en faible quantité,?,352,1473 kj(352 kcal),"1,5","0,3","69,2","3,4",14,"0,01","0,004",-1,A,,,+6%,+6%,-42%,-57%,+12%,+23%,+21%,-95%,-95%,,,,,,,,,,,,,['Delhaize'],,,,,,,
447,Classico olio extra vergine di oliva - De Cecco,8001250115058,,,['De Cecco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,"['France', 'Italie']",[],,[],,91.6 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,824,3448 kj(824 kcal),"91,6",14,0,0,0,0,0,6,C,D,,-4%,-4%,-4%,0%,,,,-100%,-100%,-2%,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,['Union européenne'],,,,,
448,De Cecco 083 Gnocch. sardi GR. 500 - 500g,8001250120830,500 g,,['De cecco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",['Fabriqué en Italie'],"['France', 'Italie']","['Et pasta dry slavt:/y at IOW temperatutes www', 'dececco', 'it 1 usti ct axa']",,[],,1.5 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,0 g,en faible quantité,?,351,1469 kj(351 kcal),"1,5","0,3",69,"3,4",14,0,0,-4,A,C,,-1%,-2%,-25%,-32%,-1%,+9%,+12%,-100%,-100%,,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,,,,,
449,Carciofini Condito Novella,8001364110536,,"['bocal en verre', 'couvercle métal.']",['Novella'],,['Arômes naturels'],['France'],"['S o L10 IN GREDIENTI: di semi di aceto di vino salèst', ' ed ed', 'e aromati', 'he', 'correttore di acidità: E330', 'cntiosidante• E300f escltatoredi E621', 'senape', 'aromi naturalit aglio', 'ARTISCHOCKEN GEWÜRZT IN ôL Weinessigt Salz Gewürze und KrâUter', 'Sâuerungsmittel: E330 Antioxidationsmittel• E300/ verstârker: E621', 'Senf', 'natürhche Aromen', 'knoblauch', 'SEASONfD ARTICHOKES IN OIL INGREDlfNTS: 63%', 'vine vinegcr', 'salt', 'spices and herbs acidity regulator: 830', 'antioxidant: [300', 'floyor enhanŒr: E621', ' mustard', 'natural flavors', 'gorhco']","['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",[],4,,,,,,,,,?,93,389 kj(93 kcal),"5,6","0,8","3,9","0,8","2,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,['Moutarde'],,,,,,
450,Risotto Perfetto Funghi Porcini - Gallo,8001420005813,,,['Gallo'],,,['France'],[],,[],,,,,,,,,,?,346,1448 kj(346 kcal),"1,1","0,4","75,2",2,"7,9","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Optimum - Yoga - 200ml,8001440114151,200ml,['Cartone'],['Yoga'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars']",['en:gluten-free'],"['France', 'Italie']","['purea e succo di pera', 'acqua zucchero', 'sciroppo di glucosio - fruttosio', 'acidificante acido citrico,aromi', 'vitamina C']",['E330 - Acide citrique'],[],4,0.1 g,en faible quantité,0 g,en faible quantité,12.6 g,en quantité élevée,0 g,en faible quantité,?,57,238 kj(57 kcal),"0,1",0,"13,5","12,6","0,2",0,0,17,E,,,+24%,+25%,-42%,-100%,+29%,+30%,-48%,-100%,-100%,+209%,+209%,,,,,,,,,['Italy'],,,,['Italie'],,,,,
452,Fior di frutta - Préparation aux figues - Rigoni di Asiago - 200g,8001505005035,200 g,,['Rigoni di Asiago'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']","['Bio', 'Végétarien', 'Bio européen', 'Kascher', 'Sans gluten', 'Agriculture non UE', 'Végétalien', 'DE-ÖKO-013', 'Agriculture UE', 'Agriculture UE/Non UE', 'IT-BIO-007']","['France', 'Pays-Bas']","['Figues* 60%', ' jus de pommes concentré""', 'gélifiant: pectine', ' *Biologique']",['E440 - Pectines'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0.03 g,en faible quantité,?,215,900 kj(215 kcal),0,0,52,48,0,"0,03","0,012",8,C,C,,-7%,-7%,-100%,-100%,-6%,-10%,-100%,+61%,+61%,-16%,-16%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,['Ekoplaza'],,,,,,,
453,Roll nocciola - Balconi,8001585002115,,,['Balconi'],,['Fabriqué en Italie'],['France'],[],,[],,,,,,,,,,?,359,1502 kj(359 kcal),"12,6","6,6",56,"36,1","5,1","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Roll max cappuccino - Balconi,8001585002160,,,['Balconi'],,,"['Australie', 'France']",[],,[],,,,,,,,,,?,399,1669 kj(399 kcal),"17,6","9,9","54,7","36,8","5,1","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,,
455,Boisson sans alcool à base de jus de fruits - San Benedetto,8001620005880,,,['San Benedetto'],,"['Sans gluten', 'Sans alcool', 'Sans conservateurs']",['France'],[],,[],,,,,,,,,,?,35,146 kj(35 kcal),0,0,"8,2","8,1","0,1","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Crema al cioccolato - Danone,8001630008703,,,['Danone'],,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",['France'],[],,[],,,,,,,,,,?,122,510 kj(122 kcal),3,"1,9",20,18,"3,3","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Datteri tunisia -,8001735004136,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Deglet Nour']","['en:gluten-free', 'Sans colorants']",['France'],"['dattes 99 3%', 'stabilisant : sirop de sorbitol 0,7%']",['E420ii - Sirop de sorbitol'],[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,?,322,1347 kj(322 kcal),"0,5","0,1",74,59,"3,2",0,0,8,C,C,,+10%,+10%,+56%,+45%,+10%,+2%,+40%,-100%,-100%,+89%,+89%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,['Tunisie'],,,,,
458,Riso - Scotti - 1kg,8001860257032,1kg,"['Cartone', 'plastica']",['Scotti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de variété japonica', 'Riz à grain médium', 'Riz pour risotto', 'Riz Carnaroli']",,['France'],"['Scotti Carnaroli RISO SUPERFINO CARNAROI,I / LONG GRAIN RICE / RIZ LONG GRAIN / IANGKORN SPITZF', 'NREIS 1 ARROZ GRANO LXRGO Conservate in 111000 fiesco e asciutto and dry place Store in a coo Conserver dans un fiais et sec Kiihl und trocken aufbewahren Conservar en lugar fresco y seco IISO scorrl s', 'llA', ' 27100 IA ANGELO SC', ""YI'TI"", ""I'I'AI,Y"", "" abililnento / Plant / Etablissetllent / 'IA"", ""VIA scoti'l"", '2/A ', 'ITAI', 'Y']",,[],,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,?,355,1485 kj(355 kcal),1,1,"79,9",1,"6,5",0,0,0,B,C,,+12%,+1%,-8%,+172%,+4%,+104%,-10%,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,
459,BiraghIGPetali sottili - biraghi - 80gr,8002004284020,80 gr,['Plastique'],['Biraghi'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['Sans conservateurs'],['France'],"['Lait thermisé', 'sel', 'présure', ' Produit et']",,['Non végétalien'],3,30 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,?,418,1749 kj(418 kcal),30,21,0,0,37,"1,8","0,72",17,D,D,,+27%,+28%,+13%,+18%,-100%,-100%,+81%,+38%,+38%,+24%,+24%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
460,Biraghini snack,8002004437259,,,,,['Sans conservateurs'],['France'],[],,[],,,,,,,,,,?,418,1749 kj(418 kcal),30,21,0,0,37,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Sparkling Fruit Beverages Chinotto Can - Sanpellegrino - 330ml,8002270896521,330 ml,,['Sanpellegrino'],,,"['France', 'Suisse']",[],,[],,,,,,,,,,?,47,197 kj(47 kcal),0,0,"11,1","11,1",0,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Ravioli - Pastifico Temporin,8002367016085,,,['Pastifico Temporin'],,,['France'],[],,[],,,,,,,,,,?,295,1234 kj(295 kcal),"7,9","5,8",43,2,13,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,['Œufs'],,,,,,
463,Mascarpone - Ambrosi,8002503402628,,,['Ambrosi'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à la crème', 'Mascarpone']","['Bio', 'Bio européen', 'IT-BIO-007']",['France'],"['organic pasteurized MILK cream', 'acidity regulator: lactic acid']",['E270 - Acide lactique'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,47.7 g,en quantité élevée,32.5 g,en quantité élevée,2.8 g,en faible quantité,0.06 g,en faible quantité,?,459,1920 kj(459 kcal),"47,7","32,5","2,8","2,8","4,7","0,06","0,024",13,D,C,,+20%,+21%,+22%,+20%,-10%,-8%,-5%,-36%,-36%,+9%,+9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,['Lait'],,,,,,
464,100% Blond Orange Juice,8002580028087,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,['France'],[],,[],,0.2 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0.005 g,en faible quantité,?,43,180 kj(43 kcal),"0,2",0,9,9,"0,6","0,005","0,002",2,C,D,,0%,-1%,+20%,-100%,-7%,-1%,-4%,-41%,-41%,-33%,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
465,Crackers integrali - Colussi S.p.A.,8002590045364,,,['Colussi S.p.A.'],,['en:palm-oil-free'],['France'],[],,['Sans huile de palme'],,,,,,,,,,?,430,1799 kj(430 kcal),11,"1,2",68,2,12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Sfogliatine,8002611002253,,,,,,['France'],[],,[],,,,,,,,,,?,524,2192 kj(524 kcal),28,14,61,30,6,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Mozzarella fiordilatte - Zanetti - 125g,8002710301431,125 g,,['Zanetti'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",,['France'],[],,[],,16 g,en quantité modérée,11 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,218,912 kj(218 kcal),16,11,11,"0,5",18,"0,5","0,2",9,C,D,,-16%,-16%,-23%,-21%,+968%,-34%,+7%,-26%,-26%,-12%,-12%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,['IT 03.157 CE'],,,,
