,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,link,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,palm_ingredients,traceability_code,ingredients_origins,brand_owner
58,Jambon sec de pays espagne - 0.250kg,3700118304126,E,,0.250 kg,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,['France'],[],,,[],,8.5 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,5 g,en quantité élevée,?,,203,-13%,849 kj(203 kcal),-14%,"8,5",-34%,3,-38%,"0,5",-15%,0,-100%,31,+7%,5,-0%,2,-0%,14,-16%,D,-16%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,"['FR 12.063.025 CE', 'Cavalerie (Aveyron, France)', 'EMB 12063C', 'Cavalerie (Aveyron, France)']",,
59,Poulet rôti cuit du jour,0200801051823,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
60,Seasoning for Twice Cooked Pork,6926410330015,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,390,,1632 kj(390 kcal),,33,,6,,14,,7,,7,,"9,6",,"3,84",,,,,,,,,,,,,,,,,,
61,Confiture 4 FRUITS ROUGES - Val de Sournia - 330g,3362530000347,,,330 g,,['Val de Sournia'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,
62,Batz : Rooibos bio aux algues - Baronny's,3700496320046,,,,,"[""Baronny's""]",,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,
63,Echine,0204087040342,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
64,Bûche nougat framboise,3528161505969,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,178,,745 kj(178 kcal),,"5,5",,"2,6",,"30,2",,"26,2",,"1,7",,"0,09",,"0,036",,,,,,,,,,,,,,,,"['EMB 35360C', 'Vitré (Ille-et-Vilaine, France)']",,
65,Le batonnet Moelleux - Fleury Michon,3302746071021,E,,,"['sous vide', 'Frais']",['Fleury Michon'],"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Batonnets de poisson']",,,['France'],"['Chair de poisson ', '38%', 'eau', 'amidons ', 'dont blé', ' ', '9,7%', ""blanc d'œuf réhydraté "", '5,2%', 'huile de colza ', '4,3%', 'sucre ', '2,8%', 'sel ', '1,7%', 'arômes naturels ', 'contient crustacés', 'mollusques', 'poissons', ' ', '0,9%', 'colorant: extrait de paprika ', '0,03%']",['E160c - Extrait de paprika'],"['Crustacés', 'Poisson', 'Mollusques']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,4.5 g,en quantité modérée,0.4 g,en faible quantité,2.8 g,en faible quantité,1.8 g,en quantité élevée,?,,0,-100%,0 kj(0 kcal),-100%,"4,5",-42%,"0,4",-64%,"11,2",-24%,"2,8",+57%,"7,5",-29%,"1,8",+61%,"0,72",+61%,3,+45%,C,+45%,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,['Sans arômes artificiels'],['France'],,"['FR 85.051.005 CE', 'Chantonnay (Vendée, France)']",,
66,Chocolat au lait 28% de cacao - Flying Tiger - 60g,0200030115662,E,Chocolat au lait 28% de cacao,60 g,['Plastique'],['Flying Tiger'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,['Flying Tiger'],['France'],"['Sucre', 'lait entier en poudre', 'pâte de cacao', 'beurre de cacao', 'poudre de lactosérum ', 'lait', 'émulsifiant ', 'E322 ', 'soja', 'arôme']",['E322 - Lécithines'],"['Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,26 g,en quantité élevée,0 g,en faible quantité,59 g,en quantité élevée,0.25 g,en faible quantité,2144,-6%,?,,2144 kj(512 kcal),-7%,26,-25%,0,-100%,61,+18%,59,+20%,"6,5",-9%,"0,25",+7%,"0,1",+7%,17,-33%,D,-33%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Fabriqué en Italie'],['Italie'],,,,
67,Amaretti moelleux,8058180150857,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,438,,1833 kj(438 kcal),,"18,2",,"2,5",,57,,51,,11,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,
68,Nussvoll - Corny,4011800559915,,,,,['Corny'],,,,['France'],[],,,[],,,,,,,,,,?,,529,,2213 kj(529 kcal),,"32,5",,"8,1",,"41,6",,"21,7",,15,,"0,29",,"0,116",,,,,,,,,,,,,,,,,,
69,Chicken and Liver Dinner Pâté Style,0811241014325,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,113,,473 kj(113 kcal),,5,,0,,0,,0,,9,,0,,0,,,,,,,,,,,,,,,,,,
70,Deluxe mix body fuel,9416050538416,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,571,,2389 kj(571 kcal),,"51,3",,"6,9",,"17,5",,"9,1",,17,,"0,09",,"0,036",,,,,,,,,,,,,,,,,,
71,Deluxe mix,9416050538317,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,471,,1971 kj(471 kcal),,"30,1",,"3,4",,"35,8",,"27,4",,"13,8",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,
72,TimTam,8886015427139,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
73,Salam Peles,5941460009392,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,502,,2100 kj(502 kcal),,46,,"16,1",,2,,"0,8",,20,,"4,5",,"1,8",,,,,,,,,,,,,,,,,,
74,Fitness,3377390325011,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,368,,1540 kj(368 kcal),,"1,8",,"0,6",,75,,11,,"9,4",,"0,95",,"0,38",,,,,,,,,,,,,,,,,,
75,Gelée de Fraise - Les Confitures au Chaudron - 360g,3505510000900,D,,360 g,"['Bocal', 'Verre', 'Métal']",['Les Confitures au Chaudron'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de fraises']",,,['France'],"['Jus de fraise', 'sucre', 'jus de citron', 'agar-agar']",['E406 - Agar-agar'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,?,,?,,,,?,,,,60,0%,,,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,
76,Confiture de Lait Caramel Beurre Salé - La Ferme d'Edmée - 310g,3542370000855,B,,310 g,"['Bocal', 'Verre']","[""La Ferme d'Edmée""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",,,['France'],"['Lait de Savoie AOC', 'sucre', 'arôme caramel beurre salé ', '1%']",,['Lait'],['Non végétalien'],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,"['Sans colorants', 'Sans conservateurs']",,,,,
77,Veau fermier,0205095064221,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
78,Sorbet Plein Fruit - Leader Price,3291785400414,C,,,,['Leader Price'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets']",,['Leader Price'],['France'],"['Purée de Litchi ', '47%', 'eau', 'sucre', 'sirop de glucose de blé', 'sirop de glucose-fructose de blé', 'gélifiants : E415 - E412', 'protéines de pois hydrolysées', ' Traces éventuelles de fruits à coque', 'de gluten', 'de lait', 'de soja', ""d'arachides et d'eufs""]","['E415 - Gomme xanthane', 'E412 - Gomme de guar']",,[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['Point Vert'],,,"['EMB 33539', 'Vayres (Gironde, France)']",,
79,Mini viennoiseries X12,2030000000050,,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
80,Mini-Stollen - Le Confiseur - 200g e,3414420001078,,Mini-Stollen avec 12% de fourrage à la pâte d'amandes.,200 g e,"['Sachet', 'Plastique']",['Le Confiseur'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'de:Stollens']",,,['France'],"['Raisins secs 25 %', 'farine de froment', 'graisse végétale ', 'colza', 'palme', 'sucre', 'dextrose', 'amandes 6 %', ""écorce d'orange confite 2,5 % "", 'sirop de glucose et fructose', ""écorce d'orange"", 'sucre', 'écorce de citron confite 2,5 % ', 'sirop de glucose et fructose', 'écorce de citron', 'sucre', 'écorce de cédrat', 'levure', 'humectant: sorbitol', ' sirop de sucre inverti', 'arôme naturel', 'sel', ""émulsifiant: mono- et diglycérides d'acides gras alimentaires "", ' épaississant:gomme guar']","['E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar']","['Gluten', 'Fruits à coque']",['Huile de palme'],4,16.6 g,en quantité modérée,7.5 g,en quantité élevée,34.2 g,en quantité élevée,0.48 g,en quantité modérée,1668,-2%,?,,1668 kj(399 kcal),-1%,"16,6",-15%,"7,5",-2%,"55,4",+11%,"34,2",+23%,"5,3",-3%,"0,48",-21%,"0,192",-21%,20,+12%,E,+12%,,,,,,,,"['Point Vert', 'Fabriqué en Allemagne']",['Allemagne'],['Huile de palme'],,,
81,Pavé - 400g,0260639013059,,,400 g,,,,,,['France'],[],,,[],,,,,,,,,,?,,278,,1163 kj(278 kcal),,"1,1",,"0,2",,"56,7",,"2,3",,9,,"1,83",,"0,732",,,,,,,,,,,,,,,,,,
82,"Bayard la pomme de terre - 2,5kg",3592343001372,,,"2,5 kg",['Sac'],['Bayard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Laucourt'],,,['France'],
83,Miel de bruyère blanche - Rayon d'Or,3301511004073,B,,,,"[""Rayon d'Or""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de bruyère', 'Miels de bruyère blanche']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,['France'],
84,Greek Honey - Attiki - 1kg,5201098110908,B,Miel grec,1 kg,"['Plastique', 'Métal', 'Boîte']",['Attiki'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,['France'],['Miel'],,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['de:DLG Goldener Preis 2003'],['Grèce'],,,['Grèce'],
85,Framboises -,3594350000003,C,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Framboises', 'Framboises fraîches']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,,,,,,
86,Pâte à sucre,3700467232248,,,,,,"['Aides culinaires', 'Aides à la pâtisserie', 'Pâtes à sucre']",,,['France'],[],,,[],,4.39 g,en quantité modérée,0.6 g,en faible quantité,81.3 g,en quantité élevée,0.207 g,en faible quantité,?,,382,-3%,1598 kj(382 kcal),-4%,"4,39",-17%,"0,6",-80%,"85,89",-1%,"81,28",-1%,0,-100%,"0,207",+84%,"0,083",+84%,14,-17%,D,-17%,,,,,,,,,,,,,
87,Sablés tradition pur beurre,3481712110848,C,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",,,['France'],[],,,[],,24 g,en quantité élevée,16 g,en quantité élevée,25 g,en quantité élevée,0.62 g,en quantité modérée,?,,509,+4%,2130 kj(509 kcal),+3%,24,+3%,16,+15%,68,+8%,25,-2%,"5,9",-5%,"0,62",-9%,"0,248",-9%,23,+5%,E,+5%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['Fabriqué en France'],,,,,
88,Miel de Forêt - La Mielllerie de Vielvic - 500g,3770002015230,B,,500 g,,['La Mielllerie de Vielvic'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,
89,Mini-beignet,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,428,,1791 kj(428 kcal),,24,,9,,44,,18,,"6,8",,"0,76",,"0,304",,,,,,,,,,,,,['Fabriqué en France'],,,,,
90,Saucisse mélangée,2435441036604,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,208,,870 kj(208 kcal),,"14,7",,"5,88",,"0,8",,"0,8",,"18,62",,"2,03",,"0,812",,,,,,,,,,,,,,,,,,
91,Champignon emincé,2211640013970,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,21,,88 kj(21 kcal),,"0,36",,"0,07",,"1,33",,"1,06",,"2,62",,"0,098",,"0,039",,,,,,,,,,,,,,,,,,
92,Confiture orange du Carmel,3770007759092,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,252,,1054 kj(252 kcal),,"0,05",,0,,"62,9",,"59,5",,"0,3",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,
93,"Gâteau de Noël aux Fruits Confits - Kirkland - 2,05kg",2001105009996,,,"2,05 kg",['Plastique'],"['Kirkland', 'Costco']","['Desserts', 'Puddings', 'Puddings de Noël']",,['Costco'],['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
94,Petekli Assal-Bal,5411944362324,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
95,6 Tulipes - Maison Mariebel - 96g,3255140002347,C,,96 g,"['Carton', 'Plastique']",['Maison Mariebel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Produits à garnir']",,,['France'],[],,"['Gluten', 'Soja']",[],,4.4 g,en quantité modérée,2.8 g,en quantité modérée,38.3 g,en quantité élevée,0.45 g,en quantité modérée,?,,407,-14%,1703 kj(407 kcal),-14%,"4,4",-79%,"2,8",-72%,"84,8",+32%,"38,3",+30%,"5,8",-11%,"0,45",-24%,"0,18",-24%,16,-19%,D,-19%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,
96,Tomate Rama - Auchan,8435177049637,,,,,['Auchan'],,,['Auchan'],['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-003-AN']",,,,,
97,Noix de coco râpée,3543020140983,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco râpée']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
98,Dulce Lactis,8594169281995,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,320,,1339 kj(320 kcal),,"9,58",,"4,25",,51,,"49,47",,"7,37",,"0,091",,"0,036",,,,,,,,,,,,,,,,,,
99,"Muesli plaisir fruité - Moulin des Moines - 2,5kg",3347431927368,,,"2,5 kg",,['Moulin des Moines'],,,,['France'],[],,,[],,,,,,,,,,?,,377,,1577 kj(377 kcal),,"8,81",,"2,18",,"59,11",,"5,59",,"10,61",,"0,09",,"0,036",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,
100,"Muesli plaisir fruité - Moulin des Moines - 2,5kg",3347431927368,,,"2,5 kg",,['Moulin des Moines'],,,,['France'],[],,,[],,,,,,,,,,?,,377,,1577 kj(377 kcal),,"8,81",,"2,18",,"59,11",,"5,59",,"10,61",,"0,09",,"0,036",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,
101,Breakfast Tea - Top Budget - 50sachets,3410280064697,A,,50 sachets,['Carton'],['Top Budget'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,
102,Pain marguerite,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
103,Brioche surfine,2030000025626,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
104,Palette iberique,2415020001889,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,356,,1490 kj(356 kcal),,26,,11,,"0,9",,"0,5",,29,,"3,3",,"1,32",,,,,,,,,,,,,,,,,,
105,Dosettes Cafe Colombie X10 Comp Nespresso - Destination,3700110016409,,,,,['Destination'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,"['France', 'Suisse']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
106,Tropical Forest Organic Set Honey,5060010690399,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
107,3498630000113,3498630000113,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
108,Bon Bomba Ball,3395502879245,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,390,,1632 kj(390 kcal),,"0,1",,"0,1",,94,,54,,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,
109,Pomme poire,3760234450183,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,39,,163 kj(39 kcal),,"0,5",,"0,1",,"9,6",,"9,6",,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,
110,Croissant pur beurre AOP x2,0204063009516,C,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",,,['France'],[],,,[],,22 g,en quantité élevée,14 g,en quantité élevée,8 g,en quantité modérée,1 g,en quantité modérée,?,,396,+3%,1657 kj(396 kcal),+2%,22,+1%,14,-1%,40,-2%,8,+13%,8,+7%,1,+1%,"0,4",+1%,19,+2%,E,+2%,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,,
111,Roti saumone,2245025066473,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,485,,2029 kj(485 kcal),,"3,2",,"1,3",,"0,5",,"0,5",,21,,"3,4",,"1,36",,,,,,,,,,,,,,,,,,
112,Chlorophylle - 90 Comprimés - Solaray,0076280176780,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
113,Pur jus de pomme 1L espoir -,3250390888826,C,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,,['France'],[],,,[],,0.1 g,en faible quantité,0 g,en faible quantité,11.3 g,en quantité élevée,0.2 g,en quantité modérée,?,,51,+11%,213 kj(51 kcal),+12%,"0,1",-44%,0,-100%,"12,5",+14%,"11,28",+8%,"0,2",-9%,"0,2",+1500%,"0,08",+1500%,6,+45%,D,+45%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,"['EMB 49129', 'Écouflant (Maine-et-Loire, France)']",,
114,Schiacciatina au sesame - 150g,8021157007027,,,150 g,,,,,,['France'],[],,,[],,,,,,,,,,?,,451,,1887 kj(451 kcal),,"18,9",,"4,5",,"58,2",,"2,4",,"10,1",,"1,11",,"0,444",,,,,,,,,,,,,,,,,,
115,PANANG CURRY paste - Thai dancer,8852646342271,,,,,['Thai dancer'],,,,['France'],[],,,[],,,,,,,,,,?,,236,,987 kj(236 kcal),,15,,"2,5",,17,,8,,"3,5",,"3,88",,"1,552",,,,,,,,,,,,,,,,,,
116,Yaourts brassés sur lit de confiture d'abricots - Franprix - 500g (4x125g),3263858067510,C,,500 g (4x125g),,['Franprix'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', ""Yaourts à l'abricot"", 'Yaourts au lait de vache', 'Yaourts brassés aux fruits']",,['Franprix'],['France'],"[""Lait entier 65% - confiture d'abricot allégée 28% "", 'abricot 15% - sucre 10,6% - épaississant: pectines - jus de citron concentré', ' - crème - sucre 1,8% - protéines de lait - ferments lactiques ', 'contient lait']",['E440 - Pectines'],['Lait'],['Non végétalien'],4,3.6 g,en quantité modérée,2.4 g,en quantité modérée,16 g,en quantité élevée,0.08 g,en faible quantité,?,,446,+346%,1866 kj(446 kcal),+346%,"3,6",+15%,"2,4",+22%,16,+14%,16,+23%,"2,4",-31%,"0,08",-29%,"0,032",-29%,9,+188%,C,+188%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['en:lait-francais-french-milk'],,,,,
117,Beurre de cacahuete,5060399740791,C,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,,['France'],[],,,[],,42.9 g,en quantité élevée,5.8 g,en quantité élevée,9.1 g,en quantité modérée,0.07 g,en faible quantité,?,,575,-4%,2406 kj(575 kcal),-4%,"42,9",-11%,"5,8",-30%,13,-10%,"9,1",+43%,32,+30%,"0,07",-87%,"0,028",-87%,14,+27%,D,+27%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,
118,Saucisses fumées au bois de hêtre,2654215023224,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,216,,904 kj(216 kcal),,17,,"6,6",,"0,5",,"0,5",,16,,"1,6",,"0,64",,,,,,,,,,,,,['Sans colorants'],,,"['FR 56.094.013 CE', 'Kervignac (Morbihan, France)']",,
119,Défenses de la Ruche - Punch Power,3613890210076,,"Complément alimentaire à base de gelée royale, pollen, propolis, miel.",,"['Carton', 'Verre']",['Punch Power'],['Compléments alimentaires'],,,['France'],"[""Extrait aqueux d'Echinacée* "", 'Echinacea purpurea', ""jus concentré d'ananas*"", 'Miel liquide* Gelée Royale*', 'extrait aqueux de Pollen*', 'extrait de Propolis*', 'eau purifiée', "" *Ingrédients issus de l'Agriculture Biologique""]",,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique']",,,,,
120,Mint Imperials - Beacon - 75g,6001120081577,D,,75 g,"['Sachet', 'Plastique', '05', 'PP']","['Beacon', 'Tiger Brands']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,['Pick n Pay'],"['France', 'Afrique du Sud']","['Sucre', 'eau', 'sirop de glucose', 'arôme', 'émulsifiant ', 'E471', 'stabilisant ', 'E470', ',']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E470 - Sels de sodium/potassium/calcium d'acides gras""]",,"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,83 g,en quantité élevée,0.0102 g,en faible quantité,1396,-10%,?,,1396 kj(334 kcal),-7%,0,-100%,0,-100%,83,-0%,83,+43%,0,-100%,"0,01",-92%,"0,004",-92%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['Halal', 'Kascher', 'Kascher pareve', 'en:Union of Orthodox Synagogues of South Africa']","['South Africa', 'Afrique du Sud']",,,,
121,Jus d'orange  100% put jus,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,
122,Couronne,2090000170801,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,9,,38 kj(9 kcal),,8,,2,,36,,1,,26,,23,,"9,2",,,,,,,,,,,,,,,,,,
123,Cajou peppadew,7640140093017,,,,,,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,597,,2498 kj(597 kcal),,49,,9,,20,,6,,18,,"1,23",,"0,492",,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",,,,,
124,Miel d’acacia - Les ruchers du soleil - 500g,3760255930091,B,,500 g,,['Les ruchers du soleil'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,"['France', 'Isère']",
