,name,bar_code,quantity,brand,categories,labels,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,generic_name,ingredients_origins,traceability_code,link,palm_ingredients,producer_info,brand_owner,origin_detail
20,Biscottes 6 céréales - Belle france - 300g,3258561010052,300 g,['Belle france'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback', 'Biscottes-aux-cereales']",,['G20'],['France'],"['farine de blé ', '70%', 'céréales ', '14', '7%', ' [dont flocons de blé malté ', '42%', 'orge ', '19%', "" [flocons d'orge]"", ""flocons d'avoine "", '12%', 'farine de seigle ', '9%', 'farine de riz ', '9%', 'farine de sarrasin ', '9%', ']', 'gluten de blé', 'sucre', 'levure', 'huile de colza', 'sel', 'graines ', '1', '5%', ' [dont lin brun ', '66,7%', 'pavot bleu ', '33', '3%', ']', 'dextrose', 'antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],"['Gluten', 'Avoine']",[],4,4.4 g,en quantité modérée,0.5 g,en faible quantité,6.5 g,en quantité modérée,1.8 g,en quantité élevée,1609,,?,,1609 kj(385 kcal),-4%,"4,4",-45%,"0,5",-78%,"68,2",+4%,"6,5",+22%,"14,1",+13%,"1,8",+22%,"0,72",+22%,7,-18%,C,-18%,B,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,Biscottes,,,,,,,
21,Nectar d'orange - Belle France - 2L e,3258561300429,2 L e,['Belle France'],"[""en:Aliments et boissons à base de végétaux  Boissons  Boissons à base de végétaux  Boissons aux fruits  Jus et nectars  fruit-juices-and-nectars  Nectars de fruits  Nectars d'orange""]",['en:No coloringsRich in vitamin Cno-preservatives'],,"['France', 'Guinée']",[],,,[],,0 g,en faible quantité,0 g,en faible quantité,9.3 g,en quantité modérée,0.03 g,en faible quantité,?,,38,,159 kj(38 kcal),,0,,0,,"9,3",,"9,3",,"0,3",,"0,03",,"0,012",,1,,B,,,,,,,,,,['brique  carton'],,Nectar d'orange à base de concentré,,,,,,,
22,"Eau De Montagne 1, 5L Bf, - Belle France - 1,5L",3258561320014,"1,5 L",['Belle France'],"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales']",,,['France'],['Eau de source de montagne'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,0,-100%,A,-100%,,,,,,,,,"['Bouteille', 'Plastique', 'Bottle', 'Bouteille']",['France'],,,"['EMB 68204A', 'Metzeral (Haut-Rhin, France)']",,,,,
23,Chocolat noir 95 % - Dardenne - 90g,3258590001373,90 g,['Dardenne'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Peu ou pas de sel', 'Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'FR-BIO-01', 'Sans sel ajouté', 'AB Agriculture Biologique', 'Afdiag', 'Équitable responsable']","[""L'Eau Vive""]",['France'],"['Cacao ', 'pâte de cacao', 'beurre de cacao', 'sucre de canne blond', 'vanille naturelle en poudre']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,51.8 g,en quantité élevée,20 g,en quantité élevée,7.6 g,en quantité modérée,0.1 g,en faible quantité,?,,637,+15%,2665 kj(637 kcal),+15%,"51,8",+31%,20,-13%,"28,7",-26%,"7,6",-76%,"11,8",+54%,"0,1",+114%,"0,04",+114%,14,-34%,D,-34%,D,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Papier'],['France'],,,,,,,,
24,Chocolat noir 100% Origine Pérou - Dardenne - 70g,3258590002400,70 g,['Dardenne'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Bio', 'Végétarien', 'Bio européen', 'Commerce équitable', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans lécithine', 'Pur beurre de cacao', 'Afdiag', 'World-fair-trade-organization']",,['France'],"['Masse de cacao*', 'beurre de cacao*', ' Cacao: 100%', "" *ingrédients issus de l'agriculture biologique"", ' 100 % Issu du commerce équitable']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,62 g,en quantité élevée,38 g,en quantité élevée,0.3 g,en faible quantité,0 g,en faible quantité,2627,+15%,628,+13%,2627 kj(628 kcal),+13%,62,+57%,38,+65%,"7,2",-81%,"0,3",-99%,"9,4",+23%,0,-100%,0,-100%,17,-20%,D,-20%,D,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Papier', 'Tablette']",['France'],,['Pérou'],,https://chocolatdardenne.com/les-tablettes-a-croquer/87-pur-noir-100-feves-de-cacao-sans-sucres-ajoutes-70g-3258590002400.html,,,,
25,Tofou mariné à la japonaise bio - Soy - 280g,3259011185443,280 g,['Soy'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Substituts de viande', 'Soja', 'Traiteur']","['Bio', 'Commerce équitable', 'Fabriqué en France', 'Biopartenaire']",['Eau vive'],['France'],"['tofu 89', '3%', 'eau', 'soj décortiqué 24', '1%', 'gélifiants : sulfate de calcium', 'nigari', 'tamari 9', '7% ', 'eau', 'soja entier', 'sel de mer', 'alcool', 'ferment', 'sucre de canne']",,['Soja'],[],4,7.6 g,en quantité modérée,1.2 g,en faible quantité,1.6 g,en faible quantité,1.6 g,en quantité élevée,?,,137,-29%,573 kj(137 kcal),-31%,"7,6",-19%,"1,2",-27%,"12,3",+57%,"1,6",-23%,13,-12%,"1,6",+67%,"0,64",+67%,1,,B,,,,,,,,,,['Plastique'],['France'],,['Non ue/ue'],,,,,,
26,biscuits coeur cacao - Valpi bio - 225,3259011230549,225,['Valpi bio'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Bio', 'Sans gluten', 'Agriculture UE']",['Biocoop'],['France'],[],,,[],,18 g,en quantité modérée,14 g,en quantité élevée,26 g,en quantité élevée,0.48 g,en quantité modérée,?,,469,-1%,1962 kj(469 kcal),-1%,18,-13%,14,+39%,72,+12%,26,-12%,"3,7",-43%,"0,48",-19%,"0,192",-19%,20,+1%,E,+1%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['4 sachets'],,,,,,,,,
27,Madelons Extra Moelleux Pépites de Chocolat - Ker Cadélac - 80g e (4 * 20g),3259426022029,80 g e (4 * 20 g),['Ker Cadélac'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat', 'Madeleines longues']","['en:palm-oil-free', 'en:produced-in-bretagne']",,['France'],"['Farine de blé - Sucre - Huile de colza - œufs entiers - Stabilisants : glycérol', 'sorbitols - Gomme de cellulose - Pépites de chocolat 5% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de tournesol', 'arôme vanille', "" - émulsifiant : mono- et diglycérides d'acides gras "", 'origine végétale', ' - Sirop de glucose - Poudres à lever : diphosphate', 'carbonates de sodium - Poudre de cacao maigre - Sel - Arôme - Conservateur : sorbate de potassium - Épaississant : gomme de cellulose', 'acidifiant : acide citrique']","['E422 - Glycérol', 'E420 - Sorbitol', 'E466 - Carboxyméthylcellulose', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,23.1 g,en quantité élevée,3.3 g,en quantité modérée,28 g,en quantité élevée,1.1 g,en quantité modérée,1858,+2%,?,,1858 kj(444 kcal),+2%,"23,1",+9%,"3,3",-5%,"52,8",-4%,28,-1%,"5,2",-7%,"1,1",+31%,"0,44",+31%,18,+11%,D,+11%,D,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,"['Sachet', 'Plastique']","['Bretagne', 'France', ""Tourc'h""]",Gâteaux au chocolat - Madelons Extra Moelleux Pépites de Chocolat,,,https://www.kercadelac.fr/les-gammes/madelons-aux-pepites-de-chocolat,,,,
28,Brasserie de Gayant - 33cl,3261570000723,33 cl,['Brasserie de Gayant'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières françaises', 'Bières blondes']",,"['Monoprix', 'Cora', 'Carrefour', 'Magasins U']",['France'],"['eau', ""malt d'orge"", 'blé', 'glucose', 'fructose', 'houblons', 'coriandre', ""écorces d'orange"", 'acide ascorbique']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre']","['Nord-Pas-de-Calais', 'France']",Bière Blonde à l'Ancienne,,,http://www.lagoudale.com/index.php/la-goudale-l-incontournable,,,,
29,Huile d'olive vierge extra - Le Brin d'Olivier - 1L,3262880102039,1 L,"[""Le Brin d'Olivier""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,['France'],"[""Huile d'olive de catégorie supérieure obtenue directement des olives et uniquement par des procédés mécaniques""]",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,C,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,"['Bouteille', 'Verre']",,,['Union européenne'],,,,,,
30,Sardines à l'Ancienne à l'Huile d'Olive vierge extra aux Tomates Séchées - Connétable - 115g,3263670123616,115 g,['Connétable'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", 'Sardines à la tomate', ""Sardines à l'ancienne"", ""Sardines à l'huile d'olive aux tomates séchées""]","['Point Vert', 'Riche en Oméga-3', 'Omega-3', 'Alu recyclable', 'Eco-Emballages', 'Préparées à la main']","['Intermarché', 'Magasins U']","['France', 'Japon', 'Suisse']","['Sardines ', '56 %', ""huile d'olive vierge extra "", '28 %', 'tomates séchées ', '6 %', 'eau', ""vinaigres d'alcool et de vin"", 'sel', 'oignon', 'vin blanc', 'basilic', 'thym']",,"['Poisson', 'Vin blanc', ""Vinaigres d'alcool et de vin""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,25 g,en quantité élevée,4.5 g,en quantité modérée,1.6 g,en faible quantité,1 g,en quantité modérée,1258,+28%,?,,1258 kj(301 kcal),+30%,25,+52%,"4,5",+22%,"2,2",+677%,"1,6",+684%,16,-25%,1,+8%,"0,4",+8%,10,+111%,C,+111%,D,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,"['Boîte', 'Conserve', 'Alu recyclable', 'Couvercle ouverture facile']","['Conserverie Chancerelle - 1 Boulevard Jean Richepin - 29100 Douarnenez', 'Finistère', 'Bretagne', 'France']",Sardines à l'ancienne à l'huile d'olive vierge extra aux tomates séchées,,"['FR 29.046.504 CE', 'Douarnenez (Finistère, France)']",http://www.connetable.com/fr/produits/sardines-enti%C3%A8res/sardines-%C3%A0-lhuile-dolive-vierge-extra-et-aux-tomates-s%C3%A9ch%C3%A9es,,,,
31,Huile colza - Leader Price,3263850028069,,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,['Leader Price'],['France'],[],,,[],,92 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-5%,3464 kj(828 kcal),-5%,92,-5%,18,+153%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,7,+39%,C,+39%,C,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,
32,Sel fou - Leader price,3263850312090,,['Leader price'],,,['Leader Price'],['France'],"['sel - oignon - panais - maltodextrine-sucre - thym--ail-romarin - trigonelle bleu-antiagglomerant:E551-Huile de colza - arôme', ' Traces de blé', 'céleri', 'lait', 'moutarde,œuf,sesame et soja']",['E551 - Dioxyde de silicium'],,[],4,,,,,,,,,?,,99,,414 kj(99 kcal),,1,,"0,2",,19,,"9,2",,"2,2",,70,,28,,,,,,,,,,,,,,,,,,,,,,,
33,Olives vertes dénoyautées - Leader Price - 320g (160g égoutté),3263850366017,320 g (160 g égoutté),['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",,['Leader Price'],['France'],"['Olives', 'eau', 'sel', 'acidifiant: acide citrique']",['E330 - Acide citrique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,14 g,en quantité modérée,1.3 g,en faible quantité,0.1 g,en faible quantité,4 g,en quantité élevée,?,,145,-10%,607 kj(145 kcal),-9%,14,-11%,"1,3",-48%,"1,3",-6%,"0,1",-47%,1,-7%,4,+19%,"1,6",+19%,7,-40%,C,-40%,A,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,"['Bocal', 'Verre']",['France'],Olives vertes dénoyautées pasteurisées,,,,,,,
34,Mayonnaise a la moutarde de dijon - Leader Price - 430g,3263850373619,430 g,['Leader Price'],"['Epicerie', 'Sauces', 'Mayonnaises', 'Mayonnaises de Dijon']",,['Leader Price'],"['France', 'Guadeloupe']","[""Huile de colza 70% - eau - jaune d'œuf 8% - moutarde de Dijon 5,3% "", ""eau - graines de moutarde - vinaigre d'alcool - sel - acidifiant: acide citrique"", "" - vinaigre de vin blanc - vinaigre d'alcool - sel - sucre - amidon transformé de maïs - arôme naturel de moutarde - colorants : caramel ordinaire et lutéine""]","['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E150a - Caramel E150a', 'E161b - Lutéine']","['Œufs', 'Moutarde', 'Anhydride sulfureux et sulfites']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,73 g,en quantité élevée,6.1 g,en quantité élevée,1.3 g,en faible quantité,1.6 g,en quantité élevée,?,,672,+3%,2812 kj(672 kcal),+4%,73,+4%,"6,1",-4%,"2,2",-4%,"1,3",-10%,"1,6",+16%,"1,6",+8%,"0,64",+8%,19,+1%,E,+1%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['Flacon', 'Plastique']",,,,,,,,,
35,Quinoa blanc - Leader Price - 500g,3263850782817,500 g,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",,['Leader Price'],['France'],['Quinoa blanc'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,5.8 g,en quantité modérée,4 g,en quantité modérée,1 g,en faible quantité,0.01 g,en faible quantité,?,,392,+19%,1640 kj(392 kcal),+19%,"5,8",+8%,4,+513%,69,+25%,1,-60%,13,+10%,"0,01",-94%,"0,004",-94%,2,,B,,B,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,"['Triman', 'Pensez au tri!', 'Green dot', 'Etui carton à recycler']",,Quinoa blanc,,"['EMB 43062A', 'Chaspuzac (Haute-Loire, France)']",,,,,
36,Sardines à l'huile d'olive et citron - Leader Price - 115g,3263851286017,115 g,['Leader Price'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", ""Sardines à l'huile et au citron""]",,['Leader Price'],['France'],"[""Sardines frites à l'huile de tournesol 75 % - huile d'olive vierge extra 16  - citron 7 % - sel""]",,['Poisson'],[],3,9.3 g,en quantité modérée,2.3 g,en quantité modérée,0 g,en faible quantité,0.7 g,en quantité modérée,?,,177,-28%,741 kj(177 kcal),-27%,"9,3",-46%,"2,3",-39%,0,-100%,0,-100%,"23,4",+15%,"0,7",-19%,"0,28",-19%,2,-61%,B,-61%,D,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,"['Boite', 'Conserve']",,,,"['FR 85.222.003 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)', 'EMB 85222B', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",,,,,
37,Filets de maquereaux citron olives - Leader Price - 176g (97g net égoutté),3263851286826,176 g (97 g net égoutté),"['Leader Price', 'DLP (Distribution Leader Price)', 'Groupe Casino']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux citron-olive', 'Maquereaux en conserve']","['Point Vert', 'Fabriqué en France', 'Pêche durable', 'Pêche durable MSC', 'Alu-recyclable', 'Eco-emballages']",['Leader Price'],['France'],"['filets de maquereaux 60% - eau - jus de citron 3,9% - olives vertes 2% ', 'olives - sel - acidifiants : acide lactique', 'acide citrique - antioxydant : acide ascorbique', "" - vin blanc - vinaigre d'alcool - carottes 1,7% - zestes de citron 1,4% - sel - sucre - arôme naturel de citron - persil 0,3% - épaississant : gomme xanthane""]","['E270 - Acide lactique', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E415 - Gomme xanthane']",['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,9 g,en quantité modérée,2.5 g,en quantité modérée,1 g,en faible quantité,1.1 g,en quantité modérée,?,,167,-22%,699 kj(167 kcal),-22%,9,-45%,"2,5",-23%,"2,5",+72%,1,+15%,19,+30%,"1,1",+17%,"0,44",+17%,3,-33%,C,-33%,C,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,"['Boîte', 'Conserve', 'Alu recyclable', 'Couvercle ouverture facile']","[""Delpierre-Mer et Tradition - DMT (Filiale Continentale Nutrition) - 16 Boulevard de l'Europe - Parc d'Activités de Landacres - 62360 Hesdin-l'Abbé"", 'Pas-de-Calais', 'Nord-Pas-de-Calais', 'France']",Filets de maquereaux sauce au citron et aux olives,,"['FR 62.448.100 CE', ""Hesdin-l'Abbé (Pas-de-Calais, France)"", 'EMB 62448', ""Hesdin-l'Abbé (Pas-de-Calais, France)"", 'EMB 62448N', ""Hesdin-l'Abbé (Pas-de-Calais, France)"", 'MSC-C-51192']",,,,,
38,Compotes en gourde Pomme - Leader Price - 12 * 90g,3263851991713,12 * 90 g,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature', 'Compotes à boire']","['Peu ou pas de sucre', 'Peu de sucre', 'Allégé en sucre']",['Leader Price'],"['France', 'Guadeloupe']",['Purée de pommes 95% - sucre - antioxydant : acide ascorbique - acidifiant : acide citrique'],"['E300 - Acide ascorbique', 'E330 - Acide citrique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.1 g,en faible quantité,0.1 g,en faible quantité,14 g,en quantité élevée,0.1 g,en faible quantité,?,,63,-2%,264 kj(63 kcal),-1%,"0,1",-66%,"0,1",+46%,15,+6%,14,+5%,"0,1",-66%,"0,1",+1406%,"0,04",+1406%,-3,,A,,B,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Gourde', 'Plastique', 'Carton']",,,,,,,,,
39,"Ourson guimauve fantaisie, chocolat au lait - Leader Price - 200g e",3263852322615,200 g e,['Leader Price'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",['Point Vert'],['Leader Price'],['France'],"['Chocolat au lait 33% ', 'sucre - beurre de cacao - poudre de lait entier - pâte de cacao - poudre de lait écrémé - émulsifiant : lécithine de soja - sirop de glucose-fructose - sucre - eau - gélatine de porc - stabilisant : sorbitol - arôme', ' Cacao : 30% mini dans le chocolat']","['E322i - Lécithine', 'E428 - Gélatine', 'E420 - Sorbitol']","['Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,11 g,en quantité modérée,6.7 g,en quantité élevée,60 g,en quantité élevée,0.11 g,en faible quantité,?,,392,+11%,1640 kj(392 kcal),+11%,11,+238%,"6,7",+249%,68,-11%,60,-6%,"5,3",+46%,"0,11",+93%,"0,044",+93%,20,+27%,E,+27%,B,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,"['Sachet', 'Plastique']",,,,"['EMB 59090', 'Bondues (Nord, France)']",,,,,
40,Biscottes au froment - Leader Price - 800g,3263852510913,800 g,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback', 'Biscottes-au-froment']",,['Leader Price'],['France'],"['Farine de blé 97%', 'sucre', 'huile de tournesol', 'levure', 'sel', 'agent de traitement de la farine : acide ascorbique']",['E300 - Acide ascorbique'],['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,4.9 g,en quantité modérée,0.7 g,en faible quantité,6.9 g,en quantité modérée,1.4 g,en quantité modérée,1628,-1%,385,-1%,1628 kj(385 kcal),-1%,"4,9",-8%,"0,7",-28%,72,-1%,"6,9",+2%,11,+2%,"1,4",+3%,"0,56",+3%,7,+2%,C,+2%,B,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,"['Sachet', 'Plastique', 'Etui', 'Carton']",,,,,,,,,
41,Cocktail multivitaminé - Leader Price - 33cl,3263855091433,33 cl,['Leader Price'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus multifruits', 'Jus multifruits à base de jus concentré']",,['Leader Price'],['France'],"['Jus et purées de fruits à base de concentrés ', 'pomme - orange - raisin - banane - abricot - fruits de la passion - citron - mangue - goyave - kiwi', ' -  vitamines C', 'E', 'B1', 'B9 et provitamine A']",,"['Abricot', 'Citron', 'Kiwi', 'Orange']","[""Pourrait contenir de l'huile de palme""]",1,,,,,9.8 g,en quantité élevée,0 g,en faible quantité,?,,48,+2%,201 kj(48 kcal),+3%,?,,,,"10,9",-1%,"9,8",-6%,"0,6",+70%,0,-100%,0,-100%,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Bouteille', 'Plastique']",['France'],,,"['EMB 26174B', 'Margès (Drôme, France)']",,,,,
42,Leader Price Cola (diet) - Zero Sucres - 33cl,3263855093314,33 cl,['Leader Price'],"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Boissons light', 'Sodas au cola', 'Sodas light', 'Sodas au cola light']",,['Leader Price'],['France'],"['Eau gazéifiée - colorant: caramel ', 'E150d', ' - acidifiant: acide phosphorique - édulcorants : acésulfame-k', ""sucralose - correcteur d'acidité : citrate de sodium - caféine - arômes naturels""]","[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E331 - Citrates de sodium']",,['Sans huile de palme'],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0.4,-60%,2 kj(0 kcal),0%,0,-100%,0,-100%,"0,1",+22%,0,-100%,0,-100%,0,-100%,0,-100%,1,+2%,B,+2%,,,,,,,,,['Canette'],,,,,,,,,
43,Fromage à raclette (26% MG) - Leader Price - 500g (3/4personnes),3263859365417,500 g (3/4 personnes),['Leader Price'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages à pâte pressée non cuite', 'Fromages pasteurisés', 'Raclettes', 'Fromages en tranches', 'Fromages industriels']","['Point Vert', 'Eco-Emballages']",['Leader Price'],['France'],"['lait pasteurisé', 'sel', 'coagulant', 'ferments', 'colorants ', 'croûte', ' : carmin de cochenille', 'rocou', 'conservateurs : natamycine ', 'croûte', ""lysozyme d'oeuf""]","['E120 - Acide carminique', 'E160b - Rocou', 'E235 - Natamycine', 'E1105 - Lysozyme']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,27 g,en quantité élevée,18.8 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,?,,337,-3%,1410 kj(337 kcal),-2%,27,-2%,"18,8",+2%,"0,5",-32%,"0,5",+17%,"23,3",-2%,"1,8",+7%,"0,72",+7%,16,+2%,D,+2%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Plastique', 'Frais', 'sous atmosphère protectrice', 'Barquette', 'Film en plastique']",['France'],Raclette en tranches au lait pasteurisé,,"['FR 43.040.002 CE', 'Brioude (Haute-Loire, France)', 'EMB 43040', 'Brioude (Haute-Loire, France)', 'EMB 25156A', 'Clerval (Doubs, France)', 'FR 25.531.001 CE', 'Santoche (Doubs, France)']",,,,,
