,name,bar_code,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,packaging,labels,traceability_code,allergens,nova_score,eco_score,link,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,manufacturing,generic_name,palm_ingredients
224,CÉTIRIZINE,3400936564459,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Crocky Pop'd Chips,5414359999208,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",['France'],[],[],8.8 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en faible quantité,1.3 g,en quantité modérée,?,,407,-23%,1703 kj(407 kcal),-23%,"8,8",-73%,"0,5",-84%,"71,9",+40%,"0,9",-36%,7,+17%,"1,3",0%,"0,52",0%,6,-47%,C,-47%,,,,,,,B,,,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,
226,Salade de blé au surimi et aux crevettes - La Belle Henriette,3342280894069,['La Belle Henriette'],,['France'],[],[],,,,,,,,,?,,151,,632 kj(151 kcal),,"8,5",,"0,7",,13,,"1,3",,"4,7",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,
227,Babybio Croissance,3288130580075,['Babybio'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,
228,"Biscotes de Trigo, Tostagrill",5601560112247,,,['France'],[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,8,,"1,7",,68,,"5,9",,11,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
229,Croc' Framboise - 375g,3572420000733,,,['France'],[],[],,,,,,,,,?,,394,,1648 kj(394 kcal),,"8,3",,"2,4",,74,,37,,"4,3",,"0,22",,"0,088",,,,,,375 g,,['Sans huile de palme'],,,,,,,,,,,,,,,,,,
230,Meringues saveur vanille -,3308960041079,,,['France'],"['sucre', ""blancs d'oeufs"", 'épaississants ', 'gomme guar', 'gomme xanthane', 'arôme', 'sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,368,,1540 kj(368 kcal),,0,,0,,89,,89,,0,,0,,0,,,,,,,,,"['EMB 38386', 'Saint-Geoire-en-Valdaine (Isère, France)']",['Œufs'],4,,,,,,,,,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",,,,
231,Néctar De Mango. Contenido De Fruta: Mínimo 35% - Don Simon,8410261657035,['Don Simon'],,['France'],[],[],,,,,,,,,?,,52,,218 kj(52 kcal),,0,,0,,"12,8",,"12,8",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
232,TARTELETTE FRAMBOISE X2,2030500414258,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Huile d'olive Arbequina,3700871500186,,,['France'],[],[],,,,,,,,,?,,899,,3761 kj(899 kcal),,100,,13,,0,,0,,0,,0,,0,,,,,,,,,,,,,,['Monoprix'],,,,,,,,,,,,
234,les bastides de manon,3760037590499,['les bastides de manon'],['Sirop saveur barbe a papa'],['France'],"['Sucre eau', 'arôme barbe à papa 1', '30% acide citrique E30', 'concentrés: ', 'patate douce', 'cerise', 'pomme,radis', ""mélange d'additifs: épaississant E414"", 'E445', 'conservateur E211']",[],0.05 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0.1 g,en faible quantité,?,,245,,1025 kj(245 kcal),,"0,05",,0,,61,,58,,"0,2",,"> 0,1",,"0,04",,13,,D,,,['Verre'],['Fabriqué en France'],,,4,,,['Epicerie'],,,,,,,,"[""E414 - Gomme d'acacia"", 'E445 - Esters glycériques de résine de bois', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,['six fours ( france )'],,
235,Jus de Tomates de Marmande,3760211821548,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,3.4 g,en quantité modérée,0.3 g,en quantité modérée,?,,20,0%,84 kj(20 kcal),+2%,0,-100%,0,-100%,"3,4",-8%,"3,4",+6%,"0,9",+20%,"0,3",-29%,"0,12",-29%,-3,,B,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,
236,Glaçage Fouetté (mont Blanc ),0065633074187,,"['Produits laitiers', 'Desserts', 'Desserts lactés']",['France'],"['SUCRE', 'SHORTENING DE PALME', 'EAU', 'SIROP DE MAIS A TENEUR ELEVEE EN MALTOSE', 'AMIDON DE MAIS', 'COLORANT', 'GEL DE CELLULOSE', 'SEL', 'SORBATE DE POTASSIUM', 'POLYSORBATE 80', 'PYROPHOSPHATE ACIDE DE SODIUM', 'GOMME DE CELLULOSE', 'AROME ACIDE CITRIQUE,']","[""Pourrait contenir de l'huile de palme""]",,,0 g,en faible quantité,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,0,-100%,?,,,,?,,,,,,,,,,,,,,,4,,,,,,,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E433 - Monooléate de polyoxyéthylène de sorbitane', '', 'Risque modéré de sur-exposition', 'E450i - Pyrophosphate de sodium acide', 'E466 - Carboxyméthylcellulose']",,,,
237,Compote pomme banane vanille sans sucres ajoutés - Charles & Alice,3297760098898,['Charles & Alice'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",['France'],[],[],0.4 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,?,,69,+6%,289 kj(69 kcal),+6%,"0,4",+22%,"0,1",+15%,69,+383%,13,0%,"0,7",+86%,0,-100%,0,-100%,-3,,A,,,['Plastique'],['Sans sucre ajouté'],,,,B,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,
238,4311501498248,4311501498248,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Crème sucrée légère à la vanille - Auchan,3596710483303,['Auchan'],"['Produits laitiers', 'Crèmes', 'Crèmes fouettées']",['France'],[],[],20 g,en quantité modérée,14 g,en quantité élevée,14 g,en quantité élevée,0.08 g,en faible quantité,?,,244,-15%,1021 kj(244 kcal),-14%,20,-24%,14,-23%,14,+42%,14,+46%,"2,3",-3%,"0,08",-22%,"0,032",-22%,16,+10%,D,+10%,,['Bombe'],"['Nutriscore', 'Nutriscore D']",,,,C,,['Auchan'],68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,
240,Hemptea,4030414000873,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Pâte à tartiner Choc Hola,90805,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Cidre doux - Ecusson - 3x 33cl,3182280091781,['Ecusson'],"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres doux']",['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,3 x 33 cl,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique', 'Triman']",,,,C,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,
243,Jackfrucht,2009010034263,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Dose'],,,,,,,,,,,,,,,,,,,
244,Smocked Cheese -,8713734031258,,"['en:Fromages', 'en:Produits fermentés', 'en:Produits laitiers', 'en:Produits laitiers fermentés']","['France', 'Maroc', 'en:Maroc']",[],[],27.9 g,en quantité élevée,17.5 g,en quantité élevée,0.5 g,en faible quantité,3.9 g,en quantité élevée,?,,334,+18%,1397 kj(334 kcal),+18%,"27,9",+22%,"17,5",+14%,"0,5",-76%,"0,5",-72%,"20,7",+30%,"3,9",+205%,"1,56",+205%,24,+60%,E,+60%,,,,,,,,,,,,,,,,,,,,,
245,Mokate Classic Kaffe Creamer,5900649052239,,,['France'],[],[],,,,,,,,,?,,538,,2251 kj(538 kcal),,31,,27,,63,,10,,"1,7",,"1,46",,"0,584",,,,,,,,,,,,,,,,,,,,,,,,,,
246,Souffle au comte aop,2954499628619,,,['France'],[],[],,,,,,,,,?,,806,,3372 kj(806 kcal),,"13,9",,"8,3",,"6,5",,"1,8",,0,,"0,57",,"0,228",,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,
247,Thé pomme citron,4009300016908,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Pain aux pépites de chocolat - 400g,3770013667220,,,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,"7,9",,"4,2",,"54,5",,"16,3",,"8,4",,"1,2",,"0,48",,,,,,400 g,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,
249,Brownie amande,8719992709090,,,['France'],[],[],,,,,,,,,?,,472,,1975 kj(472 kcal),,24,,19,,59,,21,,"5,8",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
250,Endives - Prince de Bretagne,3370569800104,['Prince de Bretagne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Endives']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,B,,,68.9%,0.0%,0.0%,11.3%,16.2%,3.6%,96,,,,,
251,Compote sans sucres ajoutés - Paquito - 1800g,3250392915100,['Paquito'],,['France'],[],[],,,,,,,,,?,,61,,255 kj(61 kcal),,"0,5",,"0,1",,"14,4",,"12,1",,"0,5",,,,,,,,,,1800 g,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,
252,Pois chiche - Sabarot,3111950002031,['Sabarot'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",['France'],[],[],5.9 g,en quantité modérée,0.6 g,en faible quantité,6.5 g,en quantité modérée,,,?,,351,+85%,1469 kj(351 kcal),+87%,"5,9",+95%,"0,6",+53%,"47,5",+101%,"6,5",+296%,"20,5",+101%,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,B,,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,
253,Evolia,7613038317649,,,['France'],[],[],,,,,,,,,?,,3,,13 kj(3 kcal),,0,,0,,"58,1",,"7,5",,"9,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Sirop de cassis,3437340069782,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de cassis']",['France'],[],[],,,,,,,,,?,,320,+16%,1339 kj(320 kcal),+8%,"0,5",+310%,0,-100%,79,+15%,79,+16%,"0,5",+214%,,,,,,,,,,['Bouteille en verre'],['Sans conservateurs'],,,,A,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,
255,La crazy de Manosque,3424600001224,,,['France'],[],[],,,,,,,,,?,,263,,1100 kj(263 kcal),,"12,8",,"7,1",,"23,5",,"1,2",,"12,6",,"1,58",,"0,632",,,,,,,,,,,,,,,,,,,,,,,,,,
256,Carrotes Bio 1 kg -,3361311202055,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Carottes', 'Légumes frais', 'Carottes fraîches']",['France'],[],[],0.26 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,36.3,+4%,152 kj(36 kcal),+6%,"0,26",-62%,0,-100%,"6,6",-3%,0,-100%,"0,8",+4%,0,-100%,0,-100%,-5,,A,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,B,,,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,,
257,H-Schlagsahne - 200.0g,4018905475973,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,200.0 g,['stück'],,,,,,,,,,,,,,,,,,,
258,Groins de porc à la créole - Marion - 2kg,3280590569485,['Marion'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Groins de porc']","['France', 'Guadeloupe']","['Groins de porc ', 'origine U', 'E', 'sel', 'conservateurs : E250', 'colorant : E120']","['Non végétalien', 'Non végétarien']",22 g,en quantité élevée,7.9 g,en quantité élevée,0.5 g,en faible quantité,13 g,en quantité élevée,1179,+57%,284,+56%,1179 kj(284 kcal),+54%,22,+143%,"7,9",+164%,"< 0,5",-97%,"< 0,5",-73%,"21,5",+158%,13,+1021%,"5,2",+1021%,20,+238%,E,+238%,2 kg,"['Pot', 'Plastique']",,"['FR 54.265.024 CE', 'Houdemont (Meurthe-et-Moselle, France)']",,4,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']",['Union européenne'],['France'],,
259,Veggy delice aux herbes,4032277006139,,,['France'],[],[],,,,,,,,,?,,234,,979 kj(234 kcal),,"11,6",,"1,1",,"6,2",,"1,7",,"1,4",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
260,SPIRULINE - MY SPIRULINA COMPANY - 100G,3770017070002,['MY SPIRULINA COMPANY'],"['Compléments alimentaires', 'Spiruline']",['France'],['spiruline 100%'],['Sans huile de palme'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,2.08 g,en quantité élevée,1380,+5%,333,+33%,1380 kj(333 kcal),+30%,0,-100%,0,-100%,0,-100%,0,-100%,"66,7",+35%,"2,08",+81%,"0,833",+81%,13,+166%,D,+166%,100 G,['Sachet refermable compostable'],"['Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",,,1,E,http://www.myspirulinacompany.com,['Ecommerce'],53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,"['Origine hawaii', 'conditionnement france']",SPIRULINE POUDRE,
261,Parmentier de Canard - Monique Ranou - 850g,6230321191055,['Monique Ranou'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard', 'Parmentiers de canard']",['France'],"['Purée de pommes de terre cuisinée 69,8% ', 'eau', 'crème fraîche ', 'dont lait', ' 14,1%', 'flocons de pommes de terre 10,5% ', 'pommes de terre', ""émulsifiant: mono et diglycéride d'acides gras"", ""extrait d'épice: curcuma"", 'poudre de lait', 'huile de tournesol', ' emmental ', 'dont lait', 'sel', 'muscade', 'viande de canard cuite 19,2% ', 'viande de canard 16,1% ', 'origine: France', 'graisse de canard', 'sel', 'eau', 'oignons 2,9%', 'carottes 2,4%', 'chapelure 1,2% ', 'farine de blé', 'levure', 'sel', 'persil 0,4%', 'ail', 'arôme naturel', 'amidon de blé', 'poivre']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",9.6 g,en quantité modérée,4.6 g,en quantité modérée,1.8 g,en faible quantité,0.79 g,en quantité modérée,?,,155,+10%,649 kj(155 kcal),+10%,"9,6",+25%,"4,6",+26%,"9,8",+2%,"1,8",+12%,"6,4",-11%,"0,79",+1%,"0,316",+1%,4,+36%,C,+36%,850 g,"['Film en plastique', 'Carton']","['Nutriscore', 'Nutriscore C']","['FR 35.139.001 CE', 'Laillé (Ille-et-Vilaine, France)']","['Gluten', 'Lait']",4,B,,['intermarché'],78.8%,12.8%,2.6%,3.3%,1.4%,1.0%,46,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['France', 'Union européenne']",['Laillé(35)'],,
262,pâtes nature - Pâtes fabre - 250g,3565490002011,['Pâtes fabre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",['France'],['Semoule de blé dur biologique de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,250 g,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",,,1,B,,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,
263,Cantal jeune AOP,3252540950834,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Polenta Valsugana aux 5 céréales,8001840288513,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"0,7",,"0,2",,77,,"0,6",,"7,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Greek style Snack,7624841106313,,,['France'],[],[],,,,,,,,,?,,225,,941 kj(225 kcal),,"13,1",,"1,9",,"12,6",,"1,4",,"6,6",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
266,Zacin C,8607100116604,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",['France'],[],[],0.2 g,en faible quantité,0 g,en faible quantité,27.9 g,en quantité élevée,1 g,en quantité modérée,?,,151,-33%,632 kj(151 kcal),-34%,"0,2",-96%,0,-100%,"32,1",+6%,"27,9",+149%,"3,8",-49%,1,-93%,"0,4",-93%,,,,,,,,,,,B,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,
267,Rosquillas de pan integrales con aceite de oliva,8428150000084,,,['France'],[],[],,,,,,,,,?,,374,,1565 kj(374 kcal),,3,,"0,5",,71,,"2,4",,11,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
268,Caramel Peanuts,3665147116037,,,['France'],[],[],,,,,,,,,?,,163.57000732422,,684 kj(163 kcal),,"1,66",,"1,66",,"22,86",,"21,77",,"6,43",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,
269,cannelle en poudre - sevenhills - 500grs,07317583,['Sevenhills'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cannelle', 'Cannelle en poudre']",['France'],"[""Cannelle crue en poudre biologique d'Inde"", "" UTILISATION SUGGÉRÉE: Jusqu'à 5 grammes par jour"", ' Peut être ajoutée à vos pâtisseries', 'céréales', 'smoothis et jus de fruits']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,220,+547%,920 kj(220 kcal),+441%,0,-100%,0,-100%,?,,0,-100%,"3,8",+230%,0,-100%,0,-100%,,,,,500 grs,['Papier'],"['Bio', 'Bio européen', 'GB-ORG-05']",['5060278032016'],,,A,http://www.sevenhillswholefoods.com,['en ligne'],63.0%,0.0%,17.9%,13.1%,5.9%,0.0%,78,,['Inde'],['Inde'],,
270,Vin,3273941006975,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"Tartare du monde Tokyo laitue de mer, yuzu et gingembre",3467740020137,,,['France'],[],[],,,,,,,,,?,,348,,1456 kj(348 kcal),,"33,9",,"2,5",,"7,1",,"1,5",,2,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
272,100% cacao caraïbes - Carré Suisse,3760231780757,['Carré Suisse'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],[],[],60 g,en quantité élevée,37 g,en quantité élevée,0 g,en faible quantité,0.02 g,en faible quantité,?,,650,+17%,2720 kj(650 kcal),+17%,60,+52%,37,+60%,"7,7",-80%,0,-100%,12,+57%,"0,02",-57%,"0,008",-57%,18,-15%,D,-15%,,,['en:gluten-free'],,,,E,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,
273,Miel de Tileul - Les Ruchers de Normandie,3770002062210,['Les Ruchers de Normandie'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",['France'],[],[],,,0 g,en faible quantité,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,,,,,,,B,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['France'],,,
274,Château cantedoulette Bordeaux supérieure,3660989196476,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Biscuits blé d'épautre,4061458035514,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],[],[],25 g,en quantité élevée,7.1 g,en quantité élevée,21 g,en quantité élevée,0.28 g,en faible quantité,?,,481,+1%,2013 kj(481 kcal),+1%,25,+20%,"7,1",-30%,52,-19%,21,-29%,"9,6",+48%,"0,28",-52%,"0,112",-52%,18,-9%,D,-9%,,,,,,,C,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
276,Pulpe de tomate original,5601151003152,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,0,,0,,"7,4",,"4,8",,"2,1",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,,
277,Kebab,5907437064108,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Bouchees Pois Chiches Carottes Emmental,3422440008915,,,['France'],[],[],,,,,,,,,?,,225,,941 kj(225 kcal),,14,,"3,6",,20,,"3,9",,"8,4",,"1,41",,"0,564",,,,,,,,,,,,,,,,,,,,,,,,,,
279,Café Colombie Corsé et fruité - Dagobert - 250g,3770001467023,['Dagobert'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']",['France'],['Café moulu 100 % arabica'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,250 g,['Sachet'],"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Fair for Life']",,,1,E,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,['Colombie'],,,
280,Thé vert superieur  555,3558820008760,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Diablos,3256228407245,,,['France'],[],[],,,,,,,,,?,,483,,2021 kj(483 kcal),,23,,2,,64,,"2,7",,"3,9",,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,,,
282,SUPERBON - 135g,5425033155476,['SUPERBON'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",['France'],"['POMMES DE TERRE 68%,HUILE DE TOURNESOL 30', ""8%,SEL 1%,TRUFFE D'ÉTÉ NOIRE DÉSHYDRATÉE 0"", '1%,AROME DE TRUFFE']",[],43 g,en quantité élevée,5.3 g,en quantité élevée,0 g,en faible quantité,0.5 g,en quantité modérée,587,-74%,?,,587 kj(140 kcal),-74%,43,+32%,"5,3",+72%,43,-16%,0,-100%,5,-16%,"0,5",-62%,"0,2",-62%,1,-91%,B,-91%,135 g,['Plastique'],['Sans colorants'],,,4,B,www.superbon.brussels,,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,['Région madrilène'],,
283,Compotes pommes pêches sans sucre ajoutés,3297760098881,,,['France'],[],[],,,,,,,,,?,,57,,238 kj(57 kcal),,"0,5",,"0,1",,13,,11,,"0,6",,,,,,,,,,,['Pot'],"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,
284,Galanga - Wei Ming - 2x 15g,3275760001230,['Wei Ming'],,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,"6,6",,0,,"13,3",,0,,0,,"0,2",,"0,08",,,,,,2 x 15 g,,,,,,,,,,,,,,,,,,,,
285,Crackers emmental & graines de courge - Le Bio pour Tous - 200g,3760295170389,['Le Bio pour Tous'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['France'],[],[],18 g,en quantité modérée,5.5 g,en quantité élevée,2 g,en faible quantité,1.8 g,en quantité élevée,?,,449,-3%,1879 kj(449 kcal),-4%,18,-10%,"5,5",+1%,"46,2",-22%,2,-49%,"19,8",+100%,"1,8",-10%,"0,72",-10%,12,-22%,D,-22%,200 g,,['Bio'],,,,B,,,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,
286,Tortina Dark Hazelnut,8000380154814,,,['France'],[],[],,,,,,,,,?,,554,,2318 kj(554 kcal),,37,,21,,45,,37,,"8,3",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,,
