,name,bar_code,eco_score,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,traceability_code,quantity,additives,labels,allergens,brand_owner,packaging,markets,generic_name,manufacturing,link,palm_ingredients
1420,Miel de sauge,5200111680213,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym', 'Miel de sauge']",,['France'],[],[],?,,?,,?,,?,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,Punch au Rhum,3683080354514,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,Saucisson sec bio,3377440001254,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,['France'],[],[],?,,?,,?,,?,,?,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
1423,Blanc de Poulet,0206926010240,D,"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches']",,['France'],[],[],?,,101,-6%,"1,5",-27%,"0,9",-17%,21,+1%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,423 kj(101 kcal),"0,4","0,4","1,9","0,76",,-5%,-34%,-53%,+3%,+3%,4,-10%,C,-10%,,1.5 g,en faible quantité,0.4 g,en faible quantité,0.4 g,en faible quantité,1.9 g,en quantité élevée,,,,,,,,,,,,
1424,Emmental,0296432023612,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",,['France'],[],[],?,,379,+1%,29,-1%,1,+50%,28,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1586 kj(379 kcal),20,1,"0,6","0,24",,+1%,+2%,+142%,-8%,-8%,11,-4%,D,-4%,,29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,0.6 g,en quantité modérée,,,,,,,,,,,,
1425,Comté - Nos Régions ont du Talent,2860060024600,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,['France'],[],[],?,,427,+8%,35,+7%,"0,5",+8%,28,+11%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1787 kj(427 kcal),24,"0,5","0,92","0,368",['Nos Régions ont du Talent'],+8%,+11%,+80%,-5%,-5%,14,+4%,D,+4%,,35 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,0.92 g,en quantité modérée,,,,,,,,,,,,
1426,Crème glacée tiramisu,3665018045237,,,,['France'],[],[],?,,197,,"7,8",,"28,57",,"1,77",,,,,,,,,824 kj(197 kcal),"5,17","27,6","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,Bloc de foie gras de canard du sud ouest - Hediard,3418321224185,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,['France'],[],[],?,,?,,?,,?,,?,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,['Hediard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Galette fines,3760009684393,,,,['France'],[],[],?,,482,,"19,9",,"70,3",,"6,2",,,,,,,,,2017 kj(482 kcal),"13,8","27,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,Sucre noisette - Légendes Gourmandes,3760155980035,,,,['France'],[],[],?,,396,,"0,5",,"99,6",,"0,6",,,,,,,,,1657 kj(396 kcal),"0,1",99,"0,01","0,004",['Légendes Gourmandes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,Knacks d'alsace,2422875024932,,,,['France'],[],[],?,,288,,26,,"0,6",,13,,,,,,,,,1205 kj(288 kcal),"9,7","0,6","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,Rosette du Pyrénéen,3529351163501,,,,['France'],[],[],?,,572,,53,,"0,5",,19,,,,,,,,,2393 kj(572 kcal),19,"0,5","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,Santé & Bien-être / Compléments Alimentaires - Nat & Form,3535400014724,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['Nat & Form'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,Noix de cajoux aux éclats de Truffes,3770009409247,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,['France'],[],[],?,,611,+2%,47,+2%,23,-10%,19,+2%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,2556 kj(611 kcal),"6,2","5,3","1,8","0,72",,+2%,-27%,-18%,+187%,+187%,11,+45%,D,+45%,,47 g,en quantité élevée,6.2 g,en quantité élevée,5.3 g,en quantité modérée,1.8 g,en quantité élevée,,,,,,,,,,,,
1434,Purée Poire 250g - Biolo Klock - 250g,3560000630135,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de poire']",,['France'],[],[],?,,53,-17%,"0,2",-16%,"10,8",-26%,"0,4",-4%,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,222 kj(53 kcal),0,"10,4",0,0,['Biolo Klock'],-17%,-100%,-19%,-100%,-100%,-3,,A,,,0.2 g,en faible quantité,0 g,en faible quantité,10.4 g,en quantité modérée,0 g,en faible quantité,,250 g,,"['Bio', 'Sans sucre ajouté']",,,,,,,,
1435,Cclol,4000885887105,,,,['France'],[],[],?,,10,,5,,50,,10,,,,,,,,,42 kj(10 kcal),5,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,Fruits de lychees,7615900312806,,,,['France'],[],[],?,,65,,0,,15,,0,,,,,,,,,272 kj(65 kcal),0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,Jambon Serrano -  - 500g,8437010376627,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",['Espagne'],['France'],"['Jambon ', '145g pour chaque 100g de Jambon', ',sel', 'conservateurs ', 'E-252 et E-250', ' et antioxydant ', 'E-301']","['Non végétalien', 'Non végétarien']",?,,222,-7%,"10,1",-20%,"1,1",+53%,"31,8",+5%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,929 kj(222 kcal),4,"0,8","4,8","1,92",,-7%,-14%,+79%,+2%,+2%,15,-9%,D,-9%,3,10.1 g,en quantité modérée,4 g,en quantité modérée,0.8 g,en faible quantité,4.8 g,en quantité élevée,['ES 10.01944/GE CE'],500 g,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",['en:traditional-speciality-guaranteed'],,,,,,,,
1438,Honey lavender stress relief,0076950204546,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,Dong Tien Nho,8936110890137,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,Stir-fry sauce,5052449582895,,,,['France'],[],[],?,,169,,10,,14,,"4,8",,,,,,,,,707 kj(169 kcal),"3,3",10,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,Potato crisps,8934680012003,,,,['France'],[],[],?,,520,,"28,4",,"59,7",,"6,3",,,,,,,,,2176 kj(520 kcal),"13,3","2,6","0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,Magret de canard de gascogne,0251101056612,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,['France'],[],[],?,,?,,?,,?,,?,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,"Gin Old Ladys 37, 5%",3041311021589,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Rillettes pur porc,3275340100032,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,['France'],[],[],?,,398,+1%,"36,2",-2%,"0,4",-21%,"17,4",+10%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,1665 kj(398 kcal),"12,69","0,3","1,13","0,452",,+1%,-10%,-12%,-12%,-12%,19,-3%,E,-3%,,36.2 g,en quantité élevée,12.7 g,en quantité élevée,0.3 g,en faible quantité,1.13 g,en quantité modérée,,,,['Point Vert'],,,,,,,,
1445,Sauté de boeuf de l'Aubrac au vin de Bergerac,3461951001787,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,
1446,Croque monsieur chorizo brebis,,D,"['Sandwichs', 'Croque-monsieur']",,['France'],[],[],?,,?,,?,,?,,?,,75.7%,13.8%,5.3%,3.1%,1.7%,0.5%,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,St Martin Triple 11.2Z,5411065210856,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,Les milanaises,2431641046313,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,['France'],[],[],?,,?,,?,,?,,?,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,Bordel,3217777239909,,,,['France'],[],[],?,,80,,2,,2,,4,,,,,,,,,335 kj(80 kcal),2,2,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,Pain d'épice au miel,3000000010266,B,"['Biscuits et gâteaux', ""Pains d'épices""]",,['France'],[],[],?,,344,+2%,4,+15%,"71,9",+2%,"3,2",-26%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,1439 kj(344 kcal),"2,2","40,8","0,48","0,192",,+1%,+77%,+0%,+10%,+10%,17,+21%,D,+21%,,4 g,en quantité modérée,2.2 g,en quantité modérée,40.8 g,en quantité élevée,0.48 g,en quantité modérée,,,,,,,,,,,,
1451,Douceur brebis,3281941101002,,,,['France'],[],[],?,,128,,"9,9",,"4,9",,"4,8",,,,,,,,,536 kj(128 kcal),"7,4","2,8","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,Huile d'olive vierge extra,3281717200014,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],[],?,,900,+5%,100,+5%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,3766 kj(900 kcal),15,0,0,0,,+5%,+7%,,-100%,-100%,6,-2%,C,-2%,,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,,,,,
1453,Emmental de Savoie,0209009027357,,,,['France'],[],[],?,,399,,31,,1,,29,,,,,,,,,1669 kj(399 kcal),21,0,"0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,Tomme des pyrénées,2225661021388,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme des Pyrénées']",,['France'],[],[],?,,343,-1%,29,+2%,1,-22%,20,-7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1435 kj(343 kcal),19,0,"1,75","0,7",,-1%,-5%,-100%,-2%,-2%,16,-1%,D,-1%,,29 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.75 g,en quantité élevée,,,,,,,,,,,,
1455,Ttiple chocolate deluxe flavour vitamin and protein bar,5391532121796,,,,['France'],[],[],?,,390,,18,,28,,37,,,,,,,,,1632 kj(390 kcal),11,"4,9","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Aiguillettes de poulet fermer blanc - Fermiers d'Ancenis - 284g (6aiguillettes),0226268030768,C,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['France'],['France'],['Poulet blanc fermier'],[],?,,?,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,"[""Fermiers d'Ancenis""]",,,,,,,,,,,,,,,,,,,"['FR 44.003.002 CE', 'Ancenis (Loire-Atlantique, France)']",284 g (6 aiguillettes),,"['Sans antibiotique', 'Viande Française', 'Point Vert', 'Sans OGM', 'IGP', 'Label Rouge', 'Origine France', 'Volaille-francaise']",,,"['Barquette', 'Film', 'Plastique', 'sous atmosphère protectrice']",['Leclerc'],,,,
1457,Caillasse de Savoie,2309617002642,,,,['France'],[],[],?,,121,,"2,9",,"1,1",,"22,4",,,,,,,,,506 kj(121 kcal),"1,1","0,7","2,81","1,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,Coriandre émincée - Bahadourian,3500680013842,,,,['France'],[],[],?,,125,,"12,2",,3,,"1,9",,,,,,,,,523 kj(125 kcal),2,"2,7",3,"1,2",['Bahadourian'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Le soda bio,3264280486443,,,,['France'],[],[],?,,33,,0,,"8,3",,0,,,,,,,,,138 kj(33 kcal),0,"8,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
1460,Trombette  6  colori,8021241001320,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Enjoy springtime,8713305810190,,,,['France'],[],[],?,,565,,36,,52,,"6,3",,,,,,,,,2364 kj(565 kcal),23,52,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Touraine,3760025890082,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,Confiture de framboises,5400501107102,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,['France'],[],[],?,,241,+8%,"0,2",-26%,"58,2",+9%,"0,6",-11%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,1008 kj(241 kcal),0,"56,2","0,01","0,004",,+7%,-100%,+9%,-53%,-53%,12,+36%,D,+36%,,0.2 g,en faible quantité,0 g,en faible quantité,56.2 g,en quantité élevée,0.01 g,en faible quantité,,,,,,,,,,,,
1464,mulino bianco - 230,8076709529533,,,,['France'],"['BI VA BISCOTTI INGREDIENTI: farina integrale di frumento 31,6%', 'zucchero', 'fiocchidi avena 13,2%', 'grano duro soffiato caramellato 13,0% ', 'grano duro', 'zucchero', 'miele', 'olio di girasole', 'olio di girasole', 'cioccolato 10,7% ', 'zucchero', 'pasta di cacao', 'burro di cacao', 'cacao magro', 'emulsionante: lecitina di soia', 'cacao magro 3,3%', 'nocciole tostate 2,5%', 'agenti lievitantí ', ""carbonato acido d'ammonio"", 'carbonato acido di sodiol', 'sale marino', 'aromi ', 'latte', 'estratto natyrale di oliva', ' Può contenere tracce di altra frutta a guscio e uova', ' Gli ingredienti evidenziati possono provocare reazioni in E G di A persone allergicho intolleranti', ' Conservare in ly La confezione co ene circa 21 biscotti', ' o fresco e asciutto', ' Grancereale con farina in ioccolato è fatto solo egrale di frumento', ' er']",['Non végétalien'],?,,454,,"18,5",,"59,3",,"9,26",,,,,,,,,1900 kj(454 kcal),"4,63","29,6","0,37","0,148",['mulino bianco'],,,,,,,,,,4,,,,,,,,,,230,"[""E503ii - Carbonate acide d'ammonium""]",,['Lait'],,,,,,,
1465,Parliné lait,3760059938347,,,,['France'],[],[],?,,569,,"35,1",,"51,9",,"6,8",,,,,,,,,2381 kj(569 kcal),"16,9","48,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,VIEUX PANE,0284940025716,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages pasteurisés', 'Fromages à pâte molle à croûte lavée']",,['France'],[],[],?,,?,,?,,?,,?,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Lait de coco - U,3956225148379,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",,['France'],[],[],?,,174,+10%,17,+9%,2,-28%,2,+57%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,728 kj(174 kcal),17,1,1,"0,4",['U'],+11%,+25%,-40%,+1270%,+1270%,16,+68%,D,+68%,,17 g,en quantité élevée,17 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité élevée,,,,,,,,,,,,
1468,Indomptable de cigalus blanc igp aude hauterive,3514120105387,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,Lait cru,3343460119842,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Pouilly-Fuissé,3477602586893,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Rôti filet fumé au bois de hêtre,2654233028270,,,,['France'],[],[],?,,185,,12,,0,,19,,,,,,,,,774 kj(185 kcal),"4,2",0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Chipolata supérieure,0210650021717,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,['France'],[],[],?,,?,,?,,?,,?,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,Miel des pays tarnais,3770010615156,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Labné au lait ecreme,3760074380930,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Pavé au poivre,3700118307516,,,,['France'],[],[],?,,392,,"21,8",,6,,"22,9",,,,,,,,,1640 kj(392 kcal),"12,1","3,2","4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,Cervelas,6264837016823,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Chocolat,2026889099995,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,['France'],[],[],?,,551,-0%,"33,5",-8%,55,+19%,"6,5",-10%,,,,,,,,2305 kj(551 kcal),"20,6","51,1","0,19","0,076",,+0%,-2%,+24%,+37%,+37%,26,+11%,E,+11%,,33.5 g,en quantité élevée,20.6 g,en quantité élevée,51.1 g,en quantité élevée,0.19 g,en faible quantité,,,,,,,,,,,,
1478,Riso carnaroli,8032542743024,,,,['France'],[],[],?,,387,,"0,6",,88,,7,,,,,,,,,1619 kj(387 kcal),"0,1","0,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Sirop d'érable pur,50523535,,,,['France'],[],[],?,,210,,0,,53,,0,,,,,,,,,879 kj(210 kcal),0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Turrón blando cacahuete,2502002490011,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,['France'],[],[],?,,492,-6%,23,-27%,59,+31%,"9,9",-18%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,2059 kj(492 kcal),"5,8",50,"0,1","0,04",,-6%,+10%,+30%,+56%,+56%,21,+27%,E,+27%,,23 g,en quantité élevée,5.8 g,en quantité élevée,50 g,en quantité élevée,0.1 g,en faible quantité,,,,,,,,,,,,
1481,Patanouga,3460190781047,,,,['France'],[],[],?,,546,,"34,2",,"44,5",,"13,1",,,,,,,,,2284 kj(546 kcal),"2,78",33,"0,012","0,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Chillisauce,8690804349430,,,,['France'],[],[],?,,23,,"0,5",,"3,5",,"1,1",,,,,,,,,96 kj(23 kcal),"0,1",0,"4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,Lean bar chocolat - activlab - 50g,5906660390947,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,['France'],"['sirop de maltitol ', 'édulcorant', 'enrobage du lait ', 'édulcorant ', 'maltitol', 'huile de palmiste entièrement durcie', 'cacao', 'lait écrémé en poudre', 'lactosérum en poudre ', 'lait', 'émulsification ', 'isolat de protéine de soja et de polyglycérol polyrizinoléate', 'agent de conservation ', 'huile de palmiste', 'huile de palme et huile de graine de karité', 'épaississant ', 'polydextrose', 'humectant ', 'glycérine', 'amidon de maïs', 'crème de noisette ', 'édulcorant: maltitol', 'huile de palme de karité', 'poudre de lactosérum', 'noisettes', 'cacao', 'émulsification ', 'cacao', 'émulsification', 'farine de soja', 'extrudat de cacao', 'de riz et de pomme de terre ', 'riz', 'purée de pomme de terre', 'sucre', 'fibre de blé', 'betterave rouge', 'émulsification ', 'colza', 'arôme et conservateur ', 'acide sorbique']","['Huile de palme', 'Non végétalien']",?,,344,-7%,"12,2",-6%,"38,7",+18%,"29,6",+1%,,,,,,,,1439 kj(344 kcal),"9,1","3,5","0,5","0,2",['Activlab'],-7%,+54%,-74%,+2%,+2%,11,+7%,D,+7%,4,12.2 g,en quantité modérée,9.1 g,en quantité élevée,3.5 g,en faible quantité,0.5 g,en quantité modérée,,50 g,"['E965ii - Sirop de maltitol', 'E965 - Maltitol', 'E1200 - Polydextrose', 'E422 - Glycérol', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",['Riche en protéines'],"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,['Plastique'],,Lean bar chocolat,,,['Huile de palme']
1484,vanille breizh - terres bleues - 750ml,04976264,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,['France'],"['Crème glacée Vanille: LAIT fermier 67%', 'sucre', 'sirop de glucose', 'LAIT écrémé en poudre', 'CREME', 'BEURRE', 'arôme naturel de vanille Bourbon', ""émulsifiant: mono et diglycérides d'acide gras"", 'épaississants: farine de caroube-gomme guar', 'gélifiants: alginate de sodium - carraghénanes', 'grains noirs de vanille Bourbon épuisée', 'colorant: bêta carotène', ' Sauce caramel au beurre salé: sucre', 'CREME FRAICHE', 'LAIT', 'BEURRE salé 7%', 'concentré de citron', 'émulsifiant: lécithine de colza']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,,187,-20%,"8,6",-26%,"24,9",-11%,"2,3",-27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,782 kj(187 kcal),"5,8","21,5","0,1","0,04",['terres bleues'],-20%,-24%,-8%,-33%,-33%,11,-18%,D,-18%,4,8.6 g,en quantité modérée,5.8 g,en quantité élevée,21.5 g,en quantité élevée,0.1 g,en faible quantité,"['FR 56.041.501 CE', 'Cléguérec (Morbihan, France)']",750ml,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène', 'E322i - Lécithine']",,['Lait'],,,,,['Cléguerec (56/BZH)'],http://www.terresbleues.com,
1485,Fusilli,3700937000421,,,,['France'],[],[],?,,363,,1,,"74,5",,"11,3",,,,,,,,,1519 kj(363 kcal),"0,14",5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,Boulettes de poulet,8436032781259,,,,['France'],[],[],?,,203,,"13,1",,"9,58",,"11,7",,,,,,,,,849 kj(203 kcal),"4,67","2,56","1,62","0,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,SAY OI SOM - Oriental Kitchen,3447573301597,,,,['France'],[],[],?,,376,,31,,"7,3",,17,,,,,,,,,1573 kj(376 kcal),10,"3,1","0,89","0,356",['Oriental Kitchen'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,Mon Premier Mille Bornes En Route Pour Le Zoo,3262190590014,,,,['France'],[],[],?,,75,,"7,5",,85,,6,,,,,,,,,314 kj(75 kcal),5,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,1KG Cafe Grain Espresso Casa Segafredo,8003410311942,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Praligrains,3018940006133,,,,['France'],[],[],?,,217,,"5,6",,"62,34",,0,,,,,,,,,908 kj(217 kcal),"2,2","62,34",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Comté tolosan,3500610125102,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Comté Tolosan']",,['France'],[],[],?,,?,,?,,?,,?,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,AOP Côtes du Roussillon 2017,3760102325261,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
