,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,allergens,palm_ingredients,link
244,Licor Baragua Crema de Turron - 70cl,20386719,Crème de Turron,70 cl,"['Verre', 'Bouteille']",['Baragua'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,['Espagne'],"['Tarragona', 'Espagne']",,['Lidl'],['France'],"['Crème de Turron', 'lait', 'fruits à coque']",['Non végétalien'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,3,"['Lait', 'Fruits à coque']",,
245,Mandarines - Côté Marché - 1kg,20387013,,1 kg,"['Filte', 'Plastique']",['Côté Marché'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Mandarines', 'Mandarines fraîches']",['Point Vert'],['Espagne'],['Espagne'],,,['France'],"['Mandarines variété Nadorcott', ' Conservé avec Imazalis', 'Thiabendazol', 'Ortho-Phénylphénol', 'Propiconazol et Pyriméthanil', ' Ciré avec E904', 'E914']",[],0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité modérée,,,?,,53,+96%,222 kj(53 kcal),+93%,0,-100%,0,,12,+31%,9,+26%,"0,9",+68%,,,,,,,,,,,,,,,,,['E914 - Cire de polyéthylène oxydée'],,,,
246,Smile - JetGum,20389321,,,,['JetGum'],,"['Contient une source de phénylalanine', 'Une consommation excessive peut avoir des effets laxatifs']",,,,,['France'],"['édulcorant : sorbitols ', ' gomme base', 'édulcorants : nit', 'nnitol', 'xylitol ', ' humectant : glycérol ', ' arômes', 'acidifiant : acide émulsifiant : lécithines ', 'tournesol', ' ', ' édulcorants ', ' aspartame', 'acésulfame-K', 'sucralose ', ' exhausteur de goût : acétate de zinc ', ' antioxydant : butylhydroxy-toluène', ' Contient une source de phénylalanine', ' Une consommation excessive peut avoir des effets laxatifs']",[],,,,,,,,,?,,148,,619 kj(148 kcal),,0,,0,,61,,0,,0,,0,,0,,,,,,,,,,,,,,"['E420 - Sorbitol', 'E967 - Xylitol', 'E422 - Glycérol', 'E322i - Lécithine', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E650 - Acétate de zinc']",4,,,
247,Milk Lollies Doos 12 Stuks (gelatelli),20396893,,,,['Gelatelli'],,['Fabriqué en Allemagne'],,,,['Lidl'],['France'],"['glace au lait %veur vanille: 37% tait entier', '33% lait écrémé concentré', 'sucre', 'sirop de glucose', 'concentré de lactosérum doux liquide ', 'lait', ' 4% crème ', 'lait', 'émulsifiant: mono - et diglycérides gras: stabilisants: farine de graines de caroube', 'gomme guar', ' arôme natuiet de vanille', ' Glace au lait chxotat: 37% tait entier', '31% lait écrémé sucte', ' sirop de gluc?e', 'concentré de lactosérum doux liquide ', 'lait', ' 426 crème ', 'lait', '2% cacao maigre en poudre', "" émulsifiant mon? et diglycérides d'acides gras"", ' stabilisants farine de graines de caroube', 'gomme guar', ' au lait frase: 37% tait entier', '31% lait écrémé wwltré', ' swe', ' 7', '5% purée de fraise', 'sirop de glucose', '4% ', 'tait', "" émulsifiant: mono et diglycérides d'acides stabilisants"", ""' farine de graines de caroube"", 'gomme guar', ' arôme naturel de fraise', 'acidifiant: acide citrique', ' jus de rouge concentré', ' Peut contenir de fruits à coque ', 'CH: noix', "" et d'arachides""]",['Non végétalien'],,,,,,,,,?,,132,,552 kj(132 kcal),,"3,5",,"2,4",,"21,1",,"21,1",,4,,"0,1",,"0,04",,,,,,,,,,,,,,"['E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E330 - Acide citrique']",4,['Lait'],,
248,Sondey fruit bar fraise aardbei - Sirius - 264,20397272,,264,['Box'],['Sirius'],"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres énergétiques']",,,"['Huizen', 'Netherlands']",['20397272'],['Lidl'],"['France', 'Pays-Bas']","['45% farce aux fraises ', 'sirop de glucose-fructose', 'sucre', 'humectant: glycérol', "" farine d'avoine"", '6% purée de fraise concentré', 'dextrose', 'gélifiant: pectines', ' acidifiants: acide malique', 'acide citrique', ' arôme naturel', ""correcteurs d'acidité: citrates de sodium"", 'citrates de calcium', ' colorant: carmins', 'farine de blé', 'sucre', 'huiles végétales ', 'palme', 'tournesol', 'sirop de glucose', 'lait entier en poudre', 'sel', ""émulsifiant: esters monoacétyltartriques et diacétyltartriques des mono - et diglycérides d'acides gras"", ' poudres à lever: carbonates de sodium', 'diphosphates', ' colorant: caroténoïdes', ' protéine de lait', 'dextrose', "" Peut contenir des traces d'oeuf"", 'de soja', 'de fruits à coque', ""d'arachides et de sésame""]","['Huile de palme', 'Non végétalien', 'Non végétarien']",7.9 g,en quantité modérée,3.9 g,en quantité modérée,41.5 g,en quantité élevée,0.48 g,en quantité modérée,?,,388,-0%,1623 kj(388 kcal),-0%,"7,9",-40%,"3,9",-8%,"74,3",+46%,"41,5",+34%,"3,9",-71%,"0,48",+19%,"0,192",+19%,16,+30%,D,+30%,,,,,,,,,"['E422 - Glycérol', 'E440 - Pectines', 'E296 - Acide malique', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E333 - Citrates de calcium', 'E120 - Acide carminique', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']",4,"['Gluten', 'Lait', 'Avoine']",['Huile de palme'],
249,Freetea - Freeway,20397753,,,,['Freeway'],['Boissons'],['Entrepreneurs + Engagés'],,,,['Lidl'],['France'],"['REFR[SCANTE DE EXTRACTOS', ' azücar', "" acidütan•e• àC'do citrtco"", 'de iirn', 'jn partir de concentrado ', '1%', 'extracto de té ce de cf', 'ratos de sod:o', ' Conser', 'jar ta bote]a en postcién en un fresco y de juz', ' Ur', 'a vez aberto', ""en un plan de 2-3 di'as"", ' Lote•', '/ Consumir del: ver y/o tapon', ' DE EXTRATOS VEGETAtS', ' iogrectentes: âgua', 'açücar', ""acidificartte: acido citnrA,' Sarno de {imàr ûbtido a p:+jr de u"", 'm prod corvv:rttredc 112* ett', 'ato de châ', 'aroma', ""reguleAor de acider citra'as""]","['Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,6.8 g,en quantité élevée,0 g,en faible quantité,?,,29,-48%,121 kj(29 kcal),-50%,0,-100%,0,-100%,"6,9",-39%,"6,8",-28%,0,-100%,0,-100%,0,-100%,10,+31%,E,+31%,,,,,,,,,,,,,
250,Maxi Gaufres - Belgix,20399085,,,,['Belgix'],,"['Agriculture durable', 'en:UTZ Certified']",,,,,['France'],[],[],,,,,,,,,?,,468,,1958 kj(468 kcal),,25,,13,,52,,30,,"7,1",,"0,63",,"0,252",,,,,,,,,,,,,,,,,,
251,Cakes à la crème - Hema,2043738699991,,,,['Hema'],,"['Agriculture durable', 'en:UTZ Certified']",,,,['Hema'],['France'],[],[],,,,,,,,,?,,435,,1820 kj(435 kcal),,"18,7",,"9,4",,"62,7",,55,,3,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,
252,Bolognese Chips - Hema - 125g e,2046663099997,"Chips de pommes de terre à la tomate, à l'oignon et à l'ail",125 g e,"['Sachet', 'Plastique', 'atmosphère protectrice']",['Hema'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', 'Chips bolognaise', ""Chips de pommes de terre à l'huile de tournesol""]","[""À l'huile de tournesol"", 'Atmosphère protectrice']",,,,['Hema'],['France'],"['Pommes de terre 59,9%', 'huile de tournesol 33,1%', 'farine de blé', 'levure', 'sel', 'colorants ', 'E160b', 'E160c', 'hydrolysat de protéines de soja', 'exhausteur de goût ', 'E621', 'dextrose', 'arôme', 'épices', 'anti-agglomérants ', 'E470b', 'E551', 'tomate en poudre 0,1%', 'oignon en poudre 0,1%', 'ail en poudre 0,1%', 'acidifiant naturel ', 'E330', 'extrait de levure', 'arôme de fumée']","[""Pourrait contenir de l'huile de palme""]",33.1 g,en quantité élevée,3 g,en quantité modérée,2.9 g,en faible quantité,1.12 g,en quantité modérée,2265,+1%,?,,2265 kj(541 kcal),+1%,"33,1",-0%,3,+3%,53,+3%,"2,9",+29%,"6,3",+4%,"1,12",-19%,"0,448",-19%,8,-27%,C,-27%,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,"['E160b - Rocou', 'E160c - Extrait de paprika', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E470b - Sels de magnésium d'acides gras"", 'E551 - Dioxyde de silicium', 'E330 - Acide citrique']",4,"['Gluten', 'Soja']",,
253,Handcooked chips sea salt - HEMA,2046663299991,,,,['HEMA'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,,,,['Hema'],"['France', 'Allemagne']","['Pommes de terre 73,1%', 'huile de tournesol 25,8%', 'sel 1,1%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",25.8 g,en quantité élevée,2.3 g,en quantité modérée,0.6 g,en faible quantité,1.11 g,en quantité modérée,?,,507,-1%,2121 kj(507 kcal),-1%,"25,8",-13%,"2,3",-26%,60,+11%,"0,6",-74%,"6,6",+15%,"1,11",-17%,"0,444",-17%,8,-32%,C,-32%,,,,,,,,,,3,,,
254,Biscuit Complet - Hema,2047681599995,,,,['Hema'],,,,,,['Hema'],['France'],"['farine de blé complet 42%', 'farine de blé', 'sucr huile de palme', 'graines de sésame', 'sirop de glucose-fructose', 'sel', 'poudres à leve E500 E503 E330', 'arôme', ' Peut contenir du lait', ' Valeurnutritive pour 1003', ' énergie']",[],,,,,,,,,?,,467,,1954 kj(467 kcal),,17,,"7,7",,68,,19,,"7,5",,"0,74",,"0,296",,,,,,,,,,,,,,"[""E503 - Carbonates d'ammonium""]",4,"['Gluten', 'Graines de sésame']",,
255,Merlu Blanc Sauce Marinière et son Riz Basmati - Comme j aime - 300g,204008,Plat préparé - Merlu Blanc Sauce Marinière et son Riz Basmati,300 g,"['Carton', 'Plastique']",['Comme j aime'],"['Plats préparés', 'Plats préparés au poisson', 'Plats à base de riz', 'Plats préparés à réchauffer au micro-ondes', 'Plats au merlu']",['Fabriqué en France'],,['France'],,,['France'],"['Riz basmati précuit 43 % ', 'riz basmati', 'eau', 'huile de colza', 'sel', 'merlu blanc 30 %', 'eau', 'moules décortiquées 5 %', 'crème fraîche 3 %', 'poireau 3 %', 'carotte 2 % vin blanc', 'huile de colza', 'vinaigre de vin blanc', 'fumet de poisson ', 'sel', 'maltodextrine de pomme de terre poisson déshydraté', 'aromates', 'extrait de levure', 'colorant : extrait naturel de curcuma', 'fécule de manioc', 'sel', 'épaississants : gomme xanthane et gomme de guar', 'protéines de lait', 'protéines de pois', 'ail déshydraté', 'persil', 'jus de citron', 'arômes naturels', 'piment doux', 'antioxydant : extrait de romarin', 'colorants : curcumine et extrait de paprika', 'poivre']","['Non végétalien', 'Non végétarien']",3.2 g,en quantité modérée,0.8 g,en faible quantité,0.2 g,en faible quantité,0.7 g,en quantité modérée,549,+19%,?,,549 kj(131 kcal),+16%,"3,2",+11%,"0,8",-18%,"16,8",+30%,"0,2",-79%,"7,1",+8%,"0,7",+8%,"0,28",+8%,-3,,A,,,,,,,,,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E392 - Extrait de romarin', 'E100 - Curcumine', 'E160c - Extrait de paprika']",4,"['Poisson', 'Lait', 'Mollusques']",,
256,Wok Spices - Vitasia - 45g,20400866,Wok Spices - Chili peppers sliced,45 g,"['Bocal plastique', 'Dose']",['Vitasia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments', 'Epices-pimentees']",['Fabriqué en Allemagne'],['Chine'],['Elaboré en Allemagne par Lidl SNC CS 30032 FR 67039 Strasbourg Cedex 2'],,['Lidl'],"['France', 'Allemagne']",['Piments'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,,1,,,
257,Especias para wok Jengibre molido - Vitasia - 45g,20400873,Jengibre molido,45 g,"['Especiero', 'Plástico', 'Dose']","['Vitasia', 'Vitasia China']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'Gingembre en poudre']","['Point Vert', 'Fabriqué en Allemagne']",,['Alemania'],,['Lidl'],"['France', 'Allemagne', 'Espagne']",['jengibre'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,37.8%,0.0%,31.7%,20.0%,10.4%,0.0%,93,,1,,,
258,Marmor,20401016,,,,,,,,,,,['France'],[],[],,,,,,,,,?,,429,,1795 kj(429 kcal),,"22,4",,"7,7",,"50,3",,"29,2",,0,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,
259,Huile de noix - Deluxe - 250ml,20401030,,250 ml,,['Deluxe'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,,,,,['France'],[],[],92 g,en quantité élevée,9.5 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-6%,3464 kj(828 kcal),-6%,92,-6%,"9,5",+1%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,6,+12%,C,+12%,D,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,
260,Groene Asperges Gegrild Pot 330 Gram (deluxe) - 330g,20401641,,330g,['Glas'],['Deluxe'],,,,,,['Lidl'],"['Autriche', 'France', 'Allemagne']",[],[],,,,,,,,,?,,34,,142 kj(34 kcal),,"0,5",,0,,"4,1",,"3,7",,"2,2",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,
261,Paupiette de poulet - Lidl,20402877,,,,['Lidl'],,,,,,['Lidl'],['France'],"['ae viande de dlnde et de gRas entouRéeg d\'une baRde de poF franc""', ' 33%', 'oeuf et de lait']",['Non végétalien'],,,,,,,,,?,,283,,1184 kj(283 kcal),,24,,"8,2",,"0,6",,"0,4",,16,,"1,5",,"0,6",,,,,,,,,,,,,,,,"['Œufs', 'Lait']",,
262,Marinade barbecue - Mcennedy - 70ml,20406370,"Marinade épicée pour 350g de viande, 2 à 3 portions",70 ml,"['Sachet plastique', '07']",['Mcennedy'],"['Epicerie', 'Sauces']",['Fabriqué en Allemagne'],,"['Weiland GmbH', 'Industriestrasse 25', '49201', 'Dissen', 'Allemagne']",,['Lidl'],['France'],"['huile de colza', 'sel de cuisine', 'sucre', 'pivron', 'huile de palme', 'tomates', 'oignons', 'poivre', 'ail', 'piments rouges', 'poudre de sauce de soja ', '_fèves de soja', 'maltodextrine', 'sel de cuisine', 'antiagglomérant ', 'dioxyde de silicium', 'épices', 'arôme naturel', 'acidifiant ', 'acide citrique', 'fumée']",['Huile de palme'],61.3 g,en quantité élevée,8.4 g,en quantité élevée,14.7 g,en quantité élevée,10.5 g,en quantité élevée,2624,+196%,?,,2624 kj(627 kcal),+166%,"61,3",+239%,"8,4",+289%,"16,1",+62%,"14,7",+128%,"2,9",+8%,"10,5",+334%,"4,2",+334%,28,+141%,E,+141%,,,,,,,,,"['E551 - Dioxyde de silicium', 'E330 - Acide citrique']",4,,['Huile de palme'],
263,Cervelas - Saladinettes - 500g,20406691,Salade alsacienne,500 g,"['Frais', 'Barquette', 'Plastique', 'Sous atmosphère protectrice']","['Saladinettes', 'Lidl Stiftung & Co. KG']","['Plats préparés', 'Frais', 'Salades', 'Salades composées', 'Plats préparés frais']","['Point Vert', 'Eco-Emballages']",,"['Martinet (Filiale FPM) - 24 Rue du Limousin - Zone Industrielle - 38070 Saint-Quentin-Fallavier', 'Isère', 'Rhône-Alpes', 'France']","['EMB 38449A', 'Saint-Quentin-Fallavier (Isère, France)', 'FR 38.449.002 CE', 'Saint-Quentin-Fallavier (Isère, France)']",['Lidl'],['France'],"['Cervelas 41% ', 'eau', 'viande de porc', 'gras de porc', 'viandes séparées mécaniquement de dinde', 'peau de poulet', 'couenne de porc', 'épices', 'protéine de soja', 'sel', 'ail', ""pulpe d'ail"", 'dextrose', 'sucre', 'lactose', 'sirop de glucose', 'arôme', 'stabilisants : diphosphates', 'triphosphates', 'colorant : carmins', 'conservateurs : erythorbate de sodium', 'nitrite de sodium', 'acidifiant : acide citrique', 'eau', 'oignon 14%', 'Emmental ', 'lait', ' 11%', 'œuf dur', 'huile de colza', ""vinaigre d'alcool"", 'amidon modifié de pomme de terre', 'acidifiant : acide lactique', 'sel', 'échalote', 'épices', 'conservateur : sorbate de potassium', 'épaississant : gomme xanthane', 'miel', 'infusion de plantes', 'sucre', 'colorant : caramel ammoniacal']","['Non végétalien', 'Non végétarien']",17 g,en quantité modérée,6 g,en quantité élevée,0.6 g,en faible quantité,1.5 g,en quantité modérée,?,,195,+5%,816 kj(195 kcal),+8%,17,+105%,6,+137%,"2,2",-87%,"0,6",-73%,"7,9",+5%,"1,5",+49%,"0,6",+49%,13,+215%,D,+215%,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",4,"['Œufs', 'Lait', 'Soja']",,
264,Salade de lentilles à la lyonnaise - Saladinettes - 500g,20406714,Lentilles assaisonnées,500 g,"['Plastique', 'Sous atmosphère protectrice', 'Frais']",['Saladinettes'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Plats préparés', 'Légumes secs', 'Lentilles', 'Lentilles préparées']",,,,,['LIDL'],['France'],"['71% lentilles', 'eau', 'oignon', 'huile de colza', 'vinaigre d‘alcool', 'sel', 'amidon modifié de pomme de terre', 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'sucre', 'acidifiant : acide lactique ', ' conservateur : sorbate de potassium ', ' épices', 'épaississant : gomme xanthane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",5.6 g,en quantité modérée,0.4 g,en faible quantité,0.5 g,en faible quantité,1.1 g,en quantité modérée,520,+33%,?,,520 kj(124 kcal),+29%,"5,6",+241%,"0,4",+27%,10,-15%,"0,5",-41%,6,-8%,"1,1",+48%,"0,44",+48%,2,,B,,B,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,"['E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",4,['Moutarde'],,
265,Seafood sticks - Ocean Sea - 200g,20408008,,200 g,,['Ocean Sea'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:Preparations-made-from-fish-meat']","['Pêche durable', 'Pêche durable MSC', 'en:MSC-C-53520']",,,['LT 68-08 EB'],"['Id stock', 'LIDL']","['France', 'Royaume-Uni']",[],[],4.9 g,en quantité modérée,0.4 g,en faible quantité,2.9 g,en faible quantité,1.75 g,en quantité élevée,?,,129,+8%,540 kj(129 kcal),+9%,"4,9",+4%,"0,4",-38%,"15,2",+33%,"2,9",+1%,"6,5",-13%,"1,75",+2%,"0,7",+2%,4,-9%,C,-9%,B,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,,,
266,Café moulu Colombie Excelso - Bellarom - 200g ℮,20412548,"Café de Colombie, torréfié, moulu",200 g ℮,"['Sachet plastique', 'Point vert', 'Atmosphère protectrice']",['Bellarom'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,['Belgium'],,['Lidl'],['France'],['café moulu et torréfié 100% Arabica'],[],,,,,,,,,1110,,49,,,,"1,5",,,,"8,31",,,,"1,91",,,,,,,,,,,,,,,,,,,,,,
267,Ethiopian Sidamo - Melangerie - 200g,20412562,Coffee,200g,"['Bag', 'Plastic']",['Melangerie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,['Belgique'],,,['Lidl'],"['France', 'Royaume-Uni']",['coffee'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,1,,,
268,Squeezy honey - kilderg - 1,20415310,,1,,['Kilderg'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,"['France', 'Irlande']",['100% natural honey'],[],0.1 g,en faible quantité,0 g,en faible quantité,46.9 g,en quantité élevée,0 g,en faible quantité,?,,310,+7%,1297 kj(310 kcal),+6%,"0,1",-8%,0,-100%,"63,4",-18%,"46,9",-33%,"0,2",-39%,0,-100%,0,-100%,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,
269,Penny Buttergemüse - 400g,20417383,,400 g,,,,,,,,,['France'],[],[],,,,,,,,,?,,28,,117 kj(28 kcal),,"0,5",,0,,"3,9",,"3,5",,"1,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,
270,Cuberdons - Regio & Traditie,20417444,,,,['Regio & Traditie'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,['France'],"['75% sucre', 'gélifiant: gomme arabique', ' sirop de glucose', 'eau', 'gélatine ', 'porc', 'arôme de framboise', 'colorants: carmins', 'charbon végétal médicinal']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",0.5 g,en faible quantité,0.4 g,en faible quantité,68 g,en quantité élevée,0.02 g,en faible quantité,?,,331,-7%,1385 kj(331 kcal),-8%,"0,5",-73%,"0,4",-62%,72,-14%,68,+17%,"1,6",-25%,"0,02",-83%,"0,008",-83%,9,-38%,C,-38%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"[""E414 - Gomme d'acacia"", 'E428 - Gélatine', 'E120 - Acide carminique', 'E153 - Charbon végétal médicinal']",4,,,
271,Beurre Tendre & Léger 40% MG doux - Milbona - 250g,20418182,Beurre léger pasteurisé doux 40% MG,250 g,"['Barquette', 'Plastique']",['Milbona'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres allégés', 'Beurres de crème douce']",,,,"['FR 35.239.005 CE', 'Retiers (Ille-et-Vilaine, France)']",['Lidl'],['France'],"['Eau', 'beurre ', 'lait', 'amidons modifiés ', 'maïs', 'manioc', 'acidifiant : acide lactique', 'sel de mer 0,4%', ""émulsifiant : mono - et diglycérides d'acides gras"", 'épaississant : carboxyméthylcellulose', 'conservateur : sorbate de potassium', 'colorant : caroténoïdes', 'arôme naturel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",40 g,en quantité élevée,26 g,en quantité élevée,1.5 g,en faible quantité,0.46 g,en quantité modérée,1550,-13%,376,-15%,1550 kj(376 kcal),-14%,40,-14%,26,-14%,"3,8",+44%,"1,5",+64%,"< 0,5",-10%,"0,46",-50%,"0,184",-50%,16,-9%,D,-9%,E,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['E14XX - Amidons modifiés', 'E270 - Acide lactique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E466 - Carboxyméthylcellulose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']",4,['Lait'],,
272,Choco thins - Mister Choc,20419219,,,,['Mister Choc'],,"['Agriculture durable', 'Pur beurre de cacao', 'en:UTZ Certified']",,,,['Lidl'],['France'],"['Orange flavoured milk chocolate thins With puffed rice Ingredients 89% Milk Chocolate ', 'Sugar', 'Cocoa Butter', 'Whole Milk Powder', 'Cocoa Mass', 'Emulsifier: Soya Lecithins', ' Natural Vanilla Flavouring', '11% Puffed Rice ', 'Rice Flour', 'Sugar', 'Barley Malt Extract', 'Salt', 'Stabiliser: Calcium Carbonate', ' Colza Oil', 'Emulsifier: Soya Lecithins', 'Natural Orange Flavouring', ' Milk Chocolate contains: Cocoa Solids 35% Minimum', 'Milk Solids 20% Minimum', ' Allergy Advice For allergens', 'including Cereals containing Gluten', 'see']",['Non végétalien'],,,,,,,,,?,,534,,2234 kj(534 kcal),,"31,3",,"19,6",,"54,7",,"45,2",,"6,9",,"0,28",,"0,112",,,,,,,,,,,,,,['E322 - Lécithines'],4,,,
