,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,manufacturing,traceability_code,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,ingredients_origins,packaging,generic_name,markets,palm_ingredients,link,brand_owner
1475,Pâte aigre et piquante instantannée,8850643001054,,,['France'],[],[],?,255,1067 kj(255 kcal),20,4,16,3,"2,8","15,9","6,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,Por Kwan Instant Soup Base Concentrate Pork 225G,8850643002914,,,['France'],[],[],?,154,644 kj(154 kcal),"6,4","1,3",19,"9,7","5,1",14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Sweet Chili Sauce Chicken - Por Kwan - 200ml,8850643003119,200ml,['Por Kwan'],"['France', 'Suisse']",[],[],?,635,2657 kj(635 kcal),0,0,37,35,"0,5","2,7","1,08",B,"['Epicerie', 'Sauces', 'Sauces aigre-douces']",,['Thailande'],,,,0 g,en faible quantité,0 g,en faible quantité,35 g,en quantité élevée,2.7 g,en quantité élevée,,+412%,+416%,-100%,-100%,+40%,+59%,+0%,+131%,+131%,24,+141%,E,+141%,42.4%,22.5%,16.3%,10.1%,5.1%,3.6%,92,,,['Bouteille'],,['Migros'],,,
1478,Sauce Pad Thai - Por Kwan,8850643003454,,['Por Kwan'],['France'],"['sucre ', '35%', 'sirop de glucose ', '12%', 'oignon ', '10%', 'sel ', '6', '5%', 'vinaigre ', '5', '0%', 'arachide ', '5', '0%', 'arôme crevette artificiel ', '1', '0%', 'sauce de soja ', 'haricot de soja', 'sel', 'blé', '1', '0%', 'eau', 'pâte de tamarin', 'colorant ', 'E160c']",[],?,207,866 kj(207 kcal),"1,6","0,3",46,41,"2,1","6,7","2,68",,,,,,['E160c - Extrait de paprika'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Arachides']",,,,,,,
1479,Extrait de feuille de yanang - Por Kwan - 400ml,8850643009234,400 ml,['Por Kwan'],['France'],"['Eau', 'extrait de Yanang ', '30%', 'colorants ', 'E102', 'E133']",[],44,10,44 kj(10 kcal),0,0,2,0,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de plantes en conserve']",,['Thaïlande'],,"['E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-79%,-81%,-80%,-100%,-100%,-73%,-100%,-100%,-100%,-100%,0,,B,,,,,,,,,,,['Conserve'],,['Supermarché Asie'],,,
1480,Sauce Salade Thaï Épicée - Por Kwan - 200g,8850643016539,200 g,"['Por Kwan', 'nr. instant produce co. ltd']",['France'],"['Eau', 'sucre', 'oignon', 'sauce de poisson ', ""extrait d'anchois"", 'sel', 'vinaigre', 'piment', 'sel', 'ail', 'citronnelle', 'acide citrique ', 'E330', 'jus de citron coriandre', 'gomme xanthane ', 'E415']","['Non végétalien', 'Non végétarien']",520,?,520 kj(124 kcal),0,0,24,21,"0,9","6,3","2,52",,"['Epicerie', 'Sauces']",,['Thaïlande'],,"['E330 - Acide citrique', 'E415 - Gomme xanthane']",4,0 g,en faible quantité,0 g,en faible quantité,21 g,en quantité élevée,6.3 g,en quantité élevée,-41%,,-47%,-100%,-100%,+142%,+225%,-67%,+160%,+160%,15,+29%,D,+29%,,,,,,,,['Poisson'],,"['Verre', 'Bouteille']",Sauce thaïlandaise épicée pour salade,,,,
1481,Basil from fresh leaves - Lee Brand,8850643023117,,['Lee Brand'],['France'],"['Feuilles basilic 65%', 'eau', 'régulateur di acidité ', 'E330', 'sel', ' Fabriqué dans une usine utilisant arachide et sésame', ' Poids net: 200g GaÈder dans un endroit frais et sec', 'AprèS conserver au réfrigérateur et consommer sous 14j% A consommer de préférence: voir date indiqué e- PARIS sTORE S A', 'senia 712 9/651 r Oduit de Thaïlande']",[],?,20,84 kj(20 kcal),0,0,"3,6",0,"1,5","0,53","0,212",,,,,,['E330 - Acide citrique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,NAM VANG - Por kwan - 200g,8850643026910,200g,['Por kwan'],['France'],[],[],?,172,720 kj(172 kcal),"8,9","1,8",18,"5,7","4,9","18,5","7,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,Preparation Pour Soupe Poulet - Lee Brand,8850643028419,,['Lee Brand'],['France'],"['sel', 'sucre', 'poudre arôme artificiel poulet', 'poudre sauce de soja ', 'haricot de soja', 'sel', 'blé', 'poudre de ail', 'exhausteur de goût ', 'E621', 'extrait de levure']",[],?,137,573 kj(137 kcal),"2,1","0,4",22,13,"7,4","50,9","20,36",,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Soja']",,,,,,,
1484,Lee Pho Broth Powder 2 30 - Lee Brand,8850643036117,,['Lee Brand'],['France'],"['Sel', 'sucre', 'exhausteur de goût ', 'E621', 'sauce de soja ', 'haricot de soja', 'sel', 'blé', 'huile de palme', 'oignon', 'cannelle', 'poivre', 'clou de girofle', 'anis', 'arôme artificiel boeuf', 'gingembre', 'colorant ', 'E150c et E160c', 'ail', 'feuille de citron kaffir']",['Huile de palme'],?,207,866 kj(207 kcal),"3,4","0,7",35,24,9,"29,8","11,92",,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E160c - Extrait de paprika']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,['Huile de palme'],,
1485,Assaisonnement pour soupe de légumes - Shanggie - 45g,8850643036919,45 g,"['Shanggie', 'Nr. Instant Produce Co.  Ltd']","['France', 'États-Unis']","['Sel', 'extrait de légume en poudre', 'champignon chinois en poudre', 'sucre', 'huile de palme', 'sauce de soja en poudre ', 'soja', 'sel', 'blé', 'glutamate de sodium', 'colorants ', 'E150c', 'épices ', 'poivre']",['Huile de palme'],?,?,,?,,?,,?,,,,"['Epicerie', 'Condiments', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Assaisonnements']",,['Thaïlande'],,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Soja']",['Thaïlande'],['Plastique'],Assaisonnement pour soupe,,,,Wildwood Herbal
1486,"Por Kwan, Red Curry Soup - Nr Instant Produce Co.  Ltd.",8850643058324,,['Nr Instant Produce Co.  Ltd.'],"['France', 'États-Unis']","['Coconut milk', 'water', 'bamboo shoots ', '14%', 'red curry paste ', 'garlic', 'lemon grass', 'red chili', 'shallot', 'salt', 'galanga', 'kaffir lime peel', 'coriander', 'pepper', 'cumin', 'baby corn ', '5%', 'sugar', 'salt', 'sweet basil leaves', 'kaffir line leaves']",[],?,100,418 kj(100 kcal),"7,27","1,36","6,36","2,73","2,73","1,955","0,782",,"['Conserves', 'Plats préparés', 'Soupes', 'Plats préparés en conserve', 'Soupes en conserve']",,,,,3,7.27 g,en quantité modérée,1.36 g,en faible quantité,2.73 g,en faible quantité,1.96 g,en quantité élevée,,+96%,+101%,+262%,+102%,+44%,+101%,+23%,+143%,+143%,9,+323%,C,+323%,,,,,,,,,,,,,,,Wildwood Herbal
1487,Pate de crevette -,8850643064158,,,['France'],[],[],?,127,531 kj(127 kcal),"2,4","0,5","5,4",0,21,"24,8","9,92",,"['Produits à tartiner', 'Produits à tartiner salés', 'Pâte de crevette']",,,,,,2.4 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,24.8 g,en quantité élevée,,-57%,-57%,-91%,-94%,+54%,-100%,+140%,+1779%,+1779%,11,-12%,D,-12%,,,,,,,,,,,,,,,
1488,Purée D'ail Lee Brand 200G Thailande,8850643064165,,['Lee Brand'],['France'],"['ail 65% eau', 'huile de son de riz', ""régulateur d'aciditié "", 'È330', 'conservateur ', 'E223', ' Produit contenant sulfite', ' Pour les allergènes voir les ingrédients écrits en gras', ' Fabriqué dans une usine utilisant arachide et sésame', ' Garder']",[],?,80,335 kj(80 kcal),1,"0,2",15,0,"2,8","0,12","0,048",,,,,,"['E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,,,,,,
1489,Assaisonnement Pour Poulet Grillé 100G,8850643066749,,,['France'],[],[],?,278,1163 kj(278 kcal),"0,9","0,2",63,53,"4,4",24,"9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Fried Chili Paste,8850643067784,,,['France'],[],[],?,656,2745 kj(656 kcal),62,12,19,0,"5,4","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Peking Duck Sauce / sauce pour canard pekinois,8850643067913,,,['France'],[],[],?,232,971 kj(232 kcal),"4,5","0,9",45,37,"2,8",8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Chilli Lemon Grass 130G Thai Delight,8850643068002,,,['France'],[],[],?,72,301 kj(72 kcal),"2,2","0,4",13,"6,2",0,"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Pã¢te De Crevettes 454 G Kapi,8850643068088,,,['France'],[],[],?,127,531 kj(127 kcal),"2,4","0,5","5,4",0,21,"24,8","9,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,Ramboutans fourrés à l'ananas au sirop - New Lamthong - 565g,8850649000037,565 g,"['New Lamthong', 'New Lamthong Foods Industries Co.  Ltd.']","['France', 'États-Unis']","['Eau', 'ramboutans ', '26,46%', 'sucre', 'ananas ', '14,25%', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,143,598 kj(143 kcal),0,0,"35,71",30,0,"0,028","0,011",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop']",,['Thaïlande'],,['E330 - Acide citrique'],3,0 g,en faible quantité,0 g,en faible quantité,30 g,en quantité élevée,0.0275 g,en faible quantité,,+96%,+102%,-100%,-100%,+132%,+114%,-100%,+53%,+53%,1,,B,,,,,,,,,,,['Conserve'],,['Auchan'],,,Wildwood Herbal
1495,Coconut Nectar Drink - ตลาดน้ำ - 330ml,8850660000481,330 ml,['ตลาดน้ำ'],"['France', 'Thaïlande']",['Nectar de coco 100%'],[],?,48,201 kj(48 kcal),0,0,"11,9","10,1","0,11","0,061","0,024",,['en:Coconut Nectar'],,,,,,0 g,en faible quantité,0 g,en faible quantité,10.1 g,en quantité modérée,0.061 g,en faible quantité,,,,,,,,,,,2,,B,,,,,,,,,,,['Bottle'],,,,,
1496,Dehydrated mango - ดอยคำ - 40g,8850773104601,40 g,"['ดอยคำ', 'Doikham', 'doi kham', 'royal projects', 'โครงการหลวง']","['France', 'Thaïlande']","['มะม่วง Mango 80%', 'น้ำตาล Sugar 20%', 'สารป้องกันการเกิดออกซิเดชั้น', 'IS23', ' Antiowidant NS23 ข้อมูลสำหรับผู้แพ้อาหาร : มีซัลไฟต์ Allergen Information : This product contains sulfites', ' ไม่เจือสีและไม่แต่งกลิ่นสังเคราะห์ No Color and No Artificial Flavor Added']",[],?,350,1460 kj(350 kcal),0,0,"87,5",65,0,"0,562","0,225",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mangues séchées']",['Sans arômes artificiels'],,,,,0 g,en faible quantité,0 g,en faible quantité,65 g,en quantité élevée,0.562 g,en quantité modérée,,+6%,+6%,-100%,-100%,+17%,+13%,-100%,+188%,+188%,9,+35%,C,+35%,,,,,,,,['Anhydride sulfureux et sulfites'],,['Bag'],,['7-Eleven'],,,
1497,98% Strawberry juice,8850773510310,,,['France'],[],[],?,60,251 kj(60 kcal),0,0,15,"3,5","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,98% Mix berry juice,8850773510341,,,['France'],[],[],?,60,251 kj(60 kcal),0,0,15,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Creme de noix de coco - Thai Heritage,8850781644458,,['Thai Heritage'],['France'],[],[],?,180,753 kj(180 kcal),18,16,3,2,"1,84","0,042","0,017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,98% Mix berry juice,8850773510341,,,['France'],[],[],?,60,251 kj(60 kcal),0,0,15,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Creme de noix de coco - Thai Heritage,8850781644458,,['Thai Heritage'],['France'],[],[],?,180,753 kj(180 kcal),18,16,3,2,"1,84","0,042","0,017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Curry verde - Thai Heritage,8850781700215,,['Thai Heritage'],['France'],[],[],?,57,238 kj(57 kcal),"2,83","2,47","6,34","5,05","0,75","0,886","0,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,Sauce pour curry de légumes Thaï - Thaï Heritage,8850781700239,,['Thaï Heritage'],['France'],"['Eau', 'Oignon', 'Chou-fleur', 'Lait de coco', 'Huile de soja', 'Piment rouge', 'Échalote', 'Tamarin', 'Amidon de maïs modifié ', 'E1422', 'Ail', 'Sel', 'Extrait de levure', 'Graines de coriandre', 'Cumin', 'Poivre noir', 'Curcuma', 'Gomme de xanthane ', 'E415', 'Fenugrec', 'Paprika', 'Acide que ', 'E330', 'Moutarde', 'Clou de girofle', 'Cannelle']",[],?,48,201 kj(48 kcal),"2,63","1,87","5,34","4,05","0,74","0,676","0,27",,,"['Sans colorants', 'Sans conservateurs']",,,"['E1422 - Adipate de diamidon acétylé', 'E415 - Gomme xanthane', 'E330 - Acide citrique']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Moutarde'],,,,,,,
1504,Sauce pour curry à l'ananas - Thai Heritage,8850781700246,,['Thai Heritage'],['France'],[],[],?,60,251 kj(60 kcal),"2,18","1,74","7,79","7,79","0,99","0,521","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Thai Tomyum Paste - Thai Heritage,8850781700819,,['Thai Heritage'],['France'],[],[],?,330,1381 kj(330 kcal),"14,4","3,49","45,2","36,3","2,24","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Pure sesame oil - Thai Heritage,8850781701786,,['Thai Heritage'],['France'],[],[],?,928,3883 kj(928 kcal),100,"14,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Thai Heritage Basil Paste,8850781701809,,['Thai heritage'],['France'],"['Basilic ', '35', '5%', 'Eau', 'Huile de soja', 'Ail', ' Sucre', '*Poivre blanc', 'Sel', 'Acidifiant : Acide Citrique ', 'E330']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,175,732 kj(175 kcal),"17,4","1,95","9,74","6,1","1,65","0,31","0,124",,,,,,['E330 - Acide citrique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Sauce Sukiyaki - Thai Heritage,8850781702257,,['Thai Heritage'],['France'],[],[],?,122,510 kj(122 kcal),"0,01",0,28,"24,7","2,48","3,23","1,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,THAI HERITAGE Préparation pour Nouilles Thai au Lait de Coco 325 g Lot de 6,8850781702615,,['Thai heritage'],['France'],"['Farine de riz', 'Sucre', 'Eau', 'Navet salé', 'Sucre de palme', 'Sel', 'Tamarin', 'Crevette', 'Échalote', 'Huile de soja', 'Piment rouge', 'acide citrique ', 'E330', 'Poudre de coco', 'Amidon modifié']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,346,1448 kj(346 kcal),"8,1","5,7",61,9,"7,3","0,934","0,374",,,,,,"['E330 - Acide citrique', 'E14XX - Amidons modifiés']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Crustacés', 'Soja']",,,,,,,
1510,Sauce douce aux piments et prunes - Thai Heritage,8850781703247,,['Thai Heritage'],['France'],[],[],?,216,904 kj(216 kcal),"0,25",0,"53,7","51,2","0,28","11,6","4,64",,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Sauce Wok - Thaï Heritage,8850781703353,,['Thaï Heritage'],['France'],[],[],?,108,452 kj(108 kcal),"2,7",0,21,14,0,"0,152","0,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Eau de Noix de Coco avec Pulpe - Thai Heritage - 300ml,8850781703544,300 ml,['Thai Heritage'],['France'],"['Eau de coco', 'pulpe de coco']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,28,117 kj(28 kcal),"0,4","0,3",5,4,"0,2","0,031","0,012",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Eaux de coco']",,['Thaïlande'],,,1,0.4 g,en faible quantité,0.3 g,en faible quantité,4 g,en quantité modérée,0.0306 g,en faible quantité,,+47%,+41%,+365%,+871%,+10%,+11%,+75%,-53%,-53%,0,-100%,B,-100%,,,,,,,,,,"['Plastique', 'Bouteille']",,,,,
1513,Hoisin Sauce 220Ml - Thai Heritage,8850781705012,,['Thai Heritage'],['France'],"['llrqrédients : Sucre', 'Eau', 'Soja', 'Épices', 'SCI', 'Ail', 'Graines de sésame', 'Amidon modifié', 'Caramel ', 'E/50h Piment rouge', 'Huile de soja', 'Vinaigre de riz', 'Far nedeblé', 'Paprika', 'Acide citrique ', 'E330', ' Gomme de xant ane', 'E415', ',']",[],?,254,1063 kj(254 kcal),"3,39","0,78",53,"46,3","3,03",2,"0,8",,"['Epicerie', 'Sauces', 'Sauces hoisin']",['Entrepreneurs + Engagés'],,,"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E415 - Gomme xanthane']",4,3.39 g,en quantité modérée,0.78 g,en faible quantité,46.3 g,en quantité élevée,2 g,en quantité élevée,,+19%,+19%,+78%,+171%,+16%,+12%,+49%,-59%,-59%,20,+7%,E,+7%,,,,,,,,"['Graines de sésame', 'Soja']",,,,,,,
1514,Corn snack,8850801891985,,,['France'],[],[],?,110,460 kj(110 kcal),12,0,80,8,8,"0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,King Island 100% Pure Coconut Water,8850813300031,,['King Island'],['France'],['100% eau de coco'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,14,59 kj(14 kcal),0,0,"3,4","2,4",0,"0,12","0,048",,['Boissons'],,,,,1,0 g,en faible quantité,0 g,en faible quantité,2.4 g,en faible quantité,0.12 g,en faible quantité,,-75%,-76%,-100%,-100%,-70%,-75%,-100%,+189%,+189%,-6,-178%,B,-178%,,,,,,,,,,,,,,,
1516,Roi Thai Red Curry Soup 250 ML.,8850813501001,,['Roi'],['France'],[],[],?,147,615 kj(147 kcal),"13,2","8,9","5,3","3,6","1,7","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Ground white pepper,8850885394761,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Chili Sauce,8850931040482,,,['France'],[],[],?,90,377 kj(90 kcal),"0,2","0,1",25,17,"1,2","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Lait de Coco - Madame Wong - 400ml,8850931041014,400 ml,['Madame Wong'],['France'],[],[],?,140,586 kj(140 kcal),14,13,2,2,"1,84",1,"0,4",B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",,,,,,14 g,en quantité élevée,13 g,en quantité élevée,2 g,en faible quantité,1 g,en quantité élevée,,-11%,-11%,-10%,-4%,-28%,+19%,+45%,+1270%,+1270%,15,+58%,D,+58%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,,"['Conserve', 'métal']",,,,,
1520,Vermicelle Riz 375G Mme Wong 01 MM,8850931041953,,,['France'],[],[],?,200,837 kj(200 kcal),0,0,0,0,4,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,8850931044022,8850931044022,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Soupe Nouille Porc Mama Carton 30X55G Thailande,8850987122361,,['Mama'],['France'],"['palme', 'sel', 'épices', 'sucre', 'exhausteurs de goût', 'piment en poudre', 'arôme ', 'de sésame', ""traces d'oeufs"", 'de lait', 'de crustacés', 'de poisson', 'de céleri']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,65,272 kj(65 kcal),"2,9","1,5","8,5","0,7","1,3","0,8","0,32",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Graines de sésame'],,,,,['Huile de palme'],,
1523,instant nudeln,8850987123351,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Instant wheat noodle - Mama,8850987146190,,['Mama'],['France'],"['Oriental Style Instant Noodles Instantnudelsuppe OrientalischerArt Orientaalse Stijl Instant Noedels Prcparation Alimentaire A Base De Ble Tendre Instantantc Style Oriental Sall', 'Zuckcr', 'Kann spuren vcn e*', 'en', ' pafimotie', 'zout', '- verdi\\VinpwrniÀA2t']",[],?,467,1954 kj(467 kcal),19,9,66,4,8,"1,05","0,42",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,,,,,,,,+56%,+55%,+64%,+71%,+63%,+65%,+26%,-60%,-60%,,,,,,,,,,,,,,,,,,,
1525,Soupe chinoise - Mama,8850987201745,,['Mama'],['France'],"['MAHA INSTANT RCE VEREEW PREPARADOA ALIMENTAIRE A BASE DE Rü *SIANTAhEE REF 105/64 mWCEILESOERiZU61Gj ASSAISONNEMENT EN POUDRE ', ""763 CORRECTEUR JACOT GARMTURE {O'G"", ' ACOESGR4SSATLRES3G ODS NET : 60 G DE THALANDE PORTE PAR TANG FRERES SA AVENUE 75013 PARIS FRANCE LOI']",[],?,365,1527 kj(365 kcal),"7,4",3,66,10,"7,7","5,3","2,12",,"['Plats préparés', 'Soupes']",,,,,,7.4 g,en quantité modérée,3 g,en quantité modérée,10 g,en quantité modérée,5.3 g,en quantité élevée,,+540%,+544%,+281%,+397%,+1048%,+478%,+250%,+513%,+513%,18,+998%,D,+998%,,,,,,,,,,,,,,,
1526,Crispé seaweed,8850999001906,,,['France'],[],[],?,618,2586 kj(618 kcal),"49,5","22,5","23,2","1,7","19,9","2,985","1,194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Banane Sirop Deux Elephants,8851011124269,,['Deux Éléphants'],['France'],"['BANANE 53%', 'SIROP', ""RÉGULATEUR D' ACIDIDE "", '330']",[],?,95,397 kj(95 kcal),0,0,"22,4","20,3","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Fleur Banane Nature Elephants 540G Thailande,8851011222262,,,['France'],[],[],?,11,46 kj(11 kcal),0,0,"0,7",0,"0,8","0,6","0,24",,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Somtam thai,8851011515258,,,['France'],[],[],?,213,891 kj(213 kcal),5,1,33,33,"7,1","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Coconut Milk Durian 280ml,8851011911210,,,['France'],[],[],?,68,285 kj(68 kcal),"3,3","2,9","8,4","8,2","0,7","0,03","0,012",,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Boisson au lait de coco (Thé Thai) - Twin elephants - 280ml,8851011912217,280 ml,['Twin elephants'],['France'],[],[],?,58,243 kj(58 kcal),"2,7","2,5","7,7",7,"0,5","0,03","0,012",,['Boissons'],['Sans conservateurs'],,,,,2.7 g,en quantité modérée,2.5 g,en quantité modérée,7 g,en quantité élevée,0.03 g,en faible quantité,,+4%,+1%,+678%,+2019%,-32%,-26%,+1%,-28%,-28%,16,+109%,E,+109%,,,,,,,,,,,,,,,
1532,Coconut - Twin Elephants,8851011914211,,['Twin Elephants'],['France'],"['SÉDIMents : eau de coco 77% / extrait de noix de coco 15% / sucre de coco / melon en poudre 2,50 % / émulsifiant / sans conservateur']",[],?,55,230 kj(55 kcal),"2,3","2,1","7,8",7,"0,5","0,12","0,048",D,"['Produits laitiers', 'Laits']",['Sans conservateurs'],,,,4,2.3 g,en faible quantité,2.1 g,en quantité modérée,7 g,en quantité modérée,0.12 g,en faible quantité,,-17%,-16%,+12%,+76%,+30%,+29%,-86%,-3%,-3%,-2,-448%,A,-448%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,
1533,Salade paysanne,8851013029043,,,['France'],[],[],?,129,540 kj(129 kcal),"5,7","0,5",12,"1,9","6,1","0,52","0,208",,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Tipco Veggie Mixed Vegetable and Mixed Fruit Juice Beetroot,8851013746490,,['Tipco'],['France'],[],[],?,40,167 kj(40 kcal),"0,01","0,01",14,14,1,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
