,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,additives,palm_ingredients,allergens,nova_score,quantity,generic_name,packaging,traceability_code,markets,ingredients_origins,manufacturing,link,producer_info
242,Légumes et vermicelles - Liebig - 2x 30cl,3036811358334,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",['France'],"['Eau', 'légumes 32 % ', 'carotte', 'pomme de terre', 'oignon', 'jus de tomates à base de concentré', 'céleri-rave', 'poireau', 'petit pois', 'vermicelles ', 'cuits', ' 4,8 % ', 'eau', 'semoule de blé', ""blanc d'oeuf"", 'crème', 'amidon modifié de maïs', 'sel', 'huile de colza', 'sucre', 'beurre de cuisine', 'arôme', 'exhausteur de goût : glutamate de sodium']","['Sans huile de palme', 'Non végétalien']",1 g,en faible quantité,0.4 g,en faible quantité,1.4 g,en faible quantité,0.77 g,en quantité modérée,139,-18%,?,,139 kj(33 kcal),-19%,1,-42%,"0,4",-29%,"4,6",+0%,"1,4",-28%,"0,9",-3%,"0,77",+18%,"0,308",+18%,2,+41%,B,+41%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['Liebig'],"['Sans colorants', 'Sans conservateurs']","['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,"['Céleri', 'Œufs', 'Lait', 'Semoule de blé', 'Vermicelles']",4,2 x 30 cl,,"['Brique', 'Carton']",,['Carrefour'],,['France'],,
243,Bio Légumes du Soleil - Liebig - 1L,3036811358587,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",['France'],"['légumes* 52 % ', 'purée de tomates à base de concentré* carotte""', 'céleri-rave*', 'oignon* poireau*', 'courgette*', 'eau', 'amidon de mais*', 'sucre de canne*', ""huile d'olive vierge extra 10,6 %"", '""', 'sel', 'extrait de levure', 'aromes naturels ', 'dont basilic', 'poivre', 'thym', 'laurier', "" issus de l'agriculture biologique""]",[],0.8 g,en faible quantité,0.2 g,en faible quantité,2.8 g,en faible quantité,0.58 g,en quantité modérée,148,-13%,?,,148 kj(35 kcal),-14%,"0,8",-54%,"0,2",-64%,"6,3",+38%,"2,8",+44%,"0,7",-25%,"0,58",-11%,"0,232",-11%,1,-30%,B,-30%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['Liebig'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['Céleri'],4,1 L,,['Carton'],,,,['France'],,
244,Légumes et Kiri - Liebig - 60cL (2x 30cL),3036811362232,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",['France'],"['eau', 'légumes 32% ', 'courgette 12,8%', 'oignon', 'petit pois', 'brocoli', 'épinard', 'fromage blanc fondu Kiri 3,8% ', 'fromage blanc', 'crème', 'protéines de lait', 'sels de fonte', 'polyphosphates', 'phosphates et citrates de sodium', 'acide citrique', 'sel', 'amidon transformé de maïs', 'beurre de cuisine', 'sel', 'exhausteur de goût : glutamate de sodium', 'arôme naturel']",['Non végétalien'],2.4 g,en faible quantité,1.3 g,en faible quantité,0.9 g,en faible quantité,0.7 g,en quantité modérée,190,+12%,?,,190 kj(45 kcal),+10%,"2,4",+39%,"1,3",+131%,"4,2",-8%,"0,9",-54%,"1,3",+40%,"0,7",+7%,"0,28",+7%,3,+111%,C,+111%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['Liebig'],,"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,['Lait'],4,60 cL (2 x 30 cL),Soupe de légumes au fromage Kiri,"['Brique', 'Carton']",,,,,,
245,Délice d'Automne à la Crème Fraîche - Liebig - 1l,3036811363338,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de potiron']",['France'],"['Eau', 'légumes 39% ', 'potiron 18%', 'carotte', 'pomme de terre', 'oignon', 'céleri', 'panais', 'poireau', 'crème fraîche 4,2%', 'amidon transformé de maïs', 'farine de châtaigne', 'sel', 'sucre', 'arômes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1.6 g,en faible quantité,1 g,en faible quantité,2.1 g,en faible quantité,0.72 g,en quantité modérée,?,,38,+6%,159 kj(38 kcal),+6%,"1,6",+10%,1,+16%,"4,9",+7%,"2,1",-0%,"0,7",+1%,"0,72",+14%,"0,288",+14%,3,+60%,C,+60%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['Liebig'],['en:FSC'],['E14XX - Amidons modifiés'],,"['Céleri', 'Lait']",4,1 l,,"['Brique', 'Carton']",,"['Cora', 'Magasins U']",,,,
246,Bio Velouté de 10 Légumes - Liebig - 2 * 35cl,3036811364403,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",['France'],"['Eau', 'légumes 42% ', 'jus de tomates à base de concentré', 'pomme de terre', 'carotte', 'oignon', 'poireau', 'céleri-rave', 'courgette', 'chou-fleur', 'panais', 'cresson', 'crème', 'amidon', 'sucre de canne', 'sel de mer', 'extrait de levure']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",0.8 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en faible quantité,0.71 g,en quantité modérée,136,-15%,32,-18%,136 kj(32 kcal),-17%,"0,8",-48%,"0,5",-17%,"5,2",+9%,"1,5",-19%,"0,7",-18%,"0,71",+10%,"0,284",+10%,2,+49%,B,+49%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['Liebig'],"['Bio', 'Bio européen', 'en:FSC', 'FR-BIO-10', 'en:fsc-c020428', 'FSC Mix', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique']",,,"['Céleri', 'Lait']",3,2 * 35 cl,Velouté de légumes,"['Brique', 'Carton']",['FSC-C020428'],"['Simply Market', 'Noz']",,,http://www.liebig.fr/produit/veloute-de-10-legumes-bio/,
247,Poule vermicelles - Liebig,3036811366537,,"['Plats préparés', 'Soupes']",['France'],"['Eau', 'vermicelles cuits 8,9 % ', 'semoule de blé', 'blanc d’œuf', ' filet de poule cuit saumuré 3 % ', 'filet de poule amidon', 'sel', 'légumes ', 'carottes', 'poireau', 'amidon modifié,sel', 'arômes ', 'contient lait céleri', ' exhausteur de goût: E621', 'ail']","['Non végétalien', 'Non végétarien']",0.1 g,en faible quantité,0.04 g,en faible quantité,0.1 g,en faible quantité,0.92 g,en quantité modérée,?,,20,-65%,84 kj(20 kcal),-65%,"0,1",-95%,"0,04",-93%,3,-48%,"0,1",-94%,"1,6",-27%,"0,92",+6%,"0,368",+6%,4,+144%,C,+144%,,,,,,,,['Liebig'],,"['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,['Œufs'],4,,,['Brique'],,,,,,
248,Soupe Forestière - Liebig - 2x 30cl,3036811366544,,"['Plats préparés', 'Soupes']",['France'],"['eau', 'lait écrémé reconstitué', 'crème fraîche 3,6%', 'amidon transformé de maïs', 'cèpes réhydratés 2,5%', 'bolets réhydratés 2,5%', 'arômes ', 'contient: lait', 'sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1.2 g,en faible quantité,0.7 g,en faible quantité,0.7 g,en faible quantité,0.68 g,en quantité modérée,?,,30,-47%,126 kj(30 kcal),-47%,"1,2",-38%,"0,7",+16%,4,-30%,"0,7",-60%,"0,7",-68%,"0,68",-21%,"0,272",-21%,3,+83%,C,+83%,,,,,,,,['Liebig'],['Fabriqué en France'],['E14XX - Amidons modifiés'],,['Lait'],4,2 x 30 cl,,['Brique'],,['leader price'],,,,
249,Légumes et Kiri - Liebig,3036811367046,,,['France'],"[""'ccvo:ta 15,7 lus de tomates à base de concentré 14,7 p«rgne de terre Il oigrm petits pois"", ' céleri-rave', ' eau', 'fromage blanc fondu 3', '1 % ', 'fromcga blanc de lait amidùl transformé d-s']",[],,,,,,,,,?,,54,,226 kj(54 kcal),,"2,7",,"1,7",,"5,7",,"2,3",,1,,"0,68",,"0,272",,,,,,,,,,,,,['Liebig'],['Fabriqué en France'],,,['Céleri'],,,,,,,,,,
250,Crème de Champignons & Mini Croûtons - Royco - 60g,3036812100376,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Produits déshydratés', 'Champignons et produits dérivés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Veloutés', 'Plats préparés déshydratés', 'Veloutés de champignons', 'Soupes déshydratées']",['France'],"['Sirop de glucose', 'amidon de pomme de terre', 'graisse de palme', 'croûtons 12% ', 'farine de blé', 'graisse de palme', 'sel', 'levure', 'antioxydant: extrait de romarin', 'extrait de champignons 6,8 %', 'sel', 'arômes ', ""contient de l'orge"", 'exhausteurs de goût: E621', 'E627 et E631', 'persil', 'champignons de Paris 1,5 %', 'protéines de lait', 'persil', 'stabilisant: E451', 'épaississant: gomme xanthane', ""extrait de malt d'orge"", 'émulsifiant: E471', 'colorant riboflavine', 'céleri']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,48,+20%,201 kj(48 kcal),+16%,"2,3",+15%,"1,2",+22%,"6,1",+40%,"0,6",-22%,"0,6",-42%,"0,87",+24%,"0,348",+24%,,,,,,,,,,,,['Royco'],,"['E392 - Extrait de romarin', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E101i - Riboflavine']",['Huile de palme'],"['Céleri', 'Gluten', 'Lait']",4,60 g,,"['Carton', 'boîte']",,,,,,
251,Soupe a l’oignon - Royco,3036812100475,,,['France'],"['DE LA SOUPE DÉSHYDRATÉE : Oignon 29%', 'croûtons 27 % ', 'farine de blé,"" i huile de palme', 'sel', 'levure', 'antioxydant', 'x? extraits de romarin', 'amidon de pomme dé terre', 'sel', 'huile de palme', 'potassium', 'exhausteurs de goût : E621', ' E627 et E631 ', 'arômes ', 'contient : céleri', 'fromage 1,8% ', 'sels de fonte 339k:vi protéines de lait', 'chapelure ', 'farine de blé} sel', 'levure', ""extrait de malt d'orge"", 'sir6p glucose', 'émulsifiant : E471 ', 'acidifiant""', ' acidÊi citrique', ' Peut contenir des traces de soja']",['Huile de palme'],,,,,,,,,?,,35,,146 kj(35 kcal),,"1,4",,"0,7",,"4,9",,"0,4",,"0,6",,"0,84",,"0,336",,,,,,,,,,,,,['Royco'],,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Huile de palme'],"['Céleri', 'Gluten', 'Lait']",4,,,,,,,,,
252,Lesieur Mayonnaise Diet,3036814535053,D,"['Epicerie', 'Sauces', 'Mayonnaises']",['France'],[],[],41 g,en quantité élevée,41 g,en quantité élevée,7.5 g,en quantité modérée,,,?,,400,-35%,1674 kj(400 kcal),-35%,41,-38%,41,+563%,"7,5",+179%,"7,5",+414%,"0,5",-59%,,,,,,,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Lesieur'],,,,,,,,,,,,,,
253,"Pâtes Panzani Coquillettes, Cuiss. Rapide 3min 3x1kg+20%grt - 500g",3038350333032,,,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,2,,"0,35",,72,,"3,7",,13,,"0,01",,"0,004",,,,,,,,,,,,,['Panzani'],,,,,,500 g,,,,,,,,
254,Panzani Pasta Penne Rigate Express,3038351189706,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",['France'],[],[],2 g,en faible quantité,0.35 g,en faible quantité,3.7 g,en faible quantité,0.013 g,en faible quantité,?,,361,+3%,1510 kj(361 kcal),+2%,2,+18%,"0,35",-6%,72,+3%,"3,7",+27%,12,0%,"0,013",+11%,"0,005",+11%,-1,,A,,,,,,,,,['Panzani'],,,,,,,,,,,,,,
255,Pâtes Penne Rigate Panzani,3038351483804,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",['France'],[],[],2 g,en faible quantité,0.35 g,en faible quantité,3.7 g,en faible quantité,0.025 g,en faible quantité,?,,361,+3%,1510 kj(361 kcal),+2%,2,+18%,"0,35",-6%,"3,7",-95%,"3,7",+27%,12,0%,"0,025",+114%,"0,01",+114%,-4,,A,,,,,,,,,['Panzani'],['Fabriqué en France'],,,,,,,,,,,,,
256,Bolognaise - Panzani - 210g,3038354190105,E,"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",['France'],"['Pulpe de tomates et concentré de tomate ', '55%', 'viande 17,5% ', 'bœuf cuit 9%', 'porc', 'eau', 'légumes ', 'oignons', 'carottes', 'sel', 'sucre', 'amidon transformé de maïs', 'plante aromatique', 'huile de tournesol', 'arômes', 'ail']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2.4 g,en faible quantité,0.9 g,en faible quantité,5.1 g,en quantité modérée,1.16 g,en quantité modérée,?,,70,-20%,293 kj(70 kcal),-19%,"2,4",-42%,"0,9",-26%,"7,1",+9%,"5,1",+7%,"4,6",+2%,"1,16",+5%,"0,464",+5%,-1,-144%,A,-144%,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,['Panzani'],,['E14XX - Amidons modifiés'],,,4,210 g,Sauce bolognaise,"['Verre', 'Bocal']",['ES 26.00322/CC CE'],['Franprix'],,,,
257,Sauce pour pâtes - Bolognaise - Panzani - 800g,3038354193007,E,"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",['France'],"['Pulpe de tomates et concentré de tomates 56%', 'viande 17,5% ', 'boeuf 9%', 'porc', 'eau', 'légumes 9,5% ', 'carottes', 'oignons', 'céleri ', 'sucre', 'sel', 'arômes ', 'lait', 'amidon transformé de maïs', 'persil', 'huile de tournesol', 'ail']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3.1 g,en quantité modérée,1 g,en faible quantité,5.9 g,en quantité modérée,1.1 g,en quantité modérée,?,,79,-9%,331 kj(79 kcal),-8%,"3,1",-25%,1,-18%,"6,8",+4%,"5,9",+24%,"5,1",+14%,"1,1",0%,"0,44",0%,-1,-144%,A,-144%,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,['Panzani'],,['E14XX - Amidons modifiés'],,"['Céleri', 'Lait']",4,800 g,,['Verre'],,"['Super U', 'Magasins U']",,,,
258,Sauce pleine saveur tomates cuisinees 2x400g - Panzani,3038354226286,,,['France'],[],[],,,,,,,,,?,,59,,247 kj(59 kcal),,"2,7",,"0,3",,"6,3",,"3,8",,"1,3",,1,,"0,4",,,,,,,,,,,,,['Panzani'],,,,,,,,,,,,,,
259,Sauce pour Risotto maison Champignons - Panzani - 180g (2Personnes),3038354271002,B,"['Epicerie', 'Conserves', 'Sauces', 'Sauces aux champignons', 'Sauce pour Risotto aux Champignons', 'Sauces pour risotto']",['France'],"['Eau', 'crème 12 %', 'champignons de Paris 10 %', 'amidon transformé de maïs', 'échalotes', 'huile de tournesol', 'vin blanc ', 'conservateur : sulfites', 'arômes* ', 'gluten', 'œuf', 'sel', 'persil', 'émulsifiants : E472 et E415', 'sirop de glucose', 'ciboulette', 'protéine de lait*', 'ail', 'poivre', ' *Contient du lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",6.2 g,en quantité modérée,4.3 g,en quantité modérée,0.7 g,en faible quantité,1.3 g,en quantité modérée,336,-12%,?,,336 kj(80 kcal),-24%,"6,2",-24%,"4,3",+20%,"4,9",-18%,"0,7",-60%,1,-44%,"1,3",-6%,"0,52",-6%,10,+23%,C,+23%,48.9%,25.3%,10.1%,8.4%,4.3%,3.0%,88,"['Panzani', 'Ebro Foods']","['Point Vert', 'Eco-Emballages']","['E14XX - Amidons modifiés', ""E472 - Esters d'acides gras alimentaires"", 'E415 - Gomme xanthane']",,"['Œufs', 'Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",4,180 g (2 Personnes),Sauce,"['Pot verre et couvercle métal à recycler', 'Conserve']",,['Carrefour market'],,,"http://www.panzani.fr/produits/toute-gamme-panzani/pates/sauces-pour-risotto,produits,46,13,131.html",
260,Riz long grain - Lustucru - 450g (5x 90g),3038354524009,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain', 'Riz étuvé']",['France'],['Riz long grain étuvé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.9 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,360,+7%,1506 kj(360 kcal),+4%,"0,9",+2%,"0,2",+19%,79,+4%,"0,5",+80%,7,-1%,"0,01",-5%,"0,004",-5%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Lustucru'],,,,,1,450 g (5 x 90 g),,"['Carton', 'Sachets', 'Plastique']",,['Franprix'],,,,
261,Panzani Capellini 500g 2,3038356855002,,,['France'],[],[],,,,,,,,,?,,365,,1527 kj(365 kcal),,2,,"0,35",,72,,"3,7",,13,,"0,013",,"0,005",,,,,,,,,,,,,['Panzani'],,,,,,,,,,,,,,
262,Fantaisie farfalle - Panzani,3038356859802,,,['France'],"['100 0% semoule de blé dur de qualité supérieure', ' si le numéro de lot contient ta lettre N ', "" peut contenir de l'œuf"", ' FILM PLASTIQUE FNSEMBLE']",[],,,,,,,,,?,,365,,1527 kj(365 kcal),,2,,"0,35",,72,,"3,7",,13,,"0,013",,"0,005",,,,,,,,,,,,,['Panzani'],,,,,,,,,,,,,,
263,Graine de Couscous Fin (+ 25 % Gratuit) - Ferrero - 1kg,3038359000614,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Semoules de blé dur pour couscous']",['France'],['100 % semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2 g,en faible quantité,0.4 g,en faible quantité,3 g,en faible quantité,0.1 g,en faible quantité,1567,+3%,?,,1567 kj(375 kcal),+4%,2,+1%,"0,4",+5%,73,+4%,3,+13%,"13,2",+8%,"< 0,1",-28%,"0,04",-28%,-4,,A,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,"['Ferrero', 'Panzani', 'Ebro Foods']","['Point Vert', 'Eco-Emballages']",,,['Gluten'],1,1 kg,Graine de couscous fin,"['Boîte', 'Carton', 'Ouverture facile', 'boîte']",,['Banque alimentaire'],,,http://couscous-ferrero.com/produits_b.php?refeure=6&version=fr.php,
264,Riz Parfumé de Camargue - Taureau Aile - 500g,3038359000737,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de Camargue']",['France'],['Riz long grain'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1 g,en faible quantité,0.15 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,347,-1%,1452 kj(347 kcal),-1%,1,-46%,"0,15",-64%,77,+3%,"0,5",+8%,7,-6%,"0,01",+20%,"0,004",+20%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Taureau Aile'],['IGP'],,,,1,500 g,,"['Sachet', 'Plastique']",,,"['France', 'Camargue']",,,
265,Le riz à poêler -petits oignons - Lustucru,3038359001109,,,['France'],[],[],,,,,,,,,?,,368,,1540 kj(368 kcal),,"2,8",,"0,7",,"77,2",,"1,1",,"7,9",,"0,19",,"0,076",,,,,,,,,,,,,['Lustucru'],,,,,,,,,,,,,,
266,Polenta - Lustucru - 500g,3038359001871,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de maïs', 'Polenta']","['Canada', 'France']",[],[],1 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,?,,358,+70%,1498 kj(358 kcal),+99%,1,-53%,"0,2",-72%,78,+129%,"0,5",+15%,"7,9",+85%,"0,1",-85%,"0,04",-85%,-2,-268%,A,-268%,70.6%,1.8%,11.3%,11.7%,4.5%,0.0%,93,['Lustucru'],,,,,,500 g,,['Carton'],,,,,,
267,Semoule de couscous facile - Lustucru - 450g,3038359002076,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Semoules de blé dur pour couscous']","['Canada', 'France']",['100% semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2 g,en faible quantité,0.4 g,en faible quantité,3 g,en faible quantité,0.1 g,en faible quantité,?,,370,+4%,1548 kj(370 kcal),+3%,2,+1%,"0,4",+5%,73,+4%,3,+13%,"13,2",+8%,"0,1",-28%,"0,04",-28%,-1,,A,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,['Lustucru'],,,,,1,450 g,,['Carton'],,,,,,
268,Pesto Basilic & Ricotta - Panzani - 190g,3038359003226,C,"['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces Pesto']",['France'],"['Basilic 32%', 'huile de tournesol 30%', 'eau', 'RICOTTA 5,5%', 'sirop de glucose', 'farine de NOIX DE CAJOU', 'FROMAGES ', 'GRANA PADANO ', 'OEUF', ' 2%', 'MASCARPONE', 'sel', 'protéines de LAIT', 'amidon de maïs', 'ARÔMES', 'PIGNONS 0,5%', 'amidon transformé de maïs', 'acidifiant : acide lactique']",['Non végétalien'],34 g,en quantité élevée,3.8 g,en quantité modérée,3.6 g,en faible quantité,3 g,en quantité élevée,1521,+176%,?,,1521 kj(364 kcal),+172%,34,+269%,"3,8",+121%,11,+67%,"3,6",-24%,"3,6",+7%,3,+136%,"1,2",+136%,17,+237%,D,+237%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,['Panzani'],"['Sans colorants', 'Produit en Italie']","['E14XX - Amidons modifiés', 'E270 - Acide lactique']",,"['Œufs', 'Lait', 'Fruits à coque', 'ARÔMES', 'PIGNONS']",4,190 g,Sauce pesto,"['pot verre', 'couvercle métal']",,['Intermarché'],,['Italie'],,
269,Créations Pulpe fine de tomates - Panzani - 350g,3038359003264,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']",['France'],"['Purée de tomates 99,7%', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,0 g,en faible quantité,3.8 g,en faible quantité,0.38 g,en quantité modérée,109,-11%,?,,109 kj(26 kcal),-47%,"0,2",-82%,0,-100%,"3,8",-34%,"3,8",-16%,"1,7",+8%,"0,38",-15%,"0,152",-15%,-6,,A,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,['Panzani'],,,,,3,350 g,Purée de tomates concentrée à 7%,"['Bouteille', 'Verre']",,"['Intermarché', 'Franprix']",,,,
270,Riz Le long grain d'exception 100% incollable - Taureau Ailé,3038359004490,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']","['France', 'États-Unis']",['Riz long grain étuvé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.2 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.02 g,en faible quantité,?,,366,+9%,1531 kj(366 kcal),+8%,"1,2",+13%,"0,3",+26%,81,+10%,"0,5",+74%,7,-4%,"0,02",+5%,"0,008",+5%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Taureau Ailé'],,,,,1,,,,,,,,,
