,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,quantity,nova_score,markets,packaging,traceability_code,allergens,additives,palm_ingredients,ingredients_origins,brand_owner,generic_name,manufacturing,link,producer_info
92,Classico,8002200107024,,,['France'],[],[],,,,,,,,,?,,11,,46 kj(11 kcal),,"0,08",,"0,03",,"1,37",,"0,01",,"1,16",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Huile d'olive vierge extra,3770002694077,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,
94,Graine Germee Betterave Rouge - Germline,3465511721504,,,['France'],[],[],,,,,,,,,?,,119,,498 kj(119 kcal),,"0,6",,0,,"1,4",,0,,"2,5",,"0,1",,"0,04",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['Germline'],,,,,,,,,,,,,,
95,"Gambas, Crevettes tropicales",0206244019291,,,['France'],[],[],,,,,,,,,?,,74,,310 kj(74 kcal),,"0,7",,"0,2",,"0,5",,"0,5",,17,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Chocolat noir spéculoos citron - saveurs attitudes - 100g,3299430036223,,,['France'],"['Tablette Chocolat Noir Spéculoos Citron Bio Equitable ngredients: chocolat noir ', '56 % cacao minimum', ' ', 'pâte de cacao""', 'sucre', 'beurre de cacao""', 'poudre de vanille""', 'spéculoos ', '7 96', ' ', 'farine de blé', 'sucre de canne""', ' huiles végétales"" ', 'palme et tournesol', ' farine fépeautre son de blé', 'miel""', 'farine de soja""', 'poudre à lever ', 'carbonate acide de sodium', 'cannelle""', 'citron confit"" ', '4 9%', ' ""Ingredients issus de Tagriculture biologique Ingrédients conformes aux standards du commerce Equitable Fairtrade/ Max Havelaar:cacao', 'Sucre', 'vanille ', '89 % du poids total', ' Peut contenir des traces de fruits à coque', 'lait', 'oeuf', 'sésame']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,534,,2234 kj(534 kcal),,"33,2",,"20,7",,50,,"43,4",,"5,3",,"0,3",,"0,12",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'FR-BIO-01', 'Max Havelaar']",['saveurs attitudes'],100g,,,,,"['Gluten', 'Soja']",['E500ii - Carbonate acide de sodium'],['Huile de palme'],,,,,,
97,La belle escalope - Le Gaulois,0217638032086,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Le Gaulois'],,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,
98,0207840152979,0207840152979,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,saucisson sec au genepi,3488040002845,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",['France'],[],[],41 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,5 g,en quantité élevée,?,,492,+22%,2059 kj(492 kcal),+22%,41,+30%,17,+38%,0,-100%,0,-100%,29,+5%,5,+7%,2,+7%,26,+8%,E,+8%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,,,
100,Hassalam,3434350007261,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,,,,
101,18277272,18277272,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Beignets de crevettes panés - Auchan,3254560290556,,"['Snacks', 'Snacks salés', 'Beignets salés']",['France'],[],[],16 g,en quantité modérée,1.4 g,en faible quantité,6 g,en quantité modérée,1.5 g,en quantité modérée,?,,306,+34%,1280 kj(306 kcal),+36%,16,+72%,"1,4",+12%,31,+23%,6,+72%,"8,2",+20%,"1,5",+1%,"0,6",+1%,11,+61%,D,+61%,,,,,,,,,['Auchan'],,,['Auchan'],,,,,,,,,,,
103,Vin le petit jumes,3760121062963,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Les véritables quenelles de nantua,3328280020134,,,['France'],[],[],,,,,,,,,?,,237,,992 kj(237 kcal),,"17,8",,"8,1",,"11,8",,"1,5",,"7,4",,"0,82",,"0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Gnocchi aux truffes,3760244760265,,,['France'],[],[],,,,,,,,,?,,155,,649 kj(155 kcal),,"0,5",,"0,2",,"32,6",,"0,8",,"5,2",,"1,5",,"0,6",,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,
106,Lentilles,03630440,,,['France'],[],[],,,,,,,,,?,,85,,356 kj(85 kcal),,"0,5",,"0,1",,12,,"0,5",,"6,3",,"0,58",,"0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Miel de tournesols,3770002473030,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Emmental bloc,3005412387890,,,['France'],[],[],,,,,,,,,?,,379,,1586 kj(379 kcal),,29,,20,,1,,1,,28,,"0,6",,"0,24",,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,
109,Bolognese Pasta Sauce,20833824,,,['France'],[],[],,,,,,,,,?,,69,,289 kj(69 kcal),,"2,6",,"0,4",,"8,6",,"7,6",,"1,8",,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Miel de fleurs - Jonas & Noé Gaschaud - 250g,3770006602092,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Jonas & Noé Gaschaud'],250 g,,,,,,,,['France'],,,,,
111,Sardinillas en aceite de olivia - Real Conservera Española,8436046865051,D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]","['France', 'Espagne']",[],[],11.5 g,en quantité modérée,2.5 g,en quantité modérée,0.8 g,en faible quantité,0.8 g,en quantité modérée,?,,202,-18%,845 kj(202 kcal),-18%,"11,5",-35%,"2,5",-35%,"0,8",+149%,"0,8",+281%,"24,6",+15%,"0,8",-12%,"0,32",-12%,2,-64%,B,-64%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,['Real Conservera Española'],,,,,,,,,,,,,,
112,Tapenade Verte aux Amandes - Les 2 Gourmets,3441260703657,C,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",['France'],[],[],23 g,en quantité élevée,3.1 g,en quantité modérée,0.9 g,en faible quantité,1.5 g,en quantité modérée,?,,234,+6%,979 kj(234 kcal),+6%,23,+6%,"3,1",-4%,1,-55%,"0,9",+134%,"2,9",+78%,"1,5",-48%,"0,6",-48%,11,-19%,D,-19%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,['Les 2 Gourmets'],,,,,,,,,,,,,,
113,Pétillant à la pomme bio,3760251440006,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,"9,95",,"9,95",,0,,"0,01",,"0,004",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,
114,Filet porc,2692502040936,,,['France'],[],[],,,,,,,,,?,,115,,481 kj(115 kcal),,"4,1",,"1,5",,0,,0,,19,,"0,38",,"0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Cuisses de canard,2858972031298,D,"['Viandes', 'Volailles', 'Canards', 'Cuisses de canard']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,,,
116,Mimolette vielle isigny,2480493021092,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Le lait Chocolaté des limousins,16537361,,,['France'],[],[],,,,,,,,,?,,72,,301 kj(72 kcal),,"1,5",,1,,11,,11,,"3,6",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Ail blanc - Le Geste Saveur,3363299002054,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Ail et dérivés', 'Ail', 'Ail Blanc']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,,['Le Geste Saveur'],,,,,,,,,,,,,,
119,Saumon rouge du Pacifisue fumé,0206244014654,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['France'],[],[],4.7 g,en quantité modérée,1 g,en faible quantité,0.01 g,en faible quantité,3 g,en quantité élevée,?,,145,-22%,607 kj(145 kcal),-21%,"4,7",-55%,1,-51%,1,+102%,"0,01",-97%,25,+13%,3,+6%,"1,2",+6%,11,-16%,D,-16%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Point Vert'],,,,,,,,,,,,,,,
120,Petit pain Suisse -,2090000185331,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Smoky barbecue sauce,5013499010226,B,"['Epicerie', 'Sauces', 'Sauces barbecue']",['France'],[],[],0.1 g,en faible quantité,0.05 g,en faible quantité,35.4 g,en quantité élevée,2.29 g,en quantité élevée,?,,164,+5%,686 kj(164 kcal),+4%,"0,1",-90%,"0,05",-63%,40,+29%,"35,4",+36%,"0,5",-44%,"2,29",+13%,"0,916",+13%,19,+31%,E,+31%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,,,,,,,,,,,,,,,
122,Confinade grand frais,2600147046381,,,['France'],[],[],,,,,,,,,?,,188,,787 kj(188 kcal),,16,,"1,1",,"6,9",,"6,3",,"2,5",,"5,81",,"2,324",,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,
123,Eclair chocolat x4,,,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au chocolat']",['France'],[],[],15 g,en quantité modérée,4.3 g,en quantité modérée,19 g,en quantité élevée,0.46 g,en quantité modérée,?,,277,+8%,1159 kj(277 kcal),+8%,15,+22%,"4,3",-26%,31,-2%,19,-6%,"3,6",-18%,"0,46",+20%,"0,184",+20%,13,+1%,D,+1%,,,,,,,,,,,,,,,,,,,,,,,
124,Le fromage fouetté - Paysan Breton,10502030,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['France'],[],[],24 g,en quantité élevée,17.3 g,en quantité élevée,3 g,en faible quantité,1.1 g,en quantité modérée,?,,252,-23%,1054 kj(252 kcal),-23%,24,-10%,"17,3",-3%,3,+148%,3,+304%,"5,9",-71%,"1,1",-15%,"0,44",-15%,14,+2%,D,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Paysan Breton'],,,,,,,,,,,,,,
125,Bouchées glacées *20,3475880124905,,,['France'],[],[],,,,,,,,,?,,234,,979 kj(234 kcal),,"14,6",,"8,3",,"23,4",,"5,7",,"4,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Rilletes,3760127820253,,,['France'],[],[],,,,,,,,,?,,195,,816 kj(195 kcal),,"13,7",,"5,6",,"0,5",,"0,1",,"16,4",,"1,87",,"0,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Viel Leicht Käsekrainer,4314240074551,,,['France'],[],[],,,,,,,,,?,,110,,460 kj(110 kcal),,2,,"0,8",,"0,7",,"0,5",,22,,"1,9",,"0,76",,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,
128,Parmigianio reggiano dom 18 mois,2480855036474,,,['France'],[],[],,,,,,,,,?,,402,,1682 kj(402 kcal),,30,,20,,0,,0,,32,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Salsa bruschetta,8031403002508,,['en:Salted snacks'],"['France', 'États-Unis']","['Tomato pulp 90%', 'olive oil', 'garlic', 'fresh basil', 'sea salt']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,3,,,,,,,,CARA CUCINA,,,,
130,Oven groente,8718906917064,,,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,"['Packet', 'product']",,,,,,,,,,
131,Coeur de veau,2695314012009,,,['France'],[],[],,,,,,,,,?,,104,,435 kj(104 kcal),,4,,"1,1",,0,,0,,17,,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,"['FR 49.099.002 CE', 'Cholet (Maine-et-Loire, France)']",,,,,,,,,
132,Jambon Bayonne,3760285222678,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'Jambons de Bayonne', 'en:raw-cured-ham']",['France'],[],[],15 g,en quantité modérée,6.9 g,en quantité élevée,0.5 g,en faible quantité,5.1 g,en quantité élevée,?,,258,+5%,1079 kj(258 kcal),+5%,15,+7%,"6,9",+16%,"0,8",+26%,"0,5",+8%,30,+2%,"5,1",+7%,"2,04",+7%,19,+6%,E,+6%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,,,,,,,,,,
133,Emmental francais râpé,3760145210296,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",['France'],[],[],29 g,en quantité élevée,17.5 g,en quantité élevée,0.5 g,en faible quantité,0.75 g,en quantité modérée,?,,377,+1%,1577 kj(377 kcal),+1%,29,+0%,"17,5",-11%,"0,5",-45%,"0,5",+24%,29,+6%,"0,75",-1%,"0,3",-1%,12,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Bio'],,,,,,,,,,,,,,,
134,Andouille de Vire,3700212501858,,,['France'],[],[],,,,,,,,,?,,176,,736 kj(176 kcal),,30,,14,,"0,6",,"0,5",,19,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,"['FR 14.762.026 CE', 'Vire (Calvados, France)']",,,,,,,,,
135,Comté finess,2672945017658,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,
136,Tomates farcies,3585510026728,,,['France'],[],[],,,,,,,,,?,,85,,356 kj(85 kcal),,"3,7",,"0,4",,"5,6",,4,,"5,8",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,CARAMELLA d'italie,3439496608020,,,['France'],[],[],,,,,,,,,?,,249,,1042 kj(249 kcal),,"9,2",,"3,7",,28,,2,,12,,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Quiche,5060136250842,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches']",['France'],[],[],19.8 g,en quantité modérée,6.9 g,en quantité élevée,0.8 g,en faible quantité,0.76 g,en quantité modérée,?,,290,+14%,1213 kj(290 kcal),+16%,"19,8",+29%,"6,9",-15%,"18,3",-5%,"0,8",-65%,"10,6",+30%,"0,76",-21%,"0,304",-21%,12,-6%,D,-6%,,,,,,,,,,,,,,,,,,,,,,,
139,Infusion Thym Safran,3770002521724,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Point Vert']",,,,,,,,,,,,,,,
140,Matsillette,3760006940089,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,
141,Légumes surgelés,5411916011595,,,['France'],[],[],,,,,,,,,?,,31,,130 kj(31 kcal),,"0,2",,"0,1",,"4,5",,"1,7",,"1,4",,"0,09",,"0,036",,,,,,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-02', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,
142,Tourte Lorraine,3760059061052,,,['France'],[],[],,,,,,,,,?,,272,,1138 kj(272 kcal),,"17,2",,"8,3",,"17,8",,"1,5",,"10,8",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Crevette piquante,3344730003175,,,['France'],[],[],,,,,,,,,?,,79,,331 kj(79 kcal),,"0,58",,"0,07",,"11,6",,"10,6",,"5,4",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Langue de boeuf sauce Madere,3261830607198,E,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Langues de bœuf', 'Langues de bœuf sauce madère']",['France'],[],[],13.3 g,en quantité modérée,6 g,en quantité élevée,2.3 g,en faible quantité,1 g,en quantité modérée,?,,182,+18%,761 kj(182 kcal),+17%,"13,3",+27%,6,+23%,"4,3",+9%,"2,3",+46%,11,+11%,1,+10%,"0,4",+10%,11,+78%,D,+78%,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,,,,,,,,,,,,,,,,
145,Gouda au cumin,0261943022171,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,
146,Hokuchin,4902676014922,,,['France'],[],[],,,,,,,,,?,,490,,2050 kj(490 kcal),,"22,3",,"8,4",,"56,2",,4,,"15,4",,"3,7",,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Le silence vous entoure,8717853491559,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés en sachets']","['France', 'La Réunion', 'États-Unis']","['Apple* ', '40%', 'lemon grass*', 'honeybush*', 'lemon juice*', '4%', 'turmeric root*', '4%', 'cinnamon*', 'black pepper*', 'cocoa shells*', 'lemon extract ', '1%', 'basil*', 'ginger*', 'cardamom*', 'cloves*']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Bio'],,,1,,,,,,,,SHOTI MAA,,,,
148,HAPPY TEA - Natural Mojo,4251347601399,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Natural Mojo'],,,,,,,,,,,,,,
149,Yaguara,7898953842043,,,"['Brésil', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Huile d olive,3760069450037,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",['France'],[],[],92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,850,-1%,3556 kj(850 kcal),-1%,92,-4%,13,-7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,
151,Pavés d'Élan à poêler,3262270001652,,,['France'],[],[],,,,,,,,,?,,116,,485 kj(116 kcal),,2,,"0,38",,"1,3",,"0,9",,"23,1",,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,"['FR 67.084.002 CE', 'Dambach-la-Ville (Bas-Rhin, France)']",,,,,,,,,
152,Bib Le Gard Rouge Michel Pastouret,3760056650846,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,
153,Sweet chilli sauce,8697412877300,,,['France'],[],[],,,,,,,,,?,,176,,736 kj(176 kcal),,"0,6",,"0,1",,"39,5",,"39,2",,"0,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Miel de fleurs des causses - Rucher du mas - 500g,3760259100216,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Rucher du mas'],500 g,,,,,,,,,,,,,
155,Saucisse au roquefort,3018170401364,,,['France'],[],[],,,,,,,,,?,,264,,1105 kj(264 kcal),,22,,"7,1",,"2,6",,"0,6",,14,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Petits Marbrés au chocolat,3580240801027,,,['France'],[],[],,,,,,,,,?,,462,,1933 kj(462 kcal),,24,,15,,54,,36,,"6,2",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Comte,2671353038644,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],34.6 g,en quantité élevée,22.5 g,en quantité élevée,0 g,en faible quantité,0.817 g,en quantité modérée,?,,418,+5%,1749 kj(418 kcal),+6%,"34,6",+6%,"22,5",+4%,0,-100%,0,-100%,"26,7",+6%,"0,817",-16%,"0,327",-16%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Sans lactose'],,,,,,,,,,,,,,,
158,Tarallini,8057094340743,,,['France'],[],['Sans huile de palme'],,,,,,,,,?,,346,,1448 kj(346 kcal),,14,,"1,57",,"46,79",,"0,48",,"7,08",,"1,67",,"0,668",,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,,,
159,Arachides grillées enrobées de sucre cuit,2600117012866,,['Pralines aux cacahuètes'],['France'],[],[],28 g,en quantité élevée,19 g,en quantité élevée,44 g,en quantité élevée,0 g,en faible quantité,?,,532,0%,2226 kj(532 kcal),-0%,28,0%,19,0%,55,0%,44,0%,15,0%,0,,0,,25,0%,E,0%,,,,,,,,,,,,,,,,,,,,,,,
160,Galettes de pommes de terre,3304370041463,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Green tea with lemon,5900396024077,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,
162,Ligne gourmande - Poulain,11996590,,,['France'],[],[],,,,,,,,,?,,510,,2134 kj(510 kcal),,"42,5",,"27,5",,33,,"0,4",,"6,9",,"0,01",,"0,004",,,,,,,,,,,,,['Fabriqué en France'],['Poulain'],,,,,,,,,,,,,,
163,RED FRUITS ORGANIC BLACK TEA,3760118779881,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Roulades Piments d'Espelette,2663869026574,,,['France'],[],[],,,,,,,,,?,,220,,920 kj(220 kcal),,"16,9",,"6,6",,"0,4",,"0,4",,"16,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Chou rouge émincé,0291416010367,,,['France'],[],[],,,,,,,,,?,,27,,113 kj(27 kcal),,"0,37",,"0,064",,"3,55",,"2,99",,"0,96",,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,La cure gourmande,3760145859259,,,['France'],[],[],,,,,,,,,?,,461,,1929 kj(461 kcal),,19,,9,,65,,42,,"5,9",,"0,29",,"0,116",,,,,,,,,,,,,,['La Cure Gourmande'],,,,,,,,,,,,,,
167,Saucisses aux Choux Fumee,2609912037005,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de foie', 'Saucisses de foie de porc', 'Saucisses aux choux']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.6%,4.9%,1.5%,1.3%,0.8%,2.9%,27,,,,,,,,,,,,,,,,
168,Romarin en gemmothérapie - Equi_nutri - 30ml,5407003150292,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Equi_nutri'],30 ml,,,,,,,,,,,,,
169,Tomate séchés au soleil,3547720001537,,,['France'],[],[],,,,,,,,,?,,200,,837 kj(200 kcal),,"16,2",,"1,09",,"7,1",,"6,9",,"3,6",,"3,76",,"1,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,
