,name,bar_code,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,quantity,packaging,manufacturing,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,link,palm_ingredients,brand_owner
90,"Tarwebier - Brewferm - 1,5kg",5425000390091,['Brewferm'],['Kits à brasser'],['France'],"['extrait demalt ', 'froment', 'orge', ' houblonné', 'flocons ', 'avoine', 'herbes', 'levure de bière conditionnée séparément']",,"['Gluten', 'Avoine']",[],1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,"Kit à brasser pour 15 litre de bière, type Tarwebier","1,5 kg","['Boite métal', 'Couvercle plastique']","['Brouwland', 'Korspelsesteenweg 86', 'Beverlo', 'Belgique']",,['Nature et Découvertes'],,,,,,,,,,http://www.brewferm.com,,
91,Mayonnaise,5425000531869,,"['Epicerie', 'Sauces', 'Mayonnaises']",['France'],[],,,[],,80 g,en quantité élevée,5.6 g,en quantité élevée,0.3 g,en faible quantité,1.13 g,en quantité modérée,?,,728,+19%,3046 kj(728 kcal),+19%,80,+21%,"5,6",-9%,"0,5",-81%,"0,3",-79%,"1,5",+22%,"1,13",-15%,"0,452",-15%,19,+6%,E,+6%,D,,,,,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,
92,Elisha Corn Cake Flats - 130g,5425000532422,,,['France'],[],,,[],,,,,,,,,,?,,385,,1611 kj(385 kcal),,"0,7",,0,,"86,2",,"0,6",,"8,4",,"0,27",,"0,108",,,,,,,,130 g,,,,,,,,,,,,['en:gluten-free'],,,,
93,Rice cake rounds,5425000532699,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']",['France'],[],,,[],,3.5 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0.13 g,en faible quantité,?,,380,-12%,1590 kj(380 kcal),-12%,"3,5",-70%,0,-100%,"79,1",+11%,0,-100%,"7,6",+3%,"0,13",-29%,"0,052",-29%,0,-100%,B,-100%,B,,,,,,,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,
94,Galette de maïs - 120g,5425000532705,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",['France'],[],,,[],,0.7 g,en faible quantité,0 g,en faible quantité,2.2 g,en faible quantité,0.27 g,en faible quantité,?,,385,-3%,1611 kj(385 kcal),-3%,"0,7",-83%,0,-100%,"86,2",+9%,"2,2",+27%,"8,4",+9%,"0,27",-37%,"0,108",-37%,0,-100%,B,-100%,B,,120 g,,,,,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,
95,Spelt rounds - Elisha,5425000532828,['Elisha'],,['France'],"['PER GR', ' ENERGIE/ENERGY: ', '1571 kJ', ' VET/FAT: WAARVAN VERZADIGD/ OF wHlCH SATURATES: WAARVAN SUIKERS/ OF SUGARs: VOEOINGSVEZEISFIBRES ZOllVS41T: 025 g']",,,[],,,,,,,,,,?,,372,,1556 kj(372 kcal),,"2,8",,"0,6",,"69,6",,"2,5",,"12,3",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,
96,Troublette - Brasserie Caracole - 33cl,5425000540236,['Brasserie Caracole'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières belges', 'Bières artisanales', 'Bières blanches']",['France'],"[""Contient du malt d'orge""]",,['Gluten'],[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,,33 cl,"['Bouteille', 'Verre']",['Belgique'],,['The Star Ferry'],6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Déconseillé aux femmes enceintes'],,,,
97,Ovidias - 100g,5425000620044,['Ovidias'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,100 g,,,,,,,,,,,,,,,,
98,Performance Nutritional Energy Gel Goût Cola,5425000677970,,,['France'],[],,,[],,,,,,,,,,?,,253,,1059 kj(253 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
99,Omega 3-6-9,5425000679158,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Salade orzo - Delhaize,5425000979821,['Delhaize'],,['France'],[],,,[],,,,,,,,,,?,,234,,979 kj(234 kcal),,"8,7",,2,,"35,5",,"0,7",,"3,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,
101,Salade Quinoa et Fêta - Delhaize - 275gr,5425000979838,['Delhaize'],,"['Belgique', 'France']",[],,,[],,,,,,,,,,?,,146,,611 kj(146 kcal),,"7,7",,"2,9",,13,,"0,1",,6,,"0,9",,"0,36",,,,,,,,275 gr,,,,['Delhaize'],,,,,,,,,,,,
102,Sneeuwballen boules de neige - Geldhof,5425001304820,['Geldhof'],['Matières grasses'],['France'],['PER / vgLEURS PAR / 1 VALUES Energie vaLz \\//aarran / lout / Scl I'],,,[],,42 g,en quantité élevée,34 g,en quantité élevée,46 g,en quantité élevée,0.17 g,en faible quantité,?,,596,-26%,2494 kj(596 kcal),-26%,42,-53%,34,+49%,49,+21775%,46,+28295%,"4,6",+2499%,"0,17",-13%,"0,068",-13%,27,+139%,E,+139%,,,,,,,,,,,,,,,,,,,
103,Chaussure en chocolat,5425001666591,,,['France'],[],,,[],,,,,,,,,,?,,150,,628 kj(150 kcal),,12,,5,,24,,14,,14,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
104,Sardines au basilic - Karras - 200g,5425001780600,['Karras'],,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,"16,3",,"4,3",,3,,"0,5",,"20,2",,"1,7",,"0,68",,,,,,,,200 g,,,,,,,,,,,,,,,,
105,Pulpe d'avocat,5425001801534,,,['France'],[],,,[],,,,,,,,,,?,,188,,787 kj(188 kcal),,"19,3",,"2,2",,"1,8",,"1,8",,"1,9",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,
106,Guacamole spicy - 250g,5425001801732,,"['Epicerie', 'Sauces', 'Guacamoles', 'en:Spicy guacamole']",['France'],[],,,[],,1.2 g,en faible quantité,1.1 g,en faible quantité,1.8 g,en faible quantité,0.8 g,en quantité modérée,?,,179,+10%,749 kj(179 kcal),+12%,"1,2",-90%,"1,1",-58%,"1,9",-69%,"1,8",-12%,"1,9",+9%,"0,8",-27%,"0,32",-27%,5,0%,C,0%,C,,250 g,,,,,75.9%,9.1%,4.3%,8.3%,1.9%,0.5%,56,,,,,
107,Mini rochers - Eurobis - 75g,5425002280055,['Eurobis'],,['France'],"['noix de coco 31%', 'sucre', 'sirop de glucose', ""blanc d'œuf"", 'dextrose', 'farine de riz', ' Peut contenir du lait,du soja et des traces de fruits à coque']",,['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,,,,,,,,,?,,446,,1866 kj(446 kcal),,23,,21,,53,,52,,"3,8",,"0,08",,"0,032",,,,,,,,75 g,,,,,,,,,,,,,,,,
108,Rocher choco - Eurobis - 175g,5425002280185,['Eurobis'],,['France'],"['coco râpé ', '30%', 'sucre', 'sirop de glucose', 'blanc doeuf', 'chocolat dav noir ', '8%', ' [pâte de cacao', 'sucre', 'beurre de cacao', 'matière grasse laitière Koolt anhydre', 'émulsifiant ', 'E322 de soja', ']', 'farine de froment', 'huile de tournesol', 'wa Eiwit amidon de froment', 'stabilisants ', 'E420', 'E422', 'eau', 'arômes naturels']","['E322 - Lécithines', 'E420 - Sorbitol', 'E422 - Glycérol']","['Gluten', 'Anhydride sulfureux et sulfites']",[],4,,,,,,,,,?,,445,,1862 kj(445 kcal),,"21,4",,"18,2",,"56,9",,"45,3",,"3,5",,"0,1",,"0,04",,,,,,,,175 g,,,,,,,,,,,,,,,,
109,Appelflappen - Eurobis - 175g,5425002280475,['Eurobis'],,['France'],[],,,[],,,,,,,,,,?,,426,,1782 kj(426 kcal),,"22,9",,"11,9",,"50,7",,"26,7",,"3,4",,"1,3",,"0,52",,,,,,,,175 g,,,,,,,,,,,,,,,,
110,Rochers,5425002280505,,,['France'],[],,,[],,,,,,,,,,?,,449,,1879 kj(449 kcal),,"24,6",,"20,3",,"50,6",,"34,8",,"4,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
111,Sablé décor en cacao - Eurobis,5425002280628,['Eurobis'],,['France'],"['fleur de farine', 'huiles et graisses végétales', 'graisse de palme[partielement hydrogénées]', 'huile de coco', 'huile de navette', 'dans des proportions variables', ' sucre', 'cacao en poudre', 'sel', 'colorants ZoutBalz1sel ', 'El 600 El 60b', 'amidon de blé ', 'gluten', 'émulsifiants', ' leclthln de soja', 'E471', 'arôme', 'acidifiant: acide citrique', 'conservateurs ', 'E202', ' poudre de ', 'lactosérum', 'lalt', 'lactose', 'glucose', 'fructose', 'vitamine ', 'A', 'D3', 'poudre à lever E500', 'stabilisateur ', 'E492', 'arôme naturel', 'arôme de beurre']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,538,,2251 kj(538 kcal),,"30,9",,"16,7",,"61,9",,"29,6",,"4,8",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],
