,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,allergens,quantity,eco_score,categories,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,additives,nova_score,generic_name,manufacturing,markets,palm_ingredients,ingredients_origins,traceability_code,link,origin_detail,producer_info
43,Huile d'olive vierge extra AOP,3760051729967,,['France'],[],[],?,896,3749 kj(896 kcal),100,14,0,0,0,,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",14 g,en quantité élevée,0 g,en faible quantité,,,,+4%,+5%,+5%,0%,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,100 g,en quantité élevée,,,,,,,,,,,,,,,,
44,Yaourts brassés main - Les Longs Champs - 500g (4x125g),3760051830014,"['Concours général agricole', ""Médaille d'or du Concours général agricole"", ""Médaille d'or du concours général agricole 2016""]",['France'],"['lait entier', 'arôme vanille', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,['Les Longs Champs'],['Lait'],500 g (4x125g),,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés', 'Yaourts au lait de vache', 'Yaourts vanille']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Frais'],,4,,,,,,,,,
45,Yaourt brassé main - poire - Les Longs Champs - 500g (4*125g),3760051830076,,['France'],[],[],?,?,,?,,?,,?,,,['Les Longs Champs'],,500g (4*125g),,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Frais'],,,,,,,,"['FR 50.592.007 CE', 'Tessy-sur-Vire (Manche, France)']",,,
46,Lait frais pasteurisé entier - Les longs champs - 1L,3760051830182,,['France'],[],[],?,?,,?,,?,,?,,,['Les longs champs'],,1 L,D,"['Produits laitiers', 'Laits', 'Laits frais', 'Laits pasteurisés']",,,,,,,,,,,,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,"['Bouteille', 'Plastique']",,,,,,,,"['FR 50.592.007 CE', 'Tessy-sur-Vire (Manche, France)']",,,
47,Fromage blanc bio -,3760052120114,['Bio'],['France'],[],[],?,72,301 kj(72 kcal),4,"0,7","4,4","3,4","5,14",,,,,,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs natures']",0.7 g,en faible quantité,3.4 g,en faible quantité,,,,-12%,-12%,+1%,-73%,+6%,-13%,-25%,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,4 g,en quantité modérée,,,,,,,,,,,,,,,,
48,Saucisson au noix,3760052142147,,['France'],[],[],?,338,1414 kj(338 kcal),25,"8,9","1,1","0,8","27,1","4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Sauce barbecue,3760052154317,['Fabriqué en France'],['France'],[],[],?,120,502 kj(120 kcal),"0,11","0,03","28,31","23,03","1,04","1,38","0,552",,,,B,"['Epicerie', 'Sauces', 'Sauces barbecue']",0.03 g,en faible quantité,23 g,en quantité élevée,1.38 g,en quantité modérée,,-23%,-24%,-89%,-78%,-9%,-12%,+16%,-32%,-32%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,0.11 g,en faible quantité,12,-17%,D,-17%,,,,,,,,,"['EMB 56159A', 'Pleucadeuc (Morbihan, France)']",,,
50,Marinade ail persil - Carrefour,3760052155154,['Fabriqué en France'],['France'],"[""tAb1iqué en frnnce CAP SOLUTIONS CII,INAIRFS MAR IINA DE Brétin 56140 PLEUCADEUC Ingrédients Huile d'olive vierge e"", 'xtra', 'eau', ' ail ', '1000', ' epalsslssant gornrne yanthane Analvse nutritionnelle ', 'pour 100g', ' :']",[],?,565,2364 kj(565 kcal),"61,39","3,39","2,24","0,4","0,58","2,71","1,084",['Carrefour'],,,,['Matières grasses'],3.39 g,en quantité modérée,0.4 g,en faible quantité,2.71 g,en quantité élevée,,-30%,-29%,-31%,-85%,+900%,+147%,+228%,+1290%,+1290%,,,,,,,,61.4 g,en quantité élevée,17,+50%,D,+50%,,,,,,['Carrefour'],,,"['EMB 56159A', 'Pleucadeuc (Morbihan, France)']",,,
51,Sauce curry coco,3760052155529,"['Sans arômes artificiels', 'Sans conservateurs']",['France'],[],[],?,119,498 kj(119 kcal),"8,31","2,68","9,89","5,49","1,07","2,02","0,808",,,,,"['Epicerie', 'Sauces']",2.68 g,en quantité modérée,5.49 g,en quantité modérée,2.02 g,en quantité élevée,,-50%,-49%,-54%,+24%,-0%,-15%,-60%,-17%,-17%,,,,,,,,8.31 g,en quantité modérée,12,+3%,D,+3%,,,,,,,,,,,,
52,Quinoa aux oignons et raisins - Karine & Jeff - 380g,3760052230219,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', '100% végétal', 'Point Vert']",['France'],"['oignons* ', '50%', 'quinoa* ', '41% | origine France', 'raisins secs* ', '6%', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'sel marin non rafﬁné', 'laurier*', 'huile d’olive vierge première pression à froid*', ""\r*ingrédients issus de l'agriculture biologique""]","['Végétalien', 'Végétarien']",?,118,494 kj(118 kcal),"3,1","0,3","17,5","16,3","2,8","4,6","1,84","['Karine & Jeff', 'Le bonheur est dans le pot']",,380 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Plats préparés', ""Plats préparés d'origine végétale"", 'Plats préparés en conserve']",0.3 g,en faible quantité,16.3 g,en quantité élevée,4.6 g,en quantité élevée,,-28%,-26%,-51%,-70%,+12%,+571%,-55%,+407%,+407%,,,,,,,,3.1 g,en quantité modérée,11,+4581%,D,+4581%,"['Pot', 'Verre', 'Couvercle', 'Métal']",,3,,['France'],,,"['France', 'Sud-Ouest de la France']",,https://www.karinejeff.fr/quinoa-oignons-raisins-380g.html,,
53,Petits pois extra-fins au naturel - Karine & Jeff,3760052230233,['Bio'],['France'],"['petits pois extra-fins* ', '99,5% | origine France', 'sel marin non raffiné', 'laurier*', ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,70,293 kj(70 kcal),"0,6",0,"8,2","3,8","5,1","1,3","0,52","['Karine & Jeff', 'Le bonheur est dans le pot']",,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",0 g,en faible quantité,3.8 g,en faible quantité,1.3 g,en quantité modérée,,-8%,-9%,-13%,-100%,-19%,+15%,+6%,+134%,+134%,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,0.6 g,en faible quantité,-3,,A,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,3,,,,,,,,,
54,Riz lentilles et carottes - Karine & Jeff - 380g,3760052230356,"['Bio', 'Bio européen']",['France'],"['carottes* ', '45% | origine France', 'riz rond complet* ', '30%', 'oignons*', 'lentilles vertes* ', '6% | origine Sud-Ouest', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'sel marin non raffiné', 'herbes*', ""huile d'olive vierge première pression à froid*"", ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,95,397 kj(95 kcal),2,"0,3","15,7","1,7","2,9",1,"0,4","['Karine & Jeff', 'Le bonheur est dans le pot']",,380 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,['France'],,,,,,,
55,Lentilles Corail Et Ciboulette - Karine Et Jeff,3760052230530,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'Fabriqué en France']",['France'],"['lentilles corail* ', '53%', 'carottes* ', 'orig', ' France', 'oignons*', 'huile de tournesol vierge première pression à froid* ', 'orig', ' Sud-Ouest', ""huile d'olive vierge première pression à froid* "", 'orig', ' Sud-Ouest', 'sel marin non raffiné', 'épices*', 'ciboulette* ', ""0,3 * ingrédients issus à l'exception du sel de l'agriculture biologique karinejeff"", 'fr Le bonheur est']",[],?,192,803 kj(192 kcal),"3,2","0,4","26,1","1,8","9,9","1,1","0,44",['Karine Et Jeff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Tajine de lentilles et potimarron - Karine & Jeff - 700g,3760052230554,"['Bio', 'Bio européen']",['France'],"['chou*', 'tomates*', 'potimarron* ', '22% | origine France', 'lentilles vertes* ', '17,5% | origine Sud-Ouest', 'oignons*', 'abricots*', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'sel marin non raffiné', 'sauge*', 'curcuma*', 'céleri*', ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,60,251 kj(60 kcal),"2,1","0,3","7,1","3,4","2,3","0,76","0,304","['Karine & Jeff', 'Le bonheur est dans le pot']",['Céleri'],700 g,,"['Plats préparés', 'Tajine']",0.3 g,en faible quantité,3.4 g,en faible quantité,0.76 g,en quantité modérée,,-35%,-36%,-40%,-51%,-29%,-21%,-36%,-3%,-3%,,,,,,,,2.1 g,en faible quantité,0,-100%,B,-100%,,,3,Tajine de lentilles et potimarron,['France'],,,,,,,
57,Ravioli au tofu et légumes - Karine & Jeff - 700g,3760052230868,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Point Vert']",['France'],"['sauce 83% [tomates*', 'oignons*', 'carottes* ', 'origine France', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'sel marin non raffiné', 'basilic*', 'origan*]', 'pâte 11,4% [semoule de blé dur*', 'eau]', 'farce 5,6% [tofu* ', 'eau', 'soja*', ' ', '3,2% du produit fini', 'légumes* ', 'oignons*', 'carottes* ', 'origine France', 'poivrons*', 'tomates*', ' ', '2,2% du produit fini', 'chapelure*', 'shoyou* ', 'eau', 'soja jaune*', 'blé*', 'sel marin', 'ferment', 'sel de Camargue', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'riz*', 'herbes de Provence*', 'poivre*', 'muscade*', 'persil*', 'ail*', 'piment*', 'thym*', 'laurier*', 'basilic*', 'marjolaine*]', ""\r*ingrédients issus de l'agriculture biologique""]","['Végétalien', 'Végétarien']",?,82,343 kj(82 kcal),"1,8","0,2","12,8","2,8","3,1",1,"0,4","['Karine & Jeff', 'Le bonheur est dans le pot']","['Gluten', 'Soja', 'Chapelure']",700 g,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli']",0.2 g,en faible quantité,2.8 g,en faible quantité,1 g,en quantité modérée,,-56%,-56%,-66%,-90%,-49%,+5%,-58%,+1%,+1%,,,,,,,,1.8 g,en faible quantité,2,-51%,B,-51%,"['Pot', 'Verre', 'Couvercle', 'Métal']",,3,,['France'],,,,,,,
58,Petits pois et carottes - Karine & Jeff,3760052231407,,['France'],[],[],?,57,238 kj(57 kcal),"0,5",0,"7,1","3,5","3,8",1,"0,4",['Karine & Jeff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Flageolets au naturel - Karine & Jeff,3760052231414,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'Point Vert']",['France'],"['flageolets* ', '99,8% | origine France', 'sel marin non raffiné', 'laurier*', ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,83,347 kj(83 kcal),"0,8","0,1","11,6","0,7",4,2,"0,8","['Karine & Jeff', 'Le bonheur est dans le pot']",,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'Flageolets en conserve']",0.1 g,en faible quantité,0.7 g,en faible quantité,2 g,en quantité élevée,,-3%,-4%,+13%,-32%,-2%,+27%,-24%,+170%,+170%,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,0.8 g,en faible quantité,2,,B,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,3,,,,,,,,,
60,Pois Chiches a La Marocaine - Karine Et Jeff,3760052231612,['Bio'],['France'],"['pois chiches à la marocaine INGRÉDIENTS tomates*', 'pois chiches* ', '37% I orig', ' SudOuest', 'poivrons rouges*', 'poivrons verts*', 'dattes*', 'huile de tournesol vierge première pression à froid* ', 'orig', ' Sud-Ouest', 'sel marin non raffiné', 'cumin*']",[],?,88,368 kj(88 kcal),"2,2","0,2","11,6","4,9","4,3","1,8","0,72",['Karine Et Jeff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Flageolets à la méridionale - Le bonheur est dans le pot,3760052231636,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique']",['France'],"['carottes* ', 'origine France', 'tomates*', 'flageolets* ', '25% | origine France', 'oignons*', 'vin blanc* ', 'origine Sud-Ouest', 'huile de tournesol*', 'ciboulette*', 'persil*', 'sel marin', 'curcuma*', 'sauge*', 'marjolaine*', 'origan*', 'thym*', 'poivre*', ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,50,209 kj(50 kcal),"1,6","0,1","5,8","2,4","1,7","1,5","0,6",['Le bonheur est dans le pot'],,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'Flageolets en conserve']",0.1 g,en faible quantité,2.4 g,en faible quantité,1.5 g,en quantité modérée,,-42%,-42%,+125%,-32%,-51%,+335%,-68%,+103%,+103%,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,1.6 g,en faible quantité,2,,B,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,3,,,,,,,,,
62,520G Lentilles a La Provencale - Le bonheur est dans le pot - 520g,3760052231667,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],[],"['Végétalien', 'Végétarien']",?,206,862 kj(206 kcal),"1,7","0,2","5,1","2,2","2,5","1,3","0,52",['Le bonheur est dans le pot'],,520 g,,"['Plats préparés', 'Légumes préparés']",0.2 g,en faible quantité,2.2 g,en faible quantité,1.3 g,en quantité modérée,,+129%,+132%,-63%,-72%,-26%,-30%,+21%,+79%,+79%,,,,,,,,1.7 g,en faible quantité,4,+918%,C,+918%,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,,,,,,,,
63,A. cocotte Fenouil Potimarron Figues - Le bonheur est dans le pot,3760052231810,['Bio'],['France'],"['fenouil* ', '25%', 'potimarron* ', '25%', 'figues* ', '16%', 'tomates*', 'huile de tournesol vierge 1ère pression à froid*', 'échalotes*', 'jus de raisin*', 'sel marin non raffiné', 'curcuma*', 'ciboulette*', 'estragon*', 'poivre*', ""\r*Produits issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,61,255 kj(61 kcal),"3,1","0,4","6,3","4,6","1,3",1,"0,4",['Le bonheur est dans le pot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"Fondant de patates douces, tofu et ricotta - Karine & Jeff - 500g",3760052231834,"['Bio', 'Bio européen', 'Sans gluten', 'FR-BIO-01']",['France'],"['patates douces ', '41%', 'oignons', 'tofu* ', 'eau', 'soja* |orig France', ' ', '18%', 'tomates', 'fromage ricotta* ', 'lait* ', '3%', 'huile de tournesol vierge première pression à froid* ', 'orig', 'Sud-Ouest', 'crème de soja* ', 'eau', 'soja décortiqué* |orig France', 'persil*', 'sel marin non raffiné', 'ciboulette*', ""poivre** ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,94,393 kj(94 kcal),"4,1","0,6","9,4","4,1","3,9","1,06","0,424","['Karine & Jeff', 'Le bonheur est dans le pot']","['Lait', 'Soja']",500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,['France'],['bio nature et santé'],,,,http://karinejeff.fr,,
65,Cocotte de tofu à la mangue - Karine & Jeff - 380g,3760052231841,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],"['carottes* ', 'origine France', 'tofu* ', 'eau', 'soja* | origine France', ' ', '23%', 'oignons*', 'tomates*', 'crème de soja* ', 'eau', 'soja* | origine France', 'mangue* ', '3%', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'sel marin non raffiné', 'curry*', 'gingembre*', 'origan*', 'poivre*', ""\r*ingrédients issus de l'agriculture biologique""]",[],?,74,310 kj(74 kcal),"4,8","0,5","3,7","2,5","3,2",1,"0,4","['Karine & Jeff', 'Le bonheur est dans le pot']",['Soja'],380 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,['France'],,,,,,,
66,Epinards à la crème - Karine & Jeff - 350g,3760052232046,"['Bio', 'Bio européen']",['France'],"['épinards* ', '65%', 'oignons*', 'crème de soja* ', 'eau', 'soja décortiqué* | origine France', ' ', '13%', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'sel marin non raffiné', 'muscade*', ""\r*ingrédients issus de l'agriculture biologique""]",[],?,56,234 kj(56 kcal),"3,2","0,5",3,"1,5","2,6","0,8","0,32","['Karine & Jeff', 'Le bonheur est dans le pot']",['Soja'],350 g,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plats préparés', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes-feuilles', ""Plats préparés d'origine végétale"", 'Épinards', 'Épinards en conserve']",0.5 g,en faible quantité,1.5 g,en faible quantité,0.8 g,en quantité modérée,,+75%,+75%,+461%,+541%,+67%,+198%,-21%,+81%,+81%,13.8%,38.4%,18.3%,9.2%,12.9%,7.5%,91,3.2 g,en quantité modérée,-5,,A,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,3,,['France'],,,,,,,
67,Crème de potimarron - Karine & Jeff - 500g,3760052232060,"['Bio', 'Bio européen']",['France'],"['potimarron* ', '99% | origine France', 'sel marin non raffiné', ""huile d'olive vierge première pression à froid*"", ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,32,134 kj(32 kcal),"0,6","0,5","5,6","5,6","1,2","0,5","0,2","['Karine & Jeff', 'Le bonheur est dans le pot']",,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,['France'],,,,,,,
68,Veloute 5 Legumes - Karine & Jeff,3760052232213,,['France'],[],[],?,24,100 kj(24 kcal),"0,3","0,1","3,5","2,2","1,1",1,"0,4",['Karine & Jeff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Soupe marocaine - Karine & Jeff - 50cl,3760052232305,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'FR-BIO-01']","['France', 'Pays-Bas']","['courgettes*', 'céleri*', 'oignons*', 'tomates*', 'pois chiches* ', 'origine Sud-Ouest', 'abricots*', 'sel marin non raffiné', 'coriandre*', 'cumin*', ""huile d'olive vierge première pression à froid*"", ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,47,197 kj(47 kcal),"0,5","0,1","7,3","4,1",2,"1,2","0,48","['Karine & Jeff', 'Le bonheur est dans le pot']",['Céleri'],50 cl,,"['Plats préparés', 'Soupes']",0.1 g,en faible quantité,4.1 g,en faible quantité,1.2 g,en quantité modérée,,-18%,-17%,-74%,-83%,+27%,+137%,-9%,+39%,+39%,,,,,,,,0.5 g,en faible quantité,2,+22%,B,+22%,,,3,,['France'],['Ekoplaza'],,,,,,
70,Epicerie / Plats Et Produits Cuisinés / Soupes Bio - Karine & Jeff - 25cl,3760052232350,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien']",['France'],"['poivrons rouges*', 'courgettes*', 'tomates*', 'carottes* ', 'origine France', 'oignons*', 'sel marin non raffiné', 'basilic*', 'thym*', 'romarin*', ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,28,117 kj(28 kcal),"0,6",0,"4,1","3,1","1,1","1,5","0,6","['Karine & Jeff', 'Le bonheur est dans le pot']",,25 cl,,"['Plats préparés', 'Soupes']",0 g,en faible quantité,3.1 g,en faible quantité,1.5 g,en quantité modérée,,-51%,-51%,-69%,-100%,-29%,+79%,-50%,+73%,+73%,,,,,,,,0.6 g,en faible quantité,5,+205%,C,+205%,"['Bouteille', 'Verre', 'Capsule', 'Métal']",,3,,['France'],,,,,,,
71,Sauce tomate aux olives - Karine & Jeff - 255g,3760052232398,"['Bio', 'Bio européen']",['France'],"['tomates* ', '66%', 'carottes* ', 'origine France', 'oignons*', 'olives vertes* ', '5%', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'sel marin non raffiné', 'origan*', ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,40,167 kj(40 kcal),2,"0,2","3,6",3,"1,3","1,1","0,44","['Karine & Jeff', 'Le bonheur est dans le pot']",,255 g,A,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates aux olives']",0.2 g,en faible quantité,3 g,en faible quantité,1.1 g,en quantité modérée,,-52%,-52%,-62%,-76%,-35%,-29%,-16%,-11%,-11%,49.1%,19.5%,11.6%,11.3%,5.0%,3.5%,91,2 g,en faible quantité,1,-68%,B,-68%,"['Pot', 'Verre', 'Couvercle', 'Métal', 'bocal']",,3,,['France'],,,,,,,
72,A. sauce Tomate Curry Indien - Karine & Jeff - 255g,3760052232404,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",['France'],"['tomates* ', '60%', 'poivrons verts*', 'oignons*', 'carottes* ', 'origine France', 'curry* ', 'coriandre*', 'fenugrec*', 'curcuma*', 'cumin*', 'poivre noir*', 'cannelle*', 'moutarde*', 'gingembre*', 'girofle*', 'piment*', ' ', '0,6%', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'sel marin non raffiné', ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,35,146 kj(35 kcal),"1,4","0,1","3,7","3,2","1,4",1,"0,4","['Karine & Jeff', 'Le bonheur est dans le pot']",['Moutarde'],255 g,B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces aux légumes', 'Sauces tomate aux petits légumes']",0.1 g,en faible quantité,3.2 g,en faible quantité,1 g,en quantité modérée,,-53%,-51%,-56%,-79%,-47%,-41%,-15%,0%,0%,55.2%,17.7%,10.0%,9.7%,4.3%,3.0%,88,1.4 g,en faible quantité,2,+619%,B,+619%,,,3,,,,,,,,,
73,Marmite de légumes à l'espagnole - Karine & Jeff - 500g,3760052233029,"['Bio', 'Bio européen']",['France'],"['carottes* ', 'origine France', 'petit pois* ', 'origine France', 'haricots verts* ', 'origine France', 'poivrons rouges*', 'tomates*', 'oignons*', 'vin blanc* ', 'origine Sud-Ouest', 'huile de toumesol vierge première pression à froid* ', 'origine Sud-Ouest', 'sel marin non rafiné', 'ail*', 'curcuma*', 'paprika*', ""\r*ingrédients issus de l'agriculture biologique""]",[],?,45,188 kj(45 kcal),"1,1","0,1","5,4","3,2","1,8","1,3","0,52","['Karine & Jeff', 'Le bonheur est dans le pot']",,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,['France'],,,,,,,
74,Lentilles à la créole - Karine & Jeff - 500g,3760052233043,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'en:The Vegan Society']",['France'],"['poivrons rouges*', 'oignons*', 'pommes de terre* ', 'origine France', 'lentilles blondes* ', '20% | origine France', 'ananas*', 'tomates*', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'sel marin non raffné', 'curcuma*', 'ail*', 'thym*', 'gingembre*', ""\r*ingrédients issus de l'agriculture biologique""]","['Végétalien', 'Végétarien']",?,95,397 kj(95 kcal),"0,7","0,1",16,"3,4","5,2","0,8","0,32","['Karine & Jeff', 'Le bonheur est dans le pot']",,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,['France'],,,,,,,
75,Tofu provençale - Karine & Jeff - 440g,3760052233067,"['Bio', 'Bio européen']",['France'],"['courgettes*', 'oignons*', 'poivrons rouges*', 'tofu* ', 'eau', 'soja* | origine France', ' ', '10%', 'tomates*', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'parmesan*', 'basilic*', 'sel marin non raffiné', 'ail*', 'poivre*', ""\r*ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,63,264 kj(63 kcal),"4,1","0,5","3,4","2,5","2,3",1,"0,4","['Karine & Jeff', 'Le bonheur est dans le pot']","['Lait', 'Soja']",440 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,,,
