,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,palm_ingredients,producer_info,origin_detail
328,Le Subtil Saumon fumé élevé en Norvege label rouge - Casino Delices - 4tranches (160g),3222475477942,E,"Saumon Atlantique élevé en Norvège, salé au sel sec, fumé au bois de hêtre - Label Rouge",4 tranches (160 g),,['Casino Delices'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons Atlantique fumés']",['Label Rouge'],,,,,['France'],"['saumon atlantique ', 'salmo salar', ' 97', '5% - sel 2', '5%']",['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,9.4 g,en quantité modérée,1.9 g,en quantité modérée,0 g,en faible quantité,2.5 g,en quantité élevée,751,,179,-5%,751 kj(179 kcal),-5%,"9,4",-13%,"1,9",-11%,"0,7",+32%,0,-100%,23,+4%,"2,5",-11%,1,-11%,13,-3%,D,-3%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,
329,8 crêpes sucrées - Casino - 400g,3222475477997,B,,400 g,['Plastique'],['Casino'],"['Crêpes et galettes', 'Crêpes', 'Crêpes sucrées']",,,"['EMB 62873', 'Wancourt (Pas-de-Calais, France)']",,['Casino'],['France'],"['Eau', 'farine de blé', 'sucre 7,6 %', 'lait entier en poudre', 'oeufs pasteurisés', 'huile de colza', 'dextrose', 'poudres à lever : diphosphates', 'carbonate acide de sodium', 'sel', 'arôme vanille']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,6 g,en quantité modérée,1.8 g,en quantité modérée,13 g,en quantité élevée,0.53 g,en quantité modérée,?,,205,-37%,858 kj(205 kcal),-37%,6,-49%,"1,8",-57%,32,-31%,13,-42%,"5,8",-17%,"0,53",-28%,"0,212",-28%,4,-69%,C,-69%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,,,
330,Muesli Croustillant - Casino,3222475478741,,,,,['Casino'],,,,,,['Casino'],['France'],[],,[],,,,,,,,,,?,,460,,1925 kj(460 kcal),,17,,5,,65,,21,,"8,4",,"0,45",,"0,18",,,,,,,,,,,,,,,,,
331,Galettes de riz nappées de chocolat noir - Casino - 100g,3222475485664,B,,100 g,,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat noir']","['Bio', 'Agriculture UE/Non UE']",,,,['Casino'],['France'],"['Chocolat noir* 55% ', 'pâte de cacao* - sucre de canne* - beurre de cacao*', ' - riz brun* 45%', ' Traces de lait et de soja']",,"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,24 g,en quantité élevée,14 g,en quantité élevée,21 g,en quantité élevée,0.02 g,en faible quantité,?,,495,+3%,2071 kj(495 kcal),+3%,24,+10%,14,+6%,59,-4%,21,-7%,"7,5",+9%,"0,02",-66%,"0,008",-66%,15,-7%,D,-7%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,
332,"Spécialité culinaire à base de beurre, ail, persil, échalotes - Casino - 150g",3222475491665,,"Spécialité culinaire à base de beurre, ail, persil, échalotes",150 g,,['Casino'],,['Aucun'],,,,['Casino'],['France'],"['Beurre 76,1% - ail réhydraté ', 'dont sulfites', ' 11,4% - persil 9,4% - échalote réhydratée 1,6% - sel - piment']","['Lait', 'Anhydride sulfureux et sulfites']","['Sans huile de palme', 'Non végétalien']",,,,,,,,,,2425,,589,,2425 kj(589 kcal),,63,,36,,"3,9",,"2,4",,"1,6",,"1,5",,"0,6",,,,,,,,,,,,,,,,,
333,lardons de volaille fumés - Wassila - 150g,3222475503979,C,Lardons de dinde fumés,150 g,"['Frais', 'Barquette et opercule plastique à jeter', 'Sous atmosphère protectrice']",['Wassila'],"['Viandes', 'Charcuteries', 'Frais', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés', 'Charcuteries à cuire', 'Lardons de dinde fumés']","['Point Vert', 'Halal', 'Fabriqué en France', 'Fumé au bois de hêtre', ""Contrôle de la mosquée d'Évry-Courcouronnes"", 'Eco-Emballages']","[""Centre d' Élaboration des Viandes - CELVIA (Filiale Groupe Lambert Dodard Chancereul - LDC) - ZI du Lay - 56660 Saint-Jean-Brévelay"", 'Morbihan', 'Bretagne', 'France']","['FR 56.222.002 CE', 'Saint-Jean-Brévelay (Morbihan, France)', 'EMB 56222', 'Saint-Jean-Brévelay (Morbihan, France)']",http://www.wassila.fr/,['Casino'],['France'],"['Viande de dinde 86% - gras de dinde - peau de dinde - sel - eau - dextrose - antioxydants: ascorbate de sodium', 'acide ascorbique - sirop de glucose - arôme de fumée - ferments - conservateurs: nitrite de sodium,nitrate de potassium', ' Fumage au bois de hêtre', ' Traces de soja et de lait']",,"['Non végétalien', 'Non végétarien']",4,22 g,en quantité élevée,6.6 g,en quantité élevée,0.7 g,en faible quantité,3.5 g,en quantité élevée,1135,+6%,274,+5%,1135 kj(274 kcal),+5%,22,+2%,"6,6",-21%,"0,9",-8%,"0,7",+3%,18,+13%,"3,5",+62%,"1,4",+62%,19,+1%,E,+1%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,"['E301 - Ascorbate de sodium', 'E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['France', 'Dinde']",,,
334,Boisson aux fruits façon Planteur - 36% teneur en fruits - Casino - 1l,3222475515484,,"Boisson aux jus de fruits à base de concentrés, aromatisée - Teneur en fruits : 36% minimum",1 l,,['Casino'],"['Boissons', 'Boissons avec sucre ajouté']",,,,,['Casino'],['France'],"[""Eau - Jus d'ananas à base de concentré 19% - jus d'orange à base de concentré 12% - sucre - jus de citron vert à base de concentré 3,6% - jus de fruit de la passion à base de concentré 1,4% - acidifiant : acide citrique - arôme naturel - colorant : bêta-carotène""]",,"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0.02 g,en faible quantité,204,-54%,48,-44%,204 kj(48 kcal),-45%,0,-100%,0,-100%,12,-39%,12,-34%,0,-100%,"0,02",-47%,"0,008",-47%,15,+26%,E,+26%,,,,,,,,"['E330 - Acide citrique', 'E160ai - Bêta-carotène']",,,,
335,2 Quiches lorraines pâte brisée pur beurre - Casino - 260g,3222475527401,D,Quiche lorraine pâte brisée pur beurre,260 g,"['Frais', 'Plastique']",['Casino'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Réfrigérés', 'Quiches', 'Plats préparés réfrigérés', 'Quiches lorraines']","['Point Vert', 'Pur beurre']",,,,['Casino'],['France'],"['Pâte brisée 37% ', 'farine de blé - beurre concentré 9% - eau - sel - agent de traitement de la farine : L cystéine', ' - eau - oeufs entiers frais 15,4% - lardons fumés 12,6% [poitrine de porc ', 'origine : UE', ' - eau - sel - acidifiant : lactate de sodium - dextrose - antioxydant : érythorbate de sodium - conservateur : nitrite de sodium] - crème fraiche - emmental râpé 3,1% - lait écrémé en poudre - amidon transformé de maïs - arôme naturel de muscade et autres arômes naturels - arôme naturel de poivre - épaississant : gomme xanthane', 'Traces de soja', 'poissons', 'crustacés', 'mollusques et moutarde']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,19 g,en quantité modérée,12 g,en quantité élevée,2.2 g,en faible quantité,0.87 g,en quantité modérée,1222,+16%,?,,1222 kj(292 kcal),+11%,19,+17%,12,+38%,22,+14%,"2,2",-5%,"8,5",-8%,"0,87",-16%,"0,348",-16%,16,+13%,D,+13%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,"['E920 - L-Cystéine et ses chlorhydrates', 'E325 - Lactate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",['Union européenne'],,,
336,2 tartes aux fromages pâte brisée pur beurre - Casino - 260g,3222475527418,C,Tartes aux fromages pâte brisée pur beurre,260 g,,['Casino'],"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au fromage']",,,"['FR 01.451.003 CE', 'Viriat (Ain, France)']",,['Casino'],['France'],"['Pâte brisée 37% ', 'farine de blé - beurre concentré 9% - eau - sel - agent de traitement de la farine : L cystéine', ' - oeufs entiers frais 18,8% - eau - emmental râpé 12,3% - crème fraiche - Comté râpé 2,9% - edam râpé 2,9% ', 'edam - fécule de pomme de terre', ' - lait écrémé en poudre - amidon transformé de maïs - sel - arôme naturel de poivre', 'Traces de soja', 'poissons', 'crustacés', 'mollusques et moutarde']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien']",4,20 g,en quantité modérée,13 g,en quantité élevée,1.6 g,en faible quantité,1 g,en quantité modérée,1301,+23%,?,,1301 kj(311 kcal),+20%,20,+32%,13,+55%,22,+11%,"1,6",-32%,11,+26%,1,+8%,"0,4",+8%,17,+31%,D,+31%,70.7%,13.4%,3.3%,3.6%,1.9%,7.2%,56,"['E920 - L-Cystéine et ses chlorhydrates', 'E14XX - Amidons modifiés']",,,,
337,Coupes saveur Tiramisu - Casino - 2x 90g,3222475530388,,"Glace saveur sabayon (85,5%), coulis au café (7,7%), biscuit (2,2%) trempé dans du sirop (3,6%) et saupoudré de cacao maigre en poudre (1%), surgelé",2 x 90 g,,['Casino'],,,,,,['Casino'],['France'],"[""Lait écrémé réhydraté - sucre - huile de noix de coco - eau - sirop de glucose - dextrose - jaune d'œufs - protéines de lait - cacao maigre en poudre 1% - farine de blé - lactosérum en poudre - vin Marsala - arômes "", 'contient oeufs', ' - café moulu 0,5% - café réhydraté 0,5% ', 'eau - café soluble', "" - œufs - émulsifiant : mono - et diglycérides d'acides gras - stabilisants : alginate de sodium"", 'farine de graines de caroube', 'gomme guar', 'carraghénanes', 'diphosphates - humectants : sorbitols', 'glycérol - colorants : caroténoïdes', 'rocou - arôme naturel - poudres à lever : diphosphates', 'carbonates de sodium - sel', ""Traces d'arachides"", 'fruits à coque', 'lupin et soja']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,849,,202,,849 kj(202 kcal),,7,,"6,3",,31,,29,,"3,7",,"0,1",,"0,04",,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E401 - Alginate de sodium', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', 'E422 - Glycérol', 'E160 - Caroténoïdes', 'E160b - Rocou', 'E500 - Carbonates de sodium']",,,,
338,Chips nature - Casino - 30g,3222475536724,B,,30 g,,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",,,,,['Casino'],['France'],['Pommes de terre - huile de tournesol 34% - sel'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,34 g,en quantité élevée,3.1 g,en quantité modérée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,,544,+2%,2276 kj(544 kcal),+2%,34,+2%,"3,1",+4%,51,+0%,"0,5",-61%,6,+2%,"1,3",-2%,"0,52",-2%,9,-17%,C,-17%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,
339,Les Madeleines Coquilles - Casino - 400g,3222475538018,B,Madeleines Coquilles Marbrées au Chocolat,400g,['Plastique'],['Casino'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['Point Vert'],,,,['Casino'],['France'],"['Farine de blé', 'sucre', 'huile de colza', 'œufs frais 14%', 'stabilisants: glycérol', 'sorbitols', 'sirop de glucose-fructose', 'chocolat 5% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant: lécithines de tournesol', 'lait demi-écrémé pasteurisé', 'cacao maigre en poudre', 'amidon de maïs', 'poudres à lever: diphosphates', 'carbonates de sodium', 'sel', 'arôme', 'émulsifiant: lécithines de soja']","['Œufs', 'Gluten', 'Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,20 g,en quantité modérée,2.6 g,en quantité modérée,29 g,en quantité élevée,0.63 g,en quantité modérée,1789,-4%,?,,1789 kj(428 kcal),-3%,20,-12%,"2,6",-62%,57,+8%,29,+5%,"4,7",-17%,"0,63",-22%,"0,252",-22%,15,-18%,D,-18%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['E422 - Glycérol', 'E420 - Sorbitol', 'E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,,,
340,Parmentier Effiloché de canard confit - Casino - 300g,3222475581267,D,"Purée de pomme de terre avec une préparation à base de viande de canard effilochée confite cuite, surgelé",300 g,['Surgelé'],['Casino'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard']",,,"['EMB 29188A', 'Plougasnou (Finistère, France)']",,"['SPAR', 'Casino']",['France'],"['Purée de pomme de terre 30% ', 'pomme de terre - stabilisant : diphosphates', ' - eau - viande de canard effilochée confite cuite 20% [viande de manchon et de cuisse de canard ', 'origine : France', ' - gras de canard - graisse de canard - sel] - fromages - champignons de Paris - oignon - lait écrémé en poudre - emmental râpé ', 'emmental - amidon de pomme de terre', ' - crème fraîche - chapelure ', 'farine de blé - levure - sel', ' - graisse de canard - huile de tournesol - pomme de terre déshydratée ', ""pomme de terre déshydratée - émulsifiant : mono - et diglycérides d'acides gras"", "" - sel - purée d'ail - Madère modifié "", 'Madère - sel - arôme naturel de poivre', ' - persil - arôme naturel de poivre - fond de volaille concentré ', 'jus de cuisson de volaille - sel', ' - épices - thym']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,6.4 g,en quantité modérée,2.3 g,en quantité modérée,1.4 g,en faible quantité,0.68 g,en quantité modérée,541,-36%,129,-46%,541 kj(129 kcal),-45%,"6,4",-63%,"2,3",-62%,10,+138%,"1,4",+89%,"7,9",-47%,"0,68",-41%,"0,272",-41%,2,-80%,B,-80%,80.1%,13.0%,2.0%,3.0%,1.1%,0.8%,38,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,
341,Gratin endives jambon surgelé - Casino - 750g,3222475581274,C,Gratin endives jambon surgelé,750 g,,['Casino'],"['Plats préparés', 'Gratins', 'Endives au jambon']",,,,,['Casino'],['France'],"['lait écrémé réhydraté ', 'eau - poudre de lait écrémé', ' - endives cuites 24% - jambon cuit supérieur 12% ', 'jambon de porc - eau - sel - sirop de glucose - antioxydant : érythorbate de sodium - conservateur : nitrite de sodium', ' - jus des endives - emmental râpé 6,5% ', 'lait de vache pasteurisé - sel - ferment - coagulant - amidon de pommes de terre', ' - farine de blé - matière grasse végétale de colza ', ""huiles végétales de colza - eau - émulsifiants : mono et diglycérides d'acides gras - sel - correcteur d'acidité : acide citrique"", ' - crème fraiche 2,7% - amidon transformé de maïs - sel - muscade - poivre blanc']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,6.1 g,en quantité modérée,1.8 g,en quantité modérée,2.1 g,en faible quantité,0.64 g,en quantité modérée,410,-3%,99,-6%,410 kj(99 kcal),-6%,"6,1",+3%,"1,8",-43%,"4,3",-23%,"2,1",-18%,"5,6",-9%,"0,64",-16%,"0,256",-16%,-1,-136%,A,-136%,71.8%,15.1%,6.0%,3.7%,2.0%,1.4%,57,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E14XX - Amidons modifiés']",,,,
342,Sauce béchamel - Casino,3222475588181,B,,,,['Casino'],"['Epicerie', 'Sauces', 'Sauces béchamel']",,,,,['Casino'],['France'],[],,[],,4.5 g,en quantité modérée,3 g,en quantité modérée,14 g,en quantité élevée,5.4 g,en quantité élevée,?,,354,+96%,1481 kj(354 kcal),+99%,"4,5",-42%,3,-30%,73,+315%,14,+171%,"5,4",+47%,"5,4",+218%,"2,16",+218%,19,+153%,E,+153%,66.1%,14.4%,8.0%,5.6%,3.4%,2.4%,81,,,,,
343,Nectar Multifruitsà base de jus concentré set de ourées de fruits -Teneur en fruits : 75% minimum - Casino - 1.5l,3222475613548,,Nectar multifruits à base de jus concentrés et de purées de fruits - Teneur en fruits : 75% minimum,1.5 l,,['Casino'],['Boissons'],,,,,['Casino'],['France'],"[""Jus de pomme à base de concentré - eau - jus de raisin blanc à base de concentré - jus d'orange à base de concentré - purée de banane - purée de mangue - provitamine A - antioxydant : acide ascorbique""]",,"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,8.3 g,en quantité élevée,0.03 g,en faible quantité,156,-44%,37,-34%,156 kj(37 kcal),-35%,0,-100%,0,-100%,"9,2",-19%,"8,3",-12%,0,-100%,"0,03",-28%,"0,012",-28%,12,+57%,E,+57%,,,,,,,,['E300 - Acide ascorbique'],,,,
344,Lasagnes Saumon Poireaux - Casino - 350g,3222475618048,D,"Lasagnes au saumon, au saumon fumé et aux poireaux",350 g,"['Plastique', 'Carton', 'Barquette', 'Frais', 'Sous atmosphère protectrice', 'plats à base de poisson']",['Casino'],"['Plats préparés', 'Frais', 'Plats à base de pâtes', 'Plats préparés au poisson', 'Lasagnes préparées', 'Plats préparés frais', 'Lasagnes au poisson', 'Plats au saumon', 'Plats préparés à réchauffer au micro-ondes', 'Lasagnes au saumon']","['Experimentation Etiquetage Nutritionnel 2016', 'Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore C', 'Nutriscore C']",,"['FR 01.451.003 CE', 'Viriat (Ain, France)']",,['Casino'],['France'],"['Eau - crème fraîche - saumon Salmo salar 8% - pâte à lasagne sèche ', 'semoule de blé dur', 'eau', ' - poireaux 6,2% - emmental 3,2% ', 'lait pasteurisé - fécule de pommes de terre - sel - ferments lactiques - enzyme coagulante', ' - amidon transformé de maïs - lait écrémé en poudre - vin blanc - huile de colza - saumon fumé 1,7% ', 'saumon Salmo salar - sel', ' - double concentré de tomates - farine de blé - sel - arôme naturel de saumon avec autres arômes naturels ', 'contient poisson', ' - jus de citron concentré - arôme naturel de poivre - arôme naturel de muscade et autres arômes naturels - épaississant : gomme xanthane - curry ', 'contient moutarde', ' Traces de soja', 'crustacés', 'mollusques', 'œufs']","['Poisson', 'Gluten', 'Lait', 'Moutarde']","['Non végétalien', 'Non végétarien']",4,6.9 g,en quantité modérée,3 g,en quantité modérée,3.3 g,en faible quantité,0.79 g,en quantité modérée,580,+9%,?,,580 kj(139 kcal),+0%,"6,9",+7%,3,+8%,14,+17%,"3,3",+56%,"5,1",-24%,"0,79",+7%,"0,316",+7%,3,+20%,C,+20%,79.3%,12.2%,2.8%,3.0%,1.6%,1.1%,48,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,,,
345,Lasagnes Bolognaise - Casino - 1kg,3222475618055,D,"Plat préparé à base de pâtes alimentaires (15.6%), de sauce bolognaise (55%) à la viande de bœuf, de béchamel (14.5%) et de fromage râpé",1 kg,,['Casino'],"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",,,,,['Casino'],['France'],"['Eau - viande de bœuf 18% ', 'origine: france', ' - semoule de blé dur - purée de tomates double concentrée - jus de tomate concentré - emmental 4,6% - carottes - oignons - amidon transformé de maïs - lait écrémé en poudre - huiles de colza et de coprah - sel - farine de blé - ail - basilic - lactose - œufs en poudre - poivre - arôme naturel - protéine de lait - noix de muscade - acidifiant: acide citrique', ' traces de céleri']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,7.8 g,en quantité modérée,3.7 g,en quantité modérée,2.2 g,en faible quantité,0.92 g,en quantité modérée,635,+19%,152,+13%,635 kj(152 kcal),+14%,"7,8",+29%,"3,7",+47%,11,-12%,"2,2",-19%,"8,6",+36%,"0,92",+17%,"0,368",+17%,2,-13%,B,-13%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,"['E14XX - Amidons modifiés', 'E330 - Acide citrique']",,,,
