,name,bar_code,eco_score,generic_name,quantity,brand,categories,labels,manufacturing,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_sugars_tr,markets,packaging,ingredients_origins,traceability_code,allergens,sugar_quantity,sugar_comment,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,link,palm_ingredients,brand_owner
71,On Off Hara Irish Cream 17d,3250390211716,,,,['On off'],"['Boissons', 'Boissons alcoolisées']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Foie de boeuf,2666834006236,,,,,,,,['France'],[],[],,,,,,,?,,48,,201 kj(48 kcal),,"3,6",,"1,12",,"3,9",,20,,"0,17",,"0,068",,,,,,,,,0,,,,,,,,,,,,,,,,,
73,Sardine au naturel,3251870002848,,,,,,,,['France'],[],[],,,,,,,?,,143,,598 kj(143 kcal),,"4,7",,"1,5",,"0,01",,25,,"0,65",,"0,26",,,,,,,,,"0,01",,,,,,,,,,,,,,,,,
74,Pesto houmous swirl,00466462,,,,,,"['Végétarien', 'Végétalien']",,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,?,,282,,1180 kj(282 kcal),,24,,"2,5",,"9,6",,"5,7",,"1,03",,"0,412",,,,,,,,,"0,7",,,,,,,,,,,,,,,,,
75,Spicy Chip,6006507005054,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Sirop parfum citron l'abeille,3249290000445,,,,,,,,['France'],[],[],,,,,,,?,,278,,1163 kj(278 kcal),,"0,5",,"0,1",,69,,"0,5",,"0,02",,"0,008",,,,,,,,,65,,,,,,,,,,,,,,,,,
77,Brasserie au pif,3770006978012,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"Parmentier de canard, touche de persil - Nestlé",7613036744089,D,,,['Nestlé'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard', 'Parmentiers de canard']",['Bio'],,['France'],[],[],1.8 g,en faible quantité,0.3 g,en faible quantité,0.23 g,en faible quantité,?,,56,-60%,234 kj(56 kcal),-60%,"1,8",-77%,"0,3",-92%,"7,3",-24%,"2,2",-69%,"0,23",-71%,"0,092",-71%,78.8%,12.8%,2.6%,3.3%,1.4%,1.0%,46,"1,2",,,,,,1.2 g,en faible quantité,-25%,0,-100%,B,-100%,,,,,
79,Petite Fleur - Brasserie de Mai - 75cl,3770011513055,C,,75cl,['Brasserie de Mai'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,['France'],['EauMaltsHoublonsLevure'],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,,
80,Vin saint estephe beau site,3249990014575,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Duo de Mandus (raviolis coreens) - Bofrost - 480g,69116261,,,480g,['Bofrost'],,,,"['France', 'Allemagne']",[],[],,,,,,,?,,202,,845 kj(202 kcal),,"8,6",,"4,1",,"19,4",,10,,"1,1",,"0,44",,,,,,,,,"5,8",,,,,,,,,,,,,,,,,
82,Monte white - Zott,4014500515854,,,,['Zott'],,,,['France'],[],[],,,,,,,?,,184,,770 kj(184 kcal),,"13,5",,"9,2",,"13,1",,"2,5",,"0,1",,"0,04",,,,,,,,,"11,2",,,,['DE BY-77721 EG'],,,,,,,,,,,,,
83,Dessert au cacao Fairtrade - altroconsumo - 200g,8016225200844,,,200 g,['Altroconsumo'],"['Snacks', 'Produits laitiers', 'Desserts', 'Snacks sucrés', 'Confiseries', 'Desserts lactés']",['Commerce équitable'],,"['France', 'Italie']",[],[],1.9 g,en faible quantité,1.3 g,en faible quantité,0.1 g,en faible quantité,?,,118,-9%,494 kj(118 kcal),-10%,"1,9",-64%,"1,3",-61%,22,+50%,"3,3",-29%,"0,1",-25%,"0,04",-25%,,,,,,,,18,,,,['IT 11/006 CE'],,18 g,en quantité élevée,+48%,3,-30%,C,-30%,,,,,
84,Thon entier au naturel - Odyssée - 160g,325039233808,E,,160g,['Odyssée'],"['Produits de la mer', 'Poissons', 'Thons', 'Thons au naturel']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,,,,,,,,,,,,,,,,,
85,Ravimbomanga Codal,3760153581838,,,,,,,,['France'],[],[],,,,,,,?,,10,,42 kj(10 kcal),,"0,6",,0,,0,,"1,1",,"1,1",,"0,44",,,,,,,,,0,,,,,,,,,,,,,,,,,
86,Blended scotch whisky 40° - Marque Repère - 20cl,3564700715376,,,20 cl,"['Marque Repère', ""Baird's""]",,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,
87,Confiture pêches nectarines - Les Comtes de Provence - 40g,3324490050275,A,Confiture pêches nectarines,40 g,['Les Comtes de Provence'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",,"['Peyruis', 'France', 'Provence']",['France'],"['Pêches et nectarines ', '51%', 'sucre de canne', 'acidifiant: jus concentré de citron', 'gélifiant: pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,?,,220,+2%,920 kj(220 kcal),+2%,0,-100%,0,-100%,55,+5%,0,-100%,"0,02",+87%,"0,008",+87%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,54,,"['Pot', 'Verre']",,,,54 g,en quantité élevée,+7%,11,+19%,D,+19%,['E440 - Pectines'],4,,,
88,Abricots secs - Biothentic - 150g,3760092215993,D,,150 g,['Biothentic'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",['Bio'],,['France'],"[""Abricots* *Issus de l'agriculture biologique"", ' Risques de traces de gluten', 'oeuf', 'lait', 'arachides', 'soja', 'fruits à coque', 'sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,?,,294,+12%,1230 kj(294 kcal),+12%,"0,5",+3%,"0,1",+65%,"66,5",+14%,"3,6",+17%,0,-100%,0,-100%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,55,,,,,,55 g,en quantité élevée,+21%,6,+73%,C,+73%,,1,,,
89,6 oeufs de plein air,3309730000555,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Schwarzwälder schinken, rauchig - Aldi",29014644,,,,['Aldi'],,,,['France'],[],[],,,,,,,?,,234,,979 kj(234 kcal),,14,,"5,2",,1,,26,,5,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,
91,Shama coconut,3760184320499,,,,,,,,['France'],[],[],,,,,,,?,,210,,879 kj(210 kcal),,0,,0,,13,,0,,"0,01",,"0,004",,,,,,,,,12,,,,,,,,,,,,,,,,,
92,Cognac,3219820000177,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Frozen yogurt - Häagen-Dazs,3415587322716,,,,['Häagen-Dazs'],,['en:gluten-free'],,['France'],[],[],,,,,,,?,,190,,795 kj(190 kcal),,"8,1",,5,,25,,4,,"0,17",,"0,068",,,,,,,,,"22,1",,,,,,,,,,,,,,,,,
94,Colombo - Guichard Perrachon - 60g,3222470111513,B,Colombo,60 g,['Guichard Perrachon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,['France'],['Curcuma - coriandre - cumin - sel - moutarde - fenugrec - riz grillé - gingembre - poivre blanc - girofle'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,?,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,"['Flacon', 'Verre']",,,['Moutarde'],,,,,,,,,3,,,
95,Trapiche Roble,7790240072808,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
96,3401560109924,3401560109924,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Pâtes Alimentaires Minis (nouilles à Soupe) - Catelli,0064200114745,,,,['Catelli'],,,,['France'],[],[],,,,,,,?,,354,,1481 kj(354 kcal),,"1,77",,"0,354",,74,,14,,1,,"0,4",,,,,,,,,"3,5",,,,,,,,,,,,,,,,,
98,U Golfru di Anghjulu,3262850046110,,,,,,"['Déconseillé à certaines catégories de personnes', 'Non recommandé aux femmes enceintes']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Brocciu de chevre fermier - 500g,,,,500 g,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Brioche Nanterre,3288680150049,,,,,,,,['France'],[],[],,,,,,,?,,390,,1632 kj(390 kcal),,15,,"8,9",,51,,11,,1,,"0,4",,,,,,,,,11,,,,,,,,,,,,,,,,,
101,Cantal AOP,0244074013843,,,,,,['AOP'],,['France'],[],[],,,,,,,?,,372,,1556 kj(372 kcal),,30,,19,,"1,7",,24,,2,,"0,8",,,,,,,,,"0,5",,,,"['FR 59.512.030 CE', 'Roubaix (Nord, France)']",,,,,,,,,,,,,
102,Couscous - Auchan - 2400g,3254568065538,,,2400 g,['Auchan'],"['Plats préparés', 'Plats à base de semoule', 'Couscous préparés']",,,['France'],[],[],5.2 g,en quantité modérée,2.1 g,en quantité modérée,0.91 g,en quantité modérée,?,,91,-41%,381 kj(91 kcal),-40%,"5,2",+21%,"2,1",+78%,"4,3",-75%,"5,9",-21%,"0,91",+20%,"0,364",+20%,,,,,,,,"2,2",['Auchan'],,,"['EMB 62865A', 'Vitry-en-Artois (Pas-de-Calais, France)', 'FR 62.866.007 CE', 'Waben (Pas-de-Calais, France)']",,2.2 g,en faible quantité,+3%,4,+6992%,C,+6992%,,,,,
103,Brioche coupe,0205796020205,,,,,,,,['France'],[],[],,,,,,,?,,376,,1573 kj(376 kcal),,"16,2",,"10,6",,"51,7",,"6,5",,"0,9",,"0,36",,,,,,,,,"12,6",,,,,,,,,,,,,,,,,
104,3401395376874,3401395376874,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,6 crêpes de froment - Saveurs Gourmandes - 275g,52861611,B,,275 g,['Saveurs Gourmandes'],"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']",,['Fouesnant F-29170'],['France'],"['Lait de vache 1/2 écrémé', 'farine de froment ', '21%', ' contient du gluten', 'oeufs', 'sucre', 'beurre', 'sel', 'sucre vanilliné', 'eau']",['Non végétalien'],3.9 g,en quantité modérée,1.26 g,en faible quantité,0.497 g,en quantité modérée,?,,242,-17%,1013 kj(242 kcal),-17%,"3,9",-50%,"1,26",-57%,"44,8",-4%,"7,6",-1%,"0,497",-37%,"0,199",-37%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,19,,['sachet refermable'],,,"['Œufs', 'Gluten', 'Lait']",19 g,en quantité élevée,-7%,5,-52%,C,-52%,,3,http://www.creperie-saveursgourmandes.com,,
106,Fraises de plougastel - Breizh Konfitur - 65g de fruits pour 100g,3500547551210,,,65g de fruits pour 100g,['Breizh Konfitur'],,,,['France'],"['fraises de Plougastel', 'sucre crstalise pectine de fruits ', 'gelifiant']",[],,,,,,,?,,165,,690 kj(165 kcal),,?,,,,"40,4",,?,,"0,018",,"0,007",,,,,,,,,"38,7",,,,,,,,,,,,,,4,,,
107,Oeuf Bio -,3267590003140,C,,,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs frais', 'en:Organic eggs']","['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,,,,,
108,Mini happy fizz,3116740035770,,,,,,['en:gluten-free'],,['France'],[],[],,,,,,,?,,323,,1351 kj(323 kcal),,0,,0,,69,,"5,4",,"0,35",,"0,14",,,,,,,,,36,,,,,,,,,,,,,,,,,
109,Protein bar hazelnut & nougat - Barebells,7340001801965,,,,['Barebells'],,,,['France'],[],[],,,,,,,?,,205,,858 kj(205 kcal),,"9,4",,"4,1",,14,,20,,"0,1",,"0,04",,,,,,,,,"1,9",,,,,,,,,,,,,,,,,
110,Merguez au taureau,3387620032367,,,,,,,,['France'],[],[],,,,,,,?,,294,,1230 kj(294 kcal),,26,,13,,"1,1",,14,,"1,9",,"0,76",,,,,,,,,"0,2",,,,,,,,,,,,,,,,,
111,Espresso - Nescafé,7617014188391,,,,['Nescafé'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Jus bio de fleurs d'hibiscus - Bissao,3770012682019,,,,['Bissao'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans colorants']",,['France'],"[""Infusion d'hibiscus* "", ""eau et fleur d'hibiscus"", 'sucre de canne*', 'arôme naturel de vanille*', 'arôme naturel de menthe*']",[],,,,,,,?,,41,,172 kj(41 kcal),,0,,0,,"9,9",,0,,0,,0,,,,,,,,,"9,7",,,,,,,,,,,,,,4,,,
113,Noix de coco prêt a déguster - 150g,2868520011818,,,150 g,,,['Sans conservateurs'],,['France'],[],[],,,,,,,?,,369,,1544 kj(369 kcal),,"36,8",,"33,3",,5,,"3,6",,"0,08",,"0,032",,,,,,,,,"0,9",,,,,,,,,,,,,,,,,
114,Oliven mit Knoblauch - 200g,24824262,,,200 g,,,,,"['France', 'Allemagne']",[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,['Glas'],,,,,,,,,,,,,,,
115,Coque - 300g,3661737004463,,,300 g,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,"['FR 29.236.500 CE', 'Riec-sur-Belon (Finistère, France)']",,,,,,,,,,,,,
116,Poulet façon tajine à l'abricot et à la figue,3254560423817,,,,,,,,['France'],[],[],,,,,,,?,,76,,318 kj(76 kcal),,"1,5",,"0,5",,"6,9",,"8,1",,"1,1",,"0,44",,,,,,,,,"5,1",,,,"['EMB 62865A', 'Vitry-en-Artois (Pas-de-Calais, France)', 'FR 62.865.007 CE', 'Vitry-en-Artois (Pas-de-Calais, France)']",,,,,,,,,,,,,
117,Poulet façon tajine à l'abricot et à la figue,3254560429178,,,,,,,,['France'],[],[],,,,,,,?,,79,,331 kj(79 kcal),,"1,6",,"0,5",,"6,9",,"8,8",,"0,99",,"0,396",,,,,,,,,"5,2",,,,,,,,,,,,,,,,,
118,Pasteis de Nata - 240g,3248288136470,,,240 g,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Pastel de nata']",,,['France'],[],[],9.5 g,en quantité modérée,4.8 g,en quantité modérée,0.33 g,en quantité modérée,?,,258,-5%,1079 kj(258 kcal),-6%,"9,5",-15%,"4,8",-16%,39,+5%,"3,7",-10%,"0,33",-27%,"0,132",-27%,,,,,,,,28,,,,,,28 g,en quantité élevée,+34%,14,+2%,D,+2%,,,,,
119,Beignet framboise -,0200158016735,,Beignets fourrés à la purée de framboise,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignet fourré aux fruits', 'Beignets sucrés', 'Beignets fourrés à la framboise']",['en:palm-oil-free'],,['France'],[],['Sans huile de palme'],9.7 g,en quantité modérée,1.5 g,en quantité modérée,0.73 g,en quantité modérée,?,,318,+7%,1331 kj(318 kcal),+7%,"9,7",-5%,"1,5",-21%,50,+15%,"6,7",+11%,"0,73",+3%,"0,292",+3%,,,,,,,,20,,,,,,20 g,en quantité élevée,+42%,11,+36%,D,+36%,,,,,
120,Jasmin thé vert de Chine - La Route des Comptoirs - 100g,3760019001579,B,,100 g,['La Route des Comptoirs'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thé vert de Chine']","['Commerce équitable', 'Bio', 'Bio européen', 'Max Havelaar', 'FR-BIO-01', 'Fabriqué en France']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,
121,Muesli tout chocolat Bio Village,3564707129336,,,,['Bio Village'],,['Bio'],,['France'],[],[],,,,,,,?,,436,,1824 kj(436 kcal),,15,,"6,2",,63,,"9,2",,"0,1",,"0,04",,,,,,,,,20,['Leclerc'],,,,,,,,,,,,,,,,
122,Gâteau de fête,5030765035622,,,,,,,,['France'],[],[],,,,,,,?,,415,,1736 kj(415 kcal),,"16,2",,"3,3",,"62,7",,"3,7",,"0,22",,"0,088",,,,,,,,,"27,2",,,,,,,,,,,,,,,,,
123,Saucisse supérieur aux herbe,3388340019898,,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses aux herbes']",,,['France'],[],[],19 g,en quantité modérée,7.8 g,en quantité élevée,1.67 g,en quantité élevée,?,,243,+6%,1017 kj(243 kcal),+6%,19,+11%,"7,8",+24%,"1,1",-28%,16,-1%,"1,67",-6%,"0,668",-6%,,,,,,,,1,,,,,,1 g,en faible quantité,+69%,17,+21%,D,+21%,,,,,
124,Miel de Montagne - Miels Villeneuve,3540860036117,B,,,"['Miels Villeneuve', 'Culture Miel']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français', 'Produits de montagne', 'Miels de montagne']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,['France'],,,,,,,,,,,,,,
125,"Jus fais, orange, mangue pomme -",8718906184237,,,,,,,,"['France', 'Pays-Bas']",[],[],,,,,,,?,,42,,176 kj(42 kcal),,0,,0,,"9,5",,"0,4",,0,,0,,,,,,,,,"9,5",,['Bouteille'],,,,,,,,,,,,,,,
126,Préparation sucrée Barbe à papa,3700392487386,,,,,,,,['France'],[],[],,,,,,,?,,398,,1665 kj(398 kcal),,0,,0,,"99,6",,0,,0,,0,,,,,,,,,"99,6",,,,,,,,,,,,,,,,,
127,Grand Yunnan Imperial - Palais des Thés - 100g,3700256700323,,,100 g,['Palais des Thés'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Petits citrons,3760051390037,,,,,,"['Agriculture UE', 'en:gluten-free']",,['France'],[],[],,,,,,,?,,464,,1941 kj(464 kcal),,24,,16,,56,,5,,"0,63",,"0,252",,,,,,,,,22,,,,,,,,,,,,,,,,,
129,"Steak haché, 15% MAT.GR, BIGARD, 1 pièce, 125g, France",3273230068509,,,,['Bigard'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,"['EMB 13083B', 'Rognonas (Bouches-du-Rhône, France)', 'FR 13.083.001 CE', 'Rognonas (Bouches-du-Rhône, France)']",,,,,,,,,,,,,
130,Petits moelleux nature - Maison Vital Ainé,3333040009915,,,,['Maison Vital Ainé'],,,,['France'],[],[],,,,,,,?,,471,,1971 kj(471 kcal),,28,,"8,9",,46,,"7,6",,"0,93",,"0,372",,,,,,,,,25,,,,,,,,,,,,,,,,,
131,Yellow Mustard - Heinz,5000157078919,B,,,['Heinz'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes jaunes']",,,['France'],[],[],5 g,en quantité modérée,0.3 g,en faible quantité,2.4 g,en quantité élevée,?,,118,+18%,494 kj(118 kcal),+17%,5,+46%,"0,3",+22%,"9,3",+65%,"5,4",+32%,"2,4",0%,"0,96",0%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"5,3",,,,,,5.3 g,en quantité modérée,+86%,12,+22%,D,+22%,,,,,
132,0217204045397,0217204045397,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,,,,
133,Pain cereales,0206346005901,,,,,,['Point Vert'],,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Gefen Mustard New York Deli Style,0710069082403,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Noix de cajou grillées salées - Sélection des comptoirs,3760239182065,D,,,['Sélection des comptoirs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque salés', 'Noix de cajou', 'Noix de cajou salées']","['Bio', 'Bio européen']",,['France'],[],[],47.4 g,en quantité élevée,9.2 g,en quantité élevée,0.04 g,en faible quantité,?,,609,-1%,2548 kj(609 kcal),-0%,"47,4",-2%,"9,2",+1%,"29,1",+22%,15,-21%,"0,04",-96%,"0,016",-96%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,"4,9",,,,,,4.9 g,en faible quantité,-23%,7,-14%,C,-14%,,,,,
136,Croustet' pain - 150g,3424150080106,,,150 g,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Boule de pate a pizza,3420629108654,,,,,,,,['France'],[],[],,,,,,,?,,250,,1046 kj(250 kcal),,"3,7",,"0,5",,"45,3",,7,,"1,7",,"0,68",,,,,,,,,1,,,,,,,,,,,,,,,,,
138,Ventry Homebaking,5099839638855,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,donnut's,0200531020991,B,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,['France'],[],[],1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,1,-100%,4 kj(1 kcal),-100%,1,-96%,1,-91%,1,-98%,1,-83%,1,+5%,"0,4",+5%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,1,,,,,,1 g,en faible quantité,-94%,4,-79%,C,-79%,,,,,
140,Comté affiné 6 mois,0209225045203,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,0.9 g,en quantité modérée,?,,418,+5%,1749 kj(418 kcal),+6%,35,+7%,23,+6%,"0,4",-13%,27,+7%,"0,9",-8%,"0,36",-8%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"0,4",,,,,,0.4 g,en faible quantité,+44%,13,-3%,D,-3%,,,,,
141,Saumon fume sauvage - Dom Petroff,3019898366478,E,,,['Dom Petroff'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons sauvages', 'Saumons fumés sauvages']",,,['France'],[],[],7.6 g,en quantité modérée,1.9 g,en quantité modérée,2.8 g,en quantité élevée,?,,160,+20%,669 kj(160 kcal),+21%,"7,6",+104%,"1,9",+136%,"0,5",+1%,23,-3%,"2,8",-5%,"1,12",-5%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,"0,5",,,,"['EMB 49267D', ""Saint-Barthélemy-d'Anjou (Maine-et-Loire, France)""]",,0.5 g,en faible quantité,+37%,12,+8%,D,+8%,,,,,
142,Terrine de campagne - Carrefour,2227153011877,,,,['Carrefour'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,,['France'],[],[],30 g,en quantité élevée,12 g,en quantité élevée,1.5 g,en quantité modérée,?,,338,+5%,1414 kj(338 kcal),+5%,30,+6%,12,+11%,"2,9",+27%,15,+7%,"1,5",-6%,"0,6",-6%,,,,,,,,"1,6",['Carrefour'],,,,,1.6 g,en faible quantité,+84%,20,+3%,E,+3%,,,,,
143,Pulco orange sanguine,3507505895843,,,,,,,,['France'],[],[],,,,,,,?,,152,,636 kj(152 kcal),,0,,0,,33,,"0,4",,"0,01",,"0,004",,,,,,,,,"32,3",,,,,,,,,,,,,,,,,
144,Tomates séchées,2600102012338,,,,,,,,['France'],[],[],,,,,,,?,,114,,477 kj(114 kcal),,0,,0,,25,,0,,"4,06",,"1,624",,,,,,,,,21,,,,,,,,,,,,,,,,,
