,name,bar_code,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,allergens,generic_name,palm_ingredients,link,producer_info,origin_detail
35,Farine de riz demi-complet bio - La Vie Claire - 500g,3266191007762,500 g,,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de riz']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",,,,['La Vie Claire'],['France'],"[""Farine de riz demi-complet* uc *Ingrédient agricole issu de l'Agriculture Biologique"", ""Peut contenir des traces d'œuf et d'amande,""]",[],?,,366,+3%,"2,1",+21%,"78,8",+2%,"6,5",-5%,B,79.1%,0.8%,5.1%,13.0%,2.0%,0.0%,66,2.1 g,en faible quantité,0.6 g,en faible quantité,0.15 g,en faible quantité,0 g,en faible quantité,1531 kj(366 kcal),+3%,"0,6",+38%,"0,15",-72%,0,-100%,0,-100%,-1,,A,,,,,,,,,
36,Pâte feuilletée - La Vie Claire - 230g,3266191007861,230 g,['Carton plastique'],['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",,,['FR 076 034'],"['Game vert', 'La Vie Claire']",['France'],"['Eau', 'farine de riz* 21%', 'fécule de pomme de terre* ', 'amidon de manioc*', 'margarine* ', 'huiles de palme* et de tournesol*', 'eau', 'émulsifiant : lécithine de tournesol', 'sel', ""correcteur d'acidité : jus de citron*"", 'vinaigre de cidre* ', 'protéines de tournesol*', 'épaississants : gomme de guar*', 'et gomme de xanthane', 'sel', 'sirop de riz brun*', ""psyllium* *Ingrédients agricoles issus de l'Agriculture Biologique"", "" Peut contenir des traces d'œuf"", 'de fruits à coque ', 'amandes', 'de moutarde et de poisson']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,,318,-17%,16,-26%,39,+1%,"2,2",-62%,C,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,16 g,en quantité modérée,9.5 g,en quantité élevée,0.9 g,en faible quantité,0.99 g,en quantité modérée,1331 kj(318 kcal),-16%,"9,5",-16%,"0,9",-40%,"0,99",-2%,"0,396",-2%,15,-9%,D,-9%,"['E322i - Lécithine', 'E412 - Gomme de guar']",4,,Pâte Feuilletée avec de la matière grasse végétale sans gluten,['Huile de palme'],,,
37,Papillotes assorties - La Vie Claire,3266191008080,,,['La Vie Claire'],,['Bio'],,,,['La Vie Claire'],['France'],"[""' Sucre de canne•,pate de cacao'"", 'pulpe de fruit *', 'orange*', ' sirop de glucose', 'amandes*', "" noisettes'"", 'beurre de cacao*', 'sirop de sucre inverti gélifiant: pectines', 'acidifiant :jus de citron*', 'sel']",[],?,,350,,17,,48,,"0,6",,,,,,,,,,,,,,,,,,1464 kj(350 kcal),,12,,44,,"0,006",,"0,002",,,,,,['E440 - Pectines'],4,['Fruits à coque'],,,,,
38,Sablés noix de coco nappés chocolat - La Vie Claire,3266191008318,,,['La Vie Claire'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits sablés', 'Sablés à la noix de coco', 'en:Sablés à la noix de coco']","['Bio', 'Bio européen', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,['La Vie Claire'],['France'],"['Farine de blé type 80* 44%', 'chocolat noir* 22% ', 'masse de cacao*', 'sucre de canne', 'beurre de cacao', 'sucre de canne blond non raffiné*', 'huile de palme non hydrogénée* 13% ', 'noix de coco* ', '10,5%', 'sel marin gris de Guérande non raffiné', 'poudres levantes ', 'phosphate de calcium', 'carbonates de sodium et d’ammonium\rPeut contenir des traces de lait', 'œufs', 'amande et sésame']",['Huile de palme'],?,,525,+5%,29,+11%,60,+2%,7,+13%,C,78.6%,11.5%,4.0%,3.5%,2.4%,0.0%,62,29 g,en quantité élevée,20 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en quantité modérée,2197 kj(525 kcal),+4%,20,+28%,22,-3%,"0,5",-3%,"0,2",-3%,20,+3%,E,+3%,"['E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",3,['Lait'],,['Huile de palme'],,,
39,Glettes de riz au chocolat au lait - La Vie Claire - 90g,3266191008370,90 g,"['Sachet', 'Plastique']",['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat au lait']","['Bio', 'Bio européen', 'en:gluten-free', 'BE-BIO-02', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,['La Vie Claire'],['France'],"['Chocolat au lait ', '59%', ' ', 'sucre de canne', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'riz complet']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2081,+2%,?,,23,+3%,63,-0%,"7,8",+11%,B,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,23 g,en quantité élevée,14 g,en quantité élevée,27 g,en quantité élevée,0.1 g,en faible quantité,2081 kj(497 kcal),+2%,14,+5%,27,-1%,"0,1",-24%,"0,04",-24%,18,-8%,D,-8%,,3,['Lait'],,,,,
40,Galettes de Riz Fines Sans Sel - La Vie Claire - 130g,3266191008387,130 g,"['Sachet', 'Plastique']",['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits sans gluten', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']","['Peu ou pas de sel', 'Bio', 'Bio européen', 'en:gluten-free', 'BE-BIO-02', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans sel', 'AB Agriculture Biologique']",,['Belgique'],,['La Vie Claire'],['France'],['Riz complet'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1665,+42%,?,,3,-41%,82,+63%,8,+1%,B,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,3 g,en quantité modérée,0.9 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,1665 kj(398 kcal),+33%,"0,9",-19%,"0,5",-82%,~ 0,-100%,0,-100%,-3,-336%,A,-336%,,1,,Galettes de Riz Fines Sans Sel,,,,
41,Mini Panettone Traditionnel Bio - La Vie Claire - 100g e,3266191008585,100 g e,"['Sachet', 'Plastique']",['La Vie Claire'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'IT-BIO-007', 'Fabriqué en Italie']",,['Italie'],,['La Vie Claire'],['France'],"['Farine de ble', 'raisins secs', 'beurre', 'sucre de canne complet', ""jaune d'oeuf frais"", 'eau', ""écorces d'orange confites "", ""écorces d'orange"", 'sirop de mais', 'sucre de canne complet', ""régulateur d'acidité: acide citrique"", 'levain nature ', 'farine de blé', 'eau', 'lait en poudre', 'chocolat blanc ', 'sucre de canne complet', 'beurre de cacao*', 'lait entier en poudre*', 'miel*', 'sel marin', 'émulsifiant: lécithine de tournesol*', ""huile essentielle d'orange"", 'arome naturel de vanille', 'alcool', "" 'Ingredients agricoles issus de Fagricuture biologique"", ' Peut contenir des traces de soja', 'amandes', 'noisettes', 'noix et pistaches']",['Non végétalien'],1435,-7%,341,-9%,"13,2",-12%,"47,1",-9%,8,+17%,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,13.2 g,en quantité modérée,7.4 g,en quantité élevée,24.7 g,en quantité élevée,0.3 g,en quantité modérée,1435 kj(341 kcal),-8%,"7,4",-18%,"24,7",-5%,"0,3",-32%,"0,12",-32%,16,-14%,D,-14%,"['E330 - Acide citrique', 'E322i - Lécithine']",4,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,
42,"Galettes De Riz Au Sésame, 130 Grammes, Marque La Vie Claire",3266191008905,,,['La Vie Claire'],,"['Bio', 'en:gluten-free']",,,,['La Vie Claire'],['France'],"['Riz de Camargue complet et semi-complet 97', '7%', 'sésame 2%', ' sel marin non raffiné', 'émulsifiant : lécithine de tournesol']",[],?,,396,,"3,3",,83,,8,,,,,,,,,,,,,,,,,,1657 kj(396 kcal),,"0,7",,"0,3",,"0,3",,"0,12",,,,,,['E322i - Lécithine'],4,['Graines de sésame'],,,,,
43,Galettes de riz quinoa - La Vie Claire,3266191008936,,,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['La Vie Claire'],['France'],"['Riz rond complet et demi-complet de Camargue* ', '95,6%', 'quinoa* ', '4%', 'sel marin', 'émulsifiant : lécithine de tournesol']",[],?,,401,-7%,3,-75%,86,+21%,"7,5",+2%,B,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,3 g,en quantité modérée,0.8 g,en faible quantité,0.3 g,en faible quantité,0.3 g,en quantité modérée,1678 kj(401 kcal),-7%,"0,8",-87%,"0,3",-98%,"0,3",+65%,"0,12",+65%,0,-100%,B,-100%,['E322i - Lécithine'],4,,,,,,
44,Florentins - La Vie Claire - 100g,3266191008981,100 g,,['La Vie Claire'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits secs', 'Biscuits au chocolat noir', 'Florentins']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,['La Vie Claire'],['France'],"['Chocolat noir+ 30% ', 'pâte de cacao*', 'sucre de canne', 'beurre de cacao*', 'crème fraiche?', 'raisins secst', 'sucre de canne blond*', 'amande ', '16%', 'miel*', 'sirop de bté*', 'beurre de baratte', "" agricoles issus de l'Agriculture Biologique""]",['Non végétalien'],?,,513,-3%,"29,2",-4%,60,+11%,"6,5",-15%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,29.2 g,en quantité élevée,14.4 g,en quantité élevée,47.8 g,en quantité élevée,0.04 g,en faible quantité,2146 kj(513 kcal),-3%,"14,4",+10%,"47,8",+12%,"0,04",-80%,"0,016",-80%,22,-6%,E,-6%,,3,"['Lait', 'Fruits à coque']",,,,,
45,Cynorrhodon - La vie claire - 75g,3266191009407,75 g,,['La vie claire'],,"['Bio', 'Agriculture UE/Non UE']",,,,['La Vie Claire'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Rigatoni Tradizione Italiana - La Vie Claire - 500g,3266191009490,500 g,,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Rigatoni']",['Bio'],,,,['La Vie Claire'],['France'],"['Semoule de blé dur* ', 'eau', "" *Ingrédient agricole issu de l'Agriculture Biologique"", ' Peut contenir des traces de soja et graines de sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,350,-0%,"1,7",+20%,71,+2%,11,-15%,,,,,,,,,1.7 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,0.2 g,en faible quantité,1464 kj(350 kcal),-0%,"0,3",+2%,3,+6%,"0,2",+1225%,"0,08",+1225%,-4,,A,,,1,,,,,,
47,Infusion de plantes verveine - La Vie Claire - 26g,3266191009971,26 g,,['La Vie Claire'],['Boissons'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,['La Vie Claire'],['France'],[],[],?,,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,
48,Infusion plantes thym - La Vie Claire - 25g,3266191009995,25 g,,['La Vie Claire'],,"['Bio', 'Bio européen']",,,,['La Vie Claire'],['France'],[],[],?,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,0,,0,,,,,,,,,,,,,,,,,
49,Miel d'Acacia - La Vie Claire - 500g,3266191010014,500 g,"['Verre', 'Bocal']",['La Vie Claire'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']",['Bulgarie'],,,['La Vie Claire'],['France'],"[""Miel d'Acacia issu de l'Agriculture Biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,?,,?,,?,,?,,A,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
50,Huile vierge de noix - La Vie Claire - 50cl,3266191010809,50 cl,,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",['Bio'],,,,['La Vie Claire'],['France'],[],[],?,,900,+2%,100,+2%,0,-100%,0,-100%,D,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,100 g,en quantité élevée,9 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3766 kj(900 kcal),+3%,9,-5%,0,-100%,0,-100%,0,-100%,5,-7%,C,-7%,,,,,,,,
51,Miel de Sapin - La Vie Claire,3266191011073,,,['La Vie Claire'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de sapin']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique', 'Agriculture France']",['France'],,,['La Vie Claire'],['France'],"[""Miel de sapin issu de l'Agriculture Biologique"", ' Origine France']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,?,,?,,?,,?,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
52,Sucre de canne roux - La Vie Claire - 1kg,3266191012155,1 kg,['Carton'],['La Vie Claire'],"['Édulcorants', 'Sucres', 'Sucres roux', 'Sucres de canne']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Agriculture Brésil']",['Brésil'],,,['La Vie Claire'],['France'],['Sucre de canne roux en morceaux'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1665,-1%,398,+2%,~ 0,-100%,100,+2%,~ 0,-100%,A,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,1665 kj(398 kcal),+2%,~ 0,-100%,100,+3%,~ 0,-100%,0,-100%,14,-1%,D,-1%,,2,,,,,,
53,Pennes demi-complètes - La Vie Claire,3266191012223,,['Etui carton à recycler'],['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur']","['Bio', 'Bio européen', 'IT-BIO-007', 'AB Agriculture Biologique', 'Agriculture Italie']",['Italie'],,,['La Vie Claire'],['France'],[],[],?,,352,-0%,"1,8",+1%,70,+0%,"11,6",-6%,A,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,1.8 g,en faible quantité,1.38 g,en faible quantité,3.8 g,en faible quantité,0.002 g,en faible quantité,1473 kj(352 kcal),-0%,"1,38",+264%,"3,8",+20%,"0,002",-92%,"0,001",-92%,0,,B,,,,,,,,,
54,Macaroni complètes - La Vie Claire,3266191012315,,,['La Vie Claire'],,"['Bio', 'Bio européen', 'IT-BIO-007']",,,,['La Vie Claire'],['France'],"['Semoule de blé dur complète', ' ""Ingrédient agricole issu de l\'Agriculture Biologique"" Peut contenir des traces de soja et sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,344,,"2,7",,64,,"11,6",,,,,,,,,,,,,,,,,,1439 kj(344 kcal),,"0,59",,5,,"0,003",,"0,001",,,,,,,,['Soja'],,,,,
55,Pâtes Blanches Spirales - La Vie Claire,3266191012353,,,['La Vie Claire'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'IT-BIO-007', 'AB Agriculture Biologique']",,,,['La Vie Claire'],['France'],"['Ingrédienb Semoule de blé dur blanche*', "" *Ingrédient agricole issu de l'Agriculture Biologique"", ' Peut contenir des traces de soja et sésame']",[],?,,357,,"1,7",,"72,3",,"11,6",,,,,,,,,,,,,,,,,,1494 kj(357 kcal),,"0,3",,3,,"0,003",,"0,001",,,,,,,,,,,,,
56,Pates blanches cheveux d'anges - La Vie Claire,3266191012377,,,['La Vie Claire'],,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,['La Vie Claire'],['France'],[],[],?,,357,,"1,7",,"72,3",,"11,6",,,,,,,,,,,,,,,,,,1494 kj(357 kcal),,"0,3",,3,,"0,003",,"0,001",,,,,,,,,,,,,
57,Pâtes d'Alsace - Coquillettes - La Vie Claire - 250g,3266191015484,250 g,,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Coquillettes', 'Coquillettes de blé dur', ""Pâtes d'Alsace""]","['Bio', 'Bio européen', 'IGP', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",['UE/non UE'],,,['La Vie Claire'],['France'],"['Semoule de blé dur de qualité supérieure*', 'oeufs frais ', '30%', ' soit 320 g par kilo de semoule', "" *Ingrédients agricoles issus de l'Agriculture Biologique"", ' Peut contenir des traces de soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,363,+2%,"4,6",+163%,64,-10%,15,+25%,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,4.6 g,en quantité modérée,1.2 g,en faible quantité,3 g,en faible quantité,0.1 g,en faible quantité,1519 kj(363 kcal),+1%,"1,2",+255%,3,-7%,"0,1",+809%,"0,04",+809%,0,,B,,,1,['Œufs'],,,,,
58,Nids de Tagliatelles aux Œufs Frais - La Vie Claire,3266191015491,,,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Nouilles aux oeufs', 'Tagliatelles aux œufs']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,['La Vie Claire'],['France'],[],[],?,,363,+20%,"4,6",+77%,64,+13%,15,+35%,,,,,,,,,4.6 g,en quantité modérée,1.2 g,en faible quantité,3 g,en faible quantité,0.1 g,en faible quantité,1519 kj(363 kcal),+21%,"1,2",+74%,3,+69%,"0,1",-39%,"0,04",-39%,0,,B,,,,,,,,,
59,Amandes effilées - La Vie Claire,3266191016016,,,['La Vie Claire'],,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,['La Vie Claire'],['France'],[],[],?,,634,,"53,4",,"1,5",,"25,4",,,,,,,,,,,,,,,,,,2653 kj(634 kcal),,"4,04",,"1,1",,"0,004",,"0,002",,,,,,,,,,,,,
60,Amande poudre - La Vie Claire,3266191016023,,,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",,,,,['La Vie Claire'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amandons d'abricots - La Vie Claire,3266191016054,,,['La Vie Claire'],,,,,,['La Vie Claire'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,NOIX DE CAJOU GRILLEES du Vietnam - La Vie Claire,3266191016078,,,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,['La Vie Claire'],['France'],[],[],?,,615,+3%,"46,4",+1%,"32,7",+28%,"15,3",-18%,E,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,46.4 g,en quantité élevée,9.2 g,en quantité élevée,5 g,en quantité modérée,0.04 g,en faible quantité,2573 kj(615 kcal),+3%,"9,2",+8%,5,-23%,"0,04",-94%,"0,016",-94%,7,-8%,C,-8%,,,,,,,,
63,Pâte 100% fruits figue - La Vie Claire - 250g,3266191016658,250 g,,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,['La Vie Claire'],['France'],"['figues*', ""\r*Produit issu de l'Agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",1255,-5%,?,,"0,9",+165%,"63,9",-16%,"3,3",+408%,C,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,0.9 g,en faible quantité,0.1 g,en faible quantité,47.9 g,en quantité élevée,0.3 g,en faible quantité,1255 kj(300 kcal),-5%,"0,1",-17%,"47,9",-28%,"0,3",+150%,"0,12",+150%,2,-76%,B,-76%,,3,,,,,,
64,Mélange fruits rouge - La Vie Claire - 125g,3266191016689,125 g,,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Fruits et produits dérivés', 'Aliments à base de plantes surgelés', 'Fruits', 'Fruits surgelés', 'Mélanges de fruits surgelés', 'Fruits rouges surgelés', 'Mélanges de fruits rouges surgelés']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['La Vie Claire'],['France'],"['fraises* ', 'fraises* ', 'jus de pomme* concentré', 'griottes* ', 'griottes* ', 'jus de pomme* concentré', 'huile de tournesc cranberries*', 'cranberries*', 'jus de pomme* concentré', 'huile de tournesol*', 'baies de goji*', "" *Produit issu de l'Agriculture Biologique Poids net : 125 g""]",[],?,,310,+269%,"1,5",+313%,"66,8",+530%,"4,8",+253%,,,,,,,,,1.5 g,en faible quantité,0.2 g,en faible quantité,38.9 g,en quantité élevée,0.4 g,en quantité modérée,1297 kj(310 kcal),+283%,"0,2",+106%,"38,9",+304%,"0,4",+277%,"0,16",+277%,0,,B,,,3,,,,,,
65,Gomasio sésame au sel - La Vie Claire - 500g,3266191017563,500 g,,['La Vie Claire'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'Agriculture non UE']",,,,['La Vie Claire'],['France'],"['Sésame comp}et griCé? 96%', 'sel marin non raffiné 4%', ' Ingrédient agricole isw de Analysc moyenne pour 100 g']",[],?,,592,,"52,4",,"0,8",,"22,8",,,,,,,,,,,,,,,,,,2477 kj(592 kcal),,"7,8",,"0,7",,"5,2",,"2,08",,,,,,,,,,,,,
66,Purée de pois cassés en flocons - La Vie Claire,3266191017570,,,['La Vie Claire'],"['Plats préparés', 'Légumes préparés', 'Purées', 'Purées de légumes', 'Purées de pois cassés']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['La Vie Claire'],['France'],[],[],?,,359,+199%,"1,1",-19%,"64,7",+287%,"17,8",+163%,,,,,,,,,1.1 g,en faible quantité,0.15 g,en faible quantité,4.7 g,en faible quantité,0.02 g,en faible quantité,1502 kj(359 kcal),+200%,"0,15",-69%,"4,7",+136%,"0,02",-95%,"0,008",-95%,0,,B,,,,,,,,,
