,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,traceability_code,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,manufacturing,markets,palm_ingredients,allergens,ingredients_origins,link,brand_owner
44,Une cuisse de poulet,2255738047751,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,165,690 kj(165 kcal),"8,8","2,5","0,5","0,5",21,"1,3","0,52",,C,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,-14%,-29%,+57%,+14%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,8.8 g,en quantité modérée,2.5 g,en quantité modérée,0.5 g,en faible quantité,1.3 g,en quantité modérée,-14%,-25%,+223%,+71%,+71%,4,+13%,C,+13%,,,,,,,,
45,Assortiment de confiseries,3364699334479,,['France'],[],[],?,385,1611 kj(385 kcal),25,0,"13,3","3,3","26,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Fromage basque brebis,0285519020736,,['France'],[],[],?,393,1644 kj(393 kcal),33,23,"0,5","0,5",24,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,6 champignons farcis -,2689749033197,,['France'],[],[],?,172,720 kj(172 kcal),"14,3","5,5","2,3","1,7","7,4","1,8","0,72",,D,,"['Plats préparés', 'Légumes préparés', 'Légumes farcis']",,+30%,+53%,-59%,+27%,72.7%,17.4%,4.6%,2.8%,1.5%,1.1%,47,,"['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",,,14.3 g,en quantité modérée,5.5 g,en quantité élevée,1.7 g,en faible quantité,1.8 g,en quantité élevée,+30%,+54%,+10%,+76%,+76%,14,+180%,D,+180%,,,,,,,,
48,Reblochon,2480040027621,,['France'],[],[],?,299,1251 kj(299 kcal),25,20,"0,5","0,5",18,"1,4","0,56",,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,-8%,-7%,+36%,-10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,25 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,-7%,+6%,+121%,+4%,+4%,14,-2%,D,-2%,,,,,,,,
49,Jambonneau recette traditionnelle - Maison Occitane,3443705054607,,['France'],[],[],?,180,753 kj(180 kcal),11,"3,8","0,5","0,5",20,"1,7","0,68",,,,,,,,,,,,,,,,,['Maison Occitane'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Muffin fruits du jardin,3478920018295,,['France'],[],[],?,360,1506 kj(360 kcal),17,"2,1",45,22,6,"0,35","0,14",,,,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Muffins aux fruits']",,-2%,-2%,-6%,+22%,,,,,,,,,,,,17 g,en quantité modérée,2.1 g,en quantité modérée,22 g,en quantité élevée,0.35 g,en quantité modérée,-3%,-22%,-15%,-47%,-47%,11,-19%,D,-19%,,,,,,,,
51,Familien Punsch BIO - Voelkel - 0.7l,4015533016042,['Bio'],"['France', 'Allemagne', 'Suisse']",[],[],?,56,234 kj(56 kcal),"0,2",,"12,3","11,6","0,5",,,,,0.7l,,,,,,,,,,,,,,['Voelkel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Morbier,0294772032806,,['France'],[],[],?,353,1477 kj(353 kcal),"29,5",20,"0,5","0,5",22,"1,62","0,648",,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,-0%,+2%,-36%,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['FR 39.013.001 CE', 'Arbois (Jura, France)']",,,29.5 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.62 g,en quantité élevée,-0%,+3%,+20%,+13%,+13%,16,+7%,D,+7%,,,,,,,,
53,Le coeur frais basque,3663590019585,['Sans colorants'],['France'],[],[],?,102,427 kj(102 kcal),"5,4","2,4","8,4","2,5","4,9","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Früchte Glühpunsch BIO - Beutelsbacher - 0.7l,4106060072325,['Bio'],"['France', 'Allemagne', 'Suisse']",[],[],?,58,243 kj(58 kcal),"0,1",,"13,4","13,2","0,2",,,,,0.7l,['Boissons'],,+4%,-71%,+19%,-60%,,,,,,,,['Beutelsbacher'],,,,0.1 g,en faible quantité,,,13.2 g,en quantité élevée,,,+1%,,+40%,,,,,,,,,,,,,,
55,Fuet extra,8436045047496,,['France'],[],[],?,426,1782 kj(426 kcal),"31,3","11,18","2,1","2,1","27,6","5,6","2,24",,,,['ca:Fuet'],,-4%,-12%,-50%,+3%,,,,,,,,,,,,31.3 g,en quantité élevée,11.2 g,en quantité élevée,2.1 g,en faible quantité,5.6 g,en quantité élevée,-5%,-15%,-9%,+41%,+41%,25,+1%,E,+1%,,,,,,,,
56,Galette frangipane framboise,0208757045859,,['France'],[],[],?,376,1573 kj(376 kcal),26,14,29,"6,9",6,"0,57","0,228",,D,,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,-11%,-2%,-25%,-6%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,26 g,en quantité élevée,14 g,en quantité élevée,6.9 g,en quantité modérée,0.57 g,en quantité modérée,-11%,-5%,-47%,-18%,-18%,17,-11%,D,-11%,,,,,,,,
57,Vin de pays charentais - Père Fouras - 75cl,3302321100306,['IGP'],['France'],[],[],?,?,,?,,?,,?,,,['Bouteille'],D,75cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins de pays']",,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Père Fouras'],"['EMB 17339', 'Saint-Germain-de-Lusignan (Charente-Maritime, France)']",,,,,,,,,,,,,,,,,,,,,['17500 Saint Germain de Lusignan'],['Intermarché'],,,['Unicognac S. A.'],,
58,Coulant chocolat decongele,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Confiture a l ancienne chataigne - Ferme de la Plantaz - 370g,3760143165062,,['France'],"['chataignes', 'sucre', ' Préparée avec 60g de fruits pour 100g', 'Teneur totale en sucres 60g pour 100g ', 'celle-a peut varier en fonction de la maturité des fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,236,987 kj(236 kcal),"0,1",0,50,50,"0,4",0,0,,C,370 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,-6%,-87%,-17%,-64%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,['Ferme de la Plantaz'],,,3,0.1 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,0 g,en faible quantité,-6%,-100%,+0%,-100%,-100%,11,-4%,D,-4%,,,,,,,,
60,L'extra tendre,2424503045722,,['France'],[],[],?,95,397 kj(95 kcal),"0,6",0,"1,2",0,21,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Filets de poulet roti - Le Gaulois,2431628041850,,['France'],[],[],?,151,632 kj(151 kcal),"5,8","1,4",0,0,24,"1,4","0,56",,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,+4%,+8%,-100%,+2%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Le Gaulois'],,,,5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,+4%,+3%,-100%,+4%,+4%,3,+17%,C,+17%,,,,,,,,
62,Chocolat Noir 70% Lamelles oranges et citrons confits - L'Auvergnat Nature - 108gr,3760115214637,,['France'],"['pâte de CACAO', 'beurre de CACAO', 'sucre', 'lamelles de citrons confits 50%', ""lamelles d'oranges confites 50%"", 'lécithine de soja', ' Arôme naturel de vanille', ' CACAO 70% Minimum']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,454,1900 kj(454 kcal),"20,9","13,11","58,85","55,15","4,32","0,12","0,048",['Boîte'],,108gr,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,-14%,-35%,+12%,-27%,,,,,,,,"[""L'Auvergnat Nature""]",,['E322i - Lécithine'],4,20.9 g,en quantité élevée,13.1 g,en quantité élevée,55.1 g,en quantité élevée,0.12 g,en faible quantité,-14%,-25%,+16%,-22%,-22%,18,-26%,D,-26%,Orangettes et citronettes,['63500'],,,['Soja'],,,
63,Préparation pour Soufflé au Roquefort,3421335300011,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,563,2356 kj(563 kcal),41,23,30,1,17,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,West Cork Yogurt - Tesco Finest,5054268137799,,['France'],[],[],?,176,736 kj(176 kcal),"9,4",6,"18,9","15,7","3,7","0,2","0,08",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,+91%,+187%,+72%,-2%,,,,,,,,['Tesco Finest'],,,,9.4 g,en quantité modérée,6 g,en quantité élevée,15.7 g,en quantité élevée,0.2 g,en faible quantité,+92%,+193%,+55%,+74%,+74%,8,+161%,C,+161%,,,,,,,,
65,Mes délicieux chocolat bio,3274647171356,['Bio'],['France'],[],[],?,543,2272 kj(543 kcal),35,20,48,46,"6,3","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Epicerie / Boissons Et Vins / Lait,3760036488179,['Bio'],['France'],[],[],?,50,209 kj(50 kcal),"2,85","2,05","2,85","0,04","2,64","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Pâté supérieur en croûte cocktail - Casino - 900g (2x 450g),3222472572602,,['France'],"['Viande de porc 28,8% ', 'origine : ue', "" - farine de blé - eau - saindoux - foie de porc - œufs entiers - blanc d'œufs - sel - fécule - vin blanc - épices et plantes aromatiques - gélatine de porc - brandy - vin aromatisé - dextrose - conservateurs : e250"", 'e282 - arômes naturels - gélifiant : e407 - antioxydant : e301 - colorants : e150a', 'e101 - acidifiant : e330 - lactose', 'traces de fruits à coque', 'soja', 'moutarde', 'céleri et poissons']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",1281,307,1281 kj(307 kcal),19,"7,1",23,"0,9",11,"1,6","0,64",,,900 g (2 x 450 g),,,,,,,,,,,,,,['Casino'],,"['E428 - Gélatine', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E282 - Propionate de calcium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E150a - Caramel E150a', 'E101 - Riboflavine', 'E330 - Acide citrique']",4,,,,,,,,,,,,,,,,,,Pâté supérieur en croûte cocktail,,['Casino'],,"['Œufs', 'Gluten', 'Lait']",,,
68,Sirop d'érable,0629098134031,,['France'],[],[],?,220,920 kj(220 kcal),0,0,54,48,0,"0,1","0,04",,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,-19%,-100%,-21%,-100%,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0.1 g,en faible quantité,-19%,-100%,-21%,-35%,-35%,12,-9%,D,-9%,,,,,,,,
69,Noisettes décortiquées,2900466052217,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Barkley malt syrup - Clearspring,5021554984559,,['France'],[],[],?,1314,5498 kj(1314 kcal),"0,2","0,1",92,92,"4,4","0,13","0,052",,,,,,,,,,,,,,,,,['Clearspring'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Confiture de gingembre au miel,3770009494267,['Fabriqué en France'],['France'],[],[],?,66,276 kj(66 kcal),0,0,"3,9","0,04","0,02",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Préparation pour crème caramel,3247330000349,,['France'],[],[],?,114,477 kj(114 kcal),"3,6","1,5","15,4","15,2","5,1","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Mini Daya - Chergui,6111126003883,,['France'],[],[],?,80,335 kj(80 kcal),"1,2","1,2",15,15,0,"0,001",0,,,,,,,,,,,,,,,,,['Chergui'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Loacker Tortina White,8000380154777,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Gouda Jeune Cumin IGP,0204532015154,,['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas jeunes']",,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Carottes rapées,0280001022113,,['France'],[],[],?,83,347 kj(83 kcal),"5,7","0,4","6,1","4,5","0,8","0,13","0,052",,B,,"['Plats préparés', 'Légumes préparés', 'Carottes râpées', 'Carottes râpées assaisonnées']",,+4%,+13%,+1%,-8%,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,,5.7 g,en quantité modérée,0.4 g,en faible quantité,4.5 g,en faible quantité,0.13 g,en faible quantité,+5%,-10%,-11%,-80%,-80%,1,+125%,B,+125%,,,,,,,,
77,Mostarda mantovana di mela,8033003240434,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,"['Ks', 'conserve']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Perles Japon potages et desserts - Tipiak,83597565,,['France'],[],[],?,356,1490 kj(356 kcal),0,0,87,0,0,0,0,,,,,,,,,,,,,,,,,['Tipiak'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"Alba, Ginger, Mentha",8027816100221,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"Sanpellegrino Tonica 0,33 L. - San Pellegrino",8002270456558,,['France'],[],[],?,25,105 kj(25 kcal),0,0,"6,2","6,2",0,0,0,,,,,,,,,,,,,,,,,['San Pellegrino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Graines de tournesol - Baktat - 100g,8690804354724,,['France'],[],[],?,582,2435 kj(582 kcal),50,5,24,3,19,8,"3,2",,C,100g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,+2%,+9%,+80%,-14%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,['Baktat'],,,,50 g,en quantité élevée,5 g,en quantité modérée,3 g,en faible quantité,8 g,en quantité élevée,+2%,+1%,+24%,+342%,+342%,21,+58%,E,+58%,,,,,,,,
82,Jus innocent,17759564,,['France'],[],[],188,45,188 kj(45 kcal),"0,1","0,1","9,9","9,3","0,4","0,01","0,004",,,,,,,,,,,,,,,,,['Innocent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Eristoff original 70 cl 37.5% Vol.,3011932022814,,['France'],[],[],?,?,,?,,?,,?,,,,,70 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,langue de bœuf sauce piquante - Tendre & Plus,2498786039624,,['France'],[],[],?,?,,?,,?,,?,,,,E,,"['Viandes', 'Bœuf', 'Langues de bœuf']",,,,,,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,['Tendre & Plus'],"['EMB 49323B', ""Saint-Sylvain-d'Anjou (Maine-et-Loire, France)"", 'FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Queue de lotte du Cap,3613550000795,,['France'],[],[],?,72,301 kj(72 kcal),"0,8","0,38",0,0,"16,1","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Mimolette vieille - Carrefour,2237408030577,,['France'],[],[],?,385,1611 kj(385 kcal),29,21,"0,5","0,5",31,3,"1,2",,,,,,,,,,,,,,,,,['Carrefour'],"['FR 35.068.004 CE', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,
87,Zilvervlies rijst rond - 500g,2025466207945,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Arancini,8009158257535,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Comté grand affinage + 18 mois - Comté Rivoire-Jacquemin - 250g,2460578039495,['Appellation Origine Protégée'],['France'],[],[],?,?,,?,,?,,?,,,['Sachet plastique'],D,250g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Comté Rivoire-Jacquemin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Paccheri rigati Rummo,8008343201506,,"['France', 'Pays-Bas']",[],[],?,356,1490 kj(356 kcal),"1,6","0,3","69,5","3,1","14,5","0,005","0,002","['Product', 'sachet']",,,,,,,,,,,,,,,,['Rummo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Lipton green ice tea mint lime,8714100607541,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Thés glacés']",,,,,,,,,,,,,['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Vinaigre Balsamique BIO de Modène - Ducros - 250ml,3275920127626,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"['Vinaigre de vin', 'moût de raisin', ' Contient des sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['Bouteille', 'Verre']",A,250 ml,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Ducros'],,,2,,,,,,,,,,,,,,,,,,,['France'],,,['Anhydride sulfureux et sulfites'],['Italie'],,
93,Moutarde a Germer,3465511119103,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Chocolats ""Les noirs de Marlieu"" - 300g",3700699910358,,['France'],"['sucre', 'pâte de cacao', 'AMANDES', 'NOISETTES', 'beurre de cacao', 'sucre inverti', 'poudre de LAIT', 'sirop de glucose', 'beurre', 'noix', 'cerise à falcool', 'matière grasse de LAIT', 'huile de tournesol', 'stabilisant sorbitol', 'farine de BLE', 'raisins', 'émulsifiant lécithine de SOJA', 'noix de PECAN', ""farines de BLE - avoine - malt d'orge"", 'Rhum eau de vie de Kirsch', 'colorants E100-E133-E162-E120-E171-E172', 'arômes', ' Traces possibles de FRUITS a COQUES']","['Non végétalien', 'Non végétarien']",?,477,1996 kj(477 kcal),28,13,48,37,"6,49","0,01","0,004",,,300 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,-12%,-17%,-7%,+7%,,,,,,,,['De Marlieu'],,"['E420 - Sorbitol', 'E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E162 - Rouge de betterave', 'E120 - Acide carminique', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer']",4,28 g,en quantité élevée,13 g,en quantité élevée,37 g,en quantité élevée,0.01 g,en faible quantité,-12%,-26%,-21%,-93%,-93%,23,-8%,E,-8%,,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Avoine', 'Soja']",,,
95,Moutarde à la bière brune,4250147161256,,['France'],[],[],?,131,548 kj(131 kcal),"9,8","0,6","4,3","3,8","6,3","1,98","0,792",,B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,-23%,-9%,-38%,-4%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,9.8 g,en quantité modérée,0.6 g,en faible quantité,3.8 g,en faible quantité,1.98 g,en quantité élevée,-23%,-27%,-2%,-58%,-58%,6,-48%,C,-48%,,,,,,,,
96,Nootmuskaat,8717600243080,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Kerrie,8712200976161,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Truffe fantaisie caramel au beurre salé,3701175700012,,['France'],[],[],?,590,2469 kj(590 kcal),44,37,43,41,"3,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Leite UHT semidesnatado,7896079500168,,"['Brésil', 'France']",[],[],?,39,163 kj(39 kcal),1,"0,6","4,5",0,3,"0,065","0,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Leite UHT semidesnatado,7896079500168,,"['Brésil', 'France']",[],[],?,39,163 kj(39 kcal),1,"0,6","4,5",0,3,"0,065","0,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Bicarbonate of soda,50958443,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Nougat assortiment,3275510013704,,['France'],[],[],?,441,1845 kj(441 kcal),"16,4","1,4","65,1","50,7","6,3","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Walnoten Ongebrand Groot - Albert Heijn,8710400452256,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,['Albert Heijn'],,,,,,,,,,,,,,,,,,,,,,,['Albert Heijn'],,,,,
104,Thé noir caramel et fleurs,3760166261536,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,02850269,02850269,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Filets de poulet extra tendre,2424503032340,,['France'],[],[],?,95,397 kj(95 kcal),"0,6",0,"1,2",0,21,1,"0,4",,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-27%,-79%,+151%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,-27%,-100%,-100%,+33%,+33%,0,,B,,,,,,,,,
107,Shiitakés séchés - Sabarot,3111952015831,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,['Product'],,,,,,,,,,,,,,,,['Sabarot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Melange tonus,2600285046519,,['France'],[],[],?,460,1925 kj(460 kcal),22,"2,1",42,26,20,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Campino Schlagsahne Royal - 225g,8711900023922,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,225 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Kazouza,5285002562984,,['France'],[],[],?,49,205 kj(49 kcal),0,0,"12,1","12,1",0,"0,033","0,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Marinierte herinngs-filet,4061458020404,,['France'],[],[],?,203,849 kj(203 kcal),10,"2,3",11,11,17,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Jarret saumuré fumé,2472545041851,,['France'],[],[],?,138,577 kj(138 kcal),"5,5",2,"0,8","0,5",21,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Crème de citron - Albert Ménès - 240g,60948632,,['France'],"['sucre', 'jus de citron 22,5% ', 'SULFITES', ' ', 'OEUF entier pasteurise', 'beurre ', 'LAIT', 'zest de citron', 'agar', ' PEUT CONTENIR DES TRACES DE NOIX', 'NOISETTE', 'AMANDE', 'NOIX DE CAJOU']",['Non végétalien'],?,368,1540 kj(368 kcal),12,"1,4",62,61,"2,5",0,0,,,240 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Crèmes de fruits à tartiner', 'Crèmes de citron']",,+9%,+15%,+6%,+21%,,,,,,,,['Albert Ménès'],,['E406 - Agar-agar'],4,12 g,en quantité modérée,1.4 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,+10%,-75%,+15%,-100%,-100%,15,-20%,D,-20%,,,,,"['Œufs', 'Lait', 'Fruits à coque', 'Anhydride sulfureux et sulfites']",,,
114,Organic tahini cocoa,5201182029956,['en:gluten-free'],['France'],[],[],?,657,2749 kj(657 kcal),51,"12,6",27,16,"19,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
