,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,manufacturing,link,traceability_code,brand_owner,palm_ingredients,producer_info,origin_detail
220,La Molisana Fettuccine No. 5 500G - 500g,8004690050507,,500 g,['Sachet'],['La Molisana'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur']",,['France'],[],,[],,1 g,en faible quantité,0.3 g,en faible quantité,4 g,en faible quantité,0.02 g,en faible quantité,?,,353,0%,1477 kj(353 kcal),-0%,1,-44%,"0,3",-21%,70,+0%,4,+27%,"14,5",+17%,"0,02",-16%,"0,008",-16%,-1,,A,,C,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,,,
221,Chicche Di Patate - La Molisana Spa - 500g,8004690087671,,500 g,['Kunststoff'],['La Molisana Spa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi']",,['France'],"['Ingrédien&• purée de teffe en purée 0% ', 'eau teme de terre émulsifiant rrmo-et dacid6 gras nœbisufite arüres mturelb', ""farire blé tendre 'T"", 'fkule farine de riz', 'sel', ""correcteur d'acidité Ulmateur"", ' acide sorbique', 'arôme', ' Contient gluten et sufite Conmter le dans un lieu au Ne ppquet A CONSOMMER AVANT LA DAIE IMPRIMEESURLŒPAQUET']",['Gluten'],"[""Pourrait contenir de l'huile de palme""]",4,0.41 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,1.4 g,en quantité modérée,?,,156,-10%,653 kj(156 kcal),-11%,"0,41",-79%,"0,1",-82%,"32,6",-2%,"0,1",-92%,"5,22",+13%,"1,4",+19%,"0,56",+19%,4,+2%,C,+2%,B,,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,,,,,,,
222,Spaghetti 15,8004690551578,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']",['Fabriqué en Italie'],['France'],[],,[],,1 g,en faible quantité,0.3 g,en faible quantité,4 g,en faible quantité,0.02 g,en faible quantité,?,,351,0%,1469 kj(351 kcal),-1%,1,-43%,"0,3",-19%,70,+1%,4,+35%,14,+19%,"0,02",-17%,"0,008",-17%,-1,,A,,,,,,,,,,,,,,,,,,,
223,Confiture - Léonce blanc - 205g,8004725103147,,205 g,,['Léonce blanc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,['France'],"['Préparation auxabricob ln rédients : abricots 65%', 'sucre', ""acidifiant': adde dtriç gâifiant : pectines"", ' Préparéeìvec 65g de fruibpour 100g', 'E totale en sucres : 48g pour 100g', "" Apricot preserve sugar content'"", ' 48g per400g', ""_ A consommer de #férence• avant le : voir a '4 ouverture"", 'à conserver au sec et à température amËiante', 'Apr6 Ouverture', 'à conserver refermé au réfrigérateur et à V dansles 10jours', ' Best before: see date on cap', ' 1 dry', ' Retrigerate after opening and consume within 10 daYS 205ge Valade-z', 'l du 19210 Lübersac Boal verre et apsui métal à recyder consigne pouvant târier localement Vv""consignesdetri', 'fr']",,[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,45.5 g,en quantité élevée,0.03 g,en faible quantité,?,,197,-10%,824 kj(197 kcal),-10%,"0,5",+121%,"0,1",+134%,48,-10%,"45,5",-10%,"0,6",+20%,"0,03",+36%,"0,012",+36%,10,+11%,C,+11%,B,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,['E440 - Pectines'],,,,,,,,
224,Prosc. San Daniele 70G. Levoni - 70g,8004767003948,,70 g,,['Levoni'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés italiens', 'Jambons de San Daniele']",,['France'],"['Confezionato in atmosfera protettiva', ' Packaged in protective atmosphere', ' Confectionné en atmosphére protective', ' Verpackt in Schutzatmosphaere', ' Verpakt onder beschermende atmosfeer', ' Inizio stagionatura/start of curinj LUG', '-16 Début begin van het rijpet: Confezionato per / Packed for Confectionné pour I Verpackt fur Verpakt voor LEVONI S', 'P', 'A', ' via Matteotti', '23 46014 Castellucchio ', 'MN', ' Italia DA 1 BY / PAR 1 VON www', 'levoni', 'it Packed in Via Aonedis 3', 'San Daniele del Friuli ', 'UD', ' Valori medi per 100g ', ' Energia I Energie : 1088 kJ/']",,[],,17 g,en quantité modérée,5 g,en quantité modérée,0 g,en faible quantité,4.7 g,en quantité élevée,?,,261,+1%,1092 kj(261 kcal),+1%,17,+4%,5,-12%,0,-100%,0,-100%,27,-1%,"4,7",+0%,"1,88",+0%,17,-6%,D,-6%,E,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,
225,Bresaola Levoni,8004767003993,,,,,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Bresaola']",['en:gluten-free'],['France'],[],,[],,2.7 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,3.8 g,en quantité élevée,?,,152,-6%,636 kj(152 kcal),-6%,"2,7",-15%,"0,7",-47%,0,-100%,0,-100%,32,-2%,"3,8",-3%,"1,52",-3%,11,-10%,D,-10%,E,,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,,,
226,Elledi Crostatina Ciliegia GR. 240,8004800034212,,,,,,,['France'],[],,[],,,,,,,,,,?,,398,,1665 kj(398 kcal),,"12,7",,"6,2",,64,,"31,7",,"5,3",,"0,79",,"0,316",,,,,,,,,,,,,,,,,,,,,,,
227,Ghiottini Alle Mandorle' (250g Packung) - Ghiotto galfre - 250g,8004835001104,,250 g,,['Ghiotto galfre'],,,['France'],[],,[],,,,,,,,,,?,,443,,1854 kj(443 kcal),,"15,4",,"3,9",,"65,7",,"37,3",,"8,7",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,
228,Dais Cornetti Classici,8004920111008,,,,['Dais'],,,['France'],"['FR', ' CROISSANT - PRODUIT DE PATISSERIE À FERMENTATION NATURELLE CUIT AU FOUR FARINE DE BLÉ', 'MARGARINE [HUILE ET VÉGÉTALES NOHYDROGENÉS ', 'TOURNESOL', 'CONTIENT BLÉ', ' SIROP DE GLUCOSE+RUCTOSE', '5,9%', 'LAIT PASTEURISÉ 3%', ""EMULSIFIANTS: DES ACIDES D'ORIGINE BEURRE "", 'CONTIENT LAIT', 'BLÉ NE CONTIENT: BLÉ', 'LAIT', ' PEUT CONTENIR DES TRACES DE FRUITS SECS EN COQUILLE ET']","['Gluten', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,452,,1891 kj(452 kcal),,"24,1",,"11,4",,"48,7",,"11,1",,"9,4",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,
229,Yogurt senza lattosio,8004983001728,,,,,,,['France'],[],,[],,,,,,,,,,?,,90,,377 kj(90 kcal),,"1,5",,1,,"14,5",,"13,9",,"3,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
230,Cappuccino - Inspiration,8004990141134,,,,['Inspiration'],,,['France'],[],,[],,,,,,,,,,?,,415,,1736 kj(415 kcal),,"9,4",,"8,6",,"66,5",,"53,9",,"15,3",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,
231,Tagliolini Aux Oeufs - Cipriani,8005016141206,,,,['Cipriani'],,,['France'],[],,[],,,,,,,,,,?,,378,,1582 kj(378 kcal),,"4,6",,"1,3",,"68,7",,"2,9",,"14,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
232,Pastilles Desalterantes Orange,8005028111068,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,390,,1632 kj(390 kcal),,0,,0,,97,,97,,0,,"0,004",,"0,002",,,,,,,,,,,,,,,,,,,,,,,
233,Pastilles Desalterantes Pin Up - Leone - 15g,8005028112324,Bonbons à la menthe,15g,['Boîte en métal'],"['Leone', 'Pastiglie Leone']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['en:gluten-free'],['France'],"['Sucre', 'gomme arabique', 'gomme adragante', 'Huile essentielle de menthe poivrée du Piémont', 'arômes']",,[],4,0 g,en faible quantité,0 g,en faible quantité,97 g,en quantité élevée,,,?,,390,+10%,1632 kj(390 kcal),+9%,0,-100%,0,-100%,97,+16%,97,+67%,0,-100%,,,,,,,,,E,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"[""E414 - Gomme d'acacia"", 'E413 - Gomme de dragon']",,['Italie'],,,,,,
234,Due pavoni tonno,8005045910026,,,,,,,['France'],[],,[],,,,,,,,,,?,,227,,950 kj(227 kcal),,"15,3",,"4,8",,0,,0,,"22,4",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,
235,Pizza sauce Aromatica - Mutti,8005110051289,,,,['Mutti'],"['Epicerie', 'Sauces', 'Sauces pour pizzas']",,['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,4.2 g,en faible quantité,0.75 g,en quantité modérée,?,,36,-36%,151 kj(36 kcal),-42%,"0,5",-59%,"0,1",-39%,"5,4",-25%,"4,2",-23%,"1,6",0%,"0,75",-3%,"0,3",-3%,3,+46%,C,+46%,B,,53.1%,21.8%,10.0%,9.2%,6.0%,0.0%,93,,,,,,,,,
236,Simply sugo - Mutti - 400g,8005110170003,Sauce tomate basilic et oignon,400 g,"['Verre', 'Bouteille', 'Glass Bottle']",['Mutti'],"['Epicerie', 'Sauces', 'Sauces tomate']",['Sans OGM'],"['Australie', 'France']","['Tomates fines coupées 61%', 'purée de tomate', 'pâte de tomate', 'oignon 4', '5%', ""huile d'olive extra "", 'basilic 0', '5%', 'sel', 'poivre noir']",['Céleri'],[],4,3.2 g,en quantité modérée,1 g,en faible quantité,5.4 g,en quantité modérée,0.6 g,en quantité modérée,?,,60,-32%,251 kj(60 kcal),-30%,"3,2",+48%,1,+186%,"5,6",-53%,"5,4",-45%,"1,7",+9%,"0,6",-53%,"0,24",-53%,-5,-197%,A,-197%,A,['Coles'],48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,['Italie'],['Italy'],,,,,,
237,Dado lata - Mutti,8005110170652,,,,['Mutti'],,,['France'],"['pomodori a cubetti', 'acqua', 'zucchero', 'sale', 'correttore di acidità: acido citrico', ' Kuutioiksi tomaatit - Ainesostat: kuutioiksi tomaatit', 'vesi', 'sokeria', 'suola', 'happamuudensütôaine sitruunahappo', ' Tirnade tomater • Ingredienser: tarnade tomater', 'vatten', 'socker', 'salt', 'surhetsreglerande citronsyra', ' Poiché la Dadolata non contiene conservanti', ""dopo l'apertura conservare il prodotto nel proprio liquido ln frigorifero e consumare entro 3 giorni"", ' Koska ""Dadolata"" ei sisâllâ sâilôntâaineita', 'avattu tuote tulee sâilyttââ jââkaapissa ja kayttââ 3 pâivân kuluessa', ' Eftersom ""Dadolata"" innehàller inga konserverinqsmedel', 'ôppnade Produkten skall fôrvaras i kylskàp och anvândas inom 3 dagar', ' Da consumarsi preferibilmente entro il: vedi la data impressa sulla capsula', ' Parasta ennen: ks', ' Pullon korkki', ' Bist fôre: se flaskkapsyl', ' PESO NETTO VALUTETTU PAINO AVRUNNENVIKT']",,[],,,,,,,,,,?,,23,,96 kj(23 kcal),,"0,1",,0,,"4,4",,"3,2",,"0,5",,"0,8",,"0,32",,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,,,,,
238,"Solo Pomodoro Mutti Parma, Mit Gegrilltem Gemüse - 280g",8005110515002,sugo di pomodoro con verdure grigliate,280 g,"['Vasetto', 'GL-70', 'FE-40']",['Mutti'],"['Epicerie', 'Sauces', 'Sauces tomate', 'it:sugo']",,"['France', 'Italie', 'Pays-Bas']","[""J/ Pomodoro Multi divenla Suga 70101005 Sugopronto Der l'uso"", ' Ideale corne condimento per pasta', ' Sugo pomodoro everduregrigliatet Inqredienti: Polpa di pomodoro 636%', 'triplo concentrato di Domodoro 8/4%', 'gngliate melanzane grigliate 4%', 'peperoni gialli grigfiati olio dloliva', 'zucchero', 'sale', 'arom naturali', 'origano', 'aglio', 'pepe', 'Da consumarsi preferibilmente entro il: vedi capsula', 'IJnì volta aperto conservare in frigorifero e consumare entro 3 ', 'a sula di sicurezza - L\'assenza di ""clic - clac"" al centro assicura l\'infegrità della confezione', ' Valor', ' nutriztonali medi per 100 g: energia 278 kJ -']",,[],4,1.9 g,en faible quantité,0.3 g,en faible quantité,4.8 g,en faible quantité,0.55 g,en quantité modérée,197,-37%,4,-95%,197 kj(4 kcal),-45%,"1,9",-12%,"0,3",-14%,5,-58%,"4,8",-51%,"1,9",+22%,"0,55",-57%,"0,22",-57%,-3,-158%,A,-158%,A,"['Esselunga', 'Coop', 'Bennet', 'Tigros']",48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,['Italie'],"['via Traversetolo', '28 - 43022 Montechiarugolo (PR) Italia']",http://www.mutti-parma.com,,,,,
239,Spaghettini n divella - 500g,8005121000092,,500 g,['Emballage'],['Divella'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']",['Fabriqué en Italie'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Fusili - Divella - 500g,8005121000405,,500 g,,['Divella'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles']",,['France'],[],,[],,1.7 g,en faible quantité,0.9 g,en faible quantité,3.9 g,en faible quantité,0 g,en faible quantité,?,,355,+18%,1485 kj(355 kcal),+18%,"1,7",-75%,"0,9",-69%,72,+48%,"3,9",+88%,13,+71%,0,-100%,0,-100%,-4,-916%,A,-916%,,,,,,,,,,,,,,,,,,
241,Seme di cicoria - Divella,8005121000733,,,,['Divella'],,,['France'],[],,[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,7",,"0,9",,72,,"3,9",,13,,"0,004",,"0,002",,,,,,,,,,,,,,,,,,,,,,,
242,B acini dIGPepe - Divella,8005121000771,,,,['Divella'],,,['France'],[],,[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,7",,"0,9",,72,,"3,9",,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
243,penne ziti rigate 27 - Divella - 1200g,8005121107272,,1200 g,,['Divella'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",,['France'],[],,[],,1.7 g,en faible quantité,0.9 g,en faible quantité,3.9 g,en faible quantité,0 g,en faible quantité,?,,355,+1%,1485 kj(355 kcal),+0%,"1,7",+1%,"0,9",+141%,72,+3%,"3,9",+34%,13,+8%,0,-100%,0,-100%,-1,,A,,,,,,,,,,,,,,,,,,,
244,Olio Ex. verg. lt1 Divella,8005121217155,,,,['Divella'],,,['France'],[],,[],,,,,,,,,,?,,824,,3448 kj(824 kcal),,"91,6",,13,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
245,Divella SF Riso Carnaroli - 1kg,8005121218114,,1 kg,,['Divella'],,,['France'],[],,[],,,,,,,,,,?,,349,,1460 kj(349 kcal),,"0,6",,"0,1",,78,,"0,3",,"7,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
246,La Gran Nocciolata -,8005190401066,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,['France'],[],,[],,17 g,en quantité modérée,10 g,en quantité élevée,26 g,en quantité élevée,0.48 g,en quantité modérée,?,,405,-15%,1695 kj(405 kcal),-15%,17,-18%,10,-1%,55,-14%,26,-12%,7,+8%,"0,48",-19%,"0,192",-19%,21,+6%,E,+6%,C,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,
247,Colomba La Gran Nocciolata,8005190401073,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,['France'],[],,[],,16 g,en quantité modérée,10 g,en quantité élevée,27 g,en quantité élevée,0.4 g,en quantité modérée,?,,389,-29%,1628 kj(389 kcal),-29%,16,-53%,10,+30%,54,+5%,27,-43%,"6,5",-5%,"0,4",+288%,"0,16",+288%,20,-3%,E,-3%,D,,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,,,
248,"Maina La Gran Colomba Classica, 1000G",8005190401516,,,,,,,['France'],[],,[],,,,,,,,,,?,,392,,1640 kj(392 kcal),,16,,"9,5",,54,,25,,"6,5",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,
249,Panettone GR750 - Maina - 750g,8005190402001,panettone,750 g,,['Maina'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Brioches', 'Panettone']",,"['France', 'Italie']","['Farine de blé - Raisin - ', ""Écorces d'orange confites Ecorces d'orange"", 'Sirop de Glucose-Fructose', 'Sucre', "" - Beurre - Jaune d'œuf frais - Sucre - Levure naturelle 7,5% "", 'Farine de blé', 'Eau', ' - Sucre inverti - Émulsifiant: mono et diglycérides des acides gras Lait entier frais pasteurisé 0,6% - Sel - Arômes naturels', ' Peut contenir des traces de fruits à coque et soja']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,13 g,en quantité modérée,8.5 g,en quantité élevée,25 g,en quantité élevée,0.4 g,en quantité modérée,?,,360,-4%,1506 kj(360 kcal),-3%,13,-13%,"8,5",-5%,53,+3%,25,-3%,"6,5",-5%,"0,4",-9%,"0,16",-9%,18,-3%,D,-3%,C,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,,,
250,Ceci,8005195050368,,,,,,,['France'],[],,[],,,,,,,,,,?,,316,,1322 kj(316 kcal),,"6,3",,"0,8",,"46,9",,"3,7",,"20,9",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
251,120G Gressins Sesame Torinesi - Buon PANE,8005221101842,,,,['Buon PANE'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits artisanaux', 'Pains', 'Gressins', 'Gressins artisanaux']",,['France'],[],,[],,,,,,,,2.45 g,en quantité élevée,?,,?,,,,?,,,,?,,,,?,,"2,45",+30%,"0,98",+30%,,,,,B,,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,
252,Arborio Rice - Primoriso  - 1Kg,8005333015013,,1 Kg,,['Primoriso'],,,['France'],[],,[],,,,,,,,,,?,,348,,1456 kj(348 kcal),,1,,"0,4",,79,,"0,2",,"6,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
253,Buondolce,8005380030137,,,,,,,['France'],[],,[],,,,,,,,,,?,,393,,1644 kj(393 kcal),,"15,6",,"9,3",,"57,4",,"35,7",,"5,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,
254,"Acqua smeraldina - 0,75l",8005463001368,,"0,75 l",,['Smeraldina'],,,"['France', 'Italie']",[],,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
255,Biscotti cioccolata,8005647004031,,,,,,,['France'],[],,[],,,,,,,,,,?,,415,,1736 kj(415 kcal),,16,,"3,3",,63,,1,,"8,8",,"0,49",,"0,196",,,,,,,,,,,,,,,,,,,,,,,
256,Insalata capricciosa - Jolli,8005701010046,,,,['Jolli'],,,['France'],"['PRODOTTO GASTRONOMICO', 'Ingred:enti: Oflaggj in proporzione vartabile ', 'carote', 'sedano peperone', 'r oi!0 di semi di girasoie', ' uova pastortzzate', ' acciua', 'spalt cota Silina ', 'carne soina', 'proteine del lattez conservanti: E250', 'di vino ', 'contiene solfiti', 'amido di maist sale', 'senape', 'sciroppo di giucosio', 'acidificante: acido latticn conservante: acido sorbico', 'pepe', ' Pud contenere tracce di•cereali contenenti glutine', 'prodotti a base di sedano latte', 'pesce e frutta a guscio', 'Da consumare entro la data impressa sul fronte della confezione', 'Conservare in frigorifero da 0 a +400 Una volta aperta la confezione', 'si consiglia di consumare entro 3 gg', 'Prodotto da NUOVA JOLLI SRC Via Caduti sul lavoro', '55 - Modena NON FORARE CONFEZIONE SOTTOVIJOTO 200ge']",,[],,,,,,,,,,?,,290,,1213 kj(290 kcal),,30,,3,,"1,8",,"1,2",,"1,3",,"0,975",,"0,39",,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,
257,Mélange riz et graines bio relaxant Geovita,8005734012765,,,,['Geovita'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz thaï']","['Bio', 'Bio européen', 'IT-BIO-007']",['France'],"['riz thai* Jasmine complet 85,6%', 'graines de etuve pavot 8%', 'graines de chanvre decortiqué* 5,5%', 'huile de tournesol', 'sarriette* 0,3%', 'graines de cumin*', ""poudre de gingembre* * issu de l'agriculture biologique"", ' ingrédient issu du commerce équitable conformément au cahier des charges Bioagricert OperAequa', ' Peut contenir des traces de gluten', 'soja', 'sésame et fruits à coque']",,[],,8.8 g,en quantité modérée,1.2 g,en faible quantité,0.6 g,en faible quantité,0 g,en faible quantité,?,,398,+14%,1665 kj(398 kcal),+13%,"8,8",+738%,"1,2",+367%,"67,8",-10%,"0,6",+136%,"9,8",+33%,0,-100%,0,-100%,-4,,A,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,['FSC-C105552'],,,,
258,Biscottoni classici,8005740005850,,,,,,,['France'],[],,[],,,,,,,,,,?,,457,,1912 kj(457 kcal),,"22,1",,14,,"62,9",,"0,25",,"8,6",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,
259,Biscotti salute,8005740091198,,,,,,,['France'],[],,[],,,,,,,,,,?,,446,,1866 kj(446 kcal),,"13,1",,"8,2",,"70,2",,"14,3",,"13,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
260,Amaretti morbidi,8005785101043,,,,,,['en:gluten-free'],['France'],[],,[],,,,,,,,,,?,,452,,1891 kj(452 kcal),,23,,"1,7",,48,,47,,12,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,
261,Canestrellini - La Sassellese - 250g,8005785102514,,250g,['Plastica'],['La Sassellese'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Shortbread']","['Huile de palme durable', 'RSPO', 'Fabriqué en Italie', 'Sans matière grasse hydrogénée']","['France', 'Italie']",[],['Œufs'],[],,27 g,en quantité élevée,16 g,en quantité élevée,18 g,en quantité élevée,0.12 g,en faible quantité,?,,520,+1%,2176 kj(520 kcal),+0%,27,-4%,16,-4%,61,+1%,18,-6%,"6,5",+18%,"0,12",-82%,"0,048",-82%,19,-10%,E,-10%,C,['COOP'],80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,['Italia'],,,,,,
262,Amore di Pane Classico - Hosta - 125g,8005803010357,,125 g,['Plastique'],['Hosta'],"['Snacks', 'Snacks salés', 'Apéritif', 'Plats préparés', 'Biscuits apéritifs', 'Entrées']","['Fabriqué en Italie', 'en:palm-oil-free']","['France', 'Italie']","['Farine de blé tendre type ""55""', ""huile d'olive vierge extra 5% "", 'origine communautaire', 'levure', 'sel 1', '6%', 'farine de blé malté 1', '3%', 'anti-oxydant : extrait de romarin']",['Gluten'],['Sans huile de palme'],3,9.6 g,en quantité modérée,1.7 g,en quantité modérée,3.4 g,en faible quantité,2.35 g,en quantité élevée,1784,+65%,426,+83%,1784 kj(426 kcal),+89%,"9,6",-24%,"1,7",-26%,"70,4",+257%,"3,4",+16%,"11,3",+125%,"2,35",+120%,"0,94",+120%,11,+83%,D,+83%,B,,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['E392 - Extrait de romarin'],,['Italie'],,,,,,
263,il Gelato Orzomalto Affogato Cacao - Valsoia,8006040249913,,,,['Valsoia'],,['Sans lactose'],['France'],[],,[],,,,,,,,,,?,,762,,3188 kj(762 kcal),,"6,4",,"4,9",,28,,24,,"2,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
264,Fondente con granella di cacao - Vanini,8006070072529,,,,['Vanini'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs aux fèves de cacao']","['Sans gluten', 'it:Sans gluten', 'it:Végétalien', 'it:Végétarien']","['France', 'Italie']","['pasta di cacao', 'zucchero', 'burro di cacao', 'granella di cacao', 'cacao magro in polvere', ' Emulsionante: lecitina di soia', ' Estratto di vaniglia', ' Può contenere tracce di frutta a guscio', 'lattosio e proteine del latte', ' Senza glutine']",['Fruits à coque'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,45.7 g,en quantité élevée,27.5 g,en quantité élevée,26.1 g,en quantité élevée,0 g,en faible quantité,?,,595,+6%,2489 kj(595 kcal),+6%,"45,7",+10%,"27,5",+10%,"31,2",-10%,"26,1",-5%,"9,4",+15%,0,-100%,0,-100%,17,-17%,D,-17%,E,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
