,name,bar_code,eco_score,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,generic_name,allergens,additives,link,palm_ingredients,brand_owner
1299,Pavé de truite arc-en-ciel - Monoprix - 250g,3350033455276,D,250 g,['emballage plastique individuel'],['Monoprix'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Poissons surgelés', 'Poissons fumés', 'Truites', 'Truites fumées']",['France'],,['Monoprix'],['France'],"['Truite arc-en-ciel ', 'Oncorhynchus mykiss', ' élevée en France Les informations en gras sont destinées aux personnes intolérantes ou allergiques']","['Non végétalien', 'Non végétarien']",1,?,,202,+77%,11,+196%,"0,5",-79%,25,+51%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,845 kj(202 kcal),"1,8","0,5","0,1","0,04",,11 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,0.1 g,en faible quantité,+76%,+143%,+28%,-77%,-77%,-2,,A,,['40245C'],,,,,,
1300,Olives violettes denoyautees,3423990000435,,,,,,,,,['France'],[],[],,?,,117,,11,,"4,1",,"0,5",,,,,,,,,490 kj(117 kcal),"1,65","0,1","3,96","1,584",['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,
1301,33794316908805,33794316908805,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Le fromage frais aux fruits Ananas - La ferme de L’Isle - 500g,3760222460385,C,500g,,['La ferme de L’Isle'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Quark', 'Fromages blancs', 'Fromages à la crème', 'Fromages blancs au lait de vache']",,,,['France'],"['lait frais ', 'Normandie France', ' 77%', 'préparation ananas ', '20%', 'ananas ', '47,5%', 'sucre', ""jus concentré d'ananas "", '2,66%', 'amidon', 'gélifiant :pectine', 'arôme', 'sucre', 'ferments lactiques']",['Non végétalien'],4,?,,136,+35%,"6,3",+24%,"13,6",+155%,"6,1",-10%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,569 kj(136 kcal),"3,5","11,6","0,1","0,04",,6.3 g,en quantité modérée,3.5 g,en quantité modérée,11.6 g,en quantité modérée,0.1 g,en faible quantité,+37%,+7%,+135%,-37%,-37%,3,+218%,C,+218%,"['FR 50.363.004 CE', 'Moyon (Manche, France)']",,['Lait'],['E440 - Pectines'],,,
1303,Ravioles au Beaufort - Les ravioles des grands goulets - 1kg,3760061620438,,1kg,['Sachet'],['Les ravioles des grands goulets'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioles', 'Ravioles surgelées']",,['La Chapelle en vercors'],,['France'],"['INGREDIENTS PATE Farine de blé tendre Oeufs frais Eau Huile de tournesol Sel FARCE Fromage de vache Comté', 'Emmental Persil OEufs frais Sel', 'poivre Aucun additif ', 'ni colorant', 'ni conservateur', ' RAVIOLES AU BEAUFORT Fromage de vache beaufortin ', '35%', 'Emmental', 'persil', 'oeufs', 'sel']",['Non végétalien'],,?,,256,+1%,"9,3",-8%,"29,3",+1%,"12,9",+17%,,,,,,,,1071 kj(256 kcal),"5,6","1,7","1,29","0,516","['Sans colorants', 'Sans conservateurs']",9.3 g,en quantité modérée,5.6 g,en quantité élevée,1.7 g,en faible quantité,1.29 g,en quantité modérée,+0%,-7%,+3%,-2%,-2%,13,+4%,D,+4%,,,"['Œufs', 'Lait']",,,,
1304,Fromage de tète persillé - Valtitude - 404g,2433329021193,D,404g,,['Valtitude'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de tête']",,,,['France'],[],[],,?,,?,,?,,?,,?,,76.6%,14.8%,4.7%,2.2%,1.3%,0.4%,42,,,,,,,,,,,,,,,,,,,,,,,,"['FR 63.470.101 CE', 'Volvic (Puy-de-Dôme, France)']",,,,,,
1305,Eclairs x 4,0209205034111,,,,,,,,,['France'],[],[],,?,,277,,15,,31,,"3,5",,,,,,,,,1159 kj(277 kcal),"4,3",19,"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,
1306,Bonbon au miel,3271580161147,E,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Produits de la ruche', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons', 'Bonbons au miel']",,,,['France'],[],[],,?,,400,+4%,"0,5",+79%,98,+4%,"0,5",+19%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,1674 kj(400 kcal),"0,1",66,"0,01","0,004",,0.5 g,en faible quantité,0.1 g,en faible quantité,66 g,en quantité élevée,0.01 g,en faible quantité,+4%,+13%,-5%,-50%,-50%,14,+1%,D,+1%,,,,,,,
1307,Porc au caramel,3532820000474,E,,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Porc au caramel']",,,,['France'],[],[],,?,,152,+6%,"6,9",+70%,5,-69%,"17,4",+87%,75.9%,18.3%,3.8%,1.1%,0.6%,0.4%,20,636 kj(152 kcal),"2,7","2,3","0,4","0,16",,6.9 g,en quantité modérée,2.7 g,en quantité modérée,2.3 g,en faible quantité,0.4 g,en quantité modérée,+6%,+135%,-56%,-56%,-56%,-1,-162%,A,-162%,,,,,,,
1308,Pasta fresca tagliatelle,8003960948018,,,,,,,,,['France'],[],[],,?,,286,,"2,6",,"53,3",,"11,3",,,,,,,,,1197 kj(286 kcal),"0,7","0,84","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,
1309,Emmental rape,13234332,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",,,,['France'],[],[],,?,,369,-1%,29,+0%,"0,1",-89%,27,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1544 kj(369 kcal),19,"0,1","0,7","0,28",['Fabriqué en France'],29 g,en quantité élevée,19 g,en quantité élevée,0.1 g,en faible quantité,0.7 g,en quantité modérée,-1%,-4%,-75%,-8%,-8%,12,+1%,D,+1%,,,,,,,
1310,Sardines a l'huiles d'olive,7336363935035,D,,,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",,,,['France'],[],[],,?,,222,-10%,13,-27%,"0,5",+56%,26,+22%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,929 kj(222 kcal),"3,3","0,5","0,85","0,34",,13 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.85 g,en quantité modérée,-10%,-14%,+138%,-6%,-6%,3,-47%,C,-47%,,,,,,,
1311,Silicium - Pharma natur - 1l,3416383303022,,1 l,['bouteille plastique'],['Pharma natur'],,,['France'],['Pharmacie'],['France'],"['Eau florale de reine des prés', 'vinaigre de cidre', 'glycérine végétale', 'eau florale de cassis', 'ortie', 'prêle', 'anti-agglomérant ', 'dioxyde de silicium', 'conservateurs ', 'acide malique']",[],4,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43157J'],,,"['E422 - Glycérol', 'E551 - Dioxyde de silicium', 'E296 - Acide malique']",,,
1312,Gratäng Potatis - Ikea - 800g,1701542540007,,800g,,['Ikea'],,,,,['France'],[],[],,?,,116,,"5,6",,13,,"3,6",,,,,,,,,485 kj(116 kcal),"2,9","1,7","0,8","0,32",['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,,,,,,,,
1313,Condiment blanc,8001010102731,,,,,,,,,['France'],[],[],,?,,105,,0,,"22,5",,"0,1",,,,,,,,,439 kj(105 kcal),0,"22,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,
1314,Cranberry,0204356020471,,,,,,,,,['France'],[],[],,?,,339,,"0,7",,83,,0,,,,,,,,,1418 kj(339 kcal),0,74,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1315,Grana padano - Monoprix,0200006023298,D,,,['Monoprix'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,,['Monoprix'],['France'],[],[],,?,,?,,?,,?,,?,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,8681414002556,8681414002556,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Assortiment de biscuit,8412522010283,C,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Assortiments de biscuits']",,,,['France'],[],[],,?,,472,-4%,"18,22",-21%,"62,7",-1%,"6,65",+7%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,1975 kj(472 kcal),"9,72","31,58","0,675","0,27","['Sans colorants', 'Sans conservateurs']",18.2 g,en quantité modérée,9.72 g,en quantité élevée,31.6 g,en quantité élevée,0.675 g,en quantité modérée,-4%,-25%,+3%,+18%,+18%,23,0%,E,0%,,,,,,,
1318,Panetto,8034077711714,,,,,,,,,['France'],[],[],,?,,271,,"8,83",,"50,6",,"8,38",,,,,,,,,1134 kj(271 kcal),"1,28","0,25","8,19","3,276",,,,,,,,,,,,,,,,,,,,,,,,,
1319,Frédéric lasagnes sheets - Tesco,5051898991562,,,,['Tesco'],,,,,['France'],[],[],,?,,355,,1,,"78,4",,7,,,,,,,,,1485 kj(355 kcal),"0,2","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1320,Sirop framboise,8718906400559,B,,,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de framboise']",,,,['France'],[],[],,?,,310,+12%,0,-100%,78,+8%,0,-100%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,1297 kj(310 kcal),0,78,"0,1","0,04",,,,,,,,,,+10%,-100%,+11%,+359%,+359%,,,,,,,,,,,
1321,Noix saint Jacques blanche - Gfm - 185,2869872048415,,185,,['Gfm'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.273.112 CE', 'Corbas (Rhône, France)']",,,,,,
1322,Nougat,3760254320381,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,Comté - JuraFlore,2671331038444,D,,,['JuraFlore'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,['France'],"['lait cru', 'ferments lactiques ', 'lait', 'sel', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,?,,418,+5%,35,+7%,"0,1",-78%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1749 kj(418 kcal),23,"0,1","0,9","0,36",['AOP'],35 g,en quantité élevée,23 g,en quantité élevée,0.1 g,en faible quantité,0.9 g,en quantité modérée,+6%,+6%,-64%,-8%,-8%,13,-3%,D,-3%,,,['Lait'],,,,
1324,Huile D'olive a L'orange,26008196,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,Bolletje bv - 300g,8710482532129,,300g,['Carton'],['Bolletje bv'],,['Pays-Bas'],['Almelo'],['C1000'],"['France', 'Pays-Bas']",[],[],,?,,476,,20,,67,,"5,4",,,,,,,,,1992 kj(476 kcal),"9,2",30,"0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,http://www.bolletje.nl,,
1326,Moutarde au curry et graines de sésame,3760037592592,B,,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au curry']",,,,['France'],[],[],,?,,166,-6%,"14,4",+17%,"3,4",-53%,"7,5",+1%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,695 kj(166 kcal),"0,9","1,3","5,8","2,32",['Fabriqué en France'],14.4 g,en quantité modérée,0.9 g,en faible quantité,1.3 g,en faible quantité,5.8 g,en quantité élevée,-6%,-1%,-67%,+17%,+17%,12,-1%,D,-1%,,,,,,,
1327,Thé vert Wulu de Chine Grand cru - 80g,3363794000012,B,80 g,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thé vert de Chine']",,,,['France'],[],[],,?,,0,-100%,0,-100%,"0,2",+57%,"0,1",-4%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,0 kj(0 kcal),0,0,0,0,['Bio'],,,,,,,,,-100%,-100%,-100%,,,0,-100%,B,-100%,,,,,,,
1328,Refresco Pepsi Light 2'25 Litros,4060800149183,,,,['Pepsi'],,,,,['France'],[],[],,?,,0,,0,,"0,1",,"0,1",,,,,,,,,0 kj(0 kcal),0,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1329,Fourme d ambert aop,2165601001967,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",,,,['France'],[],[],,?,,?,,?,,?,,?,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,Yoplait,3329770057227,,,,['Yoplait'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,
1331,Duo ananas fraises,0206915013122,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Filets de poulet rôti - Le Gaulois,2431628046572,D,,,['Le Gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,['France'],[],[],,?,,151,+15%,"5,8",+101%,0,-100%,24,+5%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,632 kj(151 kcal),"1,4",0,"1,4","0,56",['Sans conservateurs'],5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,+16%,+88%,-100%,+87%,+87%,3,,C,,,,,,,,
1333,Football munch,4018077353352,,,,,,,,,['France'],[],[],,?,,498,,25,,62,,"5,4",,,,,,,,,2084 kj(498 kcal),"2,1","7,6","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,
1334,"Blackberry, apple, beetroot and ginger infusion - Sainsbury's",00308199,,,,"[""Sainsbury's""]",,,,,"['France', 'Royaume-Uni']",[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,Flageolet beans - Waitrose,5000169025192,,,,['Waitrose'],,,,['Waitrose'],"['France', 'Royaume-Uni']",[],[],,?,,77,,"0,2",,"11,8",,"5,3",,,,,,,,,322 kj(77 kcal),"0,01","0,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1336,Whey perfection Raspberry - Body&fit,8718774010973,,,,['Body&fit'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",,,,['France'],[],[],,?,,400,+8%,"5,8",+34%,"6,7",-5%,"79,5",+12%,,,,,,,,1674 kj(400 kcal),"2,1","5,1","0,46","0,184",,5.8 g,en quantité modérée,2.1 g,en quantité modérée,5.1 g,en quantité modérée,0.46 g,en quantité modérée,+8%,+21%,+65%,-39%,-39%,4,-10%,C,-10%,,,,,,,
1337,3397590020516,3397590020516,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['IGP'],,,,,,,,,,,,,,,,,,,,,,,,
1338,19987343,19987343,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,Brie,0202207010954,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries']",,,,['France'],[],[],,?,,349,+12%,31,+20%,0,-100%,17,-10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1460 kj(349 kcal),15,0,1,"0,4",,31 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,+12%,-18%,-100%,-37%,-37%,13,-13%,D,-13%,,,,,,,
1340,Tartiflette au Reblochon,3394920378415,C,,,,"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Tartiflettes', 'Tartiflette au Reblochon']",,,,['France'],[],[],,?,,168,+14%,10,+22%,11,+4%,7,+27%,68.3%,16.4%,4.8%,5.7%,2.8%,2.0%,73,703 kj(168 kcal),"6,7","0,8","0,75","0,3",,10 g,en quantité modérée,6.7 g,en quantité élevée,0.8 g,en faible quantité,0.75 g,en quantité modérée,+18%,+46%,-21%,+2%,+2%,11,+100%,D,+100%,['FR 83.630.001 CE'],,,,,,
1341,Madeleines patissieres - 600g,3260260103157,B,600 g,,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,,['France'],[],[],,?,,444,+1%,22,-4%,54,+2%,"6,4",+13%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,1858 kj(444 kcal),"2,1",27,"0,79","0,316",,22 g,en quantité élevée,2.1 g,en quantité modérée,27 g,en quantité élevée,0.79 g,en quantité modérée,+1%,-70%,-2%,-2%,-2%,15,-18%,D,-18%,,,,,,,
1342,Velouté aux légumes anciens,3760271200604,,,,,,,,,['France'],[],[],,?,,47,,"1,7",,"6,4",,"0,8",,,,,,,,,197 kj(47 kcal),"1,1",2,"0,3","0,12","['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,
1343,Boule de froment - 400g,3289669033803,,400 g,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Lait concentré sucré spécial dessert - Régilait - 397g,3043936655804,B,397 g,,['Régilait'],"['Produits laitiers', 'Laits concentrés', 'Laits concentrés non sucrés', 'Laits concentrés sucrés', 'Laits entiers concentrés']",,,,['France'],[],[],,?,,324,+27%,8,+3%,56,+51%,"6,9",-2%,80.3%,6.9%,7.8%,3.3%,1.7%,0.0%,83,1356 kj(324 kcal),"5,4",56,"0,23","0,092",,8 g,en quantité modérée,5.4 g,en quantité élevée,56 g,en quantité élevée,0.23 g,en faible quantité,+30%,+8%,+52%,-5%,-5%,20,+53%,E,+53%,,,,,,,
1345,Thé des Songes - Palais des Thés,2700896001010,,,,['Palais des Thés'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,Gateau de lune aux haricots rouge (1 jaune d'oeuf),3364698366648,,,,,,,,,['France'],[],[],,?,,374,,"9,3",,66,,5,,,,,,,,,1565 kj(374 kcal),"0,74",33,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,
1347,Jardin anglais - Palais des Thés,2700963001042,,,,['Palais des Thés'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,601415,601415,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,Aceite de oliva virgen extra ecológico - San Francisco,8437012359116,C,,"['Verre', 'Bouteille']",['San Francisco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['Union européenne'],['Espagne'],,"['France', 'Espagne']","[""Huile d'olive vierge extra""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,,826,-4%,"91,8",-4%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,3456 kj(826 kcal),"15,5",0,0,0,"['Bio', 'Bio européen', 'ES-ECO-001-AN', 'Agriculture UE', 'Fabriqué en Espagne']",91.8 g,en quantité élevée,15.5 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-3%,+11%,,-100%,-100%,7,+14%,C,+14%,,Huile d'Olive Vierge Extra Biologique Variété Picual - Aceite de Oliva Virgen Extra Ecológico,,,,,
1350,BEAUFORT AOP,2441862070912,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",,,,['France'],[],[],,?,,167,-58%,32,-0%,2,+118%,27,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,699 kj(167 kcal),22,0,1,"0,4",,32 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,-58%,+7%,-100%,-12%,-12%,11,-21%,D,-21%,,,,,,,
1351,Carotte chou,0200373004395,,,,,,,,,['France'],[],[],,?,,31,,0,,"5,5",,"1,1",,,,,,,,,130 kj(31 kcal),0,"4,5","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,
1352,Strawberry ripples,5060165041916,,,,,,,,,['France'],[],[],,?,,335,,"0,2",,"77,8",,"4,9",,,,,,,,,1402 kj(335 kcal),"0,2","56,7","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,
1353,"Stokes Barbecue Sauce, 317 g - 250ml",5060092690621,B,250 ml,['Flasche'],,"['Epicerie', 'Sauces', 'Sauces barbecue']",,,,"['France', 'Allemagne']",[],[],,?,,192,+23%,"3,1",+224%,"38,6",+24%,"1,9",+112%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,803 kj(192 kcal),"0,2",26,"1,64","0,656",,3.1 g,en quantité modérée,0.2 g,en faible quantité,26 g,en quantité élevée,1.64 g,en quantité élevée,+22%,+47%,-0%,-19%,-19%,14,-3%,D,-3%,,,,,,,
1354,3700970100836,3700970100836,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,Formaggio grattugiato - pâturages - 100g,05088906,,100g,['sachet refermable'],['pâturages'],"['Snacks', 'Produits laitiers']",['en:Hongrie'],['Hongrie'],['Intermarché'],"['France', 'États-Unis']","['Lait de vache thermisé', 'sel', 'ferments lactiques', 'coagulant microbien Température infeérieure à la pasteurisation', ' INFORMATIONS:']",['Non végétalien'],4,?,,423,+71%,"17,31",-4%,"63,46",+1190%,"7,69",-38%,,,,,,,,1770 kj(423 kcal),"9,62","26,92","0,288","0,115",,17.3 g,en quantité modérée,9.62 g,en quantité élevée,26.9 g,en quantité élevée,0.287 g,en faible quantité,+75%,-19%,+561%,-63%,-63%,16,+57%,D,+57%,,,,['E322i - Lécithine'],http://www.intermarche.com,,GOOD BE
1356,3760150630034,3760150630034,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,Boudin blanc,2463691020470,D,,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,,['France'],[],[],,?,,177,-27%,"13,5",-33%,"4,79",+11%,"9,2",-11%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,741 kj(177 kcal),"5,3","2,91","1,04","0,416",,13.5 g,en quantité modérée,5.3 g,en quantité élevée,2.91 g,en faible quantité,1.04 g,en quantité modérée,-27%,-32%,+48%,-30%,-30%,11,-31%,D,-31%,"['FR 61.077.012 CE', 'Cerisé (Orne, France)']",,,,,,
1358,3571320403040,3571320403040,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 53.130.001 CE', 'Laval (Mayenne, France)']",,,,,,
1359,Château de Villefalse 2010 - Corbières - 750ml,26011806,,750 ml,,['Corbières'],"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,Gesiers de canard entiers cuits dans la graisse de canard,3380241008605,,,,,"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",,,,['France'],[],[],,?,,411,+121%,37,+496%,0,-100%,19,-34%,,,,,,,,1720 kj(411 kcal),12,0,"1,2","0,48",,37 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,1.2 g,en quantité modérée,+122%,+485%,-100%,-17%,-17%,20,+223%,E,+223%,,,,,,,
1361,Château Chevrol Bel Air - L’amande de Pomerol,3760201420072,,,,['L’amande de Pomerol'],"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,Crunchy Ball,3266054144962,,,,,,,,,['France'],[],[],,?,,499,,24,,61,,"7,9",,,,,,,,,2088 kj(499 kcal),15,50,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,
1363,Milo Less Sweet - Nestlé,9556001185457,,,,"['Nestlé', 'Milo']",,,,,['France'],[],[],,?,,407,,7,,40,,14,,,,,,,,,1703 kj(407 kcal),"3,4",14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Bebida de almendras,7804665970004,,,,,,,,,['France'],[],[],,?,,11,,"0,01",,"1,4",,"1,4",,,,,,,,,46 kj(11 kcal),"0,01","0,1","0,001",0,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,
1365,Miel de Fleur,2052580000107,B,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,['France'],[],[],,?,,?,,?,,?,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,Pain campagne,3000000011638,,,,,,,,,['France'],[],[],,?,,255,,"0,9",,59,,10,,,,,,,,,1067 kj(255 kcal),"0,2","1,6","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,
