,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,traceability_code,packaging,generic_name,ingredients_origins,manufacturing,allergens,nova_score,link,brand_owner,additives
69,Pastrami de boeuf,8435039003166,['France'],[],[],?,130,544 kj(130 kcal),"2,2","1,1","2,5","1,2",19,2,"0,8",['Sans lactose'],,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Pastrami de bœuf']",2.2 g,en faible quantité,1.1 g,en faible quantité,1.2 g,en faible quantité,2 g,en quantité élevée,,+12%,+12%,-29%,-19%,+114%,+38%,-5%,-2%,-2%,5,-25%,C,-25%,,,,,,,,,,,,,,,,,,,
70,Pain d'épices,3559710002622,['France'],[],[],?,338,1414 kj(338 kcal),"3,8","1,8","71,3","39,8","4,7","0,115","0,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Espaguetis ecológicos - El Corte Ingles,8433329079952,['France'],[],[],?,349,1460 kj(349 kcal),"1,5","0,3",70,"2,9",12,"0,03","0,012",['Bio'],['El Corte Ingles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Bouchée Chocolat Blanc,3701078900571,['France'],[],[],?,427,1787 kj(427 kcal),21,12,37,"5,2",32,"0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Les saladières riz et poulet - Saupiquet,3165950220643,['France'],[],[],?,210,879 kj(210 kcal),11,"1,3",18,"1,3","8,7",1,"0,4",,['Saupiquet'],B,"['Plats préparés', 'Salades', 'Salades composées', 'Plats à base de riz', 'Salades de riz']",11 g,en quantité modérée,1.3 g,en faible quantité,1.3 g,en faible quantité,1 g,en quantité modérée,,+38%,+41%,+56%,+53%,+23%,-19%,+46%,+25%,+25%,2,+354%,B,+354%,57.3%,16.5%,9.1%,11.3%,4.6%,1.2%,90,,,,['Conserve'],,,,,,,,
74,Tapenade à la truffe d'été,8025386005106,['France'],[],[],?,369,1544 kj(369 kcal),38,"5,6","0,8","0,6","3,5","1,66","0,664",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Biscottes artisanales - 280g,3700195100864,['France'],[],[],?,400,1674 kj(400 kcal),7,6,70,3,12,1,"0,4","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280 g,,,,,,,,,,,
76,Haricots rouge - 250g,3112940822578,['France'],[],[],?,96,402 kj(96 kcal),"0,7","0,1",12,"0,5","7,2","0,53","0,212",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots rouges']",0.7 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.53 g,en quantité modérée,,-38%,-40%,-17%,-28%,-44%,-65%,-37%,+34%,+34%,-1,,A,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,250 g,,,,,,,,,,,
77,Fleur de sel de guerande - 80g,3760019772264,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 g,,,,,,,,,,,
78,Higado De Rape En Lata Porto Muiños,8437001475414,['France'],[],[],?,386,1615 kj(386 kcal),40,10,0,0,"7,4","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Poulet nourri aux graines de lin - Maître Coq,0215703041193,['France'],[],[],?,114,477 kj(114 kcal),2,"0,2",0,0,24,"0,15","0,06","['Nutriscore', 'Nutriscore E']",['Maître Coq'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Queso de cabra fresco elaborado con leche pasteurizada,8437003004001,['France'],[],[],?,282,1180 kj(282 kcal),"29,1","12,5","1,05","1,05","20,2","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Le poulet du rotisseur - Maître Coq,0215231056874,['France'],[],[],?,?,,?,,?,,?,,,['Sans conservateurs'],['Maître Coq'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Bâtonnets à la pomme fourrée avec crème sucrée - King Regal,8435063807464,['France'],[],[],?,377,1577 kj(377 kcal),"1,8","1,6",89,44,1,"0,45","0,18",,['King Regal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,San emilio vino dulce pedro ximénez de jerez,8412325000252,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Petit Basque Brebi,0200144103586,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Pomme nature - Andros,4470314251,['France'],[],[],?,86,360 kj(86 kcal),"0,1",0,20,20,"0,3",0,0,"['Sans colorants', 'Sans conservateurs']",['Andros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Pâte a sucre rouge - La pateliere - 250g,3278584190494,['France'],[],['Sans huile de palme'],?,386,1615 kj(386 kcal),"4,4","0,6",86,81,0,"0,52","0,208",['en:palm-oil-free'],['La pateliere'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,
87,Boudin maison,3000000004180,['France'],[],[],?,196,820 kj(196 kcal),"14,1","7,4",2,"1,2","15,6","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Fondant au chocolat,0203719032144,['France'],[],[],?,413,1728 kj(413 kcal),25,15,40,34,"7,1","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Pomme - Biocoop,3760058230282,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],['Biocoop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Biocoop'],,,,,,,,,,
90,Fanta orange - 5x 250ml,5449000086822,['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,6","4,6",0,0,0,,['Fanta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 x 250 ml,,,['pet-bottle'],,,,,,,,
91,Sirop d'érable pur,0682432008702,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Bio-Genus - 560g,4008122009563,['France'],[],[],?,68,285 kj(68 kcal),"0,3","0,1",15,"14,4","0,6","0,01","0,004","['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560 g,,,,,,,,,,,
93,Aceitunas Verde Rellenas De Pimiento De Pasta De Pimiento,8410226012183,['France'],[],[],?,143,598 kj(143 kcal),"14,5","2,7","0,1","0,1","1,5",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Tartare d'algues Provence,3545450100018,['France'],[],[],?,239,1000 kj(239 kcal),"24,8",4,"4,7","1,2","2,8","0,83","0,332","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Huile d'olive au piment de Bresse,3760129022747,['France'],[],[],?,824,3448 kj(824 kcal),92,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Gelules complement alimentaire,080004845738001,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Confiture de pastèque,3032300100002,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Miel de montagne,3760268010254,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
99,Viva - Candia,03356777,['France'],[],[],?,43,180 kj(43 kcal),"1,2","0,8","4,8","4,8","3,3","0,1","0,04","['Nutriscore', 'Nutriscore A']",['Candia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Miel de montagne,3760268010254,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
101,Viva - Candia,03356777,['France'],[],[],?,43,180 kj(43 kcal),"1,2","0,8","4,8","4,8","3,3","0,1","0,04","['Nutriscore', 'Nutriscore A']",['Candia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Hafer Crunchy,2200242577256,['France'],[],[],?,448,1874 kj(448 kcal),16,"7,6",63,20,"9,1","0,11","0,044",['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Miel Niaouli,5407005900017,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Morceaux choisis de poulet -,0211993068094,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
105,Delice à tartiner,3760190291523,['France'],[],[],?,561,2347 kj(561 kcal),35,"3,7","51,3",48,"9,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Curcuma,3770000894332,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Barres de cereales,080004531623001,['France'],[],[],?,384,1607 kj(384 kcal),"12,6","2,7","35,5","25,3","27,3","0,9","0,36",,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",12.6 g,en quantité modérée,2.7 g,en quantité modérée,25.3 g,en quantité élevée,0.9 g,en quantité modérée,,-9%,-10%,-20%,-55%,-41%,-7%,+265%,+130%,+130%,14,+6%,D,+6%,,,,,,,,,,,,,,,,,,,
108,Bottega Balocco Paste Di Meliga,8001100069050,['France'],[],['Sans huile de palme'],?,496,2075 kj(496 kcal),23,14,65,24,"6,3","0,13","0,052","['Fabriqué en Italie', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",['Balocco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Lait,9782017865322,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,09","0,036",,,,['Non alimentaire'],1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.09 g,en faible quantité,,-78%,-78%,-85%,-71%,-79%,-48%,-54%,-90%,-90%,,,,,,,,,,,,,,,,,,,,,,,
110,Terrine de campagne a l'ancienne,3376780000057,['France'],[],[],?,343,1435 kj(343 kcal),"29,71","11,74","3,7","0,3","15,3","2,07","0,828",,,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",29.7 g,en quantité élevée,11.7 g,en quantité élevée,0.3 g,en faible quantité,2.07 g,en quantité élevée,,+6%,+6%,+5%,+9%,+62%,-65%,+9%,+29%,+29%,23,+19%,E,+19%,,,,,,,,,,,,,,,,,,,
111,Kéfir Chèvre,5200348900078,['France'],[],[],?,69,289 kj(69 kcal),"3,6","2,6","4,4","2,9","3,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Pepites,3612646121017,['France'],[],[],?,225,941 kj(225 kcal),"0,2","0,15","56,6","54,2","0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Terrine à la bière des Vosges 200g - Les fous de terroirs - 200g,3393190038821,['France'],[],[],?,169,707 kj(169 kcal),18,7,2,1,13,"1,7","0,68",,['Les fous de terroirs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,
114,Pain Biologique 300gr,3243760000119,['France'],[],[],?,266,1113 kj(266 kcal),1,1,"54,4","1,8","10,1","1,2","0,48",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Sangria,8411155923830,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Gauffrette - Chabrior,3250392828981,['France'],[],[],?,435,1820 kj(435 kcal),"9,5","6,5","80,1","35,8","6,1","0,5","0,2",,['Chabrior'],C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes']",9.5 g,en quantité modérée,6.5 g,en quantité élevée,35.8 g,en quantité élevée,0.5 g,en quantité modérée,,-13%,-13%,-62%,-56%,+30%,+4%,+11%,+46%,+46%,20,-9%,E,-9%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,,,,,,,,,,,
117,Pâte à tartiner Feuillantine - Raoul Gey,3193840932024,['France'],[],[],?,530,2218 kj(530 kcal),29,"3,3",58,55,"6,2","0,14","0,056",,['Raoul Gey'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Sauce cocktail,3193840019282,['France'],[],[],?,568,2377 kj(568 kcal),59,"6,3","6,1",6,"1,8","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Chataignes entieres oelees surgelees,3259381000018,['France'],[],[],?,170,711 kj(170 kcal),2,"0,4",33,"5,5","2,6","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Terrine de canard au poivre vert -  - 350g,3432770030142,['France'],[],[],?,282,1180 kj(282 kcal),26,"8,4",0,0,12,"1,5","0,6","['Sans colorants', 'Sans conservateurs']",,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",26 g,en quantité élevée,8.4 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,-8%,-8%,-1%,-12%,-100%,-100%,-15%,-2%,-2%,17,-5%,D,-5%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,350 g,,,,,,,,,,,
121,Miel de tilleul -,3760155471427,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
122,Bacalao Orbe Vizcaina 115 Grs,8412370770032,['France'],[],[],?,139,582 kj(139 kcal),"9,7","1,2","1,6","1,2",11,"1,1","0,44",,['Orbe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Pasta di semola di grano duto,5201013008075,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Harpagophytum,3700525912266,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Bière brune bt 33cl - 33cL,3340880411891,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 cL,,,,,,,,,,,
126,Kéfir Eau citron gingembre,5200348900030,['France'],[],"['Végétalien', 'Végétarien']",?,24,100 kj(24 kcal),0,0,6,6,"0,2","0,02","0,008","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Waffles,9310677000045,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Surimi,3560780566143,['France'],[],[],?,114,477 kj(114 kcal),"3,8","0,4",13,"2,9",7,"1,6","0,64","['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Kéfir Eau menthe poivrée,5200348900061,['France'],[],"['Végétalien', 'Végétarien']",?,24,100 kj(24 kcal),0,0,6,6,"0,2","0,02","0,008","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Portion de filets de cabillaud,3373801001277,['France'],[],[],?,?,,?,,?,,?,,,,,E,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",,,,,,,,,,,,,,,,,,,,,,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,,
131,Fromage méditerranéenne aux herbe,8710866082868,['France'],[],[],?,368,1540 kj(368 kcal),"30,4","20,5",0,0,"22,8","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,légumes au vinaigre - Montperal,3760048333252,['France'],[],[],?,?,,?,,?,,?,,,,['Montperal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Filet mignon de porc Bio,2231755052671,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Trident,5605042700427,['France'],[],[],?,197,824 kj(197 kcal),"1,8","1,5",70,"0,1","0,3","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Pâtes alimentaires Casarecci - Colomba,3336100001980,['France'],[],[],?,327,1368 kj(327 kcal),"1,36","0,25","66,26","1,46","10,32",0,0,,['Colomba'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Poêlée alsacienne - 500g,3760049230734,['France'],[],[],?,115,481 kj(115 kcal),"4,9","1,5","13,3","0,4","4,4","1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,"['EMB 67248', 'Krautergersheim (Bas-Rhin, France)']",,,,,,,,,
137,véritable chaumes,0285512020405,['France'],[],[],?,309,1293 kj(309 kcal),25,17,"0,5","0,5",21,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Cornetti Pistacchio,8004920111060,['France'],[],[],?,420,1757 kj(420 kcal),"21,2","9,6","48,7",18,"8,1","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Crema al pistacchio,8032706790239,['France'],[],[],?,609,2548 kj(609 kcal),46,"9,8",38,37,"8,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Demi jambon sec,2318305024231,['France'],[],[],?,?,,?,,?,,?,,,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,,,,,,,,,,,,,,,,,,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,
141,Creme aux cepes et aux truffes,3547130087619,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,77024930,77024930,['France'],[],[],?,?,,?,,?,,?,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Marzipanstolln - Dan Cake,5709152758696,['France'],[],[],?,399,1669 kj(399 kcal),16,7,58,38,"4,7","0,38","0,152",,['Dan Cake'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Duo de patates douces et chataignes - Ducs de Gascogne,3382564840948,['France'],[],[],?,145,607 kj(145 kcal),"7,7","6,6",16,"3,4","1,9","0,6","0,24",,['Ducs de Gascogne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Beaufort - Auchan,0206539026249,['France'],"['LAIT', 'sel', 'présure', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1644,396,1644 kj(396 kcal),32,21,0,0,27,"1,1","0,44",['AOP'],['Auchan'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",32 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,-1%,-1%,-2%,-0%,+2%,-100%,-100%,+2%,-4%,-4%,13,-6%,D,-6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Auchan'],,,Fromage au lait cru de vache à pâte pressée cuite,['Savoie'],['Savoie'],['Lait'],3,,,
146,Poulet fermier jaune,0221106058256,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Galette beurree,0203589014431,['France'],[],[],?,479,2004 kj(479 kcal),27,10,54,32,"6,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Terrine de canard poivre vert - 180g,3270270004757,['France'],[],[],?,232,971 kj(232 kcal),17,"6,7","2,7","2,7",16,"1,5","0,6",,,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",17 g,en quantité modérée,6.7 g,en quantité élevée,2.7 g,en faible quantité,1.5 g,en quantité modérée,,-24%,-24%,-35%,-29%,+57%,+335%,+13%,-2%,-2%,14,-22%,D,-22%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,180 g,,,,,,,,,,,
149,Radiatori - Lioravi,3760240580973,['France'],[],[],?,273,1142 kj(273 kcal),"2,5","0,6","51,9","1,2","9,6","0,05","0,02",['Bio'],['Lioravi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Tagliatelles - Lioravi,3760240580256,['France'],[],[],?,273,1142 kj(273 kcal),"2,5","0,6","51,9","1,2","9,6","0,05","0,02",['Bio'],['Lioravi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Brandade de morue,0201253028340,['France'],[],[],?,156,653 kj(156 kcal),9,9,10,3,7,8,"3,2",,,E,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",9 g,en quantité modérée,9 g,en quantité élevée,3 g,en faible quantité,8 g,en quantité élevée,,-29%,-29%,-46%,+327%,+27%,+318%,+3%,+816%,+816%,19,+348%,E,+348%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,,,,,,,
152,Emmental Français,0205254021324,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
153,8411555164024,8411555164024,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Adega De Borba 2015 White Wine,5602154601499,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Saucisson sec supérieur,2688492040148,['France'],[],[],?,353,1477 kj(353 kcal),25,10,"1,6","0,2",29,"6,2","2,48","['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 43.262.001 CE', 'Vieille-Brioude (Haute-Loire, France)']",,,,,,,,,
156,2 escalopes à la milanaise,2860241020735,['France'],[],[],?,122,510 kj(122 kcal),"0,7","0,2","6,3","2,3","22,7","0,78","0,312",['Point Vert'],,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",0.7 g,en faible quantité,0.2 g,en faible quantité,2.3 g,en faible quantité,0.78 g,en quantité modérée,,-8%,-7%,-55%,-62%,-8%,+25%,+7%,-14%,-14%,-1,-246%,A,-246%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,,,
157,Real fruit snack mango passion fruit,7640122994905,['France'],[],"['Végétalien', 'Végétarien']",?,314,1314 kj(314 kcal),"0,8","0,2","72,5","68,7","1,2","0,1","0,04","['Végétarien', 'Végétalien', 'Sans sucre ajouté', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Mélange wok,0206019011284,['France'],[],[],?,33,138 kj(33 kcal),0,0,"5,2","3,2","1,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Muffind - Milka,0202136022301,['France'],[],[],?,391,1636 kj(391 kcal),"20,4","4,6","46,6","27,5","4,8","0,721","0,288",,['Milka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Peterstaler cola-mix,4104760036500,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
