,name,bar_code,packaging,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,ingredients_origins,manufacturing,traceability_code,labels,markets,generic_name,brand_owner,palm_ingredients,link
1215,Moelleux chocolat,0273003022632,,,['France'],[],,,[],,?,395,1653 kj(395 kcal),24,14,36,30,"6,9","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Cha Gengibre E Mel Dom Duarte CX,5608771032111,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Paniers aux fruits,0202298013124,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Cassolette de poulet et petits légumes sauce au riesling,26026374,,,['France'],[],,,[],,?,132,552 kj(132 kcal),"7,9","3,7","6,1","2,4","8,9","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,jardins de Gaïa - premiers flocons - Les Jardins de Gaïa - 70g,3582810790120,,['Les Jardins de Gaïa'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70g,,,,"['Bio', 'Bio européen']",,,,,
1220,Hraun,5690558001014,,,['France'],[],,,[],,?,530,2218 kj(530 kcal),"31,4","21,7","53,1","42,8",6,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,3221234198883,3221234198883,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.animavinum.fr/
1222,Hawaiian sea salt - 1.76oz,0019962001673,,,['France'],[],,,[],,?,581,2431 kj(581 kcal),"38,7","22,6","38,7","32,3","9,7","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76 oz,,,,,,,,,
1223,Espaguetis de sorgo - Finestra Ciela - 250g,8436545622537,"['Bolsa', 'Plástico']",['Finestra Ciela'],"['Bolivie', 'France']","['farina de sorgo Tiempo de cozimiento aproximado: 16-20 minutos DEAGRICULTURA BIOLOGICA', ' Valores natricionales medies por 100g laleres nutricianais médies por 100g']",,,[],,?,357,1494 kj(357 kcal),"1,8","0,5",81,"0,6","6,4","0,007","0,003",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']",1.8 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en faible quantité,0.007 g,en faible quantité,,+2%,+1%,+3%,+35%,+17%,-80%,-46%,-71%,-71%,-2,,A,,,,,,,,,250 g,,,,['en:BO-BIO-123'],['Noz'],,,,
1224,Thé vert de Chine,3434410030284,,,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thé vert de Chine']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,
1225,pâté recette basque au piment d'Espelette - conserverie Gratien - 125g,3304185003380,['boîte de conserve'],['conserverie Gratien'],['France'],"['Viande de porc', 'foie de porc', 'lait', 'couenne de porc', 'sel', 'sure', 'poivre', 'ai poudre ', '0', '07 Origine viande : France', "" piment d'Espelette en 07%""]",,['Lait'],"['Non végétalien', 'Non végétarien']",3,?,342,1431 kj(342 kcal),32,"7,5","1,4","0,6",12,"1,8","0,72",,"['Viandes', 'Charcuteries']",32 g,en quantité élevée,7.5 g,en quantité élevée,0.6 g,en faible quantité,1.8 g,en quantité élevée,,+31%,+32%,+66%,+3%,-5%,-25%,-36%,-24%,-24%,18,+12%,D,+12%,,,,,,,,125 g,['Viande origine France'],,"['FR 64.513.006 CE', 'Sauveterre-de-Béarn (Pyrénées-Atlantiques, France)']",,,,,,
1226,Thé vert,3352394000294,,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,0,0,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,
1227,Saucisse de Montbéliard,2223023037916,,,['France'],[],,,[],,?,343,1435 kj(343 kcal),"29,6",13,"0,9","0,9","19,1","2,51","1,004",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Montbéliard']",29.6 g,en quantité élevée,13 g,en quantité élevée,0.9 g,en faible quantité,2.51 g,en quantité élevée,,+5%,+5%,+5%,+16%,+4%,+28%,+18%,+14%,+14%,24,+8%,E,+8%,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,,,,['Fabriqué en France'],,,,,
1228,Jambon fumé grill,2213960087501,,,['France'],[],,,[],,?,698,2920 kj(698 kcal),"9,4","3,9","1,9","1,7","18,7","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.008.001 CE', 'Aubigny (Vendée, France)']",,,,,,
1229,Extra virgin olive oil,8437001702008,,,['France'],[],,,[],,?,900,3766 kj(900 kcal),100,13,0,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,-7%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,
1230,Tommette de yenne,2730353008153,,,['France'],[],,,[],,?,373,1561 kj(373 kcal),"30,5",24,"2,3","0,1","22,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,
1231,Saucisson lorrain fumé,2464607034703,,,['France'],[],,,[],,?,290,1213 kj(290 kcal),"22,7","8,65","1,5","0,8",20,"3,67","1,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,
1232,3330548002660,3330548002660,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Faisselle - Campagne de France - 100g,5778858975935,['Plastique'],['Campagne de France'],['France'],[],,,[],,?,88,368 kj(88 kcal),6,"4,4","4,6","3,2",4,"0,13","0,052",D,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Faisselles']",6 g,en quantité modérée,4.4 g,en quantité modérée,3.2 g,en faible quantité,0.13 g,en faible quantité,,+2%,+3%,+13%,+31%,+5%,-6%,-10%,+17%,+17%,3,+104%,C,+104%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,100g,,,"['FR 50.579.001 CE', 'Sottevast (Manche, France)']",['Source naturelle de calcium'],,,,,
1234,Crème glacée au lait frais chataigne,3760228430115,,,['France'],[],,,[],,?,232,971 kj(232 kcal),"9,93","6,32","32,49","24,52","3,01","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,
1235,Chocolat noir The Earl Grey sans sucres - Bovetti,3501940579009,,['Bovetti'],['France'],[],,,[],,?,500,2092 kj(500 kcal),39,24,37,"0,3","7,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Jardin de corail - Palais des thes - 151g,2700979001517,,['Palais des thes'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151g,,,,,,,,,
1237,"Cantal doux - Carrefour - 0,712",0200507043887,,['Carrefour'],['France'],[],,,[],,?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"0,712",,,,,['Carrefour'],,,,
1238,Crabe panés,8000250995011,,,['France'],[],,,[],,?,147,615 kj(147 kcal),1,"0,3","28,3",4,6,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Miel - jalea de luz,8436552380192,,['jalea de luz'],"['France', 'Espagne']",[],,,[],,?,?,,?,,?,,?,,,,"['Aliments pour bébé', 'Dès 18 mois']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Confiture cynorhodon -,3760070920079,,,['France'],[],,,[],,?,234,979 kj(234 kcal),"0,5",0,56,56,"0,5","0,05","0,02",E,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Boissons chaudes', 'Boissons à base de végétaux', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Infusions', 'Produits artisanaux', 'Confitures', 'Confitures artisanales', 'Cynorrhodon']",0.5 g,en faible quantité,0 g,en faible quantité,56 g,en quantité élevée,0.05 g,en faible quantité,,+6%,+6%,+175%,-100%,+9%,+15%,-16%,+151%,+151%,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,5,,,,,"['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter', 'Agriculture UE', 'FR-BIO-01']",,,,,
1241,Litchi en conserve,6922571202277,,,['France'],[],,,[],,?,120,502 kj(120 kcal),0,0,20,10,3,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Sablés à la myrtille,3558460580183,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,
1243,Tortilla chips,8719497702466,,,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",,,,,,,,,,,,,,,,,,,,,,,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,
1244,Skyr,5690527672009,,,['France'],[],,,[],,?,87,364 kj(87 kcal),"0,2","0,1",12,11,"9,8","0,07","0,028",D,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Skyr']",0.2 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.07 g,en faible quantité,,+28%,+27%,-46%,-45%,+85%,+88%,+5%,-34%,-34%,-2,,A,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
1245,Beaufort - Monoprix Gourmet,2200268038243,,['Monoprix Gourmet'],['France'],[],,,[],,?,407,1703 kj(407 kcal),33,22,"1,5",0,26,"1,1","0,44",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",33 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,,+1%,+1%,+3%,+7%,+63%,-100%,-2%,-4%,-4%,14,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1246,Feuille azyme - Scrapcooking,3700392412067,,['Scrapcooking'],['France'],[],,,[],,?,364,1523 kj(364 kcal),"0,64","0,13","87,4","1,13","0,51","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Silan Date Syrup,7290011154776,,,['France'],[],,,[],,?,300,1255 kj(300 kcal),1,0,15,9,1,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,colombien âgés gin - 700ml,5902596700041,,,['France'],['plein de plantes!'],,,[],,?,54,226 kj(54 kcal),?,,?,54,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Gins']",,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,700ml,['en:plante'],,,,,,,,
1249,Halwa chamia,6194004001034,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Rajah Hot Lime Pickle 300G - 300g,5015821149772,,,['France'],[],,,[],,?,244,1021 kj(244 kcal),22,"1,8",4,"2,2","2,5",11,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,
1251,Petit pains boanc,0254052012799,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Baci di Mama,8005925101827,,,['France'],[],,,[],,?,553,2314 kj(553 kcal),33,15,52,21,"9,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Mes 2 grands macarons chocolat,3760126972090,,,['France'],[],,,[],,?,406,1699 kj(406 kcal),"19,5","6,9","46,7","46,7","7,8","0,11","0,044",D,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",19.5 g,en quantité modérée,6.9 g,en quantité élevée,46.7 g,en quantité élevée,0.11 g,en faible quantité,,-5%,-5%,+10%,+53%,-16%,-7%,-9%,-23%,-23%,21,+19%,E,+19%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,
1254,Coke - Coca-Cola,0088009110418,,['Coca-Cola'],['France'],[],,,[],,?,43,180 kj(43 kcal),0,0,"10,6","10,6",0,"0,01","0,004",,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,10.6 g,en quantité élevée,0.01 g,en faible quantité,,+59%,+55%,-100%,-100%,+56%,+60%,-100%,-28%,-28%,14,+52%,E,+52%,,,,,,,,,,,,,,,,,
1255,Refresh Thé pêche,3278422004860,,,['France'],[],,,[],,?,23,96 kj(23 kcal),0,0,"5,6","5,6",0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,
1256,Boterkoekblokjes - Sondey,20148140,,['Sondey'],['France'],[],,,[],,?,490,2050 kj(490 kcal),"25,5","18,5","58,9","25,9",5,"0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,miel garrigue - l'abeille de la paumeraie - 500g,3760035835103,,"[""l'abeille de la paumeraie""]",['France'],['MIEL GARRIGUE'],,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels de garrigue']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,500g,,,,,,,,,
1258,Multi-Vitamin - Capri-Sun,4000177158791,,['Capri-Sun'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Jurançon - Panache Blanc - 750mL,3300943180201,,['Panache Blanc'],['France'],[],,,[],,?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Jurançon sec', 'Jurançon']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,750mL,['France'],,,,,,,,
1260,Coulis fraise goyave - Saveurs Attitudes - 190g,3299430031013,,['Saveurs Attitudes'],['France'],"['fraise* ', '45%', 'goyave* ', '25%', 'sucre de canne*', 'gélifiant : pectine de fruits', 'lithothamne', "" Produits issus de l'Agriculture Biologique""]",['E440 - Pectines'],,[],4,?,113,473 kj(113 kcal),"0,2","0,1","26,3","26,1","0,4","0,007","0,003",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits']",0.2 g,en faible quantité,0.1 g,en faible quantité,26.1 g,en quantité élevée,0.0071 g,en faible quantité,,-10%,-11%,-24%,+158%,-7%,-2%,-40%,-55%,-55%,4,+35%,C,+35%,,,,,,,,190 g,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,,,,
1261,The noir bio,3700803900466,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Boissons', 'Boissons chaudes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique', 'en:VN-BIO-154']",,,,,
1262,Craquelins,0064100126084,,,['France'],[],,,[],,?,70,293 kj(70 kcal),3,"0,4",9,1,1,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Spaghetti al peperoncino,8002367016627,,,['France'],[],,,[],,?,346,1448 kj(346 kcal),"1,5","0,3",70,"3,4",13,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,Cheetos,0028400579995,,['Cheetos'],['France'],[],,,[],,?,160,669 kj(160 kcal),10,"1,5",1,1,2,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Orange & Passionfruit,9421902964015,,,['France'],[],,,[],,?,52,218 kj(52 kcal),"1,2","0,2","9,6","6,3","1,4","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Bridel Cheddar Cheese Slices,3228021040127,,,['France'],[],,,[],,?,242,1013 kj(242 kcal),18,13,6,6,14,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Piémontaise,0208157019818,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Pate De Faisan Roger Vidal,3265490000061,,['Roger Vidal'],['France'],[],,,[],,?,388,1623 kj(388 kcal),36,13,"1,01","0,5",14,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Tripes basquaises au piment d'Espelette - Hiruak,2474750026173,,['Hiruak'],['France'],[],,,[],,?,83,347 kj(83 kcal),12,"0,6",19,17,15,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Les milanaises - Le Gaulois,0217199029525,,['Le Gaulois'],['France'],[],,,[],,?,121,506 kj(121 kcal),"0,8","0,8","5,8","1,9",22,"0,7","0,28",D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",0.8 g,en faible quantité,0.8 g,en faible quantité,1.9 g,en faible quantité,0.7 g,en quantité modérée,,-8%,-8%,-49%,+50%,-15%,+3%,+3%,-22%,-22%,-1,-246%,A,-246%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
1271,Thé Noir - Maison Taillefer,3564884018997,,['Maison Taillefer'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Amandes effilees Vahine 125g,3179142777105,,['Vahiné'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Cassis noir gelée pulpeuse - La Cour d'Orgères,3760194181615,,"[""La Cour d'Orgères""]",['France'],"['purée de cassis Noir de Bourgogne 62,5% Sucre']",,,[],,?,228,954 kj(228 kcal),"0,5",0,"56,7","56,7","0,4","0,05","0,02",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de cassis']",0.5 g,en faible quantité,0 g,en faible quantité,56.7 g,en quantité élevée,0.05 g,en faible quantité,,-9%,-9%,+79%,-100%,-7%,-4%,+10%,+367%,+367%,10,-13%,C,-13%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,
1274,Miel d'oranger catalan - Rayon d'Or,3301511012078,,"[""Rayon d'Or""]",['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'agrumes"", ""Miels d'oranger""]",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,"['Espagne', 'Catalogne']",,,,,,,,
1275,I Crackerini Vegani al Rosmarino - 250g,8055684180052,,,"['France', 'Italie']",[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,
1276,Jus de pomme a chair rouge,3551470754049,,,['France'],[],,,[],,?,42,176 kj(42 kcal),"0,5","0,1",10,10,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Jus d'orange,3334668001978,,,['France'],[],,,[],,?,41,172 kj(41 kcal),"0,5","0,1","8,8","8,2","0,7","0,1","0,04",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",0.5 g,en faible quantité,0.1 g,en faible quantité,8.2 g,en quantité élevée,0.1 g,en faible quantité,,-5%,-5%,+199%,+266%,-9%,-10%,+12%,+1071%,+1071%,2,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,['Sans sucre ajouté'],,,,,
1278,Le jus renversant - St Mamet,3080920991708,,['St Mamet'],['France'],[],,,[],,?,52,218 kj(52 kcal),0,0,13,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Graines chia,7035620028212,,,['France'],[],,,[],,?,601,2515 kj(601 kcal),"35,4","6,8","33,8",0,"19,8",0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",35.4 g,en quantité élevée,6.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+34%,+34%,+15%,+118%,+182%,-100%,-1%,-100%,-100%,13,+1341%,D,+1341%,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,,,,,
1280,Chocolat a tartiner - Noix de Choco - 220g,3701285800008,,['Noix de Choco'],['France'],"['LAIT concentré sucré', ""chocolat 17% Peut contenir des traces de FRUITS À COQUE et D'ARACHIDES""]",,"['Lait', 'Fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,?,353,1477 kj(353 kcal),11,7,54,53,7,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220 g,,,,,,,,,
1281,CANTUCCINI,8017813088400,,,"['France', 'Italie']",[],,,[],,?,455,1904 kj(455 kcal),"14,9","2,2","66,5","11,9","13,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,tomme de savoie IGP,2488002016607,,,['France'],[],,,[],,?,370,1548 kj(370 kcal),30,23,"0,5","0,5",25,"1,5","0,6",,['Tomme de Savoie IGP'],30 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,+5%,+5%,+5%,+11%,-22%,+17%,+1%,+1%,+1%,20,+8%,E,+8%,,,,,,,,,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,
1283,Jardin de paradis - Palais des Thés,2700968001191,,['Palais des Thés'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Brioche pesée Fonteneau,0203004035751,,,['France'],[],,,[],,?,318,1331 kj(318 kcal),13,"7,9",41,"7,8",8,"0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Croissants au beurre AOP X4,0201405016409,,,['France'],[],,,[],,?,418,1749 kj(418 kcal),26,19,36,"6,3","7,8","0,88","0,352",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",26 g,en quantité élevée,19 g,en quantité élevée,6.3 g,en quantité modérée,0.88 g,en quantité modérée,,+9%,+8%,+20%,+34%,-12%,-11%,+4%,-11%,-11%,19,+2%,E,+2%,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,,,,,,
1286,Jardin tropical - Palais des Thés - 131g,2700962001319,,['Palais des Thés'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 g,,,,,,,,,
1287,Fromage frais en faisselle - Le Ventoux,3373960000067,,['Le Ventoux'],['France'],[],,,[],,?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Faisselles']",,,,,,,,,,,,,,,,,,,,,,,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,,,"['FR 84.141.002 CE', 'Vedène (Vaucluse, France)']","['Peu ou pas de matière grasse', 'Sans matière grasse']",,,,,
