,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,traceability_code,eco_score,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,markets,additives,allergens,manufacturing,palm_ingredients,ingredients_origins,link
47,Moutarde Catalane - Pyrène,3343770117217,['Pyrène'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes catalanes']",,['France'],"['eau', 'graines de moutarde', 'vinaigre', 'poivrons 20%', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",9.4 g,en quantité modérée,0.7 g,en faible quantité,2.2 g,en faible quantité,4.2 g,en quantité élevée,?,,134,-21%,561 kj(134 kcal),-21%,"9,4",-13%,"0,7",-15%,"4,1",-41%,"2,2",-43%,6,-9%,"4,2",-11%,"1,68",-11%,11,-5%,D,-5%,,,B,3,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,['Moutarde'],,,,
48,Chutney de figues aux épices - Cuisinez Pratique,3343774403620,['Cuisinez Pratique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Chutneys de fruit', 'Confits de figues']",,['France'],"['figues 47%', 'oignons', 'pommes', 'sucre de canne', 'vin de Pays d’Oc blanc', 'vinaigre de cidre', 'raisins secs', 'vinaigre de Xérès', ""huile d'olive vierge extra"", 'épices 0,3% dont curry ', 'MOUTARDE CÉLERI', 'ail', 'colorant : caramel ordinaire', 'sel']",[],2 g,en faible quantité,0.5 g,en faible quantité,21 g,en quantité élevée,0.4 g,en quantité modérée,?,,124,-35%,519 kj(124 kcal),-36%,2,+264%,"0,5",+242%,24,-45%,21,-49%,"0,9",+4%,"0,4",-7%,"0,16",-7%,1,-87%,B,-87%,,"['EMB 34036B', 'Bosc (Hérault, France)']",,4,,,,,,,,,,,['E150a - Caramel E150a'],"['Céleri', 'Moutarde']",,,,
49,Oignon rouge tube - auchan,3343778150414,['Auchan'],,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,
50,Oignons jaunes - A Travers Champs - 1kg,3343779110219,['A Travers Champs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Oignons et dérivés', 'Légumes frais', 'Oignons', 'Oignons frais', 'Oignons jaunes']",,['France'],[],[],5.68 g,en quantité modérée,,,1.57 g,en faible quantité,,,?,,31,+29%,130 kj(31 kcal),+27%,"5,68",+164%,,,"5,7",+30%,"1,57",+43%,"1,35",-54%,,,,,,,,,1 kg,,A,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,['Sachet'],,,,,,['Nouvelle-Zélande'],
51,Pois chiches,3343779950211,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,['France'],[],[],0.4 g,en faible quantité,0.066 g,en faible quantité,1.82 g,en faible quantité,0.013 g,en faible quantité,?,,102,-46%,427 kj(102 kcal),-46%,"0,4",-87%,"0,066",-83%,"19,65",-17%,"1,82",+11%,"7,6",-25%,"0,013",-97%,"0,005",-97%,-3,,A,,,,B,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,,
52,Saint -Marc Ventoux - 750ml,3343810011666,['Saint-Marc'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Côtes du Ventoux']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,750 ml,,C,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,vin rouge,['Bouteille'],['Cave coopérative Saint-Marc'],,,"['84700', 'Provence', 'France']",,"['France', 'Provence', 'Vaucluse']",http://htpp://www.cave-st-marc.com
53,Boule briochée au sarasin - Le Floch - 380g,3343920000307,['Le Floch'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']","['en:produced-in-bretagne', 'Fabrication artisanale']",['France'],"['Farine de blé', 'pâte fermentée ', 'farine de blé', 'eau', 'levure', 'sucre', 'œufs frais entiers', 'beurre frais', 'eau', 'sarrasin ', '5 %', 'lait demi-écrémé', 'levure', 'sel de Guérande', 'émulsifiant ', ""mono et diglycérides d'acides gras"", 'conservateur : propionate de calcium', 'gluten de blé', 'farine de blé malté', 'agent de traitement de la farine : acide ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",9 g,en quantité modérée,6 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,?,,323,-11%,1351 kj(323 kcal),-11%,9,-35%,6,-21%,53,+4%,16,-18%,9,+20%,0,-100%,0,-100%,9,-47%,C,-47%,380 g,,C,4,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,"['Sachet', 'Plastique']",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait']","['France', 'Bretagne']",,,
54,Boule briochée aux raisins - Le Floch,3343920000352,['Le Floch'],,,['France'],"['farine de blé', 'pâte fermentée ', 'farine de blé', 'eau', 'levure', 'raisins 10 % ', 'raisins', 'rhum', 'sucre', 'œufs frais entiers', 'beurre frais', 'eau', 'farine de sarrasin', 'lait demi écrémé', 'levure', 'sel de Guérande', 'émulsifiant ', ""mono et diclycéride d'acide gras"", 'gomme de guar', 'conservateur : proponiate de calcium', 'gluten de blé ', 'farine de blé malté', ' Fabrication dans un atelier utilisant : fruits à coque', 'soja']",['Non végétalien'],,,,,,,,,?,,321,,1343 kj(321 kcal),,"8,1",,"5,2",,"54,8",,"16,4",,"7,8",,"0,6",,"0,24",,,,,,,,,4,,,,,,,,,,,['E412 - Gomme de guar'],"['Gluten', 'Lait']",,,,
55,Quatre quarts - Le Floch - 400g,3343920000604,['Le Floch'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Quatre-quarts']","['en:produced-in-bretagne', 'Pur beurre']",['France'],"['Farine de blé', 'beurre frais 24,4 % ', 'colorant : bêta-carotène', 'sucre', ""jaune d'œuf frais"", 'sel de Guérande', 'poudre à lever ', 'pyrophosphate de soude', 'bicarbonate de soude', 'amidon de blé', 'sorbitol', 'conservateur : sorbate de potassium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",22.9 g,en quantité élevée,14.6 g,en quantité élevée,24.8 g,en quantité élevée,1.5 g,en quantité modérée,?,,407,-4%,1703 kj(407 kcal),-4%,"22,9",+0%,"14,6",+20%,"42,8",-12%,"24,8",-12%,6,+4%,"1,5",+47%,"0,6",+47%,26,+15%,E,+15%,400 g,,D,4,83.1%,9.9%,3.4%,1.8%,1.8%,0.0%,50,Quatre Quarts Pur Beurre,"['Sachet', 'Plastique']",,"['E160ai - Bêta-carotène', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E420 - Sorbitol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']","['Bretagne', 'France', 'Vannes']",,,
56,Gâteau Breton Pruneaux - Le Floch,3343920000710,['Le Floch'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux bretons', 'Gâteaux bretons aux pruneaux']",['en:produced-in-bretagne'],['France'],[],[],20.4 g,en quantité élevée,12.6 g,en quantité élevée,29.4 g,en quantité élevée,0.7 g,en quantité modérée,?,,429,-3%,1795 kj(429 kcal),-3%,"20,4",-6%,"12,6",-7%,"54,1",-4%,"29,4",+5%,"5,4",+12%,"0,7",-7%,"0,28",-7%,23,-3%,E,-3%,,,,,,,,,,,,Gâteau Breton Pruneaux,['Plastique'],,,"['Œufs', 'Gluten', 'Lait']","['France', 'Bretagne', 'Vannes']",,,
57,Gâteau Breton Framboise - Le Floch - 400g,3343920000727,['Le Floch'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux bretons']",['en:produced-in-bretagne'],['France'],"['Gâteau ', '80%', ' : farine de blé', 'beurre frais 25%', 'sucre', ""jaune d'œuf frais"", 'sel de Guérande', 'poudre à lever ', 'pyrophosphate de soude', 'bicarbonate de soude', ' Fourrage ', '20%', ' : sirop de glucose-fructose', 'sucre', 'framboise avec pépins', 'eau', 'concentré de fruits ', 'pomme', 'framboise', 'canneberge', 'dextrose', 'gélifiant : pectine', ""correcteur d'acidité "", 'acide citrique', 'citrade trisodique', 'citrade tricalgique', 'arôme', 'concentré', 'colorant à base de fruits', 'conservateur : sorbate de potassium', ' Contenance totale en framboise dans le fourrage : 33%']",['Non végétalien'],20.3 g,en quantité élevée,12.6 g,en quantité élevée,30.9 g,en quantité élevée,0.94 g,en quantité modérée,1775,+2%,?,,1775 kj(424 kcal),+7%,"20,3",+8%,"12,6",+9%,"53,7",+6%,"30,9",+15%,"5,2",-2%,"0,94",+36%,"0,376",+36%,24,+23%,E,+23%,400 g,,,4,,,,,,,,,['Plastique'],,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E440 - Pectines', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']","['France', 'Bretagne']",,,
58,Gâteau Breton Caramel au Beurre Salé - Le Floch - 450g,3343920073004,['Le Floch'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux bretons', 'Gâteaux bretons au caramel']","['Fabriqué en France', 'en:produced-in-bretagne']",['France'],[],[],24.5 g,en quantité élevée,14.8 g,en quantité élevée,24.4 g,en quantité élevée,0.86 g,en quantité modérée,?,,455,-4%,1904 kj(455 kcal),-3%,"24,5",+3%,"14,8",-6%,"51,3",-11%,"24,4",-10%,"5,8",+9%,"0,86",-2%,"0,344",-2%,23,-3%,E,-3%,450 g,,,,,,,,,,,Gâteau Breton Caramel au Beurre Salé,['Plastique'],,,"['Œufs', 'Gluten', 'Lait']","['France', 'Bretagne', 'Vannes']",,,
59,Trio mini gâteaux bretons - Le Floch,3343928250230,['Le Floch'],"['Snacks', 'Snacks sucrés']",,['France'],[],[],28 g,en quantité élevée,17 g,en quantité élevée,28 g,en quantité élevée,1 g,en quantité modérée,?,,482,+8%,2017 kj(482 kcal),+7%,28,+38%,17,+71%,50,-13%,28,-21%,5,-16%,1,+162%,"0,4",+162%,26,+37%,E,+37%,,,,,,,,,,,,,,,,,,,,
60,Crème de Caramel au beurre salé et au sel de guérande - Le Floch,3343929112773,['Le Floch'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel']",,['France'],"['Crème entière ', 'lait', 'sucre', 'glucose', 'beurre salé ', '10%', ' ', 'lait', 'sel de Guérande', ' Fabrication dans un atelier utilisant : fruits à coque', 'soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",19.5 g,en quantité modérée,12.5 g,en quantité élevée,39.7 g,en quantité élevée,0.8 g,en quantité modérée,?,,380,-10%,1590 kj(380 kcal),-10%,"19,5",+1%,"12,5",+5%,"53,4",-9%,"39,7",-16%,"0,9",-50%,"0,8",+32%,"0,32",+32%,25,+2%,E,+2%,,,,4,,,,,,,,,,,,"['Lait', 'Soja']",,,,
61,Le bon varsois - Fromagerie Varsoise,3344001120204,['Fromagerie Varsoise'],,,['France'],['Lait de vache pasteurisé partiellement écrémé ferments lactiques sel présure'],[],,,,,,,,,?,,196,,820 kj(196 kcal),,15,,12,,"3,2",,3,,12,,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,,,,
62,Les cabecous (fromages au lait de chèvre),3344001130135,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Cabécous']",,['France'],[],[],23 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,,286,+2%,1197 kj(286 kcal),+2%,23,+2%,16,-1%,"1,7",-1%,"0,5",-45%,18,+1%,"1,3",-3%,"0,52",-3%,13,-6%,D,-6%,,,E,,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,,,
63,Radis -,3344010022988,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Radis', 'Radis rouges', 'Radis roses frais']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,B,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,,,,,,
64,Mâche - Nantial - 150g,3344010023626,['Nantial'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Salades', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Mâches', 'Salades vertes']","['Point Vert', 'Origine France']",['France'],['Mâche 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,21,+5%,88 kj(21 kcal),+5%,0,-100%,0,-100%,0,-100%,0,-100%,2,+4%,0,-100%,0,-100%,-10,,A,,150 g,,B,1,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,Mâche,"['Plastique', 'Barquette']",['Franprix'],,,['France'],,['France'],EMB 44169F
65,3344080335674,3344080335674,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Rosette pur porc,3344080433561,,,,['France'],[],[],,,,,,,,,?,,372,,1556 kj(372 kcal),,27,,11,,"4,3",,"4,1",,28,,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,,,,,
67,Saucisson Sec pur porc noisettes,3344080513423,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,['France'],[],[],29 g,en quantité élevée,11 g,en quantité élevée,4.2 g,en faible quantité,4.3 g,en quantité élevée,?,,393,-5%,1644 kj(393 kcal),-4%,29,-11%,11,-14%,5,+115%,"4,2",+175%,28,+3%,"4,3",-8%,"1,72",-8%,24,-1%,E,-1%,,,D,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,
68,Lingot du Nord - Videlys - 500g,3344290201592,"['Videlys', 'Asseman Deprez']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']","['Certifié par Avicert', 'Point Vert', 'IGP', 'Label Rouge', 'LA 15/98']","['France', 'Pays-Bas']",['Haricots Lingot du Nord'],[],1.2 g,en faible quantité,0.3 g,en faible quantité,4 g,en faible quantité,0.03 g,en faible quantité,1235,+146%,294,+103%,1235 kj(294 kcal),+109%,"1,2",+17%,"0,3",+24%,"37,2",+115%,4,+236%,"21,1",+133%,"0,03",-95%,"0,012",-95%,-7,,A,,500 g,,,,,,,,,,,Haricots Lingot du Nord,"['Sachet', 'Plastique']",['Carrefour Market'],,,['Merville'],,"['France', 'Nord']",
69,Lentille blonde - Videlys,3344290230004,['Videlys'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles blondes']",,['France'],['Lentille blonde'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en faible quantité,0.01 g,en faible quantité,?,,338,+4%,1414 kj(338 kcal),+4%,1,-33%,"0,1",-59%,"52,1",+18%,"1,1",-29%,"28,1",+15%,"0,01",-57%,"0,004",-57%,-6,,A,,,,B,1,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,,
70,Haricot Coco Blanc,3344290280009,,,,['France'],[],[],,,,,,,,,?,,336,,1406 kj(336 kcal),,"1,2",,"0,3",,"37,2",,4,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Haricot Coco blanc - Videlys - 550gr,3344290281594,['Videlys'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs', 'Haricots cocos blancs']",,['France'],[],[],1.2 g,en faible quantité,0.3 g,en faible quantité,4 g,en faible quantité,0.01 g,en faible quantité,?,,336,+63%,1406 kj(336 kcal),+62%,"1,2",-33%,"0,3",-33%,"37,2",+54%,4,+90%,"21,1",+54%,"0,01",-99%,"0,004",-99%,-1,,A,,550gr,,,,,,,,,,,,,,,,,,,
72,Pois Chiche,3344290290008,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,['France'],[],[],6.1 g,en quantité modérée,0.6 g,en faible quantité,10.8 g,en quantité modérée,0.02 g,en faible quantité,?,,409,+115%,1711 kj(409 kcal),+118%,"6,1",+101%,"0,6",+53%,"60,8",+158%,"10,8",+559%,"19,1",+87%,"0,02",-96%,"0,008",-96%,2,,B,,,,B,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,,
73,Pois chiche,3344290291593,,,,['France'],[],[],,,,,,,,,?,,344,,1439 kj(344 kcal),,6,,1,,45,,4,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Lentilles vertes du Berry - IDELYS,3344290351594,['IDELYS'],,"['IGP', 'Label Rouge']",['France'],"['Lentilles Vertes du Produit fabriqué dans un ateliej travaillant les arachides', 'es graines de sésame et les fruits à contenir des traces de r?uaen']",[],,,,,,,,,?,,318,,1331 kj(318 kcal),,"1,5",,"0,22",,42,,"1,8",,24,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
75,Haricot géant,3344290451591,,,,['France'],[],[],,,,,,,,,?,,297,,1243 kj(297 kcal),,"1,2",,"0,3",,38,,"3,5",,21,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
76,Haricot blanc,3344290521591,,,,['France'],[],[],,,,,,,,,?,,336,,1406 kj(336 kcal),,"1,2",,"0,3",,"37,2",,4,,"21,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,['Conserve'],,,,,,,
77,Curry FORT,3344540027804,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Moutarde de Dijon - Saveurs & Sauces - 1kg e (250 * 4g),3344540037940,['Saveurs & Sauces'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,['France'],"['Eau', 'graines de moutarde', 'vinaigre', 'sel', 'conservateur : sulfite acide de sodium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",13 g,en quantité modérée,0.8 g,en faible quantité,2.6 g,en faible quantité,5.6 g,en quantité élevée,700,+9%,?,,700 kj(167 kcal),+5%,13,+13%,"0,8",+5%,"2,6",-29%,"2,6",+16%,"8,1",+13%,"5,6",-6%,"2,24",-6%,12,+11%,D,+11%,1 kg e (250 * 4 g),,B,3,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,"['Carton', 'boîte', 'Plastique', 'Stick']",,"['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition']","['Moutarde', 'Anhydride sulfureux et sulfites']",,,,
79,Sauce burger - Moi J’aime Sa Douceur,3344540083411,['Moi J’aime Sa Douceur'],"['Epicerie', 'Sauces', 'Sauces burger']","['Kascher', 'en:Orthodox Union Kosher']",['France'],"['Eau', 'huile de colza', 'sucre,\rcornichons ', 'cornichons', 'eau', 'vinaigre', 'sel', ',\rmoutarde douce ', 'eau', 'graines de moutarde', '\rvinaigre', 'sel', 'épice', 'arômes', 'conservateur: \rSulfite acide de sodium', 'vinaigre', 'concentré \rde tomate', 'amidon modifie', 'sel', ""jaune d'oeuf"", '\roignons', 'conservateurs: E202 - E211', '\repaississants : gomme xanthane - gomme \rguar', 'acidifiant: E334', 'colorants : lutéine -\rextrait de paprika', 'antioxydant : E385']",['Non végétalien'],21 g,en quantité élevée,1.6 g,en quantité modérée,16 g,en quantité élevée,2.4 g,en quantité élevée,?,,273,-33%,1142 kj(273 kcal),-32%,21,-47%,"1,6",-52%,19,+58%,16,+74%,"0,9",-24%,"2,4",+28%,"0,96",+28%,17,+2%,D,+2%,,,D,4,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,"['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E334 - Acide L-tartrique', 'E161b - Lutéine', 'E160c - Extrait de paprika', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']","['Œufs', 'Moutarde']",,,,
80,Fleur de lava,3344550000088,,,,['France'],[],[],,,,,,,,,?,,376,,1573 kj(376 kcal),,"32,3",,"21,9",,"0,9",,0,,"21,4",,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,,,,
81,Nem de porc,3344730000952,,,,['France'],[],[],,,,,,,,,?,,190,,795 kj(190 kcal),,6,,1,,26,,"1,4",,"7,6",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
82,Beignets de crevette - Leclerc,3344730001454,['Leclerc'],"['Snacks', 'Snacks salés', 'Beignets salés']",,['France'],"['Farine de BLE ,25 70 queue de CREVETTE', ' Panaeus monodon', 'VIET NRM', 'eau', 'fécule de pomme de terre', 'huile de tournesol', 'poudre à Lever E500', 'sel', 'poivre', 'exhausteur de goût E621', ' Traces éventuelles: poisson', 'mollusque', 'oeuf', 'moutarde', 'céleri', 'sésame', ""soja - Ne pas congeler Retirer de L'emballage et réchauffer au four 10 min à 180 oc""]",[],16 g,en quantité modérée,1.8 g,en quantité modérée,0.76 g,en faible quantité,1.4 g,en quantité modérée,?,,305,+33%,1276 kj(305 kcal),+35%,16,+72%,"1,8",+44%,32,+26%,"0,76",-78%,9,+32%,"1,4",-6%,"0,56",-6%,5,-27%,C,-27%,,"['FR 71.076.006 CE', 'Chalon-sur-Saône (Saône-et-Loire, France)']",,4,,,,,,,,,,,"['E500 - Carbonates de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Crustacés', 'Gluten']",,,,
83,Sauce nuoc mâm - Asia Traiteur - 75g,3344730003076,['Asia Traiteur'],"['Epicerie', 'Sauces', 'Sauces Nuoc-mâm']",,['France'],"['Eau', 'sauce poisson 19,7 % ', 'Anchois ', 'genre Stolephorus spp', 'sel', 'eau', 'sucre', 'vinaigre', 'carottes ', 'carottes', 'eau', 'vinaigre', 'sucre', 'sel', 'pulpe de piment ', 'piment', 'vinaigre', 'sel', 'ail']","['Non végétalien', 'Non végétarien']",0.012 g,en faible quantité,0.002 g,en faible quantité,15.2 g,en quantité élevée,4.6 g,en quantité élevée,305,,?,,305 kj(73 kcal),-1%,"0,012",-93%,"0,002",-94%,"15,6",+95%,"15,2",+129%,"1,6",-78%,"4,6",-74%,"1,84",-74%,13,+24%,D,+24%,75 g,,B,3,22.1%,34.4%,24.7%,10.9%,6.2%,1.7%,94,,"['Pot', 'Plastique']",['Carrefour'],,['Poisson'],,,,
84,Assortiment vapeur - asia traiteur - 360g,3344730005056,['asia traiteur'],,,['France'],"['Bouche porcfarce [viande porc 80% ', 'onigine France', 'fécule de pomme de terre', 'sucre', 'huile de sésame', 'sel', 'eau', 'poivre', 'exhausteur de goût ', 'E621', '] pâte [farine de blé', 'eau', 'curcuma] Bouché crevette poisson ', 'Pangasius', 'farine de blé tendre', 'crevette 18 % eau igname', 'carotte', 'fécule de tapioca', 'vermicelle ', ""amidon d'arrowroot"", ' farine de petit pois', 'eau', 'huile de soja', 'sucre', 'sauce soja ', 'eau', 'sucre sel', 'soja', 'farine de blé ', 'exhausteur de gout ', 'E621', 'E631 et E627', 'conservateur ', 'E202', 'colorant ', 'E150c', 'exhausteur de gout ', 'E621', 'ail', 'sel', 'echalote', ""blanc d'oeuf en poudre"", 'correcteur acidité ', 'E4511', ' huile sésame', 'poivre blanc', 'colorant ', 'E100', 'exhausteur de gout ', 'E621', ' Raviolis crevetteeau', 'crevette 25 %', 'farine de blé', 'poisson ', 'Pangasius', 'pousse de bambou', 'fécule de tapioca,fécule de pomme de terre', 'huile de soja', 'sucre', 'exhausteur de goût E621,sel', 'huile et graine de sésame', ""blanc d'oeuf en poudre"", 'épaississant E466', 'poivre blanc', 'chapelure panko ', ' farine de blé tendre', 'fécule de tapioca', 'huile de palme', 'agent de panification ', 'farine de blé', 'antiagglomérant ', 'carbonate de calcium ', 'E170i', 'émulsifiant ', 'E427e', 'antioxydant ', 'E300', 'levure', 'sel', 'sucre Sauce soja eau', 'sauce de soja ', 'eau', 'graine de soja', 'sel', 'farine de blé', 'sucre', ""vinaigre d'alcool"", 'conservateur ', 'E202', ' Traces éventuelles céleri', 'mollusques', 'moutarde']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,203,,849 kj(203 kcal),,5,,"0,89",,27,,"1,5",,12,,"0,99",,"0,396",,,,,,360 g,"['FR 71.076.006 CE', 'Chalon-sur-Saône (Saône-et-Loire, France)']",,4,,,,,,,,,['film plastique'],,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E100 - Curcumine', 'E466 - Carboxyméthylcellulose', 'E170i - Carbonate de calcium', 'E300 - Acide ascorbique']","['Crustacés', 'Poisson', 'Gluten', 'Graines de sésame', 'Soja']",,['Huile de palme'],,
