,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,brand,labels,quantity,packaging,additives,allergens,ingredients_origins,traceability_code,markets,generic_name,manufacturing,brand_owner,link
1120,Pizza 3 fromages - Toupargel - 430g,3424600000982,['France'],[],[],?,292,15,24,14,1222 kj(292 kcal),"8,1","3,6","1,4","0,56","['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux trois fromages']",15 g,en quantité modérée,8.1 g,en quantité élevée,3.6 g,en faible quantité,1.4 g,en quantité modérée,17,D,C,,+18%,+19%,+57%,+60%,-13%,+43%,+25%,+13%,+13%,+65%,+65%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,['Toupargel'],,430 g,,,,,,,,,,
1121,Tang Tropical Sachet,6001065600345,['France'],[],[],?,376,"0,1","82,5","1,2",1573 kj(376 kcal),"0,1","81,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Matcha Latte Classis - Krüger,4052700091570,['France'],[],[],?,105,"2,4",19,"1,3",439 kj(105 kcal),"2,2",18,"0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Krüger'],,,,,,,,,,,,
1123,"Jakeman's 100% Pure Maple Syrup In Autumn Leaf Bottle, 250ml",0770451007162,['France'],[],[],?,210,0,53,0,879 kj(210 kcal),0,50,"0,02","0,008","['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",0 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,0.02 g,en faible quantité,12,D,,,-23%,-23%,-100%,-100%,-23%,-18%,-100%,-87%,-87%,-9%,-9%,,,,,,,,,,,,,,,,,,,,,
1124,Huile d'olive biologique Castelines,3700786807141,['France'],[],[],?,900,100,"0,5","0,5",3766 kj(900 kcal),17,"0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1125,Miami sok,5902403587032,['France'],[],[],?,43,"0,5","9,9","0,3",180 kj(43 kcal),"0,1","9,4","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Aranciata,8006672000401,['France'],[],[],?,46,0,11,0,192 kj(46 kcal),0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Pate à sucre,3700392488901,['France'],[],[],?,402,7,85,"0,2",1682 kj(402 kcal),4,80,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Nanana,8433766186428,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Comté prestige AOP 12 mois d'affinage,2092522030830,['France'],[],[],?,?,?,?,?,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,,,,,,,D,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1130,Tendre de boeuf,3021990024781,['France'],[],[],?,130,"5,5","0,1",20,544 kj(130 kcal),"2,3","0,1",14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,
1131,Merveilles,3760022090263,['France'],[],[],?,459,"24,9","53,6","5,9",1920 kj(459 kcal),"0,6","15,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Roquefort AOP,0297045024935,['France'],[],[],?,366,32,"0,3",19,1531 kj(366 kcal),24,0,"3,5","1,4","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",32 g,en quantité élevée,24 g,en quantité élevée,0 g,en faible quantité,3.5 g,en quantité élevée,19,E,D,,-0%,+0%,+0%,+8%,-54%,-100%,-2%,-2%,-2%,0%,0%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,,,,,,,,,,,,,,
1133,Jambon cuit de paris,0259337016400,['France'],[],[],?,124,"3,7","0,7",22,519 kj(124 kcal),"1,8","0,7","1,9","0,76","['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",3.7 g,en quantité modérée,1.8 g,en quantité modérée,0.7 g,en faible quantité,1.9 g,en quantité élevée,5,C,E,,-6%,-5%,-23%,-2%,+5%,+18%,+4%,+2%,+2%,-29%,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,
1134,Moutarde douce & Creme fraiche au caviar,3760194212968,['France'],[],[],?,213,14,11,"6,7",891 kj(213 kcal),4,"9,9","4,1","1,64","['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",14 g,en quantité modérée,4 g,en quantité modérée,9.9 g,en quantité modérée,4.1 g,en quantité élevée,17,D,B,,+25%,+25%,+30%,+388%,+59%,+156%,+2%,-13%,-13%,+47%,+47%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1135,Vinaigre Balsamique De Modène - Aceto Balsamico Di Modena,8016402000069,['France'],[],[],?,310,0,"71,4","1,3",1297 kj(310 kcal),0,"71,4","0,1","0,04","['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",0 g,en faible quantité,0 g,en faible quantité,71.4 g,en quantité élevée,0.1 g,en faible quantité,,,B,,+111%,+111%,-100%,-100%,+125%,+145%,+95%,+41%,+41%,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,['Italie'],,,,,,
1136,Thé vert aux épices,5010251772415,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Tubo 20 Sucettes Assorties Grand Jury,3245390068323,['France'],[],[],?,388,0,97,"0,4",1623 kj(388 kcal),0,62,0,0,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",0 g,en faible quantité,0 g,en faible quantité,62 g,en quantité élevée,0 g,en faible quantité,14,D,E,,+9%,+8%,-100%,-100%,+16%,+7%,-81%,-100%,-100%,-3%,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Grand Jury'],,,,,,,,,,,,
1138,Babeluttes de Lille,3166101004020,['France'],[],[],?,403,"8,4","82,1","0,4",1686 kj(403 kcal),"8,2","57,8","0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Cennet,5412723500050,['France'],[],[],?,107,"1,1","23,76","1,43",448 kj(107 kcal),"0,077","16,28","2,12","0,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Perle de Chasselas,3760187210025,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Cidre ponpon artisanal - Cidrerie Ponpon,3760024290555,['France'],[],[],?,?,?,?,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Cidres', 'Alcools artisanaux', 'Cidres artisanaux']",,,,,,,,,,,C,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,['Cidrerie Ponpon'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
1142,Chipolatas natures,2273305056746,['France'],[],[],?,216,16,1,17,904 kj(216 kcal),"6,2","0,5","1,9","0,76","['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",16 g,en quantité modérée,6.2 g,en quantité élevée,0.5 g,en faible quantité,1.9 g,en quantité élevée,16,D,E,,-10%,-10%,-15%,-14%,-15%,-21%,+10%,+6%,+6%,-4%,-4%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,
1143,Miel de lavande -,3770003678151,['France'],[],[],?,?,?,?,?,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,B,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1144,Mousse de pois carres a la marocaine,3770009413275,['France'],[],[],?,134,"6,9","10,1",5,561 kj(134 kcal),"0,8","2,4","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Œufs plein air,3760224690100,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Chardonnay,3760078701014,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Gâteau carotte,4002809037252,['France'],[],[],?,1282,11,46,"4,9",5364 kj(1282 kcal),3,29,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Creme de peche de vigne,3171870002849,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,"Crème glacée vanille Bourbon - PassionFroid - 2,4L 1,2kg",3061432138461,['France'],"['Eau ', ' crème fraîche ', ' sucre ', ' lactose et protéines de lait ', ' sirop de glucose ', ' arôme naturel de vanille Bourbon ', "" émulsifiant : mono - et diglycérides d'acides gras d'origine végétale "", ' stabilisants : farine de graines de caroube', 'gomme guar', 'carraghénanes ', ' gousses de vanille épuisées broyées ', ' colorant : caroténoïdes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,189,"8,5",26,"1,7",791 kj(189 kcal),"6,3",24,"0,19","0,076","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la vanille']",8.5 g,en quantité modérée,6.3 g,en quantité élevée,24 g,en quantité élevée,0.19 g,en faible quantité,13,D,B,,-9%,-9%,-17%,-6%,+2%,+12%,-46%,+41%,+41%,+9%,+9%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,4,['PassionFroid'],,"2,4L 1,2kg","['Bac', 'Plastique', 'Surgelé']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']",['Lait'],,,,Crème glacée à la vanille,,,
1150,Sour cubes,0042238395299,['France'],[],[],?,100,0,17,2,418 kj(100 kcal),0,17,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Chateau de parenchère,3366201406032,['France'],[],[],?,?,?,?,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Hautes cotes de beaune,3340778000923,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,American Pale Ale Blonde,3760209800036,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Petit bride,3390390003444,['France'],[],[],?,315,"20,8","1,8",30,1318 kj(315 kcal),"7,9","1,5","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Trafo Org Sponge Fingers,5400313083007,['France'],[],[],?,391,"3,4","82,5","7,4",1636 kj(391 kcal),"0,9","52,7","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Baguette constance,0260057006237,['France'],[],[],?,320,9,8,5,1339 kj(320 kcal),8,7,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Vin,3251130110092,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,
1158,Sorbet Fraise,3760259279981,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Andouille guemene,2106530004414,['France'],[],[],?,222,18,"0,5",15,929 kj(222 kcal),"9,7","0,5","2,3","0,92",['Fr:Andouille de Guémené'],18 g,en quantité modérée,9.7 g,en quantité élevée,0.5 g,en faible quantité,2.3 g,en quantité élevée,21,E,,,-10%,-10%,-10%,-4%,+62%,+97%,-9%,-8%,-8%,-2%,-2%,,,,,,,,,,,,,,,,,,,,,
1160,Saucisses de poulet,2733729010095,['France'],[],[],?,228,"16,6",0,"18,7",954 kj(228 kcal),"4,7",0,"1,91","0,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Beignet -,0203983016406,['France'],[],[],?,318,"9,7",50,"6,7",1331 kj(318 kcal),"1,5",20,"0,73","0,292","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignet fourré aux fruits', 'Beignets sucrés', 'Beignets fourrés à la framboise']",9.7 g,en quantité modérée,1.5 g,en quantité modérée,20 g,en quantité élevée,0.73 g,en quantité modérée,11,D,,,+7%,+7%,-5%,-21%,+15%,+42%,+11%,+3%,+3%,+36%,+36%,,,,,,,,,,,,,,,,,,Beignets fourrés à la purée de framboise,,,
1162,Froot loops - kellogg-s,0037000017974,['France'],[],[],?,400,5,35,5,1674 kj(400 kcal),0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kellogg-s'],,,,,,,,,,,,
1163,Mimolette,0270111016607,['France'],[],[],?,350,26,"1,7","26,3",1464 kj(350 kcal),18,0,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Vin rouge,3439495506723,['France'],[],[],?,?,?,?,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,RESERVE : DOMAINE PEIRIERE,3552657015922,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Roule au herbes,0205840012064,['France'],[],[],?,301,28,5,"7,3",1259 kj(301 kcal),0,0,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,0250036026172,0250036026172,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Pain de campagne bio,0260088014171,['France'],[],[],?,278,"1,1","56,7",9,1163 kj(278 kcal),"0,2","2,3","1,83","0,732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1169,Piment d'espelette bio,3554744010407,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1170,Jambon à l'ancienne,2602657020660,['France'],[],[],?,123,"3,1","1,4",23,515 kj(123 kcal),"3,1","0,5",2,"0,8","['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,3.1 g,en quantité modérée,0.5 g,en faible quantité,2 g,en quantité élevée,12,D,E,,-19%,-19%,-50%,+29%,+182%,+3%,+3%,+3%,+3%,+23%,+23%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,
1171,Persil,3102870045208,['France'],[],[],?,?,?,?,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Persil']",,,,,,,,,,,B,,,,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,,,,,,,,,,,,
1172,Jus(te) de (la) pomme,3760004450030,['France'],[],[],?,43,"0,14","9,79","0,17",180 kj(43 kcal),0,"9,36",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Régal des bateliers,3582815762221,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Petales de boeuf seche,2296562031813,['France'],[],[],?,367,"31,3","0,4","30,3",1536 kj(367 kcal),"12,4","0,4","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Oursons Haribo,8691216081666,['France'],[],[],?,343,"0,5",77,"6,9",1435 kj(343 kcal),"0,1",46,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Haribo'],,,,,,,,,,,,
1176,Les milanaises du chef au poivre,19174655,['France'],[],[],?,126,"1,8","5,1",20,527 kj(126 kcal),"0,6","1,9","1,7","0,68","['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",1.8 g,en faible quantité,0.6 g,en faible quantité,1.9 g,en faible quantité,1.7 g,en quantité élevée,3,C,D,,-5%,-4%,+15%,+13%,-26%,+3%,-6%,+88%,+88%,+337%,+337%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,
1177,Pâté de foie - Mercadier,3321950027426,['France'],[],[],?,336,31,"1,3","12,9",1406 kj(336 kcal),"13,8","0,2","1,63","0,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mercadier'],,,,,,,,,,,,
