,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,traceability_code,additives,nova_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,ingredients_origins,allergens,generic_name,packaging,manufacturing,markets,brand_owner,link,palm_ingredients
1128,Isoflex Pure Whey Protein Isolate,0665553111223,['France'],[],[],?,120,502 kj(120 kcal),"0,33",0,"1,33","0,66",18,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,
1129,IsoNatural Vanilla - Allmax Nutrition,0665553200248,['France'],[],[],?,?,,?,,?,,?,,,['Allmax Nutrition'],,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Canada'],,,,
1130,Splash - Pocas,0665760112631,['France'],[],[],?,42,176 kj(42 kcal),0,0,24,24,24,1,"0,4",['Pocas'],,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,24 g,en quantité élevée,1 g,en quantité élevée,,-25%,-27%,-100%,-100%,+112%,+154%,+4739%,+2310%,+2310%,15,+96%,E,+96%,,,,,,,,,,,,,,,,,,,
1131,Cashew Cranberry Bat - Oskri,0666016300055,['France'],"['Sirop de riz', 'noix de cajou ', '26%', 'cranberries ', '12%', 'riz soufflé']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,394,1648 kj(394 kcal),13,3,68,30,6,"0,047","0,019",['Oskri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,['Fruits à coque'],,,,,,,
1132,Almond Bar - Oskri,0666016300338,['France'],"['Barra Amêndoas 53g', ' Oskrj Ingredientes: Amêndoas 50%', 'geleia de arroz', 'arroz tufado e mel', ' Pode conter vestigios de frutos de casca rija', 'sementes', 'leite e soja', ' Informaçâo Nutricional por 100g: Energia']",[],?,240,1004 kj(240 kcal),14,1,13,0,6,"0,02","0,008",['Oskri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1133,Barre à la noix de coco au chocolat noir - Oskri,0666016300703,['France'],"['Noix de coco râpée ', '59%', 'sirop de glucose de riz', 'chocolat noir 20% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'vanille']",[],?,550,2301 kj(550 kcal),32,26,57,23,"3,8",0,0,['Oskri'],,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'en:gluten-free']",,,,,,,,,
1134,Liter locker Rolle,0666594030108,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['stück'],,,,,
1135,Humavol X2 - MVP,0666720001101,['France'],"[""i SO C a tories O Arnount per Serving 'GD Va'ues• 4000 mg t VASOBOLTM Nitro Oxide Technologies: L-Arginine Alpha Ketoglutarate "", 'A-AKG', 'L-Arginine USP', 'Arginine-Ketoisokaproate ', 'A-KIK', 'Arginine Ethyl Ester Hydrochloride', 'Citrulline Malate', 'L-Norvaline', 'Synthetic', 'Gynostemma Pentaphyllum ', 'plant', ' ', 'standardized for 8% Gypenosides', 'Agmatine Sulfate', ' Neuro X2TM', ' Osmo-Transmitters Technology', ' 2000 mg t L-Tyrosine USP', 'Ginkgo Biloba ', 'leaf', ' ', '50:1 standardized to 24% Ginkosides & 6% Terpenes', ' 1500mg t PROSUUN 3TMAmplifying CatalysÉ: L-TaurineUSP', 'Betaine Anhydrous', 'K-R-Alpha-Lipoic-Acid', 'Glycine', 'Medium Chain Triglycerides ', 'derived from Fractionated Coconut Oil', 'Cinnamon Bark', 'Banaba ', 'Leaf', ' ', 'Banaba standardized to 18% Corosolic Acid', ' 1000 mg t HUMABOL@ Expansion Matrix: L-Leucine Ethyl Ester', 'L-Valine Ethyl Ester', 'L-lsoleucine Ethyl Ester', 'Glycerol Monostearate ', 'vegetable', 'Citrulline Malate', ' 500 mg t G-AMINORXTM : L-Glutamine FCIVt Glutamine-AKG', 'N-Acetyl-L-Glutamine', ' 970 mg t ATP PhoSynthTM: Calcium ', 'as Tricalcum Phosphate', 'Magnesium ', 'as Magnesium Oxide', 'DiMagnesium Phosphate', ' Potassium ', 'as DiPotassium Phosphate', 'Sodium ', 'as Sodium Gluconate', 'Phosphorus ', 'as Tricalcum Phosphate', 'DiMagnesium Phosphate', 'DiPotassium Phosphate', ' 295 mg t Mega Pro-V@: Vitamin A ', 'as Beta Carotene', 'Vitamin C ', 'as Ascorbic Acid', 'Vitamin E ', ""as d,l-atpha-Tocophery' Acetate"", 'Vitamin BI ', 'as Thiamin Mononitrate', 'Vitamin B2 ', 'as Riboflavin', 'Vitamin B3 ', 'as Niacinamide', 'Vitamin B5 ', 'as D-Catcium Pantothenate', 'Vitamin B6 ', 'as Pyridoxine Hydrochloride', 'Vitamin B9 ', 'as Folic Acid', 'Vitamin B 12 ', 'as Cyanocobatarnin']",[],?,95,397 kj(95 kcal),"2,5",0,"17,5",0,65,"4,75","1,9",['MVP'],,"['E640i - Glycine', 'E641 - L-leucine', 'E422 - Glycérol', 'E343ii - Dimagnésium phosphate', 'E340ii - Phosphate dipotassique']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Pure Vermont maple syrup,0667295238688,['France'],[],[],?,200,837 kj(200 kcal),0,0,53,53,0,0,0,,,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",0 g,en faible quantité,0 g,en faible quantité,53 g,en quantité élevée,0 g,en faible quantité,,-27%,-27%,-100%,-100%,-23%,-13%,-100%,-100%,-100%,12,-9%,D,-9%,,,,,,,,,,,,,,,,,,,
1137,Love Addict - Victoria's Secret,0667538086212,['France'],[],[],?,1,4 kj(1 kcal),5,5,1,1,4,8,"3,2","[""Victoria's Secret""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Pocketbac Warm Vanilla Sugar,0667538781230,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Original English Mustard - Colman's Of Norwich,0667803000059,"['France', 'États-Unis']","['Water', 'mustard flour', 'sugar', 'salt', 'wheat flour', 'spice', 'citric acid']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,200,837 kj(200 kcal),12,,16,10,10,9,"3,6","[""Colman's Of Norwich""]",,['E330 - Acide citrique'],3,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",12 g,en quantité modérée,,,10 g,en quantité modérée,9 g,en quantité élevée,,+18%,+18%,+11%,,+132%,+159%,+52%,+91%,+91%,,,,,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,['Gluten'],,,,,COLMAN'S,,
1140,Purée de pommes,0667828268199,['France'],[],[],?,60,251 kj(60 kcal),0,0,13,12,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Soy beverage - Gourmet,0667888056767,['France'],"['Eau filtrée', 'fèves entières de soya biologique', 'sucre de canne biologique', 'phosphate tricalcique', 'gomme de gellan', 'corraghénine', 'bicarbonate de sodium', 'sel de mer', 'gluconate de zinc', 'acide ascorbique', 'niacine', 'pantothénate', 'riboflavine', 'vitamine B6', 'palminate de vitamine A', 'thiamine', 'tolacine', 'folacine', 'vitamine D2 et vitamine B12']",[],?,42,176 kj(42 kcal),1,0,4,3,3,1,"0,4",['Gourmet'],,,3,['Boissons'],1 g,en faible quantité,0 g,en faible quantité,3 g,en quantité modérée,1 g,en quantité élevée,,-25%,-27%,+188%,-100%,-65%,-68%,+505%,+2310%,+2310%,12,+57%,E,+57%,,,,,,,,,,"['Bio', 'Sans lactose']",,,,,,,,,
1142,Peanut Butter,0667888073139,['France'],[],[],?,100,418 kj(100 kcal),8,0,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Fruit cake Gâteau aux fruits -,0667888087556,['France'],[],[],?,393,1644 kj(393 kcal),7,"3,5",28,17,2,"0,6","0,24",,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits']",7 g,en quantité modérée,3.5 g,en quantité modérée,17 g,en quantité élevée,0.6 g,en quantité modérée,,+1%,+1%,-55%,-21%,-50%,-49%,-59%,+2%,+2%,12,-28%,D,-28%,C,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,,,,,,,,,,,
1144,Macaroni,0667888133703,['France'],[],[],?,370,1548 kj(370 kcal),"0,5","0,5",78,3,1,"0,04","0,016",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Macaroni de blé dur']",0.5 g,en faible quantité,0.5 g,en faible quantité,3 g,en faible quantité,0.04 g,en faible quantité,,+3%,+3%,-72%,+36%,+10%,-14%,-92%,+117%,+117%,4,,C,,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,,,,,
1145,Boisson aux amandes enrichie - D gourmet,0667888157143,['France'],[],[],?,30,126 kj(30 kcal),1,1,5,5,0,1,"0,4",['D gourmet'],,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]",1 g,en faible quantité,1 g,en quantité modérée,5 g,en quantité modérée,1 g,en quantité élevée,,-21%,-21%,-53%,+303%,+34%,+81%,-100%,+1039%,+1039%,5,+3301%,C,+3301%,E,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,['en:gluten-free'],,,,,['Canada'],,,,
1146,Passata,0667888318773,['France'],[],[],?,35,146 kj(35 kcal),0,0,5,5,2,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,OMG,06600444,['France'],[],"['Végétalien', 'Végétarien']",?,29,121 kj(29 kcal),"0,31",0,"5,5","2,7",1,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,
1148,Pain au chocolat - Leclerc,06607401,['France'],"['Farine de blé ', 'GLUTEN', 'beurre frais ROC Char entiEr 107', ' ', 'suci e', ' Ête dà cacao', ' beurre de caca', ' emulsifiantlécithine de SOJA arôme vanille', 'GLlJIEH de b', 'e', 'sel', ""extrait d'acérola"", 'dont mallodextring de sorbitol de ble', 'anti0""QèneŒ306 issu de SOIR', 'enzyme fong ques', ' Oorure:0ElJF frais', '0r/e']",[],?,406,1699 kj(406 kcal),21,13,48,19,"6,2","0,93","0,372",['Leclerc'],,,4,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",21 g,en quantité élevée,13 g,en quantité élevée,19 g,en quantité élevée,0.93 g,en quantité modérée,,+3%,+2%,-4%,-2%,+13%,+58%,-14%,+3%,+3%,23,+17%,E,+17%,D,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,['Entrepreneurs + Engagés'],,"['Gluten', 'Soja']",,,,,,,
1149,Country crisp - Jordans - 550g,06633264,['France'],[],[],?,463,1937 kj(463 kcal),"18,6","7,3","62,6","20,2","7,9","0,03","0,012",['Jordans'],,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",18.6 g,en quantité modérée,7.3 g,en quantité élevée,20.2 g,en quantité élevée,0.03 g,en faible quantité,,+16%,+16%,+114%,+232%,-6%,+21%,-15%,-92%,-92%,16,+197%,D,+197%,C,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,550 g,['Sans arômes artificiels'],,,,,,,,,
1150,Jus pomme vanille bourbon,06650667,['France'],[],[],?,42,176 kj(42 kcal),"0,1",0,"12,7","10,5","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,
1151,Hill Country Brand Peppered Beef Jerky,0670541415306,['France'],[],[],?,24,100 kj(24 kcal),6,0,12,8,40,2,"0,8",,,,,"['Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",6 g,en quantité modérée,0 g,en faible quantité,8 g,en quantité modérée,2 g,en quantité élevée,,-91%,-91%,+42%,-100%,-15%,-24%,+2%,-46%,-46%,4,-73%,C,-73%,,,,,,,,,,,,,,,,,,,
1152,Pure pressed base minéral fondation,0670959120540,['France'],[],[],?,1,4 kj(1 kcal),1,1,3,1,6,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Citrus carbonated water,0671785250012,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Eau - Eska,0671785301004,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,['Eska'],,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,
1155,Tropical green tea,0672145006027,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Monari Federzoni Balsamic Glaze With Peppers Dressing (9 Oz),0672642000719,['France'],[],[],?,30,126 kj(30 kcal),0,0,5,5,0,"5,5","2,2",['Monari Federzoni'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Coulis de vinaigre balsamique de modène et fraise - Monari Federzoni,0672642000993,['France'],[],[],?,200,837 kj(200 kcal),"0,1","0,1",45,30,1,"0,1","0,04",['Monari Federzoni'],,,,['Vinaigre balsamique de Mod�ne'],0.1 g,en faible quantité,0.1 g,en faible quantité,30 g,en quantité élevée,0.1 g,en faible quantité,,+71%,+72%,-98%,-78%,+159%,+97%,+111%,-67%,-67%,8,,C,,,,,,,,,,,,,,,,,,,,
1158,Gateaux aux radis,0673367931319,['France'],[],[],?,243,1017 kj(243 kcal),"0,6","0,1","50,4","2,1","8,9","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Sandwich thon - Gourmet,0676235011953,['France'],"['PAIN DE BLÉ ENTIER ', 'FARINE 100℅ BLÉ ENTIER', 'SEL ET LEVURE', 'THON', 'LAITUE', 'CÉLERI', 'MAYONNAISE LÉGÈRE ', 'HUILE DE TOURNESOL ET/Ou VEGETALE', 'OEUF ENTIER', 'VINAIGRE DE CIDRE', 'JUS DE CITRON,AIL', 'EPICES', 'SUCRE BRUN ET SEL DE MER', 'TOFU', 'PROTEINE DE SOYA', 'JUS DE CITRON', 'PERSIL', 'ANETH', 'SEL', 'EPICES']","['Non végétalien', 'Non végétarien']",?,165,690 kj(165 kcal),"2,4","0,39","26,66","0,19","18,82","0,23","0,092",['Gourmet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,"['Céleri', 'Œufs', 'Poisson', 'Gluten', 'Soja']",,,,,,,
1160,Homard Cuit - Star of the Sea - 275g,0676804012756,['France'],"['Homard cuit entier', 'eau', 'sel de cuisine']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,98,410 kj(98 kcal),"0,6","0,1","1,3",0,"20,5",1,"0,4","['Star of the Sea', 'Frial S.A.S.']",,,3,"['Produits de la mer', 'Surgelés', 'Crustacés', 'Homards']",0.6 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,,,-19%,-89%,-89%,-40%,-100%,+42%,-5%,-5%,0,-100%,B,-100%,E,88.4%,0.0%,2.5%,6.2%,1.2%,1.6%,18,275 g,['Point Vert'],['Canada'],,Homard Cuit Surgelé,"['Sachet', 'Plastique', 'Surgelé', '07']",['Canada'],['Franprix'],,,
1161,Homard Américain Cru - Cuisine & Océan - 350g,0676804037605,['France'],"['Homard ', 'Homarus americanus', ' ', 'crustacés', 'pêché au casier en Atlantique Nord-Ouest FAO 21', 'eau', 'sel']","['Non végétalien', 'Non végétarien']",?,90,377 kj(90 kcal),"1,5",0,"0,5",0,19,"0,825","0,33",['Cuisine & Océan'],,,3,"['Produits de la mer', 'Surgelés', 'Crustacés', 'Homards']",1.5 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.825 g,en quantité modérée,,,-26%,-72%,-100%,-77%,-100%,+32%,-21%,-21%,-1,-168%,A,-168%,E,88.4%,0.0%,2.5%,6.2%,1.2%,1.6%,18,350 g,"['Pêche durable', 'Pêché au casier']","['Canada', 'Atlantique Nord-Ouest', 'FAO 21', 'Île du Prince Édouard']",['Crustacés'],,"['Plastique', 'Surgelé']",,['Intermarché'],,,
1162,Sosalty  - Treehouse  - 130g,0677817162087,['France'],[],[],?,?,,?,,?,,?,,,['Treehouse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 g,,,,,,,,,,
1163,Caramel érable,0678039187056,['France'],[],[],?,460,1925 kj(460 kcal),18,12,74,70,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Bebida de sabila - Jayone,0678108144454,['France'],"['Eau purifiée', 'sucre', ""gel d'aloé vera"", 'aloé vera en poudre acidifiant : acide citrique', 'anti-oxydant : lactate de calcium', 'arômes artificiels B6', 'vitarnine C', 'vitamine B12', 'épaississant : gomme gellane', 'acidifiant', 'citrate de sodium', 'concentré de mangue', 'colorant : beta carotène']","[""Pourrait contenir de l'huile de palme""]",?,110,460 kj(110 kcal),0,0,27,26,0,"0,062","0,025",['Jayone'],,"['E330 - Acide citrique', 'E327 - Lactate de calcium', 'E418 - Gomme gellane', 'E331 - Citrates de sodium', 'E160ai - Bêta-carotène']",4,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,26 g,en quantité élevée,0.0625 g,en faible quantité,,+29%,+24%,-100%,-100%,+36%,+42%,-100%,+67%,+67%,20,+68%,E,+68%,,,,,,,,,,,,,,,,,,,
1165,Roasted seaweed snack - Jayone Foods  Inc.,0678108171016,"['France', 'États-Unis']","['Seaweed', 'non gmo expeller pressed canola oil', 'non gmo sesame oil', 'sea salt']",[],?,600,2510 kj(600 kcal),40,0,20,0,20,"2,5",1,['Jayone Foods  Inc.'],,,3,['Snacks'],40 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,2.5 g,en quantité élevée,,+33%,+34%,+91%,-100%,-64%,-100%,+218%,+375%,+375%,12,-33%,D,-33%,,,,,,,,,,,,,,,,,"Jayone Foods, Inc.",,
1166,Crunchy Rice Roll,0678108204073,"['France', 'États-Unis']","['White sushi rice', 'natural cane juice', 'oligofructose', 'agar']","['Végétalien', 'Végétarien']",?,400,1674 kj(400 kcal),0,0,90,40,0,0,0,,,['E406 - Agar-agar'],4,['Snacks'],0 g,en faible quantité,0 g,en faible quantité,40 g,en quantité élevée,0 g,en faible quantité,,-11%,-11%,-100%,-100%,+60%,+32%,-100%,-100%,-100%,12,-33%,D,-33%,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,"Jayone Foods, Inc.",,
1167,Iceberg Water From Canada - 750 Mil Glass Bottles,0678120600006,['France'],[],[],?,7,29 kj(7 kcal),1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Craquelins artisanaux Baies de Goji et Pistaches,0678629050043,['France'],[],[],?,358,1498 kj(358 kcal),"7,5",0,55,25,15,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Plein jus - Jus cru et naturel,0678908337506,['France'],[],[],?,130,544 kj(130 kcal),1,0,29,24,2,,,['Jus cru et naturel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,"Chef Jay's Tri-o-plex Pancake & Waffle Mix, Wa. ..",0678991301002,['France'],[],[],?,198,828 kj(198 kcal),2,0,32,3,13,"0,25","0,1",['Tri-o-plex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Traditional Piccalilli,0679385000402,['France'],[],[],?,108,452 kj(108 kcal),1,0,23,19,3,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Humus épicé,0679514310037,['France'],[],"['Végétalien', 'Végétarien']",?,266,1113 kj(266 kcal),20,"3,33","13,3","3,33","6,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,
1173,Organic chia - Early Organic - 48oz,0679948100662,"['France', 'États-Unis']",['Organic chia seeds'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,469,1962 kj(469 kcal),"31,25","3,12","40,62",0,"15,62","0,04","0,016",['Early Organic'],,,1,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines']",31.2 g,en quantité élevée,3.12 g,en quantité modérée,0 g,en faible quantité,0.04 g,en faible quantité,,+54%,+56%,+365%,+259%,+1%,-100%,+30%,-84%,-84%,-2,,A,,,,,,,,,,48 oz,"['Bio', 'en:gluten-free']",,,,,,,"Global Juices and Fruits, LLC",,
1174,06739439,06739439,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Drops Mixed Berry - Dasani,06745608,['France'],"['Eau', 'essence naturelle', 'acide citrique', 'acide malique', 'citrate de potassium', 'sucralose', 'acesulfame-potassium', 'colorant', 'benzoate de potassium', 'diméthylpolysiloxane', 'sorbate de potassium']",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,['Dasani'],,"['E330 - Acide citrique', 'E296 - Acide malique', 'E955 - Sucralose', 'E950 - Acésulfame K', 'E212 - Benzoate de potassium', '', 'Risque élevé de sur-exposition', 'E900a - Polydiméthylsiloxane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,M&M's - Mars - 100grs,06761776,['France'],[],[],?,?,,?,,?,,?,,,['Mars'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100grs,,,,,,,,,,
1177,06774769,06774769,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1178,Ginger Peach Tea,0680275029212,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1179,Epicerie / Thé Bio Et équitable / Thé Rooïbos -,0680275036173,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Rooibos']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,['Bio'],,,,,,,,,
1180,Calming blend - English Tea Shoo,0680275036197,['France'],"['APAISANT BIOLOGIQUE Int•usion biologique de réglisse', 'cannelle et Inenthe poivrée', ' Ingrédients', ""' Réglisse* 33%"", 'nnorceaux de cannelle• 3001', 'Ilienthe poivrée* 22%', 'fleurs de 1500', "" Ingrédients issus de l'agriculture biologique"", ' Contient cie la réglisse: les personnes souffrant ', ""l'hypertension doivent éviter toute consommation excessive""]",[],?,1,4 kj(1 kcal),1,1,1,1,1,0,0,['English Tea Shoo'],,,,"['Boissons', 'Boissons sans sucre ajouté']",1 g,en faible quantité,1 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,,-98%,-98%,+199%,+955%,-88%,-85%,+101%,-100%,-100%,2,-64%,C,-64%,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,
1181,English Teashop Peppermint Bio,0680275036319,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1182,Epicerie / Thé Bio Et équitable / Thé Parfumé - English Tea Shop,0680275039839,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,['English Tea Shop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1183,0680275039877,0680275039877,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,
1184,Epicerie / Thé Bio Et équitable / Thé Parfumé,0680275040538,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Point Vert', 'AB Agriculture Biologique']",,,,,,,,,
1185,"English Tea Shop - Organic Sleepy Me Tea - 20 Sachet(s) - 30g, 20sachets",0680275043966,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,['English Tea Shop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30g, 20 sachets","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'LK-BIO-149']",,,,,,,,,
1186,"Epicerie / Thé Bio Et équitable / Tisanes, Infusions - english tea shop - 20sachets",0680275043973,['France'],"['FRA', ' SLIM ME - Thé vert biologique à la cannelle', 'au ginseng', ""au gingembre et aux baies d'açai"", ' Ingrédients thé vert* ', '54%', 'cannelle* ', '20% ginseng* ', '12%', 'gingembre* ', '10%', "" et baies d'açai "", '4%', "" Ingrédients issus de l'agriculture biologique""]",[],?,0,0 kj(0 kcal),0,0,0,0,0,,,['english tea shop'],['TC/PR/1185/663'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 sachets,['Bio'],['Imported ingredients'],,,['sachet de the'],['sri lanka by ceylon organic'],,,http://www.etseas.co.uk,
