,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,manufacturing,link,markets,allergens,nova_score,additives,palm_ingredients,ingredients_origins
84,Sucre de fleur de coco - Pure Via,01593101,['France'],[],[],?,383,0,93,"1,5",,1602 kj(383 kcal),0,86,"0,25","0,1","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Pure Via'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,L'epicurien,3441260003764,['France'],[],[],?,963,"0,5",55,"0,5",,4029 kj(963 kcal),"0,1",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Miel,3770008597167,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Rillettes de porc,01262995,['France'],[],[],?,410,"39,2","0,1","14,2",,1715 kj(410 kcal),"13,3","0,1","4,7","1,88",,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",39.2 g,en quantité élevée,13.3 g,en quantité élevée,0.1 g,en faible quantité,4.7 g,en quantité élevée,,+4%,+4%,+7%,-6%,-80%,-71%,-10%,+267%,+267%,25,+28%,E,+28%,,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,
88,Huile olive vierge extra - 75cl,8003470127903,['France'],[],[],?,828,92,0,0,75 cl,3464 kj(828 kcal),14,,0,0,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'IT-BIO-009']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",92 g,en quantité élevée,14 g,en quantité élevée,,,0 g,en faible quantité,,-3%,-3%,-3%,+2%,,,,,,,,,,,C,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Bouteille'],,,,,,,,
89,Poivre tchuli,3325840581609,['France'],[],[],?,150,4,0,20,,628 kj(150 kcal),0,0,"0,2","0,08","['Bio', 'Bio européen', 'ES-ECO-020-CV']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Pain bucheron,0200223013256,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Panier de Yoplait bio,936932424,['France'],[],[],?,94,"2,6","13,4","3,2",,393 kj(94 kcal),"1,7","12,8","0,12","0,048",['Bio'],['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Lait demi écrémé pasteurisé,09779594,['France'],[],[],?,46,"1,5","4,8","3,3",,192 kj(46 kcal),1,"4,8","0,11","0,044",,,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,,-2%,-2%,-4%,-1%,-0%,0%,+2%,0%,0%,-1,,A,,,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,
93,Mon escalope Milanaise 100 % filet,2208928027880,['France'],[],[],?,144,"1,4",13,18,,602 kj(144 kcal),"0,4","0,9","0,56","0,224","['Sans conservateurs', 'Nutriscore', 'Nutriscore A']",,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise', 'Escalopes panées']",1.4 g,en faible quantité,0.4 g,en faible quantité,0.9 g,en faible quantité,0.56 g,en quantité modérée,,+8%,+9%,-25%,-35%,+78%,-47%,-14%,-40%,-40%,-2,-422%,A,-422%,,D,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,
94,Rochers noix de coco - 320g,3308960011645,['France'],[],[],?,491,27,54,"3,7",320 g,2054 kj(491 kcal),24,50,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Terrine de sanglier,3377440001643,['France'],[],[],?,333,"10,4","3,47","14,7",,1393 kj(333 kcal),"10,4",0,"2,98","1,192",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Poulet,0217004045207,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,ARGETA,3838471035385,['France'],[],[],?,322,28,"5,5",12,,1347 kj(322 kcal),"2,5","0,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Céramique à partager - bar, gambas et vodka - Bofrost",69064647,['France'],[],[],?,518,9,"2,7","7,7",,2167 kj(518 kcal),"5,8","0,9","0,67","0,268",,['Bofrost'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Maïs geant aromatisé,3569880000830,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Côté marinée avec os Saveur Andalouse,2401505004261,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 54.377.006 CE', 'Montigny (Meurthe-et-Moselle, France)']",,,,,,,,,,,,,,,,,,
101,La Sauvagine,3770001619637,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Rougail saucisse,3106220035574,['France'],[],[],?,178,11,"8,6",10,,745 kj(178 kcal),"3,2","0,8","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Nutri-Fibres - 130g,2100020321302,['France'],[],[],?,?,?,?,?,130 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Vin de Bordeaux,3303292408170,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Boudin noir,2204306018303,['France'],[],[],?,272,24,"1,9",12,,1138 kj(272 kcal),"8,7",0,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Filets de poulet fermier biologique,0226997042575,['France'],[],[],?,?,?,?,?,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,C,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
107,Masdam,0239919014635,['France'],[],[],?,358,28,"0,5",23,,1498 kj(358 kcal),18,"0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Tomates pelées,0766680507948,['France'],[],[],?,25,"0,5","3,5",1,,105 kj(25 kcal),0,"2,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Concombres finement tranchés,2253020017055,['France'],[],[],?,85,"7,3","2,6","1,6",,356 kj(85 kcal),"1,3","2,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Merveilleux Spéculoos décongelé - 750g,0202206065276,['France'],"['Crème', 'spéculoos concassé 22% ', 'farine de blé', 'sucre', 'graisse de palme', 'huile de colza', 'sirop de sucre candi', 'poudre à lever : carbonate acide de sodium', 'farine de soja', 'sel', 'cannelle', 'sucre', 'stabilisant : glycérol', 'carraghénanes ', ' graisses végétales ', 'palme', 'coco', 'palmiste', 'eau blanc ,œuf_', 'en poudre', 'acidifiants : acide tartrique', 'acide citrique ', ' émulsifiant : lécithine', 'arôme naturel lait', 'sel', 'agent moussant', ' citrate de triéthyle']","['Huile de palme', 'Non végétalien']",?,407,28,36,"2,8",750 g,1703 kj(407 kcal),19,25,"0,07","0,028",,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gâteaux', 'Pâtisseries', 'Spéculoos']",28 g,en quantité élevée,19 g,en quantité élevée,25 g,en quantité élevée,0.07 g,en faible quantité,,-14%,-14%,+49%,+112%,-48%,-25%,-50%,-90%,-90%,20,-11%,E,-11%,,D,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,,['Plastique'],,,['Carrefour'],"['Œufs', 'Gluten', 'Lait', 'Soja']",4,"['E500ii - Carbonate acide de sodium', 'E422 - Glycérol', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E334 - Acide L-tartrique', 'E330 - Acide citrique', 'E322i - Lécithine', 'E1505 - Citrate de triéthyle']",['Huile de palme'],
111,Vinaigre et pulpe de figue - Hediard,3418321253321,['France'],[],[],?,114,0,29,"0,3",,477 kj(114 kcal),0,"27,5",,,,['Hediard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Salade aux deux lentilles,3760018883541,['France'],[],[],?,156,"8,7",11,"6,1",,653 kj(156 kcal),1,"0,5","0,71","0,284",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Coteaux du layon,3507110014240,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Fleur de sel de Guérande - 125g,3760019771588,['France'],[],[],?,?,?,?,?,125 g,,,,,,,,"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel', 'Sels de Guérande', 'Fleurs de sel de Guérande']",,,,,,,,,,,,,,,,,,,,,,,,B,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,
115,Haut cuisse de poulet assaisonnes thym/citron,0215171026890,['France'],[],[],?,197,14,"1,8",16,,824 kj(197 kcal),4,0,"1,3","0,52",,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",14 g,en quantité modérée,4 g,en quantité modérée,0 g,en faible quantité,1.3 g,en quantité modérée,,+3%,+3%,+13%,+19%,+466%,-100%,-13%,+71%,+71%,5,+42%,C,+42%,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
116,RIBS BARBECUE,3445420040651,['France'],[],[],?,228,16,"3,2",18,,954 kj(228 kcal),"6,1",3,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Chili,3770016967013,['France'],[],[],?,111,"5,4","3,3","6,2",,464 kj(111 kcal),"3,8","3,3","0,94","0,376","['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Fromage brebis,2480771031423,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Brisures de truffe noire,3701303590805,['France'],[],[],?,280,28,0,4,,1172 kj(280 kcal),4,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Assortiment gourmand - Henri Raffin - 5x 200g,3375220202679,['France'],[],[],?,?,?,?,?,5 x 200 g,,,,0,0,['Sans colorants'],['Henri Raffin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Panforte,8017813033028,['France'],[],[],?,401,"11,4","68,4","6,3",,1678 kj(401 kcal),1,"49,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Lomo au piment du pays basque,2416108034041,['France'],[],[],?,203,"14,6","1,1",15,,849 kj(203 kcal),"5,2","0,9",18,"7,2",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,"['FR 64.024.003 CE', 'Anglet (Pyrénées-Atlantiques, France)']",,,,,,,,,,,,,,,,,,
123,Filets de poulet fermier,0217230058453,['France'],[],[],?,138,"5,9",0,0,,577 kj(138 kcal),"1,7",0,"0,15","0,06",,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",5.9 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,,+5%,+6%,+105%,+128%,-100%,-100%,-100%,-80%,-80%,2,,B,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
124,Sodium ascorbate - 3lbs,0733739007629,['France'],[],[],?,?,?,?,?,3 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Creme cuisine,3584730091103,['France'],[],[],?,434,20,"4,9","2,6",,1816 kj(434 kcal),"13,4","3,6","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Fromage de brebis baskeriu,2092763026111,['France'],[],[],?,400,34,"1,5",22,,1674 kj(400 kcal),25,"0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Morceaux choisis de Poulet Fermier,2860251058582,['France'],[],[],?,?,?,?,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Asterix Olé,8435130124395,['France'],[],[],?,110,0,27,0,,460 kj(110 kcal),0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Gouda cumin,0210861019558,['France'],[],[],?,386,32,"0,4",24,,1615 kj(386 kcal),21,"0,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Les bouchees du soleil,2234416018764,['France'],[],[],?,189,"12,9","0,54","17,7",,791 kj(189 kcal),"3,3","0,24","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,FRAISE ciflorette 250GR,3270190011705,['France'],[],[],?,?,?,?,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Medicura Ag Medicura - Pur Jus De Noni B,4035129005007,['France'],[],[],?,15,"0,1","2,5","0,5",,63 kj(15 kcal),"0,1","2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Brie de MEAUX NRT,0203047017196,['France'],[],[],?,270,21,0,20,,1130 kj(270 kcal),15,0,2,"0,8",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",21 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,,-3%,-3%,-3%,-2%,-100%,-100%,-3%,+12%,+12%,16,+5%,D,+5%,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
134,2 filets de poulet bio blanc,0287565050057,['France'],[],[],?,?,?,?,?,,,,,,,['Bio'],,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
135,LAPIN CUISSE,0223147031168,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Chorizo vela,2228582013517,['France'],[],[],?,344,"27,2","2,7","22,7",,1439 kj(344 kcal),"9,2","1,3",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,4 croissants+ 4 chocolatines pur beurre,0260132022961,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Suprême de volaille à l'armagnac,3760191720275,['France'],[],[],?,?,?,?,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,The et infusion glacés - Dammann Frères - 62g,3259920012755,['France'],[],[],?,1,0,"0,2","0,1",62 g,4 kj(1 kcal),0,0,0,0,,['Dammann Frères'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Rhéa,3760259622107,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Cocotte de volaille cremee aux mousserons,3280950105575,['France'],[],[],?,105,"5,8","3,4","9,7",,439 kj(105 kcal),"3,2","0,5","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Namaste,3760293230139,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Vin,2051000000215,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Cocktail Olives Ail Poivron,3382510019220,['France'],[],[],?,219,19,"6,2","1,4",,916 kj(219 kcal),"2,8","0,3","4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Sésame Noir Pavot Zestes de Citron,3760280990114,['France'],[],[],?,208,"10,4","23,8","4,5",,870 kj(208 kcal),"5,4","23,2","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Saucisse sèche Le Pastou,2462773026119,['France'],[],[],?,361,"28,8","4,1","22,7",,1510 kj(361 kcal),14,"3,9",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Prunes d'ente mi-cuites,3760300520185,['France'],[],[],?,182,"0,7","36,9","1,3",,761 kj(182 kcal),"0,1","23,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Maison montfort bloc de foie gras de canard - Maison Monfort,3104544072480,['France'],[],[],?,0,51,2,"6,4",,0 kj(0 kcal),23,"1,2",0,0,,"['Maison Monfort', 'Maison Montfort']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Le petit beret,3760251400123,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Le loubéron - Franprix - 70g,3263858877119,['France'],[],[],?,431,"35,7","4,9","22,4",70 g,1803 kj(431 kcal),"24,6","0,5","1,7","0,68",,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,"['FR 42.232.001 CE', 'Saint-Haon-le-Châtel (Loire, France)']",,,,,,,,,,"['Film en plastique', 'Barquette']",,,['Franprix'],,,,,
151,Miel d'oranger - 500g,3760087481525,['France'],[],[],?,?,?,?,?,500 g,,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'agrumes"", ""Miels d'oranger""]",,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
152,Lokum,5412294004681,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Spaghettoni,8007255080070,['France'],[],[],?,378,"1,9",76,"12,4",,1582 kj(378 kcal),"0,8","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Terrine de canard aux figues,3303700004512,['France'],[],[],?,411,38,"4,2",12,,1720 kj(411 kcal),15,"3,2","1,8","0,72",,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",38 g,en quantité élevée,15 g,en quantité élevée,3.2 g,en faible quantité,1.8 g,en quantité élevée,,+34%,+34%,+44%,+58%,+144%,+416%,-15%,+18%,+18%,22,+23%,E,+23%,,E,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,
155,NexTiramisu,3760066064039,['France'],[],[],?,363,"20,47","39,4","4,9",,1519 kj(363 kcal),"13,2","25,8","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Sour Sticks,2099950295213,['France'],[],[],?,373,3,84,"2,5",,1561 kj(373 kcal),"1,8",60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Olives noires de  Nyons,3770013572067,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Zinc - 40g,0728633108961,['France'],[],[],?,0,?,?,?,40 g,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"48 Casse-croûtes, 350 Grammes, Marque BN",3061990148001,['France'],[],[],?,394,"4,9","79,1","7,1",,1648 kj(394 kcal),"2,2","27,2","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Cotes du rhone Domaine des Violettes,3395942301436,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,,,,,,,,,,,,,,,,,,,,,,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,['France']
161,Saucisson artisanal au beaufort,2268348024272,['France'],[],[],?,401,32,"1,5",27,,1678 kj(401 kcal),13,"0,5","4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 07.110.002 CE', 'Joyeuse (Ardèche, France)']",,,,,,,,,,,,,,,,,,
162,La lasagna - Armando,8005709201064,['France'],[],[],?,354,"1,3","73,2",11,,1481 kj(354 kcal),"0,3","3,2","0,004","0,002",,['Armando'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Lasagnes à garnir']",1.3 g,en faible quantité,0.3 g,en faible quantité,3.2 g,en faible quantité,0.0045 g,en faible quantité,,+1%,+1%,-34%,-42%,+6%,+16%,-8%,-84%,-84%,-3,,A,,,,,,,,,,,,,,,,,,,,
163,Lollipops do you love me - 192g,17233385,['France'],[],[],?,388,0,96,0,192 g,1623 kj(388 kcal),0,83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Klatu d'antan kelapa tua - 6x 70ml,8997204240276,['France'],[],[],?,248,24,5,2,6 x 70 ml,1038 kj(248 kcal),18,2,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Basmati rice premium - 5kg,0690225301305,['France'],[],[],?,355,"0,5",79,"8,8",5 kg,1485 kj(355 kcal),"0,1","0,5",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,,,,+8%,+7%,-52%,-58%,+11%,+105%,+17%,,,,,,,,C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,
166,Far Breton,3700956434061,['France'],[],[],?,284,"12,9","36,2","4,7",,1188 kj(284 kcal),"2,1","24,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Npk melon,6091307111524,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Jus de pomme,3760305600004,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Pain Chocolat,0254484010509,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Tarhana çorbasi,8682287360620,['France'],[],[],?,22,"0,08","4,4","0,8",,92 kj(22 kcal),"0,08","0,08","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Boiled black beans - TRS - 400g,5017689124380,"['France', 'Allemagne']","['Rehydrierte schwarze Bohnen', 'Wasser', 'Salz']","['Sans huile de palme', 'Végétalien', 'Végétarien']",296,70,"0,4","9,7","4,8",400 g,296 kj(70 kcal),0,0,"0,42","0,168",,['TRS'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots noirs']",0.4 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.42 g,en quantité modérée,,-59%,-59%,-56%,-100%,-56%,-100%,-57%,+10%,+10%,-5,,A,,,,,,,,,,,,"['Dose', 'aluminium-can']",['Italien'],,,,3,,,
172,Kurek helva,8698529310087,['France'],[],[],?,51.4,"28,7","53,5","10,5",,215 kj(51 kcal),6,"51,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Jus de Pomme d'alsace,90660016,['France'],[],[],?,50,"0,1",13,"0,14",,209 kj(50 kcal),"0,1","11,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Biscuit fuités amaretti,3770005655259,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Jus de pomme,00000300,['France'],[],[],?,43,0,"10,7","0,1",,180 kj(43 kcal),0,"10,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
