,name,bar_code,eco_score,categories,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,quantity,packaging,additives,nova_score,ingredients_origins,markets,generic_name,manufacturing,allergens,link,palm_ingredients,origin_detail
653,Pomelos rouge bio - Instant Bio - 2,3661030156210,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Pomélos']",,['France'],['POMELO ROUGE'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Instant Bio'],"['Bio', 'Bio européen', 'ES-ECO-002-AN', 'Agriculture UE', 'AB Agriculture Biologique']",2,['Filet cellulose'],,,['Espagne'],['Monoprix'],,,,http://www.agribio-terra-organic.com,,
654,Fraise inspiration,3395328353073,,,,['France'],[],[],,,,,,,,,?,,584,,2443 kj(584 kcal),,39,,23,,55,,55,,"0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Pro Plan Adult Light Riche En Dinde Et Riz Pour Chat,3222270953665,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Quatre-quarts pure beurre - Carrefour,3560071313012,,,"['EMB 22136H', ""Loudéac (Côtes-d'Armor, France)""]",['France'],[],[],,,,,,,,,?,,436,,1824 kj(436 kcal),,24,,15,,48,,29,,6,,"1,4",,"0,56",,,,,,,,,,,,,['Carrefour'],"['Nutriscore', 'Nutriscore A']",,,,,,['Carrefour'],,,,,,
657,Kilkenny Irish Beer,4053400277967,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,91227768,91227768,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Hauts de cuisse de poulet,3276280143295,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Merveilles maison 500g,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Caramel beurre salé aux éclats de cacahuètes,3770018540122,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Pruneaux d\'Agen - Reflets de France,560070439942,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Reflets de France'],,,,,,,,,,,,,
663,groene ontpitte olijven,8718247225071,,,,['France'],[],[],,,,,,,,,?,,145,,607 kj(145 kcal),,15,,2,,0,,0,,"0,9",,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,
664,9146935317378,9146935317378,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,huile de pepin de courge,3291960016379,,,,['France'],[],[],,,,,,,,,?,,884.3,,3700 kj(884 kcal),,100,,19,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
666,3614819998419,3614819998419,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Colin d’alaska pané - 200g,990530101065594336,,,,['France'],[],[],,,,,,,,,?,,223,,933 kj(223 kcal),,"11,4",,"1,2",,"17,4",,"0,5",,"11,9",,"0,6",,"0,24",,,,,,,,,,,,,,,200 g,,,,,,,,,,,
668,Liqueur de kiwi,3247424740670,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Briochette nature,3021990077237,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Houmous - Pois chiches Sésame - Blini,0191420001576,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Blini'],,,,,,,,,,,,,
671,Canistrelli citron,3565300002828,,,,['France'],[],[],,,,,,,,,?,,454,,1900 kj(454 kcal),,14,,"1,4",,75,,26,,7,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
672,Berlingots,3760133675625,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Harris,3700257701190,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
674,Miel des ruchers de Savoie,3339400002503,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Bonbon salade de fruits,3760133675595,,,,['France'],[],[],,,,,,,,,?,,387,,1619 kj(387 kcal),,0,,0,,97,,54,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Confiture extra pêche de vigne,3770008356078,,,,['France'],[],[],,,,,,,,,?,,227,,950 kj(227 kcal),,"0,2",,0,,"54,9",,"54,6",,"0,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Truite Fumée d'Auvergne-Rhône-Alpes - LE PETIT FUMET - 3tranches,16660625,D,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']","['FR 01.333.001 CE', 'Saint-André-de-Corcy (Ain, France)']",['France'],"['Oncorhynchus Mykiss élevée en Rhone Alpes France ', ' Sel']",[],8.7 g,en quantité modérée,,,0 g,en faible quantité,3.2 g,en quantité élevée,?,,?,,,,"8,7",+11%,,,0,-100%,0,-100%,23,+2%,"3,2",+16%,"1,28",+16%,,,,,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,['LE PETIT FUMET'],"['Jamais congelé', 'Sans colorants', 'Sans conservateurs', 'Fumé au bois de hêtre', 'Maître Artisan']",3 tranches,['Plastique'],,3,"['France', 'Auvergne-Rhône-Alpes']",['carrefour market'],,['Auvergne-Rhône-Alpes'],,http://www.lepetitfumet.com,,
678,Dolce Pizza 4 Formaggi Lot de 2 pizza,3242272345466,,,,['France'],[],[],,,,,,,,,?,,223,,933 kj(223 kcal),,"7,4",,"4,4",,26,,"2,2",,11,,"1,4",,"0,56",,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,
679,Tourte au riesling d'Alsace,2932323005180,,,,['France'],[],[],,,,,,,,,?,,196,,820 kj(196 kcal),,"10,2",,"5,3",,"13,3",,"0,7",,"12,7",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
680,Miel de Fleurs,3590001052506,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['France'],[],[],,,0 g,en faible quantité,0 g,en faible quantité,,,?,,?,,,,?,,0,-100%,?,,0,-100%,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
681,Pintade label P.A.C.,0287469115258,,"['Viandes', 'Volailles']","['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['AOP'],,,,,,,,,,,,
682,Mdh Sabji Masala 100G,8902167000416,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,falafel mix - nosor baladna - 200g,8681506262219,,,['TR-31-K-014969'],['France'],"['Nohut ', '% 88', 'Susam', 'Tuz', 'Kabartma tozu ', 'sodyum bikarbonat', 'Sarımsak tozu', 'Soğan tozu', 'Kimyon', 'Maydanoz', 'Kişniş', 'Kırmızı Biber', 'Asitleyici: Sitrik asit', ' Average nutrition value per Durchschnittliche Nährwerte je 100 g Energy / Energie / i Fat/Fett/ 1280kJ - 306 kcal 4', '5g of which Saturated fats/ issiiss jogwlgis 0', '3g']",[],,,,,,,,,?,,?,,,,"4,5",,,,?,,,,18,,"2,2",,"0,88",,,,,,,,,,,,,['nosor baladna'],,200g,"[""Boîte en cartao'""]","['E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']",,['Turquie'],,,['Turquie'],,,,
684,3605970879297,3605970879297,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Francfort de poulet et boeuf,8711659086803,,,,['France'],[],[],,,,,,,,,?,,225,,941 kj(225 kcal),,"17,6",,"5,4",,"1,1",,"0,5",,"12,8",,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
686,Sardine au piment d’espelette,3760148295344,,,,['France'],[],[],,,,,,,,,?,,982,,4109 kj(982 kcal),,15,,"3,9",,2,,1,,"23,3",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
687,Pain de campagne,0202037009845,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Château Saint Didier parnac,3180611029175,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Fleur de sel,788887,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Cola,3551720203099,,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,"0,5",,0,,"6,3",,6,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Abricot sec,2600110022046,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,['France'],[],[],0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,,,?,,283,+8%,1184 kj(283 kcal),+8%,"0,5",+3%,"0,02",-67%,"62,6",+8%,"53,4",+18%,"3,4",+10%,,,,,,,,,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,,,,
692,Fondue Savoyarde,3365678889164,,,,['France'],[],[],,,,,,,,,?,,342,,1431 kj(342 kcal),,27,,18,,"1,3",,"0,1",,20,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
693,Parmigiano Reggiano,2449185028344,,,,['France'],[],[],,,,,,,,,?,,402,,1682 kj(402 kcal),,30,,20,,0,,0,,32,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
694,Crocete pour chat,0052742023946,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Bourguignon de canard,0269084014635,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Beignet,2600397016400,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Bâtonnets Fourrés,3760107841711,,,,['France'],[],[],,,,,,,,,?,,359,,1502 kj(359 kcal),,"1,7",,"1,1",,83,,67,,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Terrine au Foie de Canard à la Truffe de la Saint Jean,3461952300384,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,,,
699,Confiture châtaigne bio,3153783501053,,,,['France'],[],[],,,,,,,,,?,,240,,1004 kj(240 kcal),,"0,9",,"0,2",,57,,41,,1,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
700,Vegan proyéinr,3770009699198,,,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,"9,06",,"0,23",,"1,15",,"1,15",,"80,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Coquillettes bio semi complete,3770012437671,,,,['France'],[],[],,,,,,,,,?,,347,,1452 kj(347 kcal),,"1,8",,"0,5",,69,,"2,5",,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Meringues nature,019915791,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Disfruta,8410707004621,,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,"0,1",,0,,43,,1,,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Armoise,3700216208937,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Velouté de courgette,3200744840116,,,,['France'],[],[],,,,,,,,,?,,29,,121 kj(29 kcal),,"1,2",,"0,8",,"3,8",,1,,"0,6",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
706,Lentilles cuisinées,3017800502761,,,,['France'],[],[],,,,,,,,,?,,74,,310 kj(74 kcal),,"0,3",,0,,10,,"0,5",,"6,1",,"0,61",,"0,244",,,,,,,,,,,,,,,,,,,,,,,,,,
707,Crevettes,0200836035751,,,['ASC-C-01102'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Polenta instantanée truffée,8032680600623,,,,['France'],[],[],,,,,,,,,?,,349,,1460 kj(349 kcal),,"3,4",,"0,6",,"74,5",,"0,6",,"7,8",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
709,Graton barquette,2433412029068,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Maroilles sortais aop,2230050001933,,,,['France'],[],[],,,,,,,,,?,,318,,1331 kj(318 kcal),,26,,18,,"0,5",,"0,5",,21,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,
711,Diots de Savoie,3256228433800,,,,['France'],[],[],,,,,,,,,?,,364,,1523 kj(364 kcal),,33,,13,,0,,0,,16,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
712,Petits poids carottes très fins,3017800502754,,,,['France'],[],[],,,,,,,,,?,,63,,264 kj(63 kcal),,"0,6",,"0,2",,"8,8",,"3,7",,"3,4",,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,,,,,,,,
713,PALLOMA,3907189950119,,,,['France'],"['premum quality we win përberesiti ingredients/sastav/sastojci/coctab aqua', 'olus', 'glycerin', 'lauryl glucoside', 'polyglyceryl 2', 'dipolhydroxystea rate', 'glyceryl oleate', 'dicaprylyl carbonate', '8odium benzoate', 'phenoxyethanol', 'citric acid', 'fragrance perdorimi deri me/best before prodhuar per proex sh,p,k', 'prodhon: ultra cosmetics xk', 'najbolje upotrebiti do/pok ha ynot mne bih: baxve mapa e w wwww', 'weuy suny', 'pea w aman m mapamua', 'mk bnax mapanatiba 3a be6e', '3a vyacraurema konb', 'bea anxoxon,l light cnapon 100 anaknh mapaa6a', 'premium quality aloe vera ', 'avo wet wipes']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,"['E422 - Glycérol', 'E502 - Carbonates', 'E330 - Acide citrique']",4,,,,,,,,
714,Lore des Aldudes,3760011650720,,,,['France'],[],[],,,,,,,,,?,,283,,1184 kj(283 kcal),,24,,18,,"0,1",,"0,1",,16,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
715,Lomo mariné à l'ail,2276810055174,,,"['FR 33.036.007 CE', 'Bazas (Gironde, France)']",['France'],[],[],,,,,,,,,?,,523.6,,2191 kj(523 kcal),,"5,1",,2,,"1,5",,"0,4",,"18,1",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
716,3800211071137,3800211071137,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Tendre croc l'original jambon fromage - Herta - 200g,3154230800545,D,"['Sandwichs', 'Croque-monsieur frais']","['FR 62.767.005 CE', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)']",['France'],"['Farine de blé', 'Eau', 'Jambon de porc', 'Emmental 13%', 'Fromages ', 'auf', 'Hufes végétoles ', 'cokza', 'palme', 'Protéines de lait', 'Beurre', 'Lait écrémé en poudre', 'Amidons modifiés', 'Sel', 'Levure', 'Sucre', 'Gluten de blé', 'Conservateurs : E202', 'EŽ82 ', ' Gelifiants : 41Ó', 'E415 ', ' Stabilisants : E450', 'E451', ' Dextrose', 'Arôme naturel ', 'présence naturelle de polyphénols', 'Emulsifiant : E471', 'Antioxydont : ocide ascorbique', 'Arômes', 'Jus de citron concentré', ' *Sel réduit de 25% par rapport à la moyenne de la catégorie']","['Huile de palme', 'Non végétalien', 'Non végétarien']",12 g,en quantité modérée,5.8 g,en quantité élevée,4 g,en faible quantité,1.2 g,en quantité modérée,?,,279,+16%,1167 kj(279 kcal),+16%,12,+15%,"5,8",+71%,28,+12%,4,+23%,14,+32%,"1,2",-9%,"0,48",-9%,13,+68%,D,+68%,75.7%,13.8%,5.3%,3.1%,1.7%,0.5%,51,['Herta'],,200g,"['Plastique', 'Barquette', 'Film en plastique']","['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,,['Monoprix'],,,"['Gluten', 'Lait']",,['Huile de palme'],
718,Tapenade noire à la provençale,3760143532345,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Filet de poulet jaune fermier - Carrefour,0287457037326,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Carrefour'],"['Viande Française', 'Volaille Française', 'Point Vert', 'IGP', 'Label Rouge', 'Volaille de Gascogne']",,"['Sous vide', 'Frais']",,,,['Carrefour'],,,,,,
720,Ananas tranche,2042193025253,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Boudin blanc a l'ancienne,0212460021970,,,,['France'],[],[],,,,,,,,,?,,199,,833 kj(199 kcal),,"15,96",,"6,2",,"4,6",,2,,"10,56",,"1,98",,"0,792",,,,,,,,,,,,,,,,,,,,,,,,,,
722,Croquettes,101412540427014,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Cicoria,8055732940201,,,,['France'],[],[],,,,,,,,,?,,305,,1276 kj(305 kcal),,"0,1",,"0,1",,56,,13,,"3,8",,"0,36",,"0,144",,,,,,,,,,,,,,,,,,,,,,,,,,
724,12660449,12660449,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,"Tapenade de graines de lin, paprika et piment",5413401005430,,,,['France'],[],[],,,,,,,,,?,,1098,,4594 kj(1098 kcal),,25,,2,,"5,1",,"3,5",,"3,7",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
726,Piccalilli,3760192492423,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Rosé,3387210123864,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Chewing gum,80873822,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Galette pur beurre a la fleur de sel,3663350131755,,,,['France'],[],[],,,,,,,,,?,,495,,2071 kj(495 kcal),,22,,13,,66,,28,,"6,4",,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,,,,,
730,Paté,3443705065290,,,"['EMB 65375A', 'Rabastens-de-Bigorre (Hautes-Pyrénées, France)']",['France'],[],[],,,,,,,,,?,,333,,1393 kj(333 kcal),,30,,11,,"1,5",,"0,5",,14,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
731,Tjar fan gor,8713635010109,,,,['France'],[],[],,,,,,,,,?,,155,,649 kj(155 kcal),,"5,08",,"1,13",,"20,56",,"0,24",,"6,23",,"0,362",,"0,145",,,,,,,,,,,,,,,,,,,,,,,,,,
732,Perle de coco,0637913866074,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Terrine du chasseur aux caillettes,3498301004754,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Confit de fleurs de pissenlit - Bigallet - 250g,3336770006490,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades']",,['France'],"['Macération de fleurs de pissenlit', 'sucre de canne', 'sirop de glucose-fructose', 'gélifiant ', 'pectine de fruits', 'jus de citron']",[],0.1 g,en faible quantité,0.01 g,en faible quantité,52 g,en quantité élevée,0.04 g,en faible quantité,?,,238,+7%,996 kj(238 kcal),+6%,"0,1",-61%,"0,01",-80%,58,+7%,52,+1%,"0,2",-60%,"0,04",+71%,"0,016",+71%,12,+26%,D,+26%,,,,,,,,['Bigallet'],,250 g,"['Verre', 'métal']",['E440 - Pectines'],4,,,,,,,,
735,Poulet nourri aux graines de lin,0215703038704,,,,['France'],[],[],,,,,,,,,?,,112,,469 kj(112 kcal),,"1,8",,"0,2",,0,,0,,24,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,
736,03704691,03704691,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Croissant,8012390000050,,,,['France'],[],[],,,,,,,,,?,,416,,1741 kj(416 kcal),,20,,"5,5",,50,,"20,5",,8,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
738,Fromage blanc nature,8124220541012,,,,['France'],[],[],,,,,,,,,?,,96,,402 kj(96 kcal),,"6,3",,"4,3",,"4,4",,"4,4",,"5,3",,11,,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,
739,Les croq'noisette,3760231700038,,,,['France'],[],[],,,,,,,,,?,,465,,1946 kj(465 kcal),,27,,2,,43,,40,,"9,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Comte AOP Finesse LC 6 mois,2672944017918,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.81 g,en quantité modérée,?,,428,+2%,1791 kj(428 kcal),+2%,35,+1%,23,+1%,"1,2",+160%,0,-100%,27,+0%,"0,81",-3%,"0,324",-3%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
741,Découpe de poulet jaune fermier,0263213029989,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Fish sticks,5400113670667,E,"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Batonnets de poisson']",,['France'],[],[],8.2 g,en quantité modérée,1 g,en faible quantité,0.8 g,en faible quantité,0.62 g,en quantité modérée,?,,186,+4%,778 kj(186 kcal),+7%,"8,2",+6%,1,-11%,15,+2%,"0,8",-55%,13,+23%,"0,62",-45%,"0,248",-45%,-1,-148%,A,-148%,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,,,,,,,,,,,,,,
743,Salade de fruits,2868733023097,,,,['France'],[],[],,,,,,,,,?,,41.59,,174 kj(41 kcal),,"0,38",,"0,02",,"8,04",,"6,35",,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Miel de thym,3540860049162,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Poitrine de porc fumée,0211616013456,,,,['France'],[],[],,,,,,,,,?,,1230,,5146 kj(1230 kcal),,"25,6",,"10,3",,1,,"0,5",,"15,7",,"1,97",,"0,788",,,,,,,,,,,,,,,,,,,,,,,,,,
746,Tabac a chicha,8681511386146,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Crème de marron des cévennes,3531250000214,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Tartare de legume - En Cuisine,3560070349289,,,"['EMB 56075D', 'Guer (Morbihan, France)']",['France'],[],[],,,,,,,,,?,,69,,289 kj(69 kcal),,"5,1",,"0,5",,"4,3",,"3,5",,"0,9",,"0,95",,"0,38",,,,,,,,,,,,,['En Cuisine'],,,,,,,,,,,,,
749,Andouille,2777686011504,,,"['EMB 49239A', 'Pin-en-Mauges (Maine-et-Loire, France)']",['France'],[],[],,,,,,,,,?,,258,,1079 kj(258 kcal),,17,,"9,2",,"0,7",,0,,25,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,
750,Frullato di mela e banana,8013455960036,,,,['France'],[],[],,,,,,,,,?,,59,,247 kj(59 kcal),,0,,0,,"13,6",,"12,6",,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
