,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,labels,ingredients_origins,manufacturing,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,additives,generic_name,link,origin_detail,palm_ingredients
474,24 napolitains bio,3760085324121,,,['France'],[],[],?,585,2448 kj(585 kcal),33,26,33,26,"9,4","0,1","0,04",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Poiré,3507291236363,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,pain complet - leclerc - 400g,0206003009181,400 g,['Leclerc'],['France'],"['farine de blé', 'sons de Blé', 'gluten de blé', 'remoulage et germe de blé', 'sel', 'enzymes', 'agent de traitement de la farine acide ascorbique', 'eau', 'levure', 'améliorant']",[],?,?,,?,,?,,?,,,B,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Pains de tradition française', 'Pain complet à la farine T150']",,,,['Leclerc'],['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,42.3%,30.2%,17.6%,8.7%,1.2%,0.0%,96,,['E300 - Acide ascorbique'],,,,
477,La daube et ses legumes,3760259580025,,,['France'],[],[],?,101,423 kj(101 kcal),"2,84","1,25",1,"0,75","8,3","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Tarte frambée,2006050002788,,,['France'],[],[],?,240,1004 kj(240 kcal),12,5,26,4,"6,9","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,112407428,112407428,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,"Quinoa Revolucion Mexican corn, pepper chipotle",8718885745887,,,['France'],[],[],?,117,490 kj(117 kcal),"2,6","0,4","18,7",2,"3,4","0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Rillettes 100 % canard au piment d'espelette,3356650005689,,,['France'],[],[],?,424,1774 kj(424 kcal),"40,3","15,4","0,1","0,1","15,1","1,14","0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Pistachos Tostados,8412805111133,,,['France'],[],[],?,614,2569 kj(614 kcal),52,"6,7","12,6","8,8",18,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Biski'crack,3770012620035,,,['France'],[],[],?,376.7,1576 kj(376 kcal),"9,9","1,2","58,8","11,6","11,2","1,27","0,508",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Amandes Décortiquées grilles salées - Olymp - 250gr,3449710405021,250gr,['Olymp'],['France'],[],[],?,613,2565 kj(613 kcal),0,"3,9",19,4,21,"0,1","0,04",E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes salées', 'Amandes grillées', 'Amandes grillées et salées']",,,,,,,0 g,en faible quantité,3.9 g,en quantité modérée,4 g,en faible quantité,0.1 g,en faible quantité,,-2%,-2%,-100%,-9%,+84%,-2%,-8%,-91%,-91%,0,-100%,B,-100%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,
485,Sorbet framboise - Alnatura,4104420223820,,['Alnatura'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Gourmet Basilikumpesto,8014531203719,,,['France'],[],[],?,599,2506 kj(599 kcal),63,"8,5","3,2","2,2","4,5","4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Milka oreo,7622210721785,,,['France'],[],[],?,548,2293 kj(548 kcal),21,"6,9",12,"0,6","2,1","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Chiquen caesar,4045851078095,,,['France'],[],[],?,209,874 kj(209 kcal),"8,7","1,9",22,"1,4","9,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Glace à la violette,3557340012516,,,['France'],[],[],?,160,669 kj(160 kcal),"4,7","3,1","26,4",18,3,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Brique du Forez mi chevre et vache au lait entier pasteurise,3373090142620,,,['France'],[],[],?,339,1418 kj(339 kcal),28,18,0,0,20,"0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Pépites de chocolat 72%,1000000000117,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Demi tourte de campagne,2030508057143,,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Champion Rahm Hähnchen,7613035051324,,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Gouabada,7898366930351,,,['France'],[],[],?,157.69999694824,660 kj(157 kcal),40,"8,4",32,0,"0,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Yaourt fermier,3760174651367,,,['France'],[],[],?,97.199996948242,407 kj(97 kcal),"3,04","2,01","13,6","11,5","0,11","3,18","1,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Tetra Goldfish Menu Mélange Premium,4004218183803,,,['France'],[],[],?,45,188 kj(45 kcal),0,0,14,3,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Huile Essentielle Chémotypée CITRONNIER BIO,3665606000006,,,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Super neutrose,1947058618001,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"1,018","0,407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Cereallegre - Bonduelle,8006862006084,,['Bonduelle'],['France'],[],[],?,164,686 kj(164 kcal),"7,6","0,9",18,"3,4","4,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Pramenta voda - Tesco,5051007109956,,['Tesco'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Miel de tilleul -  - 500g,8882370011136,500g,,['France'],[],[],?,?,,?,,?,,?,,,B,['pot en verre'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,
502,Confiture de mirtilles,50745111,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Coca Cola - 1.25l,5478000267412,1.25l,['Coca Cola'],['France'],[],[],?,?,,?,,?,,?,,,,['Plastique'],['Boissons'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Glace noix de coco - Leaderprice,3263859901394,,['Leaderprice'],['France'],[],[],?,211,883 kj(211 kcal),12,"5,5",23,20,2,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Caramels au beurre salé,3276990000666,,,['France'],[],[],?,420.89999389648,1761 kj(420 kcal),"12,5",7,72,"47,4","4,3","1,07","0,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Gruyère,2110086009403,,,['France'],[],[],?,405,1695 kj(405 kcal),33,21,"0,5","0,1",27,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Aliment Humide Pour Chiens Cesar Pouch Multipack En Sauce -,5900951253553,,,['France'],[],[],?,546,2284 kj(546 kcal),35,"2,8",50,"0,4",5,"1,3","0,52",,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture pour chiens']",,,,,,,35 g,en quantité élevée,2.8 g,en quantité modérée,0.4 g,en faible quantité,1.3 g,en quantité modérée,,+259%,+259%,+218%,-11%,+350%,-75%,-57%,+162%,+162%,,,,,,,,,,,,,,,,,
508,Fingers,8710998447993,,,['France'],[],[],?,492,2059 kj(492 kcal),"21,9",14,"64,8","32,3","5,5","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Salt Tortilla Chips,3535564546437,,,['France'],[],[],?,518,2167 kj(518 kcal),22,"3,7",57,"0,8","6,7","0,5","0,2",,,,['Sans gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Amandes effilées - Croqu'provence - 125g,3569880000038,125g,"[""Croqu'provence""]",['France'],[],[],?,619,2590 kj(619 kcal),53,4,10,3,21,"0,004","0,001",E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes']",,,,,,,53 g,en quantité élevée,4 g,en quantité modérée,3 g,en faible quantité,0.0037 g,en faible quantité,,-1%,-0%,+2%,-4%,-17%,-28%,-5%,-99%,-99%,0,-100%,B,-100%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,
511,Coucougnettes,3700416202247,,,['France'],[],[],?,474,1983 kj(474 kcal),22,6,54,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Chupa Chups,8410031991161,,,['France'],[],[],?,390,1632 kj(390 kcal),"1,4","0,9",93,76,1,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Natural Fitness Fois Protein Muesli Dattel Chia Nuss,4260313280803,,,['France'],[],[],?,401,1678 kj(401 kcal),17,"2,1",23,16,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Baguette l'alliance,,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Lhgwhki - Leftists - 15,64648676788138,15,['Leftists'],['France'],[],[],?,37,155 kj(37 kcal),3,4,2,80,37,4,"1,6",,['Jfjckgkg'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Abricots']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Mexilhoes,5601029001310,,,['France'],[],[],?,170,711 kj(170 kcal),"9,2","1,4","3,9",0,18,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Miel fleurs sauvages,3760245180437,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Brique du Velay,3387270190066,,,['France'],[],[],?,312,1305 kj(312 kcal),26,16,"1,8","0,1",18,"0,9","0,36",D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,26 g,en quantité élevée,16 g,en quantité élevée,0.1 g,en faible quantité,0.9 g,en quantité modérée,,-5%,-5%,-2%,-10%,+49%,-87%,-12%,-31%,-31%,11,-20%,D,-20%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,
519,Petit saucisson sec enrobé de parmesan,3173660022204,,,['France'],[],[],?,443,1854 kj(443 kcal),37,13,"0,7","0,7",26,"4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 42334A', 'Violay (Loire, France)', 'FR 42.334.001 CE', 'Violay (Loire, France)']",,,,,
520,Polenta d italie,3700238326022,,,['France'],[],[],?,336,1406 kj(336 kcal),1,"0,1","73,8","0,5","6,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,8594001020027,8594001020027,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Gelée de groseilles bonne maman,2045384301679,,,['France'],[],[],?,241,1008 kj(241 kcal),"0,1",0,59,59,"0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,L’or espresso,8711000399668,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Jus de pamplemousse,3570250090160,,,['France'],[],[],?,34,142 kj(34 kcal),0,0,"6,9","6,9","0,9",1,"0,4",,['Bouteille en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Salade de la mer,3760278131925,,,['France'],[],[],?,119,498 kj(119 kcal),58,"0,7","1,5","0,5",15,"0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Pain bauletto integrale,4056489043119,,,['France'],[],[],?,259,1084 kj(259 kcal),"4,3","0,6",42,"4,5",9,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,"Infusion bio anti-stress - L’herbier de France - 22,5g",3417960021018,"22,5g",['L’herbier de France'],['France'],['RéglisseAubier de Tilleul MatricaireSureauPlantes issus de l’agriculture biologique'],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,A,['boîte carton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Infusions en sachets']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,
528,Fleury Michon Le Tranché Fin Dégustation,3095759678010,,['Fleury Michon'],['France'],[],[],?,130,544 kj(130 kcal),5,2,"0,5","0,5",21,"1,8","0,72",,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,M&ms,0637913882647,,,['France'],[],[],?,140,586 kj(140 kcal),8,"2,5",17,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Lait,8012992009925,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Spaghetti al nero di seppia - Monoprix Gourmet,3350033739130,,['Monoprix Gourmet'],['France'],[],[],?,356,1490 kj(356 kcal),"1,5","0,3",70,"2,8",14,"0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Terrine de sanglier au cognac,3275411804043,,,['France'],[],[],?,301,1259 kj(301 kcal),27,"9,9","0,6","0,5",14,"1,8","0,72",,,"['Produits à la viande', 'Terrines', 'Terrines au Cognac']",,,,,,,27 g,en quantité élevée,9.9 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,-14%,-14%,-13%,-12%,-59%,-35%,+4%,+18%,+18%,19,-1%,E,-1%,,,,,,,,,,,,,
533,Biscuit,3472860007050,,,['France'],[],[],?,?,,?,,?,,?,0,0,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,
534,Sauce tunisiene - Amilcar,3700604201243,,['Amilcar'],['France'],[],[],?,637,2665 kj(637 kcal),"66,7","5,4","7,7","7,1","1,3","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Sorbet Plein Fruit Framboise,3428420004137,,,['France'],[],[],?,118,494 kj(118 kcal),0,0,27,25,"0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Jus de raisin blanc Pétillant,3760148670172,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Grappe de raisin,0220170028073,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Mini macarons,3760121562166,,,['France'],[],[],?,368,1540 kj(368 kcal),"6,8","5,8","72,1","46,1","3,9","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 45179A', 'Lailly-en-Val (Loiret, France)']",,,,,
539,Pain au seigle,2030506811716,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,caramels tendres au beurre salé et a la fleur de sel de guerande - ets pitel - 45g,3663350031925,45g,['ets pitel'],['France'],"['Sirop de glucose', 'sucre', 'beurre salé ', '9', '1% ', 'lait écrémé en poudre', 'fleur de sel de Guérande ', '1%', 'dextrose', 'émulsifiant : E471', 'colorant : E150a']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,398,1665 kj(398 kcal),"8,5",6,78,64,"2,5","1,1","0,44",E,['petite boîte métallique'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons durs', 'Caramel dur', 'Friandise']",,,['Normandie'],['Mont Saint-Michel'],['Lait'],4,8.5 g,en quantité modérée,6 g,en quantité élevée,64 g,en quantité élevée,1.1 g,en quantité modérée,,+12%,+8%,+1360%,+1811%,-17%,+4%,+1578%,+680%,+680%,23,+73%,E,+73%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E150a - Caramel E150a']",,,,
541,Hierbass De Mallorc,8411139100011,,,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Ormarine,3186128046209,,,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Salade de boulgour aux pois chiches et haricots rouges - Bon & Vég - 200g,5400189570106,200 g,"['Bon & Vég', 'Aldi']",['France'],"['Boulgour cuit 57 % ', 'eau', 'blé précuit', 'pois chiches 9 %', 'haricots rouges 9 %', 'huile de colza', 'concentré de poivron', 'persil', 'oignons', 'vinaigre de cidre', 'sel', 'sucre', ""vinaigre d'alcool"", 'épices', 'jus de citron concentré', 'amidon de maïs', 'fécule de pomme de terre', ""correcteur d'acidité: acétate de sodium""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,172,720 kj(172 kcal),"6,9","0,6",24,4,3,"1,7","0,68",B,"['Plastique', 'Frais']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Céréales et dérivés', 'Plats préparés', 'Aliments et boissons à base de légumes', 'Frais', 'Salades', 'Salades composées', 'Plats préparés frais', 'Gruau', ""Plats préparés d'origine végétale"", 'Gruau de blé', 'Boulghours', 'Plats à base de boulgour', 'Salades de céréales']","['Végétarien', 'Végétalien', 'Point Vert']",,['Allemagne'],['Aldi'],['Gluten'],3,6.9 g,en quantité modérée,0.6 g,en faible quantité,4 g,en faible quantité,1.7 g,en quantité élevée,,-18%,-8%,+49%,-43%,+9%,+58%,-60%,+197%,+197%,8,,C,,68.4%,0.0%,15.2%,7.8%,8.6%,0.0%,95,,['E262i - Acétate de sodium'],"Salade de boulgour, légumineuses préparées et légumes",,,
544,Cocktail de fruits,3061435000321,,,['France'],[],[],?,76,318 kj(76 kcal),"0,5","0,1",17,"7,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Muchos,5000237126288,,,['France'],[],[],?,508,2125 kj(508 kcal),26,"2,5",60,"6,7","6,1","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Rosé Sunrise,3394292420040,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Thé glacé à la limonade - Snapple,0076183004579,,['Snapple'],['France'],[],[],?,210,879 kj(210 kcal),0,0,51,50,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Mélange Tokyo,2600803019223,,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Croquettes mexican style,4056489269618,,,['France'],[],[],?,165,690 kj(165 kcal),7,"0,7",22,"1,5","2,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Zukri Sciroppo di Menta,8004180905058,,,['France'],[],[],?,370,1548 kj(370 kcal),0,0,92,89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Arachides grillées - Carrefour - 500g,8012666015184,500g,['Carrefour'],['France'],['Arachidi tostate'],[],?,613,2565 kj(613 kcal),50,"7,5",13,"4,9",24,"0,02","0,008",C,['Pastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Cacahuètes', 'Cacahuètes grillées']",,['Israël'],,['Carrefour'],,,50 g,en quantité élevée,7.5 g,en quantité élevée,4.9 g,en faible quantité,0.02 g,en faible quantité,,+1%,+1%,+2%,+5%,+7%,-6%,-7%,-98%,-98%,0,-100%,B,-100%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,
552,Rosé,3254569907929,,,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Limoncello,8008724002050,,,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Coquilles saint jacques à la bretonne,3264295007848,,,['France'],[],[],?,128,536 kj(128 kcal),"7,2","4,5","7,7","2,6","6,2","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Iogurte Aroma,5601158401722,,,['France'],[],[],?,71,297 kj(71 kcal),"1,5",1,10,10,"3,4","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Les Irrésistibles guimauves,3173287714902,,,['France'],[],[],?,441,1845 kj(441 kcal),20,"9,3",59,50,"5,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Macaron Pierre Hermé ICE cream,8436577410300,,,['France'],[],[],?,336,1406 kj(336 kcal),"13,7","4,8",47,34,"5,6","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Cellu-attaque,3492271103035,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Pindakaas kokos,8718158290014,,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,['Glas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Extra mega - Wrigley's,4009900531399,,"[""Wrigley's""]",['France'],[],[],?,182.80000305176,765 kj(182 kcal),0,0,"73,9",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Muffin pomme cannelle,3760147841429,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,3525727539451,3525727539451,,,['France'],[],[],?,?,,?,,?,,?,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Miel de fleurs du bugey cremeux,3701220200351,,,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,
564,Boisson désalterante Verveine citronnée myrtille sauvage - Mat&Elo - 1l,3770010046677,1 l,['Mat&Elo'],['France'],"['infusion de verveine citronnée', 'jus de myrtilles', 'sucre', 'jus de citron']",[],?,27,113 kj(27 kcal),"0,5","0,1","7,4","5,6","0,5","0,005","0,002",,['Verre'],"['Boissons', 'Tisanes infusées']","['Sans colorants', 'Sans arômes ajoutés', 'Sans conservateurs']",['Ardèche'],,,,3,0.5 g,en faible quantité,0.1 g,en faible quantité,5.6 g,en quantité modérée,0.005 g,en faible quantité,,+575%,+606%,+673%,+468%,+844%,+741%,+227%,+240%,+240%,8,+312%,D,+312%,,,,,,,,,,,,,
565,Cosmos energy Fruits des bois,3770015134010,,,['France'],[],[],?,51,213 kj(51 kcal),0,0,"12,6","12,4","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Pago,53528599,,['Pago'],['France'],[],[],?,45,188 kj(45 kcal),"0,5","0,1","0,5","0,5","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
