,name,bar_code,quantity,packaging,brand,traceability_code,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,manufacturing,allergens,ingredients_origins,brand_owner,palm_ingredients,link,producer_info
435,Viennese Cake Online - Torta Viennese GR.375 Bauli,8001720414797,,,['Bauli'],,,['France'],[],,[],,?,384,1607 kj(384 kcal),16,"7,4",51,29,"7,3","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,3571960005680,3571960005680,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Haricots Coco Blanc - Sabarot - 1kg,3111950002253,1 kg,"['Sachet', 'Plastique']",['Sabarot'],,,['France'],['Haricots cocos'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,296,1238 kj(296 kcal),"1,8","0,2",40,"2,2",21,"0,02","0,008","['en:gluten-free', 'Conditionné en France', 'Veggie']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs', 'Haricots cocos blancs']",,+44%,+1%,+65%,+53%,,,,,,,,1.8 g,en faible quantité,0.2 g,en faible quantité,2.2 g,en faible quantité,0.02 g,en faible quantité,+43%,-56%,+5%,-97%,-97%,-2,,A,,,,,,,,,
438,Butter Shortbread 12 X 135G - 12x 135g,5060051292859,12 x 135 g,,,,,['France'],[],,[],,?,505,2113 kj(505 kcal),"28,5","15,3","51,4","17,3","4,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Andouillette - Auchan,2600197029457,,,['Auchan'],"['EMB 56166', 'Plouay (Morbihan, France)']",['Auchan'],['France'],[],,[],,?,233,975 kj(233 kcal),19,10,"0,5","0,5",15,"1,9","0,76",,E,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes']",,+1%,+10%,-19%,-17%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,19 g,en quantité modérée,10 g,en quantité élevée,0.5 g,en faible quantité,1.9 g,en quantité élevée,+1%,+30%,+37%,+10%,+10%,19,+14%,E,+14%,,,,,,,,
440,Salad Booster,3760021920646,,,,,,['France'],[],,[],,?,546,2284 kj(546 kcal),"46,8","6,6","11,4","1,5","23,4","1,6","0,64",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,cottage cheese - Philadelphia,7622210929549,,,['Philadelphia'],,,"['France', 'Allemagne']",[],,[],,?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,
442,Sirop génépi - Bigallet,3336770001358,,,['Bigallet'],,,['France'],[],,[],,?,345,1443 kj(345 kcal),0,0,83,82,0,0,0,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Café Bio Et équitable,5453003488514,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,ginger   lemon   chai - Yogi Tea - 90grammes,4012824529380,90 grammes,['infusion ayurvédique aux plantes aux épices et aux fruits'],['Yogi Tea'],,,"['France', 'Espagne']",[],,[],,?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées', 'Infusions en sachets']",,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,
445,Soupe chinoise -,3760103000693,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,La galette de saint armel - Biscuiterie des Vénètes - 150g,3760133530191,150 g,['sachet plastique'],['Biscuiterie des Vénètes'],,['Biscuiterie de Saint Armel'],['France'],"['Farine de sarrasin Bretonne', 'beurre de baratte', 'sucre de canne Bio', "" poudre d'amandes Bio "", '7%', 'oeufs', 'fleur de sel', 'jus de citron bio ', '1 %', 'poudre levante : bicarbonate de sodium']",['E500ii - Carbonate acide de sodium'],['Non végétalien'],3,?,523,2188 kj(523 kcal),28,15,59,25,"7,4","0,81","0,324",,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",,+16%,+72%,-12%,+1%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,28 g,en quantité élevée,15 g,en quantité élevée,25 g,en quantité élevée,0.81 g,en quantité modérée,+16%,+144%,-21%,+72%,+72%,24,+42%,E,+42%,,['saint Armel'],"['Œufs', 'Lait', 'Fruits à coque']",,,,https://www.biscuiteriedesvenetes.com/produit/la-galette-bretonne-de-saint-armel-amande-citron/,
447,Chimay à la bière,2838711023555,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', ""Fromages d'abbaye""]",,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,
448,Stevia fluid - Stesweet,4260179255311,,,['Stesweet'],,,"['France', 'Espagne']",[],,[],,?,?,,?,,?,,?,,,,,"['Édulcorants', 'Additifs alimentaires', 'Succédanés du sucre', 'Édulcorants naturels']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Assortiment de chocolats fins - Beaumesnil - 440g,3222477074637,440 g,,['Beaumesnil'],,,['France'],"['Sucre - pâte de cacao - beurre de cacao - graisses végétales ', 'palmiste', 'palme', ' - poudre de lait entier - caramel aromatisé [sirop de glucose - lait concentré sucré - graisse végétale ', 'palme', "" - sucre - eau - dextrose - émulsifiants : lécithine de tournesol - mono et diglycérides d'acides gras - beurre concentré - sel - arôme] - pâte de noisettes - pâte d'amandes - cacao maigre en poudre - poudre de lait écrémé - cerises à l'alcool "", 'cerises - eau - alcool', ' - lactose - lactosérum en poudre - matière grasse de lait anhydre - noisettes entières - éclats de noisettes - brisures de nougat noir [nougat ', 'amandes - sirop de glucose - sucre - miel - pain azyme ', 'fécule de pomme de terre - eau', ' - arôme - colorant : e150b', ' - beurre de cacao] - éclats de meringues ', ""sucre - amidon de blé - blanc d'œufs - arôme"", ' - éclats de noix de pécan - sirop de glucose - émulsifiant : lécithines de tournesol - éclats de noix de macadamia - alcool - éclats de fèves de cacao torréfiés - kirsch - café - arômes - enzyme : invertase - acidifiant : acide citrique', "" traces d'orge""]","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E150b - Caramel de sulfite caustique', 'E1103 - Invertase', 'E330 - Acide citrique']","['Huile de palme', 'Non végétalien']",4,2262,542,2262 kj(542 kcal),32,17,55,52,"5,8","0,12","0,048","['Agriculture durable', 'en:UTZ Certified']",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",+0%,+0%,-5%,+7%,-4%,,,,,,,,32 g,en quantité élevée,17 g,en quantité élevée,52 g,en quantité élevée,0.12 g,en faible quantité,+0%,-3%,+11%,-17%,-17%,23,-8%,E,-8%,Assortiment de bonbons de chocolat,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,['Huile de palme'],,
450,Laitue coeur de sucrine bicolore - Bouquet,8412276584481,,,['Bouquet'],,,['France'],[],,[],,?,?,,?,,?,,?,,,,B,"['Laitues', 'Sucrines', 'en:Laitue', 'en:Sucrines']",,,,,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,,,,,,,,,,,,,,,,,,,,,,,
451,HiPP,4062300321434,,,['Hipp'],,,['France'],[],,[],,?,56,234 kj(56 kcal),"0,1",0,"12,6","11,7","0,4","0,05","0,02","['en:gluten-free', 'Sans sucre ajouté']",,"['Aliments pour bébé', 'Dès 4 mois']",,-26%,-82%,-7%,-63%,,,,,,,,,,,,,,,,-29%,-100%,+60%,+30%,+30%,,,,,,,,,,,,
452,Donto dent pepper-mint,4058172063053,,,,,,['France'],[],,[],,?,152,636 kj(152 kcal),"0,5",0,61,"0,1","0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Sun Exotic Tropical Fruit Drink,5011898001715,,,,,,['France'],[],,[],,?,25,105 kj(25 kcal),"0,5","0,5","5,7","4,9","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Pause mug corsé - Carte Noire - 20maxi dosettes,8000070023871,20 maxi dosettes,,['Carte Noire'],,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Torréfié et moulu en France'],,,,,,
455,Demi reblochon - Saveurs de nos Régions,2233408002866,,,['Saveurs de nos Régions'],,,['France'],[],,[],,1403,?,1403 kj(335 kcal),"28,1",22,"0,6","0,5","20,5","1,29","0,516",['Fabriqué en France'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",+5%,,+5%,+63%,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,28.1 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,1.29 g,en quantité modérée,+4%,+17%,+121%,-4%,-4%,14,-2%,D,-2%,,,,,,,,
456,Eti Adicto,8690526006703,,,,,,['France'],[],,[],,?,428,1791 kj(428 kcal),22,"9,2","49,3","29,1","6,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Pomme mangue,3770006385247,,,,,,['France'],[],,[],,?,356,1490 kj(356 kcal),"1,2","0,4",81,70,"1,2","0,02","0,008",['Bio'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes mangue']",,+484%,+255%,+496%,+206%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,1.2 g,en faible quantité,0.4 g,en faible quantité,70 g,en quantité élevée,0.02 g,en faible quantité,+473%,+264%,+469%,+238%,+238%,9,,C,,,,,,,,,
458,Préparation pour muffins - Cameo,8003000187308,,,['Cameo'],,,['France'],[],,['Sans huile de palme'],,?,383,1602 kj(383 kcal),18,"4,3",47,28,"6,6","0,77","0,308",['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Doubles gaufrettes belge à la noisette,20155490,,,,,,['France'],[],,[],,?,517,2163 kj(517 kcal),26,14,64,34,"5,9","0,53","0,212","['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Jambon braisé bio,0201509051108,,,,,,['France'],[],,[],,?,135,565 kj(135 kcal),0,0,"0,4","0,4","18,4","1,8","0,72","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons braisés']",,-8%,-100%,-36%,-14%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0.4 g,en faible quantité,1.8 g,en quantité élevée,-5%,-100%,-20%,-6%,-6%,3,-63%,C,-63%,,,,,,,,
461,Farine grand épeautre semi complète,3760107930330,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Huile de Colza Bio,3770000198027,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,['Bio'],C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,,,,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,,,,,,,,,,,,,,,
463,Tisane de Noël - 60g,3582813352264,60 g,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Glace buche mangue franboise - Maison de la Glace,3760124191738,,,['Maison de la Glace'],,,['France'],[],,[],,?,134,561 kj(134 kcal),"0,2",0,32,27,"0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Chips vinaigre balsamique - 150g,5400101038141,150 g,,,,,['France'],[],,[],,?,485,2029 kj(485 kcal),24,"2,4",59,"3,4","6,8","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Sirop aux arômes de fraise - Fruisco - 1l,3217690044284,1 l,"['Bouteille', 'Plastique']",['Fruisco'],,,['France'],"['Sirop de glucose-fructose', 'eau', 'sucre', 'jus concentrés de fraise et de cassis', 'acidifiant : acide citrique', 'arôme', 'conservateur : E202']","['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Végétalien', 'Végétarien']",4,?,287,1201 kj(287 kcal),"0,5","0,1","71,7",71,"0,5","0,04","0,016","['Végétarien', 'Végétalien', 'Point Vert', 'Sans colorants artificiels', 'Triman']",B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Boissons avec sucre ajouté']",,+15%,+395%,+12%,+381%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,+12%,+295%,+16%,+34%,+34%,,,,,Sirop aux arômes de fraise,"['France', 'Chambéry']",,,,,,
467,mermelada extra - D'ALMO - 450g,5600370470141,450 g,['barquette plastique'],"[""D'ALMO""]",,,['France'],"['pulpe de coing', 'sucre', ""régulateur d'acidité"", 'antioxydante,50 g de fruit pour 100g']",,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Epicerie / Thé Bio Et équitable / Thé Blanc,3760161791137,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'FR-BIO-01', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Chili Tortilla Chips,5708209101515,,,,,,['France'],[],,[],,?,491,2054 kj(491 kcal),23,10,63,"1,9",6,"1,7","0,68",['Fabriqué en Allemagne'],B,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",,+1%,+1%,+4%,-6%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,23 g,en quantité élevée,10 g,en quantité élevée,1.9 g,en faible quantité,1.7 g,en quantité élevée,+2%,+241%,+1%,+45%,+45%,22,+127%,E,+127%,,,,,,,,
470,Caviar d'aubergine - Sur le Sentier des Bergers,3760183040114,,,['Sur le Sentier des Bergers'],,,['France'],[],,[],,?,186,778 kj(186 kcal),18,"2,5","3,7","2,5","1,2","0,35","0,14",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,+1%,+8%,-30%,-23%,,,,,,,,18 g,en quantité modérée,2.5 g,en quantité modérée,2.5 g,en faible quantité,0.35 g,en quantité modérée,+1%,+20%,-16%,-69%,-69%,5,-24%,C,-24%,,,,,,,,
471,3416180012912,3416180012912,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Beef lasagne,00856560,,,,,,['France'],[],,[],,?,160,669 kj(160 kcal),"8,5","3,2","11,9","2,9","8,4","0,6","0,24",,D,"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",,+19%,+40%,-5%,+33%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,8.5 g,en quantité modérée,3.2 g,en quantité modérée,2.9 g,en faible quantité,0.6 g,en quantité modérée,+20%,+27%,+7%,-24%,-24%,1,-57%,B,-57%,,,,,,,,
473,Rillettes homard yuzu,3700966562723,,,,,,['France'],[],,[],,?,134,561 kj(134 kcal),"9,3","1,78","2,8","2,2","8,9","1,2","0,48",,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de crustacés', 'Rillettes de homard']",,-11%,-5%,-10%,-22%,,,,,,,,9.3 g,en quantité modérée,1.78 g,en quantité modérée,2.2 g,en faible quantité,1.2 g,en quantité modérée,-10%,-67%,+55%,+6%,+6%,2,-77%,B,-77%,,,,,,,,
474,Salta Kex funna & sproda - Eldorado,7340083455049,,,['Eldorado'],,,['France'],[],,[],,?,467,1954 kj(467 kcal),20,"3,3",64,"6,5","6,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Légende du Terroir - Meule Jurassienne,3324440502991,,,,,,['France'],[],,[],,?,429,1795 kj(429 kcal),34,22,"4,1","0,5",26,"0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Cube,6111005710314,,,,,,['France'],[],,[],,?,2,8 kj(2 kcal),"0,4","0,2","0,2","0,2","0,2","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Beaufort d'été,2900461000077,,,,,,['France'],[],,[],,?,403,1686 kj(403 kcal),33,22,"0,5","0,5",26,"1,6","0,64",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",,+0%,+3%,-46%,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,33 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,+0%,+7%,+151%,+40%,+40%,17,+22%,D,+22%,,,,,,,,
478,Pâton pour pizza,,,,,,,['France'],[],,[],,?,292,1222 kj(292 kcal),7,"0,9",48,"1,2","7,9","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,A table les galettes jambon emmental,3760099538514,,,['A Table'],,,['France'],[],,[],,?,205,858 kj(205 kcal),"7,8","4,6","19,4","0,5","15,1","1,4","0,56","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",B,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",,+16%,+101%,-29%,+121%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,7.8 g,en quantité modérée,4.6 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,+16%,+189%,-30%,+6%,+6%,12,+133%,D,+133%,Galettes fourrées jambon emmental,,,,,,,
480,Sprat fumé -,8710563046835,,,,,,['France'],[],,[],,?,177,741 kj(177 kcal),10,2,0,0,21,1,"0,4",,,"['Produits de la mer', 'Poissons', 'Poissons fumés']",,-2%,-1%,-100%,-4%,,,,,,,,10 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,-2%,-2%,-100%,-65%,-65%,2,-84%,B,-84%,Sprats fumés,,,,,,,
481,Café au ginseng,8033462780069,,,,,,['France'],[],,[],,?,447,1870 kj(447 kcal),"12,3","12,3","81,4",66,"2,8","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Donut Choco X4,0203376020331,,,,,,['France'],[],,[],,?,633,2648 kj(633 kcal),37,20,42,13,7,"1,1","0,44",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,+55%,+62%,-6%,+18%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,37 g,en quantité élevée,20 g,en quantité élevée,13 g,en quantité élevée,1.1 g,en quantité modérée,+55%,+89%,-23%,+16%,+16%,23,+18%,E,+18%,,,,,,,,
483,Sweety,5907758013014,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Frutos secos - Eliges,8480012015278,,,['Eliges'],,,"['France', 'Espagne']",[],,[],,?,607,2540 kj(607 kcal),49,"8,6","7,1","4,3",29,"0,12","0,048",,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",,+2%,+6%,-55%,+19%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,49 g,en quantité élevée,8.6 g,en quantité élevée,4.3 g,en faible quantité,0.12 g,en faible quantité,+2%,+18%,-25%,-87%,-87%,5,-17%,C,-17%,,,,,,,,
485,Confiture extra de mirabelles bio - Éric Bur - 370g,3144550018355,370 g,"['Bocal', 'Verre']",['Éric Bur'],,,['France'],"['Mirabelles', 'sucre', 'gélifiant : pectine de fruits']",['E440 - Pectines'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,1107,261,1107 kj(261 kcal),"0,11","0,002",64,56,"0,4",~ 0,0,"['Bio', 'Bio européen']",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",+16%,+17%,-50%,+18%,+3%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,0.11 g,en faible quantité,0.002 g,en faible quantité,56 g,en quantité élevée,0 g,en faible quantité,+18%,-96%,+9%,-100%,-100%,8,-17%,C,-17%,,,,,,,,
486,Huile de noix - Bouton d'Or,3250391658589,,,"[""Bouton d'Or""]","['EMB 59599', 'Tourcoing (Nord, France)']",,['France'],[],,[],,?,?,,?,,?,,?,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,,,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,,,,,,,,,,,,,,,,,
487,Crème de marrons bio - Les Comtes de Provence - 800g,3324498002634,800 g,"['Pot', 'Verre']",['Les Comtes de Provence'],,,['France'],"['Marrons ', '49,5%', 'sucre de canne', 'extrait de vanille', 'vanille poudre']",,[],3,?,337,1410 kj(337 kcal),"1,6","0,3",79,61,"1,8","0,01","0,004","['Bio', 'Bio européen']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,+34%,+113%,+31%,+64%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,1.6 g,en faible quantité,0.3 g,en faible quantité,61 g,en quantité élevée,0.01 g,en faible quantité,+34%,+107%,+22%,-47%,-47%,10,-13%,C,-13%,Crème de marrons bio,"['Peyruis', 'France', 'Provence']",,,,,,
488,Bio verde,4000915104707,,,['Bio Verde'],,,['France'],[],,[],,?,426,1782 kj(426 kcal),43,"6,4",4,1,"6,5","2,9","1,16",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Seitenbacher Carbs Himbeere,4008391213920,,,['Seitenbacher'],,,['France'],[],,[],,?,359,1502 kj(359 kcal),13,4,24,24,26,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Potimarron,3770000257373,,,,,,['France'],[],,[],,?,20,84 kj(20 kcal),"0,1",0,"4,1",0,"0,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Filet de thon germon a lhuile d olive,8437001683925,,,,,,['France'],[],,[],,?,203,849 kj(203 kcal),"9,5","1,7",0,0,"28,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Clementines de corse,3760160690202,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Tarte normande,3276555345584,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,"['Tartes', 'Tartes sucrées', 'Tartes normandes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Cookies chocolat,3770011760039,,,,,,['France'],[],,[],,?,401,1678 kj(401 kcal),23,11,39,23,11,"0,38","0,152",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Pâte à tartiner Lait Feuilletine - Le Comptoir de Mathilde,3700961300238,,,['Le Comptoir de Mathilde'],,,['France'],[],,['Sans huile de palme'],,?,?,,?,,?,,?,,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,"Flocon d'avoine - Auchan - 0,540kg",0269069007089,"0,540 kg",,['Auchan'],,['Auchan'],['France'],[],,[],,?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,,,,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,,,,,,,,,,,,,,,,,,,,,,
497,9 roses croustillantes - Thiriet,3292590801946,,,['Thiriet'],,['Thiriet'],['France'],[],,[],,?,278,1163 kj(278 kcal),15,8,27,"2,7","7,2","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Chocolat Lait Passion - Nestlé,3274664099121,,,['Nestlé'],,,['France'],[],,[],,?,263,1100 kj(263 kcal),"12,9","6,9","33,8","29,2","2,2","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Assortiment de gimauve au chocolat,2609713033985,,,,,,['France'],[],,[],,?,11,46 kj(11 kcal),10,10,74,57,"3,6","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
