,name,bar_code,packaging,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,labels,ingredients_origins,traceability_code,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,manufacturing,link,producer_info,brand_owner,origin_detail
396,8 Onigiri aux légumes Bouchées à base de riz et de légumes - Picard,3270160861354,,['Picard'],['Picard'],['France'],"['Riz assaisonné ', 'riz 34,8%', 'eau', 'sucre', 'vinaigre de riz', 'sel', 'chou 10,2%', 'carotte 4% ', ""châtaigne d'eau 2"", '7%', 'champignon shiitake 2% ', 'eau ', 'coriandre', 'ciboule', 'graine de sésame noir', 'sauce soja [eau', 'graine de soja', 'farine de blé ', 'gluten', 'sel]', 'huile de soja', 'algue wakamé séchée 0,4%', 'amidon de maïs', ""gingembre frit à l'huile de soja"", ""ail frit à l'huile de soja"", 'huile de sésame', 'sucre de canne', 'sel', 'poivre blanc']",['Végétarien'],?,136,569 kj(136 kcal),"2,3","0,4",25,"2,6","2,8","0,8","0,32",,"['Snacks', 'Snacks salés', 'Surgelés', 'Onigiri']",['Végétarien'],,,,"['Gluten', 'Soja']",4,2.3 g,en faible quantité,0.4 g,en faible quantité,2.6 g,en faible quantité,0.8 g,en quantité modérée,,-16%,-16%,-24%,-20%,-10%,-51%,-30%,+2%,+2%,2,-5%,B,-5%,,,,,,,,,,,,,,,
397,Ravioli Trattoria Cèpes 250 g Ea - Rana,8001665011617,,['Rana'],,"['France', 'Espagne']","['Relleno 53%: setas boletus ', 'Boletus edulis y su tipo', ' 15%', 'fibras vegetales', 'requesón ', 'suero de leche,leche', 'sal', 'champiñon ', 'Agaricus bisporus', ' 9%', 'pan rallado ', 'harina de trigo blando', 'agua', 'sal', 'levadura', 'queso mozzarella', 'queso mascarpone', 'almidones', 'aceite de girasol', 'cebolla', 'suero de leche en polvo', 'vino blanco', 'aromas naturales ', ' contienen leche', 'trigo y cebada', 'sal', 'perejil 1,3%', 'lactosa', 'ajo en polvo', 'leche desnatada en polvo', 'pimienta negra', ' Pasta 47%: harina de trigo blando', 'huevos 30%', 'sémola de trigo duro']",['Non végétalien'],1116,265,1116 kj(265 kcal),"6,6","2,4",41,4,"8,5","1,3","0,52",250 g,,,,,,"['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Galette frangipane,3276550576778,,,,['France'],[],[],?,?,,?,,?,,?,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,
399,Yaourt au laitbde brebis -,20057312,,,,['France'],[],[],?,117,490 kj(117 kcal),"2,3",2,19,18,4,0,0,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la cerise', 'Yaourts au lait de brebis']",,,,,,,2.3 g,en faible quantité,2 g,en quantité modérée,18 g,en quantité élevée,0 g,en faible quantité,,+16%,+15%,-27%,-2%,+36%,+40%,+10%,-100%,-100%,3,+2%,C,+2%,,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,
400,Pains au chocolat - Everyday - 360g,5400141222500,['Paquet de 8 pièces'],['Everyday'],['Colruyt'],"['Belgique', 'France']","['Pains au chocolat - Farine de blé', 'huiles végétales ', 'palme', 'colza', '12 % chocolat [sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'E322', ']', 'eau', 'sucre', 'levure', 'sel', 'émulsifiants ', 'E471', 'E472e', 'arômes naturels ', 'dont vanille', 'gluten de blé', 'épaississants ', 'E410', 'E466', 'protéines de lait', 'levure désactivée', 'colorant ', 'E160a']","['Huile de palme', 'Non végétalien']",?,413,1728 kj(413 kcal),21,"9,4",48,15,"7,1","0,9","0,36",360g,"['Snacks', 'Snacks sucrés', 'Viennoiseries']","['Agriculture durable', 'Point Vert', 'en:UTZ Certified', 'Cacao certifié UTZ']",,,"['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E410 - Gomme de caroube', 'E466 - Carboxyméthylcellulose', 'E160a - Carotènes mélangés']","['Gluten', 'Lait']",4,21 g,en quantité élevée,9.4 g,en quantité élevée,15 g,en quantité élevée,0.9 g,en quantité modérée,,+13%,+13%,+35%,+7%,0%,-6%,-3%,+13%,+13%,18,+5%,D,+5%,['Huile de palme'],,,,,,,,,,,,,,
401,Pom Potes,08188241,,['Pom Potes'],,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Le supérieur - Fleury Michon,3302740459023,['Barquette'],['Fleury Michon'],,['France'],"['Jambon de porc', 'sel', 'bouillon ', 'eau', 'os de porc', 'viande de porc', 'épices', 'dextrose de maïs', 'jus concentrés ', 'céleri', 'betterave jaune', 'blette et carotte', 'ferments', 'antioxydant: ascorbate de sodium,']","['Non végétalien', 'Non végétarien']",?,116,485 kj(116 kcal),"2,8",1,"0,7","0,7",22,"1,8","0,72",,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Nutriscore', 'Nutriscore C']",,"['FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",['E301 - Ascorbate de sodium'],['Céleri'],4,2.8 g,en faible quantité,1 g,en faible quantité,0.7 g,en faible quantité,1.8 g,en quantité élevée,,-12%,-11%,-42%,-46%,+5%,+18%,+4%,-4%,-4%,3,-57%,C,-57%,,E,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,
403,Purée de pommes de terre - Everyday - 500g,5400141192926,,['Everyday'],['Colruyt'],"['Belgique', 'France']",[],[],?,360,1506 kj(360 kcal),"0,6","0,3",77,"0,7","7,7","0,08","0,032",500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'Purées de pommes de terre en flocons']",,,,,,,,,,,,,,,,+15%,+14%,-62%,-68%,+22%,-74%,+10%,-88%,-88%,,,,,,B,59.9%,18.8%,8.6%,5.6%,5.0%,2.0%,90,,,,,,
404,BLEDINA COUPELLES FRUITS Harmonie de Fruits 4x100g Dès 6 Mois - 400g,3041091400352,,"['Blédina', 'Coupelles fruits']",,['France'],"[""Purée de pommes 48,9 % - Purée de pêches 26,0 % - Purée de bananes 15,0 % - Purée d'ananas 10,0 % - Vitamine C""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",233,55,233 kj(55 kcal),"0,2","0,05",12,"10,6","0,5","0,006","0,002",400 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Aliments pour bébé', 'Goûters et desserts pour bébé', 'Compotes', 'Dès 6 mois', 'Compotes pour bébé']",,,,,,1,,,,,,,,,+1%,0%,+0%,-19%,+28%,+1%,+4%,+14%,-70%,-70%,,,,,,B,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,Purée de fruits adaptée à bébé.,,,,,
405,Assortiment de biscuits - Gala - 750g,27035733,,['Gala'],,['France'],"['Farine de blé', 'sucre', 'chocolat noir 14 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'matière grasse de lait anhydre', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille', 'chocolat au lait 14 % ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lactose ', 'lait', 'émulsifiant ', 'lécithine de soja', 'graisses végétales ', 'palmiste', 'palme', 'chocolat blanc 5 % ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille', 'beurre ', 'lait', 'œufs ', 'plein air', 'sirop de sucre inverti', 'huile de colza', 'farine de soja', 'dextrose', 'chocolat en flocons ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'lait entier en poudre', 'matière grasse de lait anhydre', 'arôme naturel de vanille', 'sel', 'poudres à lever ', 'carbonates de sodium', ""carbonates d'ammonium"", 'diphosphates', 'cacao maigre en poudre ', 'émulsifiant ', 'lécithine de soja', 'noix de COco', ""blanc d'œuf "", 'plein air', 'lait écrémé en poudre', 'arômes naturels', 'amidon de blé', 'lait entier en poudre', 'émulsifiant ', 'lécithine de soja', 'cannelle', 'extrait naturel de vanille', 'Chocolat noir : cacao 46 % minimum', 'Chocolat au lait : cacao 31 % minimum', 'Chocolat en flocons : cacao 40,9 % minimum', 'Cacao maigre en poudre : beurre de cacao 10 %', 'Peut contenir des traces de fruits à coque ', 'noisettes', 'amandes', ""Conserver à l'abri de la chaleur et de l'humidité"", 'Auswahl an feinen Keksen - Zutaten: Weizenmehl', 'Zucker', 'dunkle Schokolade 14 % ', 'Zucker', 'Kakaomasse', 'Kakaobutter', 'wasserfreies Milchfett', 'Emulgator ', 'Sojalezithin', 'natürliches Vaníllearoma', 'Vollmilchschokolade 14 % ', 'Zucker', 'Kakaobutter', 'Vollmilchpulver', 'Kakaomasse', 'Milchzucker', 'Emulgator ', 'Sojalezithin', 'pflanzliche Fette ', 'Palmkern', 'Palm', 'weiße Schokolade 5 % ', 'Zucker', 'Kakaobutter', 'Vollmilchpulver', 'Emulgator ', 'Sojalezithin', 'natürliches Vanillearoma', 'Butter ', 'Milch', 'Eier ', 'aus Freilandhaltung', 'Invertzuc - kersirup', 'Rapsöl', 'Sojamehl', 'Dextrose', 'Schokoladenflocken ', 'Zucker', 'Kakaomasse', 'Kakaobutter', 'Vollmilchpulver', 'wasserfreies Milchfett', 'natürliches Vanillearoma', 'Salz', 'Backtriebmittel ', 'Natriumcarbonate', 'Ammoniumcarbonate', 'Diphosphate', 'fettarmes Kakaopulver ', 'Emulgator ', 'Sojalezithin', 'Kokosnuss', 'Hühnereiweiß ', 'aus Freilandhaltung', 'Magermilchpulver', 'natürliche Aromen', 'Weizenstärke', 'Vollmilchpulver', 'Emulgator ', 'Sojalezithin', 'Zimt', 'natürliches Vanille-Extrakt', 'Dunkle Schokolade: Kakao 46 % mindestens', 'Vollmilchschokolade: Kakao 31 % mindestens', 'Schokoladenflocken: Kakao 40,9 % mindestens', 'Magerkakaopulver: Kakaobutter 10 %', 'Kann Spuren von Schalen - früchten ', 'Haselnüsse', 'Mandeln', ' enthalten', 'Kühl und trocken lagern', 'Ton minoto houdhoor tot', 'zio niülront']","['Huile de palme', 'Non végétalien']",?,516,2159 kj(516 kcal),"25,9",15,"63,6","39,1","5,9","0,4","0,16",750 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Assortiments de biscuits']","['Agriculture durable', 'en:UTZ Certified']",,,"['E322i - Lécithine', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,25.9 g,en quantité élevée,15 g,en quantité élevée,39.1 g,en quantité élevée,0.4 g,en quantité modérée,,+5%,+5%,+12%,+16%,+0%,+28%,-5%,-30%,-30%,25,+9%,E,+9%,,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,
406,Poulet basquaise et riz aux légumes bio - Bio Village - 280g,3564707148382,,"['Bio Village', 'Marque Repère']",['Leclerc'],['France'],"['Riz cuit* 46 % ', 'eau', 'riz', 'émincés de viande de poulet traité en salaison cuit rôti 16 % ', 'viande de poulet* ', 'origine : France', ' 15 %', 'fécule de pomme de terre*', 'dextrose*', 'sel', 'tomate pelée concassée au jus* 8 % ', 'tomate*', 'jus de tomate*', 'poivron rouge* 8 %', 'poivron jaune* 8 %', 'oignon*', ""huile d'olive vierge extra*"", 'double concentré de tomate* 1 %', ""pulpe d'ail* 1 %"", 'amidon de maïs*', 'sel', 'basilic*', 'bouillon de légumes déshydraté ', 'maltodextrine de maïs*', 'sel', 'oignon*', 'extrait de levure* huile de tournesol*', 'poireau*', 'jus de carotte concentré*', 'paprika*', 'fenouil*', 'tomate*', 'livèche*', 'CÉLERI*', 'ail*', 'bouillon de volaille déshydraté ', 'maltodextrine de maïs*', 'sel', 'graisse et viande de volaille* oignon*', 'poireau*', 'arôme naturel', 'antioxydant : extrait de romarin', 'piment fort*', 'poivre*', ""* Ingrédients issus de l'agriculture biologique""]","['Non végétalien', 'Non végétarien']",529,?,529 kj(126 kcal),3,"0,6",18,"1,6","6,1","0,7","0,28",280 g,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes', 'Poulets basquaise']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['E392 - Extrait de romarin'],['Céleri'],4,3 g,en quantité modérée,0.6 g,en faible quantité,1.6 g,en faible quantité,0.7 g,en quantité modérée,+15%,,+9%,-20%,-32%,+58%,-10%,-19%,-18%,-18%,0,-100%,B,-100%,,C,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,,,
407,Boulgour mélo - Priméal - 300g,3380380087110,,['Priméal'],,['France'],[],"['Végétalien', 'Végétarien']",?,343,1435 kj(343 kcal),"3,7","0,5",56,"4,5",16,"0,01","0,004",300 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Céréales et pommes de terre', 'Légumineuses', 'Céréales et dérivés', 'Gruau', 'Gruau de blé', 'Boulghours']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique', 'Biopartenaire']",,,,,,3.7 g,en quantité modérée,0.5 g,en faible quantité,4.5 g,en faible quantité,0.01 g,en faible quantité,,+13%,+12%,+25%,+4%,+3%,+137%,+52%,-96%,-96%,-1,,A,,,B,68.4%,0.0%,15.2%,7.8%,8.6%,0.0%,95,,,,,,
408,Bouillon pour pot au feu - Auchan,3596710455447,,['Auchan'],['Auchan'],['France'],[],[],?,172,720 kj(172 kcal),"2,4","0,3","22,3","4,9","14,9",5,2,,,['Produit en braille'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Lion Nestlé polonais - 40g,5900862017886,['PP'],"['Lion', 'Nestle']",['Auchan'],"['Biélorussie', 'France', 'Pologne']","['syrop glukozowo-fruktozowy', 'prażone orzechy ziemne', 'cukier', 'oleje roślinne ', 'palmowy', 'shea', 'z ziaren palmowych', 'zagęszczone mleko słodzone ', 'mleko', 'cukier', 'mąka pszenna', 'serwatka w proszku ', 'z mleka', 'maltodekstryna', 'kakao w proszku ', '2,4%', ' o obniżonej zawartości tłuszczu', 'sól', 'odtłuszczone mleko w proszku', 'emulgatory ', 'lecytyny', 'E476', 'skrobia pszenna', 'naturalny aromat orzechów ziemnych', 'aromat naturalny', 'substancja spulchniająca ', 'węglany sodu', 'cukier karmelizowany', 'substancja zagęszczająca ', 'karagen', ' \rMoże zawierać: orzechy i soję']",['Non végétalien'],?,200,837 kj(200 kcal),"10,2","4,6","23,5","17,9","3,1","0,26","0,104",40 g,"['Snacks', 'Snacks sucrés']","['EAC', 'Arômes naturels']",,,"['E322 - Lécithines', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500 - Carbonates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'pl:orzechy ziemne', 'pl:orzechów ziemnych']",4,10.2 g,en quantité modérée,4.6 g,en quantité modérée,17.9 g,en quantité élevée,0.26 g,en faible quantité,,-55%,-55%,-50%,-54%,-59%,-50%,-48%,-32%,-32%,9,-53%,C,-53%,,,,,,,,,,,,,,,
410,"Bio Maiswaffeln mit Amaranth und Fenchelsamen, glutenfrei - Alnatura - 115g",4104420206618,,['Alnatura'],,['France'],"['Mais 94%', 'Amaranth 4%', 'Fenchelsamen', 'Meersalz']",[],?,376,1573 kj(376 kcal),"3,4","1,3",74,"0,6","9,3","0,52","0,208",115 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']","['Bio', 'Bio européen', 'en:gluten-free', 'CZ-BIO-001', 'Agriculture UE/Non UE']",,,,,,3.4 g,en quantité modérée,1.3 g,en faible quantité,0.6 g,en faible quantité,0.52 g,en quantité modérée,,-5%,-5%,-16%,+62%,-7%,-65%,+21%,+21%,+21%,-3,-301%,A,-301%,,B,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,
411,Burrata - Migros,7613269973973,,['Migros'],['Migros'],"['France', 'Suisse']","['lait', 'crème UHT 41%', 'sel de cuisine']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,256,1071 kj(256 kcal),24,15,2,2,8,"0,54","0,216",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Burrata']",,,,,['Lait'],3,24 g,en quantité élevée,15 g,en quantité élevée,2 g,en faible quantité,0.54 g,en quantité modérée,,+4%,+4%,+14%,+12%,+41%,+59%,-34%,-3%,-3%,11,+15%,D,+15%,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,
412,Bepanthen Pommade - 50g,3400935940179,['Tube'],,,['France'],[],[],?,?,,?,,?,,?,,,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,"Les végétariens - Falafels fèves, coriandre et menthe - Auchan - 400g",3596710464524,"['Carton', 'Surgelé']",['Auchan'],['Auchan'],['France'],"['Pois chiches précuits 47% ', 'eau', 'pois chiches', 'fèves 15%', 'oignons préfrits ', 'oignons', 'huile de tournesol', 'eau', ""huile d'olive vierge extra"", 'huiles végétales ', 'tournesol', 'colza', 'farine de blé', 'coriandre 2%', 'persil', 'sel', 'cumin', 'menthe douce 0,6%', 'ail déshydraté', 'épaississant : méthylcellulose', 'poivre noir', ' Traces éventuelles de lait', 'mollusques', 'œuf', 'poissons', 'soja', 'céleri']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,222,929 kj(222 kcal),13,"1,6",16,"1,8",7,"0,75","0,3",400 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Surgelés', 'Plats préparés', ""Plats préparés d'origine végétale"", 'Falafels', 'Plats préparés surgelés', 'Falafels surgelés']","['Produit en braille', 'Nutriscore', 'Nutriscore A', 'Triman']",,"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",['E461 - Méthylcellulose'],['Gluten'],4,13 g,en quantité modérée,1.6 g,en quantité modérée,1.8 g,en faible quantité,0.75 g,en quantité modérée,,+12%,+5%,+25%,+4%,-20%,-19%,-6%,-22%,-22%,-3,-455%,A,-455%,,A,44.2%,22.1%,10.5%,13.1%,5.9%,4.2%,94,"Préparation à base de pois chiches, de fèves, de coriandre et de menthe, cuite, surgelée",,,,,
414,Paneangeli Lievito X3 - 3x 16g (48g),8002060110097,['Sachet'],['Paneangeli'],,"['France', 'Italie', 'Pays-Bas']","['difosfato disodico E450', 'carbonato acido di sodio E500', 'amido di mais', 'stabilizzante: sali di calcio degli acidi grassi E470a', 'aromi']",[],?,?,,?,,?,,?,,,3 x 16 g (48g),['it:Lieviti'],['en:gluten-free'],,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Cereales y Achicoria - Carrefour - 200g,8431876124705,,['Carrefour'],['Carrefour'],"['France', 'Espagne']","['Cebada 51%', 'malta de cebada 24%', 'achicoria 21%', 'centeno 4%']",[],1545,364,1545 kj(364 kcal),"0,5","0,1",82,"2,3","5,5","0,21","0,084",200 g,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",,,['RGSEAA 25.00260/P'],,,,,,,,,,,,+36%,+184%,+152%,-83%,-96%,+255%,-84%,+19%,-33%,-33%,,,,,,E,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,"Extracto soluble de cereales tostados, malta y achicoria.",,,Fabricado en España por R.G.S.E.A.A. 25.00260/P.,,
416,Doritos - 62gr,7501011123588,['Bolsa'],['Doritos'],['Oxxo'],"['France', 'Mexique', 'Espagne']",[],[],1880,450,1880 kj(450 kcal),"23,3",10,"53,3","3,33","6,67","0,567","0,227",62 gr,['Snacks'],,,,,,,23.3 g,en quantité élevée,10 g,en quantité élevée,3.33 g,en faible quantité,0.567 g,en quantité modérée,-3%,0%,0%,+11%,+11%,-5%,-89%,+6%,+8%,+8%,11,-39%,D,-39%,,,,,,,,,,,,,,,
417,Miel de fleurs - Famille Michaud - 250g,3088541002957,,"['Famille Michaud', 'Les Ruchers du Soleil']",,['France'],[],[],?,?,,?,,?,,?,,,250 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,"['Mélange', 'Ue/Hors UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,
418,Bouton d'Or,03279807,,"[""Bouton d'Or""]",,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Mochis glacés - Mangue - Noix de coco - Sakura - Erhard Pâtissier glacier - 210g,3428420004649,"['Carton', 'Plastique', 'Surgelé']",['Erhard Pâtissier glacier'],['Lidl'],['France'],"['LAIT entier pasteurisé', 'sucre', 'eau', 'purée de mangue 9,7%', 'farine de riz', 'CREME pasteurisée', 'sirop de sucre inverti', 'LACTOSE et protéines de LAIT', 'lait de coco en poudre 2,1% ', 'lait de coco 1,5 %', 'maltodextrine', 'caséinate de sodium ', 'LAIT', 'sirop de glucose déshydraté', 'dextrose', 'amidon de pomme de terre', 'arômes naturels', ""émulsifiant mono - et diglycérides d'acides gras"", 'stabilisants farine de graines de caroube gomme guar gomme xanthane', 'jus de citron', ""blanc d'OEUF en poudre"", 'protéines de pois hydrolysées', 'denrée alimentaire colorante ', 'concentré de potiron et de pomme', 'jus concentré de betterave', 'acidifiant acide citrique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,205,858 kj(205 kcal),"4,6","3,3",39,28,"1,8","0,06","0,024",210 g,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Mochi glacés']",,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']","['Œufs', 'Lait']",4,4.6 g,en quantité modérée,3.3 g,en quantité modérée,28 g,en quantité élevée,0.06 g,en faible quantité,,-13%,-13%,-29%,-23%,-7%,+3%,-14%,-29%,-29%,11,-2%,D,-2%,,,,,,,,,,,['France'],,,,
420,Pasta Rustiche Int. gr500 Bio G - Granoro,8007290335111,,['Granoro'],,['France'],[],[],?,352,1473 kj(352 kcal),"2,4","0,6",67,"3,4","11,5",0,0,,,"['Bio', 'Bio européen', 'IT-BIO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Fusilli 500g voiello 2015 - 500g,8076810500407,['packung(en)'],['Voiello'],,"['France', 'Italie', 'Suisse', 'Frankreich']","['Semoule de BLÉ dur variété AUREO', 'eau', ' Peut contenir des traces de SOJA']",[],1521,359,1521 kj(359 kcal),2,"0,4","69,7","3,5",14,"0,013","0,005",500 g,,['Fabriqué en Italie'],,,,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pâtes alimentaires,,,,,
422,Lait de coco - Grace - 400ml,5035139218427,"['Conserve', 'métal']",['Grace'],,['France'],"['Eau', 'Extrait de Coco Bio ', '45%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",731,175,731 kj(175 kcal),18,15,"1,6",0,"1,6","0,08","0,032",400 ml,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']","['Bio', 'Sans additifs', 'Sans lactose', 'Lk-bio']",,,,,1,18 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0.08 g,en faible quantité,+10%,+11%,+11%,+15%,+10%,-42%,-100%,+26%,+10%,+10%,11,+16%,D,+16%,,B,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,,http://www.gracefood.co.uk,,,
