,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,allergens,nova_score,ingredients_origins,manufacturing,markets,additives,traceability_code,palm_ingredients,link
27,Oeufs printaniers - Casino,3602826461385,['Casino'],['France'],[],[],?,478,2000 kj(478 kcal),19,11,72,58,"4,2","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,
28,Oeufs feuilletés lait,3602826461392,,['France'],[],[],?,467,1954 kj(467 kcal),18,"9,4",73,57,"4,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Brioche des rois fleur d'oranger - Casino,3602826461767,['Casino'],['France'],"[""BRIOCHE DES ROIS FLEUR 350 g 3035 POIDS NET Brioche couronne à la fleur d'oranger"", ' farine de blé', ' œufs frais', 'beurre 9%', 'sucre décor ', 'sucre', 'huile de palme En totalement hydrogénée', 'sucre', 'crème fraîche', 'sirop de sucre inverti', 'huile de tournesol', 'levure', ""eau de fleur d'oranger 0,9%"", 'émulsifiants: E471-E481-E472e', 'sel', 'lait entier en Poudre', 'arômes', 'épaississant: gomme de cellulose', 'arôme naturel ', 'contient alcool', 'colorant dtongine naturelle lutéine', ' Gluo Présence éventuelle de soja', 'de sulfites', 'de sesame et de fruits à coque', "" d'un sujet en porcelane dans la brioche"", "" un santon n'est pas un Jouet"", ' ne pas lasser Sel a la portée des enfants en bas-âge Lot: 3035EGP0117360 PODIS - Pé age - 35 A']","['Huile de palme', 'Non végétalien']",?,373,1561 kj(373 kcal),15,"8,2",50,14,"7,5","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Anhydride sulfureux et sulfites']",4,,,['Casino'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E466 - Carboxyméthylcellulose', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition']",,['Huile de palme'],
30,Galette des rois - Casino,3602826461774,['Casino'],['France'],[],[],?,375,1569 kj(375 kcal),15,"8,2",50,15,"7,4","0,92","0,368",,,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",15 g,en quantité modérée,8.2 g,en quantité élevée,15 g,en quantité élevée,0.92 g,en quantité modérée,,-11%,-11%,-43%,-45%,+30%,+16%,+17%,+32%,+32%,19,-1%,E,-1%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,['Casino'],,,,
31,Brioche des Rois aux Fruits Confits - Podis - 550g,3602826461781,['Podis'],['France'],"['Farine de blé', 'fruits confits 25,5 % ', 'orange', 'melon', 'papaye', 'bigarreau', 'sirop de glucose-fructose', ""sucre correcteur d'acidité: acide citrique"", 'conservateurs: sorbate de potassium - anhydride sulfureux ', 'sulfites', 'colorants : carmins - caramel ordinaire - curcumine - érythrosine - bleu brillant FCF', 'Œufs frais', 'sucre décor ', 'sucre', 'huile de palme totalement hydrogénée', 'beurre 5,5 %', 'sucre', 'eau', 'sirop de glucose-fuctose', 'crème fraîche', 'sirop de sucre inverti', 'levure', 'huile de tournesol', 'émulsifiants: E471-E481-E472e', 'sel', 'gluten de blé', 'de lait entier', 'arômes', 'gélifiants : pectine - carraghénane', ""correcteur d'acidité : acide citrique  - phosphates de potassium  - citrates de calcium"", 'épaississant : gomme de cellulose', ""colorant d'origine naturelle: lutéine""]","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,349,1460 kj(349 kcal),"9,7","5,6",59,28,"5,2","0,62","0,248",,550 g,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches aux fruits']",9.7 g,en quantité modérée,5.6 g,en quantité élevée,28 g,en quantité élevée,0.62 g,en quantité modérée,,+2%,+1%,-18%,-9%,+12%,+19%,-19%,-14%,-14%,17,+5%,D,+5%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,"['Sachet', 'Plastique']","['Œufs', 'Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",4,,,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E150a - Caramel E150a', 'E100 - Curcumine', 'E127 - Érythrosine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E333 - Citrates de calcium', 'E466 - Carboxyméthylcellulose', 'E161b - Lutéine']",,['Huile de palme'],
32,Brioche des rois - CASINO,3602826462009,['CASINO'],['France'],"['3027 500 g fanne de ble fruits confits 25% ', 'Corange melon', 'papaye', ' bigarreau', 'strop de glucose - fructose', ""sucre correcteur d'actdité acide crtnque"", 'conservateurs', ' sorbate de potasstum anhydnde sutfureux ', 'sulfites', ' colorants camns - caramel ordtnatre curcumtne eryfrlrostne -- bleu brillant FCF', 'sucre decor ', 'sucre', 'hutie de palme totalement hydrogénée', 'oeufs frats', 'beurre 5,5%', 'sucre', 'eau', 'strop de glucose-fructose', 'crème fraiche Sirop de sucre inverti', ' levure', 'hutle de tournesol', 'émulsifiants E471-E481-E472e', 'sel', 'gluten de blé poudre de lait entier', ' gélifiants pectine - carraghenane', 'arômes', ""correcteur d'acidité actde crtnque phosphate de potasstum - citrate de calcium"", 'epatsstssant', ' gomme de cellulose', 'colorant naturelle lutene Présence éventuelle de SOJa', "" de sésame et de fruits à coque sujet en porcelaine dans ta braoche Un santon n'est pas un jouet"", ' ne pas iatsser a portee des enfants en oas-aae nserver a temperature ambiante', ' r de preference le 1%11201 8 Lot: 3027El POI 17360 IS - Bourg de Peage 35 de Savoqe 26300 BOURG DE PEAGE']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,351,1469 kj(351 kcal),"9,6","5,6",60,30,"5,1","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Graines de sésame', 'Anhydride sulfureux et sulfites']",4,,,['Casino'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E333 - Citrates de calcium', 'E466 - Carboxyméthylcellulose']",,,
33,pain d'epices miel-caramel tranché,3602826482700,,['France'],[],[],?,292,1222 kj(292 kcal),"0,4",0,69,41,"2,7","0,54","0,216",,,B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",0.4 g,en faible quantité,0 g,en faible quantité,41 g,en quantité élevée,0.54 g,en quantité modérée,,-13%,-14%,-89%,-100%,-3%,+1%,-38%,+24%,+24%,14,-1%,D,-1%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,"['EMB 68066A', 'Colmar (Haut-Rhin, France)']",,
34,Chaussons Pommes Velouté Fraises - Casino,3602826482755,['Casino'],['France'],"['Patè feuilletée au beu à*son', 'garni ', '36%', ' de purée de pommes ', '25% centré de fraise 1%', ' ngrédients : farine ', 'BLÉ', ' purée de beurre ', 'LAIT', ' ', '23,0%ò', ' eau', ' sucre', ' sirop de glucose-fructose', ' uEUF', ' concentré de fraise', 'am\\don modifié ', 'BLÉ', ' sel', ' épaississant ', 'E440', "" correcteurs d'acidité "", 'ac\\de ascorbique', ' E331 iii', ' colorants ', 'El 20i', ' El 63', ' arômes', ' conservateur ', '202', 'Contient : DECO PASTILLE VELOUTE FRAISE et graisses végétales ', 'tournesol', ' colorant : El 01 ', 'l', 'El 720', 'El 7201', ' Cuits dans un atelier pouvant utiliser : céréales', 'Œuf', 'lait', 'arachide', 'fruits à coque', 'sésame', 'soja et produits à base de ces ingrédients', 'su/fites,']","['Non végétalien', 'Non végétarien']",?,356,1490 kj(356 kcal),"22,2","13,3",35,"10,1","4,1","0,7","0,28",,,B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",22.2 g,en quantité élevée,13.3 g,en quantité élevée,10.1 g,en quantité modérée,0.7 g,en quantité modérée,,+13%,+13%,+23%,+16%,+6%,-5%,+5%,+17%,+17%,19,+12%,E,+12%,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Graines de sésame', 'Soja']",4,,,['Casino'],"['E440 - Pectines', 'E331iii - Citrate trisodique']",,,
35,Chaussons creme patissière,3602826482762,,['France'],[],[],?,358,1498 kj(358 kcal),22,14,34,"8,4","4,7","0,8","0,32",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Friture chocolat noir blanc lait - Casino,3602826487620,['Casino'],['France'],[],[],?,550,2301 kj(550 kcal),34,20,54,53,"6,3",15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,
37,Baguette - Casino - 1,3602826489150,"['Casino', 'Geant']",['France'],"['Farine de blé', 'eau', 'sel', 'levure', 'gluten de blé', 'eyaln de blé déshydraté et dévitalisé', 'malt de blé torréfé', 'farine de blé malté', 'émulsifiant : E471', 'agent de traitement de la farine : acide ascorbique']","[""Pourrait contenir de l'huile de palme""]",?,283,1184 kj(283 kcal),"1,3","0,4",57,3,"9,2","0,41","0,164",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],4,,,['Casino'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']",,,
38,Petit pain aux olives 240 g,3602826490729,,['France'],[],[],?,55,230 kj(55 kcal),6,5,50,"0,5",2,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Focaccia chorizo emmental 2 parts - Casino - 390g,3602826497162,['Casino'],['France'],[],[],?,?,,?,,?,,?,,,,390g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,
40,Tartelette fruits rges,3602826498534,,['France'],[],[],?,36,151 kj(36 kcal),22,14,60,25,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Pain muesli - Casino,3602826504464,['Casino'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,
42,Bagels pavot - Casino,3602826507366,['Casino'],['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bagel']",,,,,,,,,,,,,,,,,,,,,,,54.4%,24.1%,13.6%,6.9%,1.0%,0.0%,94,,,,,,,['Casino'],,,,
43,Pain baton olive romarin,3602826508363,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Beurre de cacahuètes,3602860400050,,['France'],[],[],?,635,2657 kj(635 kcal),52,14,"9,3","4,5",29,1,"0,4","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'DE-ÖKO-006']",,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",52 g,en quantité élevée,14 g,en quantité élevée,4.5 g,en faible quantité,1 g,en quantité modérée,,+6%,+6%,+8%,+69%,-35%,-29%,+18%,+88%,+88%,21,+91%,E,+91%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,,
45,Truite fumée - Le Clos Mally,3602891047613,['Le Clos Mally'],['France'],['Bio 6 œufs frais bio de élevées en plein air VALEURS NUTRITIONELLES g'],[],?,141,590 kj(141 kcal),"9,76","2,91","0,83","0,3","12,44","0,325","0,13",['Bio'],,E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",9.76 g,en quantité modérée,2.91 g,en quantité modérée,0.3 g,en faible quantité,0.325 g,en quantité modérée,,-14%,-14%,+25%,+80%,+100%,+2%,-45%,-88%,-88%,-1,-108%,A,-108%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,"['FR 03.044.002 CE', 'Brugheas (Allier, France)']",,
46,Framboises -  - 125g,3603054033535,,['France'],['framboise variété Tulameen'],[],?,?,,?,,?,,?,,,,125 g,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Framboises', 'Framboises fraîches']",,,,,,,,,,,,,,,,,,,,,,,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,,"['Barquette', 'Plastique']",,,['Framboise de France'],"['Claude Janvier', '41230', 'Vernou en Sologne', 'France']",['Carrefour Market'],,,,
47,Graines de lotus sucrées,3603156334851,,['France'],[],[],?,297,1243 kj(297 kcal),"3,3",0,"66,7","3,3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Préparation pour marbré framboise et chocolat,3604071105526,,['France'],[],[],?,395,1653 kj(395 kcal),7,"4,2",75,52,"5,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Les gourmandises de Margot,3604076500173,,['France'],[],[],?,?,,?,,?,,?,,,"['Sans arômes artificiels', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Château Beaulieu -  - 750ml,3604894713373,,['France'],[],[],?,?,,?,,?,,?,,,['Déconseillé aux femmes enceintes'],750ml,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",,,,,,,,,,,,,,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,Vin rose,['Bouteille'],,,,['rognes en provence'],,,,,
51,Côteaux d'Aix en Provence AOP 2012 Bio Domaine Saint Estève - 750ml,3604894719818,['Domaine Saint Estève'],['France'],['Vin rosé bio'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'AOP']",750 ml,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins rosés', ""Coteaux d'Aix-en-Provence"", 'Vin-rose-bio']",,,,,,,,,,,,,,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,Vin rosé bio,"['bouteille verre', 'Bouchon']",,3,"['France', 'AOP']",,['Carrefour'],,['84 E 13'],,
52,Les chocolats au lait,3605000000004,,['France'],[],[],?,537,2247 kj(537 kcal),"32,8","18,3","52,7","49,9","6,1","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Lixi,3605260058456,,['France'],[],[],?,81,339 kj(81 kcal),"0,66","0,087","14,7","8,8","1,17","0,006","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Muesli croustillant,3605265013146,,['France'],[],[],?,458,1916 kj(458 kcal),"17,8","3,7",63,"21,5","8,6","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Allumettes Nature - Tradilège - 200g (2 * 100g),3605265014976,"['Tradilège', 'Marque Repère']",['France'],"['Viande de porc 95 %', 'sel', 'conservateurs : E250', 'E262', 'E326', 'dextrose', 'antioxydant : E316']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1056,?,1056 kj(252 kcal),20,"8,6","0,6","0,6",18,"2,5",1,"['Viande-francaise', 'Viande Porcine Française', 'Point Vert', 'Fabriqué en France', 'Qualité supérieure']",200 g (2 * 100 g),,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc']",20 g,en quantité modérée,8.6 g,en quantité élevée,0.6 g,en faible quantité,2.5 g,en quantité élevée,+1%,,-2%,-6%,+7%,-26%,-8%,+9%,-3%,-3%,21,+7%,E,+7%,,,,,,,,,"['Frais', 'Plastique']",,4,"['France', 'Bretagne']","['Bretagne', 'France']",['Leclerc'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E326 - Lactate de potassium', 'E316 - Érythorbate de sodium']","['FR 22.388.001 CE', ""Vildé-Guingalan (Côtes-d'Armor, France)""]",,
56,Poire williams - Les murs a point extraz - 4,3605265015737,['Les murs a point extraz'],['France'],[],[],?,?,,?,,?,,?,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Kiwi hayward Bio - Extaz - 4fruits,3605265023909,['Extaz'],['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE']",4 fruits,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",,,,,,,,,,,,,,,,,,,,,,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,"['Carton', 'Plastique']",,,['Italie'],,,,,,
58,3605540891827,3605540891827,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Pain au son 300g,3605580001019,,['France'],[],[],?,248,1038 kj(248 kcal),"1,4","0,4",45,"1,5",11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Tourte Campagne - Auchan - 1000g,3605580008964,['Auchan'],['France'],[],[],?,228,954 kj(228 kcal),"0,9","0,2","44,9","1,7","7,8","1,1","0,44",,1000g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
61,Le Rustique pain de campagne 1kg - 1kg,3605580012428,,['France'],[],[],?,269,1125 kj(269 kcal),"0,8","0,2","54,2","1,5","9,5","1,35","0,54",,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Buchette Cereales - La Boulange des Bastides,3605580017096,['La Boulange des Bastides'],['France'],[],[],?,292,1222 kj(292 kcal),?,"0,45",?,"2,4","2,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Pain de campagne - La Boulange Des Bastides,3605580018031,['La Boulange Des Bastides'],['France'],"[""Ener Mati' s rasseSr don tides r s sàturs s Gtucidey""]",[],?,269,1125 kj(269 kcal),"0,8","0,2","54,2","1,5","9,5","1,35","0,54",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne']",0.8 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,1.35 g,en quantité modérée,,+1%,+1%,-76%,-58%,+12%,-25%,+16%,+8%,+8%,3,+5%,C,+5%,,,,,,,,,,,,,,,,,,
64,"Rigotte de Condrieu (18 % MG) - La Mère Richard - 0,070kg",3605594400006,['La Mère Richard'],['France'],['lait cru de chèvre'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['AOP'],"0,070 kg",E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages de chèvre', 'Fromages au lait cru', 'Rigotte de Condrieu']",,,,,,,,,,,,,,,,,,,,,,,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,"['Barquette', 'Film', 'Plastique', 'Frais']",['Lait'],3,,,['U Express'],,"['FR 42.168.004 CE', 'Pélussin (Loire, France)', 'FR 63.113.659 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,
65,3605874403178,3605874403178,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Pains au lait  bio,3606334232895,,['France'],[],[],?,380,1590 kj(380 kcal),13,"2,4",55,15,"9,6","1,1","0,44",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3606360000017,3606360000017,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Colin d'Alaska - SeaSide - 400g,3606510000003,['SeaSide'],['France'],"[""Filets de Colin d'Alaska""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,75,314 kj(75 kcal),"0,8","0,1",0,0,"17,2","0,2","0,08",,400 g,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Colins', 'Filets de colin']",0.8 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,,-41%,-41%,-81%,-82%,-100%,-100%,+20%,-63%,-63%,-5,,A,,,,,,,,,,['Congelé'],,1,,,,,,,
69,Filets de cabillaud panées,3606510000638,,['France'],[],[],?,173,724 kj(173 kcal),"7,1","0,8",14,"0,8","12,8","0,8","0,32",,,E,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",7.1 g,en quantité modérée,0.8 g,en faible quantité,0.8 g,en faible quantité,0.8 g,en quantité modérée,,+48%,+53%,+134%,+97%,+157%,+61%,-18%,+69%,+69%,0,,B,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,
70,Tranches panées prefrites de filet de cabillaud - Toupargel,3606510041082,['Toupargel'],['France'],"['végétales de colza et de tournesol non hydrogénées', 'eau', 'préparation pour enrobage ', 'amidon transformé de blé ,fécule de pommes de terre', 'gluten de blé', 'sel', 'poudres à lever diphosphates - carbonates de sodium', 'poivre noir', ' Contient : poisson et gluten', ' Traces éventuelles de moutarde', "" * La présence d'arête ne peut être complètement exclue"", "" Les allergènes à déclaration obligatoire sont soulignés dans la liste d'ingrédients""]",[],?,190,795 kj(190 kcal),"7,3","0,1","17,5","1,1",13,"0,8","0,32",,,E,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",7.3 g,en quantité modérée,0.1 g,en faible quantité,1.1 g,en faible quantité,0.8 g,en quantité modérée,,+62%,+68%,+141%,-75%,+221%,+121%,-17%,+69%,+69%,-1,,A,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,"['Poisson', 'Gluten']",4,,,,"['E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,,
71,"Céleri rémoulade - Terres de fraîcheur - 2,5kg",3606520000017,['Terres de fraîcheur'],['France'],[],[],?,?,,?,,?,,?,,,,"2,5kg",B,"['Plats préparés', 'Légumes préparés', 'Céleris Rémoulade']",,,,,,,,,,,,,,,,,,,,,,,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,,,,,,,"['EMB 56075D', 'Guer (Morbihan, France)']",,
72,Emmental,3606520431767,,['France'],[],[],?,376,1573 kj(376 kcal),"29,5",21,"0,5","0,5",27,"0,64","0,256",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",29.5 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.64 g,en quantité modérée,,0%,+0%,+1%,+7%,-25%,+21%,-2%,-2%,-2%,11,-4%,D,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
73,Fromage frais de campagne - Campagne de France - 2kg,3606520436168,"['Campagne de France', 'Les Maîtres Laitiers du Cotentin']",['France'],"['lait entier pasteurisé', '7% mat gr']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,94,393 kj(94 kcal),7,"4,4","3,3","3,3","4,5","0,15","0,06",,2 kg,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à la crème']",7 g,en quantité modérée,4.4 g,en quantité modérée,3.3 g,en faible quantité,0.15 g,en faible quantité,,-36%,-37%,-34%,-37%,-39%,-31%,-33%,-55%,-55%,3,-27%,C,-27%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,Fromage frais de campagne,['Plastique'],['Lait'],3,,"['Manche', 'Normandie', 'France']",,,,,
74,Saint Marcellin le gormand X2 - La Mère Richard,3606520596350,['La Mère Richard'],['France'],['80g-Aco'],[],?,275,1151 kj(275 kcal),23,18,"0,9","0,6",16,16,"6,4",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Saint-Marcellin']",23 g,en quantité élevée,18 g,en quantité élevée,0.6 g,en faible quantité,16 g,en quantité élevée,,+1%,+2%,+2%,+7%,-32%,-23%,+1%,+1103%,+1103%,18,+33%,D,+33%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
