,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,manufacturing,additives,palm_ingredients,origin_detail,producer_info,brand_owner
430,Soupe asiatique - Yumyum,8852018201038,,,,,['Yumyum'],,,,,,['France'],"['Nouilles instantanées au goût de fruits de mer Ingrédients', 'Nouilles', 'Farine de blé', 'Huile de palme ', 'contient des antioxydants: E319', 'Fécule de ta ioca', 'Sou e ', 'arôme', 'exhausteur de goût', 'E627 E631', 'extrait de levure', 'Sel', 'régulateurs dacidité: E500„ PE452 E45P1 Épaississant E466', 'Condiments: Maltodextrine', 'Légumes ', 'carotte', 'oignon blanc', 'ail', 'Crevette ', '1,9%', "",' Exhausteurs de goût,•-E62fŒ627 E631 Surimi "", 'poisson', ""blanc d'ouf"", 'blé', 'graines de soja', 'Sel Sucre', 'Succédané de crème prop de glucdse', 'huile de no au de palme hydrogéné', 'protéines de lait', ""régulateurd'acjdité: 840"", 'émulsifiant', 'E4 1', 'Antiaaalomérant•', 'E551 amidon de maïs', 'poudre de sauce soja ', 'graines de soja', 'lé maltodextrine', 'colorant', 'Ë150c', 'acide: E330à', 'Algue marine déshydratée', 'Arôme de fruits de mer', 'Acide: E2é6', 'Huile de palme ', 'contient des antioxydants: E320', 'Ce ìòduj!estsusceptible de contenirdes traces de sésame etde céleri', '• deos instantâneos con sabor de mariscos']","['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,96,,402 kj(96 kcal),,"3,3",,"1,6",,14,,"1,1",,"2,2",,"1,1",,"0,44",,,,,,,,,,,,,,,"['E319 - Butylhydroquinone tertiaire', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E500 - Carbonates de sodium', 'E551 - Dioxyde de silicium', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E320 - Butylhydroxyanisol']",['Huile de palme'],,,
431,Peanuts nori wasabi flavor - Koh-Kae - 115g,8852023666655,D,,115g,,['Koh-Kae'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Fruits à coques et dérivés', 'Légumes et dérivés', 'Fruits à coques', 'Cacahuètes']",,,,,"['France', 'Espagne', 'Thaïlande']",[],,[],,26.8 g,en quantité élevée,5.8 g,en quantité élevée,13.6 g,en quantité élevée,1.5 g,en quantité modérée,?,,516,-13%,2159 kj(516 kcal),-13%,"26,8",-42%,"5,8",-20%,"41,8",+166%,"13,6",+136%,"21,3",-12%,"1,5",+58%,"0,6",+58%,5,-17%,C,-17%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,,
432,Sauce Piment Poulet THAI DANCER 900G - 735ml / 900g,8852646019005,,Sauce au piment doux,735ml / 900g,['bouteille en verre'],['Thai dancer'],['Sauce pour poulet'],,['Thaïlande'],,['lym kim than'],['France'],"['Sucre', 'eau', 'piment rouge 15%', 'vinaigre distillé', 'ail', 'sel', 'amidon de mais modifié', 'épaississant: gomme xanthane']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,52.2 g,en quantité élevée,3.2 g,en quantité élevée,?,,222,,929 kj(222 kcal),,0,,0,,"55,6",,"52,2",,0,,"3,2",,"1,28",,22,,E,,,,,,,,,,['Thaïlande'],['E415 - Gomme xanthane'],,,,
433,Sweet Chilli Sauce - Thai Dancer - 340g,8852646023408,,Sauce au piment doux,340 g,"['Fiole', 'Bouteille', 'Verre']","['Thai Dancer', 'Food Specialize Co. Ltd']","['Epicerie', 'Sauces']",['Sans conservateurs'],,http://www.foodspecialize.com/product.php?cate_id=1,['Géant Casino'],['France'],"['Sucre', 'eau', 'piment rouge 14%', 'vinaigre naturel', 'ail', 'sel', 'amidon de maïs modifié', 'épaississant ', 'gomme xanthane']",,[],4,0 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,3.1 g,en quantité élevée,?,,230,-3%,962 kj(230 kcal),-2%,0,-100%,0,-100%,58,+485%,57,+782%,0,-100%,"3,1",+28%,"1,24",+28%,22,+90%,E,+90%,,,,,,,,,['Thaïlande'],['E415 - Gomme xanthane'],,,,
434,Nestle Milo Choc - 400g,8888082140706,,,400 g,,['Nestle'],,,,,,['France'],"['PROTOMALT Malt Extract ', 'Malted Barley ', '16%', 'Tapioca Starch', 'Skimmed Milk Powder ', '22%', 'Sugar', 'Fat Reduced Cocoa Powder ', '12%', 'Palm Oil', 'Minerals ', 'Dicalcium Phosphate', 'Disodium Phosphate', 'Ferric Pyrophosphate', 'Vitamins ', 'Ç 83', 'B6', 'Riboflavin', 'Flavouring']",['Gluten'],"['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,61,,255 kj(61 kcal),,"1,5",,"0,7",,"9,7",,"6,3",,"1,7",,"0,05",,"0,02",,,,,,,,,,,,,,,"['E341ii - Phosphate dicalcique', 'E339ii - Phosphate disodique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,,
435,Manner - 110Gramm,9000331693248,,,110 Gramm,,['Manner'],,"['Végétarien', 'Agriculture durable', 'Végétalien', 'en:UTZ Certified']",,,,"['France', 'Allemagne']",[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,488,,2042 kj(488 kcal),,23,,16,,63,,35,,"5,6",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,
436,Organics Ginger - Red Bull - 250ml,9002490239275,,,250 ml,['Canette'],['Red Bull'],"['Boissons', 'Boissons énergisantes', 'Boissons avec sucre ajouté']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Union européenne'],,,['France'],"['eau gazéifie', 'sucre', 'jus de citron concentre,quot,', 'arômes naturels extraits de plantes ', '0,17% : gingembre bergamote', 'citron', ""sirop de suce au caramet issu de l'agriculture biolagiue Pasteuris""]",,[],3,0 g,en faible quantité,0 g,en faible quantité,8.7 g,en quantité élevée,0 g,en faible quantité,?,,38,+6%,159 kj(38 kcal),+7%,0,-100%,0,-100%,"8,9",+11%,"8,7",+20%,0,-100%,0,-100%,0,-100%,12,+11%,E,+11%,,,,,,,,['CH-BIO-004'],['Autriche'],,,,,
437,Fine drops - wogie - 200g,9002859055553,,,200 g,,['Wogie'],['ro:Bomboane'],,,,,"['France', 'Roumanie']",[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,70 g,en quantité élevée,0 g,en faible quantité,?,,392,,1640 kj(392 kcal),,"0,5",,"0,1",,97,,70,,"0,5",,0,,0,,14,,D,,,,,,,,,,,,,,,
438,Biscuit au blé,9002859089213,,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,436,,1824 kj(436 kcal),,13,,"5,9",,75,,19,,"7,7",,1,,"0,4",,,,,,,,,,,,,,,,,,,
439,Erdbeere Fragola - Pfanner,9006900205690,D,,,,['Pfanner'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fraise']",,,,,['France'],[],,[],,0.5 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,?,,55,+20%,230 kj(55 kcal),+20%,"0,5",+196%,0,-100%,13,+23%,12,+24%,0,-100%,0,-100%,0,-100%,6,+58%,D,+58%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
440,"Pfanner C+D+A   Pineapple Carrot, Multivitamin",9006900205782,C,,,,['Pfanner'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",,,,,['France'],"['Eau', 'jus multifruits à base jus de fruits concentrés ', 'ananas ', '20%', 'orange', 'citron', 'sucre', 'jus de carotte à base de jus de carotte concentré', 'acidifiant acide citrique', ""régulateur d'acidité citrate de sodium"", 'arôme', 'vitamines ', 'C', 'D', 'bêta-carotène']",,"[""Pourrait contenir de l'huile de palme""]",4,0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0.03 g,en faible quantité,?,,45,0%,188 kj(45 kcal),+1%,"0,5",+216%,"0,1",+276%,11,+6%,10,+4%,"0,5",+48%,"0,03",+186%,"0,012",+186%,14,+107%,E,+107%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,"['E330 - Acide citrique', 'E331 - Citrates de sodium']",,,,
441,Almdudler Zuckerfrei - 1l,9006900216764,,,1 l,,['Almdudler'],['de:Kräuterlimonade'],,,,,"['France', 'Allemagne', 'Suisse']","['Wasser', 'Kohlendioxid', 'Säuerungsmittel ', 'Citronensäure', 'Farbstoff ', 'Ammoniumsulfit-Zuckerkulör', 'natürliche Kräuterextrakte', 'Süßstoffe ', 'Acesulfam K', 'Cyclamat', 'Aspartam']",,[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,"5,9",,1,,"5,9 kj(1 kcal)",,0,,0,,0,,0,,0,,"0,1",,"0,04",,0,,B,,,,,,,,,,,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique', ""E150d - Caramel au sulfite d'ammonium"", 'E950 - Acésulfame K', 'E952 - Acide cyclamique et ses sels', 'E951 - Aspartame']",,,,
442,Bravo Blutorangensaft - Rauch,9008700108256,,,,,['Rauch'],['Boissons'],,,,,"['France', 'Italie']",[],,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,10.8 g,en quantité élevée,0 g,en faible quantité,?,,46,-18%,192 kj(46 kcal),-20%,"0,1",-71%,"0,1",-15%,"10,9",-4%,"10,8",+14%,"0,2",-60%,0,-100%,0,-100%,15,+96%,E,+96%,,,,,,,,,,,,,,
443,Bravo multivitamin - Rauch,9008700125123,,,,,['Rauch'],"['Boissons', 'Boissons édulcorées']","['Contient une source de phénylalanine', 'Entrepreneurs + Engagés']",,,,['France'],"['eau', 'concentré de jus de fruits variés ', 'pomme', 'orange', 'mandarine', 'ananas', 'citron', 'poire', 'raisin', 'fruit de la passion', 'concentré de purée de fruits variés ', 'banane', 'pomme', 'pêche', 'mangue', 'abricot', 'goyave', 'acidifiant: acide citrique', 'édulcorants: aspartame', 'acésulfame K', 'vitamines ', 'thiamine', 'riboflavine', 'B6', 'C', 'E', 'biotine', 'calcium - D-pantothénat', 'niacine', ' et pro-vitamine A']",,"[""Pourrait contenir de l'huile de palme""]",4,0.1 g,en faible quantité,0.01 g,en faible quantité,5.1 g,en quantité modérée,0.001 g,en faible quantité,?,,25,+67%,105 kj(25 kcal),+78%,"0,1",+23%,"0,01",-61%,"5,5",+104%,"5,1",+118%,"0,2",+57%,"0,001",-97%,0,-97%,8,+86%,D,+86%,,,,,,,,,,"['E330 - Acide citrique', 'E951 - Aspartame', 'E950 - Acésulfame K']",,,,
444,Kremser senf - Mautner Markhof - 200g,9011900139647,B,,200 g,['Stück'],['Mautner Markhof'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes douces']",,,,,"['Autriche', 'France', 'Italie', 'Espagne']",[],,[],,6.7 g,en quantité modérée,0.4 g,en faible quantité,17 g,en quantité élevée,1.1 g,en quantité modérée,?,,168,+8%,703 kj(168 kcal),+4%,"6,7",-26%,"0,4",-50%,17,+50%,17,+93%,"5,8",+15%,"1,1",-65%,"0,44",-65%,6,-46%,C,-46%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,
445,Staubzucker - Wiener Zucker - 500g,9012501000053,B,,500g,"['Dose', 'Packung(en)', 'Stück']",['Wiener Zucker'],"['Édulcorants', 'Sucres']",,,,,"['Autriche', 'France', 'Allemagne']",['sugar'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,?,,400,+3%,1674 kj(400 kcal),+3%,0,-100%,0,-100%,100,+2%,100,+6%,0,-100%,0,-100%,0,-100%,14,-1%,D,-1%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,
446,Almdudler -,9015160102144,,,,,,,"['Végétarien', 'Végétalien']",,,,"['Autriche', 'France']","['Wasser', 'Zucker', 'Kohlendioxid Sauerungsmite Citronensaure', 'Farbstoff Ammoniumsulfit-Zuckerlukör', 'natürliche Kräuterextrakte']",,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,33,,138 kj(33 kcal),,0,,0,,"7,9",,"7,9",,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
447,Pâte à Tarte Flambée - Tante Fanny - 260g e,9120003412240,,,260 g e,"['Kunststoff', 'Frais', 'Plastique']",['Tante Fanny'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte']","['Lacto-végétarien', 'Végétarien', 'Point Vert']",,,,"['France', 'Allemagne', 'Suisse']","['Farine de blé', 'eau potable', 'graisse végétale ', 'huile de palme', ' et huile végétale ', 'colza', ' ', ' sel de table', ' alcool éthylique', ' Amidon de blé', ' \r Agent de levure : diphosphate disodique', 'bicarbonate de sodium ', "" Emulsifiant: esters d'acide mono et diacétyltartrique de mono - et diglycérides d'acides gras"", 'lécithine ', ' lactose ', ' Poudre de lait écrémé ', ' Acidifiant: acide citrique ', ' épaississant : gomme de guar', ' levure', ' Antioxydant : acide ascorbique']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien', 'Végétarien']",4,4 g,en quantité modérée,1.7 g,en quantité modérée,2.9 g,en faible quantité,2.2 g,en quantité élevée,?,,254,-33%,1063 kj(254 kcal),-33%,4,-80%,"1,7",-84%,46,+12%,"2,9",+22%,"7,8",+32%,"2,2",+121%,"0,88",+121%,12,-26%,D,-26%,,,,,,,,,,"['E1510 - Éthanol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E322i - Lécithine', 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E300 - Acide ascorbique']",['Huile de palme'],,,
448,Flora Original - 500g,9310003002040,,,500g,"['Boîte', 'Plastique']",['Flora'],['Matières grasses'],"['Riche en vitamine E', 'Omega 6']",['Australie'],https://www.flora.com/,['Carrefour'],"['France', 'Polynésie française']","['Huiles végétales ', '63%', ' ', 'dont huile de tournesol ', '33%', 'eau', 'sel', 'poudre de lait', 'émulsifiants ', ""Mono et diglycérides d'acides gras"", 'lécithine de soja', 'conservateur ', 'Sorbate de potassium', ""correcteur d'acidité "", 'acide citrique', 'vitamines ', 'A', 'D', 'arômes naturels', 'colorants naturels ', 'B-carotène', ' Contient du lait et des produits à base de soja']","['Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,63.1 g,en quantité élevée,16.5 g,en quantité élevée,0.1 g,en faible quantité,0.45 g,en quantité modérée,2340,-28%,578,-28%,2340 kj(578 kcal),-30%,"63,1",-29%,"16,5",-28%,"< 0,1",-55%,"< 0,1",-38%,< 1,+465%,"0,45",+131%,"0,18",+131%,10,-12%,C,-12%,,,,,,,,,['Australie'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,,,
449,Natural unsalted crunchy - Mother Earth,9416050532018,C,,,,['Mother Earth'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",['Sans additifs'],,,,['France'],"['No additives or preservatives No added salt or sugar We v/ Source of protein Hi•OlelcpenS y/ Source of monounsaturated fats INGREDIENTS•', ' Hl-OLEIC PEÀNUTS wesource+uv ', '100%', ' CONTAINS PEÀNUTS', ' MAY BE BPA FREEPAa5 PRESENT: GLUTEN', 'MILK', 'SESAME SEEDS', 'SOY AND TREE AVERAGE NUTRITION INFORMATION SERVINGS PACKAGE:19 SERVINGSlZE•20g']","['Gluten', 'Lait', 'Graines de sésame', 'Soja']",[],4,42 g,en quantité élevée,5 g,en quantité modérée,5.5 g,en quantité modérée,0.0125 g,en faible quantité,?,,580,-3%,2427 kj(580 kcal),-3%,42,-13%,5,-40%,8,-44%,"5,5",-13%,27,+10%,"0,012",-98%,"0,005",-98%,12,+9%,D,+9%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,
450,M / Earth P / Nut Butt CRCH 6X380G,9416050532117,,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,100,,418 kj(100 kcal),,"47,6",,"5,9",,13,,"5,5",,"27,2",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,
451,Bière blonde - Grimbergen - 750ml,3080216050508,C,Bière blonde/ Bière d'Abbaye,750 ml,"['Bouteille', 'Verre']",['Grimbergen'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']","['Déconseillé à certaines catégories de personnes', 'Déconseillé aux enfants et aux femmes enceintes', 'Triman']",,,,['France'],"['Eau', ""MALT D'ORGE"", 'sirop de glucose', 'MALT DE BLÉ', 'caramel aromatique', 'extrait de houblon']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,227,+21%,54,+32%,227 kj(54 kcal),+31%,"0,1",-42%,0,-100%,"3,7",+6%,"0,2",-59%,"0,6",+47%,"0,01",-35%,"0,004",-35%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,
452,Duo raclette - RichesMonts - 420g,3176582035949,D,,420 g,"['Barquette', 'Opercule en plastique', 'Barquette']","['RichesMonts', 'CF&R']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Raclettes', 'Fromages en tranches']",['Fabriqué en France'],,,,['France'],"['lait pasteurisé de vache', 'sel', 'poivres', 'vert', 'noir', 'blanc', ' 0,9% ', 'uniquement pour la raclette 3 poivres', 'ferments']",,['Non végétalien'],3,26 g,en quantité élevée,18 g,en quantité élevée,0.1 g,en faible quantité,1.7 g,en quantité élevée,?,,328,-5%,1372 kj(328 kcal),-5%,26,-5%,18,-3%,"0,5",-32%,"0,1",-77%,23,-3%,"1,7",+1%,"0,68",+1%,16,+2%,D,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['FR 43.040.002 CE', 'Brioude (Haute-Loire, France)']",,,,,,
453,Raisin Chasselas - Reflets de France - 750grammes,3276555365414,A,,750 grammes,['Barquette'],['Reflets de France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Raisins']",['AOP'],,,,['France'],['raisin chasselas'],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,68.7%,0.0%,0.0%,15.2%,12.1%,4.0%,97,,,,,,,
454,Petit Épeautre du Vaucluse - Reflets de France - 400g,3560071179632,A,,400 g,['Carton'],['Reflets de France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Blés', 'Épeautres']",,,,,['France'],['Petit épeautre'],['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,3.1 g,en quantité modérée,0.4 g,en faible quantité,1.8 g,en faible quantité,0 g,en faible quantité,?,,346,+4%,1448 kj(346 kcal),+3%,"3,1",+15%,"0,4",-13%,62,+3%,"1,8",-7%,13,+8%,0,-100%,0,-100%,-6,,A,,68.4%,0.0%,15.2%,7.8%,8.6%,0.0%,95,['FSC-C123652'],['France'],,,,,
455,"Iso Light, Grapefruit - StarDrink - 500ml",42200888,,,500 ml,['Flasche'],['StarDrink'],"['Boissons', 'Boissons édulcorées']",,,,,"['France', 'Allemagne']","['Natürliches Mineralwasser', 'Fructosesirup', 'Orangensaft aus Orangensaftkonzentrat 2', '5%', 'Grapefruitsaft aus Grapefruitsaftkonzentrat 2%', 'Zitronensaft aus Zitronensaftkonzentrat 1', '5%', 'Kohlensäure', 'Zitronenextrakt', 'Citronensäure', 'Kaliumcitrate', 'Magnesiumcarbonate', 'Cyclamat', 'Saccharin', 'natürliches Citrusaroma', 'Niacin', 'Vitamin E', 'Pantothensäure', 'Folsäure', 'Biotin', 'Vitamin B12', 'Johannisbrotkernmehl', 'Ascorbinsäure']",,[],4,0 g,en faible quantité,0 g,en faible quantité,4 g,en quantité modérée,0.1 g,en faible quantité,?,,18,+20%,75 kj(18 kcal),+27%,0,-100%,0,-100%,4,+49%,4,+71%,"0,1",-21%,"0,1",+187%,"0,04",+187%,6,+39%,D,+39%,,,,,,,,,,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E952 - Acide cyclamique et ses sels', 'E954 - Saccharine et ses sels']",,,,
456,Coca-cola-cola Caffeine Free (diet)-250ml-benelux - 250ml,5449000227959,,,250 ml,['Cannette'],['Coca Cola'],"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Boissons light', 'Sodas light']",,,,,"['Belgique', 'France']","['eau peailante', ' colorante E150d', ' acidifiants: acide phosphorique', 'citrate de sodium: édulcorants: aspartame', 'acésulfame-k', ' arômes naturels ', ' extraits végétaux']",,[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,?,,0.3,-70%,1 kj(0 kcal),-75%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"0,02",+23%,"0,008",+23%,1,-11%,B,-11%,,,,,,,,,,"['E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E951 - Aspartame', 'E950 - Acésulfame K']",,,,
457,Oyakata Japanese Classic Noodle Dish Cup - 93g,5901384503635,,,93g,['Becher'],['Oyakata'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées', 'Terrines']",,,,['Rewe'],"['France', 'Allemagne']","['Instant-Nudeln ', '79%', ': Weizenmehl', 'Palmöl', 'modifizierte Stärke', 'Salz', 'Sonnenblumenöl', 'Zucker', 'Sojasauce in Pulverform ', 'Sojabohnen', 'Weizen', 'Maltodextrin', 'Salz', 'Farbstoff: E150a', ' Geschmacksverstärker: E621', 'E635', ' karamellisierter Zucker', 'Apfelessigpulver ', 'Apfelessig', 'Maltodextrin', 'Gewürze: Ingwer ', '0,4%', 'Gewürznelken ', '0', '26%', 'Chili', 'Zimt ', '0,25%', 'Aroma', 'Knoblauchpulver', 'Säureregulator: Zitronensäure', ' Hefeextrakt', 'Zwiebelpulver', ' Garnierung ', '4%', ': Karotte', 'Kohl', 'Lauch']","['Gluten', 'Soja']",['Huile de palme'],4,,,,,,,,,?,,237,-21%,992 kj(237 kcal),-21%,"11,2",-3%,5,-5%,"29,1",-28%,2,-17%,"4,2",-34%,"1,07",-59%,"0,428",-59%,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E150a - Caramel E150a', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E330 - Acide citrique']",,,,
458,Grana Padono Dop -  - Antichi maestri,,D,,Antichi maestri,['Kunststoff'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,,,,"['France', 'Allemagne']",[],,[],,29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,389,-2%,1628 kj(389 kcal),-2%,29,+0%,18,0%,0,-100%,0,-100%,33,0%,"1,5",-1%,"0,6",-1%,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
459,Pommes Gala Tenroy - Lidl - 2kg  + 1kg gratuit,20682842,B,,2 kg  + 1 kg gratuit,,['Lidl'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes sucrées', 'Pommes fraîches', 'Pommes gala']",,,,['Lidl'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,,,,,
460,Noix de cajou - Carrefour,3560071083991,E,,,,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,['Carrefour'],"['Belgique', 'France']",[],,[],,48 g,en quantité élevée,8.8 g,en quantité élevée,6.6 g,en quantité modérée,0.8 g,en quantité modérée,?,,619,+3%,2590 kj(619 kcal),+4%,48,+4%,"8,8",+4%,23,-10%,"6,6",+2%,20,+7%,"0,8",+28%,"0,32",+28%,9,+19%,C,+19%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,
461,Avena - Mcvitie's,5000396018882,C,,,,"[""Mcvitie's""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,"['France', 'Espagne']",[],,[],,20.3 g,en quantité élevée,8.9 g,en quantité élevée,25.5 g,en quantité élevée,0.83 g,en quantité modérée,?,,470,-1%,1966 kj(470 kcal),-1%,"20,3",-2%,"8,9",-12%,"61,4",-4%,"25,5",-14%,"7,3",+12%,"0,83",+41%,"0,332",+41%,21,+6%,E,+6%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,
