,name,bar_code,quantity,packaging,brand,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,allergens,palm_ingredients,link,markets,origin_detail,brand_owner
1861,Arancia rossa - Solevita,20310561,,,['Solevita'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars']",,"['France', 'Italie', 'Espagne']",[],[],,?,,40,-13%,0,-100%,9,-14%,"0,3",-22%,167 kj(40 kcal),0,9,"0,01","0,004",,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0.01 g,en faible quantité,-13%,-100%,-7%,-29%,-29%,12,+118%,E,+118%,,,,,,,
1862,4 Escalopes de foie gras de canard - Deluxe,20328092,,,['Deluxe'],,,['France'],"['100% foie gras de canard', ' Canards nés', 'élevés et abattus en France']","['Non végétalien', 'Non végétarien']",,?,,550,,57,,"1,5",,"6,5",,2301 kj(550 kcal),26,1,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,
1863,Röhrchen nudeln macaronis - Combino - 500g,20333461,500 g,,['Combino'],,,"['France', 'Allemagne']","['HartweizengrloB Els', ' *aus VorWàrme', 'Feuchtigkeit un Licht geschùtzt lagern', ' Kann Sputen von Soja enthal']",[],,?,,366,,"2,6",,70,,14,,1531 kj(366 kcal),"0,7",3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,
1864,Fricadelles de Porc - Chef Select,20339579,,,['Chef Select'],"['Viandes', 'Charcuteries', 'Fricadelles']",,['France'],"['Frlkadellen vom Schwein', "" Zutatn i'"", ' 80% Schweinefleisch ', 'z', 'T', ' fein zerkleinert', 'Panier', ' mehl ', 'Weizenmehl', 'Trinkwasser', 'Speisesalz', 'Hefe', 'Trinkv,es', ' ser', 'Zwiebeln', 'Gewürze ', 'enthâlt Senf', 'jodiertes Speisesa± ', 'Swsesalz', 'Kaliumiodat', 'Dextrose', 'Weizenstârke', 'Senf', 'Trink - wasser', 'Senfsaaten', 'Branntweinessig', 'Zucker', 'Gewürze', 'Palrnôl', 'Krâuter', 'El*', '*aus Bodenhaftung', ' Unter Schutzatmosphâre verpackt', ' Xufgezogen in: Deutschland', ' Geschlachtet in: Deutschland Zerlegt in: Deutschland', ' Verarbeitet in: Deutschland', ' ZUbereitUngsempfehlung: Das ausgepackte Produkt in der Mikrowelle bei 600 W 1 Minute ', '1 Stück', 'im vorgeheizten BackOfen bei 180 oc Ober-/Unterhitze 10 Minuten Oder in der Pfanne bei mittlerer Hitze unter gelegentlichem Wenden 8 Mi - k nuten Guten Appetit!']",[],4,?,,287,+29%,22,+54%,8,-8%,14,+13%,1201 kj(287 kcal),"7,5","0,5","1,7","0,68",,"['Nutriscore', 'Nutriscore D', 'Pur porc', 'Entrepreneurs + Engagés']",,,,,,,,,,,22 g,en quantité élevée,7.5 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,+30%,+66%,-51%,-19%,-19%,17,+15%,D,+15%,,,,,['Lidl'],,
1865,Steak de boeuf minute - Lidl - 400g,20351175,400 g,,['Lidl'],,,['France'],['100% viande de boeuf'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,?,,98,,"0,8",,0,,"22,8",,410 kj(98 kcal),"0,3",0,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,
1866,Friands a la viande - Crusti frais,20376185,,,['Crusti frais'],"['Plats préparés', 'Feuilleté salé', 'Friands', 'Feuilleté à la viande']",,['France'],"['Farce ', '37 %', ' : viande de porc 28% ', 'origine UE', 'i eau', 'oignon', 'Riesling ', 'persil', 'sel', 'échalote', 'lactose', 'fécule de pomme de terre et/ou de manioc', 'protéine de pois', 'beurre 0,1%', 'dextrose', 'protéines delait', 'arômes', 'épices et plantes aromatiques', 'conservateur : nitrite de sodium', ' Présence éventuelle de fruits à coque et de moutarde', ' Pourcentages exprimés sur le total de la recette']","['Non végétalien', 'Non végétarien']",4,?,,352,+7%,23,+9%,26,+5%,"9,8",+1%,1473 kj(352 kcal),13,"0,9",1,"0,4",,,E,90.4%,4.5%,1.1%,1.2%,0.6%,2.3%,21,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",23 g,en quantité élevée,13 g,en quantité élevée,0.9 g,en faible quantité,1 g,en quantité modérée,+6%,+23%,-34%,-30%,-30%,18,-2%,D,-2%,,"['Lait', 'Moutarde']",,,,,
1867,"Kerst: Verrine Fruits Rouges 2 x 70 Gram (deluxe) - Lidl - 160g, 2pots de 80g",20389017,"160 g, 2 pots de 80 g","['Point vert', 'Carton', 'Pots plastique', '20', 'Frais', 'Atmosphère protectrice']",['Lidl'],"['Desserts', 'Mousses sucrées', 'Mousses aux fruits']",['Lait de l’EU'],['France'],"['préparation sucrée au fromage frais 52', '5% ', 'lait écrémé pasteurisé ', 'origine: UE', 'crème pasteurisée ', 'lait', ' ', 'FR: origine: UE', 'sucre 1', '4%', 'ferments lactiques', 'mousse à base de crème 20% ', 'crème 16', '9% ', 'lait', 'sucre', 'gélatine', 'émulsifiants: ', ""mono - et diglycérides d'acides gras"", ""esters lactiques des mono - et diglycérides d'acides gras"", 'lait écrémé en poudre ', 'FR: origine: UE', 'arôme', 'préparation aux fraises 18', '75% ', 'fraises 13', '6%', 'sucre', 'eau', 'sirop de glucose-fructose', 'amidon modifié ', 'maïs', 'épaississants ', 'pectines', 'gomme guar', 'arôme', 'conservateur ', 'sorbate de potassium', 'colorant ', 'cochenille', 'sauce à base de fruits rouges 8', '75% ', 'eau', 'framboises 2', '2%', 'sucre', 'groseilles rouges 1', '05%', 'amidon modifié ', 'maïs', 'sirop de glucose-fructose', 'épaississants ', 'pectines', 'gomme guar', ',arôme', 'colorant ', 'cochenille']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,,130,-2%,"5,8",0%,14,-2%,"5,4",+25%,544 kj(130 kcal),"3,7",13,"0,15","0,06","['FR 89.209.001 CE', 'Jouy (Yonne, France)']",,C,76.8%,11.4%,3.6%,5.7%,2.0%,0.5%,58,"['Senegral', '30 rue des Jacquins', '89150', 'Jacquins', 'France']","['E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E14XX - Amidons modifiés', 'E440 - Pectines', 'E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']",5.8 g,en quantité modérée,3.7 g,en quantité modérée,13 g,en quantité élevée,0.15 g,en faible quantité,-1%,+2%,+1%,+72%,+72%,3,-34%,C,-34%,"Dessert lacté à base de préparation sucrée au fromage frais, de mousse à base de crème et de sauce à base de fruits rouges sur un lit de fraises",['Lait'],,,['Lidl'],,
1868,Choco & caramel - Lidl Mister Choc - 270g,20394851,270g,['Produkt'],['Lidl Mister Choc'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées au caramel']",,"['France', 'Allemagne']","['sucre', 'sirop de Prodotto in Germania', ' de palme', 'beurre de cacao', 'lait entier en poudre', 'lait concentré écrémé', 'pâte de cacao', ""extrait de malt d'orge"", 'sirop de sucre caramélisé', 'cacao en fortement dégraissé', 'lait écrémé en poudre', 'lactogum sucré en poudre', 'sel de cuisine', 'en blanc d??ti en poudre*', ' ', 'utsifiant: lécithine de s extrait de vanille', ' Chocolat au lait: cacao: 27% min', ' matière sèche isue du lait 14% min', ' de poules élevées au sol', "" Peut enir noisettes et d'amandes""]","['Huile de palme', 'Non végétalien']",3,1903,-0%,453,+2%,19,+8%,66,+1%,"3,9",-13%,1903 kj(453 kcal),"11,3","57,2","0,57","0,228",,"['Commerce équitable', 'Agriculture durable', 'Fabriqué en Allemagne', 'en:UTZ Certified']",,,,,,,,,,['E322i - Lécithine'],19 g,en quantité modérée,11.3 g,en quantité élevée,57.2 g,en quantité élevée,0.57 g,en quantité modérée,+1%,+26%,+5%,+33%,+33%,27,+15%,E,+15%,,"['Gluten', 'Fruits à coque']",,,['Lidl'],,
1869,Melange pour wok - Saladinette,20417376,,,['Saladinette'],,,['France'],"['30% germes de soja', '25% poivron rouge', '25% chou blanc', '20% poireau', ' Peut contenir des traces de céleri', ' A conserver au frais à +?oc max', "" Non mer jusqu'au: voir impression"", ' wok', ' da P5jputes', ' une température de +?oc max', ' est ertvafatiitoens pendant 6,d1 i\'ll\'""\'']",[],,?,,35,,"0,5",,"3,9",,"2,5",,146 kj(35 kcal),"0,1","2,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Oursons - Milbona - 175g,20422080,175 g,"['Pot', 'Plastique']",['Milbona'],"['Produits laitiers', 'Desserts', 'Desserts lactés']",,['France'],"['Yaourt ', 'lait', 'sucre', 'sirop de glucose-fructose', 'amidon modifié de tapioca', ""farine d'avoine"", 'beurre de cacao', 'lait entier en poudre', 'farine de blé', 'pâte de cacao', 'cacao', ""extrait de malt d'orge"", 'lactose', 'sirop de glucose', 'poudre de lactosérum ', 'lait', 'émulsifiant : lécithine de soja', 'sel', 'épaississants : pectines', 'gomme arabique', 'huiles végétales ', 'palmiste', 'palme', 'arôme naturel', ""correcteur d'acidité : acide citrique""]","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,510,-8%,122,-6%,"4,4",-18%,"16,8",+14%,"3,5",-24%,510 kj(122 kcal),"2,7","13,5","0,125","0,05",,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,,,,,,,,"['E14XX - Amidons modifiés', 'E322i - Lécithine', 'E440 - Pectines', ""E414 - Gomme d'acacia"", 'E330 - Acide citrique']",4.4 g,en quantité modérée,2.7 g,en quantité modérée,13.5 g,en quantité élevée,0.125 g,en faible quantité,-7%,-20%,+11%,-7%,-7%,3,-30%,C,-30%,"Spécialité laitière sucrée avec 7,4% d'extrudat de céréales en forme d'oursons enrobés de chocolat au lait","['Gluten', 'Lait', 'Avoine', 'Soja']",['Huile de palme'],,['LIDL'],,
1871,Garden peas - freshona - 265g,20425708,265 g,['Tin'],['Freshona'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",,"['France', 'Royaume-Uni']","['garden peas', 'water']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,69,-9%,"0,7",+1%,7,-31%,"5,7",+18%,289 kj(69 kcal),"0,2","1,2",0,0,,,B,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,,,0.7 g,en faible quantité,0.2 g,en faible quantité,1.2 g,en faible quantité,0 g,en faible quantité,-10%,+32%,-64%,-100%,-100%,-13,,A,,,,,,['Lidl'],,
1872,Boulettes de liege - 80g,20427979,80 g,['pièce'],,,,['France'],[],[],,?,,0,,"8,7",,"8,6",,"13,1",,0 kj(0 kcal),"8,6","2,2","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Dark chocolate drops - Belbake - 10g,20431709,10 g,"['Plástico', 'Cartón']",['Belbake'],['Décorations alimentaires'],,"['France', 'Espagne']","['Pasta de cacao 49%', 'azúcar', 'manteca de cacao 2%', 'emulgente: lecitina de soja ', 'E-322', ' \r Cacao: 50% mínimo']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,,511,+24%,"28,4",+237%,"53,4",-32%,"6,3",+199%,2138 kj(511 kcal),"17,3","47,1","0,01","0,004",,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,,,,,,,['Alemania'],['E322 - Lécithines'],28.4 g,en quantité élevée,17.3 g,en quantité élevée,47.1 g,en quantité élevée,0.01 g,en faible quantité,+27%,+284%,-32%,-90%,-90%,26,+45%,E,+45%,Pepitas de chocolate negro 50% cacao - Dark chocolate drops 50% cocoa,['Soja'],,,['Lidl'],,
1874,Set Honey - Highgate Fayre - 454g,20436575,454g,,['Highgate Fayre'],,,"['France', 'Allemagne']",[],[],,?,,311.39999389648,,"0,1",,76,,"0,4",,1303 kj(311 kcal),"0,1",76,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Mini Bavarois,20440909,,,,,,['France'],[],[],,?,,400,,27,,32,,"4,2",,1674 kj(400 kcal),19,21,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Tartufo Spray - Italiamo - 40ml,20470005,40 ml,,['Italiamo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",,"['France', 'Espagne']",[],[],,?,,826,-6%,"91,8",-6%,0,-100%,0,-100%,3456 kj(826 kcal),"10,8",0,0,0,,,D,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,91.8 g,en quantité élevée,10.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-5%,+2%,-100%,-100%,-100%,11,0%,D,0%,,,,,,,
1877,Zumo de manzana con extraxto de flor de saúco - Solevita,20477318,,,['Solevita'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,['France'],[],[],,?,,48,+4%,0,-100%,"11,6",+6%,"0,2",-6%,201 kj(48 kcal),0,"11,6",0,0,,,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,0 g,en faible quantité,0 g,en faible quantité,11.6 g,en quantité élevée,0 g,en faible quantité,+5%,-100%,+13%,-100%,-100%,5,+21%,C,+21%,,,,,,,
1878,Bergkäse hauchdünn,20487003,,,,,,['France'],[],[],,?,,399,,32,,0,,27,,1669 kj(399 kcal),21,0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,"Pomme Royal Gala -  - 1,5kg",20500344,"1,5 kg",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes sucrées', 'Pommes fraîches', 'Pommes gala']",,['France'],[],[],,?,,52,0%,0,-100%,"13,81",+23%,"0,26",-15%,218 kj(52 kcal),0,"10,17",0,0,,,B,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,0 g,en faible quantité,0 g,en faible quantité,10.2 g,en quantité modérée,0 g,en faible quantité,+0%,-100%,+20%,-100%,-100%,-3,,A,,,,,,,,
1880,Cereales - Simply Sumptuous,20511593,,,['Simply Sumptuous'],,,['France'],"['43% Wholegrain Oat Flakes', '15% Milk Chocolate Curls ', 'Sugar', 'Cocoa Mass', 'Cocoa Butter', 'Whole Milk Powder', 'Skimmed Milk Powder', 'Natural Flavouring', 'Emulsifier: Soya Lecithins', 'Sugar', '6% Fortified Cornflakes ', 'Corn Grits', 'Sugar', 'Barley Malt Extract', 'Salt', 'Niacin', 'Iron', 'Vitamin B6', 'Riboflavin', 'Thiamin', 'Folic Acid', 'Vitamin B12', 'Rapeseed Oil', '5% Peanuts', '4', '5% Crisped Rice ', 'Rice Flour', 'Fortified Wheat Flour [Wheat Flour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin]', 'Barley Flour', 'Sunflower Oil', 'Emulsifier: Sunflower Lecithins', '4% Honey', 'Glucose Syrup', 'Sea Salt']",['Non végétalien'],4,?,,450,,"15,4",,"67,4",,"8,1",,1883 kj(450 kcal),"3,6","27,9","0,425","0,17",,,,,,,,,,,,['E322 - Lécithines'],,,,,,,,,,,,,,,,,,,,,,,,
1881,Deliziosa - Trattoria Alfredo - 990g = 3x330g,20516642,990 g = 3x330g,"['04', '21', 'Karton', 'Kunststoff']","['Trattoria Alfredo', 'Deliziosa']","['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées', 'de:Pizza Speciale']",,"['France', 'Allemagne', 'Suisse']","['Weizenmehl', '21,5% zerkleinerte Tomaten', '15% Gouda', '6,4% Salami ', '100g hergestellt aus 137g Schweinefleisch', 'Speck', 'Speisesalz', 'Konservierungsstoff: Natriumnitrit', ' Gewürze', 'Antioxidationsmittel: Natriumisoascorbat', 'Extrakt aus Rosmarin', ' Gewürzextrakte', 'Dextrose', 'Buchenholzrauch', 'Trinkwasser', '5,6% gekochter Hinterschinken ', 'Schweinefleisch', 'Speisesalz', 'Konservierungsstoff: Natriumnitrit', ' Gewürzextrakte', 'Gewürze', 'Dextrose', 'Raucharoma', 'Stabilisatoren: Diphosphate', ' Antioxidationsmittel: Natriumascorbat', '5,6% Champignons', '3,3% Peperoni-Salami ', '100g hergestellt aus 136g Schweinefleisch', 'Speck', 'Speisesalz', 'Konservierungsstoff: Natriumnitrit', ' Gewürze', 'Peperoni', 'Antioxidationsmittel: Natriumisoascorbat', 'Extrakt aus Rosmarin', ' Gewürzextrakte', 'Dextrose', 'Buchenholzrauch', 'Rapsöl', 'Zucker', 'Speisesalz', 'Backhefe', 'Vollmilchpulver', 'Weizensauerteig getrocknet', 'Gerstenmalzextrakt', 'Süßmolkenpulver', 'geröstetes Malzmehl ', 'Weizen', 'Gerste', 'Oregano', 'Petersilie', 'schwarzer Pfeffer', 'Cayennepfeffer', 'Zwiebelpulver', 'Knoblauchgranulat', 'Zitronensaftkonzentrat', 'modifizierte Kartoffelstärke']","['Non végétalien', 'Non végétarien']",4,?,,221,-1%,"8,5",+3%,25,-6%,10,+3%,925 kj(221 kcal),4,"3,1","1,2","0,48",,"['Fabriqué en Allemagne', 'de:FSC C012270', 'de:FSY Mix']",,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E392 - Extrait de romarin', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",8.5 g,en quantité modérée,4 g,en quantité modérée,3.1 g,en faible quantité,1.2 g,en quantité modérée,-2%,+11%,-9%,+3%,+3%,5,-18%,C,-18%,"Steinofenpizza Speciale mit Gouda, Salami, Kochhinteschinken und Champions","['Gluten', 'Lait']",,,['Lidl'],,
1882,Sale marino - Chantesel,20530143,,,['Chantesel'],,,['France'],"['sale marim essiccato finissirm', 'iodato antiagglomerante E535: di pan su mg dl prodotto', ' Cauyvare un e asciutto ed al riparo dalla luce']",[],,?,,1,,1,,1,,1,,4 kj(1 kcal),1,1,"98,425","39,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Feuilleté de Veau - Deluxe - 280g,20533779,280 g,,['Deluxe'],,,['France'],[],[],,?,,301,,18,,27,,"7,1",,1259 kj(301 kcal),12,"1,7","0,84","0,336","['FR 42.127.001 CE', 'Mably (Loire, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,
1884,Huile de Maïs Aromatisée Gingembre et Citronnelle - Vitasia - 250ml e,20558116,250 ml e,"['Verre', 'Bouteille']","['Vitasia', 'Lidl']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Céréales et pommes de terre', 'Condiments', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de maïs', 'Assaisonnements', 'Huiles aromatisées']",,['France'],['Huile de maïs aromatisée gingembre et citronnelle'],[],,?,,828,-5%,92,-5%,0,,0,-100%,3464 kj(828 kcal),12,0,0,0,,"['Point Vert', 'Triman']",C,87.3%,5.0%,3.7%,2.2%,1.8%,0.0%,49,,,92 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-5%,-2%,,-100%,-100%,11,+29%,D,+29%,,,,,['Lidl'],,
1885,"Salsa de jengibre ""VitAsia"" - 140g",20564919,140 g,"['Bote de vidrio', 'bocal']",['VitAsia'],"['Epicerie', 'Sauces']",,"['France', 'Espagne']","['Jengibre 36%', 'azúcar', 'dextrosa', 'agua', 'gellificante: pectinas ', 'E-440']","['Végétalien', 'Végétarien']",4,1346,+52%,322,+35%,0,-100%,"78,3",+690%,"0,1",-96%,1346 kj(322 kcal),0,"76,6","0,05","0,02",,"['Végétarien', 'Végétalien']",,,,,,,,,['Alemania'],['E440 - Pectines'],0 g,en faible quantité,0 g,en faible quantité,76.6 g,en quantité élevée,0.05 g,en faible quantité,+37%,-100%,+1086%,-98%,-98%,14,+21%,D,+21%,Salsa de jengibre,,,,['Lidl'],,
1886,Seashells - Lidl - 250g,20589677,250 g,,['Lidl'],,,['France'],[],[],,?,,545,,"32,5",,"56,3",,"5,6",,2280 kj(545 kcal),"14,3","54,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Emmental français râpé - ÉTOILE D'OR - 200g,20593162,200 g,,"[""ÉTOILE D'OR""]","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Fromages râpés', 'Emmentals râpés']",,['France'],"['lait de vache ', 'origine France', 'ferments lactiques', 'enzyme coagulante', 'sel 29% de matières grasses sur produit fini']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,?,,374,+0%,"29,2",+1%,"< 0,5",-45%,"27,8",+2%,1565 kj(374 kcal),"20,4",0,"0,8","0,32","['FR 53.061.001 CE', 'Charchigné (Mayenne, France)', 'FR 44.023.001 CE', 'Bouvron (Loire-Atlantique, France)']",,C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,29.2 g,en quantité élevée,20.4 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,+0%,+4%,-100%,+6%,+6%,12,+1%,D,+1%,,['Lait'],,,,,
1888,Kip Poulet Andalouse - Vitakrone - 200g,20613266,200 g,,['Vitakrone'],['Salade a tartiner'],,"['Belgique', 'France']","['40% poulet ', 'poulet', 'eau de cuissorn', 'sel', 'épices', ""extrait d'épice"", 'huile de navette', 'eau', '7% oignon', '7% poivron', 'SUcre', ""jaune d'euf*"", 'vinaigre', 'moutarde', 'piments', 'tomate', 'chou-fleur', 'amidon modifié ', 'mais', 'sei', 'amidon ', 'mais', 'pomme de terre', 'sirop de glucose', 'arôme', 'bouillon ', 'céleri', 'cornichon', ""extrait d'épice"", 'colorants: extrait de paprika', 'caroténoïdes', ' acidifiants: acide acétique', 'acide lactique', ' conservateurs: sorbate de potassium', 'benzoate de sodium', ' stabilisants: gomme guar', 'gomme xanthane']","['Non végétalien', 'Non végétarien']",4,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E160c - Extrait de paprika', 'E160 - Caroténoïdes', 'E260 - Acide acétique', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,,,,,,,,,,,,,,,,,,"['Céleri', 'Moutarde']",,,,,
1889,Fagottino - Lidl - 50g,20622756,50 g,,['Lidl'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,"['France', 'Italie']",[],[],,?,,414,+14%,"20,1",+46%,"50,8",-1%,"6,5",-13%,1732 kj(414 kcal),"9,1",22,"0,56","0,224",,,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,20.1 g,en quantité élevée,9.1 g,en quantité élevée,22 g,en quantité élevée,0.56 g,en quantité modérée,+14%,+20%,+12%,-23%,-23%,20,+18%,E,+18%,,,,,,,
1890,Pilons de Poulet -  - 800g,20638733,800 g,"['Barquette en plastique', 'Film en plastique', 'Barquette']",,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",,['France'],[],[],,612,-22%,128,-28%,"5,5",-41%,"0,7",-50%,19,-2%,612 kj(128 kcal),"1,6","0,5","0,25","0,1",,,D,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,5.5 g,en quantité modérée,1.6 g,en quantité modérée,0.5 g,en faible quantité,0.25 g,en faible quantité,-18%,-38%,-24%,-72%,-72%,-2,-159%,A,-159%,,,,,,,
1891,Fromage frais à la fraise - Aldi - 150g,20669904,150 g,,['Aldi'],,,['France'],[],[],,?,,107,,"2,9",,14,,6,,448 kj(107 kcal),"2,1",13,"0,08","0,032",,['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Aldi'],,
1892,Lasagnes à la Bolognaise - Toque du chef - 1kg,20680916,1 kg,['Barquette et boîte carton'],['Toque du chef'],"['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",['France'],['France'],"['eau', '12,2% viande bovine', 'semoule de blé dur', '9,3% tomates pelées concassées ', 'tomates', 'jus de tomates', ""correcteur d'acidité : acide citrique"", 'double concentré de tomates', '6,6% oignons préfrits ', 'oignons', 'huile de tournesol', '3,6% oignons cubes', 'carottes cubes', 'célarl rave', 'fromage à pâte dure ', 'Iait', ' ', 'lait de vache pasteurisé', 'présure', 'conservateur : lysozyme ', 'oeuf', 'crème ', 'lait', 'amidon modifié de maïs', 'ail', 'Iait écrémé en poudre', 'farine de blé', 'sel', 'huile de tournesol', 'basilic', 'arôme naturel ', 'contient lait', 'sucre', 'poudre de fromage ', 'lait', ' ', 'fromage ', 'Iait', 'lactosérum ', 'lait', 'émulsifiant : phosphates de sodium', 'thym', 'paprika', 'macis en poudre', 'poivre', 'Iaurier en poudre']","['Non végétalien', 'Non végétarien']",4,?,,127,-5%,"5,7",-6%,13,+4%,"5,2",-18%,531 kj(127 kcal),"2,4","3,5","0,68","0,272",,"['Viande-francaise', 'Viande-bovine-francaise']",B,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,['Luxembourg'],"['E330 - Acide citrique', 'E1105 - Lysozyme', 'E14XX - Amidons modifiés', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition']",5.7 g,en quantité modérée,2.4 g,en quantité modérée,3.5 g,en faible quantité,0.68 g,en quantité modérée,-5%,-5%,+29%,-14%,-14%,3,+30%,C,+30%,Plat surgelé,"['Œufs', 'Gluten', 'Lait']",,,['Lidl'],,
