,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,labels,traceability_code,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,additives,allergens,nova_score,markets,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner,origin_detail
102,L’extra tendre,2276746044471,['France'],[],[],?,95,397 kj(95 kcal),"0,6",0,"1,2",0,21,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Blonde Volcanique,3701281300274,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Panache de homard crabe et langouste,3321433007075,['France'],[],[],?,150,628 kj(150 kcal),12,"2,6","4,4","1,3","7,1","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Filet de poulet,0263212062970,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,D,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
106,Palette à la moutarde à l'ancienne,2611118108304,['France'],[],[],?,121,506 kj(121 kcal),"7,2","2,4",2,"1,1",12,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Carré de café,3760085328518,['France'],[],[],?,527,2205 kj(527 kcal),"35,2","20,3","35,5","30,5","7,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Mozzarella di bufala campana -  - 200g,3770007325419,['France'],[],[],?,247,1033 kj(247 kcal),21,14,"0,5","0,5",14,"0,6","0,24",200 g,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne', 'Mozzarella di Bufala Campana']",,-7%,-7%,-31%,-3%,,['IT X8S8K CE'],D,21 g,en quantité élevée,14 g,en quantité élevée,0.5 g,en faible quantité,0.6 g,en quantité modérée,-7%,-10%,-15%,-2%,-2%,10,-3%,C,-3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
109,Galette s caramel,3457221000918,['France'],[],[],?,481,2013 kj(481 kcal),19,12,70,31,"6,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Huile de friture,3560071267643,['France'],[],[],?,?,,?,,?,,?,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Roche baron,2453681013643,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Pâte gluante,3437018042284,['France'],[],[],?,?,,?,,?,,?,8,"3,2",,"['Barquette', 'Film en plastique', 'Etui en carton']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Pork & shepherd’s purse dumplings,5060198531194,['France'],[],[],?,205,858 kj(205 kcal),11,"3,74","18,9","2,5","8,32","1,15","0,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Miel,8058774620155,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Mini blocs des vosges réglisses miel,3760157743058,['France'],[],[],?,407,1703 kj(407 kcal),0,0,95,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Haricots geants,3396400002179,['France'],[],[],?,82,343 kj(82 kcal),"0,4","0,1","11,5","0,7","5,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Sirop de Cannelle,3180293500214,['France'],[],[],?,0,0 kj(0 kcal),0,0,80,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Poulet fermier,0217013067634,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Miel liquide vacher,3520059919759,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Biscuit assortiment,3760304600074,['France'],[],[],?,427,1787 kj(427 kcal),20,1,"46,8","26,3","5,9","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Miel bio vacher,3520059919742,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Miel crémeux vacher,3520059919735,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Origano foglie,80730972,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Cassoulet gastronomique de canard,3282627015101,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,"['FR 74.025.002 CE', 'Ballaison (Haute-Savoie, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Couronne des rois fruits confi,2030506504076,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"Santé & Bien-être / Minceur, élimination / Anti-fringale, Coupe Faim",3440814617679,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Poelées d’encornet au chorizo,2416888032473,['France'],[],[],?,143,598 kj(143 kcal),11,"2,5","1,5","1,1",11,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Raclette au lait cru,2362710024164,['France'],[],[],?,412,1724 kj(412 kcal),"34,8","25,7","1,2","0,2","23,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Zupp In Den Spuren Der Natur,4250859310560,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Sauce vinaigrette Piccalilli,3077311582508,['France'],[],[],?,487,2038 kj(487 kcal),51,"5,5","3,8","2,7","0,7","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Parmigiano Reggiano premium,2235990035826,['France'],[],[],?,402,1682 kj(402 kcal),30,20,0,0,32,"1,6","0,64",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,+0%,+1%,-100%,-1%,,,D,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,+1%,+1%,,0%,0%,17,+2%,D,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
132,Préparation d'algues marines séchées,4902826235733,['France'],[],[],?,323,1351 kj(323 kcal),5,0,"47,3","46,7","22,3","13,3","5,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Filet poulet,2487391025849,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Délice de volaille sauce crémée aux champignons,3598960038272,['France'],[],[],?,146,611 kj(146 kcal),"9,2","4,5","2,5","0,2","13,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Mini ballotine dinde aux morilles,3544770001098,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Mini Doonuts,3178530421361,['France'],[],[],?,464,1941 kj(464 kcal),26,"5,4",53,27,"6,7","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Escalopes de dinde,2860136029454,['France'],[],[],?,105,439 kj(105 kcal),1,"0,3",0,0,24,"0,18","0,072",,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,-13%,-24%,-100%,+5%,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",D,1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,-13%,-26%,-100%,-68%,-68%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,
138,Compote de fraise,3770009242066,['France'],[],[],?,118,494 kj(118 kcal),"0,5","0,1",27,26,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Ballotin 12 chocolats,3760268910004,['France'],[],[],?,504,2109 kj(504 kcal),0,0,42,0,"7,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,La grande box tomate mozza -,3240931546551,['France'],[],[],?,155,649 kj(155 kcal),"4,6","1,3",23,3,"4,8","0,81","0,324",,,,,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Mélange de raisins,2600708013326,['France'],[],[],?,307,1284 kj(307 kcal),"0,5","0,1",77,52,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PORK & CHIVE LEAF DUMPLINGS,5890912088051,['France'],[],[],?,47,197 kj(47 kcal),9,3,22,"6,8",9,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,CHEEZY,4251354811101,['France'],[],[],?,1346,5632 kj(1346 kcal),65,34,3,3,0,8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Chocolat,8718537536382,['France'],[],[],?,535,2238 kj(535 kcal),"31,9","19,2",54,"50,5","6,4","0,73","0,292",,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,3337690171299,3337690171299,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Limonade,376074806451,['France'],[],[],?,36,151 kj(36 kcal),0,0,"9,1","9,1",0,,,,,,,,,,,,,"['EMB 87187', 'Saint-Yrieix-la-Perche (Haute-Vienne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Amandes caramélisées fleurs de sel,3275179246925,['France'],[],[],?,523,2188 kj(523 kcal),30,11,52,46,0,"0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Jambon cuit supérieur découenné dégraissé,3346650275083,['France'],[],[],?,136,569 kj(136 kcal),"4,3","1,5","0,5","0,5",25,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Biscotti Al Cacao Spongebob GR320,8003898626095,['France'],[],[],?,475,1987 kj(475 kcal),21,12,63,22,"6,1","0,78","0,312",,,,,,,,,,,['FSC-C014047'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Rosette de Savoie,3379300002012,['France'],[],[],?,313,1310 kj(313 kcal),24,"8,6","1,2","1,2",23,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Roulade aux piments,0200135010367,['France'],[],[],?,249,1042 kj(249 kcal),21,"8,5","4,1","2,5","10,7","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Torta gorgo/mascarpone,0200013016603,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"Bâtonnets Chien à Mâcher Eco+, x100 1 Sachet",3601010021770,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Yaourt sur lit de citron,3770016877084,['France'],[],[],?,85,356 kj(85 kcal),"3,1","2,2",11,11,"3,2",,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Brezain,0200151045336,['France'],[],[],?,350,1464 kj(350 kcal),28,18,1,0,22,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Twist,3538280837636,['France'],[],[],?,185,774 kj(185 kcal),"1,4","1,1","69,6","0,1","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Draze orzechowe,5900303003201,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Donuts fourré cacao,0201518013128,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Diva,9003600480167,['France'],[],[],?,518,2167 kj(518 kcal),31,18,49,47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,English breakfast tea,0054881010894,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Chongga Mat Kimchi,8801024110247,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,75CL Vinaigre De Cidre Normand 5ø Maille,3036810234622,['France'],[],[],?,22,92 kj(22 kcal),"0,2","0,05","0,3","0,08","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Clou girofle moulu,8436038269058,['France'],[],[],?,50,209 kj(50 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Détox Scandinave,2700461002411,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Chocolat au lait,8718537874668,['France'],[],[],?,541,2264 kj(541 kcal),"32,2","19,4","55,3","54,2","6,1","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,AXE Déodorant Homme Bodyspray Compressé Black 48h Non-Stop Frais - 100ml,96100554,['France'],"['Alcohol Denat', 'Butane', 'Isobutane', 'Propane', 'Parfum', 'Ethylhexylglycerin', 'Tocopherol', 'Alpha-Isomethyl Ionone', 'Benzyl Alcohol', 'Benzyl Benzoate', 'Benzyl Salicylate', 'Citral', 'Citronellol', 'Geraniol', 'Limonene', 'Linalool']",[],?,?,,?,,?,,?,,,100 ml,"['aérosol', 'wrapper', 'Film']",['Axe'],,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,Déodorant Spray Antibactérien,"['E943a - Butane', 'E943b - Isobutane', 'E944 - Propane', 'E307c - Tocophérol', 'E1519 - Alcool benzylique']","['Gs1:T4078:AI', 'Gs1:T4078:BA', 'Gs1:T4078:BB', 'Gs1:T4078:BO', 'Gs1:T4078:BP', 'Gs1:T4078:BS', 'Gs1:T4078:CN', 'Gs1:T4078:CT', 'Gs1:T4078:GE']",4,,,,,,,
167,Beechies,6009900357003,['France'],[],[],?,166.109,695 kj(166 kcal),0,0,62,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,60219848,60219848,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Giffard Creme De Rose 16D,3180290042717,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Abc hearts,8717185250152,['France'],[],[],?,370,1548 kj(370 kcal),1,"0,9",97,96,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Vin d’alsace,3478886888697,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0041331023146,0041331023146,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Dixee Sandwiches - Bermudez - 294g,0054315031044,['France'],"['WHEAT FLOUR', 'CHEESE POWDER ', 'WHEY', 'CHEDDAR CHEESE [PASTEURIZED CULTURED MILK', 'ENZYMES', 'SALT]', 'DISODIUM PHOSPHATE [STABILISER]', 'ENZYMES', ' VEGETABLE SHORTENING ', 'PALM OIL AND /OR PALM STEARIN OIL AND /OR PALM OLEIN OOILS', ' SUGAR', 'HIGH FRUCTOSE CORN SYRUP', 'LEAVENING AGENTS ', 'AMMONIUM BICARBONATE', ' MONOCALCIUM PHOSPHATE', 'SODIUM BICARBONATE', 'SKIMMED MILK POWDER', 'MALT SYRUP', ' SALT', 'ARTIFICIAL COLOUR ', 'FD&C YELLOW #5', ' ', 'SULPHITE', 'SOY LECITHIN', 'SODIUM METABISULPHITE', 'ANTIOXIDANT ', 'BHA /BHT', ' \rCONTAINS: WHEAT', 'SOYBEAN AND MILK', ' \rPRODUCED IN A FACILITY THAT USES EGGS', 'PEANUTS AND TREE NUTS ', 'PECANS', 'COCONUTS AND ALMONDS']",['Non végétalien'],?,510,2130 kj(510 kcal),"30,6","16,3",51,"12,2","10,2","1,89","0,755",294 g,,['Bermudez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E339ii - Phosphate disodique', ""E503ii - Carbonate acide d'ammonium"", 'E341i - Phosphate monocalcique', 'E500ii - Carbonate acide de sodium', 'E102 - Tartrazine', 'E322i - Lécithine', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E320 - Butylhydroxyanisol', 'E321 - Butylhydroxytoluène']","['Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja', 'Anhydride sulfureux et sulfites']",4,,,,,,,
174,frites rustiques - picard - 500g,1270568500369,['France'],[],[],?,152,636 kj(152 kcal),"5,5","0,8",22,"0,5","2,8","0,4","0,16",500g,,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,,,,,
175,Fruit Jellies - Tesco,5052320529438,['France'],[],[],?,341,1427 kj(341 kcal),"0,5","0,3","83,4",64,"0,1","0,3","0,12",,,['Tesco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,3701347704824,3701347704824,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,MAGIC MALT - 330ml,8718104901728,['France'],"['U', ""malt d'orge"", 'sucre', 'dioxyde de carbone', 'caram', 'E150c', 'houblon', 'vitamines: acide panthothelque', 'vitamine B6', 'biotine et vitamine B12', ' Ingredienti: acqua', ""malto d'orzo"", 'zucchero', 'biossido di carbonio', 'caramello ', 'E150c', 'luppolo', 'vitamine: acido pantotenico', 'vitamina B6', 'biotina e vitamina B12', ' Ingredientes: água', 'malte de cevada', 'açúcar', 'dióxido de carbono', 'caramelo ', 'E150c', 'lúpúlo', 'vitaminas: ácido pantotenico', 'LEGO vitamina B6', 'biotina e vitamina B12', ' المحنويات: ماء، شعير، سكر، ثاني اكسيد الكربون، كراميل ', 'أي 150 س', ' جنجل، فينامينات، الفيتامينات: حمض بانتوثينيك وفيتامين B6 والبيوتين وفيتامين B12 Nutrition facts per/ Valeurs nutrionelles par/ Datos de nutrición por/ I O ml']",[],?,?,,0,,"16,2","14,5","0,5","0,008","0,003",330 ml,['Canettes'],['MAGIC MALT'],"['Boissons', 'Boissons énergisantes', 'Boisson énergisante sucrée']",,,-100%,+102%,+245%,,,,0 g,en faible quantité,,,14.5 g,en quantité élevée,0.008 g,en faible quantité,,,+100%,-93%,-93%,,,,,,,,,,,,,"['E290 - Dioxyde de carbone', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",,4,,,,,,,
178,3770013339011,3770013339011,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Poulet fermier,0217230031036,['France'],[],[],?,57,238 kj(57 kcal),"5,9","1,7",0,0,20,"0,15","0,06",,"['Barquette', 'Film en plastique']",,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0877693003348,0877693003348,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0858641003986,0858641003986,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Happy bianco,5908234810653,['France'],[],[],?,576,2410 kj(576 kcal),41,23,44,34,1,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Mélange du Trappeur,2020000069003,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,"['EMB 37203C', 'Rochecorbon (Indre-et-Loire, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Chocolat en poudre marchoc bio,5200125351703,['France'],[],[],?,386,1615 kj(386 kcal),"6,3","3,8",80,60,6,0,0,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Litchi Framboise,3760286631295,['France'],[],[],?,216,904 kj(216 kcal),0,0,52,50,"1,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Plum sauce,8850058004329,['France'],[],[],?,241,1008 kj(241 kcal),0,0,60,40,0,"0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,La Dark,3760286631158,['France'],[],[],?,560,2343 kj(560 kcal),"36,6","3,6",40,40,"8,9","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Craquelins,3251750000001,['France'],[],[],?,375,1569 kj(375 kcal),3,"0,7",75,"6,1",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Mélange de fruits déshydraté,2007754022041,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Ananas tranchés,2003567014303,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Ragu alla bolognese,8003979004231,['France'],[],[],?,34,142 kj(34 kcal),10,"2,1",44,"3,8","5,8",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Galletas con chia y curcuma,8437005927094,['France'],[],[],?,509,2130 kj(509 kcal),20,"3,4",64,18,"5,2","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Comte,2671339023817,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,1,"0,4",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-0%,+1%,-100%,+0%,,,D,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,-0%,+1%,-100%,+19%,+19%,14,+8%,D,+8%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
194,Beignets chocolat,0260562016400,['France'],[],[],?,404,1690 kj(404 kcal),20,"2,4",50,20,"5,2","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Crock nero,71394473,['France'],[],[],?,541,2264 kj(541 kcal),37,18,48,45,5,"0,1","0,04",,,,,,,,,,['Sans huile de palme'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Brinky,8710445020311,['France'],[],[],?,486,2033 kj(486 kcal),"21,3","11,8","65,5","39,3","6,2","0,39","0,156",,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Risotto crémeux au magret de canard et tomates séchés,3525166632386,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Jambon a l’ancienne,2411843034318,['France'],[],[],?,189,791 kj(189 kcal),11,"4,1","0,6","0,6",21,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Melange ventre plat,2010013125,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Poulet fermier blanc,2160774005903,['France'],[],[],?,132,552 kj(132 kcal),"3,2","0,9","1,6","0,5",23,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Les juste cuits,2224658078589,['France'],[],[],?,?,,?,,?,,?,"0,96","0,384",,"['Etui en carton', 'Sachet en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Expresso - Senseo,3228470065,['France'],[],[],?,?,,?,,?,,?,,,,,['Senseo'],,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
