,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,packaging,traceability_code,ingredients_origins,quantity,generic_name,additives,allergens,nova_score,manufacturing,markets,link,palm_ingredients
1013,Tortelloni,7610227895902,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortelloni']",,['France'],[],[],4.1 g,en quantité modérée,1.5 g,en quantité modérée,2.3 g,en faible quantité,1.4 g,en quantité modérée,?,,189,-25%,791 kj(189 kcal),-26%,"4,1",-35%,"1,5",-42%,29,-25%,"2,3",-11%,"8,1",-14%,"1,4",+24%,"0,56",+24%,4,-26%,C,-26%,,,,,,,,,,,,,,,,,,,,
1014,CBD muffin,8594196130457,,,,['France'],[],[],,,,,,,,,?,,387,,1619 kj(387 kcal),,17,,"3,5",,53,,29,,"5,5",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
1015,Haricot vert - Bonduelle,03698509,,,['Sans conservateurs'],['France'],[],[],,,,,,,,,?,,84,,351 kj(84 kcal),,"0,1",,0,,"1,5",,"0,5",,"1,6",,"0,58",,"0,232",,,,,,,,,,,,,['Bonduelle'],,,,,,,,,,,,
1016,Croque pomme de terre - Leaderprice,3263859862190,,,,['France'],[],[],,,,,,,,,?,,183,,766 kj(183 kcal),,9,,"2,5",,19,,18,,"5,6",,"1,5",,"0,6",,,,,,,,,,,,,['Leaderprice'],,,,,,,,,,,,
1017,Kind bark,0058496452261,,,,['France'],[],[],,,,,,,,,?,,180,,753 kj(180 kcal),,14,,5,,15,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Lactel Matin léger Facile à digérer BIO,3598272110024,,,['Bio'],['France'],[],[],,,,,,,,,?,,87,,364 kj(87 kcal),,"2,3",,"0,8",,"5,3",,"5,1",,0,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,
1019,Fromage ossau traty aop lt pasteurisé,0205202021253,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Escalope de dinde,0289054024730,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
1021,Mélange sambahia,2600223017250,,,,['France'],[],[],,,,,,,,,?,,465,,1946 kj(465 kcal),,18,,"6,6",,66,,13,,8,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1022,Ketchup aux fruits,3760280470968,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Roti de porc fumé,0278493019742,E,"['Viandes', 'Porc', 'Rôtis de porc']","['Viande Française', 'Viande Porcine Française']",['France'],[],[],8.5 g,en quantité modérée,4.5 g,en quantité modérée,0.8 g,en faible quantité,1.82 g,en quantité élevée,?,,163,+13%,682 kj(163 kcal),+14%,"8,5",+69%,"4,5",+115%,"1,1",+35%,"0,8",+28%,21,-6%,"1,82",+6%,"0,728",+6%,14,+96%,D,+96%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,
1024,Saucisse au chou,2454811031889,,,,['France'],[],[],,,,,,,,,?,,220,,920 kj(220 kcal),,17,,"6,4",,"2,1",,"2,1",,15,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,
1025,Pane artigianale,8010747002924,,,,['France'],[],[],,,,,,,,,?,,306,,1280 kj(306 kcal),,"6,4",,"0,9",,"50,8",,"3,5",,"9,7",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1026,Crevette entieres cuites refrigerees,0210001091833,D,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Crevettes cuites', 'Crevettes entières', 'Crevettes entières cuites', 'Crevettes entières cuites réfrigérées']",,['France'],[],[],1.1 g,en faible quantité,0.6 g,en faible quantité,0.1 g,en faible quantité,1.92 g,en quantité élevée,?,,97,-24%,406 kj(97 kcal),-24%,"1,1",+69%,"0,6",+37%,"0,1",-77%,"0,1",-49%,"21,5",-3%,"1,92",-1%,"0,768",-1%,4,-19%,C,-19%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,,,,,,
1027,Baies de sansho vertes,3760089480793,,,,['France'],[],[],,,,,,,,,?,,229,,958 kj(229 kcal),,"2,8",,"0,79",,"11,5",,"5,5",,"12,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Paëlla Fruits de mer & Merquez,3589620006915,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Pain Paillasse,0260850008865,,,,['France'],[],[],,,,,,,,,?,,243,,1017 kj(243 kcal),,"0,9",,"0,4",,"50,1",,"2,4",,"7,9",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1030,Gouda cumin,2488016015559,,,,['France'],[],[],,,,,,,,,?,,376,,1573 kj(376 kcal),,"30,8",,"21,4",,0,,0,,"23,8",,"1,7",,"0,68",,,,,,,,,,,,,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,,
1031,Raisin blanc,8032797962133,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Energy - Coca-Cola,5449000265234,,,,['France'],[],[],,,,,,,,,?,,3,,13 kj(3 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,['Coca-Cola'],,,,,,,,,,,,
1033,Huile extraite d’olive et ail,3700786800548,,,['Bio'],['France'],[],[],,,,,,,,,?,,884.29998779297,,3700 kj(884 kcal),,100,,14,,"0,5",,"0,5",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Terrine de campagne,3334590030008,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,['France'],[],[],29 g,en quantité élevée,10 g,en quantité élevée,0.7 g,en faible quantité,1.5 g,en quantité modérée,?,,312,-3%,1305 kj(312 kcal),-3%,29,+2%,10,-7%,10,+337%,"0,7",-19%,10,-29%,"1,5",-6%,"0,6",-6%,18,-7%,D,-7%,,,,,,,,,,,,,,,,,,,,
1035,Rose des sables,3522030004065,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Creme de chataigne et dattes,3760247710199,,,"['Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",['France'],[],[],,,,,,,,,?,,216,,904 kj(216 kcal),,"0,825",,"0,237",,"46,75",,"34,3",,"1,885",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,
1037,Yaourt aromatisé fraise Ardennes -,3558200012059,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts au lait de vache']",['Point Vert'],['France'],"['Lait ențier pasteurisé de vache', 'sucre 7%', 'poudre de lait 3%', 'arôme naturel de fraise 0,8%', 'ferments lactiques']",['Non végétalien'],3.36 g,en quantité modérée,2.19 g,en quantité modérée,8.35 g,en quantité modérée,0.178 g,en faible quantité,?,,91.29,+0%,382 kj(91 kcal),+1%,"3,36",+22%,"2,19",+25%,"11,4",-8%,"8,35",-29%,"3,81",+7%,"0,178",+56%,"0,071",+56%,2,-41%,B,-41%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,,,"['FR 08.385.001 CE', 'Saint-Laurent (Ardennes, France)']",,,,,['Lait'],4,,,,
1038,Protéines mix vegan + baie'energie,3701182300458,,,"['Bio', 'Bio européen', 'FR-BIO-15', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,330,,1381 kj(330 kcal),,"9,9",,"1,9",,"9,2",,"4,4",,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Hot & Sour Flavour Sliced Noddle,0087303867967,,,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,"9,79",,"3,85",,59,,"2,7",,"9,7",,"5,13",,"2,052",,,,,,,,,,,,,,,,,,,,,,,,,
1040,Le délice cru,2284425017050,,,,['France'],[],[],,,,,,,,,?,,305,,1276 kj(305 kcal),,18,,"7,6",,"0,7",,"0,7",,"35,2",,"7,73",,"3,092",,,,,,,,,,,,,,,,,,,,,,,,,
1041,Gateau basque à la cerise,,,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,10,,"6,3",,61,,39,,"3,8",,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,,,,,
1042,Fortnum & Mason Famous Teas Chai,5053826001145,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Midilight vanille grande saveur,3613960008480,,,,['France'],[],[],,,,,,,,,?,,369,,1544 kj(369 kcal),,4,,"1,5",,25,,19,,57,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
1044,Filet de poulet roti,2431628019613,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,['France'],[],[],5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,?,,151,+4%,632 kj(151 kcal),+4%,"5,8",+8%,"1,4",+3%,"1,4",+143%,0,-100%,24,+2%,"1,4",+4%,"0,56",+4%,3,+17%,C,+17%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,
1045,Popping Corn Chips,8801062893393,,,,['France'],[],[],,,,,,,,,?,,561,,2347 kj(561 kcal),,33,,10,,61,,5,,5,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,
1046,Heinz mayonnaise,8715700116648,D,"['Epicerie', 'Sauces', 'Mayonnaises']",,['France'],[],[],70 g,en quantité élevée,5.3 g,en quantité élevée,1.5 g,en faible quantité,1 g,en quantité modérée,?,,644,+5%,2694 kj(644 kcal),+5%,70,+6%,"5,3",-14%,3,+12%,"1,5",+3%,"0,8",-35%,1,-25%,"0,4",-25%,17,-5%,D,-5%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Heinz'],,,,,,,,,,,,
1047,Maison montfort - Maison Monfort,3104544071957,,,,['France'],[],[],,,,,,,,,?,,488,,2042 kj(488 kcal),,50,,21,,"3,1",,"0,9",,6,,"1,1",,"0,44",,,,,,,,,,,,,"['Maison Monfort', 'Maison Montfort']",,,,,,,,,,,,
1048,Pop Fruit Wild Berries,5600961112887,,,,['France'],[],[],,,,,,,,,?,,134,,561 kj(134 kcal),,0,,0,,32,,24,,"0,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Glace,01244801,,,,['France'],[],[],,,,,,,,,?,,213,,891 kj(213 kcal),,"10,2",,"4,4",,26,,"25,9",,"4,4",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,
1050,saucisson sec aux noisettes,3268750010008,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs aux noisettes']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,
1051,Fromage blanc saveur vanille - Carrefour,6520832730028,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",['Fabriqué en France'],['France'],[],[],6 g,en quantité modérée,4 g,en quantité modérée,6.9 g,en quantité modérée,2 g,en quantité élevée,?,,65,-29%,272 kj(65 kcal),-28%,6,+49%,4,+53%,9,+38%,"6,9",+14%,50,+673%,2,+1769%,"0,8",+1769%,12,+4081%,D,+4081%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['Carrefour'],,,,,,,,,,['Carrefour'],,
1052,Pastille LEONE Agrumes Citron Fruits,8005028112294,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Terra nostra,5601244202042,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Muesli antioxidants,6091314910356,,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,"6,1",,"1,2",,"68,3",,"9,8",,"13,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Dates el jawhara,6191451200010,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Biere artisanale de Noirmoutier,3770006496028,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Magdalenas con pepitas de chocolate sin gluten,8436018840000,D,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",,['France'],[],[],26.6 g,en quantité élevée,5.47 g,en quantité élevée,30 g,en quantité élevée,0.41 g,en quantité modérée,?,,444.4,-0%,1859 kj(444 kcal),-1%,"26,6",+13%,"5,47",-18%,"47,01",-10%,"29,98",+6%,"3,4",-40%,"0,41",-46%,"0,164",-46%,17,-8%,D,-8%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,,,,,,,,,,,,,
1058,Semoule de blé grosse - Nahil - 1kg,3760199924026,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur']",,['France'],['Semoule de Blé dur'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0.01 g,en faible quantité,1478,-2%,348,-2%,1478 kj(348 kcal),-1%,1,-48%,0,-100%,72,+2%,3,+11%,"11,5",-5%,"0,01",-92%,"0,004",-92%,-1,,A,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,['Nahil'],['Sachet plastique transparent'],,,1 kg,,,['Gluten'],1,,"[""BIO's International""]",,
1059,Essential Everyday Ripe Olives Sliced,0041303003060,,,,['France'],[],[],,,,,,,,,?,,156.25,,654 kj(156 kcal),,"15,625",,0,,"6,25",,0,,0,,"1,969",,"0,788",,,,,,,,,,,,,,,,,,,,,,,,,
1060,Vegetable soup plus,080005469829001,,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,13,,"1,2",,22,,"5,5",,29,,"8,3",,"3,32",,,,,,,,,,,,,,,,,,,,,,,,,
1061,Semi di chia,8032956791147,,,,['France'],[],[],,,,,,,,,?,,430,,1799 kj(430 kcal),,31,,"3,8",,42,,"0,5",,21,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1062,Super Mario 3D All-Stars,0045496426675,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Orange Carrot,0089396642964,,,,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,0,,0,,29,,28,,0,,"12,5",,5,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Lipton Sun Tea Solbær Std,3228881078476,,,,['France'],[],[],,,,,,,,,?,,4,,17 kj(4 kcal),,0,,0,,"0,5",,"0,5",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Jambon cuit - Carrefour,5400101080836,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Fabriqué en Belgique'],['France'],[],[],2 g,en faible quantité,0.8 g,en faible quantité,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,,111,-16%,464 kj(111 kcal),-15%,2,-58%,"0,8",-57%,"0,5",-25%,"0,5",-16%,23,+9%,"1,9",+2%,"0,76",+2%,4,-43%,C,-43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Carrefour'],,,,,,,,,,['Carrefour'],,
1066,Fanta Saveur Mangue et fruit du dragon,03330504,,,,['France'],[],[],,,,,,,,,?,,26,,109 kj(26 kcal),,9,,0,,7,,"6,1",,"6,1",,0,,0,,,,,,,,,,,,,['Fanta'],,,,,,,,,,,,
1067,granola vrac,0205274006899,,,,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,12,,3,,12,,5,,65,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,
1068,Fromage blanc fermier framboise,2251150029528,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Halot,0715235394991,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Boule à la farine complète,34580585,,,,['France'],[],[],,,,,,,,,?,,268,,1121 kj(268 kcal),,"5,2",,"0,6",,41,,"5,3",,10,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
1071,Miel de chataignier de France,3540860048974,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,75 g,en quantité élevée,,,?,,1416,+424%,5925 kj(1416 kcal),+424%,"0,5",+294%,"0,1",+129%,83,+19%,75,+22%,"0,5",+53%,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1072,Printiligne 0%,19950337,,,,['France'],[],[],,,,,,,,,?,,49,,205 kj(49 kcal),,"0,5",,"0,1",,"4,7",,"4,7",,"7,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1073,Soft prunes,20136826,,,,['France'],[],[],,,,,,,,,?,,268,,1121 kj(268 kcal),,"0,5",,"0,1",,"63,9",,"38,1",,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Whey protein,5391534950035,,,,['France'],[],[],,,,,,,,,?,,397,,1661 kj(397 kcal),,"5,8",,"3,6",,"7,1",,6,,"78,6",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,
1075,Crême de marron - Lucien Georgelin,3330720257604,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",['Fabriqué en France'],['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,54 g,en quantité élevée,0 g,en faible quantité,?,,250,-0%,1046 kj(250 kcal),-0%,"0,5",-33%,"0,1",-31%,61,+1%,54,+8%,"0,6",-45%,0,-100%,0,-100%,13,+13%,D,+13%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,['Lucien Georgelin'],,,,,,,,,,,,
1076,Palets aux raisins,3760178791397,,,,['France'],[],[],,,,,,,,,?,,288.20001220703,,1206 kj(288 kcal),,"2,6",,"2,1",,62,,47,,"3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Paella royale,3349145194005,,,,['France'],[],[],,,,,,,,,?,,154,,644 kj(154 kcal),,"7,4",,"1,9",,"11,5",,"0,5",,"10,3",,"1,72",,"0,688",,,,,,,,,,,,,,,,,,,,,,,,,
1078,Donuts de poulet,3230890007460,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,['France'],[],[],13 g,en quantité modérée,3.7 g,en quantité modérée,1.8 g,en faible quantité,1.2 g,en quantité modérée,?,,253,-38%,1059 kj(253 kcal),-38%,13,-43%,"3,7",-65%,21,-53%,"1,8",-89%,12,+103%,"1,2",+26%,"0,48",+26%,11,-44%,D,-44%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,
1079,5420036416173,5420036416173,,,"['Bio', 'Bio européen', 'BE-BIO-03']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Saucisse a cuire sup a la forestiere,2687208050716,,,,['France'],[],[],,,,,,,,,?,,300,,1255 kj(300 kcal),,"25,5",,"10,9",,"1,8",,1,,16,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,
1081,india nasiona konopne,5905669213035,,,,['France'],[],[],,,,,,,,,?,,506,,2117 kj(506 kcal),,"31,2",,11,,34,,0,,"22,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1082,3268680031692,3268680031692,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Bolodinde,7290002355458,,,,['France'],[],[],,,,,,,,,?,,230,,962 kj(230 kcal),,18,,6,,3,,0,,14,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,
1084,Bande flan coco chocolat,2836698019028,,,,['France'],[],[],,,,,,,,,?,,197,,824 kj(197 kcal),,"7,1",,4,,29,,21,,"3,9",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,
1085,Pain de miel complet,3700411904498,,,,['France'],[],[],,,,,,,,,?,,232,,971 kj(232 kcal),,"3,1",,"0,7",,39,,3,,"9,1",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
1086,Soupe De Poisson La Méditerranéenne Déshydratée,8712566458462,E,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,['France'],[],[],0.6 g,en faible quantité,0 g,en faible quantité,1.2 g,en faible quantité,0.75 g,en quantité modérée,?,,0,-100%,0 kj(0 kcal),-100%,"0,6",-68%,0,-100%,"3,9",+114%,"1,2",+84%,"0,9",-83%,"0,75",-15%,"0,3",-15%,3,+244%,C,+244%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,,,,,,
1087,All-Bran - Kellogg's,58218648,,,,['France'],[],[],,,,,,,,,?,,440,,1841 kj(440 kcal),,20,,5,,49,,22,,8,,"0,63",,"0,252",,,,,,,,,,,,,"[""Kellogg's""]",,,,,,,,,,,,
1088,Épaule cuite standard,3263859488086,,,,['France'],[],[],,,,,,,,,?,,106,,444 kj(106 kcal),,"5,1",,"1,7",,"2,1",,2,,13,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Ruhrei,5060428432192,,,,['France'],[],[],,,,,,,,,?,,148,,619 kj(148 kcal),,"6,4",,"2,3",,15,,"0,55",,"7,5",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1090,Cremiger schikopudding,5060428433823,,,,['France'],[],[],,,,,,,,,?,,107,,448 kj(107 kcal),,"2,7",,"1,7",,17,,13,,"3,3",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,
1091,Thé minceur,3481890100075,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Saumon sauvage,65162033,,,,['France'],[],[],,,,,,,,,?,,94,,393 kj(94 kcal),,"1,5",,"0,3",,0,,0,,20,,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,,,,,
1093,Confiture rhubarbe et miel - Le rucher de rubis,3760267500244,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe']","['Sans arômes artificiels', 'Sans conservateurs']",['France'],"['rhubarbe ', '60%', 'miel ', '20%', 'sucre', 'pectine', 'acide citrique']",[],,,,,55 g,en quantité élevée,,,?,,?,,,,?,,,,?,,55,+5%,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Le rucher de rubis'],"['Bocal', 'Verre']",,,,,,,,,,,
1094,Prout,0815361016313,,,,['France'],[],[],,,,,,,,,?,,670,,2803 kj(670 kcal),,"0,4",,"0,3",,64,,"0,1",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Coleslaw - Bonduelle,3083681065640,B,"['Plats préparés', 'Entrées', 'Coleslaw']","['Nutriscore', 'Nutriscore A']",['France'],[],[],10 g,en quantité modérée,0.8 g,en faible quantité,5.5 g,en quantité modérée,0.6 g,en quantité modérée,?,,125,-4%,523 kj(125 kcal),-2%,10,0%,"0,8",-9%,"6,5",+4%,"5,5",+10%,1,-10%,"0,6",-25%,"0,24",-25%,2,-42%,B,-42%,37.1%,36.0%,10.3%,10.1%,5.2%,1.4%,92,['Bonduelle'],,,,,,,,,,,,
1096,Prout,9780201451764,,['Non alimentaire'],,['France'],[],[],17 g,en quantité modérée,5.6 g,en quantité élevée,32 g,en quantité élevée,0.58 g,en quantité modérée,?,,465,+118%,1946 kj(465 kcal),+118%,17,+55%,"5,6",+62%,69,+204%,32,+250%,"6,4",-9%,"0,58",-35%,"0,232",-35%,,,,,,,,,,,,,,,,,,,,,,,,
1097,Lala,9780201621396,,['Non alimentaire'],,['France'],[],[],17 g,en quantité modérée,4.5 g,en quantité modérée,31 g,en quantité élevée,0.58 g,en quantité modérée,?,,465,+118%,1946 kj(465 kcal),+118%,17,+55%,"4,5",+30%,69,+204%,31,+239%,"6,4",-9%,"0,58",-35%,"0,232",-35%,,,,,,,,,,,,,,,,,,,,,,,,
1098,Farce à légumes,2888519042050,,"['Viandes', 'Préparations de viande', 'Préparations de viande hachée']",,['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,,,,,,,,,,"['FR 47.091.002 CE', 'Estillac (Lot-et-Garonne, France)']",,,,,,,,,,
1099,Patachon,9780201380828,,['Non alimentaire'],,['France'],[],[],17 g,en quantité modérée,4.5 g,en quantité modérée,30.9 g,en quantité élevée,0.58 g,en quantité modérée,?,,465,+118%,1946 kj(465 kcal),+118%,17,+55%,"4,5",+30%,69,+204%,"30,9",+238%,"6,4",-9%,"0,58",-35%,"0,232",-35%,,,,,,,,,,,,,,,,,,,,,,,,
1100,I cioccolatini da bere,8055742996359,,,,['France'],[],[],,,,,,,,,?,,396,,1657 kj(396 kcal),,"5,5",,"4,2",,"76,5",,"69,4",,"7,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
