,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,allergens,manufacturing,generic_name,markets,ingredients_origins,link,palm_ingredients,brand_owner,origin_detail,producer_info
227,Phytoceutic Ginseng Rouge Bio,3492270072004,,,['Phytoceutic'],['Compléments alimentaires'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Phytoceutic Acérola 1000 - 59g,3492270072035,,59 g,['Phytoceutic'],['Compléments alimentaires'],['Bio'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"Confiture De Figues, Pot De - St. Dalfour - 284g",3492390003698,D,284 g,['St. Dalfour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",,,"['France', 'Suisse']","['Figues 51%', 'jus de fruits concentrés ', 'raisin', 'datte', ' 47,5%', 'jus de citron', 'gélifiant : pectine']",['E440 - Pectines'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.8 g,en faible quantité,0.01 g,en faible quantité,45.9 g,en quantité élevée,0.03 g,en faible quantité,905,-5%,?,,905 kj(216 kcal),-7%,"0,8",+75%,"0,01",-85%,52,-6%,"45,9",-14%,"0,7",-5%,"0,03",+61%,"0,012",+61%,7,-26%,C,-26%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
230,Préparation de fruits,3492390011662,,,,,,,['France'],[],,[],,,,,,,,,,?,,214,,895 kj(214 kcal),,"0,8",,"0,01",,52,,"50,1",,"0,5",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,
231,Chataigne - St Dalfour - 420g,3492390014793,,420 g,['St Dalfour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés']",,,['France'],['Châtaignes'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.7 g,en faible quantité,0.3 g,en faible quantité,8.4 g,en quantité modérée,0 g,en faible quantité,769,+264%,182,+189%,769 kj(182 kcal),+203%,"1,7",+50%,"0,3",+39%,"35,5",+396%,"8,4",+176%,"3,1",+43%,0,-100%,0,-100%,-8,,A,,,,,,,,,,,"['Espagne', 'Italie', 'Portugal']",,['Costco'],,,,,,
232,Préparation de fruits mûres sauvages,3492390014984,,,,,['Sans conservateurs'],,['France'],[],,[],,,,,,,,,,?,,218,,912 kj(218 kcal),,"0,8",,"0,01",,52,,"47,9",,"0,6",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,
233,Cerises noires préparation de fruits - St. Dalfour,3492390018227,,,['St. Dalfour'],,"['Sans colorants', 'Sans conservateurs']",,['France'],[],,[],,,,,,,,,,?,,213,,891 kj(213 kcal),,0,,0,,52,,"47,9",,"0,5",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,
234,Piments extra du pays-basque sud - Gurea,3492420000680,,,['Gurea'],,,,['France'],"['INGREDIENTS: Piments', 'eau', 'vinagre de vin ', 'sulfites', 'sel', 'acidulant: E-330 et antioxidant: E-300']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",[],,,,,,,,,,?,,77,,322 kj(77 kcal),,"0,3",,"0,1",,"4,4",,0,,"1,5",,2,,"0,8",,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,,,,,,,,
235,Pate de coing - Gurea,3492420007177,C,,['Gurea'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits', 'Pâtes de coings']",['en:gluten-free'],,['France'],"['ngrédients: pulpe de coing', 'sucre', 'carraghénane', 'acidifiant :onservateur: benzoate de sodium ngrcdicntes: pulpa de membrillo', 'a Ìuctosa', 'espesante: carragenano', 'actduidilto', ' acido citrico', 'onservador: benzoato sédico Concepteur-Distributeur France Gourmande ', 'Allée de 64600 ANGLET ', 'FRANCE', ' nballage / lote y consumir preferentemente antes del fir']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",[],4,0 g,en faible quantité,0 g,en faible quantité,55.7 g,en quantité élevée,0.5 g,en quantité modérée,?,,246,-9%,1029 kj(246 kcal),-11%,0,-100%,0,-100%,"59,5",-12%,"55,7",-7%,"0,2",-45%,"0,5",+492%,"0,2",+492%,7,-8%,C,-8%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,
236,Colin d'Alaska meunière cuites,3492500020690,,,,,,"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",['France'],[],,[],,,,,,,,,,?,,140,,586 kj(140 kcal),,"5,3",,"0,6",,"7,4",,"0,7",,"15,4",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,
237,"Panés de poissons   - cité Marine - 0,500Kg",3492500025688,,"0,500Kg",['cité Marine'],,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Poissons Panés au Fromage -  - 200g (2 * 100g),3492500031474,,200 g (2 * 100 g),,"['Plats préparés', 'Plats préparés au poisson', 'Réfrigérés', 'Plats préparés réfrigérés']",,,['France'],"['Préparation à base de poisson 70 % : poisson 29%', 'eau', 'fromage fondu 11 % ', 'fromages ', 'dont emmental', 'eau', 'beurre', 'poudre de lactosérum', 'protéines de lait', 'sels de fonte : E331-E339-E452', 'sel', 'gélifiants : E407-E401', 'base pomme de terre déshydratée ', 'pomme de terre', 'sel', 'blanc d’œuf en poudre', 'aromate', 'calamar', ' Enrobage 30% : chapelure ', 'farine de blé', 'levure', 'sel', 'épices : curcuma', 'paprika', 'enrobant _', 'eau farine de blé', 'huiles végétales ', 'tournesol', 'colza']","['E331 - Citrates de sodium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E401 - Alginate de sodium']","['Non végétalien', 'Non végétarien']",4,10.2 g,en quantité modérée,2.6 g,en quantité modérée,1.1 g,en faible quantité,1.08 g,en quantité modérée,?,,219,+20%,916 kj(219 kcal),+21%,"10,2",+11%,"2,6",-8%,"20,7",+40%,"1,1",-49%,"10,3",+38%,"1,08",+5%,"0,432",+5%,2,-60%,B,-60%,,,,,,,,"['Frais', 'Plastique']","['Œufs', 'Poisson', 'Gluten', 'Lait', 'Mollusques']",,Poissons Panés au Fromage,,,,,,,
239,Nuggets au Poisson Panés - Cite marine - 400g,3492500031894,E,400 g,['Cite marine'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Nuggets', 'Nuggets de poisson']",['Sans arête'],,['France'],[],,[],,10.5 g,en quantité modérée,1.1 g,en faible quantité,1.2 g,en faible quantité,0.81 g,en quantité modérée,?,,227,-2%,950 kj(227 kcal),-3%,"10,5",-14%,"1,1",-50%,"21,3",+25%,"1,2",-12%,"11,1",-13%,"0,81",-25%,"0,324",-25%,1,-64%,B,-64%,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,"['Frais', 'Barquette', 'Atmosphère protectrice', 'Film', 'Plastique']",,,,,,,,,,
240,Panés au Colin d'Alaska - Cité Marine - 500g (x 5),3492500033850,E,500 g (x 5),['Cité Marine'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Frais', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Poissons panés de colin']","['Peu ou pas de matière grasse', 'Sans matière grasse ajoutée', 'Sans arête']","['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",['France'],"[""Préparation à base de colin d'Alaska 70% : colin d'Alaska 48%"", 'eau', 'calamar', 'amidon modifié', 'sel', 'épaississant : E461 ', '% exprimés sur la totalité du produit', ' panure 30% : chapelure ', 'farine de blé', 'levure', 'sel', 'épices : curcuma', 'paprika', 'enrobant ', 'eau', 'farine de blé', 'huiles végétales ', 'tournesol', 'colza']","['E14XX - Amidons modifiés', 'E461 - Méthylcellulose']","['Non végétalien', 'Non végétarien']",4,7.9 g,en quantité modérée,0.7 g,en faible quantité,0.7 g,en faible quantité,0.79 g,en quantité modérée,?,,193,+4%,808 kj(193 kcal),+4%,"7,9",-2%,"0,7",-19%,"18,5",+17%,"0,7",-35%,"11,2",-8%,"0,79",+1%,"0,316",+1%,0,,B,,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,"['Barquette', 'Plastique', 'Sous atmosphère protectrice']","['Poisson', 'Gluten', 'Mollusques']",['France'],"Préparation à base de colin d'Alaska panée, sans arête, cuite à coeur, réfrigérée",['Carrefour'],,,,,,
241,Panés au Merlan - Cité marine,3492500036646,,,['Cité marine'],,,,['France'],"['Préparation à base de merlan', 'panée', 'cuite', 'réfrigérée', ' réparation à base de merlan 65% : filets de merlan 51%', 'poisson', 'eau', 'amidon modifié', 'sel', 'arôme naturel de citron', ' Enrobage 35% : chapelure ', 'farine de blé', '»/ure', 'sel', 'épices : curcuma', 'paprika', 'enrobant ', 'eau', 'farine de blé', 'huiles végétales ', 'tournesol', 'colza', ' Traces possibles de lait', 'mollusques', 'Œuf', 'soja et céleri', ' exprimés sur la totalité du produit', '] consommer cuit à cœur', ' es informations en gras sont destinées aux personnes intolérantes ou allergiques']",['E14XX - Amidons modifiés'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,193,,808 kj(193 kcal),,"8,1",,"0,8",,"17,7",,"0,5",,"11,6",,"0,63",,"0,252",,,,,,,,,,,,,,"['Poisson', 'Gluten']",,,,,,,,,
242,Mini Gratin Pdt aux Cèpes et Bolets - Toupargel,3492500038138,,,['Toupargel'],,,,['France'],"['4 Mini-gratin• OMMESDErÈ2 AUX CÈPES ET éparation à base de mes de terre', 'crème et-zf kmage', 'cui rgetée prédients : Pommes de terre 4 ommes de eau', 'crème 13 ', 'ampignons 1 ', 'dont bolets 0% et cèpes 10%', 'emmental éparation pour béchamel déshydratée ', 'lactosérum', 'fécule modifiée omme de terre et amidon de manioc', 'lactose', 'sel', 'lait écrémé ', 'udre', 'épices', ""jaune d'oeuf"", ""blanc d'oeuf en poudre"", 'fécule de pomme persil', 'arômes naturels', 'cèpes déshydratés 0', '2%', 'aromate', 'aississants : E412-E415', ' aces possibles de céleri', 'gluten', 'poissons', 'soja', ' consommer après restitution à la chaleur', ' f', 'informations en gras sont destinées aux personnes intolérantes']","['E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,111,,464 kj(111 kcal),,"5,4",,"3,1",,"12,6",,"2,4",,"3,4",,"0,76",,"0,304",,,,,,,,,,,,,,"['Œufs', 'Poisson', 'Gluten', 'Lait', 'Soja']",,,,,,,,,
243,4 mini gratins choux fleur,3492500038145,,,,,,,['France'],[],,[],,,,,,,,,,?,,85,,356 kj(85 kcal),,"4,3",,"2,4",,"8,1",,3,,"2,6",,"0,64",,"0,256",,,,,,,,,,,,,,,,,,,,,,,
244,Mini-gratin à la dauphinoise - Cité Marine,3492500038152,,,['Cité Marine'],,,,['France'],"['Pommes de terre précuites 57% ', 'pommes de terre', 'sel', 'eau', 'crème 1 196', 'emmental 3%', 'préparation pour béchamel désydratée ', 'lactosérum', 'fécule modifiée de pomme de terre et amidon modifié de manioc', 'lactose', 'sel', 'lait écrémé en poudre', 'épices', 'fécule de pomme de terre', 'lactose et protéines de lait', ""jaune d'œuf"", 'arômes', 'épaississants : E415-E412', 'aromate', ' Traces possibles de céleri', 'gluten', 'poissons', 'soja', ' A consommer après restitution à la chaleur', ' Les informations en gras sont destinées aux personnes intolérantes ou allergiques']","['E415 - Gomme xanthane', 'E412 - Gomme de guar']",['Non végétalien'],4,,,,,,,,,?,,109,,456 kj(109 kcal),,5,,"3,8",,"12,5",,"2,5",,"2,9",,"0,62",,"0,248",,,,,,,,,,,,,,"['Œufs', 'Lait']",,,,,,,,,
245,Accras de morue à la créole - Cité Marine - 700g,3492500040254,E,700 g,['Cité Marine'],"['Snacks', 'Snacks salés', 'Produits de la mer', 'Apéritif', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Acras de morue', 'en:preparations-made-from-fish-meat']","['Pêche durable', 'Pêche durable MSC']","['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",['France'],"['Morue MSC 50%', 'huiles végétales ', 'tournesol', 'colza', 'farine de blé', 'œuf', 'poivrons rouges', 'oignons préfrits ', 'oignons', 'huile de tournesol', 'fécule de pomme de terre', 'eau', 'flocons de pomme de terre', ""huile d'olive vierge extra"", 'persil', 'ail', 'agents levants ', 'poudre à lever : E450i', 'E500ii', 'amidon de froment', 'farine de froment', ""blanc d'œuf en poudre"", ""épice et extrait d'épice 0"", '4%', ' [0% exprimés sur la totalité du produit', ' Traces possibles de lait', 'crustacés', 'céleri', 'soja', 'mollusques', 'moutarde']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Non végétalien', 'Non végétarien']",4,12.1 g,en quantité modérée,1.24 g,en faible quantité,2.18 g,en faible quantité,1.76 g,en quantité élevée,930,+6%,222,+1%,930 kj(222 kcal),+2%,"12,1",+31%,"1,24",-5%,"15,7",-24%,"2,18",-12%,"11,7",+11%,"1,76",-2%,"0,704",-2%,4,-42%,C,-42%,87.7%,2.6%,1.3%,5.3%,0.6%,2.4%,22,"['Barquette', 'Plastique']","['Œufs', 'Gluten']",,,,,,,,,
246,Accras de morue - Cité Marine,3492500041916,E,,['Cité Marine'],"['Snacks', 'Snacks salés', 'Produits de la mer', 'Apéritif', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Acras de morue', 'en:preparations-made-from-fish-meat']",,,['France'],"['Morue 50%', 'huiles végétales ', 'tournesol', 'colza', 'farine de blé', 'oeuf', 'poivrons rouges', 'oignons préfrits ', 'oignons', 'huile de tournesol', 'fécule de pomme de terre', 'eau', 'flocons de pomme de terre', ""huile d'olive vierge extra"", 'persil', 'ail', 'agents levants ', 'poudre à lever : E450i', 'E500ii', 'amidon de froment', 'farine de froment', ""blanc d'?uf en poudre"", ""épice et extrait d'épice 0"", '4%', '[Oh exprimés sur la totalité du produit', ' Traces possibles de lait', 'crustacés', 'céleri', 'soja', 'mollusques', 'moutarde']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Non végétalien', 'Non végétarien']",4,12.4 g,en quantité modérée,1.28 g,en faible quantité,2.48 g,en faible quantité,1.9 g,en quantité élevée,?,,224,+2%,937 kj(224 kcal),+2%,"12,4",+34%,"1,28",-2%,"15,9",-23%,"2,48",+0%,12,+14%,"1,9",+6%,"0,76",+6%,10,+44%,C,+44%,87.7%,2.6%,1.3%,5.3%,0.6%,2.4%,22,,"['Œufs', 'Poisson', 'Gluten']",,,,,,,,,
247,Pommes de terre grenailles au sel de Guérande CITE MARINE - 450g,3492500045334,B,450g,['Cité marine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre', 'Pommes de terre grenaille']","['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']","['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",['France'],[],,['Sans huile de palme'],,4.4 g,en quantité modérée,2.8 g,en quantité modérée,1.9 g,en faible quantité,0.57 g,en quantité modérée,?,,124,+27%,519 kj(124 kcal),+26%,"4,4",+111%,"2,8",+721%,"17,8",+1%,"1,9",+245%,2,-1%,"0,57",+164%,"0,228",+164%,4,,C,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,,,,
248,4 paillassons pommes de terre oignons - cité marine - 400g,3492500045549,,400g,['cité marine'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",,"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",['France'],"['Pommes de terre 80%', 'oignons préfrits 8% ', 'oignons', 'huile de tournesol', ' huile de colza', 'jaune d’œuf', 'lactose et protéine de lait', ' beurre concentré', ' arômes ', 'dont blé et céleri', 'sel', 'aromate', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,13.4 g,en quantité modérée,2.1 g,en quantité modérée,1.9 g,en faible quantité,0.533 g,en quantité modérée,767,+26%,184,+23%,767 kj(184 kcal),+22%,"13,4",+91%,"2,1",-19%,"12,7",-3%,"1,9",-9%,"2,3",-66%,"0,533",-30%,"0,213",-30%,4,+65%,C,+65%,,,,,,,,['surgelé'],"['Céleri', 'Œufs', 'Lait']",,,,,,,,,
249,Galette végétale bolognaise précuite - La Protéine végétales,3492500045808,,,['La Protéine végétales'],,"['Kascher', 'en:Orthodox Union Kosher']","['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",['France'],"['Protéines de SOJA réhydratées 57%', 'légumes minestrone 29,4% ', 'pommes de terre', 'carottes', 'garden peas', 'courgettes', 'tomates', 'choux de Milan', 'haricots mange-tout', 'poireaux', 'CÉLERI-rave', 'feuilles de CÉLERI', 'huiles végétales ', 'tournesol', 'colza', 'mélange aromatisé ', 'arôme', 'oignons déshydratés grillés', 'épaississant méthylcellulose', 'protéines de SOJA', 'fibres de BLÉ', 'sel', 'acidifiant : acide citrique', 'tomate poudre', 'arômes', ' [% exprimés sur la totalité du produit', ']']","['E461 - Méthylcellulose', 'E330 - Acide citrique']",[],4,,,,,,,,,?,,172,,720 kj(172 kcal),,10,,"0,9",,6,,"1,3",,"11,4",,"1,13",,"0,452",,,,,,,,,,,,,,"['Céleri', 'Gluten', 'Soja']",,,,,,,,,
250,Pleins filets de merlu blanc du cap facon tempura - Toupargel,3492500048045,,,['Toupargel'],"['Plats préparés', 'Plats préparés au poisson', 'Filet de merlu']",,,['France'],[],,[],,12.9 g,en quantité modérée,1.3 g,en faible quantité,0.6 g,en faible quantité,1 g,en quantité modérée,?,,209,+80%,874 kj(209 kcal),+76%,"12,9",+238%,"1,3",+119%,"10,6",+166%,"0,6",+37%,"11,8",-22%,1,+92%,"0,4",+92%,2,,B,,,,,,,,,,,,,,,,,,,
251,Filets de merlan panés,3492500051434,,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Filets de merlan', 'Filets de merlan pané']",,,['France'],[],,[],,13.7 g,en quantité modérée,1.3 g,en faible quantité,0.6 g,en faible quantité,0.46 g,en quantité modérée,?,,252,+15%,1054 kj(252 kcal),+15%,"13,7",+45%,"1,3",+42%,"19,1",-3%,"0,6",-62%,"12,3",-3%,"0,46",-10%,"0,184",-10%,1,,B,,,,,,,,,,,,,,,,,,,
252,Filets de colin d alaska panes,3492500051441,E,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Colins', 'Filets de colin']",,,['France'],[],,[],,9.8 g,en quantité modérée,1.1 g,en faible quantité,0.5 g,en faible quantité,0.36 g,en quantité modérée,?,,211,+65%,883 kj(211 kcal),+67%,"9,8",+131%,"1,1",+100%,"18,5",+167%,"0,5",-22%,"11,6",-19%,"0,36",-34%,"0,144",-34%,-1,,A,,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,,,,,,,,,,,
253,Filet de limande du nord meunière,3492500051496,,,,"['Produits de la mer', 'Poissons']","['Sans colorants', 'Pêche durable', 'Pêche durable MSC']",,['France'],[],,[],,9.23 g,en quantité modérée,0.97 g,en faible quantité,2.2 g,en faible quantité,0.94 g,en quantité modérée,?,,178,-7%,745 kj(178 kcal),-6%,"9,23",-18%,"0,97",-59%,"9,8",+371%,"2,2",+283%,"13,2",-28%,"0,94",-39%,"0,376",-39%,1,-85%,B,-85%,,,,,,,,,,,,,,,,,,
254,Mini gratin pomme de terre foie gras CITE MARINE - 400g (4 * 100g),3492500052141,,400 g (4 * 100 g),['Cité Marine'],"['Surgelés', 'Plats préparés', 'Gratins', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes']","['Sans colorants', 'Sans conservateurs', 'en:produced-in-bretagne']",,['France'],"['Pommes de terre 47 %', 'eau', 'crème', 'oignons préfrits ', 'oignons', 'huile de tournesol', 'foie gras de canard 5 %', 'pépites de bloc de foie gras de canard 3 % ', 'foie gras de canard', 'eau', 'Armagnac', 'sel', 'sucre', 'poivre', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', 'emmental', 'préparation pour béchamel déshydratée ', 'lactosérum', 'fécule modifiée de pomme de terre et amidon modifié de manioc', 'lactose', 'sel', 'lait écrémé en poudre', 'épices', ""jaune d'œuf"", 'fécule de pomme de terre', ""blanc d'œuf en poudre"", 'arômes naturels', 'sel', 'champignons noirs déshydratés', 'épaississants : E415-E412']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']","['Non végétalien', 'Non végétarien']",4,8.9 g,en quantité modérée,4.2 g,en quantité modérée,1.9 g,en faible quantité,1 g,en quantité modérée,?,,143,+11%,598 kj(143 kcal),+13%,"8,9",+28%,"4,2",+9%,"11,2",+13%,"1,9",-1%,"3,5",-27%,1,+41%,"0,4",+41%,5,+18%,C,+18%,,,,,,,,"['surgelé', 'boîte', 'Carton', 'Plastique']","['Œufs', 'Lait']","['Bretagne', 'France', 'Kervignac']",,['Magasins U'],['France'],,,,,
255,Filets entiers de limande du nord - Cité Marine,3492500053360,,,['Cité Marine'],,"['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",,['France'],"['Filets de limande du Nord', 'sans arête 7570 Enrobage 25% : farine de blé', ' huiles vegetales ', 'tournesol', 'colza', 'eau', ' amidon modifie de maïs', 'sel', 'gluten de blé', 'arôme', 'sucre', 'persil deshydraté', ' épaississants : E415-E412', 'jus de citron', 'dextrose', 'poudres à lever : E500ii?E450i Traces possibles de lait', 'oeut mollusques Les informations en qas sont destinées aux personnes intolérantes ou']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E500ii - Carbonate acide de sodium']",['Sans huile de palme'],4,,,,,,,,,?,,176,,736 kj(176 kcal),,"8,5",,"0,9",,11,,"1,4",,"13,3",,"0,83",,"0,332",,,,,,,,,,,,,,['Gluten'],,,,,,,,,
256,Filet de lamande du Nord meunière - Cité Marine,3492500054169,,,['Cité Marine'],,,,['France'],"['Filets de Limande du Nord enroba e 28 % : eau', 'huiles végétales ', 'tournesol', 'colza', 'farine de ble', 'fécule e pomme de terre', 'amidon modifié de maïs gluten de blé', 'sel lactose et protéines de lait', 'arôme', 'sucre', 'poudre dloeuf entier', 'dextrose', 'persil déshydraté', 'colorants : carotène et extrait de paprika et de curcuma', 'épaississants : E461 - E412 - E415 ', 'amidon modifié de tapioca', 'poudres à lever : E450i - E500ii', ' Traces possibles de mollusques', ' Les informations en gras sont destinées aux personnes intolérantes ou allergiques', "" Conseils de préparation au verso de l'étiquette"", "" lot : 7263103 A consommer jusqu'au :""]","['E14XX - Amidons modifiés', 'E160a - Carotènes mélangés', 'E461 - Méthylcellulose', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",[],4,,,,,,,,,?,,182,,761 kj(182 kcal),,8,,"0,7",,"14,3",,2,,"12,8",,"1,1",,"0,44",,,,,,,,,,,,,,"['Gluten', 'Lait']",,,,,,,,,
257,"Panaché Gamme Veggie Cuit, Réfrigéré - Cité Marine - 1kg",3492500054220,,1 kg,['Cité Marine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Frais', 'Plats préparés frais', ""Plats préparés d'origine végétale"", 'Réfrigérés', 'Plats préparés réfrigérés']",['en:produced-in-bretagne'],"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",['France'],"['Eau', 'huiles végétale ', 'tournesol', 'colza', ""huile d'olive extra vierge"", 'pois chiches précuit ', 'eau', 'pois chiche', 'chapelure ', 'farine de blé', 'levure', 'sel', 'protéines de soja déshydratées', 'enrobant ', 'eau', 'farine de blé', 'oignons pré-frits ', 'oignons', 'huile de tournesol', 'protéines de blé texturées déshydratées ', 'protéines de blé', 'farine de blé', 'fèves', 'carottes', 'plantes aromatiques', 'tomate double concentré', 'sauce tomate ', 'tomate', 'huile végétale de tournesol', 'oignons', 'sucre', 'sel', 'basilic', 'tomates', 'haricots mange-tout', 'farine de blé', 'oignons', 'épaississant ', 'E461', 'arômes naturels ', 'dont gluten', 'céleri', 'sel', 'maïs', 'sauce soja ', 'eau', 'soja', 'blé', 'sel', 'fibres de blé ', 'fibres de blé', 'psyllum', 'champignons noirs blanchis', 'sucre', 'amidon modifié', 'jus concentré de légumes ', 'carotte', 'poireau', 'cumin en poudre', 'vinaigre', 'ail déshydraté', 'curcuma en poudre', 'gingembre en poudre', 'épice']","['E461 - Méthylcellulose', 'E14XX - Amidons modifiés']",[],4,12.3 g,en quantité modérée,1.48 g,en faible quantité,2.19 g,en faible quantité,0.85 g,en quantité modérée,?,,224,+37%,937 kj(224 kcal),+41%,"12,3",+93%,"1,48",+48%,"11,9",-24%,"2,19",-10%,"13,7",+121%,"0,85",-6%,"0,34",-6%,-4,-1802%,A,-1802%,,,,,,,,"['Barquette', 'Plastique', 'Blister', 'Frais']","['Céleri', 'Gluten', 'Soja']","['56700', 'Kervignac', 'Cité Marine', 'Morbihan', 'Bretagne', 'France']",,,,,,,,
