,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,markets,generic_name,packaging,ingredients_origins,nova_score,manufacturing,additives,allergens,brand_owner,link,palm_ingredients
593,La Route de Thor Bière ambrée,3579527501194,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Infusión delgate,4049500889100,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Baies de Goji,3760177749337,['France'],[],[],?,306,1280 kj(306 kcal),2,1,"49,1","49,1","12,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Chiffonnade de saucisson,2871723011547,['France'],[],[],?,302,1264 kj(302 kcal),20,"7,1","1,4","1,171",29,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 12063C', 'Cavalerie (Aveyron, France)']",,,,,,,,,,,
597,Van Holten's Pickle Garlic,0038200000070,['France'],[],[],?,0,0 kj(0 kcal),0,0,1,1,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Beaufort - Fromagerie Edouard Conus,2601935041922,['France'],[],[],1630,393,1630 kj(393 kcal),30,20,0,0,27,"1,3","0,52",['AOP'],D,"['Fromagerie Edouard Conus', 'Au coeur de nos villages']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,-2%,-2%,-3%,-7%,-3%,-100%,-100%,+2%,+14%,+14%,14,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,"Fromage au lait cru entier de vache, à pâte pressée cuite",,['Savoie'],,['Savoie'],,,,,
599,Theophile - Palais des Thés,2700887001104,['France'],[],[],?,?,,?,,?,,?,,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Galletas de germen de trigo con calcio,3175681122932,['France'],[],[],?,442,1849 kj(442 kcal),14,"6,3",66,22,"9,6","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Tartelettes framboise,0020009494822,['France'],[],[],?,203,849 kj(203 kcal),"8,31","5,67","28,4","7,74","3,12","0,36","0,144",,D,,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes à la framboise']",8.31 g,en quantité modérée,5.67 g,en quantité élevée,7.74 g,en quantité modérée,0.36 g,en quantité modérée,,-43%,-44%,-37%,-17%,-48%,-74%,-20%,+57%,+57%,8,-49%,C,-49%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,,,,,
602,Colicalmil Tisane - 20 Sachets - Inebios,3700366000962,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Épices Colombo - Barco,3760083887451,['France'],[],[],?,?,,?,,?,,?,,,,,['Barco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Petits beurres au chocolat - Fauchon,3457041155744,['France'],[],[],?,516,2159 kj(516 kcal),"26,8","15,9","61,9","20,8","6,9","0,8","0,32",,,['Fauchon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Melange pour cocktail rhum black mamba - Quai Sud,3662051003743,['France'],[],[],?,400,1674 kj(400 kcal),"4,5",2,88,70,"0,4","0,212","0,085",,,['Quai Sud'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Mangue,3760055607759,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Lentilles,3760025042450,['France'],[],[],?,54,226 kj(54 kcal),"0,3",0,"6,8",0,4,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Bardane bio peau saine,3535400019729,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Assortiment de galettes et palets,3760009688353,['France'],[],[],?,482,2017 kj(482 kcal),"19,9","13,8",70,"27,1","6,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Pain aux raisins 500g long,3760042686316,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Miel de montagne,3770008250505,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Filet poulet,0206844055231,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,
613,Palette à la moutarde à l'ancienne - Iller,3481910510778,['France'],[],[],?,121,506 kj(121 kcal),"7,2","2,4",2,"1,1",12,"1,7","0,68",,,['Iller'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Miel de pommier - Jean d'Audignac,3700238321652,['France'],[],[],?,?,,?,,?,,?,,,,B,"[""Jean d'Audignac""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de pommier']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,['Italie'],,,,,,,
615,Miel de Printemps,3200000000032,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
616,Paris for her - Palais des Thés,2700773001072,['France'],[],[],?,?,,?,,?,,?,,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Pains au chocolat,6888923085939,['France'],[],[],?,424,1774 kj(424 kcal),"22,5","12,7","45,5","10,7","7,9","1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Nestlé P'tite Céréales Biscuité,19593304,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'DE-ÖKO-003', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique']",,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Filet de maquereau sauce tomate,20046422,['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'en:Filets de maquereau']",,,,,,,,,,,,,,,,,,,,,,,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,,,
620,Les fermiers de loué,0217291034960,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Florentins - 126g,3502790457820,['France'],[],[],?,526,2201 kj(526 kcal),30,"14,1","50,9",42,"7,7","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126 g,,,,,,,,,,,,
622,Turron de chocolat - Galiana Sirvent - 170g,8410575610238,"['France', 'Espagne']","['Azúcar de caña*', 'cacao*', 'almendras ', '20 %', 'manteca de cacao* y vainilla*', ' Cacao: 45%', '*Eco', ' Elaborado en una fábrica que utiliza: otros frutos de cáscara y leche']",['Non végétalien'],?,561,2347 kj(561 kcal),38,18,41,36,"8,7","0,02","0,008","['Bio', 'Bio européen', 'Sans gluten', 'ES-ECO-020-CV']",D,['Galiana Sirvent'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón de chocolat', 'Turrón de chocolat aux amandes']",38 g,en quantité élevée,18 g,en quantité élevée,36 g,en quantité élevée,0.02 g,en faible quantité,,+1%,+0%,-4%,+32%,+6%,+12%,-24%,-79%,-79%,19,-11%,E,-11%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,170 g,,,,"['Cartón', 'Plástico']",,3,,,"['Lait', 'Fruits à coque']",,,
623,Donuts,0260140011483,['France'],[],[],?,392,1640 kj(392 kcal),20,12,46,13,"5,6","1,1","0,44",,B,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",20 g,en quantité modérée,12 g,en quantité élevée,13 g,en quantité élevée,1.1 g,en quantité modérée,,-4%,-4%,-12%,+13%,+3%,-23%,-5%,+16%,+16%,20,+3%,E,+3%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,
624,Bonbons aromes miel et sève de pin,3760109020374,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,La potion des lutins,3770006059001,['France'],[],[],?,63,264 kj(63 kcal),"2,8","0,37","6,4","1,7",3,"0,065","0,026","['en:gluten-free', 'Sans colorants']",,['La Potion des Lutins'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 54.312.001 CE', 'Lesménils (Meurthe-et-Moselle, France)']",,,,,,,,,,,
626,BCAA Fresh apple,4260593954678,['France'],[],[],?,26,109 kj(26 kcal),"0,9","0,2","4,4","3,1",0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Tomme corse,0263409040477,['France'],[],[],?,385,1611 kj(385 kcal),"32,4","17,91","3,3",0,21,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 28.123.001 CE', 'Dampierre-sous-Brou (Eure-et-Loir, France)']",,,,,,,,,,,
628,Pignon de pin - 125g,3449714002011,['France'],[],[],?,695,2908 kj(695 kcal),"65,4","4,63","5,58","3,59","13,7","0,022","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,,,,
629,Cuisse de poulet roties,0211792027551,['France'],[],[],?,172,720 kj(172 kcal),"9,9","2,6","0,6","0,6","20,1","1,34","0,536",['Nutriscore'],D,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",9.9 g,en quantité modérée,2.6 g,en quantité modérée,0.6 g,en faible quantité,1.34 g,en quantité modérée,,-10%,-10%,-20%,-22%,+89%,+287%,+9%,+76%,+76%,4,+13%,C,+13%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
630,Balsamico Glaze Truffel - Fini - 215ml,8015352310808,['France'],[],[],?,?,,?,,?,,?,,,,,['Fini'],"['Epicerie', 'Condiments']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215 ml,,,,,,,,,,,,
631,Quasi de veau,2051757098725,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['sac congélation'],,,,,,,,
632,Paleron de bœuf - 762g,2050794053995,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762 g,,,,,,,,,,,,
633,Poêlée du jardin,3184034277069,['France'],[],[],?,138,577 kj(138 kcal),"0,5","0,1","4,1","2,1","1,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Poulet - 1756g,0217013088691,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756 g,,,,,,,,,,,,
635,Les Rochers au chocolat noir - Jours Heureux,3602800655083,['France'],[],[],?,577,2414 kj(577 kcal),42,14,36,29,12,8,"3,2",,,['Jours Heureux'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Saucisses de volaille bio,2444012032860,['France'],[],[],?,136,569 kj(136 kcal),"6,2","1,7","0,7","0,7",19,"1,8","0,72","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",6.2 g,en quantité modérée,1.7 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en quantité élevée,,-24%,-25%,-47%,-53%,-44%,+34%,+15%,+1%,+1%,4,-59%,C,-59%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,,,,,
637,Préparation pour pain - Breizhic,3760274680182,['France'],[],[],?,326,1364 kj(326 kcal),"1,24","0,24","63,82","1,61","12,97","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,chocorange,3700181509565,['France'],[],[],?,475,1987 kj(475 kcal),"16,8","8,1",75,"48,2","4,9","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Coeurs de dinde,2656844007484,['France'],[],[],?,123,515 kj(123 kcal),"6,6","2,1","0,5",0,16,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.154.001 CE', 'Mouilleron-en-Pareds (Vendée, France)']",,,,,,,,,,,
640,Feves entiere,3531270006302,['France'],[],[],?,341,1427 kj(341 kcal),"1,5","0,25",58,6,26,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Pates torsadées (professionnel) - Lustucru - 5kg,3660861902423,['France'],[],[],?,374,1565 kj(374 kcal),"3,5","0,8",70,"4,5",14,"0,02","0,008",,,['Lustucru'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 kg,,,,,,,,,,,,
642,Salade vigneronne,0203172027169,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Doce Extra de Ananas dos Acores -,5603984000018,['France'],[],[],?,241,1008 kj(241 kcal),0,0,60,48,"0,5","0,02","0,008",,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', ""Confitures d'ananas""]",0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0.02 g,en faible quantité,,+4%,+5%,-100%,-100%,+7%,-11%,+14%,-46%,-46%,12,+36%,D,+36%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
644,Coquillettes (professionnel) - Lustucru - 5kg,3660861902294,['France'],[],[],?,374,1565 kj(374 kcal),"3,5","0,8",70,6,14,"0,06","0,024",,,['Lustucru'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 kg,,,,,,,,,,,,
645,Aiguillettes de poulet,0212551022893,['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
646,Moutarde aux cèpes,3760226461456,['France'],[],[],?,118,494 kj(118 kcal),"8,1","0,5","4,7","2,3","6,4","3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Pâté à l'ail et aux lardons - 150g,3576620006205,['France'],[],[],?,375,1569 kj(375 kcal),35,13,"1,1","0,8",14,"1,6","0,64",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,,,,,
648,Filets de poulet - La Nouvelle Agriculture,0213311036082,['France'],[],[],?,?,,?,,?,,?,,,,D,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
649,Chipolatas aux herbes,3265980122723,['France'],[],[],?,270,1130 kj(270 kcal),23,"9,2","0,8",0,15,"1,9","0,76","['Viande Française', 'Viande Porcine Française']",E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",23 g,en quantité élevée,9.2 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,,+8%,+9%,+14%,+20%,-37%,-100%,0%,+7%,+7%,20,+16%,E,+16%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,
650,Carré Delice Noir Perou - Malakoff,3760273080389,['France'],[],[],?,546,2284 kj(546 kcal),39,23,36,32,"7,5","0,02","0,008",,E,['Malakoff'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",39 g,en quantité élevée,23 g,en quantité élevée,32 g,en quantité élevée,0.02 g,en faible quantité,,-2%,-2%,-1%,-0%,-7%,+1%,-2%,-57%,-57%,23,+8%,E,+8%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,,
651,Petit Beurre - Auchan - 200g,3596710198016,['France'],[],[],?,454,1900 kj(454 kcal),"14,4","8,9","71,4","22,3","8,1","0,81","0,324",,C,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Petits beurres']",14.4 g,en quantité modérée,8.9 g,en quantité élevée,22.3 g,en quantité élevée,0.81 g,en quantité modérée,,-4%,-4%,-23%,-24%,+5%,-21%,+15%,+4%,+4%,20,-8%,E,-8%,75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,200 g,,['Auchan'],,,,,,,,,,
652,Émincé de dinde marinés cuits saveur kebab - 200g,3571320448942,['France'],[],[],?,160,669 kj(160 kcal),7,"2,3","0,9","0,9",23,"1,6","0,64",,,,['Emince de dinde'],7 g,en quantité modérée,2.3 g,en quantité modérée,0.9 g,en faible quantité,1.6 g,en quantité élevée,,+40%,+41%,+210%,+255%,+34%,+39%,+4%,+82%,+82%,5,,C,,,,,,,,,200 g,,,,,,,,,,,,
653,Yaourt fermier,3561240001105,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Salade de fruits - Fraicherie Aubagne,0291449025581,['France'],"['Ananas extra sweet', 'Pastèque', 'Kiwi']",[],?,40.2,168 kj(40 kcal),"0,34","0,03","9,34","0,47","0,69","0,01","0,004",,B,['Fraicherie Aubagne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Salades de fruits']",0.34 g,en faible quantité,0.03 g,en faible quantité,0.47 g,en faible quantité,0.01 g,en faible quantité,,-32%,-31%,+0%,-71%,-25%,-96%,+29%,-64%,-64%,-5,,A,,74.4%,7.2%,7.9%,6.7%,2.2%,1.6%,81,,,,,['Barquette en plastique'],,1,"['Aubagne', 'France']",,,,,
655,Tomme chèvre brebis,2488682022837,['France'],[],[],?,450,1883 kj(450 kcal),"39,2",27,0,0,"24,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Masa para empanada - El Corte Ingles,8433329071925,"['France', 'Espagne']",[],[],?,371,1552 kj(371 kcal),"19,2","7,2","4,4",3,"5,8","1,03","0,412",,,['El Corte Ingles'],['es:Masas-de-hojaldre-congeladas'],19.2 g,en quantité modérée,7.2 g,en quantité élevée,3 g,en faible quantité,1.03 g,en quantité modérée,,,,,,,,,,,15,,D,,,,,,,,,,,,,,,,,,,,,
657,Chewing-gums,61302020,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Sauce texas grill,3760124504521,['France'],[],[],?,321,1343 kj(321 kcal),"29,9","2,7","12,2",4,"0,8","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Aceite de oliva virgen extra bidón - Montemilagros,8437000626596,['France'],[],[],?,900,3766 kj(900 kcal),100,"15,82",0,0,0,0,0,,D,['Montemilagros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,15.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+13%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
660,Barrita ecológica de quinoa y cacao sin gluten - Quinua Real,8436545621363,['France'],[],[],?,491,2054 kj(491 kcal),23,"5,1",66,34,"3,7","0,07","0,028",['Bio'],,['Quinua Real'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Lentilles assaisonnées,0218907016400,['France'],[],[],?,216,904 kj(216 kcal),"12,1","0,82","10,7","0,5",10,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Supermix,9272279112222,['France'],[],"['Végétalien', 'Végétarien']",?,405,1695 kj(405 kcal),12,"1,5",55,12,12,"0,02","0,008","['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Galettes fines bretonnes,3552085008138,['France'],[],[],?,463,1937 kj(463 kcal),20,12,63,23,"6,7","0,8","0,32",['Triman'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Soupe patate douce aux epices,3770009761246,['France'],[],[],?,22,92 kj(22 kcal),"0,7","0,5","5,2","2,9","0,5","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Poitrine cuite,2471241030831,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Biscuits,0654479008151,['France'],[],[],?,461,1929 kj(461 kcal),17,11,70,37,"6,4","0,58","0,232",,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",17 g,en quantité modérée,11 g,en quantité élevée,37 g,en quantité élevée,0.58 g,en quantité modérée,,-3%,-3%,-18%,+9%,+9%,+25%,-2%,-2%,-2%,25,+26%,E,+26%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,
667,Jambon d'Auvergne,2279349038830,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons français', ""Jambon d'Auvergne""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Les Financiers,3760231700526,['France'],[],[],?,361,1510 kj(361 kcal),19,"9,3",40,33,"6,6","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Saucisses herbes de volailles bio,2444013038700,['France'],[],[],?,132,552 kj(132 kcal),"5,8","1,7","0,5","0,5",19,"1,6","0,64",['Bio'],E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",5.8 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,1.6 g,en quantité élevée,,-27%,-28%,-51%,-53%,-60%,-4%,+15%,-10%,-10%,4,-59%,C,-59%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,,,,,
670,"Sablés ""mamies""",3760214180192,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Olive verte cassee,3366500400014,['France'],[],[],?,139,582 kj(139 kcal),"12,6","1,1","7,9","0,1","0,7","4,1","1,64",['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Infusion allaitement,3486330108284,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'ES-ECO-020-CV', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Cailloux aromes fruits,9999990060525,['France'],[],[],?,405,1695 kj(405 kcal),0,0,99,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Soupe paysanne,3150500000004,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Spicemix del Mondo - Verstegen,8712200368171,['France'],[],[],?,220,920 kj(220 kcal),4,"0,8","32,6","7,8","7,1","33,9","13,56",,,['Verstegen'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Amandes vrac,2600112010560,['France'],[],[],?,645,2699 kj(645 kcal),"49,9","3,8","21,5","4,2","21,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Cerneaux de noix vrac,2600184012271,['France'],[],[],?,688,2879 kj(688 kcal),"63,8","5,7","10,8",3,"14,7","0,01","0,004",,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",63.8 g,en quantité élevée,5.7 g,en quantité élevée,3 g,en faible quantité,0.01 g,en faible quantité,,+0%,+0%,-0%,-3%,+11%,-6%,-2%,-37%,-37%,3,+16%,C,+16%,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,,,,,,
678,sesame seeds,0047416230836,['France'],[],[],?,110,460 kj(110 kcal),3,"1,5",17,1,3,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Miel toutes fleurs,3586441000108,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
