,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,link,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,traceability_code,ingredients_origins,markets,palm_ingredients,producer_info,origin_detail
705,Mouliné de légumes - Belle France - 60cl (2 * 30cl),3258561130309,A,,60 cl (2 * 30 cl),['Carton'],['Belle France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",,['France'],"['légumes 45,2% ', 'pommes de terre 13,5%', 'carottes 13,5%', 'oignons réhydratés 3,8%', 'céleri-rave 3,6%', 'choux-fleurs 3,6%', 'navets 3,6%', 'poireaux 2,7%', 'haricots verts 0,9%', 'eau', 'lait entier reconstitué', 'amidon modifié de maïs', 'beurre', 'sel', 'persil', 'arôme naturel ', 'dont céleri', 'extrait de levure', 'arôme naturel de poivre']",['E14XX - Amidons modifiés'],"['Céleri', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1 g,en faible quantité,0.7 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en quantité modérée,?,,36,-12%,151 kj(36 kcal),-12%,1,-42%,"0,7",+25%,"5,7",+24%,"0,7",-64%,"0,8",-14%,"0,8",+23%,"0,32",+23%,3,+111%,C,+111%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"['en:FSC', 'FSC Mix', 'Sans colorants']",,,,,,,
706,Moutarde de Dijon - Belle France - 265g,3258561140391,B,,265 g,"['Flacon', 'Plastique']",['Belle France'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,['France'],"['eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'antioxydant : disulfite de potassium', 'acidifiant : acide citrique']","['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Moutarde', 'Anhydride sulfureux et sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,11.5 g,en quantité modérée,0.8 g,en faible quantité,2.7 g,en faible quantité,6.5 g,en quantité élevée,619,-4%,149,-6%,619 kj(149 kcal),-7%,"11,5",0%,"0,8",+5%,"3,2",-12%,"2,7",+20%,"7,2",+0%,"6,5",+10%,"2,6",+10%,9,-17%,C,-17%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,"['EMB 21200B', ""Couchey (Côte-d'Or, France)""]",,,,,
707,"Gourd.X4.Pom / Frais.all.bf, - Belle France - 360g (4 * 90g)",3258561202037,B,,360 g (4 * 90 g),,['Belle France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes fraise']",,['France'],"['pommes ', '69%', 'fraise ', '23%', 'sucre', 'purée de cassis', 'antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.5 g,en faible quantité,15 g,en quantité élevée,0.01 g,en faible quantité,?,,69,+13%,289 kj(69 kcal),+12%,"0,5",+47%,"0,5",+452%,16,+19%,15,+21%,"0,4",+6%,"0,01",+122%,"0,004",+122%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,
708,Haricots verts fins - Belle France - 400g,3258561210582,B,,400 g,"['Conserve', 'Métal']",['Belle France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,['France'],"['Haricots verts fins', 'eau', 'sel']",,,[],3,0.3 g,en faible quantité,0.1 g,en faible quantité,0.6 g,en faible quantité,0.6 g,en quantité modérée,?,,29,+21%,121 kj(29 kcal),+22%,"0,3",+20%,"0,1",+83%,"3,3",+24%,"0,6",-22%,"1,6",+8%,"0,6",-10%,"0,24",-10%,-3,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,,,,,,
709,Haricots blancs à la tomate - Belle France - 800g,3258561211367,A,,800 g,"['Conserve', 'Métal']",['Belle France'],"['Conserves', 'Plats préparés', 'Légumes préparés', 'Plats préparés en conserve', 'Haricots à la tomate']",,['France'],"['haricots blancs secs trempés précuits ', '50%', ' Sauce : eau', 'concentré de tomate ', '4,3%', 'sel', 'farine de blé', 'huile colza', 'gélifiants : E410', 'E412 ', '  arômes naturels']","['E410 - Gomme de caroube', 'E412 - Gomme de guar']",['Gluten'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.2 g,en faible quantité,1.2 g,en faible quantité,0.91 g,en quantité modérée,371,+6%,88,-3%,371 kj(88 kcal),+2%,"0,5",-13%,"0,2",+75%,13,+6%,"1,2",-51%,"5,4",+9%,"0,91",+19%,"0,364",+19%,-3,,A,,17.3%,37.5%,18.0%,13.6%,7.9%,5.7%,96,,,"['EMB 77438', 'Saint-Thibault-des-Vignes (Seine-et-Marne, France)']",,,,,
710,Filets de Sardines Citron et Basilic - Belle France - 100g,3258561220222,B,,100 g,"['Conserve', 'Métal', 'Boîte en métal']",['Belle France'],"['Produits de la mer', 'Poissons', 'Sardines', 'Filets de poissons', 'Filets de sardines']",,['France'],"['filets de sardines ', '84%', 'eau', 'pulpe de citron ', '1%', ""vinaigre d'alcool"", 'sel', 'basilic ', '0,3%', 'sucre', 'arôme naturel de citron', 'épaississants : gomme guar', 'gomme xanthane ', ' arôme naturel de basilic']","['E412 - Gomme de guar', 'E415 - Gomme xanthane']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,9.2 g,en quantité modérée,3.1 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,645,-18%,154,-19%,645 kj(154 kcal),-19%,"9,2",-25%,"3,1",-5%,"0,5",-35%,"0,5",+18%,"17,9",-11%,"1,1",+18%,"0,44",+18%,3,-14%,C,-14%,56.5%,0.0%,7.4%,31.3%,3.7%,1.0%,85,,,"['FR 29.215.500 CE', 'Plozévet (Finistère, France)']",,,,,
711,Thon entier albacore au naturel - Belle France,3258561221137,E,,,['Conserve'],['Belle France'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons tropicaux', 'Thons au naturel', 'Thons entiers', 'Thons albacore', 'Thons albacore au naturel']",,['France'],"['Thon albacore', 'eau', 'sel']",,['Thon albacore'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,1.6 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,?,,80,-31%,335 kj(80 kcal),-30%,"1,6",+6%,"0,4",-15%,0,-100%,0,-100%,25,-1%,"1,2",+10%,"0,48",+10%,0,-100%,B,-100%,71.8%,6.5%,14.0%,6.7%,0.4%,0.5%,24,,,,,,,,
712,Ravioli - Belle France - 400g e,3258561240671,D,,400 g e,"['Conserve', 'Métal']",['Belle France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes alimentaires', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf', 'Ravioli à la bolognaise']",,['France'],"['Eau', 'ravioli ', 'semoule de blé dur', 'eau', ""blanc d'œuf"", 'viande de bœuf', 'chapelure ', 'farine de blé', 'levure', 'carottes sel', 'oignons', 'viande de boeuf', 'concentré de tomate', 'vin blanc', 'oignons', 'carottes', 'céleri', 'sel', 'aromates', 'sucre', 'huile de colza', 'arômes']",,"['Céleri', 'Œufs', 'Gluten']","['Non végétalien', 'Non végétarien']",4,3.5 g,en quantité modérée,1.5 g,en quantité modérée,2 g,en faible quantité,1 g,en quantité modérée,?,,105,-3%,439 kj(105 kcal),-2%,"3,5",+2%,"1,5",+16%,"12,7",-2%,2,-11%,"5,2",+5%,1,+15%,"0,4",+15%,3,+41%,C,+41%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,"['Viande-francaise', 'Viande-bovine-francaise']",,,['France'],,,,
713,"Bk.6X20Cl.Jus Orange Bf, - Belle France - 6x 20cl",3258561300276,,,6 x 20 cl,,['Belle France'],['Boissons'],,['France'],"[""Jus d'orange à base de jus concentré"", ' *Contient les sucres naturellement présents dans les fruits', 'comme tous les jus de fruits']",,,[],,0.3 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité élevée,0.03 g,en faible quantité,173,-38%,41,-27%,173 kj(41 kcal),-28%,"0,3",-14%,0,-100%,"8,9",-21%,"8,2",-13%,"0,7",+41%,"0,03",-28%,"0,012",-28%,12,+57%,E,+57%,,,,,,,,['Sans sucre ajouté'],,,,,,,
714,Jus de tomate - Belle France - 20cl,3258561301112,,Jus de tomate salé à 3g/l,20 cl,"['Bouteille', 'Plastique']",['Belle France'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",,['France'],"['jus de tomate', 'sel']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.3 g,en faible quantité,0.1 g,en faible quantité,2.2 g,en faible quantité,0.38 g,en quantité modérée,73,-10%,?,,73 kj(17 kcal),-11%,"< 0,3",+69%,"< 0,1",+248%,"2,8",-24%,"2,2",-32%,"1,1",+47%,"0,38",-10%,"0,152",-10%,-4,,B,,,,,,,,,,,"['EMB 45290', ""Saint-Martin-d'Abbat (Loiret, France)""]",,,,,
715,Panache bouteilles (10x25 cl) - Belle France - 10x 25cl,3258561310244,,,10 x 25 cl,,['Belle France'],"['Boissons', 'Boissons avec sucre ajouté']",,['France'],"['limonade ', 'eau gazéifiée', 'sucre', 'acidifiant : acide citrique', 'anti oxygène : acide ascorbique', 'arôme', 'bière ', 'eau', ""malt d'orge"", 'maïs', 'houblons', 'colorant : caramel', 'anti oxygène : acide ascorbique']","['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E150 - Caramel']",['Gluten'],['Sans huile de palme'],4,0.1 g,en faible quantité,0.1 g,en faible quantité,6.7 g,en quantité élevée,0.1 g,en faible quantité,?,,26,-69%,109 kj(26 kcal),-71%,"0,1",-73%,"0,1",-40%,"6,7",-66%,"6,7",-63%,"0,1",-81%,"0,1",+167%,"0,04",+167%,9,-24%,D,-24%,,,,,,,,,,,,,,,
716,Abricots secs - Belle France - 250g e,3258561401126,D,,250 g e,"['Carton', 'boîte', 'Plastique']",['Belle France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,['France'],"['Abricots secs de Turquie', 'antioxydant : anhydride sulfureux']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.2 g,en faible quantité,33 g,en quantité élevée,0 g,en faible quantité,?,,303,+15%,1268 kj(303 kcal),+15%,"0,5",+3%,"0,2",+230%,61,+5%,33,-27%,"2,5",-19%,0,-100%,0,-100%,4,+16%,C,+16%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,"['Déconseillé à certaines catégories de personnes', 'Déconseillé aux enfants de moins de 3 ans', 'Contient des sulfites']",,,['Turquie'],,,,
717,"Puree Pom.terre 750G. Bf, - Belle France - 750g",3258561412443,,Purée de pomme de terre surgelée,750 g,"['Sachet', 'Plastique', 'Surgelé']",['Belle France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre']",,['France'],"['Pommes de terre ', '83 %', 'eau', 'huile de beurre', 'huile de tournesol', 'lait en poudre', 'sel', 'arôme', 'sirop de glucose', 'dextrose', 'oignon', 'poivre blanc']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1.7 g,en faible quantité,0.6 g,en faible quantité,0.7 g,en faible quantité,0.6 g,en quantité modérée,?,,83,-66%,347 kj(83 kcal),-67%,"1,7",-31%,"0,6",-56%,"13,9",-70%,"0,7",-69%,"1,8",-68%,"0,6",+0%,"0,24",+0%,0,-100%,B,-100%,,,,,,,,,,,,,,,
718,"Lasagnes Bolognaise 1Kgbf, - Belle France - 1kg",3258561412955,D,,1 kg,,['Belle France'],"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",,['France'],"['Sauce bolognaise 57% : eau - viande de bœuf origine France 14% - tomates pelées concassées 8% ', 'tomates - jus de tomates', "" - double concentré de tomates 6% - amidon transformé de maïs - oignons - carottes - sucre - sel - basilic - ail - jus concentré d'oignon - arômes naturels - arôme naturel de poivre - jus concentré de carottes - arôme naturel de thym"", '\rSauce à base de crème fraiche légère 21 % : eau - lait écrémé en poudre - crème fraiche légère 0,8% - amidon transformé de maïs - huile de colza - farine de blé - sel - arôme naturel ', 'dont lait', "" - extraits d'épices"", '\rPâtes à lasagnes 20% : eau', 'semoule de blé dur', '\rEmmental 2%']",['E14XX - Amidons modifiés'],"['Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,5.2 g,en quantité modérée,2.3 g,en quantité modérée,2.8 g,en faible quantité,0.7 g,en quantité modérée,?,,115,-14%,481 kj(115 kcal),-14%,"5,2",-14%,"2,3",-9%,"11,2",-10%,"2,8",+3%,"5,3",-16%,"0,7",-11%,"0,28",-11%,2,-13%,B,-13%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,"['Viande-francaise', 'Viande-bovine-francaise']",,,,,,,
719,Riz à la cantonaise - Belle France - 600g,3258561412962,C,,600 g,"['Sachet', 'Plastique', 'surgelé']",['Belle France'],"['Surgelés', 'Plats préparés', 'Céréales préparées', 'Plats préparés surgelés', 'Riz préparés', 'Riz cantonais']",,['France'],"['Riz précuit 65,3% ', 'eau', 'riz', 'sel', 'petit pois', 'omelette 6,5% ', 'oeuf entier', ""blanc d'œuf"", 'eau', 'lait écrémé', 'sel', 'épaississants : E412-E415', 'huile de tournesol non hydrogénée', 'épaule cuite goût fumé 6,5% ', 'épaule de porc', 'eau', 'gélatine de porc', 'sel', 'lactose', 'stabilisants : E407-E450', 'sirop de glucose', 'dextrose', 'conservateurs : E316-E250', 'arômes', 'arôme de fumée', 'eau', 'oignon', 'carotte', 'sauce de poisson nuoc mam ', 'anchois', 'sel', 'eau', 'huile de tournesol non hydrogénée', 'arôme naturel de poivre']","['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E428 - Gélatine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Poisson', 'Lait']","['Non végétalien', 'Non végétarien']",4,3.1 g,en quantité modérée,0.5 g,en faible quantité,0.8 g,en faible quantité,1.19 g,en quantité modérée,?,,111,-29%,464 kj(111 kcal),-29%,"3,1",-22%,"0,5",-27%,"16,5",-30%,"0,8",-37%,"3,8",-28%,"1,19",+22%,"0,476",+22%,3,+31%,C,+31%,69.5%,13.6%,6.2%,6.3%,2.6%,1.8%,69,,,,,,,,
720,Lait demi écrémé Facile à digérer - Belle France - 1L,3258561419596,D,,1 L,,['Belle France'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT', 'Laits à teneur réduite en lactose']",,['France'],"['lait demi-écrémé', 'lactase', 'vitamine D']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,1.55 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,193,+8%,46,+5%,193 kj(46 kcal),+4%,"1,55",+23%,1,+22%,"4,8",-2%,"4,8",-1%,"3,2",-1%,"0,13",+24%,"0,052",+24%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['Enrichi en vitamines', 'Fabriqué en France']",['France'],"['FR 36.229.001 CE', 'Varennes-sur-Fouzon (Indre, France)', 'FR 45.273.001 CE', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",,,,,
721,Yaourts brassés mixés aux fruits - Belle France - 1kg (8 * 125g),3258561420264,,,1 kg (8 * 125 g),"['Frais', 'Plastique', 'Pot', 'Carton']",['Belle France'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés', 'Yaourts brassés aux fruits']",,['France'],"['Lait entier - sucre 8,8 % - fruits 6 % ', 'abricot ou fraise ou framboise ou pêche ou citron ou cerise', ' - sirop de glucose-fructose - protéines de lait - amidons modifiés - colorants : anthocyanes', 'carmins', 'extrait de paprika', 'lutéine', 'caroténoïdes', 'curcumine - arômes - citrates de calcium - phosphates de calcium - épaississants : gomme guar', 'gomme xanthane - ferments lactiques ', 'dont lait', ' - vitamine D']","['E14XX - Amidons modifiés', 'E163 - Anthocyanes', 'E120 - Acide carminique', 'E160c - Extrait de paprika', 'E161b - Lutéine', 'E160 - Caroténoïdes', 'E100 - Curcumine', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",['Lait'],"['Non végétalien', 'Non végétarien']",4,2 g,en faible quantité,1.3 g,en faible quantité,13 g,en quantité élevée,0.09 g,en faible quantité,394,-3%,84,-14%,394 kj(84 kcal),-3%,2,-35%,"1,3",-33%,13,-4%,13,+2%,"3,7",+7%,"0,09",-21%,"0,036",-21%,2,-32%,B,-32%,,,,,,,,['en:lait-francais-french-milk'],,,['France'],,,,
