,name,bar_code,eco_score,quantity,packaging,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,ingredients_origins,manufacturing,markets,palm_ingredients,brand_owner,origin_detail,producer_info,generic_name,link
29,Les Rillettes de Poulet rôti - J. HÉNAFF - 180g,3537580706178,D,180 g,"['Bocal', 'Verre', 'Carton', 'Couvercle', 'Métal']",['J. HÉNAFF'],"['Snacks', 'Viandes', 'Snacks salés', 'Produits à tartiner', 'Apéritif', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet', 'Rillettes de poulet rôti']",['France'],"['Viande de poulet *95%', 'graisse de canard*', 'oignons', 'sel de mer', 'poivre', 'condiment', ' *Origine : France']",,,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",3,28 g,en quantité élevée,11 g,en quantité élevée,0.5 g,en faible quantité,0.975 g,en quantité modérée,1335,,322,-0%,1335 kj(322 kcal),-1%,28,-1%,11,+24%,"0,6",+20%,"0,5",+14%,17,+2%,"0,975",-10%,"0,39",-10%,17,+3%,D,+3%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"['Sans colorants', 'Sans conservateurs', 'Produit en Bretagne', '100\xa0% Volaille']","['FR 29.225.001 CE', 'Pouldreuzic (Finistère, France)']",,"['France', 'Bretagne']",,,,,,Rillettes de poulet rôti,http://www.henaff.com/fr/produits-et-recettes/les-produits/157-les-rillettes-de-poulet-roti
30,Terrine de campagne à l'andouille de guémené et aux pommes - Hénaff - 90g,3537580707311,,90g,"['Verrines', 'Verre']",['Hénaff'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Charcuteries diverses', 'Terrines', 'Terrines de campagne']",['France'],"['Foie de porc*', 'gras de porc*', 'viande de porc*', ""blanc d'œuf"", ""Andouille de Guémené a l'ancienne "", '5%', ' ', 'chaudins de porc*', 'sel', 'poivre', 'pomme mi-séchée ', '5%', ' ', 'pomme', 'acide ascorbique', ' couenne*', 'oignon', 'fécule de pomme de terre', 'sel de mer', 'persil', 'ail', 'poivre', ' *Origine France']",,['Œufs'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",3,28 g,en quantité élevée,11 g,en quantité élevée,3.5 g,en faible quantité,1.2 g,en quantité modérée,1325,+3%,320,-1%,1325 kj(320 kcal),-2%,28,-1%,11,+2%,5,+118%,"3,5",+303%,12,-14%,"1,2",-25%,"0,48",-25%,18,-7%,D,-7%,,,,,,,,['Produit en Bretagne'],"['FR 29.225.001 CE', 'Pouldreuzic (Finistère, France)']",,"['Pouldreuzic', 'Bretagne', 'Finistère']",,,,,,,
31,La Saucisse Fumée au bois de hêtre - Hénaff - 225g,3537580801231,,225 g,"['Barquette', 'Plastique', 'Sous atmosphère protectrice']",['Hénaff'],"['Viandes', 'Charcuteries', 'Frais', 'Saucisses', 'Porc', 'Charcuteries cuites', 'Saucisses fumées']",['France'],"['Viande de porc* 93% dont jambon 20%', 'sel de mer', 'poivre bio', ' *Origine France', ' Boyau naturel de porc']",,,"['Non végétalien', 'Non végétarien']",3,24 g,en quantité élevée,9 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,1203,+1%,290,+1%,1203 kj(290 kcal),-1%,24,-2%,9,-5%,"0,5",-59%,"0,5",-29%,18,+16%,"1,7",-20%,"0,68",-20%,18,-10%,D,-10%,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Sans colorants', 'Sans conservateurs', 'Produit en Bretagne']",,['France'],"['France', 'Bretagne']",,,,,,,
32,Stoptou 2 étuis - Cadbury - 2 * 32g,3538280837360,E,2 * 32g,"['étui', 'Papier', 'Film', 'Plastique']","['Cadbury', 'Kraft Foods']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],"['Sucre', 'sirop de glucose', 'mélasse', 'extrait de réglisse ', '0,9%', ""arôme naturel d'anis étoile et de menthe""]",,,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.1 g,en faible quantité,0 g,en faible quantité,76 g,en quantité élevée,0.1 g,en faible quantité,1635,+5%,391,+10%,1635 kj(391 kcal),+9%,"0,1",-95%,0,-100%,96,+15%,76,+31%,"0,2",-91%,"0,1",-17%,"0,04",-17%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,"['Leclerc', 'Magasins U']",,,,,Bonbons à la réglisse,
33,Chips - Chips Raymond - 125g,3546581251266,B,125 g,['Plastique'],['Chips Raymond'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",['France'],"['pomme de terre', 'huile de tournesol', 'sel']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,39 g,en quantité élevée,4 g,en quantité modérée,0.4 g,en faible quantité,1.5 g,en quantité modérée,?,,600,+12%,2510 kj(600 kcal),+12%,39,+17%,4,+35%,54,+6%,"0,4",-69%,6,+2%,"1,5",+14%,"0,6",+14%,16,+47%,D,+47%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,"['Sans colorants', 'Sans conservateurs', 'Sans colorants ou conservateurs']",,,['France'],,,,,,,
34,Chocolat noir à l'orange - Abbaye De Bonneval,3551451111410,E,,,['Abbaye De Bonneval'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aromatisés', 'Chocolats noirs aromatisés']",['France'],"['Pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja ', 'non OGM', ""huile essentielle d'orange"", 'extrait pur de vanille', 'sel', 'Contient des traces de lait', 'noisettes']",['E322i - Lécithine'],,[],4,47.2 g,en quantité élevée,29.7 g,en quantité élevée,28.3 g,en quantité élevée,0 g,en faible quantité,?,,595,+8%,2489 kj(595 kcal),+8%,"47,2",+26%,"29,7",+32%,"31,9",-24%,"28,3",-21%,"6,2",-9%,0,-100%,0,-100%,23,+6%,E,+6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Point Vert'],,,,,,,,,,
35,Gâche pur beurre et crème fraîche - Le Moulin de Mélanie,3558390002441,,,,['Le Moulin de Mélanie'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Gâches']",['France'],"['Farine de blé', 'sucre', 'oeufs entiers frais', 'beurre ', '10%', 'crème fraîche ', '5', '5%', 'arômes naturels ', 'contient alcool', 'sel', 'levure', 'gluten de blé', 'poudre de lait écrémé', 'eau de VIe', 'émulsifiants ', 'E471', 'E481', 'E472e ', 'rotéines de lait', 'levure désactivée', 'colorant ', 'béta carotène', ' Traces éventuelles e ruits à coque', ' Les informations en italique sont destinées aux personnes allergiques ou intolérantes']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E160ai - Bêta-carotène']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,12.7 g,en quantité modérée,8.2 g,en quantité élevée,16.3 g,en quantité élevée,0.975 g,en quantité modérée,?,,345,-6%,1443 kj(345 kcal),-6%,"12,7",-11%,"8,2",-12%,"49,9",-2%,"16,3",+12%,"7,6",-6%,"0,975",+3%,"0,39",+3%,19,+3%,E,+3%,,,,,,,,,,,,,,,,,,
36,Pâte De Piment vert Citron,3559503000095,,,,,,['France'],[],,,[],,,,,,,,,,?,,54,,226 kj(54 kcal),,"0,99",,"0,04",,"12,41",,"1,43",,"2,09",,"3,42",,"1,368",,,,,,,,,,,,,,,,,,,,,,,
37,Jus - Kayamba,3559509130000,,,,['Kayamba'],"['Boissons', 'Boissons avec sucre ajouté']",['France'],"['sources responsables FSC col 4047 YNM', 'fsc', 'org Boisson aux fruits', ' Teneur en fruits : 2596', 'Eau} lus à base de concentrés et de purées de t orange ', '8%', 'ananas ', '7%', 'mangue ', '4%', 'banane ', '2%', 'goyave', 'citron', 'abricot', 'fruit de la passion ', '1%', ' sucre', ' stabilisants : gomme de xanthane', 'gomme de cellulose', ' arômes', ' colorant naturel : beta-carotène', ' acidfiant : acide citrique} antioxydant : acide ascorbique']","['E415 - Gomme xanthane', 'E466 - Carboxyméthylcellulose', 'E160ai - Bêta-carotène', 'E330 - Acide citrique']",,"[""Pourrait contenir de l'huile de palme""]",4,0.8 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,?,,43,-49%,180 kj(43 kcal),-51%,"0,8",+113%,0,-100%,10,-49%,10,-45%,0,-100%,"0,01",-73%,"0,004",-73%,13,+9%,E,+9%,,,,,,,,,,,,,,,,,,
38,12 Vanille - Carrefour - 587g,3560070141562,B,587 g,"['Carton', 'Surgelé', 'Plastique']",['Carrefour'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés', 'Bâtonnets glacés à la vanille']",['France'],"['Eau', 'sucre', 'graisse végétale de coprah', 'lait écrémé reconstitué', 'lactose et protéines de lait', 'farine de riz 2,2%', 'lactosérum en poudre', 'sirop de glucose', 'cacao maigre en poudre 1,2%', ""émulsifiants : mono - et diglycérides d'acides gras et esters citriques des mono - et diglycérides d'acides gras"", 'gélifiants : farine de graines de caroube et gomme guar', 'caramel aromatique ', 'sucre', 'eau', 'acidifiant : acide citrique', 'arôme naturel de vanille ', 'contient lait', 'sel', 'beurrede cacao', 'colorants : rocou et curcumine', 'Peut contenir des traces de fruits à coque', ""d'arachides"", 'de soja', ""d'œufs et de gluten ""]","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E330 - Acide citrique', 'E160b - Rocou', 'E100 - Curcumine']",['Lait'],['Non végétalien'],4,18 g,en quantité modérée,16 g,en quantité élevée,28 g,en quantité élevée,0.23 g,en faible quantité,1252,+4%,300,+4%,1252 kj(300 kcal),+3%,18,+2%,16,+30%,32,+10%,28,+8%,"1,9",-35%,"0,23",+61%,"0,092",+61%,20,+16%,E,+16%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Point Vert', 'Fabriqué en France', 'Arômes naturels']","['EMB 33539', 'Vayres (Gironde, France)']",,['France'],['Carrefour'],,,,Fabriqué par EMB 33539 pour Interdis.,"Bâtonnets de glace à la vanille 70,7% avec enrobage au cacao maigre 26,7% et grains soufflés au riz 2,6%.",
39,"Cocktail de fruits, au sirop léger - Carrefour - 840g 480g 850ml",3560070208883,,840 g 480 g 850 ml,['Conserve'],['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Cocktail de fruits au sirop']","['France', 'Espagne']","['Pêches en cubes', 'poires en cubes', ""segments d'ananas"", 'raisins', 'bigarreaux dénoyautés colorés ', 'colorant : E127', 'eau', 'sirop de glucose-fructose de blé et/ou de maïs', 'sucre', 'acidifiant : acide citrique']",['E330 - Acide citrique'],,[],3,0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,0.02 g,en faible quantité,287,+3%,68,+3%,287 kj(68 kcal),+3%,0,-100%,0,-100%,16,+5%,14,+4%,"0,5",+56%,"0,02",-7%,"0,008",-7%,-3,,A,,,,,,,,,['Fabriqué en France'],"['EMB 30189', 'Nîmes (Gard, France)', 'EMB 30341D', 'Vauvert (Gard, France)']",,,"['Carrefour Market', 'Carrefour']",,,Ce produit est fabriqué en Italie à partir de fruits d'origines UE et non UE.,Importé d'Italie par EMB 30341 D pour Interdis,Cocktail de fruits au sirop léger,
40,Miel de Fleurs - Carrefour - 500g,3560070220700,B,500 g,,['Carrefour'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],"[""Mélange de miels originaires et non originaires de l'UE""]",,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,0 g,en faible quantité,?,,316,+6%,1322 kj(316 kcal),+6%,0,-100%,0,-100%,78,+1%,50,-28%,1,+195%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,"['EMB 45252B', 'Pithiviers (Loiret, France)']",,,['Carrefour'],,,Zone de récolte : Europe et Amérique Latine.,Conditionné en France par EMB 45252B pour INTERDIS,Miel de fleurs,
41,Ketchup en portions - Carrefour,3560070263134,B,,,['Carrefour'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",['France'],"['Eau', 'purée de tomates triple concentré ', '148g de tomates fraîches dans 100g de ketchup', 'sucre', ""vinaigre d'alcool"", 'sirop de glucose de maïs', 'sel', 'épaississant : gomme xanthane', 'acidifiant : acide citrique', 'conservateurs : benzoate de sodium', 'sorbate de potassium', 'arômes']","['E415 - Gomme xanthane', 'E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,[],4,0.5 g,en faible quantité,0 g,en faible quantité,22 g,en quantité élevée,3.9 g,en quantité élevée,?,,112,+6%,469 kj(112 kcal),+7%,"0,5",+105%,0,-100%,26,+15%,22,+12%,"1,1",-15%,"3,9",+96%,"1,56",+96%,15,+24%,D,+24%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,"['EMB 67202', 'Hochfelden (Bas-Rhin, France)']",,,['Carrefour'],,,,,,
42,Jus d'orange - Saxo - 1L,3560070265398,C,1 L,"['Bouteille', 'Verre']",['Saxo'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', ""Jus d'orange"", ""Jus d'orange à base de concentré""]",['France'],"[""Jus d'orange à base de concentré""]",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité élevée,0 g,en faible quantité,167,-8%,?,,167 kj(40 kcal),-8%,~ 0,-100%,~ 0,-100%,"8,9",-8%,"8,2",-10%,"0,7",+12%,~ 0,-100%,0,-100%,2,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,"['EMB 67434', 'Sarre-Union (Bas-Rhin, France)']",,,,,,,,,
43,Tubes d'Encornets* - Carrefour - 750g,3560070274239,,750 g,,['Carrefour'],,['France'],"['Encornet 89%', 'Illex argentinus', ' pêché aux chaluts et à la lignes et hameçons en Atlantique Sud-Ouest', 'eau 8', '7%', 'sel', 'correcteur d´acidité : acide citrique - citrates de sodium - citrates de potassium', ' Peut contenir des traces de poissons et crustacés']","['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E332 - Citrates de potassium']",['Mollusques'],"['Non végétalien', 'Non végétarien']",,,,,,,,,,257,,61,,257 kj(61 kcal),,1,,"0,3",,1,,0,,12,,"1,4",,"0,56",,,,,,,,,,,,,,['ES 12.12530/PO CE'],,,['Carrefour'],,,,Fabriqué en Espagne par CABOMAR CONGELADOS S.A.U. Zona de Servicios Puerto de Marin - 36900 Pontevedra - ESPAÑA pour Interdis,Tubes d'encornet avec eau ajoutée surgelés,
44,600G Wok De Poisson - Carrefour,3560070277247,,,,['Carrefour'],,['France'],[],,,[],,,,,,,,,,?,,141,,590 kj(141 kcal),,"7,9",,"1,1",,"0,1",,"0,1",,17,,"0,12",,"0,048",,,,,,,,,,,,,,"['EMB 14333J', 'Honfleur (Calvados, France)']",,,['Carrefour'],,,,,,
45,Filets de Limande - Carrefour,3560070282616,,,,['Carrefour'],,['France'],[],,,[],,,,,,,,,,?,,95,,397 kj(95 kcal),,3,,"0,6",,0,,0,,17,,"0,2",,"0,08",,,,,,,,,,,,,,,,,['Carrefour'],,,,,,
46,Merluza argentina - Carrefour - 1kg e,3560070282647,,1kg e,['Sachet plastique'],['Carrefour'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Filet de merlu']",['France'],"['Filet de merlu blanc ', 'Merluccius hubbsi']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,1.9 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0.27 g,en faible quantité,?,,84,-28%,351 kj(84 kcal),-29%,"1,9",-50%,"0,5",-16%,"0,8",-80%,0,-100%,16,+5%,"0,27",-48%,"0,108",-48%,-3,,A,,,,,,,,,,"['FR 14.047.031 CE', 'Bayeux (Calvados, France)']",['Merlu blanc origine Atlantique Sud-Ouest'],,['Carrefour'],,,,,,
47,Cidre Brut - Carrefour - 75cl,3560070291014,D,75 cl,['Bouteille'],['Carrefour'],"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres bruts', 'Cidres demi-secs']",['France'],['Contient des sulfites'],,['Anhydride sulfureux et sulfites'],[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,['Sans'],"['EMB 61484', 'Theil (Orne, France)']",,,['Carrefour'],,,,Embouteillé par EMB 61484 pour Interdis - TSA 91431 - 91343 Massy Cedex - France.,,
48,"Poêlée de champignons A la crème, à l'ail et au persil - Carrefour - 450g",3560070327805,,450 g,"['Sachet aluminium', 'Surgelé']",['Carrefour'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']","['France', 'Espagne']","['Pleurotes ', 'Pleurotus ostreatus', ' 27%', 'shiitakés ', 'Lentinus edodes', ' 25%', 'pholiotes ', 'Kuehneromyces mutabilis', ' 22%', 'eau', 'crème en poudre 7%', 'ail 3%', 'persil 1', '5%', 'sel', 'liant ', 'amidon modifié de pomme de terre', 'sirop de glucose', 'épaississants : gomme xanthane', 'alginate de sodium', 'poivre noir']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E401 - Alginate de sodium']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,3 g,en quantité modérée,1.6 g,en quantité modérée,2.5 g,en faible quantité,0.5 g,en quantité modérée,214,-65%,52,-65%,214 kj(52 kcal),-66%,3,-57%,"1,6",-38%,"2,5",-81%,"2,5",+20%,"2,4",-64%,"0,5",-34%,"0,2",-34%,-2,-183%,A,-183%,,,,,,,,,"['FR 26.235.032 CE', 'Pierrelatte (Drôme, France)', 'FR 26.235.032 CE', 'Pierrelatte (Drôme, France)']",,,['Carrefour'],,,Ce mélange est cuisiné en France à partir de champignons provenant de diverses origines.,Fabriqué en France par EMB 26 235 pour Interdis,Mélange de champignons cuisiné surgelé,
49,Pasta Nouilles  - Carrefour - 500g,3560070329007,C,500 g,['Sachet plastique'],['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Nouilles de blé dur']",['France'],['Semoule de blé dur de qualité supérieure'],,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,2 g,en faible quantité,0.5 g,en faible quantité,3.5 g,en faible quantité,0.03 g,en faible quantité,1458,-3%,?,,1458 kj(348 kcal),-3%,2,+10%,"0,5",+32%,68,-4%,"3,5",+1%,12,+3%,"0,03",-32%,"0,012",-32%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['Labels de distributeurs', 'Testé par le panel test Carrefour']",,,['Espagne'],['Carrefour'],,,,,Pâtes alimentaires au blé dur de qualité supérieure,
50,Menthe Chocolat - Carrefour - 432g / 720ml,3560070335930,B,432 g / 720 ml,"['Boîte', 'Carton', 'Surgelé']",['Carrefour'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",['France'],"['Lait écrémé réhydraté', 'sucre', 'eau', 'graisse végétale de coprah', 'farine de blé', 'lactose et protéines de lait', 'sirop de glucose-fructose', 'morceaux de chocolat 3', '9% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithines de soja', 'arôme naturel de vanille', 'cacao maigre en poudre', 'lait écrémé concentré', ""émulsifiants : lécithines de soja et mono-et diglycérides d'acides gras"", 'dextrose', 'amidon modifié', 'chocolat rapé 0', '16% ', 'pâte de cacao', 'sucre', 'cacao maigre en poudre', 'lait écrémé en poudre', 'stabilisants : farine de graines de caroube - gomme guar - carraghénanes', 'sel', 'colorants : complexes cuivre-chlorophylles et cuivre-chlorophyllines et curcumine', 'arôme naturel de menthe 0', '01%', ' Peut contenir des traces de fruits à coque']","['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E141i - Complexes cuivriques de chlorophylles']","['Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,14 g,en quantité modérée,12 g,en quantité élevée,27 g,en quantité élevée,0.12 g,en faible quantité,1206,+24%,288,+24%,1206 kj(288 kcal),+24%,14,+20%,12,+58%,36,+29%,27,+15%,"3,6",+14%,"0,12",-20%,"0,048",-20%,17,+27%,D,+27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Fabriqué en France'],"['EMB 61006C', 'Argentan (Orne, France)', 'NON']",,,['Carrefour'],,,,Fabriqué en France par EMB 61006C pour Interdis.,"Glace à la menthe (31,5%) et glace au chocolat (31,5%), gaufrette (15%), chemisage au cacao maigre (8%), crayon de sauce chocolat (8%) et décor au cacao maigre (3%) et morceaux de chocolat (3%).",
51,Persil Surgelés - Carrefour,3560070351091,,,['Flacon'],['Carrefour'],,"['Belgique', 'France']",[],,,[],,,,,,,,,,?,,66,,276 kj(66 kcal),,"4,6",,"0,4",,"1,5",,"1,5",,"2,7",,"0,03",,"0,012",,,,,,,,,,,,,,,,,['Carrefour'],,,,,,
52,Nems Au Porc - Carrefour,3560070355693,C,,,['Carrefour'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Nems', 'Nems au porc']",['France'],"['Nems ', '8 x 25 g', ' : Farce 56% : Viande de porc 12,5%', 'vermicelle de pois ', 'amidon de pois', 'eau', 'oignons 9%', 'carotte 8,9%', 'germe de haricot mungo 5%', 'protéines de soja', 'eau', 'gras de porc', 'préparation aromatique ', 'sel', 'épices et plantes aromatiques', 'vinaigre ', 'orge', 'maltqdextriney arômes', 'brisures de champignon noir', ' Galette de riz 42% : Eau', 'farine de riz 14% huile de tqurnesol', ' sellépaississants : carraghénanes et farine de graines de caroube', ' Huile de friture 2% Huile detouioesol - PoUrcentages exprimés syr le nem', ' Sauce Nuoc Mam ', '2 x 20 g', ' : Eau', 'Nuoc Llam 14%* ', ""extrâlt d'anchois"", 'sel', ' sucre', ""vinaigre d'alcool"", 'sel', ' *Pourcentage exprimé sur la sauce', 'Ce produit est fabriqué à partìr@ezyiande origine France']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube']",['Gluten'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,13 g,en quantité modérée,2.3 g,en quantité modérée,3.1 g,en faible quantité,1.48 g,en quantité modérée,?,,232,+5%,971 kj(232 kcal),+5%,13,+14%,"2,3",-14%,23,+6%,"3,1",-3%,"5,5",-22%,"1,475",+7%,"0,59",+7%,6,-16%,C,-16%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,"['EMB 44072', 'Herbignac (Loire-Atlantique, France)']",,,['Carrefour'],,,,,,
53,Assortiment de Charcuterie - Recette Corse - Reflets de France - 100g,3560070357963,,100 g,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Sous atmosphère protectrice']","['Reflets de France', 'CMI (Carrefour Marchandises Internationales)', 'Groupe Carrefour']","['Viandes', 'Charcuteries', 'Frais', 'Charcuteries diverses', 'Assortiments de charcuterie']",['France'],"['Lonzu : carré de porc', 'sel', 'poivre', 'conservateur : nitrite de sodium - Coppa : échine de porc', 'sel', 'poivre', 'dextrose de blé', 'lactose', 'épices et aromates ', 'ail', 'coriandre', 'gingembre', 'girofle', 'macis', 'muscade', 'cannelle', 'poivre', 'antioxygène : acide ascorbique', 'saccharose', 'conservateur : nitrate de potassium', 'arôme - Saucisson sec* : épaule et poitrine de porc', 'sel', 'épices et aromates ', 'ail', 'cardamone', 'coriandre', 'muscade', 'poivre', 'lactose', 'dextrose de blé', 'saccharose', 'ferments de maturation', 'conservateur : nitrate de potassium', ' \r*194 g de viande mise en oeuvre pour 100 g de produit fini']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Fabriqué en Corse'],['FR 2B.332.001 CE'],,"['Charcuterie Costa et Fils - Lieu dit Campo Piano - 20218 Urtaca', 'Haute-Corse', 'Corse', 'France']",['Carrefour'],,,,,"Assortiment de charcuterie corse fumée tranchés (coppa fumée, lonzu fumé, saucisson sec fumé)",https://www.refletsdefrance.fr/produits/la-charcuterie-de-nos-regions/jambons/assortiment-de-charcuteries-sechees-et-affinees-en
