,name,bar_code,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_sugars_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,generic_name,nova_score,additives,brand_owner,origin_detail,producer_info,palm_ingredients
224,Chile Con Queso Chips - Pringles,0038000139086,,,['Pringles'],,,,,,"['France', 'États-Unis']","['Dried potatoes', 'vegetable oil ', 'contains one or more of the following: corn oil', 'cottonseed oil', 'soybean oil', 'and/or sunflower oil', 'degerminated yellow corn flour', 'cornstarch', 'rice flour', 'maltodextrin', 'mono - and diglycerides', 'contains 2% or less of salt', 'whey', 'monosodium glutamate', 'cheddar cheese ', 'cultured milk', 'salt', 'enzymes', 'garlic powder', 'hydrolyzed soy protein', 'sodium diacetate', 'citric acid', 'onion powder', 'lactic acid', 'natural and artificial flavor', 'jalapeno pepper', 'paprika extract ', 'color', 'annatto extract ', 'color', 'yellow 5 lake', 'yellow 6 lake', 'wheat starch']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,536,2243 kj(536 kcal),"32,14","8,93","57,14","3,57","2,322","0,929","3,57",,['Snacks'],32.1 g,en quantité élevée,8.93 g,en quantité élevée,3.57 g,en faible quantité,2.32 g,en quantité élevée,,+19%,+19%,+54%,-1%,+2%,-88%,-43%,+342%,+342%,21,+17%,E,+17%,,,,,,,,,,4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E262ii - Diacétate de sodium', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E160c - Extrait de paprika', 'E102 - Tartrazine', 'E110 - Jaune orangé S']",The Kellogg Company,,,
225,Mini marshmallow,5410126100952,,,,,,,,,['France'],[],,[],?,431,1803 kj(431 kcal),"18,9","10,6","59,5","5,7","0,57","0,228","47,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Petits pavés de poulet - La Nouvelle Agriculture,0213519024607,,,['La Nouvelle Agriculture'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans colorants']",,,,,,,
227,Salmis de palombe,3321450507602,,,,,,,,,['France'],[],,[],?,135,565 kj(135 kcal),"7,8","2,4","3,8",12,1,"0,4","1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Tartelettes Fermières,3700196615039,,,,,,,,,['France'],[],,[],?,262,1096 kj(262 kcal),"17,7","11,4","17,6","6,7","1,3","0,52","2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Mini beignets fourrés au chocolat,0260520016404,,,,,,,,,['France'],[],,[],?,428,1791 kj(428 kcal),24,"8,5",45,"6,8","0,72","0,288",19,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",24 g,en quantité élevée,8.5 g,en quantité élevée,19 g,en quantité élevée,0.72 g,en quantité modérée,,+21%,+20%,+52%,+145%,-0%,+17%,+7%,-2%,-2%,20,+67%,E,+67%,,,,,,,,['Fabriqué en France'],,,,,,,
230,Riz basmati complet,3329485440253,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,,,,,,,,,,,,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Bio'],,,,,,,
231,Axoa de canard,3397132803133,,,,,,,,,['France'],[],,[],?,72,301 kj(72 kcal),3,"0,8","4,2","6,9",1,"0,4","2,7",,['Axoa de canard'],3 g,en quantité modérée,0.8 g,en faible quantité,2.7 g,en faible quantité,1 g,en quantité modérée,,,,,,,,,,,0,,B,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
232,Pain au chocolat,0207508022965,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,,,,,,,,,,,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,
233,Poulet certifié jaune,0260654039294,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Smoofizz - Lutti,3116740034650,,,['Lutti'],,,,,,['France'],[],,[],?,404,1690 kj(404 kcal),"7,3","4,2",85,"0,3","0,43","0,172",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,
235,Pain au chocolat pur beurre - Monoprix,3350033513525,,,['Monoprix'],,,,,['Monoprix'],['France'],[],,[],?,?,,?,,?,?,,,,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,,,,,,,,,,,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,
236,Kean Pineapple Juice -,5290040000046,,,,,,,,,['France'],[],,[],?,55,230 kj(55 kcal),"0,1","0,1","13,4","0,2",0,0,"13,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,L'herboriste - Palais des Thés,3700256715389,,,['Palais des Thés'],,,,,,['France'],[],,[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Poulet basquaise,3397132212034,,,,,,,,,['France'],[],,[],?,128,536 kj(128 kcal),"6,2","1,8","3,5",15,1,"0,4","1,8",D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Poulets basquaise']",6.2 g,en quantité modérée,1.8 g,en quantité modérée,1.8 g,en faible quantité,1 g,en quantité modérée,,+10%,+11%,+65%,+104%,-69%,+1%,+99%,+17%,+17%,1,+75%,B,+75%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"['Sans colorants', 'Sans conservateurs']",,,,,,,
239,Mini grissini with parsley and garlic,5706779058611,,,,,,,,,['France'],[],,[],?,467,1954 kj(467 kcal),13,"1,7",71,14,"2,08","0,832","3,3",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",13 g,en quantité modérée,1.7 g,en quantité modérée,3.3 g,en faible quantité,2.08 g,en quantité élevée,,+11%,+11%,+20%,-25%,+6%,+32%,+23%,+9%,+9%,15,+17%,D,+17%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,
240,Nutrirégal crème saveur chocol,3421336102010,,,,,,,,,['France'],[],,"['Végétalien', 'Végétarien']",?,374,1565 kj(374 kcal),"6,8","0,8","62,6","13,5","0,1","0,04","27,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-01']",,,,,,,
241,Ciliegino,8033224180946,,,,,,,,,['France'],[],,[],?,146,611 kj(146 kcal),"2,5","1,1","16,5","7,7","12,5",5,"13,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,
242,Pavé de saumon,2869652059891,,,,,,"['FR 69.273.112 CE', 'Corbas (Rhône, France)']",,,['France'],[],,[],?,?,,?,,?,?,,,,E,"['Produits de la mer', 'Poissons', 'Saumons']",,,,,,,,,,,,,,,,,,,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,
243,Boisson cacaotée avec céréales - Insudiet,3700593402867,,,['Insudiet'],,,,,,['France'],[],,[],?,369,1544 kj(369 kcal),"3,8","0,9","14,1",67,"0,96","0,384","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Pommes - Brio - 4fruits,3661949000765,4 fruits,,['Brio'],['France'],,,,,['France'],[],,[],?,?,,?,,?,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes fraîches']",,,,,,,,,,,,,,,,,,,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture France']",,,,,,,
245,Pâte à tartiner,3330740277231,,,,,,,,,['France'],[],,['Sans huile de palme'],?,540,2259 kj(540 kcal),32,10,54,"8,4","0,16","0,064",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'en:palm-oil-free']",,,,,,,
246,Tablette chocolat au lait et aux noisettes,30726840,,,,,,,,,['France'],[],,[],?,559,2339 kj(559 kcal),37,14,45,"9,3","0,23","0,092",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Irish Breakfast Tea,5390582008002,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Quinoa d'équateur,0896899000548,,,,,,,,,['France'],[],,[],?,378,1582 kj(378 kcal),"2,5","0,67","64,4","13,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Kilomysli - Pirkka,6410400034989,,,['Pirkka'],,,,,,"['Finlande', 'France']",[],,[],?,330,1381 kj(330 kcal),"2,3","0,5",68,8,"0,3","0,12",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Vinaigre de vin rouge,3523680050617,,,,,,,,,['France'],[],,[],?,109,456 kj(109 kcal),"0,2",0,"0,3","0,3","0,01","0,004",0,B,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins rouges']",0.2 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.01 g,en faible quantité,,+679%,+660%,+52%,-100%,-52%,-100%,+66%,-74%,-74%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,
251,Confiture d abricot de Provence,3760032820072,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,,,,,,,,,,,,,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,
252,Biscotte -,46447357,,,,,,,,,['France'],[],,[],?,407,1703 kj(407 kcal),"7,8","3,5",70,12,"1,67","0,668","4,6",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",7.8 g,en quantité modérée,3.5 g,en quantité modérée,4.6 g,en faible quantité,1.67 g,en quantité élevée,,+3%,+3%,+17%,+90%,+2%,-21%,+2%,+44%,+44%,16,+156%,D,+156%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,,,,,,
253,Poulet basquaise,3261053919573,,,,,,,,,['France'],[],,[],?,71,297 kj(71 kcal),2,"0,5","7,1","5,6","1,1","0,44",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Acérola + - nat et form original - 32,3535400001274,32,['32 unités'],['nat et form original'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,['Vitamine c'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Eistee,4260347956040,,,,,,,,,['France'],[],,[],?,2,8 kj(2 kcal),"0,5","0,1","0,4","0,4","0,01","0,004","0,4",,['de:Eistee'],0.5 g,en faible quantité,0.1 g,en faible quantité,0.4 g,en faible quantité,0.01 g,en faible quantité,,-90%,-91%,+103%,+118%,-92%,-92%,+75%,-68%,-68%,0,-100%,B,-100%,,,,,,,,,,,,,,,
256,Pâté au piment d'espelette,3760247500028,,,,,,,,,['France'],[],,[],?,229,958 kj(229 kcal),18,"6,8","1,4",15,"1,6","0,64","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
257,Paratha Onion,8901777405123,,,,,,,,,['France'],[],,[],?,320,1339 kj(320 kcal),"11,2","4,4","51,2","3,6","1,68","0,672","5,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Verre Stitch,0400007106031,,,,,,,,,['France'],[],,[],?,0,0 kj(0 kcal),15,0,15,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Chocolat noir jasmin de chine - Zaabar,5425021900323,,,['Zaabar'],,,,,,['France'],[],,[],?,536,2243 kj(536 kcal),"34,3",21,"42,2","6,8","0,03","0,012","37,7",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",34.3 g,en quantité élevée,21 g,en quantité élevée,37.7 g,en quantité élevée,0.03 g,en faible quantité,,-4%,-3%,-13%,-9%,+9%,+19%,-11%,-36%,-36%,24,+13%,E,+13%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,
260,Thé vert Tour de Chine. Spécial gunpowder,3558826006036,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thé vert de Chine']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,
261,Cupcakes oreo,7622210312068,,,['Oreo'],,,,,,['France'],[],,[],?,325,1360 kj(325 kcal),18,"7,7",35,"5,5","0,96","0,384","21,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Thé vert Special gunpowder,6915406060319,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Oh! NATUREL,3107400001266,,,,,,,,,['France'],[],,[],?,820,3431 kj(820 kcal),12,"5,1","16,6","4,9","0,34","0,136","13,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,
264,Jus de Pomme,8590014818538,,,,,,,,,['France'],[],,[],?,45,188 kj(45 kcal),"0,1",0,11,"0,1","0,05","0,02","9,6",C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",0.1 g,en faible quantité,0 g,en faible quantité,9.6 g,en quantité élevée,0.05 g,en faible quantité,,-2%,-2%,-39%,-100%,+1%,-7%,-53%,+359%,+359%,4,-3%,C,-3%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,
265,Ayran,4008534039950,,,,,,,,,['France'],[],,[],?,34,142 kj(34 kcal),"1,9","1,2","2,6","1,7","0,8","0,32","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Bananes - Bio Village,2860182009844,,,['Bio Village'],,,,,['Leclerc'],['France'],[],,[],?,97,406 kj(97 kcal),"0,2","0,1",21,"1,2","0,01","0,004",16,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",0.2 g,en faible quantité,0.1 g,en faible quantité,16 g,en quantité élevée,0.01 g,en faible quantité,,-1%,-1%,-6%,+14%,-3%,+7%,0%,-41%,-41%,-1,,A,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,"['Bio', 'Commerce équitable', 'Max Havelaar']",,,,,,,
267,"Filets de poulet - Carrefour - 0,285kg",0219965025458,"0,285 kg","['Barquette', 'Plastique']",['Carrefour'],['France'],,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,['Carrefour'],['France'],[],,[],?,?,,?,,?,?,,,,C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Viande Française', 'Volaille-francaise']",,,,,,,
268,Colorant Gel - Vert - 20G - Scrapcooking,3700392471330,,,['Scrapcooking'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,
269,Chocolat noir 50%,3584730021674,,,,,,,,,['France'],[],,[],?,510,2134 kj(510 kcal),28,17,53,"7,1","0,002","0,001",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,
270,Sirop d'érable,0627843237525,,,,,,,,,['France'],[],,[],?,220,920 kj(220 kcal),0,0,54,0,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Snickers crisper -  - 85.9g,0040000528180,85.9 g,,,,,,,,"['France', 'Allemagne', 'États-Unis']","['Milk chocolate ', 'sugar', 'cocoa butter', 'chocolate', 'skim milk', 'lactose', 'milkfat', 'soy lecithin', 'artificial flavor', 'peanut butter ', 'peanuts', 'palm oil', 'crisp rice ', 'rice flour', 'rice bran', 'raisin juice concentrate', 'honey', 'salt', 'invert sugar', 'peanuts', 'vegetable oil ', 'hydrogenated palm kernel oil', 'hydrogenated cottonseed oil', 'palm oil', 'lactose', 'sugar', 'corn syrup solids', 'corn syrup', 'less than 2% - dextrose', 'glycerine', 'skim milk', 'salt', 'calcium carbonate', 'artificial flavor', 'tbhq to maintain freshness']","['Lait', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien']",?,500,2092 kj(500 kcal),"27,27","11,36","59,09","9,09","0,625","0,25","40,91",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées aux fruits oléagineux']",27.3 g,en quantité élevée,11.4 g,en quantité élevée,40.9 g,en quantité élevée,0.625 g,en quantité modérée,,+8%,+7%,+22%,+40%,+2%,-16%,+13%,+19%,+19%,23,-5%,E,-5%,,,,,,,,,,4,"['E322i - Lécithine', 'E422 - Glycérol']",Mars Chocolate North America LLC,,,
272,Poulet fermier élevé en plein air,2209670007793,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Green apple glamour bubbles,0702785146989,,,,,,,,,['France'],[],,[],?,84,351 kj(84 kcal),0,0,21,0,"0,1","0,04",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,MIEL DE LAVANDE - Les Ruchers du Soleil - 1kg,3760255930022,1 kg,,['Les Ruchers du Soleil'],"['France', 'Provence']",,,,,['France'],[],,[],?,?,,?,,?,?,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de lavande', 'Miels de Provence']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['IGP'],,,,,,,
275,Nougat boulette arachides,3760023451438,,,,,,,,,['France'],[],,[],?,444,1858 kj(444 kcal),"14,48","1,7","69,9","8,75","2,5",1,"46,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,
276,Les douceurs d'amelys,3401560031997,,,,,,,,,['France'],[],,[],?,389,1628 kj(389 kcal),"0,5","0,5","2,1","0,5","0,01","0,004","1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Ty-ketchup,3389090018315,,,,,,,,,['France'],[],,[],?,69,289 kj(69 kcal),"0,5","0,5",14,"1,6","1,1","0,44",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Saumon Fumé - Delhaize - 140g,5400112246900,140 g,,['Delhaize'],,,,,['Delhaize'],"['Belgique', 'France']",[],,[],?,201,841 kj(201 kcal),13,2,1,20,3,"1,2",1,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",13 g,en quantité modérée,2 g,en quantité modérée,1 g,en faible quantité,3 g,en quantité élevée,,+9%,+9%,+24%,-3%,+102%,+199%,-10%,+6%,+6%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,
279,Pignons de pin - Secrets d’energie - 50grammes,3760099535827,50 grammes,,['Secrets d’energie'],,,"['EMB 04112', 'Manosque (Alpes-de-Haute-Provence, France)']",,,['France'],[],,[],?,0,0 kj(0 kcal),?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,
280,PANAMA - 85g,5425037690027,85 g,,,,,,,,['France'],[],,[],?,581,2431 kj(581 kcal),47,29,24,"9,3","0,01","0,004",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Pavé aux graines Bio,0202843023943,,,,,,,,,['France'],[],,[],?,240,1004 kj(240 kcal),"3,8","0,5",41,"8,4","1,1","0,44","3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,
282,Tomate -,5708869707898,,,,,,,,,['France'],[],,[],?,200,837 kj(200 kcal),10,1,6,1,1,"0,4",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Jambon a l'ancienne label rouge cuit avec couenne,2602657022893,,,,,,,,,['France'],[],,[],?,123,515 kj(123 kcal),"3,1","1,4","0,5",23,2,"0,8","0,5",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Label Rouge'],,,,,,,
284,thé vert citron intense,0002200001207,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,ChouquettesX12,0205713010821,,,,,,,,,['France'],[],,[],?,343,1435 kj(343 kcal),15,"8,4",44,"6,8","0,48","0,192",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Morbier,2200919029323,,,,,,"['EMB 25156A', 'Clerval (Doubs, France)']",,,['France'],[],,[],?,360,1506 kj(360 kcal),29,18,1,23,1,"0,4",1,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",29 g,en quantité élevée,18 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,,+2%,+2%,+1%,-8%,+29%,+141%,+2%,-30%,-30%,13,-13%,D,-13%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
287,Lo Salt Reduced Sodium Salt Alternative,5010117070099,,,,,,,,,['France'],[],,[],?,0,0 kj(0 kcal),0,0,0,0,33,"13,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Tripe,0200120037522,,,,,,,,,['France'],[],,[],?,102,427 kj(102 kcal),"4,1","1,9","2,5",14,"2,2","0,88",1,,"['Poissons et viandes et oeufs', 'Abats', 'Produits tripiers', 'Tripes']",4.1 g,en quantité modérée,1.9 g,en quantité modérée,1 g,en faible quantité,2.2 g,en quantité élevée,,+2%,+2%,+24%,+34%,+237%,+154%,-15%,+91%,+91%,11,+733%,D,+733%,,,,,,,,,,,,,,,
289,Carpaccio de boeuf,2434431027035,,,,,,,,,['France'],[],,[],?,220,920 kj(220 kcal),16,"2,3",0,19,1,"0,4",0,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Carpaccio de boeuf']",16 g,en quantité modérée,2.3 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,+8%,+8%,+13%,-9%,-100%,-100%,-1%,+39%,+39%,3,+64%,C,+64%,,,,,,,,"['Viande Française', 'Point Vert', 'Fabriqué en France', 'Viande-bovine-francaise']",,,,,,,
290,Terrine charentaise,3587190400751,,,,,,,,,['France'],[],,[],?,375,1569 kj(375 kcal),35,14,"3,3","7,4","1,5","0,6","2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Fromage Blanc Battu - Brake,3308650805080,,,['Brake'],,,,,,['France'],[],,[],?,112,469 kj(112 kcal),"7,8","5,3","4,8","5,7","0,09","0,036","4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Curcuma bio,3760060283320,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Curcuma']",,,,,,,,,,,,,,,,,,,,,,,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,
293,Origan feuille,3427290002915,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Merguez,0205690038702,,,,,,,,,['France'],[],,[],?,233,975 kj(233 kcal),"17,5","7,9","2,8","16,1","2,5",1,"1,3",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",17.5 g,en quantité modérée,7.9 g,en quantité élevée,1.3 g,en faible quantité,2.5 g,en quantité élevée,,-11%,-11%,-19%,-14%,+33%,+13%,+13%,+31%,+31%,19,+1%,E,+1%,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,,,,,,,,
295,6 croissants beurre 3 meuniers,0203822009453,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",,,,,,,,,,,,,,,,,,,,,,,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,,,,
296,"Huile d'olive ""BIO ORGANIC""",6191523800766,,,,,,,,,['France'],[],,[],?,120,502 kj(120 kcal),14,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
