,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,labels,ingredients_origins,manufacturing,traceability_code,link,producer_info,palm_ingredients,origin_detail,brand_owner
989,Tomates Coeurs-de-Pigeon sans pesticides - Savéol - 250g,3435535001425,A,Tomates cerise,250 g,"['Barquette', 'Carton', 'Film', 'Plastique', 'Film plastique à jeter', 'Barquette carton à recycler']",['Savéol'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates cerise', 'Tomates fraîches']",['Leclerc'],['France'],"['Tomates cerise origine France', 'catégorie extra']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.3 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,"0,3",-66%,0,-100%,5,+107%,3,+183%,"0,8",-21%,0,-100%,0,-100%,-5,,A,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,,,"['Bio', 'Point Vert', 'Catégorie “Extra”', 'Sans pesticides']",['France'],['France'],,,,,,
990,Miel - Sans Marque - 500g e,3445735005574,B,,500 g e,"['Verre', 'Bocal', 'métal']",['Sans Marque'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,['France'],['Mélange de miels'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,"['Point Vert', 'Déconseillé aux enfants de moins de 1 an']","['Europe', 'Amérique Latine']",,,,,,,
991,Filets de maquereaux blancs - Eco+ - 176g,3450970046534,D,,176g,,['Eco+'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,['France'],"['filets de maquereaux blancs** précuits 64% ', ' eau ', "" vinaigre d'alcool"", 'aromates 3,3% ', 'oignon 1,1%', 'poivron rouge 1,1%', 'carotte 1,1%', ' vinaigre de vin blanc', ' vin blanc 1,7% ', "" extrait d'oignon"", ' arôme naturel', ' arôme naturel de limette avec autres arômes naturels', ' arôme naturel de girofle', ' arôme naturel de poivre avec autres arômes naturels', ' sel', ' Traces de moutarde', ' CONSERVATION: à consommer de nréférence avant le voir ur le câtá de la baîta']",[],4,4.1 g,en quantité modérée,1.2 g,en faible quantité,0.2 g,en faible quantité,1 g,en quantité modérée,?,,99,-55%,414 kj(99 kcal),-55%,"4,1",-75%,"1,2",-67%,"0,2",-81%,"0,2",-62%,"15,2",-7%,1,-10%,"0,4",-10%,1,-84%,B,-84%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,
992,Pain d'épices Eco+.,3450970070911,B,,,,['Eco+'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,['France'],"['Sirop de glucose-fructose', 'farine de seigle', 'eau', 'sucre caramélisé ', 'sucre', 'eau', 'poudre à lever', 'E500', 'E450', 'huile de colza', 'sel', 'sucre', 'sucre inverti', 'arôme', 'conservateur : E200', 'épices', 'farine de blé malté']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.9 g,en faible quantité,0.1 g,en faible quantité,43.6 g,en quantité élevée,0.67 g,en quantité modérée,?,,309,-8%,1293 kj(309 kcal),-9%,"0,9",-74%,"0,1",-92%,"70,5",-0%,"43,6",+7%,"2,9",-33%,"0,67",+54%,"0,268",+54%,11,-22%,D,-22%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,"['E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",['Gluten'],,,,,,,,,
993,Madeleines longues aux oeufs frais - Eco+,3450970075572,B,,,"['Sachet', 'Plastique']",['Eco+'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines', 'Madeleines longues']",,['France'],"['Farine de blé', ' sucre', ' eufs frais ', '18%', ' huile de colza', ' stabilisant: E422', ' sirop de glucose', ' émulsifiant: E471', ' sel', ' poudres à lever: E450', 'E500 ', ' épaississant : E415', ' arôme', ' Traces de lait et fruits à coque']","[""Pourrait contenir de l'huile de palme""]",4,19 g,en quantité modérée,1.9 g,en quantité modérée,24 g,en quantité élevée,1.1 g,en quantité modérée,1784,-3%,425,-3%,1784 kj(425 kcal),-3%,19,-10%,"1,9",-45%,58,+6%,24,-15%,5,-11%,"1,1",+31%,"0,44",+31%,14,-14%,D,-14%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E415 - Gomme xanthane']",['Gluten'],,,,,,,,,
994,Chips Nature - Eco + - 200g,3450970118897,B,Chips,200 g,['Sachet plastique à jeter'],"['Eco +', 'Scamark (Filiale E. Leclerc)']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",['Leclerc'],['France'],"['Pommes de terre', 'huile de tournesol 35 %', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,36.1 g,en quantité élevée,2.5 g,en quantité modérée,0.6 g,en faible quantité,1.28 g,en quantité modérée,?,,538,+1%,2251 kj(538 kcal),+0%,"36,1",+9%,"2,5",-16%,"45,3",-11%,"0,6",-53%,"5,7",-3%,"1,28",-3%,"0,512",-3%,9,-17%,C,-17%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,['Info-Tri Point Vert'],,,,"http://www.e-leclerc.com/catalogue/marques-distributeurs/eco-plus/alimentaire/epicerie/epicerie-salee/chips/chips-nature---200-g,419",,,,
995,Huile d'olive biologique vierge extra - De domaine de clairbois - 1L,3452010001091,B,,1 L,"['Bouteille', 'Verre', 'Bouchon', 'Plastique']",['De domaine de clairbois'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],"[""huile d'olive vierge extra biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",2,100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,"['Bio', 'Ecocert', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']","['Espagne', 'Tunisie']",,,,,,,
996,Trio de Quinoa au Sésame - Jardin Bio - 220g,3456300003765,,"Préparation culinaire à base d'un mélange de quinoa blanc, rouge et noir au sésame bio.",220 g,"['Plastique', 'Doypack', 'Sachet']","['Jardin Bio', 'Léa Nature']","['Plats préparés', 'Céréales préparées']",['Magasins U'],['France'],"['Eau', 'quinoa* 31 % ', 'quinoa blanc*', 'quinoa rouge* ', 'quinoa noir*', 'sésame* 8', '5 %', 'huile de tournesol*,sel marin', "" *Produits issus de l'agriculture biologique""]","['Végétalien', 'Végétarien']",3,9 g,en quantité modérée,1.2 g,en faible quantité,1 g,en faible quantité,0.68 g,en quantité modérée,?,,194,+2%,812 kj(194 kcal),+2%,9,+132%,"1,2",+81%,"20,2",-34%,1,-34%,"5,9",+1%,"0,68",-15%,"0,272",-15%,-1,-192%,A,-192%,,,,,,,,,['Graines de sésame'],"['Bio', 'Végétarien', 'Bio européen', 'Union Végétarienne Européenne', 'en:gluten-free', 'Végétalien', '1% pour la planète', 'Agriculture UE/Non UE', 'Union Végétarienne Européenne - Vegan', 'FR-BIO-01', 'Fabriqué en France', 'Sans lactose', 'Afdiag']",,['France'],,,,,,
997,Blanc de Dinde gout fumé (240g) - Isla mondial,3459860004845,D,,,,['Isla mondial'],"['Viandes', 'Volailles', 'Dindes', 'Blancs de dinde']",,['France'],"['Filet de dinde ', '75%', 'eau', 'sel', 'sirop de glucose', 'protéines de LAIT', 'sirop de glucose', 'conservateurs : lactate de sodium', 'acétate de sodium', 'arôme dont fumé', ' stabilisant : poly - et triphosphates', 'gélifiant : carraghénanes', 'anti-oxydant ', ' ascorbate de sodium', ' Colorant : caramel ordinaire']","['Non végétalien', 'Non végétarien']",4,1.7 g,en faible quantité,0.5 g,en faible quantité,0.7 g,en faible quantité,2.43 g,en quantité élevée,?,,99,-3%,414 kj(99 kcal),-3%,"1,7",+6%,"0,5",-2%,"1,6",+7%,"0,7",-19%,"20,7",+4%,"2,43",+23%,"0,972",+23%,11,+110%,D,+110%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['E325 - Lactate de sodium', 'E262i - Acétate de sodium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E150a - Caramel E150a']",['Lait'],"['en:gluten-free', 'Halal', 'Fabriqué en France', 'A Votre Service']",,,"['FR 56.166.001 CE', 'Plouay (Morbihan, France)']",,,,,
998,Jus D Aloe Vera - pur aloe - 1litre,3464660002434,,,1 litre,['bouteille verre'],['pur aloe'],['Compléments alimentaires'],,['France'],[],[],,0.2 g,en faible quantité,0 g,en faible quantité,0.05 g,en faible quantité,0.02 g,en faible quantité,?,,1,-100%,4 kj(1 kcal),-100%,"0,2",-97%,0,-100%,"0,3",-98%,"0,05",-99%,"0,2",-99%,"0,02",-96%,"0,008",-96%,0,-100%,B,-100%,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,
999,Jus d’orange - Rea,3473360900124,,,,,['Rea'],['Boissons'],,"['France', 'La Réunion']","[""JUS D'ORANGE À BASE DEJUS CONCENTRÉ"", 'VITAMINE C']",[],1,0.5 g,en faible quantité,0.1 g,en faible quantité,8.2 g,en quantité élevée,0.01 g,en faible quantité,?,,42,-25%,176 kj(42 kcal),-27%,"0,5",+44%,"0,1",-15%,"8,9",-21%,"8,2",-13%,"0,7",+41%,"0,01",-76%,"0,004",-76%,12,+57%,E,+57%,,,,,,,,,,,,,,,,,,
1000,Thé vert sencha - Jardin Bio - 40g,3478820002790,B,Thé vert,40 g,"['Carton', 'Sachet', 'Plastique', '20 sachets']","['Jardin Bio', 'Léa Nature']","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés verts japonais', 'Thés Sencha', 'Boissons sans sucre ajouté']",['Ramco'],"['France', 'Togo']",['Thé vert sencha bio'],[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,"['Bio', 'Bio européen', 'Commerce équitable', 'Fairtrade International', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique', 'LEA NATURE JARDIN BIO']","['Chine', 'Thé vert Sencha de Chine certifié  agriculture biologique']",['France'],,http://www.jardinbio.fr,,,,
1001,Cœur de blé - MasterChef - 1kg,3483050001864,,Farine de blé,1 kg,"['Carton', 'sachet']","['MasterChef', 'Cœur de maman']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines']",['Carrefour'],['France'],['Farine de blé type 45'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.1 g,en faible quantité,0.2 g,en faible quantité,0.7 g,en faible quantité,0.0127 g,en faible quantité,?,,330,-12%,1381 kj(330 kcal),-13%,"1,1",-85%,"0,2",-75%,"70,4",+17%,"0,7",-69%,"9,7",-18%,"0,013",-79%,"0,005",-79%,-5,,A,,,,,,,,,,,,,,"['EMB 35168A', 'Maure-de-Bretagne (Ille-et-Vilaine, France)', 'EMB 36171A', 'Reuilly (Indre, France)']",,,,,
1002,Blé Gourmand - Ebly - 1000g,3487400001986,,,1000 g,"['Carton', 'boîte', 'boîte']",['Ebly'],['en:blé précuit'],,"['France', 'Japon', 'Suisse']",['blé précuit à la vapeur'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,571,,?,,571 kj(136 kcal),,"0,5",,"0,1",,"26,9",,"0,5",,"4,7",,0,,0,,-3,,A,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,
1003,Huile de tournesol - Lou Mas - 1000ml,3490390201014,D,,1000 ml,"['Plastique', 'Bouteille']",['Lou Mas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",,"['France', 'Suisse']",['Huile végétale de tournesol 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,100 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3700,+2%,900,+3%,3700 kj(900 kcal),+2%,100,+3%,12,+13%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,11,0%,D,0%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,['Point Vert'],,,"['EMB 30243', 'Saint-Christol-lès-Alès (Gard, France)']",,,,,
1004,Mirinda Strawberry Soda - 33cl,3502110004192,,Soda,33 cl,,['Mirinda'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté']",['Hfc'],['France'],"['Eau gazéifiée', 'sucre', 'acidifiant ', 'acide citrique', 'arômes', 'conservateur ', 'sorbate de potassium', 'colorant ', 'rouge allura']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0.01 g,en faible quantité,204,+91%,48,+78%,204 kj(48 kcal),+76%,0,-100%,0,-100%,12,+77%,12,+82%,0,-100%,"0,01",-28%,"0,004",-28%,15,+63%,E,+63%,,,,,,,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E129 - Rouge allura AC']",,,,,,,,,,
1005,7UP aux Arômes naturels de citron & citron vert format 2 L - Seven Up - 2000ml,3502110008954,,"Boisson gazeuse aux arômes naturels de citron et citron vert, avec sucre et édulcorant.",2000 ml,,"['Seven Up', '7UP']","['Boissons', 'Boissons avec sucre ajouté']",,['France'],"['Eau gazéifiée,sucre,acidifiants ', 'acide citrique', 'acide malique', "",arômes naturels de citron et citron vert,correcteur d'acidité "", 'citrate de sodium', ',édulcorant ', 'glycosides de stéviol']",['Sans huile de palme'],4,0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité élevée,0.03 g,en faible quantité,122,-73%,29,-66%,122 kj(29 kcal),-67%,0,-100%,0,-100%,7,-65%,7,-62%,0,-100%,"0,03",-20%,"0,012",-20%,10,-16%,E,-16%,,,,,,,,"['E330 - Acide citrique', 'E296 - Acide malique', 'E331 - Citrates de sodium', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,['Point Vert'],,,,,,,,
1006,Amandes décortiquées grillées sans sel - Petit prix - 400g,3502490219049,E,,400 g,['Sachet plastique'],['Petit prix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes grillées', 'Amandes décortiquées']",['Carrefour'],['France'],['Amandes décortiquée grillées sans sel'],[],,57 g,en quantité élevée,4.5 g,en quantité modérée,4.7 g,en faible quantité,0.0254 g,en faible quantité,?,,645,+3%,2699 kj(645 kcal),+3%,57,+9%,"4,5",+2%,"5,3",-59%,"4,7",-17%,23,+6%,"0,025",-97%,"0,01",-97%,-2,-147%,A,-147%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,['Non communiqué'],['Non communiqué'],['L481550203'],,,,,
1007,Nectar de pamplemousse rose - Granini - 1L,3503780001009,D,Nectar de pamplemousse rose à base de jus cocnentré,1 L,['Bouteille'],['Granini'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de pamplemousse']",['Delhaize'],"['Belgique', 'France']","['Jus de pamplemousse rose à base de jus cocnentré', 'eau', 'sucre', 'pulpe de pamplemousse']",[],3,0.2 g,en faible quantité,0.1 g,en faible quantité,9.1 g,en quantité élevée,0 g,en faible quantité,174,,41,,174 kj(41 kcal),+5%,"< 0,2",+50%,"< 0,1",+125%,"9,1",+3%,"9,1",+3%,"< 0,5",+40%,0,-100%,0,-100%,11,0%,E,0%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1008,"Jus d’abricot Granini - 0,25l",3503780004185,C,Nectar d'abricot,"0,25l","['Bouteille', 'Verre']",['Granini'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,['France'],[],[],,0.5 g,en faible quantité,0.1 g,en faible quantité,10.5 g,en quantité élevée,0 g,en faible quantité,?,,47,+2%,197 kj(47 kcal),+3%,"0,5",+196%,"0,1",+256%,"10,7",+1%,"10,5",+8%,"0,5",+28%,0,-100%,0,-100%,14,+268%,E,+268%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1009,"Eau minerale - zilia - 1,5",3513921001508,,,"1,5",,['Zilia'],"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales']",,['France'],[],[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,,0 kj(0 kcal),,0,,0,,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,A,-100%,,,,,,,,,,,,,,,,,,
1010,Miel d'oranger de Valence - Les apiculteurs associés - 375g,3520059916505,A,,375 g,"['Pot', 'Verre', 'Couvercle', 'Métal']",['Les apiculteurs associés'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'agrumes"", ""Miels d'oranger"", ""Miels d'Espagne""]",,['France'],"[""Miel d'oranger de Valence""]",[],,0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0.01 g,en faible quantité,?,,327,+10%,1368 kj(327 kcal),+9%,0,-100%,0,-100%,81,+8%,80,+17%,"0,5",+50%,"0,01",+63%,"0,004",+63%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,['Entrepreneurs + Engagés'],['Espagne'],,,,,,,
1011,Miel du Gâtinais - Les Apiculteurs Associés - 375g,3520059916550,A,Miel,375 g,['Verre'],['Les Apiculteurs Associés'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels du Gâtinais']",['Coccinelle'],['France'],['Miel de France'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,82 g,en quantité élevée,0 g,en faible quantité,1390,,+4%291,+4%,+3%1230 kj(291 kcal),+3%,"-100%0,097",-100%,"-100%0,033",-100%,"+4%79,2",+4%,+17%70,+17%,"+7%0,28",+7%,"-100%0,012",-100%,"-100%0,005",-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,['Fabriqué en France'],['France'],['France'],,https://www.famillevacher.fr/,,,,
1012,Miel de châtaignier de France - La Collection - Les Apiculteurs Associés - 375g,3520059916901,B,,375 g,,['Les Apiculteurs Associés'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de châtaignier']",,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,['France'],,,,,,,
1013,Fromage de chevre Sainte Maure - Soignon - 200g,3523230005128,,,200 g,['Plastique'],['Soignon'],,,['France'],"[""de ferments et d'une touche de sel cout simplement} Rotre lait de cnëvre est collecté en France auprès des agriculteurs Oe notre coopérative"", ' \\lfaut 7 Ide ', 'ait de chévce pour - fabriquer 1 kg ce fromage Soignons']",[],,,,,,,,,,?,,291,,1218 kj(291 kcal),,23,,"16,1",,1,,1,,20,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
1014,Gotxoki Pois Chiche Bocal - 660g poids net égoutté 450g,3524670306011,,,660g poids net égoutté 450g,,['Gotxoki'],,,['France'],"['pois chinches', 'eau', 'sel', 'antioxydant : E-300', 'E-385']",[],,,,,,,,,,?,,97,,406 kj(97 kcal),,"1,9",,"0,2",,"14,5",,"0,7",,"5,4",,"0,3",,"0,12",,,,,,,,,,,,,"['E300 - Acide ascorbique', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",,,,,,,,,,
1015,X'Trem Cacao et Noisettes - Carrefour - 500g,3560070683550,C,"Cereales extrusionados 50,4% de arroz, trigo y avena chocolateados, con 35% de relleno al cacao y con avellanas",500 g,"['Boîte', 'Carton', 'Plastique']",['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",['Carrefour'],"['France', 'Espagne']","['Céréales 46% [semoule de riz', 'farine de blé complet', ""farine d'avoine complète"", 'pâte de cacao aux noisettes 35% [sucre', 'huile de tournesol et graisse de noix de coco', 'poudre de lactosérum', 'chocolat 4,5% ', 'sucre', 'poudre de cacao Beurre de cacao', ',noisettes 10%', 'émulsifiant: lécithines de tournesol', 'arômes', 'poudre de chocolat 9% ', 'sucre', 'poudre de cacao', 'son de sucre', 'sucre', 'perméat de lait', 'sel']",['Non végétalien'],4,12 g,en quantité modérée,3 g,en quantité modérée,31 g,en quantité élevée,0.5 g,en quantité modérée,1872,+2%,445,+2%,1872 kj(445 kcal),+2%,12,-13%,3,-21%,74,+9%,31,+8%,7,-7%,"0,5",-22%,"0,2",-22%,10,-23%,C,-23%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,"['Gluten', 'Lait', 'Fruits à coque', 'es:Avena', 'es:avena']",,,,,,Fabricado por EMB 80302A para Interdis.,,,
1016,ZUMO Naranja 100% EXPRIMIDO - Carrefour - 1l,3560070748365,C,Zumo de naranja,1 l,['Brick'],['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus"", 'es:Zumo']",['Carrefour'],"['France', 'Espagne']",['Zumo de naranja'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.1 g,en faible quantité,0 g,en faible quantité,9.2 g,en quantité élevée,,,162,,38,-5%,162 kj(38 kcal),-4%,"0,1",+50%,0,-100%,"9,2",-3%,"9,2",+5%,"0,7",+142%,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,['es:Sin pulpa'],['Espagne'],['España'],['RGSEAA 21.00330/MU'],,Envasado en España por AMC JUICES - RGSEAA 21.00330/MU para Interdis - TSA 91431 - 91343 MASSY Cedex - Francia.,,Este zumo de naranja se envasa en España a partir de naranjas procedentes de España.,
1017,CRACKER'S Classic - Carrefour,3560070984077,B,,,,['Carrefour'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['Carrefour'],['France'],"['Farine de blé', 'huile de tournesol 20,6%', ""extrait de malt d'orge"", 'sucre', 'sirop de glucose-fructose', ""poudres à lever : carbonates de sodium et carbonates d'ammonium"", 'sel 1,1%', 'levure', 'agent de traitement de la farine : disulfite de sodium', ' Contient œufs et blé']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,20 g,en quantité modérée,3.3 g,en quantité modérée,6.5 g,en quantité modérée,1.77 g,en quantité élevée,?,,467,+1%,1954 kj(467 kcal),-0%,20,+1%,"3,3",-39%,64,+8%,"6,5",+66%,"6,6",-33%,"1,775",-11%,"0,71",-11%,14,-9%,D,-9%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten']",,,,,,,,,
1018,Légumes pour Ratatouille - Notre Jardin - 1kg,3564700005774,,Légumes pour ratatouille surgelés,1 kg,"['Sachet', 'Plastique', 'Surgelé', 'sachet plastique à jeter']","['Notre Jardin', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Plats préparés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', ""Mélanges d'aliments à base de plantes surgelés"", 'Légumes préparés', 'Mélanges de légumes surgelés']",['Leclerc'],['France'],"['Tomates en quartiers ', '30% mini', 'aubergines coupés ', '16% mini', 'courgettes coupés ', '16% mini', 'oignons émincés ', '8% mini', 'poivrons verts en lanières ', '5% mini', 'poivrons rouges en lanières ', '5% mini']",[],3,0.2 g,en faible quantité,0 g,en faible quantité,2.3 g,en faible quantité,0 g,en faible quantité,86,-59%,?,,86 kj(21 kcal),-62%,"0,2",-87%,0,-100%,"2,6",-55%,"2,3",-12%,"1,1",-46%,0,-100%,0,-100%,-7,,A,,,,,,,,,,,['Point Vert'],,,,,,,,
