,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,packaging,categories,labels,manufacturing,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,allergens,ingredients_origins,traceability_code,link,markets,brand_owner
336,Pizza au feu de bois 3  fromages - Les P’tits Chefs Du Bio,3760209681192,,['Les P’tits Chefs Du Bio'],['France'],"['Pâte* 44', '3% ', 'eau', 'farine de riZ*', 'farine de pois chiche*', 'farine de maïS*', 'levure*', 'épaississant : gomme de xanthane et gomme de guar*', 'sucre*', 'sel', ""bicarbonate d'ammonium"", 'sauce tomate* 18', '5% ', 'purée de tomate*', 'oignon*', 'concentré de tomate*', 'sel', 'sucre*t ail*', 'persil*', 'basilic*', 'poivre*', 'origan*', 'herbes de Provence*', 'Mozzarella* 16', '6%', 'Gorgonzola* 7', ""406 tomates séchées* marinées à l'huile d'olive* et au basilic*"", 'olives*', 'Parmesan* 29%', "" *Ingrédients issus de l'agriculture biologique"", ' Les informations en gras sont destinées aux personnes intolérantes ou alleigiques', ' Produit élaboré dans un atelier dédié au sans gluten', ' Matières premières surgelées', 'produit à ne pas congeler']","['Végétalien', 'Végétarien']",?,207,866 kj(207 kcal),10,4,22,3,9,"0,76","0,304",,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux trois fromages']","['Bio', 'Végétarien', 'Sans gluten', 'Végétalien', 'AOP']",,"['E415 - Gomme xanthane', ""E503ii - Carbonate acide d'ammonium""]",4,10 g,en quantité modérée,4 g,en quantité modérée,3 g,en faible quantité,0.76 g,en quantité modérée,3,C,C,,-16%,-16%,+5%,-21%,-20%,+20%,-20%,-39%,-39%,-71%,-71%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,['Lait'],,,,,
337,La Vexinoise - Brasserie du Vexin - 33cl,3760210300037,33 cl,['Brasserie du Vexin'],['France'],"['Eau', 'malts', 'houblons']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,"['Bouteille', 'Verre']","['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières ambrées', 'Bières artisanales']","['World Beer Awards', 'en:World Beer Awards 2014', 'Saveurs Paris Ile de France']","['Ile-de-France', 'France']",,3,,,,,,,,,,,C,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,['Gluten'],,,,,
338,Au près de ma blonde - Brasserie La Lie - 75cl,3760210690015,75 cl,['Brasserie La Lie'],['France'],"['Eau', ""malt d'orge"", 'orge de Normandie', 'houblons', 'levures', 'sucre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,"['Bouteille', 'Verre']","['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières françaises', 'Bières blondes']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Déconseillé aux femmes enceintes', 'Nature & Progrès', 'Pont Vert']",,,3,,,,,,,,,,,B,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,['Gluten'],,,,['Coop 5 pour 100'],
339,Préfou de Vendée duo de fromages de chèvre - Lily toqués - 280g,3760210770182,280 g,['Lily toqués'],['France'],"['Pain 64 % ', 'farine de blé', 'eau', 'levure', ""huile d'olive"", 'sel', 'gluten de blé', 'levain de blé désactivé', 'agent de traitement de la farine : acide ascorbique', 'fromage frais au lait de vache', 'fromage de chèvre 6', '3 % ', 'fromage de chèvre', 'eau', 'sel', 'fromage frais au lait de mélange aromatisé 6', '3 % ', 'fromage frais de lait de vache', 'fromage de chèvre', 'arôme ', 'lait', 'sel', 'crème fraîche épaisse ', 'crème fraîche', 'ferments lactiques', 'crème ', 'crème', 'émulsifiant E472b', 'stabilisant E407', 'échalote', 'beurre', 'sel', 'poivre']","['Sans huile de palme', 'Non végétalien']",?,271,1134 kj(271 kcal),"11,6","7,6","32,4","2,7","8,3","1,29","0,516",,"['Plastique', 'Carton']","['Snacks', 'Snacks salés', 'Apéritif', 'Préfous']",['en:palm-oil-free'],,"['E300 - Acide ascorbique', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,11.6 g,en quantité modérée,7.6 g,en quantité élevée,2.7 g,en faible quantité,1.29 g,en quantité modérée,15,D,,,-19%,-18%,-35%,-28%,-7%,+18%,+23%,-7%,-7%,-14%,-14%,,,,,,,,,"['Gluten', 'Lait']",,,,"['Super U', 'Magasins U']",
340,Agar agar bio - La Bio & Moi - 12g,3760211820152,12g,['La Bio & Moi'],['France'],['agar agar'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,['Sachet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Aides culinaires', 'Algues et dérivés', ""Produits à base d'algues"", 'Agar-agar', 'Bio']",['Bio'],,['E406 - Agar-agar'],4,,,,,,,,,,,E,,,,,,,,,,,,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
341,Preparation bio cassis - Régal Fruits - 310g,3760211820190,310g,['Régal Fruits'],['France'],[],[],?,164,686 kj(164 kcal),"0,1","0,1","38,2","37,3","0,7","0,002","0,001",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France']",,,,0.1 g,en faible quantité,0.1 g,en faible quantité,37.3 g,en quantité élevée,0.00225 g,en faible quantité,5,C,C,,-29%,-29%,-65%,+63%,-30%,-28%,+16%,-92%,-92%,-46%,-46%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
342,Figue de provence - Régal Fruits - 310g,3760211820237,310 g,['Régal Fruits'],['France'],[],[],?,183,766 kj(183 kcal),"0,4",0,"43,4","42,1","0,8","0,007","0,003",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']","['Bio', 'Fabriqué en France']",,,,0.4 g,en faible quantité,0 g,en faible quantité,42.1 g,en quantité élevée,0.007 g,en faible quantité,5,C,D,,-21%,-21%,-12%,-100%,-22%,-21%,+9%,-62%,-62%,-47%,-47%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
343,Préparation Framboise bio - Régal Fruits - 310g,3760211820244,310 g,['Régal Fruits'],['France'],"['framboise ', '55%', 'jus concentré de raisin rectifié*', 'gélifiant : pectine de fruits', 'lithothamne', ' *Produits issus de IAgriculture Biologique']",[],?,159,665 kj(159 kcal),"0,2","0,1","37,4","34,8","0,7",0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['E440 - Pectines'],4,0.2 g,en faible quantité,0.1 g,en faible quantité,34.8 g,en quantité élevée,0 g,en faible quantité,5,C,B,,-29%,-29%,-26%,+116%,-30%,-32%,+4%,-100%,-100%,-43%,-43%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,
344,Cornichons extra fins au vinaigre - La Bio Et Moi,3760211820381,,['La Bio Et Moi'],['France'],"['* * : Cornichons*', ' vinaigre* ', '5%', 'épices', 'Piments de la Jamaïque*', 'laurier* $ aneth*$ graines de moutarde*', ' sel', "" * Ingrédient issu de l'agriculture biologique"", ' * *Origne Pologne Valeurs nutritives pour 100 g :']",[],?,15,63 kj(15 kcal),"1,47",0,"1,31","0,69","1,47","0,78","0,312",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",['Bio'],,,3,1.47 g,en faible quantité,0 g,en faible quantité,0.69 g,en faible quantité,0.78 g,en quantité modérée,-2,A,,,-25%,-20%,+400%,-100%,-33%,-44%,+35%,-57%,-57%,-198%,-198%,,,,,,,,,,,,,,
345,Tisane Anti-Oxydante bio - aromatic bio - 24g,3760211820466,24g,['aromatic bio'],['France'],"['Cynorrhodon*', 'Myrtille*', 'Camomille matricaire*', 'Bardane*', 'Coriandre*', 'Réglisse*', ""Cannelle*\r*produit issu de l'agriculture biologique""]",[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées', 'Tisanes bio']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",,,1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,B,,-100%,-100%,,,-100%,-100%,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,
346,Sarrasin décortiqué bio - bio par nature - 400g,3760211821135,400g,['bio par nature'],['France'],"[""100% sarrasin*\r*Produit issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,343,1435 kj(343 kcal),"3,4",1,"71,5",0,"13,2",,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Ris Thaï demi-complet bio - bio par nature - 500g,3760211821265,500g,['bio par nature'],['France'],"[""100% Riz thaï jasmin*\r*produit issu de l'agriculture biologique""]",[],?,354,1481 kj(354 kcal),"2,2","0,7",73,"0,6","8,9",~ 0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz thaï', 'Riz bio', 'Riz demi complet']",['Bio'],,,,2.2 g,en faible quantité,0.7 g,en faible quantité,0.6 g,en faible quantité,0 g,en faible quantité,-4,A,C,,+1%,+1%,+110%,+172%,-3%,+136%,+21%,-100%,-100%,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,
348,Riz long grain blanc bio - bio par nature - 500g,3760211821272,500g,['bio par nature'],['France'],['100% Riz long grain*\r*produit issu de l’agriculture biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,346,1448 kj(346 kcal),1,"0,4","77,5","0,5","6,7","0,01","0,004",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Bio', 'Riz bio', 'Riz long blanc']",['Bio'],,,1,1 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,-1,A,C,,+87%,+80%,-68%,-62%,+160%,-86%,+32%,-90%,-90%,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,
349,Riz long complet bio - bio par nature - 500g,3760211821289,500g,['bio par nature'],['France'],"[""100% riz long grain complet*\r*produit issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,367,1536 kj(367 kcal),2,"0,7","77,5","0,6","8,1","0,01","0,004",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain', 'Bio', 'Riz bio', 'Riz long complet']",['Bio'],,,1,2 g,en faible quantité,0.7 g,en faible quantité,0.6 g,en faible quantité,0.01 g,en faible quantité,-4,A,C,,+98%,+91%,-35%,-33%,+160%,-83%,+60%,-90%,-90%,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,
350,Préparation bio fraise - Régal Fruits - 310g,3760211821463,310g,['Régal Fruits'],['France'],"['fraise* ', '60 %', 'jus concentré de raisin rectifié*', 'gélifiant: pectine', 'jus concentré de citron* jus concentré de cassis*', 'lithothamne']",[],?,154,644 kj(154 kcal),"0,2","0,1",37,36,"0,52","0,25","0,1",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']","['Bio', 'Fabriqué en France']",,['E440 - Pectines'],4,0.2 g,en faible quantité,0.1 g,en faible quantité,36 g,en quantité élevée,0.25 g,en faible quantité,8,C,D,,-29%,-29%,-17%,+122%,-30%,-29%,+17%,+1001%,+1001%,-8%,-8%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
351,Rillettes de Saumon -,3760213710086,,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'en:preparations-made-from-fish-meat']",,,,,,,,,,,,,,,E,,,,,,,,,,,,,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,
352,Cuisine énergie Spiruline Gingembre Bio - 75 G - Sol Semilla,3760213861023,,['Sol semilla'],['France'],[],[],?,123,515 kj(123 kcal),"0,77",0,"19,28",0,"4,65",0,0,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Aguayamanto - Sol semilla,3760213862150,,['Sol semilla'],['France'],"[""Cette baie originaire des Andes était très prisée par les peuples précolombiens qui l'intégraient dans leur CUisine avant d'être délaissée après la conquête espagnole"", "" Elle fût cependant acclimatée dans d'autres continents et exploitée intensivement"", ""principalement en tant qu'ornement floral"", ' Vers la fin du X>C siècle', ""l'engouement pour les superaliments et la recherche d'alternatives économiques ont participé à la renaissance d'aliments andins appréciés par les nutritionnistes et les cuisiniers"", "" Après des siècles d'oubli"", ""des plantations écologiques d'aguaymanto ont donc été réintroduites dans leurs terres d'origines De la culture biologique au séchage à basse température"", ""toutes les étapes sont soigneusement réalisées afin d'obtenir ce délicieux « fruit de l'inca » "", 'surnom populaire', ' Ces petites baies se dégustent nature ', 'de 10 à 20 par jour', "" ou mélangées à d'autres aliments "", 'fruits', 'céréales', 'légumes', "" Elles s'intègrent avec autant de bonheur dans les desserts petits-déjeuners que dans les plats salés""]","['Végétalien', 'Végétarien']",?,325,1360 kj(325 kcal),"0,7","0,2","73,9","29,7",6,"0,9","0,36",,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Tuiles amandes - Les Gaudélices,3760214072282,,['Les Gaudélices'],['France'],[],[],?,437,1828 kj(437 kcal),"10,1","6,3","76,9","49,9","8,1","0,13","0,052",,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Croquants aux amandes']",,,,,10.1 g,en quantité modérée,6.3 g,en quantité élevée,49.9 g,en quantité élevée,0.13 g,en faible quantité,21,E,,,-4%,-4%,-43%,+24%,+26%,+36%,-4%,-56%,-56%,+25%,+25%,,,,,,,,,,,,,,
355,Ananas séché & confit - Sans marque - 200g,3760214147034,200 g,['Sans marque'],['France'],"['59% Ananas séchés', '40% sucre de canne', 'acidifiant : acide citrique', 'conservateur : dioxyde de soufre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Aliments et boissons de Noël', 'Produits déshydratés', 'Fruits', 'Confiseries de Noël', 'Aliments à base de plantes séchées', 'Fruits tropicaux', 'Fruits secs', 'Ananas', 'Fruits confits', 'Aliments à base de plantes séchés']",,,"['E330 - Acide citrique', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",3,,,,,,,,,,,B,,,,,,,,,,,,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,,['Franprix'],
356,Flageolets verts - Biocoop - 500g,3760215380072,500 g,['Biocoop'],['France'],[],[],?,248,1038 kj(248 kcal),"0,5","0,1","9,4","0,8","4,1","3,8","1,52",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']","['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique', 'Agriculture France']",,,,0.5 g,en faible quantité,0.1 g,en faible quantité,0.8 g,en faible quantité,3.8 g,en quantité élevée,13,D,,,+71%,+75%,-51%,-59%,-46%,-33%,-55%,+531%,+531%,,,,,,,,,,,,['France'],,,,
357,Graines De Lin Dore - Biocoop,3760215380171,,['Biocoop'],['France'],"['peut contenir des traces de gluten', 'moutarde ', 'nsommer']",[],?,375,1569 kj(375 kcal),"36,6","3,17","6,6","1,55","20,2","0,051","0,02",,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Biocoop'],
358,Farine de quinoa - Graines d'Alisa - 500g,3760215380300,500 g,"[""Graines d'Alisa""]",['France'],[],[],?,369,1544 kj(369 kcal),"7,4","0,95",58,"3,5","13,4","0,05","0,02",,['Sachet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de quinoa']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",['Poitou-Charentes'],,,7.4 g,en quantité modérée,0.95 g,en faible quantité,3.5 g,en faible quantité,0.05 g,en faible quantité,-1,A,,,+2%,+2%,+57%,+79%,-9%,+61%,+14%,,,,,,,,,,,,,,['France'],"['FR-092-008', 'Montbel (Ariège, France)']",,,
359,Farine de lentilles vertes - Graines d'Alisa - 500g,3760215380317,500 g,"[""Graines d'Alisa""]",['France'],[],[],?,325,1360 kj(325 kcal),"1,2","0,11","44,2","1,4","25,8","0,01","0,004",,['Sachet plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Farines', 'Farines de légumineuses', 'Farines de lentilles']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",['Poitou-Charentes'],,,1.2 g,en faible quantité,0.11 g,en faible quantité,1.4 g,en faible quantité,0.01 g,en faible quantité,-6,A,,,-6%,-6%,-80%,-87%,+8%,-69%,+7%,-85%,-85%,,,,,,,,,,,,['France'],,,,
360,Le gros yaourt citron,3760215810234,,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-07']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Le p'tit flan caramel - La p’tite ferme - 160g,3760215810258,160g,['La p’tite ferme'],['France'],[],[],?,?,,?,,?,,?,,,,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés']","['Bio', 'Bio européen', 'FR-BIO-07']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,La p'tite semoule citron - La petite ferme - 160gr,3760215810364,160 gr,['La petite ferme'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Creme dessert chocolat,3760215891882,,,['France'],[],[],?,80,335 kj(80 kcal),"2,2","1,2","1,85","1,1","11,5","0,15","0,06",,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Crèmes dessert chocolat']",,,,,2.2 g,en faible quantité,1.2 g,en faible quantité,1.1 g,en faible quantité,0.15 g,en faible quantité,-4,A,B,,-41%,-40%,-52%,-58%,-90%,-93%,+219%,-0%,-0%,-185%,-185%,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,,,,,,,
364,Tourteau fromagé pasteurisé l'Original chèvre - Les P’tits Amoureux - 280g,3760216800180,280 g,['Les P’tits Amoureux'],['France'],"['Garniture 77 % : blanc d’œuf', 'fromage de chèvre 22 %', 'sucre', 'jaune d’œuf', 'farine de blé', 'poudre de blanc d’œuf', 'sel\rPâte 23 % : farine de blé', 'eau', 'beurre AOP Charentes Poitou 13 %', 'sucre', 'sel']",['Non végétalien'],?,302,1264 kj(302 kcal),"9,2",5,44,21,"9,9","0,6","0,24",Gâteau moelleux au fromage blanc,"['Plastique', 'Sous atmosphère protectrice', 'Frais', 'Sachet']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Tourteaux fromagés']","['Fabriqué en France', 'Sans colorants']","['France', 'Poitou-Charentes']",,3,9.2 g,en quantité modérée,5 g,en quantité modérée,21 g,en quantité élevée,0.6 g,en quantité modérée,12,D,,,+8%,+8%,+16%,+14%,+5%,+8%,+11%,-4%,-4%,-2%,-2%,,,,,,,,,"['Œufs', 'Gluten', 'Lait']","['France', 'Beurre AOP Charentes Poitou', 'Beurre origine France']",,,['Magasins U'],
365,Pomme de terre speciales vapeur,3760217904504,,,['France'],[],[],?,82,343 kj(82 kcal),"0,1",0,"18,3",0,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Pommes - Superalp - 6,3760218040362,6,['Superalp'],['France'],['pommes de table golden delicious'],[],?,?,,?,,?,,?,,,Pommes,"['Plastique', 'Barquette']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes sucrées', 'Pommes fraîches', 'Pommes Golden Delicious']",['Label Rouge'],,,,,,,,,,,,,,B,,,,,,,,,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,,,,['Boucheries André'],
367,Far Breton aux Pruneaux - Note Sucrée - 450g e,3760219390817,450 g e,['Note Sucrée'],['France'],"['Lait entier', 'pruneaux dénoyautés 23 %', 'sucre', 'œufs', 'farine de blé', 'crème', 'beurre demi-sel', 'amidon de maïs']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,247,1033 kj(247 kcal),"7,9",5,38,12,"4,6","0,14","0,056",Surgelé - Far Breton aux Pruneaux,"['Carton', 'Plastique', 'surgelé']","['Snacks', 'Snacks sucrés', 'Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux bretons', 'Fars', 'Gâteaux et pâtisseries surgelés']",['en:produced-in-bretagne'],"['France', 'Bretagne']",,3,7.9 g,en quantité modérée,5 g,en quantité modérée,12 g,en quantité modérée,0.14 g,en faible quantité,7,C,C,,+20%,+19%,+37%,+99%,+14%,-40%,-12%,-54%,-54%,+10%,+10%,70.7%,20.7%,4.2%,2.1%,2.2%,0.0%,58,,"['Œufs', 'Gluten', 'Lait']",,,,,
368,Jus de tomates - Ozia  - 20cl,3760219799108,20 cl,['Ozia'],['France'],[],[],?,23,96 kj(23 kcal),0,0,"4,5",3,"0,9","0,3","0,12",,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",,,,,0 g,en faible quantité,0 g,en faible quantité,3 g,en quantité modérée,0.3 g,en quantité modérée,-3,B,,,+15%,+17%,-100%,-100%,+22%,-7%,+20%,-29%,-29%,,,,,,,,,,,,,,,,
